tab	specimens
specimen	sample	dir_alpha95	dir_bfv_dec	dir_bfv_inc	dir_comp	dir_dec	dir_inc	dir_k	dir_k_ratio	dir_n_comps	dir_n_measurements	dir_nrm_origin	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	lithologies	description	scientists	int_rel	citations	method_codes	result_quality	result_type	specimen_alternatives	volume	weight
15-2-064	15-2-064															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3173.0	1e-06	0.001547
15-2-064	15-2-064					328.1	-66.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002579	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-067	15-2-067					309.9	-63.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002744	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-067	15-2-067															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3174.0	1e-06	0.001695
15-2-070	15-2-070					315.5	-59.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002471	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-070	15-2-070															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3175.0	1e-06	0.0017050000000000001
15-2-073	15-2-073															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3176.0	1e-06	0.0017100000000000001
15-2-073	15-2-073					309.1	-54.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0023829999999999997	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-076	15-2-076															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3177.0	1e-06	0.001419
15-2-076	15-2-076					304.7	-53.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0019850000000000002	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-079	15-2-079					301.8	-55.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002061	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-079	15-2-079															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3178.0	1e-06	0.001362
15-2-082	15-2-082															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3179.0	1e-06	0.001898
15-2-082	15-2-082					314.3	-59.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003083	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-085	15-2-085															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3180.0	1e-06	0.001964
15-2-085	15-2-085					322.0	-58.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002441	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-088	15-2-088					316.4	-51.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0018440000000000002	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-088	15-2-088															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3181.0	1e-06	0.0018920000000000002
15-2-091	15-2-091															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3182.0	1e-06	0.00164
15-2-091	15-2-091					314.0	-66.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001202	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-095	15-2-095					136.6	45.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0003925	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-095	15-2-095															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3183.0	1e-06	0.0015689999999999999
15-2-098	15-2-098															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3184.0	1e-06	0.00156
15-2-098	15-2-098					149.6	46.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001741	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-101	15-2-101															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3185.0	1e-06	0.001534
15-2-101	15-2-101					164.0	48.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0009593999999999999	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-104	15-2-104					170.4	54.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002361	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-104	15-2-104															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3186.0	1e-06	0.001622
15-2-107	15-2-107					166.8	50.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001668	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-107	15-2-107															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3187.0	1e-06	0.0017420000000000005
15-2-109	15-2-109															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3188.0	1e-06	0.001709
15-2-109	15-2-109					178.2	44.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0015630000000000002	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-113	15-2-113															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3189.0	1e-06	0.001761
15-2-113	15-2-113					172.9	52.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0029100000000000003	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-116	15-2-116															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3190.0	1e-06	0.0016589999999999999
15-2-116	15-2-116					177.4	48.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002358	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-119	15-2-119															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3191.0	1e-06	0.0015279999999999998
15-2-119	15-2-119					178.4	43.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002518	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-123	15-2-123															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3192.0	1e-06	0.0019850000000000002
15-2-123	15-2-123					180.7	48.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002036	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-126	15-2-126															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3193.0	1e-06	0.0017870000000000004
15-2-126	15-2-126					181.3	45.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001779	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-128	15-2-128					182.6	44.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002456	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-128	15-2-128															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3194.0	1e-06	0.001894
15-2-132	15-2-132					182.2	47.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002357	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-132	15-2-132															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3195.0	1e-06	0.001716
15-2-135	15-2-135															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3196.0	1e-06	0.001684
15-2-135	15-2-135					185.2	47.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0031379999999999997	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-138	15-2-138															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3197.0	1e-06	0.00151
15-2-138	15-2-138					188.0	50.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003543	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-141	15-2-141															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3198.0	1e-06	0.001582
15-2-141	15-2-141					179.0	50.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003008	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-143	15-2-143															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3199.0	1e-06	0.001423
15-2-143	15-2-143					184.8	55.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003722	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-147	15-2-147															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3200.0	1e-06	0.001354
15-2-147	15-2-147					192.4	47.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0043219999999999995	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-2-150	15-2-150															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3201.0	1e-06	0.0015
15-2-150	15-2-150					192.7	44.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0031609999999999997	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-001	15-3-001					201.3	51.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003191	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-001	15-3-001															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3202.0	1e-06	0.001704
15-3-004	15-3-004															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3203.0	1e-06	0.001376
15-3-004	15-3-004					215.7	55.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003113	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-007	15-3-007					222.7	50.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003065	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-007	15-3-007															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3204.0	1e-06	0.0015869999999999999
15-3-010	15-3-010					216.7	53.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0026260000000000003	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-010	15-3-010															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3205.0	1e-06	0.0016820000000000001
15-3-013	15-3-013															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3206.0	1e-06	0.001695
15-3-013	15-3-013					216.1	45.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0029230000000000003	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-015	15-3-015					222.3	41.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00156	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-015	15-3-015															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3207.0	1e-06	0.0009880000000000002
15-3-019	15-3-019															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3208.0	1e-06	0.0016820000000000001
15-3-019	15-3-019					224.3	50.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0019879999999999997	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-022	15-3-022					220.4	46.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001626	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-022	15-3-022															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3209.0	1e-06	0.001697
15-3-025	15-3-025															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3210.0	1e-06	0.0017230000000000001
15-3-025	15-3-025					220.9	40.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002009	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-028	15-3-028					216.1	46.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002515	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-028	15-3-028															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3211.0	1e-06	0.00186
15-3-031	15-3-031															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3212.0	1e-06	0.001403
15-3-031	15-3-031					218.8	54.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002595	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-035	15-3-035					217.4	48.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002506	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-035	15-3-035															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3213.0	1e-06	0.0017739999999999995
15-3-038	15-3-038					202.1	34.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001045	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-038	15-3-038															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3214.0	1e-06	0.00162
15-3-041	15-3-041					223.4	37.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001225	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-041	15-3-041															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3215.0	1e-06	0.0017920000000000004
15-3-044	15-3-044															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3216.0	1e-06	0.001572
15-3-044	15-3-044					237.3	38.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0006189	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-047	15-3-047					227.5	-3.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.000367	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-047	15-3-047															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3217.0	1e-06	0.001842
15-3-051	15-3-051															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3218.0	1e-06	0.001772
15-3-051	15-3-051					297.3	-68.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0007481	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-054	15-3-054															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3219.0	1e-06	0.001967
15-3-054	15-3-054					346.5	-66.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00126	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-057	15-3-057															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3220.0	1e-06	0.0016879999999999998
15-3-057	15-3-057					3.5	-63.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001766	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-061	15-3-061															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3221.0	1e-06	0.001462
15-3-061	15-3-061					16.0	-70.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002176	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-064	15-3-064															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3222.0	1e-06	0.0017989999999999996
15-3-064	15-3-064						-54.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002118	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-067	15-3-067					7.9	-56.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00263	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-067	15-3-067															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3223.0	1e-06	0.0017629999999999996
15-3-071	15-3-071					343.7	-60.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0016649999999999998	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-071	15-3-071															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3224.0	1e-06	0.001379
15-3-075	15-3-075					347.9	-62.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002046	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-075	15-3-075															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3225.0	1e-06	0.001492
15-3-078	15-3-078					9.3	-64.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002074	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-078	15-3-078															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3226.0	1e-06	0.0019039999999999999
15-3-080	15-3-080															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3227.0	1e-06	0.001605
15-3-080	15-3-080					16.7	-70.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002525	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-083	15-3-083															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3228.0	1e-06	0.001389
15-3-083	15-3-083					359.2	-60.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002356	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-086	15-3-086															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3229.0	1e-06	0.001382
15-3-086	15-3-086					318.5	-60.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001035	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-089	15-3-089					2.8	-62.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0002129	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-089	15-3-089															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3230.0	1e-06	0.0014810000000000001
15-3-092	15-3-092															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3231.0	1e-06	0.0017530000000000002
15-3-092	15-3-092					214.1	38.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0009131	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
15-3-096	15-3-096															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	3232.0	1e-06	0.001628
