tab	ages
age	location	site	age_unit	citations	description	method_codes	level
25.136	DSDP Site 522	17-2-011	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.138	DSDP Site 522	17-2-013	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.148000000000003	DSDP Site 522	17-2-017	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.151999999999997	DSDP Site 522	17-2-020	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.16	DSDP Site 522	17-2-024	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.166	DSDP Site 522	17-2-027	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.171999999999997	DSDP Site 522	17-2-030	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.18	DSDP Site 522	17-2-033	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.1841	DSDP Site 522	17-2-037	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.1895	DSDP Site 522	17-2-040	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.1936	DSDP Site 522	17-2-043	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.1963	DSDP Site 522	17-2-046	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2017	DSDP Site 522	17-2-049	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2058	DSDP Site 522	17-2-052	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2112	DSDP Site 522	17-2-056	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2153	DSDP Site 522	17-2-059	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2193	DSDP Site 522	17-2-063	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2234	DSDP Site 522	17-2-066	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2302	DSDP Site 522	17-2-070	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2329	DSDP Site 522	17-2-073	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2369	DSDP Site 522	17-2-076	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2437	DSDP Site 522	17-2-080	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2478	DSDP Site 522	17-2-083	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2519	DSDP Site 522	17-2-086	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2573	DSDP Site 522	17-2-090	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2614	DSDP Site 522	17-2-094	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2654	DSDP Site 522	17-2-097	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2695	DSDP Site 522	17-2-099	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2749	DSDP Site 522	17-2-103	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2776	DSDP Site 522	17-2-106	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2831	DSDP Site 522	17-2-109	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2871	DSDP Site 522	17-2-112	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2898	DSDP Site 522	17-2-115	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2953	DSDP Site 522	17-2-118	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.2993	DSDP Site 522	17-2-122	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3047	DSDP Site 522	17-2-125	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3075	DSDP Site 522	17-2-128	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3115	DSDP Site 522	17-2-131	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3169	DSDP Site 522	17-2-134	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.320999999999998	DSDP Site 522	17-2-137	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3251	DSDP Site 522	17-2-141	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3319	DSDP Site 522	17-3-004	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3346	DSDP Site 522	17-3-007	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3386	DSDP Site 522	17-3-010	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3441	DSDP Site 522	17-3-013	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3481	DSDP Site 522	17-3-017	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3522	DSDP Site 522	17-3-019	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3563	DSDP Site 522	17-3-022	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.359	DSDP Site 522	17-3-025	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3631	DSDP Site 522	17-3-027	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3671	DSDP Site 522	17-3-030	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3712	DSDP Site 522	17-3-034	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3753	DSDP Site 522	17-3-036	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3793	DSDP Site 522	17-3-039	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3847	DSDP Site 522	17-3-043	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3888	DSDP Site 522	17-3-046	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3929	DSDP Site 522	17-3-049	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.3969	DSDP Site 522	17-3-053	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4024	DSDP Site 522	17-3-056	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4064	DSDP Site 522	17-3-060	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4105	DSDP Site 522	17-3-063	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4159	DSDP Site 522	17-3-066	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.42	DSDP Site 522	17-3-070	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4241	DSDP Site 522	17-3-073	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4281	DSDP Site 522	17-3-076	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4322	DSDP Site 522	17-3-079	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4363	DSDP Site 522	17-3-082	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4403	DSDP Site 522	17-3-084	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4444	DSDP Site 522	17-3-088	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4485	DSDP Site 522	17-3-091	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4525	DSDP Site 522	17-3-094	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4566	DSDP Site 522	17-3-097	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4607	DSDP Site 522	17-3-099	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4661	DSDP Site 522	17-3-103	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4702	DSDP Site 522	17-3-106	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4756	DSDP Site 522	17-3-110	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4783	DSDP Site 522	17-3-113	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4837	DSDP Site 522	17-3-117	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4878	DSDP Site 522	17-3-120	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4919	DSDP Site 522	17-3-123	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.4959	DSDP Site 522	17-3-126	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.5	DSDP Site 522	17-3-129	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.5059	DSDP Site 522	17-3-132	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.5138	DSDP Site 522	17-3-135	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.6401	DSDP Site 522	18-1-051	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.6461	DSDP Site 522	18-1-054	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.651999999999997	DSDP Site 522	18-1-057	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.6579	DSDP Site 522	18-1-059	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.6638	DSDP Site 522	18-1-063	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.6697	DSDP Site 522	18-1-065	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.6757	DSDP Site 522	18-1-069	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.6816	DSDP Site 522	18-1-072	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.6875	DSDP Site 522	18-1-075	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.6934	DSDP Site 522	18-1-078	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.7013	DSDP Site 522	18-1-082	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.7072	DSDP Site 522	18-1-085	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.7132	DSDP Site 522	18-1-088	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.7211	DSDP Site 522	18-1-091	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.726999999999997	DSDP Site 522	18-1-094	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.7329	DSDP Site 522	18-1-097	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.7388	DSDP Site 522	18-1-101	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.7467	DSDP Site 522	18-1-104	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.7526	DSDP Site 522	18-1-107	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.7605	DSDP Site 522	18-1-111	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.7664	DSDP Site 522	18-1-114	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.7724	DSDP Site 522	18-1-117	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.7783	DSDP Site 522	18-1-120	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.7842	DSDP Site 522	18-1-123	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.7882	DSDP Site 522	18-1-126	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.7941	DSDP Site 522	18-1-128	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.8	DSDP Site 522	18-1-132	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.8059	DSDP Site 522	18-1-135	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.8118	DSDP Site 522	18-1-138	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.8197	DSDP Site 522	18-1-142	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.8257	DSDP Site 522	18-1-145	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.8316	DSDP Site 522	18-1-147	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.8375	DSDP Site 522	18-1-150	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.8414	DSDP Site 522	18-2-002	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.8533	DSDP Site 522	18-2-008	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.8612	DSDP Site 522	18-2-012	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.8671	DSDP Site 522	18-2-015	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.873	DSDP Site 522	18-2-018	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.8789	DSDP Site 522	18-2-022	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.8868	DSDP Site 522	18-2-025	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.8908	DSDP Site 522	18-2-028	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.8987	DSDP Site 522	18-2-031	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9046	DSDP Site 522	18-2-034	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9105	DSDP Site 522	18-2-037	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9145	DSDP Site 522	18-2-039	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9224	DSDP Site 522	18-2-043	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9263	DSDP Site 522	18-2-046	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9342	DSDP Site 522	18-2-049	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9382	DSDP Site 522	18-2-052	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9441	DSDP Site 522	18-2-054	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.95	DSDP Site 522	18-2-057	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9532	DSDP Site 522	18-2-060	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9565	DSDP Site 522	18-2-063	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9586	DSDP Site 522	18-2-065	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9619	DSDP Site 522	18-2-069	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9673	DSDP Site 522	18-2-073	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9705	DSDP Site 522	18-2-077	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9738	DSDP Site 522	18-2-079	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.976999999999997	DSDP Site 522	18-2-082	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9802	DSDP Site 522	18-2-086	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9835	DSDP Site 522	18-2-089	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9878	DSDP Site 522	18-2-093	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.991	DSDP Site 522	18-2-096	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9943	DSDP Site 522	18-2-098	Ma	This study		GM-PMAG-POL:GM-INT-L	site
25.9975	DSDP Site 522	18-2-102	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0008	DSDP Site 522	18-2-104	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0029	DSDP Site 522	18-2-107	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0051	DSDP Site 522	18-2-109	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0094	DSDP Site 522	18-2-112	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0126	DSDP Site 522	18-2-115	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0159	DSDP Site 522	18-2-118	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0191	DSDP Site 522	18-2-122	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0224	DSDP Site 522	18-2-125	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0256	DSDP Site 522	18-2-128	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0278	DSDP Site 522	18-2-130	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0321	DSDP Site 522	18-2-133	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0343	DSDP Site 522	18-2-136	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0375	DSDP Site 522	18-2-139	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0407	DSDP Site 522	18-2-142	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0451	DSDP Site 522	18-2-145	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0472	DSDP Site 522	18-2-148	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0505	DSDP Site 522	18-2-150	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0515	DSDP Site 522	18-3-002	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0559	DSDP Site 522	18-3-005	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.058000000000003	DSDP Site 522	18-3-008	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0613	DSDP Site 522	18-3-010	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0645	DSDP Site 522	18-3-013	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0699	DSDP Site 522	18-3-018	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0721	DSDP Site 522	18-3-021	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0753	DSDP Site 522	18-3-024	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0785	DSDP Site 522	18-3-027	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0807	DSDP Site 522	18-3-029	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0839	DSDP Site 522	18-3-032	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0883	DSDP Site 522	18-3-035	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0915	DSDP Site 522	18-3-039	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0947	DSDP Site 522	18-3-042	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.0991	DSDP Site 522	18-3-045	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1012	DSDP Site 522	18-3-047	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1045	DSDP Site 522	18-3-051	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1077	DSDP Site 522	18-3-054	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.112	DSDP Site 522	18-3-058	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1153	DSDP Site 522	18-3-061	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1185	DSDP Site 522	18-3-064	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1217	DSDP Site 522	18-3-067	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1271	DSDP Site 522	18-3-071	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1315	DSDP Site 522	18-3-075	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1347	DSDP Site 522	18-3-078	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1369	DSDP Site 522	18-3-080	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1401	DSDP Site 522	18-3-083	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1433	DSDP Site 522	18-3-086	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1466	DSDP Site 522	18-3-089	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1498	DSDP Site 522	18-3-093	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1531	DSDP Site 522	18-3-096	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1563	DSDP Site 522	18-3-099	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1595	DSDP Site 522	18-3-102	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.1628	DSDP Site 522	18-3-105	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.166	DSDP Site 522	18-3-107	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.2265	DSDP Site 522	19-1-024	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.2308	DSDP Site 522	19-1-028	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.247	DSDP Site 522	19-1-043	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.2514	DSDP Site 522	19-1-046	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.2546	DSDP Site 522	19-1-049	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.2589	DSDP Site 522	19-1-053	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.2622	DSDP Site 522	19-1-057	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.2676	DSDP Site 522	19-1-061	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.2708	DSDP Site 522	19-1-064	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.2784	DSDP Site 522	19-1-071	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.2805	DSDP Site 522	19-1-074	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.2848	DSDP Site 522	19-1-077	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.287	DSDP Site 522	19-1-080	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.2913	DSDP Site 522	19-1-083	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.2956	DSDP Site 522	19-1-088	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.2989	DSDP Site 522	19-1-091	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3021	DSDP Site 522	19-1-094	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3064	DSDP Site 522	19-1-098	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3086	DSDP Site 522	19-1-100	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3129	DSDP Site 522	19-1-103	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3162	DSDP Site 522	19-1-106	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3194	DSDP Site 522	19-1-109	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3237	DSDP Site 522	19-1-113	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.328000000000003	DSDP Site 522	19-1-117	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3313	DSDP Site 522	19-1-121	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3356	DSDP Site 522	19-1-124	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3389	DSDP Site 522	19-1-128	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3432	DSDP Site 522	19-1-131	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3464	DSDP Site 522	19-1-135	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3497	DSDP Site 522	19-1-137	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3529	DSDP Site 522	19-1-140	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3561	DSDP Site 522	19-1-144	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3594	DSDP Site 522	19-1-147	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3626	DSDP Site 522	19-1-150	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3648	DSDP Site 522	19-2-001	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.368000000000002	DSDP Site 522	19-2-004	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3713	DSDP Site 522	19-2-008	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3745	DSDP Site 522	19-2-010	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3777	DSDP Site 522	19-2-014	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3821	DSDP Site 522	19-2-017	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3842	DSDP Site 522	19-2-020	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3896	DSDP Site 522	19-2-025	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3929	DSDP Site 522	19-2-028	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.3983	DSDP Site 522	19-2-032	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4015	DSDP Site 522	19-2-035	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4047	DSDP Site 522	19-2-039	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.408	DSDP Site 522	19-2-042	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4123	DSDP Site 522	19-2-045	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4155	DSDP Site 522	19-2-048	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4177	DSDP Site 522	19-2-051	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.421999999999997	DSDP Site 522	19-2-055	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4253	DSDP Site 522	19-2-057	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4296	DSDP Site 522	19-2-062	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4328	DSDP Site 522	19-2-065	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4371	DSDP Site 522	19-2-069	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4404	DSDP Site 522	19-2-072	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4447	DSDP Site 522	19-2-076	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4479	DSDP Site 522	19-2-079	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4523	DSDP Site 522	19-2-082	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4555	DSDP Site 522	19-2-085	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4598	DSDP Site 522	19-2-090	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4631	DSDP Site 522	19-2-092	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4674	DSDP Site 522	19-2-096	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4706	DSDP Site 522	19-2-100	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4739	DSDP Site 522	19-2-102	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4771	DSDP Site 522	19-2-106	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4803	DSDP Site 522	19-2-109	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4847	DSDP Site 522	19-2-112	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4868	DSDP Site 522	19-2-115	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4911	DSDP Site 522	19-2-118	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4944	DSDP Site 522	19-2-122	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.4976	DSDP Site 522	19-2-125	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.502	DSDP Site 522	19-2-128	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5052	DSDP Site 522	19-2-131	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5095	DSDP Site 522	19-2-135	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5128	DSDP Site 522	19-2-138	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5171	DSDP Site 522	19-2-142	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5203	DSDP Site 522	19-2-145	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5236	DSDP Site 522	19-2-148	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5257	DSDP Site 522	19-3-001	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.529	DSDP Site 522	19-3-004	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5322	DSDP Site 522	19-3-007	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5365	DSDP Site 522	19-3-010	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5387	DSDP Site 522	19-3-013	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.543000000000003	DSDP Site 522	19-3-017	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5473	DSDP Site 522	19-3-020	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5506	DSDP Site 522	19-3-023	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5538	DSDP Site 522	19-3-026	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.557	DSDP Site 522	19-3-030	Ma	This study		GM-PMAG-POL:GM-INT-L	site
