tab	ages
age	location	site	age_unit	citations	description	method_codes	level
34.1863	DSDP Site 522	37-1-124	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.1917	DSDP Site 522	37-1-131	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.1943	DSDP Site 522	37-1-133	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.196999999999996	DSDP Site 522	37-1-136	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2006	DSDP Site 522	37-1-140	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.205999999999996	DSDP Site 522	37-1-147	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2086	DSDP Site 522	37-1-149	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2256	DSDP Site 522	37-2-018	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2292	DSDP Site 522	37-2-022	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2319	DSDP Site 522	37-2-025	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2346	DSDP Site 522	37-2-028	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2382	DSDP Site 522	37-2-032	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2408	DSDP Site 522	37-2-035	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2435	DSDP Site 522	37-2-038	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2462	DSDP Site 522	37-2-041	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.248000000000005	DSDP Site 522	37-2-043	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2498	DSDP Site 522	37-2-045	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2525	DSDP Site 522	37-2-048	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2552	DSDP Site 522	37-2-051	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2596	DSDP Site 522	37-2-056	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2623	DSDP Site 522	37-2-059	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2668	DSDP Site 522	37-2-064	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2695	DSDP Site 522	37-2-067	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2722	DSDP Site 522	37-2-070	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2748	DSDP Site 522	37-2-073	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2775	DSDP Site 522	37-2-076	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2856	DSDP Site 522	37-2-085	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2892	DSDP Site 522	37-2-089	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2927	DSDP Site 522	37-2-093	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2954	DSDP Site 522	37-2-096	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.2981	DSDP Site 522	37-2-099	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3017	DSDP Site 522	37-2-103	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3044	DSDP Site 522	37-2-106	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.306999999999995	DSDP Site 522	37-2-109	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3097	DSDP Site 522	37-2-112	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3124	DSDP Site 522	37-2-115	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.316	DSDP Site 522	37-2-119	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3187	DSDP Site 522	37-2-122	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3214	DSDP Site 522	37-2-125	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.324	DSDP Site 522	37-2-128	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3285	DSDP Site 522	37-2-133	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3303	DSDP Site 522	37-2-135	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.333	DSDP Site 522	37-2-138	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3366	DSDP Site 522	37-2-142	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3383	DSDP Site 522	37-2-144	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3419	DSDP Site 522	37-2-148	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3473	DSDP Site 522	37-3-005	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.35	DSDP Site 522	37-3-008	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3544	DSDP Site 522	37-3-012	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3571	DSDP Site 522	37-3-015	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3634	DSDP Site 522	37-3-022	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3661	DSDP Site 522	37-3-025	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3697	DSDP Site 522	37-3-029	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3723	DSDP Site 522	37-3-032	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.375	DSDP Site 522	37-3-035	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3786	DSDP Site 522	37-3-040	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3813	DSDP Site 522	37-3-042	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3849	DSDP Site 522	37-3-046	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.3866	DSDP Site 522	37-3-049	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.1219	DSDP Site 522	37-3-052	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.1273	DSDP Site 522	37-3-059	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.1308	DSDP Site 522	37-3-062	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.1335	DSDP Site 522	37-3-065	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.4036	DSDP Site 522	37-3-067	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.1353	DSDP Site 522	37-3-068	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.4063	DSDP Site 522	37-3-070	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.1389	DSDP Site 522	37-3-072	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.409	DSDP Site 522	37-3-073	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.1425	DSDP Site 522	37-3-076	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.1451	DSDP Site 522	37-3-078	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.1478	DSDP Site 522	37-3-081	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.1505	DSDP Site 522	37-3-084	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.1541	DSDP Site 522	37-3-088	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.1568	DSDP Site 522	37-3-093	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.1612	DSDP Site 522	37-3-097	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.4564	DSDP Site 522	38-1-026	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.4618	DSDP Site 522	38-1-032	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.4663	DSDP Site 522	38-1-037	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.4689	DSDP Site 522	38-1-040	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.4734	DSDP Site 522	38-1-045	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.4752	DSDP Site 522	38-1-048	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.4788	DSDP Site 522	38-1-051	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.4815	DSDP Site 522	38-1-055	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.4841	DSDP Site 522	38-1-058	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.4877	DSDP Site 522	38-1-061	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.4904	DSDP Site 522	38-1-064	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.4922	DSDP Site 522	38-1-067	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.4949	DSDP Site 522	38-1-070	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.4994	DSDP Site 522	38-1-074	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5011	DSDP Site 522	38-1-077	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5038	DSDP Site 522	38-1-080	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5065	DSDP Site 522	38-1-083	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5092	DSDP Site 522	38-1-086	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5101	DSDP Site 522	38-1-087	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5137	DSDP Site 522	38-1-090	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5163	DSDP Site 522	38-1-093	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.519	DSDP Site 522	38-1-096	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5208	DSDP Site 522	38-1-099	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5244	DSDP Site 522	38-1-102	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5271	DSDP Site 522	38-1-105	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5298	DSDP Site 522	38-1-109	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5351	DSDP Site 522	38-1-115	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5387	DSDP Site 522	38-1-119	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5423	DSDP Site 522	38-1-122	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.545	DSDP Site 522	38-1-125	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5477	DSDP Site 522	38-1-128	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5512	DSDP Site 522	38-1-132	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.553000000000004	DSDP Site 522	38-1-135	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5566	DSDP Site 522	38-1-138	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5593	DSDP Site 522	38-1-142	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5629	DSDP Site 522	38-1-145	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5655	DSDP Site 522	38-1-149	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.579	DSDP Site 522	38-2-013	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5816	DSDP Site 522	38-2-016	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5852	DSDP Site 522	38-2-020	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.5951	DSDP Site 522	38-2-031	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6022	DSDP Site 522	38-2-039	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.604	DSDP Site 522	38-2-041	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6058	DSDP Site 522	38-2-043	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6094	DSDP Site 522	38-2-047	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6147	DSDP Site 522	38-2-053	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6165	DSDP Site 522	38-2-055	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6183	DSDP Site 522	38-2-057	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.621	DSDP Site 522	38-2-060	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6237	DSDP Site 522	38-2-063	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6273	DSDP Site 522	38-2-067	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6299	DSDP Site 522	38-2-070	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6317	DSDP Site 522	38-2-072	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6344	DSDP Site 522	38-2-075	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.638000000000005	DSDP Site 522	38-2-079	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6407	DSDP Site 522	38-2-082	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6434	DSDP Site 522	38-2-085	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.646	DSDP Site 522	38-2-088	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6496	DSDP Site 522	38-2-092	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6532	DSDP Site 522	38-2-096	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6559	DSDP Site 522	38-2-099	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6586	DSDP Site 522	38-2-102	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6621	DSDP Site 522	38-2-106	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6648	DSDP Site 522	38-2-109	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6684	DSDP Site 522	38-2-113	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6711	DSDP Site 522	38-2-116	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6738	DSDP Site 522	38-2-119	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6765	DSDP Site 522	38-2-122	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.68	DSDP Site 522	38-2-126	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6827	DSDP Site 522	38-2-129	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6881	DSDP Site 522	38-2-135	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6979	DSDP Site 522	38-2-146	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.6997	DSDP Site 522	38-2-148	Ma	This study		GM-PMAG-POL:GM-INT-L	site
34.7015	DSDP Site 522	38-2-150	Ma	This study		GM-PMAG-POL:GM-INT-L	site
