tab	samples
citations	location	sample	site	method_codes	sample_core_depth
This study	DSDP Site 522	17-1-035	17-1-035	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.25
This study	DSDP Site 522	17-1-040	17-1-040	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.29
This study	DSDP Site 522	17-1-042	17-1-042	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.32
This study	DSDP Site 522	17-1-045	17-1-045	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.35
This study	DSDP Site 522	17-1-048	17-1-048	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.38
This study	DSDP Site 522	17-1-051	17-1-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.41
This study	DSDP Site 522	17-1-054	17-1-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.44
This study	DSDP Site 522	17-1-058	17-1-058	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.48
This study	DSDP Site 522	17-1-061	17-1-061	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.5
This study	DSDP Site 522	17-1-064	17-1-064	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.53
This study	DSDP Site 522	17-1-066	17-1-066	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.56
This study	DSDP Site 522	17-1-069	17-1-069	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.59
This study	DSDP Site 522	17-1-072	17-1-072	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.62
This study	DSDP Site 522	17-1-075	17-1-075	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.65
This study	DSDP Site 522	17-1-079	17-1-079	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.68
This study	DSDP Site 522	17-1-081	17-1-081	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.7
This study	DSDP Site 522	17-1-085	17-1-085	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.74
This study	DSDP Site 522	17-1-087	17-1-087	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.77
This study	DSDP Site 522	17-1-091	17-1-091	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.8
This study	DSDP Site 522	17-1-094	17-1-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.84
This study	DSDP Site 522	17-1-097	17-1-097	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.87
This study	DSDP Site 522	17-1-100	17-1-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.9
This study	DSDP Site 522	17-1-103	17-1-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.93
This study	DSDP Site 522	17-1-107	17-1-107	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.96
This study	DSDP Site 522	17-1-110	17-1-110	FS-C-DRILL-IODP:SP-SS-C:SO-V	64.99
This study	DSDP Site 522	17-1-113	17-1-113	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.03
This study	DSDP Site 522	17-1-116	17-1-116	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.05
This study	DSDP Site 522	17-1-119	17-1-119	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.08
This study	DSDP Site 522	17-1-123	17-1-123	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.12
This study	DSDP Site 522	17-1-125	17-1-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.15
This study	DSDP Site 522	17-1-128	17-1-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.18
This study	DSDP Site 522	17-1-131	17-1-131	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.21
This study	DSDP Site 522	17-1-134	17-1-134	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.24
This study	DSDP Site 522	17-1-137	17-1-137	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.26
This study	DSDP Site 522	17-1-141	17-1-141	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.3
This study	DSDP Site 522	17-1-144	17-1-144	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.33
This study	DSDP Site 522	17-1-147	17-1-147	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.36
This study	DSDP Site 522	17-1-150	17-1-150	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.39
This study	DSDP Site 522	17-2-004	17-2-004	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.44
This study	DSDP Site 522	17-2-008	17-2-008	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.47
This study	DSDP Site 522	17-2-011	17-2-011	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.51
This study	DSDP Site 522	17-2-013	17-2-013	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.52
This study	DSDP Site 522	17-2-017	17-2-017	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.57
This study	DSDP Site 522	17-2-020	17-2-020	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.59
This study	DSDP Site 522	17-2-024	17-2-024	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.63
This study	DSDP Site 522	17-2-027	17-2-027	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.66
This study	DSDP Site 522	17-2-030	17-2-030	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.69
This study	DSDP Site 522	17-2-033	17-2-033	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.73
This study	DSDP Site 522	17-2-037	17-2-037	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.76
This study	DSDP Site 522	17-2-040	17-2-040	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.8
This study	DSDP Site 522	17-2-043	17-2-043	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.83
This study	DSDP Site 522	17-2-046	17-2-046	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.85
This study	DSDP Site 522	17-2-049	17-2-049	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.89
This study	DSDP Site 522	17-2-052	17-2-052	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.92
This study	DSDP Site 522	17-2-056	17-2-056	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.96
This study	DSDP Site 522	17-2-059	17-2-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	65.99
This study	DSDP Site 522	17-2-063	17-2-063	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.02
This study	DSDP Site 522	17-2-066	17-2-066	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.05
This study	DSDP Site 522	17-2-070	17-2-070	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.1
This study	DSDP Site 522	17-2-073	17-2-073	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.12
This study	DSDP Site 522	17-2-076	17-2-076	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.15
This study	DSDP Site 522	17-2-080	17-2-080	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.2
This study	DSDP Site 522	17-2-083	17-2-083	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.23
This study	DSDP Site 522	17-2-086	17-2-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.26
This study	DSDP Site 522	17-2-090	17-2-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.3
This study	DSDP Site 522	17-2-094	17-2-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.33
This study	DSDP Site 522	17-2-097	17-2-097	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.36
This study	DSDP Site 522	17-2-099	17-2-099	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.39
This study	DSDP Site 522	17-2-103	17-2-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.43
This study	DSDP Site 522	17-2-106	17-2-106	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.45
This study	DSDP Site 522	17-2-109	17-2-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.49
This study	DSDP Site 522	17-2-112	17-2-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.52
This study	DSDP Site 522	17-2-115	17-2-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.54
This study	DSDP Site 522	17-2-118	17-2-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.58
This study	DSDP Site 522	17-2-122	17-2-122	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.61
This study	DSDP Site 522	17-2-125	17-2-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.65
This study	DSDP Site 522	17-2-128	17-2-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.67
This study	DSDP Site 522	17-2-131	17-2-131	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.7
This study	DSDP Site 522	17-2-134	17-2-134	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.74
This study	DSDP Site 522	17-2-137	17-2-137	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.77
This study	DSDP Site 522	17-2-141	17-2-141	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.8
This study	DSDP Site 522	17-3-004	17-3-004	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.85
This study	DSDP Site 522	17-3-007	17-3-007	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.87
This study	DSDP Site 522	17-3-010	17-3-010	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.9
This study	DSDP Site 522	17-3-013	17-3-013	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.94
This study	DSDP Site 522	17-3-017	17-3-017	FS-C-DRILL-IODP:SP-SS-C:SO-V	66.97
This study	DSDP Site 522	17-3-019	17-3-019	FS-C-DRILL-IODP:SP-SS-C:SO-V	67
This study	DSDP Site 522	17-3-022	17-3-022	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.03
This study	DSDP Site 522	17-3-025	17-3-025	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.05
This study	DSDP Site 522	17-3-027	17-3-027	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.08
This study	DSDP Site 522	17-3-030	17-3-030	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.11
This study	DSDP Site 522	17-3-034	17-3-034	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.14
This study	DSDP Site 522	17-3-036	17-3-036	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.17
This study	DSDP Site 522	17-3-039	17-3-039	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.2
This study	DSDP Site 522	17-3-043	17-3-043	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.24
This study	DSDP Site 522	17-3-046	17-3-046	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.27
This study	DSDP Site 522	17-3-049	17-3-049	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.3
This study	DSDP Site 522	17-3-053	17-3-053	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.33
This study	DSDP Site 522	17-3-056	17-3-056	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.37
This study	DSDP Site 522	17-3-060	17-3-060	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.4
This study	DSDP Site 522	17-3-063	17-3-063	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.43
This study	DSDP Site 522	17-3-066	17-3-066	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.47
This study	DSDP Site 522	17-3-070	17-3-070	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.5
This study	DSDP Site 522	17-3-073	17-3-073	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.53
This study	DSDP Site 522	17-3-076	17-3-076	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.56
This study	DSDP Site 522	17-3-079	17-3-079	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.59
This study	DSDP Site 522	17-3-082	17-3-082	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.62
This study	DSDP Site 522	17-3-084	17-3-084	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.65
This study	DSDP Site 522	17-3-088	17-3-088	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.68
This study	DSDP Site 522	17-3-091	17-3-091	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.71
This study	DSDP Site 522	17-3-094	17-3-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.74
This study	DSDP Site 522	17-3-097	17-3-097	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.77
This study	DSDP Site 522	17-3-099	17-3-099	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.8
This study	DSDP Site 522	17-3-103	17-3-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.84
This study	DSDP Site 522	17-3-106	17-3-106	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.87
This study	DSDP Site 522	17-3-110	17-3-110	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.91
This study	DSDP Site 522	17-3-113	17-3-113	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.93
This study	DSDP Site 522	17-3-117	17-3-117	FS-C-DRILL-IODP:SP-SS-C:SO-V	67.97
This study	DSDP Site 522	17-3-120	17-3-120	FS-C-DRILL-IODP:SP-SS-C:SO-V	68
This study	DSDP Site 522	17-3-123	17-3-123	FS-C-DRILL-IODP:SP-SS-C:SO-V	68.03
This study	DSDP Site 522	17-3-126	17-3-126	FS-C-DRILL-IODP:SP-SS-C:SO-V	68.06
This study	DSDP Site 522	17-3-129	17-3-129	FS-C-DRILL-IODP:SP-SS-C:SO-V	68.09
This study	DSDP Site 522	17-3-132	17-3-132	FS-C-DRILL-IODP:SP-SS-C:SO-V	68.12
This study	DSDP Site 522	17-3-135	17-3-135	FS-C-DRILL-IODP:SP-SS-C:SO-V	68.16
This study	DSDP Site 522	18-1-051	18-1-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	68.8
This study	DSDP Site 522	18-1-054	18-1-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	68.83
This study	DSDP Site 522	18-1-057	18-1-057	FS-C-DRILL-IODP:SP-SS-C:SO-V	68.86
This study	DSDP Site 522	18-1-059	18-1-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	68.89
This study	DSDP Site 522	18-1-063	18-1-063	FS-C-DRILL-IODP:SP-SS-C:SO-V	68.92
This study	DSDP Site 522	18-1-065	18-1-065	FS-C-DRILL-IODP:SP-SS-C:SO-V	68.95
This study	DSDP Site 522	18-1-069	18-1-069	FS-C-DRILL-IODP:SP-SS-C:SO-V	68.98
This study	DSDP Site 522	18-1-072	18-1-072	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.01
This study	DSDP Site 522	18-1-075	18-1-075	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.04
This study	DSDP Site 522	18-1-078	18-1-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.07
This study	DSDP Site 522	18-1-082	18-1-082	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.11
This study	DSDP Site 522	18-1-085	18-1-085	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.14
This study	DSDP Site 522	18-1-088	18-1-088	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.17
This study	DSDP Site 522	18-1-091	18-1-091	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.21
This study	DSDP Site 522	18-1-094	18-1-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.24
This study	DSDP Site 522	18-1-097	18-1-097	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.27
This study	DSDP Site 522	18-1-101	18-1-101	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.3
This study	DSDP Site 522	18-1-104	18-1-104	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.34
This study	DSDP Site 522	18-1-107	18-1-107	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.37
This study	DSDP Site 522	18-1-111	18-1-111	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.41
This study	DSDP Site 522	18-1-114	18-1-114	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.44
This study	DSDP Site 522	18-1-117	18-1-117	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.47
This study	DSDP Site 522	18-1-120	18-1-120	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.5
This study	DSDP Site 522	18-1-123	18-1-123	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.53
This study	DSDP Site 522	18-1-126	18-1-126	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.55
This study	DSDP Site 522	18-1-128	18-1-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.58
This study	DSDP Site 522	18-1-132	18-1-132	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.61
This study	DSDP Site 522	18-1-135	18-1-135	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.64
This study	DSDP Site 522	18-1-138	18-1-138	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.67
This study	DSDP Site 522	18-1-142	18-1-142	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.71
This study	DSDP Site 522	18-1-145	18-1-145	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.74
This study	DSDP Site 522	18-1-147	18-1-147	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.77
This study	DSDP Site 522	18-1-150	18-1-150	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.8
This study	DSDP Site 522	18-2-002	18-2-002	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.82
This study	DSDP Site 522	18-2-008	18-2-008	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.88
This study	DSDP Site 522	18-2-012	18-2-012	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.92
This study	DSDP Site 522	18-2-015	18-2-015	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.95
This study	DSDP Site 522	18-2-018	18-2-018	FS-C-DRILL-IODP:SP-SS-C:SO-V	69.98
This study	DSDP Site 522	18-2-022	18-2-022	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.01
This study	DSDP Site 522	18-2-025	18-2-025	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.05
This study	DSDP Site 522	18-2-028	18-2-028	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.07
This study	DSDP Site 522	18-2-031	18-2-031	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.11
This study	DSDP Site 522	18-2-034	18-2-034	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.14
This study	DSDP Site 522	18-2-037	18-2-037	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.17
This study	DSDP Site 522	18-2-039	18-2-039	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.19
This study	DSDP Site 522	18-2-043	18-2-043	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.23
This study	DSDP Site 522	18-2-046	18-2-046	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.25
This study	DSDP Site 522	18-2-049	18-2-049	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.29
This study	DSDP Site 522	18-2-052	18-2-052	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.31
This study	DSDP Site 522	18-2-054	18-2-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.34
This study	DSDP Site 522	18-2-057	18-2-057	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.37
This study	DSDP Site 522	18-2-060	18-2-060	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.4
This study	DSDP Site 522	18-2-063	18-2-063	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.43
This study	DSDP Site 522	18-2-065	18-2-065	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.45
This study	DSDP Site 522	18-2-069	18-2-069	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.48
This study	DSDP Site 522	18-2-073	18-2-073	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.53
This study	DSDP Site 522	18-2-077	18-2-077	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.56
This study	DSDP Site 522	18-2-079	18-2-079	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.59
This study	DSDP Site 522	18-2-082	18-2-082	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.62
This study	DSDP Site 522	18-2-086	18-2-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.65
This study	DSDP Site 522	18-2-089	18-2-089	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.68
This study	DSDP Site 522	18-2-093	18-2-093	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.72
This study	DSDP Site 522	18-2-096	18-2-096	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.75
This study	DSDP Site 522	18-2-098	18-2-098	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.78
This study	DSDP Site 522	18-2-102	18-2-102	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.81
This study	DSDP Site 522	18-2-104	18-2-104	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.84
This study	DSDP Site 522	18-2-107	18-2-107	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.86
This study	DSDP Site 522	18-2-109	18-2-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.88
This study	DSDP Site 522	18-2-112	18-2-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.92
This study	DSDP Site 522	18-2-115	18-2-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.95
This study	DSDP Site 522	18-2-118	18-2-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	70.98
This study	DSDP Site 522	18-2-122	18-2-122	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.01
This study	DSDP Site 522	18-2-125	18-2-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.04
This study	DSDP Site 522	18-2-128	18-2-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.07
This study	DSDP Site 522	18-2-130	18-2-130	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.09
This study	DSDP Site 522	18-2-133	18-2-133	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.13
This study	DSDP Site 522	18-2-136	18-2-136	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.15
This study	DSDP Site 522	18-2-139	18-2-139	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.18
This study	DSDP Site 522	18-2-142	18-2-142	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.21
This study	DSDP Site 522	18-2-145	18-2-145	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.25
This study	DSDP Site 522	18-2-148	18-2-148	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.27
This study	DSDP Site 522	18-2-150	18-2-150	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.3
This study	DSDP Site 522	18-3-002	18-3-002	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.31
This study	DSDP Site 522	18-3-005	18-3-005	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.35
This study	DSDP Site 522	18-3-008	18-3-008	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.37
This study	DSDP Site 522	18-3-010	18-3-010	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.4
This study	DSDP Site 522	18-3-013	18-3-013	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.43
This study	DSDP Site 522	18-3-018	18-3-018	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.48
This study	DSDP Site 522	18-3-021	18-3-021	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.5
This study	DSDP Site 522	18-3-024	18-3-024	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.53
This study	DSDP Site 522	18-3-027	18-3-027	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.56
This study	DSDP Site 522	18-3-029	18-3-029	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.58
This study	DSDP Site 522	18-3-032	18-3-032	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.61
This study	DSDP Site 522	18-3-035	18-3-035	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.65
This study	DSDP Site 522	18-3-039	18-3-039	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.68
This study	DSDP Site 522	18-3-042	18-3-042	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.71
This study	DSDP Site 522	18-3-045	18-3-045	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.75
This study	DSDP Site 522	18-3-047	18-3-047	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.77
This study	DSDP Site 522	18-3-051	18-3-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.8
This study	DSDP Site 522	18-3-054	18-3-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.83
This study	DSDP Site 522	18-3-058	18-3-058	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.87
This study	DSDP Site 522	18-3-061	18-3-061	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.9
This study	DSDP Site 522	18-3-064	18-3-064	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.93
This study	DSDP Site 522	18-3-067	18-3-067	FS-C-DRILL-IODP:SP-SS-C:SO-V	71.96
This study	DSDP Site 522	18-3-071	18-3-071	FS-C-DRILL-IODP:SP-SS-C:SO-V	72.01
This study	DSDP Site 522	18-3-075	18-3-075	FS-C-DRILL-IODP:SP-SS-C:SO-V	72.05
This study	DSDP Site 522	18-3-078	18-3-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	72.08
This study	DSDP Site 522	18-3-080	18-3-080	FS-C-DRILL-IODP:SP-SS-C:SO-V	72.1
This study	DSDP Site 522	18-3-083	18-3-083	FS-C-DRILL-IODP:SP-SS-C:SO-V	72.13
This study	DSDP Site 522	18-3-086	18-3-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	72.16
This study	DSDP Site 522	18-3-089	18-3-089	FS-C-DRILL-IODP:SP-SS-C:SO-V	72.19
This study	DSDP Site 522	18-3-093	18-3-093	FS-C-DRILL-IODP:SP-SS-C:SO-V	72.22
This study	DSDP Site 522	18-3-096	18-3-096	FS-C-DRILL-IODP:SP-SS-C:SO-V	72.25
This study	DSDP Site 522	18-3-099	18-3-099	FS-C-DRILL-IODP:SP-SS-C:SO-V	72.28
This study	DSDP Site 522	18-3-102	18-3-102	FS-C-DRILL-IODP:SP-SS-C:SO-V	72.31
This study	DSDP Site 522	18-3-105	18-3-105	FS-C-DRILL-IODP:SP-SS-C:SO-V	72.34
This study	DSDP Site 522	18-3-107	18-3-107	FS-C-DRILL-IODP:SP-SS-C:SO-V	72.37
This study	DSDP Site 522	19-1-024	19-1-024	FS-C-DRILL-IODP:SP-SS-C:SO-V	72.93
This study	DSDP Site 522	19-1-028	19-1-028	FS-C-DRILL-IODP:SP-SS-C:SO-V	72.97
This study	DSDP Site 522	19-1-043	19-1-043	FS-C-DRILL-IODP:SP-SS-C:SO-V	73.12
This study	DSDP Site 522	19-1-046	19-1-046	FS-C-DRILL-IODP:SP-SS-C:SO-V	73.16
This study	DSDP Site 522	19-1-049	19-1-049	FS-C-DRILL-IODP:SP-SS-C:SO-V	73.19
This study	DSDP Site 522	19-1-053	19-1-053	FS-C-DRILL-IODP:SP-SS-C:SO-V	73.23
This study	DSDP Site 522	19-1-057	19-1-057	FS-C-DRILL-IODP:SP-SS-C:SO-V	73.26
This study	DSDP Site 522	19-1-061	19-1-061	FS-C-DRILL-IODP:SP-SS-C:SO-V	73.31
This study	DSDP Site 522	19-1-064	19-1-064	FS-C-DRILL-IODP:SP-SS-C:SO-V	73.34
This study	DSDP Site 522	19-1-071	19-1-071	FS-C-DRILL-IODP:SP-SS-C:SO-V	73.41
This study	DSDP Site 522	19-1-074	19-1-074	FS-C-DRILL-IODP:SP-SS-C:SO-V	73.43
This study	DSDP Site 522	19-1-077	19-1-077	FS-C-DRILL-IODP:SP-SS-C:SO-V	73.47
This study	DSDP Site 522	19-1-080	19-1-080	FS-C-DRILL-IODP:SP-SS-C:SO-V	73.49
