tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	magn_volume	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	timestamp	magn_moment
KO_86.13_LP-DIR-AF12	KO_86.13_LP-DIR-AF	KO_86.13	0.99	278.1248250418827	0.5485318643059226	 9.000e-02	0	0.00	0.00	12	273	0.014623638460180114	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	68	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.535482038318912e-07
KO_86.13_LP-DIR-AF13	KO_86.13_LP-DIR-AF	KO_86.13	0.99	279.8832554092896	1.471913972871531	 1.000e-01	0	0.00	0.00	13	273	0.018760706657418698	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	69	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.9698741990289633e-07
KO_86.14_LP-DIR-AF0	KO_86.14_LP-DIR-AF	KO_86.14	0.99	176.79630044278207	-38.80106206208985	 0.000e+00	0	0.00	0.00	0	273	0.005532342260232436	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	70	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	5.808959373244058e-08
KO_86.14_LP-DIR-AF1	KO_86.14_LP-DIR-AF	KO_86.14	0.99	175.89416269487265	-38.55646339023153	 5.000e-03	0	0.00	0.00	1	273	0.005409123392289722	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	71	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	5.679579561904208e-08
KO_86.14_LP-DIR-AF2	KO_86.14_LP-DIR-AF	KO_86.14	0.99	174.56031327894078	-37.588619684765106	 1.000e-02	0	0.00	0.00	2	273	0.00505864931378116	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	72	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	5.3115817794702175e-08
KO_86.14_LP-DIR-AF3	KO_86.14_LP-DIR-AF	KO_86.14	0.99	173.60780285747614	-36.1208665959714	 1.500e-02	0	0.00	0.00	3	273	0.00473370785142849	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	73	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	4.970393243999915e-08
KO_86.14_LP-DIR-AF4	KO_86.14_LP-DIR-AF	KO_86.14	0.99	173.0677357566099	-35.501253814118	 2.000e-02	0	0.00	0.00	4	273	0.0043131949635566895	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	74	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	4.528854711734524e-08
KO_86.14_LP-DIR-AF5	KO_86.14_LP-DIR-AF	KO_86.14	0.99	174.66218933160042	-35.38766528904126	 2.500e-02	0	0.00	0.00	5	273	0.003930526959183812	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	75	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	4.127053307143003e-08
KO_86.14_LP-DIR-AF6	KO_86.14_LP-DIR-AF	KO_86.14	0.99	172.41171774021902	-34.29826165704473	 3.000e-02	0	0.00	0.00	6	273	0.003430931595059471	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	76	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	3.602478174812444e-08
KO_86.14_LP-DIR-AF7	KO_86.14_LP-DIR-AF	KO_86.14	0.99	174.6379473242775	-35.276241473041544	 4.000e-02	0	0.00	0.00	7	273	0.0026715255054139196	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	77	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	2.8051017806846154e-08
KO_86.14_LP-DIR-AF8	KO_86.14_LP-DIR-AF	KO_86.14	0.99	207.92074053964677	-31.056188067936798	 5.000e-02	0	0.00	0.00	8	273	0.0019753639120511477	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	78	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	2.074132107653705e-08
KO_86.14_LP-DIR-AF9	KO_86.14_LP-DIR-AF	KO_86.14	0.99	212.6609127216738	-61.88775282243672	 6.000e-02	0	0.00	0.00	9	273	0.0006554173342887476	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	79	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	6.881882010031849e-09
KO_86.14_LP-DIR-AF10	KO_86.14_LP-DIR-AF	KO_86.14	0.99	292.38013505195954	-7.076699973292907	 7.000e-02	0	0.00	0.00	10	273	0.0029994321458034203	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	80	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	3.1494037530935914e-08
KO_86.14_LP-DIR-AF11	KO_86.14_LP-DIR-AF	KO_86.14	0.99	283.3849588354376	0.2799155249576923	 8.000e-02	0	0.00	0.00	11	273	0.006706045829448727	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	81	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	7.041348120921163e-08
KO_86.14_LP-DIR-AF12	KO_86.14_LP-DIR-AF	KO_86.14	0.99	302.5740571345725	-1.3026484656800037	 9.000e-02	0	0.00	0.00	12	273	0.005697474954896951	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	82	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	5.982348702641798e-08
KO_86.14_LP-DIR-AF13	KO_86.14_LP-DIR-AF	KO_86.14	0.99	298.71763792819445	1.4713138212071388	 1.000e-01	0	0.00	0.00	13	273	0.009755094906969944	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	83	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.0242849652318441e-07
KO_86.15_LP-DIR-AF0	KO_86.15_LP-DIR-AF	KO_86.15	0.99	141.0909414006289	-4.597841854476509	 0.000e+00	0	0.00	0.00	0	273	0.0010633312008167472	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	84	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.1164977608575845e-08
KO_86.15_LP-DIR-AF1	KO_86.15_LP-DIR-AF	KO_86.15	0.99	139.919072383065	-3.634585218275789	 5.000e-03	0	0.00	0.00	1	273	0.0009915479549365103	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	85	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.0411253526833356e-08
KO_86.15_LP-DIR-AF2	KO_86.15_LP-DIR-AF	KO_86.15	0.99	135.94340810852734	-4.020007976700324	 1.000e-02	0	0.00	0.00	2	273	0.0009020505539126169	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	86	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	9.471530816082477e-09
KO_86.15_LP-DIR-AF3	KO_86.15_LP-DIR-AF	KO_86.15	0.99	133.4181754664557	-2.195010812930666	 1.500e-02	0	0.00	0.00	3	273	0.0008056527951319073	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	87	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	8.459354348885026e-09
KO_86.15_LP-DIR-AF4	KO_86.15_LP-DIR-AF	KO_86.15	0.99	132.3070911279489	-4.977847658091574	 2.000e-02	0	0.00	0.00	4	273	0.0006618438409785724	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	88	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	6.94936033027501e-09
KO_86.15_LP-DIR-AF5	KO_86.15_LP-DIR-AF	KO_86.15	0.99	133.61701603107952	0.6216647836876618	 2.500e-02	0	0.00	0.00	5	273	0.0005301790067788662	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	89	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	5.566879571178094e-09
KO_86.15_LP-DIR-AF6	KO_86.15_LP-DIR-AF	KO_86.15	0.99	130.15599962491933	-1.600680038152535	 3.000e-02	0	0.00	0.00	6	273	0.0003989065439911989	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	90	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	4.188518711907588e-09
KO_86.15_LP-DIR-AF7	KO_86.15_LP-DIR-AF	KO_86.15	0.99	148.44861505168652	-13.81675351073591	 4.000e-02	0	0.00	0.00	7	273	0.00026240409542736213	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	91	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	2.755243001987302e-09
KO_86.15_LP-DIR-AF8	KO_86.15_LP-DIR-AF	KO_86.15	0.99	161.5974888672412	13.684201181692893	 5.000e-02	0	0.00	0.00	8	273	0.00016425203243409245	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	92	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.7246463405579706e-09
KO_86.15_LP-DIR-AF9	KO_86.15_LP-DIR-AF	KO_86.15	0.99	167.19573393471325	-17.026687193660454	 6.000e-02	0	0.00	0.00	9	273	0.00012359413499062822	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	93	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.2977384174015963e-09
KO_86.15_LP-DIR-AF10	KO_86.15_LP-DIR-AF	KO_86.15	0.99	207.18816330767228	-13.563747352927889	 7.000e-02	0	0.00	0.00	10	273	0.000153094312372229	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	94	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.6074902799084042e-09
KO_86.15_LP-DIR-AF11	KO_86.15_LP-DIR-AF	KO_86.15	0.99	227.92734799174085	3.3067989697961466	 8.000e-02	0	0.00	0.00	11	273	0.00023775472793952253	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	95	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	2.4964246433649864e-09
KO_86.15_LP-DIR-AF12	KO_86.15_LP-DIR-AF	KO_86.15	0.99	226.91624437249638	2.4310452791918475	 9.000e-02	0	0.00	0.00	12	273	0.00018141866339649687	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	96	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.904895965663217e-09
KO_86.15_LP-DIR-AF13	KO_86.15_LP-DIR-AF	KO_86.15	0.99	217.551282126178	-9.231319287495316	 1.000e-01	0	0.00	0.00	13	273	0.00019472601834942915	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	97	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	2.044623192669006e-09
KO_86.16_LP-DIR-AF0	KO_86.16_LP-DIR-AF	KO_86.16	0.99	135.92316963205332	16.640866337345113	 0.000e+00	0	0.00	0.00	0	273	0.0007416265753897058	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	98	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	7.787079041591911e-09
KO_86.16_LP-DIR-AF1	KO_86.16_LP-DIR-AF	KO_86.16	0.99	133.68898215432606	6.977864086190624	 5.000e-03	0	0.00	0.00	1	273	0.0006820311135932854	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	99	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	7.161326692729497e-09
KO_86.16_LP-DIR-AF2	KO_86.16_LP-DIR-AF	KO_86.16	0.99	133.31714779860977	1.4274467368305799	 1.000e-02	0	0.00	0.00	2	273	0.0006193460379620015	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	100	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	6.503133398601016e-09
KO_86.16_LP-DIR-AF3	KO_86.16_LP-DIR-AF	KO_86.16	0.99	131.15644697614132	-1.8794702231547067	 1.500e-02	0	0.00	0.00	3	273	0.0005226949180203143	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	101	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	5.4882966392133e-09
KO_86.16_LP-DIR-AF4	KO_86.16_LP-DIR-AF	KO_86.16	0.99	130.25948942610884	-3.5799035056796553	 2.000e-02	0	0.00	0.00	4	273	0.0004163966907669088	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	102	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	4.372165253052542e-09
KO_86.16_LP-DIR-AF5	KO_86.16_LP-DIR-AF	KO_86.16	0.99	136.14368396659975	-0.7542091285261762	 2.500e-02	0	0.00	0.00	5	273	0.00037116879425970006	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	103	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	3.89727233972685e-09
KO_86.16_LP-DIR-AF6	KO_86.16_LP-DIR-AF	KO_86.16	0.99	131.7789597844995	-0.672388535106242	 3.000e-02	0	0.00	0.00	6	273	0.0003116407397270074	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	104	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	3.272227767133578e-09
KO_86.16_LP-DIR-AF7	KO_86.16_LP-DIR-AF	KO_86.16	0.99	137.06011102372312	-14.589839490565092	 4.000e-02	0	0.00	0.00	7	273	0.00019357817009287988	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	105	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	2.0325707859752387e-09
KO_86.16_LP-DIR-AF8	KO_86.16_LP-DIR-AF	KO_86.16	0.99	159.89877776387783	0.8817463047562322	 5.000e-02	0	0.00	0.00	8	273	0.00014605580767951715	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	106	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.53358598063493e-09
KO_86.16_LP-DIR-AF9	KO_86.16_LP-DIR-AF	KO_86.16	0.99	162.78088394303666	27.519832864833468	 6.000e-02	0	0.00	0.00	9	273	0.00013603804323184456	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	107	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.4283994539343677e-09
KO_86.16_LP-DIR-AF10	KO_86.16_LP-DIR-AF	KO_86.16	0.99	185.54846629371806	-0.39185315235698975	 7.000e-02	0	0.00	0.00	10	273	0.00013396410472623642	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	108	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.4066230996254824e-09
KO_86.16_LP-DIR-AF11	KO_86.16_LP-DIR-AF	KO_86.16	0.99	211.2192607424762	0.5793577397440615	 8.000e-02	0	0.00	0.00	11	273	0.00016482837222471573	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	109	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.730697908359515e-09
KO_86.16_LP-DIR-AF12	KO_86.16_LP-DIR-AF	KO_86.16	0.99	187.95606913452596	-11.630802634021311	 9.000e-02	0	0.00	0.00	12	273	0.0001629782061860112	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	110	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.7112711649531174e-09
KO_86.16_LP-DIR-AF13	KO_86.16_LP-DIR-AF	KO_86.16	0.99	191.0380960586347	-9.49593830831923	 1.000e-01	0	0.00	0.00	13	273	0.00013970143090147062	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	111	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.4668650244654413e-09
KO_86.17_LP-DIR-AF0	KO_86.17_LP-DIR-AF	KO_86.17	0.99	129.7001600095492	2.408564094402527	 0.000e+00	0	0.00	0.00	0	273	0.0007297244781826611	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	112	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	7.66210702091794e-09
KO_86.17_LP-DIR-AF1	KO_86.17_LP-DIR-AF	KO_86.17	0.99	127.63379610677401	1.7029414673819574	 5.000e-03	0	0.00	0.00	1	273	0.0007146648454134576	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	113	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	7.503980876841305e-09
KO_86.17_LP-DIR-AF2	KO_86.17_LP-DIR-AF	KO_86.17	0.99	126.40543711156451	2.6935143818435305	 1.000e-02	0	0.00	0.00	2	273	0.0006586540594788946	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	114	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	6.915867624528393e-09
KO_86.17_LP-DIR-AF3	KO_86.17_LP-DIR-AF	KO_86.17	0.99	125.347252637456	1.1176179249757268	 1.500e-02	0	0.00	0.00	3	273	0.0005664029478381341	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	115	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	5.947230952300407e-09
KO_86.17_LP-DIR-AF4	KO_86.17_LP-DIR-AF	KO_86.17	0.99	127.8749836510982	1.949492774933545	 2.000e-02	0	0.00	0.00	4	273	0.00045633429485644793	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	116	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	4.791510095992703e-09
KO_86.17_LP-DIR-AF5	KO_86.17_LP-DIR-AF	KO_86.17	0.99	132.7974018382342	2.6140933559973396	 2.500e-02	0	0.00	0.00	5	273	0.00035081019281545963	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	117	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	3.683507024562326e-09
KO_86.17_LP-DIR-AF6	KO_86.17_LP-DIR-AF	KO_86.17	0.99	128.34341911324816	2.2457218200050315	 3.000e-02	0	0.00	0.00	6	273	0.0002965161890017745	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	118	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	3.113419984518632e-09
KO_86.17_LP-DIR-AF7	KO_86.17_LP-DIR-AF	KO_86.17	0.99	138.73950336293106	4.745352259963595	 4.000e-02	0	0.00	0.00	7	273	0.0002072211127495483	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	119	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	2.175821683870257e-09
KO_86.17_LP-DIR-AF8	KO_86.17_LP-DIR-AF	KO_86.17	0.99	169.32858065640067	-0.2558598653961	 5.000e-02	0	0.00	0.00	8	273	0.00014246529186734598	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	120	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.4958855646071327e-09
KO_86.17_LP-DIR-AF9	KO_86.17_LP-DIR-AF	KO_86.17	0.99	180.50258166672103	-6.207530266170982	 6.000e-02	0	0.00	0.00	9	273	0.0001638239473162752	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	121	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.7201514468208897e-09
KO_86.17_LP-DIR-AF10	KO_86.17_LP-DIR-AF	KO_86.17	0.99	202.01740160032153	-13.800873590236701	 7.000e-02	0	0.00	0.00	10	273	0.00014492425107190594	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	122	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.5217046362550124e-09
KO_86.17_LP-DIR-AF11	KO_86.17_LP-DIR-AF	KO_86.17	0.99	206.20908922616755	-8.104009269668373	 8.000e-02	0	0.00	0.00	11	273	0.0001661948423495229	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	123	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.7450458446699904e-09
KO_86.17_LP-DIR-AF12	KO_86.17_LP-DIR-AF	KO_86.17	0.99	183.49008989500842	12.103028925284772	 9.000e-02	0	0.00	0.00	12	273	0.00017760313984681327	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	124	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.8648329683915393e-09
KO_86.17_LP-DIR-AF13	KO_86.17_LP-DIR-AF	KO_86.17	0.99	200.2825590889166	-17.342353891758865	 1.000e-01	0	0.00	0.00	13	273	0.00017125443536636668	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	125	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.79817157134685e-09
KO_86.18_LP-DIR-AF0	KO_86.18_LP-DIR-AF	KO_86.18	0.99	142.00126755749534	6.841767079449604	 0.000e+00	0	0.00	0.00	0	273	0.0007011278830498917	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	126	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	7.361842772023863e-09
KO_86.18_LP-DIR-AF1	KO_86.18_LP-DIR-AF	KO_86.18	0.99	141.43979317450317	4.787967602112633	 5.000e-03	0	0.00	0.00	1	273	0.0006868852700048676	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	127	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	7.2122953350511094e-09
KO_86.18_LP-DIR-AF2	KO_86.18_LP-DIR-AF	KO_86.18	0.99	142.36393403428124	4.663163947227747	 1.000e-02	0	0.00	0.00	2	273	0.000643138569792427	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	128	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	6.7529549828204834e-09
KO_86.18_LP-DIR-AF3	KO_86.18_LP-DIR-AF	KO_86.18	0.99	139.0188607421738	8.826403308630649	 1.500e-02	0	0.00	0.00	3	273	0.0005834404177706883	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	129	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	6.1261243865922275e-09
KO_86.18_LP-DIR-AF4	KO_86.18_LP-DIR-AF	KO_86.18	0.99	140.59613254302118	10.681056248212691	 2.000e-02	0	0.00	0.00	4	273	0.00047788175844730603	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	130	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	5.017758463696713e-09
KO_86.18_LP-DIR-AF5	KO_86.18_LP-DIR-AF	KO_86.18	0.99	143.4108088810227	12.893058873942637	 2.500e-02	0	0.00	0.00	5	273	0.00035895895077943277	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	131	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	3.769068983184044e-09
KO_86.18_LP-DIR-AF6	KO_86.18_LP-DIR-AF	KO_86.18	0.99	144.17807900016246	13.655289413137103	 3.000e-02	0	0.00	0.00	6	273	0.00032152145395210243	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	132	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	3.3759752664970754e-09
KO_86.18_LP-DIR-AF7	KO_86.18_LP-DIR-AF	KO_86.18	0.99	143.991247277066	12.438911103969227	 4.000e-02	0	0.00	0.00	7	273	0.00022063197211687476	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	133	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	2.316635707227185e-09
KO_86.18_LP-DIR-AF8	KO_86.18_LP-DIR-AF	KO_86.18	0.99	153.79795840815694	24.83414781703187	 5.000e-02	0	0.00	0.00	8	273	0.00013333554419935734	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	134	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.400023214093252e-09
KO_86.18_LP-DIR-AF9	KO_86.18_LP-DIR-AF	KO_86.18	0.99	167.95334285633018	2.062037347746548	 6.000e-02	0	0.00	0.00	9	273	0.00017442790998665588	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	135	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.8314930548598867e-09
KO_86.18_LP-DIR-AF10	KO_86.18_LP-DIR-AF	KO_86.18	0.99	193.39021277750055	-15.264589145460304	 7.000e-02	0	0.00	0.00	10	273	0.00011467196633853273	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	136	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.2040556465545935e-09
KO_86.18_LP-DIR-AF11	KO_86.18_LP-DIR-AF	KO_86.18	0.99	193.22653282631708	0.032569863576605455	 8.000e-02	0	0.00	0.00	11	273	0.0001340316624182967	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	137	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.4073324553921153e-09
