tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	magn_volume	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	timestamp	magn_moment
KO_86.22_LP-DIR-AF12	KO_86.22_LP-DIR-AF	KO_86.22	0.99	3.216052144781911	-45.22446577703841	 9.000e-02	0	0.00	0.00	12	273	3.594882395838464e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	208	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	3.774626515630387e-10
KO_86.22_LP-DIR-AF13	KO_86.22_LP-DIR-AF	KO_86.22	0.99	97.64114727489476	-74.33641901063177	 1.000e-01	0	0.00	0.00	13	273	4.882361159908422e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	209	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	5.126479217903843e-10
KO_86.23_LP-DIR-AF0	KO_86.23_LP-DIR-AF	KO_86.23	0.99	176.49194941833656	-42.428096179446165	 0.000e+00	0	0.00	0.00	0	273	0.0009100820773236662	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	210	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	9.555861811898495e-09
KO_86.23_LP-DIR-AF1	KO_86.23_LP-DIR-AF	KO_86.23	0.99	173.28401183939334	-40.55327556379572	 5.000e-03	0	0.00	0.00	1	273	0.0007386812017289698	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	211	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	7.756152618154183e-09
KO_86.23_LP-DIR-AF2	KO_86.23_LP-DIR-AF	KO_86.23	0.99	170.274291788582	-34.98426981593695	 1.000e-02	0	0.00	0.00	2	273	0.0005916423601974806	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	212	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	6.212244782073546e-09
KO_86.23_LP-DIR-AF3	KO_86.23_LP-DIR-AF	KO_86.23	0.99	169.5997943039927	-28.272673385760502	 1.500e-02	0	0.00	0.00	3	273	0.00048334012518709123	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	213	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	5.075071314464458e-09
KO_86.23_LP-DIR-AF4	KO_86.23_LP-DIR-AF	KO_86.23	0.99	167.25798751178849	-25.77028305736072	 2.000e-02	0	0.00	0.00	4	273	0.00040407245537383115	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	214	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	4.242760781425227e-09
KO_86.23_LP-DIR-AF5	KO_86.23_LP-DIR-AF	KO_86.23	0.99	163.97796454006374	-29.293609979725016	 2.500e-02	0	0.00	0.00	5	273	0.00031186408143143844	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	215	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	3.2745728550301034e-09
KO_86.23_LP-DIR-AF6	KO_86.23_LP-DIR-AF	KO_86.23	0.99	175.5604745218176	-24.221320261194716	 3.000e-02	0	0.00	0.00	6	273	0.00025047847772991536	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	216	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	2.630024016164111e-09
KO_86.23_LP-DIR-AF7	KO_86.23_LP-DIR-AF	KO_86.23	0.99	182.3465240723596	-29.957084696594073	 4.000e-02	0	0.00	0.00	7	273	0.00016466128510474063	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	217	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	1.7289434935997766e-09
KO_86.23_LP-DIR-AF8	KO_86.23_LP-DIR-AF	KO_86.23	0.99	166.3634760101123	-9.09941663162003	 5.000e-02	0	0.00	0.00	8	273	9.325200299989307e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	218	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	9.79146031498877e-10
KO_86.23_LP-DIR-AF9	KO_86.23_LP-DIR-AF	KO_86.23	0.99	100.46453445272222	-18.058622587915487	 6.000e-02	0	0.00	0.00	9	273	3.688906517490594e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	219	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	3.873351843365123e-10
KO_86.23_LP-DIR-AF10	KO_86.23_LP-DIR-AF	KO_86.23	0.99	128.6885773998219	-40.7821530821646	 7.000e-02	0	0.00	0.00	10	273	4.7335836151133785e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	220	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	4.970262795869047e-10
KO_86.23_LP-DIR-AF11	KO_86.23_LP-DIR-AF	KO_86.23	0.99	99.42444705325255	-36.20402568109029	 8.000e-02	0	0.00	0.00	11	273	4.250272815989597e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	221	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	4.4627864567890766e-10
KO_86.23_LP-DIR-AF12	KO_86.23_LP-DIR-AF	KO_86.23	0.99	49.33349841190791	-78.66624137321999	 9.000e-02	0	0.00	0.00	12	273	2.9051290035949078e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	222	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	3.050385453774653e-10
KO_86.23_LP-DIR-AF13	KO_86.23_LP-DIR-AF	KO_86.23	0.99	112.34167324806778	10.557851356969941	 1.000e-01	0	0.00	0.00	13	273	2.5174433424236036e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	223	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	2.6433155095447837e-10
KO_86.24_LP-DIR-AF0	KO_86.24_LP-DIR-AF	KO_86.24	0.99	156.7087796675377	-40.89672727099474	 0.000e+00	0	0.00	0.00	0	273	0.0007245074757090341	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	224	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T00:10:00Z	7.607328494944858e-09
KO_86.24_LP-DIR-AF1	KO_86.24_LP-DIR-AF	KO_86.24	0.99	150.21719343097018	-32.17622501724446	 5.000e-03	0	0.00	0.00	1	273	0.0006009106415208258	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	225	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T00:10:00Z	6.309561735968671e-09
KO_86.24_LP-DIR-AF2	KO_86.24_LP-DIR-AF	KO_86.24	0.99	141.8854769552698	-19.05392799531679	 1.000e-02	0	0.00	0.00	2	273	0.0005026535179355363	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	226	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T00:10:00Z	5.277861938323131e-09
KO_86.24_LP-DIR-AF3	KO_86.24_LP-DIR-AF	KO_86.24	0.99	141.25999713275522	-10.606361170612708	 1.500e-02	0	0.00	0.00	3	273	0.000445428128047877	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	227	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T00:10:00Z	4.676995344502708e-09
KO_86.24_LP-DIR-AF4	KO_86.24_LP-DIR-AF	KO_86.24	0.99	133.994761004257	-14.154248139031742	 2.000e-02	0	0.00	0.00	4	273	0.0003649986625502785	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	228	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T00:10:00Z	3.832485956777924e-09
KO_86.24_LP-DIR-AF5	KO_86.24_LP-DIR-AF	KO_86.24	0.99	135.0137644208934	-10.900937852222812	 2.500e-02	0	0.00	0.00	5	273	0.00028547529909070895	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	229	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T00:10:00Z	2.997490640452444e-09
KO_86.24_LP-DIR-AF6	KO_86.24_LP-DIR-AF	KO_86.24	0.99	130.6166295280111	-14.829383687223642	 3.000e-02	0	0.00	0.00	6	273	0.00022358527346147723	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	230	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T00:10:00Z	2.3476453713455107e-09
KO_86.24_LP-DIR-AF7	KO_86.24_LP-DIR-AF	KO_86.24	0.99	127.11489149921577	-18.740093786257045	 4.000e-02	0	0.00	0.00	7	273	0.00015513746776572678	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	231	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T00:10:00Z	1.628943411540131e-09
KO_86.24_LP-DIR-AF8	KO_86.24_LP-DIR-AF	KO_86.24	0.99	118.55147165739108	-16.56350135332767	 5.000e-02	0	0.00	0.00	8	273	8.295478753821387e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	232	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T00:10:00Z	8.710252691512457e-10
KO_86.24_LP-DIR-AF9	KO_86.24_LP-DIR-AF	KO_86.24	0.99	57.133145539345655	-14.736740590218048	 6.000e-02	0	0.00	0.00	9	273	3.7963728255251075e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	233	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T00:10:00Z	3.9861914668013626e-10
KO_86.24_LP-DIR-AF10	KO_86.24_LP-DIR-AF	KO_86.24	0.99	52.7034151502608	-41.88773168371386	 7.000e-02	0	0.00	0.00	10	273	4.41148262365109e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	234	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T00:10:00Z	4.6320567548336445e-10
KO_86.24_LP-DIR-AF11	KO_86.24_LP-DIR-AF	KO_86.24	0.99	46.27959132057292	0.5985019250803312	 8.000e-02	0	0.00	0.00	11	273	4.520729064863748e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	235	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T00:10:00Z	4.746765518106935e-10
KO_86.24_LP-DIR-AF12	KO_86.24_LP-DIR-AF	KO_86.24	0.99	25.426527052983666	-20.25228261042707	 9.000e-02	0	0.00	0.00	12	273	4.71355814010351e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	236	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T00:10:00Z	4.949236047108685e-10
KO_86.24_LP-DIR-AF13	KO_86.24_LP-DIR-AF	KO_86.24	0.99	250.09738471155492	87.35386321643428	 1.000e-01	0	0.00	0.00	13	273	5.8788399304374776e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	237	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T00:10:00Z	6.172781926959351e-10
KO_86.25_LP-DIR-AF0	KO_86.25_LP-DIR-AF	KO_86.25	0.99	133.1620715656229	-7.151731077617427	 0.000e+00	0	0.00	0.00	0	273	0.0008676411274175486	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	238	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	9.11023183788426e-09
KO_86.25_LP-DIR-AF1	KO_86.25_LP-DIR-AF	KO_86.25	0.99	128.53127549758165	1.9124768459825237	 5.000e-03	0	0.00	0.00	1	273	0.0007436619169928546	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	239	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	7.808450128424974e-09
KO_86.25_LP-DIR-AF2	KO_86.25_LP-DIR-AF	KO_86.25	0.99	125.94667014784797	9.34740505262621	 1.000e-02	0	0.00	0.00	2	273	0.0006630066419397591	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	240	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	6.96156974036747e-09
KO_86.25_LP-DIR-AF3	KO_86.25_LP-DIR-AF	KO_86.25	0.99	123.54878181478459	11.703165435640345	 1.500e-02	0	0.00	0.00	3	273	0.0005382107970310669	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	241	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	5.651213368826202e-09
KO_86.25_LP-DIR-AF4	KO_86.25_LP-DIR-AF	KO_86.25	0.99	122.91752177083089	11.518780866959295	 2.000e-02	0	0.00	0.00	4	273	0.0004524508833056707	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	242	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	4.750734274709542e-09
KO_86.25_LP-DIR-AF5	KO_86.25_LP-DIR-AF	KO_86.25	0.99	123.71104986617208	10.897881923731767	 2.500e-02	0	0.00	0.00	5	273	0.00037461192633373797	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	243	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	3.9334252265042485e-09
KO_86.25_LP-DIR-AF6	KO_86.25_LP-DIR-AF	KO_86.25	0.99	134.38995866936432	14.777370754225556	 3.000e-02	0	0.00	0.00	6	273	0.00029371166236398717	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	244	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	3.083972454821865e-09
KO_86.25_LP-DIR-AF7	KO_86.25_LP-DIR-AF	KO_86.25	0.99	136.9731170487991	15.913648148600693	 4.000e-02	0	0.00	0.00	7	273	0.000182641253319339	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	245	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	1.9177331598530594e-09
KO_86.25_LP-DIR-AF8	KO_86.25_LP-DIR-AF	KO_86.25	0.99	121.9046852011479	-7.756107820258277	 5.000e-02	0	0.00	0.00	8	273	9.692713444794627e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	246	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	1.0177349117034357e-09
KO_86.25_LP-DIR-AF9	KO_86.25_LP-DIR-AF	KO_86.25	0.99	100.5919628041921	30.2885175526771	 6.000e-02	0	0.00	0.00	9	273	5.374525690540204e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	247	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	5.643251975067214e-10
KO_86.25_LP-DIR-AF10	KO_86.25_LP-DIR-AF	KO_86.25	0.99	65.01934747006715	26.892718258662565	 7.000e-02	0	0.00	0.00	10	273	6.333676348749038e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	248	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	6.65036016618649e-10
KO_86.25_LP-DIR-AF11	KO_86.25_LP-DIR-AF	KO_86.25	0.99	94.74623510957977	2.8320776535123966	 8.000e-02	0	0.00	0.00	11	273	7.022054712116294e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	249	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	7.373157447722108e-10
KO_86.25_LP-DIR-AF12	KO_86.25_LP-DIR-AF	KO_86.25	0.99	264.8987502922402	-73.08512193463031	 9.000e-02	0	0.00	0.00	12	273	2.5723316648327317e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	250	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	2.7009482480743683e-10
KO_86.25_LP-DIR-AF13	KO_86.25_LP-DIR-AF	KO_86.25	0.99	245.57799752061544	-55.71724462255177	 1.000e-01	0	0.00	0.00	13	273	5.916563957334061e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	251	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	6.212392155200764e-10
KO_86.3_LP-DIR-AF0	KO_86.3_LP-DIR-AF	KO_86.3	0.99	101.84134504451737	-34.66657450708472	 0.000e+00	0	0.00	0.00	0	273	0.00034095183099317177	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	252	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	3.5799942254283036e-09
KO_86.3_LP-DIR-AF1	KO_86.3_LP-DIR-AF	KO_86.3	0.99	90.73577826759828	-17.78661188584022	 5.000e-03	0	0.00	0.00	1	273	0.00031822643066555705	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	253	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	3.341377521988349e-09
KO_86.3_LP-DIR-AF2	KO_86.3_LP-DIR-AF	KO_86.3	0.99	86.17502012950419	-6.327202790484892	 1.000e-02	0	0.00	0.00	2	273	0.00028968206033793786	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	254	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	3.041661633548347e-09
KO_86.3_LP-DIR-AF3	KO_86.3_LP-DIR-AF	KO_86.3	0.99	76.66379551289332	-6.702249920192911	 1.500e-02	0	0.00	0.00	3	273	0.00022538618030418114	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	255	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	2.366554893193902e-09
KO_86.3_LP-DIR-AF4	KO_86.3_LP-DIR-AF	KO_86.3	0.99	84.87670776850392	-2.4348356056909037	 2.000e-02	0	0.00	0.00	4	273	0.00019247537763462588	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	256	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	2.0209914651635715e-09
KO_86.3_LP-DIR-AF5	KO_86.3_LP-DIR-AF	KO_86.3	0.99	87.30331590181909	6.370392550763298	 2.500e-02	0	0.00	0.00	5	273	0.0001329577672100714	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	257	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	1.3960565557057496e-09
KO_86.3_LP-DIR-AF6	KO_86.3_LP-DIR-AF	KO_86.3	0.99	93.41675769631192	11.362224804619709	 3.000e-02	0	0.00	0.00	6	273	0.00010273537860117383	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	258	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	1.0787214753123252e-09
KO_86.3_LP-DIR-AF7	KO_86.3_LP-DIR-AF	KO_86.3	0.99	105.39662850542365	18.31452174611771	 4.000e-02	0	0.00	0.00	7	273	9.376418781229738e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	259	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	9.845239720291224e-10
KO_86.3_LP-DIR-AF8	KO_86.3_LP-DIR-AF	KO_86.3	0.99	93.11226911091113	-26.513743585491795	 5.000e-02	0	0.00	0.00	8	273	4.883589482673933e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	260	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	5.127768956807629e-10
KO_86.3_LP-DIR-AF9	KO_86.3_LP-DIR-AF	KO_86.3	0.99	160.5238655675428	-43.45482879105482	 6.000e-02	0	0.00	0.00	9	273	5.4865075559045515e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	261	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	5.760832933699779e-10
KO_86.3_LP-DIR-AF10	KO_86.3_LP-DIR-AF	KO_86.3	0.99	87.23310078084111	-51.805925608166824	 7.000e-02	0	0.00	0.00	10	273	4.3467360552138597e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	262	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	4.5640728579745524e-10
KO_86.3_LP-DIR-AF11	KO_86.3_LP-DIR-AF	KO_86.3	0.99	145.98998321063044	-61.80825745518493	 8.000e-02	0	0.00	0.00	11	273	7.12904036438333e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	263	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	7.485492382602496e-10
KO_86.3_LP-DIR-AF12	KO_86.3_LP-DIR-AF	KO_86.3	0.99	3.2420352981688088	-17.00822759500183	 9.000e-02	0	0.00	0.00	12	273	4.39644553424706e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	264	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	4.616267810959412e-10
KO_86.3_LP-DIR-AF13	KO_86.3_LP-DIR-AF	KO_86.3	0.99	340.13285310991887	-6.236748182802844	 1.000e-01	0	0.00	0.00	13	273	2.980657111498492e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	265	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-09T06:22:00Z	3.1296899670734165e-10
KO_86.4_LP-DIR-AF0	KO_86.4_LP-DIR-AF	KO_86.4	0.99	154.58646771688578	-18.335736963063663	 0.000e+00	0	0.00	0.00	0	273	0.00893090128332109	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	266	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	9.377446347487145e-08
KO_86.4_LP-DIR-AF1	KO_86.4_LP-DIR-AF	KO_86.4	0.99	153.88024384300715	-18.332364367401155	 5.000e-03	0	0.00	0.00	1	273	0.008659971249422041	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	267	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	9.092969811893142e-08
KO_86.4_LP-DIR-AF2	KO_86.4_LP-DIR-AF	KO_86.4	0.99	152.97659236492157	-16.789111609602028	 1.000e-02	0	0.00	0.00	2	273	0.008341786189144195	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	268	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	8.758875498601405e-08
KO_86.4_LP-DIR-AF3	KO_86.4_LP-DIR-AF	KO_86.4	0.99	152.61106188103736	-15.285466643587442	 1.500e-02	0	0.00	0.00	3	273	0.007983821509508566	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	269	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	8.383012584983993e-08
KO_86.4_LP-DIR-AF4	KO_86.4_LP-DIR-AF	KO_86.4	0.99	152.2658094950146	-14.332308928907965	 2.000e-02	0	0.00	0.00	4	273	0.007540704358494784	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	270	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	7.917739576419523e-08
KO_86.4_LP-DIR-AF5	KO_86.4_LP-DIR-AF	KO_86.4	0.99	153.21846705894066	-13.003214529427588	 2.500e-02	0	0.00	0.00	5	273	0.006941622465171928	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	271	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	7.288703588430523e-08
KO_86.4_LP-DIR-AF6	KO_86.4_LP-DIR-AF	KO_86.4	0.99	150.73932651355454	-11.552157979067632	 3.000e-02	0	0.00	0.00	6	273	0.006562899917627739	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	272	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	6.891044913509126e-08
KO_86.4_LP-DIR-AF7	KO_86.4_LP-DIR-AF	KO_86.4	0.99	153.3379196531662	-10.930584031756961	 4.000e-02	0	0.00	0.00	7	273	0.005123039418140231	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	273	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	5.379191389047242e-08
KO_86.4_LP-DIR-AF8	KO_86.4_LP-DIR-AF	KO_86.4	0.99	185.62788665947338	-10.181583588677952	 5.000e-02	0	0.00	0.00	8	273	0.0033350070627876545	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	274	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	3.501757415927037e-08
KO_86.4_LP-DIR-AF9	KO_86.4_LP-DIR-AF	KO_86.4	0.99	145.76046930602809	-9.177770824912947	 6.000e-02	0	0.00	0.00	9	273	0.003069149542066112	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	275	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	3.222607019169417e-08
KO_86.4_LP-DIR-AF10	KO_86.4_LP-DIR-AF	KO_86.4	0.99	270.38593662791595	-3.3077269096123065	 7.000e-02	0	0.00	0.00	10	273	0.004588700877811904	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	276	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	4.8181359217024993e-08
KO_86.4_LP-DIR-AF11	KO_86.4_LP-DIR-AF	KO_86.4	0.99	266.4226391362468	0.60061712977978	 8.000e-02	0	0.00	0.00	11	273	0.013264669353633525	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	277	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	1.39279028213152e-07
