tab	er_specimens
er_sample_name	er_specimen_name	specimen_int_uT	measurement_step_min	measurement_step_min	specimen_lab_field_dc	Anisotropy_correction_factor	NLT_correction_factor	specimen_n	specimen_int_ptrm_n	specimen_f	specimen_fvds	specimen_frac	specimen_gap_max	specimen_b_beta	specimen_dang	specimen_drats	specimen_int_mad	specimen_md
0556x051116	0556x0511164	22.97	150	375	40	1.00	-	9.00	5.00	0.45	0.36	0.40	0.34	0.08	9.42	22.89	9.11	-1.00
0556x051116	0556x0511165	22.85	100	450	40	1.00	-	13.00	7.00	0.76	0.53	0.80	0.26	0.08	0.51	29.42	13.34	-1.00
0556x052084	0556x0520845	12.64	150	550	40	1.00	-	16.00	8.00	0.79	0.47	0.80	0.15	0.09	4.35	21.43	12.68	-1.00
0556x052084	0556x0520846	10.54	150	475	40	1.00	-	13.00	7.00	0.70	0.42	0.70	0.27	0.10	14.96	25.33	14.26	-1.00
0556x052084	0556x0520841	12.27	225	500	40	1.00	-	11.00	6.00	0.82	0.42	0.41	0.25	0.09	2.13	6.73	2.31	-1.00
0556x052084	0556x0520843	11.97	200	475	40	1.00	-	11.00	6.00	0.75	0.24	0.28	0.21	0.05	6.69	10.15	6.85	-1.00
0556x062055	0556x0620552	30.15	250	375	40	1.00	-	6.00	5.00	0.36	0.36	0.35	0.29	0.06	3.47	16.46	4.17	-1.00
0556x062055	0556x0620553	30.15	275	400	40	1.00	-	6.00	6.00	0.22	0.22	0.23	0.31	0.08	1.86	14.93	5.74	-1.00
0556x062055	0556x0620551	30.15	200	500	40	1.00	-	13.00	8.00	0.70	0.70	0.71	0.18	0.05	6.49	19.96	3.75	-1.00
0556x084002	0556x0840022	27.47	350	450	40	1.00	-	5.00	6.00	0.28	0.27	0.27	0.42	0.10	4.35	2.35	4.10	-1.00
0556x084002	0556x0840021	27.57	350	450	40	1.00	-	5.00	6.00	0.35	0.31	0.33	0.40	0.08	6.55	3.84	4.99	-1.00
0559a073011	0559a0730111	10.28	100	400	40	1.00	-	11.00	6.00	0.67	0.56	0.68	0.16	0.04	5.79	14.75	6.80	-1.00
0559a073011	0559a0730112	10.27	100	425	40	1.00	-	12.00	6.00	0.74	0.69	0.78	0.18	0.03	3.94	14.90	5.62	-1.00
0559a073011	0559a0730113	10.28	225	475	40	1.00	-	11.00	7.00	0.45	0.41	0.44	0.20	0.04	3.21	22.05	4.62	-1.00
0559x031011	0559x0310113	7.82	150	375	40	1.00	-	9.00	5.00	0.64	0.48	0.58	0.23	0.09	10.79	21.40	7.99	-1.00
0559x031011	0559x0310112	8.00	100	375	40	1.00	-	10.00	5.00	0.55	0.30	0.48	0.27	0.10	5.21	15.72	6.73	-1.00
0559x031011	0559x0310114	8.27	200	350	40	1.00	-	7.00	5.00	0.46	0.28	0.38	0.21	0.09	6.93	28.17	12.30	-1.00
0559x031011	0559x0310116	8.83	100	350	40	1.00	-	9.00	5.00	0.64	0.34	0.60	0.21	0.09	0.95	17.66	13.55	-1.00
0562x011p05	0562x011p054	14.36	0	350	50	1.00	-	10.00	6.00	0.75	0.43	0.60	0.22	0.09	11.76	15.01	10.42	-1.00
0562x011p05	0562x011p051	12.08	0	400	50	1.00	-	12.00	6.00	0.92	0.67	0.85	0.42	0.10	7.12	4.16	11.21	-1.00
0562x011p05	0562x011p052	13.44	0	525	50	1.00	-	16.00	9.00	1.04	0.58	0.98	0.13	0.10	9.27	13.74	8.46	-1.00
0562x011p05	0562x011p053	13.56	0	350	50	1.00	-	10.00	6.00	0.78	0.40	0.63	0.18	0.09	5.89	12.76	11.72	-1.00
0562x012114	0562x0121142	12.59	225	525	40	1.00	-	13.00	8.00	0.74	0.53	0.65	0.17	0.08	7.23	11.78	3.89	-1.00
0562x012114	0562x0121143	12.59	200	325	40	1.00	-	6.00	4.00	0.29	0.23	0.28	0.26	0.07	8.21	23.17	9.51	-1.00
0562x012114	0562x0121141	12.59	0	525	40	1.00	-	17.00	8.00	1.02	0.82	0.98	0.12	0.03	5.84	25.79	5.51	-1.00
0562x013p3f	0562x013p3f1	12.66	425	525	50	1.00	-	5.00	8.00	0.45	0.37	0.37	0.34	0.03	3.21	6.04	2.24	-1.00
0562x013p3f	0562x013p3f2	15.80	150	325	50	1.00	-	7.00	5.00	0.34	0.30	0.33	0.21	0.07	6.48	23.59	8.12	-1.00
0562x013p3f	0562x013p3f3	14.22	200	325	40	1.00	-	6.00	5.00	0.32	0.30	0.33	0.27	0.09	9.56	24.89	7.50	-1.00
0562x021p3c	0562x021p3c1	11.84	200	300	40	1.00	-	5.00	5.00	0.44	0.23	0.26	0.30	0.06	9.51	20.56	10.27	-1.00
0562x021p3c	0562x021p3c2	11.78	0	300	40	1.00	-	8.00	5.00	0.75	0.29	0.32	0.28	0.09	3.33	16.21	5.63	-1.00
0562x021p3c	0562x021p3c3	12.30	0	300	40	1.00	-	8.00	5.00	0.79	0.37	0.42	0.27	0.09	8.79	14.29	4.46	-1.00
0562x032003	0562x0320032	20.57	375	525	40	1.00	-	7.00	8.00	0.63	0.49	0.60	0.24	0.03	5.75	23.35	8.58	-1.00
0562x032003	0562x0320031	20.58	325	475	40	1.00	-	7.00	7.00	0.46	0.50	0.52	0.25	0.07	3.66	21.05	4.88	-1.00
0562x033113	0562x0331131	14.35	450	525	40	1.00	-	4.00	8.00	0.38	0.30	0.30	0.42	0.04	2.70	11.73	3.71	-1.00
0562x033113	0562x0331132	14.35	250	525	40	1.00	-	12.00	8.00	0.75	0.62	0.75	0.13	0.03	10.36	14.68	10.51	-1.00
0562x033113	0562x0331133	14.34	0	450	40	1.00	-	14.00	7.00	0.88	0.81	0.88	0.13	0.02	5.77	18.44	5.86	-1.00
0562x043p4b	0562x043p4b2	16.56	350	550	50	1.00	-	8.00	9.00	0.34	0.25	0.28	0.19	0.10	2.88	29.45	3.19	-1.00
0562x043p4b	0562x043p4b3	13.87	100	350	40	1.00	-	9.00	6.00	0.44	0.36	0.44	0.16	0.05	14.52	23.64	6.61	-1.00
0562x044003	0562x0440031	13.71	400	550	40	1.00	-	7.00	8.00	0.37	0.30	0.31	0.27	0.09	3.23	14.73	3.38	-1.00
0562x044003	0562x0440032	13.70	100	300	40	1.00	-	7.00	4.00	0.58	0.41	0.45	0.26	0.09	3.73	18.00	7.88	-1.00
0563x242107	0563x2421072	18.21	325	425	50	1.00	-	5.00	6.00	0.35	0.24	0.25	0.45	0.03	5.71	18.59	6.78	-1.00
0563x242107	0563x2421071	18.27	325	450	50	1.00	-	6.00	8.00	0.38	0.28	0.33	0.29	0.05	8.66	13.14	9.29	-1.00
0564x012117	0564x0121171	11.18	225	400	50	1.00	-	8.00	7.00	0.55	0.21	0.25	0.22	0.05	4.99	15.55	9.76	-1.00
0564x012117	0564x0121173	12.76	275	375	50	1.00	-	5.00	5.00	0.31	0.22	0.26	0.30	0.07	3.66	2.06	11.96	-1.00
0564x022092	0564x0220921	14.37	100	325	40	1.00	-	8.00	4.00	0.68	0.53	0.58	0.21	0.05	6.51	10.96	6.23	-1.00
0564x022092	0564x0220922	14.33	375	525	40	1.00	-	7.00	8.00	0.44	0.35	0.39	0.37	0.09	6.58	15.67	5.94	-1.00
0564x022092	0564x0220923	14.36	0	300	40	1.00	-	8.00	4.00	0.60	0.46	0.48	0.22	0.05	0.52	11.34	5.57	-1.00
0564x043075	0564x0430754	13.51	150	300	40	1.00	-	6.00	5.00	0.47	0.29	0.30	0.30	0.07	8.03	25.56	5.09	-1.00
0564x043075	0564x0430755	8.44	425	525	40	1.00	-	4.00	9.00	0.50	0.25	0.27	0.44	0.06	9.77	15.48	9.53	-1.00
0564x043075	0564x0430756	12.81	100	550	40	1.00	-	16.00	9.00	1.07	0.74	0.92	0.15	0.07	10.61	29.68	6.56	-1.00
0564x043075	0564x0430751	13.03	200	350	50	1.00	-	7.00	6.00	0.28	0.21	0.25	0.28	0.09	9.87	9.78	11.83	-1.00
0564x043075	0564x0430753	13.18	150	585	50	1.00	-	18.00	7.00	1.04	0.69	0.92	0.14	0.06	3.30	12.32	8.84	-1.00
0564x043075	0564x0430758	15.63	0	525	40	1.00	-	17.00	8.00	0.83	0.58	0.95	0.16	0.10	5.42	25.44	12.84	-1.00
0564x043075	0564x0430759	12.77	0	400	40	1.00	-	12.00	6.00	0.80	0.52	0.69	0.19	0.06	8.73	16.51	6.24	-1.00
0564x061142	0564x0611425	16.70	325	525	40	1.00	-	9.00	8.00	0.45	0.23	0.29	0.21	0.05	5.58	27.33	11.89	-1.00
0564x061142	0564x0611424	14.09	200	350	40	1.00	-	7.00	5.00	0.44	0.30	0.37	0.20	0.03	11.40	17.55	9.35	-1.00
0564x071076	0564x0710763	10.94	275	400	50	1.00	-	6.00	6.00	0.29	0.23	0.26	0.26	0.04	3.89	6.79	11.19	-1.00
0564x071076	0564x0710761	10.94	125	525	50	1.00	-	17.00	8.00	0.99	0.69	0.83	0.12	0.04	13.48	5.54	9.23	-1.00
0564x081101	0564x0811012	14.03	250	400	40	1.00	-	7.00	6.00	0.39	0.35	0.39	0.21	0.03	8.89	19.67	7.35	-1.00
0564x081101	0564x0811011	14.03	0	250	40	1.00	-	6.00	3.00	0.27	0.25	0.28	0.29	0.08	3.98	24.09	5.92	-1.00
0564x093p02	0564x093p021	15.44	350	525	50	1.00	-	8.00	9.00	0.61	0.46	0.52	0.36	0.03	1.76	8.90	7.51	-1.00
0564x093p02	0564x093p022	15.44	400	585	50	1.00	-	8.00	7.00	0.82	0.56	0.54	0.31	0.08	0.59	8.40	2.31	-1.00
0706c021071	0706c0210715	7.70	150	375	40	1.00	-	9.00	5.00	0.66	0.27	0.43	0.27	0.09	5.32	6.01	13.96	-1.00
0706c021071	0706c0210713	7.73	225	300	25	1.00	-	4.00	5.00	0.24	0.22	0.22	0.40	0.05	3.80	15.37	1.83	-1.00
0706c021093	0706c0210934	7.35	0	325	40	1.00	-	9.00	4.00	0.69	0.33	0.50	0.23	0.07	13.09	12.08	9.13	-1.00
0706c021093	0706c0210933	7.37	150	400	40	1.00	-	10.00	6.00	0.66	0.39	0.53	0.18	0.04	12.04	26.28	9.06	-1.00
0706c021093	0706c0210932	7.34	100	425	25	1.00	-	13.00	6.00	0.72	0.69	0.66	0.22	0.07	6.06	25.93	2.48	-1.00
0706c022039	0706c0220392	11.30	225	425	25	1.00	-	8.00	6.00	0.60	0.47	0.48	0.26	0.09	8.78	2.13	10.39	-1.00
0706c022039	0706c0220395	9.22	0	275	40	1.00	-	7.00	3.00	0.46	0.26	0.33	0.35	0.09	7.29	1.62	12.48	-1.00
0706c022095	0706c0220952	6.32	125	400	25	1.00	-	11.00	6.00	0.67	0.63	0.66	0.16	0.08	7.25	25.03	2.62	-1.00
0706c022095	0706c0220953	6.22	0	375	40	1.00	-	11.00	5.00	0.58	0.29	0.64	0.18	0.09	11.00	3.33	12.60	-1.00
0706c022095	0706c0220954	6.40	100	475	40	1.00	-	14.00	7.00	0.84	0.49	0.78	0.20	0.04	14.51	13.54	8.85	-1.00
0706c022095	0706c0220955	6.38	300	475	40	1.00	-	8.00	7.00	0.55	0.27	0.43	0.21	0.08	13.49	15.46	14.63	-1.00
0706c052074	0706c0520742	10.46	125	275	25	1.00	-	7.00	4.00	0.53	0.49	0.50	0.19	0.07	6.16	3.73	5.90	-1.00
0706c052074	0706c0520741	10.46	100	250	25	1.00	-	7.00	4.00	0.38	0.37	0.38	0.28	0.02	3.36	17.81	3.43	-1.00
0706c052103	0706c0521033	6.43	250	400	25	1.00	-	6.00	6.00	0.44	0.33	0.36	0.24	0.04	14.21	8.56	7.20	-1.00
0706c052103	0706c0521032	6.43	250	400	25	1.00	-	6.00	6.00	0.43	0.35	0.36	0.31	0.08	7.64	13.67	1.56	-1.00
0706c052103	0706c0521031	6.41	200	300	25	1.00	-	5.00	5.00	0.31	0.21	0.21	0.31	0.07	4.45	8.86	4.26	-1.00
0706c053044	0706c0530441	6.55	275	475	25	1.00	-	9.00	7.00	0.64	0.35	0.39	0.15	0.05	14.54	3.03	7.44	-1.00
0706c053044	0706c0530442	6.19	175	250	25	1.00	-	4.00	4.00	0.26	0.24	0.25	0.35	0.04	6.76	6.05	7.59	-1.00
0706c077010	0706c0770104	6.21	100	350	25	1.00	-	11.00	6.00	0.74	0.48	0.55	0.25	0.09	14.82	0.18	10.97	-1.00
0706c077010	0706c0770103	6.22	0	350	25	1.00	-	12.00	6.00	0.72	0.58	0.65	0.14	0.05	7.45	13.64	9.26	-1.00
0706c077010	0706c0770102	6.20	250	525	25	1.00	-	12.00	8.00	0.72	0.27	0.53	0.20	0.05	4.09	5.32	13.06	-1.00
0706c077010	0706c0770101	6.22	125	325	25	1.00	-	9.00	5.00	0.57	0.40	0.43	0.20	0.02	3.29	12.92	4.66	-1.00
0758a702003	0758a7020032	29.49	325	400	25	1.00	-	4.00	6.00	0.40	0.25	0.26	0.36	0.10	1.10	4.34	2.58	-1.00
0758a702003	0758a7020031	29.49	175	425	25	1.00	-	10.00	6.00	0.44	0.41	0.41	0.27	0.09	2.06	4.15	4.36	-1.00
0758a702052	0758a7020523	26.30	100	425	25	1.00	-	13.00	6.00	0.70	0.56	0.78	0.31	0.07	0.95	6.38	2.04	-1.00
0758a702052	0758a7020522	26.30	275	400	25	1.00	-	6.00	6.00	0.60	0.52	0.53	0.27	0.04	3.54	23.86	1.50	-1.00
0758a712037	0758a7120372	56.60	150	425	25	1.00	-	11.00	6.00	0.65	0.62	0.61	0.33	0.08	6.97	5.10	2.01	-1.00
0758a712037	0758a7120371	48.40	325	400	25	1.00	-	4.00	6.00	0.30	0.30	0.30	0.37	0.03	3.94	14.18	2.16	-1.00
0758a713045	0758a7130453	28.88	150	350	40	1.00	-	8.00	5.00	0.26	0.22	0.26	0.30	0.04	7.40	16.76	8.82	-1.00
0758a713045	0758a7130452	29.68	150	325	25	1.00	-	8.00	5.00	0.26	0.24	0.27	0.39	0.04	6.41	6.21	8.34	-1.00
0758a713045	0758a7130451	29.15	175	425	25	1.00	-	11.00	6.00	0.30	0.27	0.30	0.18	0.03	9.07	11.59	5.16	-1.00
0758a713045	0758a7130454	28.89	325	475	40	1.00	-	7.00	7.00	0.60	0.53	0.63	0.36	0.05	5.32	28.52	7.61	-1.00
0758a714093	0758a7140933	32.53	325	475	25	1.00	-	7.00	6.00	0.66	0.57	0.58	0.20	0.04	1.37	16.52	1.15	-1.00
0758a714093	0758a7140935	32.49	0	350	25	1.00	-	12.00	6.00	0.36	0.33	0.39	0.29	0.05	6.28	26.28	5.69	-1.00
0758a714093	0758a7140934	32.48	125	400	25	1.00	-	11.00	6.00	0.47	0.41	0.53	0.26	0.05	5.72	17.25	5.20	-1.00
0765c631004	0765c6310044	3.80	225	350	25	1.00	-	6.00	5.00	0.29	0.25	0.29	0.41	0.08	9.66	3.51	6.37	-1.00
0765c631004	0765c6310043	3.80	225	375	25	1.00	-	7.00	5.00	0.42	0.24	0.33	0.26	0.07	6.05	4.45	13.16	-1.00
0765c631004	0765c6310042	3.80	375	525	25	1.00	-	7.00	7.00	0.57	0.34	0.42	0.28	0.06	7.53	26.41	7.24	-1.00
0765c631051	0765c6310515	4.54	225	350	25	1.00	-	6.00	5.00	0.30	0.25	0.26	0.41	0.09	5.51	10.33	4.09	-1.00
0765c631051	0765c6310514	4.55	150	475	25	1.00	-	14.00	7.00	0.79	0.52	0.63	0.24	0.04	12.24	23.84	13.39	-1.00
0765c631088	0765c6310883	10.09	350	550	40	1.00	-	9.00	8.00	0.49	0.32	0.38	0.25	0.10	1.65	20.72	8.26	-1.00
0765c631088	0765c6310882	3.93	250	325	25	1.00	-	4.00	5.00	0.25	0.21	0.21	0.44	0.10	9.48	7.74	3.32	-1.00
0765c631088	0765c6310881	7.27	150	325	25	1.00	-	8.00	5.00	0.33	0.29	0.34	0.23	0.08	5.73	7.15	7.22	-1.00
0765c631127	0765c6311272	4.58	250	325	25	1.00	-	4.00	5.00	0.26	0.22	0.22	0.44	0.08	3.44	7.08	2.12	-1.00
0765c631127	0765c6311271	8.46	275	400	25	1.00	-	6.00	7.00	0.28	0.23	0.25	0.39	0.06	7.89	12.09	5.36	-1.00
0765c631127	0765c6311274	6.36	150	550	40	1.00	-	16.00	8.00	1.03	0.44	0.94	0.18	0.06	8.65	29.23	14.93	-1.00
0765d054033	0765d0540331	4.47	225	325	25	1.00	-	5.00	5.00	0.52	0.20	0.21	0.30	0.09	10.46	2.07	3.47	-1.00
0765d054033	0765d0540332	2.81	175	325	25	1.00	-	7.00	5.00	0.57	0.24	0.28	0.31	0.08	9.99	2.39	8.90	-1.00
0765d054055	0765d0540551	1.60	125	325	25	1.00	-	9.00	5.00	0.74	0.28	0.32	0.22	0.09	14.45	15.12	7.96	-1.00
0765d054055	0765d0540552	8.47	100	325	25	1.00	-	10.00	5.00	0.66	0.43	0.58	0.22	0.10	3.58	1.88	11.12	-1.00
0765d131096	0765d1310962	31.99	150	350	25	1.00	-	9.00	6.00	0.25	0.22	0.23	0.19	0.09	5.73	20.10	5.31	-1.00
0765d131096	0765d1310961	31.87	0	400	25	1.00	-	14.00	7.00	0.72	0.67	0.69	0.16	0.05	13.30	6.94	4.60	-1.00
0765d131101	0765d1311015	13.47	0	500	40	1.00	-	16.00	8.00	0.59	0.40	0.65	0.14	0.08	13.47	10.50	11.34	-1.00
0765d131101	0765d1311014	24.34	150	375	40	1.00	-	9.00	5.00	0.65	0.53	0.53	0.28	0.09	9.31	23.77	2.07	-1.00
0765d131101	0765d1311013	19.24	100	450	40	1.00	-	13.00	7.00	0.35	0.28	0.42	0.16	0.07	5.74	10.65	11.29	-1.00
0770b173147	0770b1731471	12.58	0	250	25	1.00	-	8.00	4.00	0.30	0.27	0.28	0.25	0.08	5.20	2.41	5.32	-1.00
0770b173147	0770b1731473	13.50	250	375	40	1.00	-	6.00	5.00	0.30	0.23	0.27	0.22	0.05	12.12	10.07	10.15	-1.00
0770b173147	0770b1731472	13.09	125	300	25	1.00	-	8.00	5.00	0.32	0.28	0.29	0.20	0.08	1.30	24.33	4.61	-1.00
0770b173147	0770b1731475	12.92	200	375	40	1.00	-	8.00	5.00	0.29	0.24	0.35	0.16	0.05	14.41	8.45	12.19	-1.00
0770b173147	0770b1731474	12.95	225	475	40	1.00	-	11.00	7.00	0.77	0.59	0.79	0.22	0.04	5.55	6.04	9.60	-1.00
0770b182035	0770b1820352	14.68	100	250	25	1.00	-	7.00	4.00	0.26	0.20	0.21	0.20	0.06	7.14	28.32	5.18	-1.00
0770b182035	0770b1820351	14.25	0	275	25	1.00	-	9.00	4.00	0.48	0.24	0.26	0.17	0.08	0.60	7.64	7.37	-1.00
0770b183005	0770b1830054	14.97	200	350	25	1.00	-	7.00	6.00	0.26	0.24	0.26	0.23	0.06	1.18	2.96	4.83	-1.00
0770b183005	0770b1830057	14.94	150	400	40	1.00	-	10.00	6.00	0.48	0.43	0.51	0.21	0.03	5.45	5.02	6.54	-1.00
0770b183005	0770b1830056	16.87	275	375	40	1.00	-	5.00	5.00	0.24	0.22	0.23	0.33	0.03	2.56	0.45	7.70	-1.00
0770b183005	0770b1830053	14.96	0	325	25	1.00	-	11.00	5.00	0.40	0.37	0.42	0.15	0.04	3.94	5.06	6.94	-1.00
0770b183005	0770b1830052	13.04	0	275	25	1.00	-	9.00	4.00	0.22	0.21	0.27	0.21	0.07	6.78	16.22	13.58	-1.00
0770b183005	0770b1830058	14.96	250	400	40	1.00	-	7.00	6.00	0.37	0.31	0.37	0.23	0.07	11.26	1.37	9.59	-1.00
0770b183031	0770b1830312	25.70	0	275	25	1.00	-	9.00	4.00	0.46	0.39	0.41	0.16	0.08	13.00	0.93	7.15	-1.00
0770b183031	0770b1830311	25.84	0	250	25	1.00	-	8.00	4.00	0.39	0.38	0.38	0.22	0.06	7.32	1.01	4.59	-1.00
0770c023008	0770c0230082	15.25	150	425	25	1.00	-	12.00	6.00	0.56	0.53	0.54	0.14	0.05	2.92	6.60	4.93	-1.00
0770c023008	0770c0230081	15.25	0	375	25	1.00	-	13.00	6.00	0.51	0.47	0.54	0.13	0.03	11.25	10.42	10.65	-1.00
0770c023009	0770c0230093	16.99	100	300	40	1.00	-	7.00	4.00	0.44	0.35	0.41	0.21	0.07	13.02	17.61	12.17	-1.00
0770c023009	0770c0230094	16.99	150	300	40	1.00	-	5.00	4.00	0.33	0.29	0.30	0.48	0.08	1.31	21.87	2.05	-1.00
0770c023019	0770c0230194	15.59	350	550	40	1.00	-	9.00	8.00	0.53	0.48	0.48	0.21	0.05	2.30	12.99	3.40	-1.00
0770c023019	0770c0230193	15.59	150	475	40	1.00	-	13.00	7.00	0.85	0.74	0.81	0.15	0.03	7.09	5.85	4.73	-1.00
0770c023020	0770c0230201	18.56	175	300	25	1.00	-	6.00	5.00	0.33	0.22	0.22	0.30	0.10	1.78	4.20	3.60	-1.00
0770c023020	0770c0230202	18.55	125	275	25	1.00	-	7.00	4.00	0.38	0.36	0.36	0.25	0.04	3.77	5.93	2.38	-1.00
0770c032050	0770c0320501	11.61	150	475	25	1.00	-	14.00	7.00	0.79	0.63	0.74	0.17	0.08	14.46	26.97	4.90	-1.00
0770c032050	0770c0320502	11.17	0	425	25	1.00	-	15.00	6.00	0.92	0.56	0.87	0.14	0.08	7.51	23.86	10.93	-1.00
0770c041016	0770c0410161	11.06	300	475	40	1.00	-	8.00	7.00	0.58	0.47	0.60	0.33	0.03	5.32	29.64	9.48	-1.00
0770c041016	0770c0410162	11.06	325	550	40	1.00	-	10.00	8.00	0.92	0.60	0.61	0.29	0.10	2.81	29.67	2.81	-1.00
0770c04x014	0770c04x0142	7.41	225	425	25	1.00	-	8.00	7.00	0.24	0.21	0.26	0.34	0.04	13.43	15.84	13.42	-1.00
0770c04x014	0770c04x0143	8.03	275	450	25	1.00	-	8.00	7.00	0.37	0.30	0.34	0.40	0.05	4.71	11.86	10.30	-1.00
0770c04x014	0770c04x0141	6.28	100	475	25	1.00	-	15.00	7.00	0.46	0.38	0.52	0.17	0.06	14.31	18.00	11.06	-1.00
0770c091081	0770c0910812	31.94	100	300	25	1.00	-	9.00	5.00	0.32	0.31	0.35	0.18	0.05	7.36	17.00	9.34	-1.00
0770c091081	0770c0910811	31.95	0	325	25	1.00	-	11.00	5.00	0.61	0.49	0.49	0.13	0.08	4.72	19.87	4.44	-1.00
0770c091084	0770c0910841	19.65	250	425	25	1.00	-	7.00	6.00	0.53	0.47	0.47	0.30	0.09	5.80	2.15	3.99	-1.00
0770c091084	0770c0910842	19.21	100	350	25	1.00	-	11.00	6.00	0.48	0.41	0.48	0.42	0.09	11.16	4.91	12.37	-1.00
0802a582101	0802a5821014	19.31	0	425	40	1.00	-	13.00	6.00	0.46	0.42	0.53	0.31	0.09	7.20	4.58	5.79	-1.00
0802a582101	0802a5821012	23.55	225	425	25	1.00	-	9.00	6.00	0.43	0.31	0.33	0.33	0.06	3.56	29.15	4.84	-1.00
0802a582101	0802a5821013	21.21	100	425	40	1.00	-	12.00	6.00	0.47	0.41	0.54	0.31	0.09	10.28	11.53	7.54	-1.00
0802a582101	0802a5821011	21.44	150	425	25	1.00	-	11.00	6.00	0.55	0.50	0.54	0.24	0.05	1.41	0.63	6.27	-1.00
0803d702120	0803d7021202	8.79	200	400	25	1.00	-	9.00	6.00	0.43	0.35	0.39	0.23	0.05	3.54	25.85	6.78	-1.00
0803d702120	0803d7021201	8.81	150	425	25	1.00	-	11.00	6.00	0.68	0.57	0.63	0.24	0.06	7.85	24.63	5.76	-1.00
0807c742027	0807c7420271	44.86	200	475	25	1.00	-	12.00	8.00	0.54	0.34	0.45	0.12	0.10	4.23	7.49	9.68	-1.00
0807c742027	0807c7420272	38.08	125	225	25	1.00	-	5.00	3.00	0.19	0.21	0.25	0.28	0.06	8.41	3.91	12.91	-1.00
0807c742027	0807c7420273	41.54	100	325	25	1.00	-	10.00	5.00	0.40	0.42	0.45	0.19	0.06	7.15	5.81	6.36	-1.00
0807c742091	0807c7420913	33.66	125	425	25	1.00	-	13.00	7.00	0.61	0.47	0.57	0.14	0.10	14.59	26.48	9.54	-1.00
0807c742091	0807c7420912	33.98	250	425	25	1.00	-	8.00	7.00	0.42	0.25	0.33	0.21	0.08	10.49	2.29	13.93	-1.00
0807c742097	0807c7420973	8.22	225	425	25	1.00	-	9.00	7.00	0.31	0.22	0.29	0.21	0.08	12.39	12.53	11.36	-1.00
0807c742097	0807c7420972	8.31	250	500	25	1.00	-	11.00	8.00	0.77	0.50	0.58	0.27	0.03	4.99	22.34	4.52	-1.00
0807c751027	0807c7510272	36.73	150	300	25	1.00	-	7.00	5.00	0.28	0.24	0.28	0.21	0.05	2.95	10.27	11.75	-1.00
0807c751027	0807c7510273	39.63	325	425	25	1.00	-	5.00	7.00	0.27	0.23	0.23	0.31	0.08	5.61	11.48	3.98	-1.00
0807c752004	0807c7520045	34.89	100	375	40	1.00	-	10.00	5.00	0.46	0.35	0.50	0.20	0.09	6.90	2.09	9.31	-1.00
0807c752004	0807c7520042	35.16	250	375	25	1.00	-	6.00	6.00	0.31	0.22	0.23	0.28	0.09	5.49	16.44	3.81	-1.00
0807c752004	0807c7520043	34.45	125	375	25	1.00	-	11.00	6.00	0.47	0.38	0.45	0.13	0.06	7.17	4.08	8.95	-1.00
0807c752032	0807c7520323	20.46	200	450	25	1.00	-	11.00	7.00	0.70	0.52	0.54	0.23	0.06	2.59	16.83	3.97	-1.00
0807c752032	0807c7520322	20.46	0	450	25	1.00	-	16.00	7.00	0.76	0.58	0.75	0.17	0.08	4.15	13.45	10.83	-1.00
0807c772034	0807c7720343	24.92	225	375	40	1.00	-	7.00	5.00	0.30	0.26	0.33	0.21	0.07	8.22	2.87	12.43	-1.00
0807c772034	0807c7720342	33.63	0	325	40	1.00	-	9.00	4.00	0.32	0.29	0.39	0.22	0.08	3.92	14.77	12.22	-1.00
0807c772114	0807c7721144	21.87	300	500	25	1.00	-	9.00	8.00	0.61	0.26	0.27	0.20	0.07	1.08	6.67	5.26	-1.00
0807c772114	0807c7721141	25.05	400	500	25	1.00	-	5.00	8.00	0.41	0.21	0.22	0.34	0.09	7.21	2.20	5.09	-1.00
0807c772114	0807c7721142	20.37	450	525	25	1.00	-	4.00	8.00	0.49	0.37	0.37	0.43	0.05	1.34	5.16	1.81	-1.00
0807c781034	0807c7810347	37.98	100	325	40	1.00	-	8.00	4.00	0.36	0.32	0.35	0.18	0.07	6.41	0.73	5.96	-1.00
0807c781034	0807c7810346	38.51	0	400	40	1.00	-	12.00	6.00	0.63	0.36	0.73	0.29	0.09	12.68	5.68	12.21	-1.00
0807c781034	0807c7810345	37.85	0	400	40	1.00	-	12.00	6.00	0.64	0.57	0.63	0.18	0.06	10.40	22.73	5.00	-1.00
0807c791058	0807c7910582	43.80	125	300	25	1.00	-	8.00	5.00	0.36	0.30	0.32	0.22	0.05	10.81	9.12	4.65	-1.00
0807c791058	0807c7910583	43.80	0	375	25	1.00	-	13.00	6.00	0.71	0.59	0.75	0.23	0.03	6.80	0.20	9.94	-1.00
0807c825015	0807c8250153	35.68	250	450	25	1.00	-	9.00	7.00	0.32	0.22	0.24	0.31	0.07	5.88	16.65	4.79	-1.00
0807c825015	0807c8250152	35.75	100	325	25	1.00	-	10.00	5.00	0.47	0.45	0.49	0.16	0.06	0.50	0.40	6.26	-1.00
0807c861105	0807c8611052	18.09	300	500	25	1.00	-	9.00	8.00	0.66	0.53	0.60	0.36	0.03	1.81	6.85	4.77	-1.00
0807c861105	0807c8611055	18.91	300	550	40	1.00	-	11.00	8.00	0.89	0.55	0.87	0.21	0.05	1.64	13.45	13.90	-1.00
0807c861105	0807c8611056	18.65	0	550	40	1.00	-	18.00	8.00	1.04	0.72	0.99	0.19	0.04	3.89	24.13	9.96	-1.00
