tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	magic_software_packages	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_dip
This study	Northern Iceland	is023k	is023	FS-FD:SO-POM	pmagpy-2.129	212.0	5.0	59.0	87.0
This study	Northern Iceland	is023l	is023	FS-FD:SO-POM	pmagpy-2.129	194.0	5.0	59.0	60.0
This study	Northern Iceland	is023m	is023	FS-FD:SO-POM	pmagpy-2.129	234.0	5.0	59.0	78.0
This study	Northern Iceland	is024a	is024	FS-FD:SO-POM	pmagpy-2.129	283.0	5.0	59.0	25.0
This study	Northern Iceland	is024b	is024	FS-FD:SO-POM	pmagpy-2.129	226.0	5.0	59.0	77.0
This study	Northern Iceland	is024c	is024	FS-FD:SO-POM	pmagpy-2.129	220.0	5.0	59.0	87.0
This study	Northern Iceland	is024d	is024	FS-FD:SO-POM	pmagpy-2.129	275.0	5.0	59.0	60.0
This study	Northern Iceland	is024e	is024	FS-FD:SO-POM	pmagpy-2.129	216.0	5.0	59.0	72.0
This study	Northern Iceland	is024f	is024	FS-FD:SO-POM	pmagpy-2.129	261.0	5.0	59.0	98.0
This study	Northern Iceland	is024g	is024	FS-FD:SO-POM	pmagpy-2.129	215.0	5.0	59.0	92.0
This study	Northern Iceland	is024h	is024	FS-FD:SO-POM	pmagpy-2.129	221.0	5.0	59.0	83.0
This study	Northern Iceland	is024i	is024	FS-FD:SO-POM	pmagpy-2.129	193.0	5.0	59.0	70.0
This study	Northern Iceland	is024j	is024	FS-FD:SO-POM	pmagpy-2.129	238.0	5.0	59.0	51.0
This study	Northern Iceland	is024k	is024	FS-FD:SO-POM	pmagpy-2.129	238.0	5.0	59.0	51.0
This study	Northern Iceland	is024l	is024	FS-FD:SO-POM	pmagpy-2.129	241.0	5.0	59.0	36.0
This study	Northern Iceland	is024m	is024	FS-FD:SO-POM	pmagpy-2.129	278.0	5.0	59.0	92.0
This study	Northern Iceland	is024n	is024	FS-FD:SO-POM	pmagpy-2.129	272.0	5.0	59.0	90.0
This study	Northern Iceland	is024o	is024	FS-FD:SO-POM	pmagpy-2.129	285.0	5.0	59.0	87.0
This study	Northern Iceland	is024p	is024	FS-FD:SO-POM	pmagpy-2.129	267.0	5.0	59.0	97.0
This study	Northern Iceland	is025a	is025	FS-FD:SO-POM	pmagpy-2.129	182.0	5.0	59.0	17.0
This study	Northern Iceland	is025b	is025	FS-FD:SO-POM	pmagpy-2.129	247.0	5.0	59.0	65.0
This study	Northern Iceland	is025c	is025	FS-FD:SO-POM	pmagpy-2.129	183.0	5.0	59.0	61.0
This study	Northern Iceland	is025d	is025	FS-FD:SO-POM	pmagpy-2.129	219.0	5.0	59.0	56.0
This study	Northern Iceland	is025e	is025	FS-FD:SO-POM	pmagpy-2.129	224.0	5.0	59.0	59.0
This study	Northern Iceland	is025f	is025	FS-FD:SO-POM	pmagpy-2.129	250.0	5.0	59.0	71.0
This study	Northern Iceland	is025g	is025	FS-FD:SO-POM	pmagpy-2.129	208.0	5.0	59.0	30.0
This study	Northern Iceland	is026a	is026	FS-FD:SO-POM	pmagpy-2.129	282.0	5.0	59.0	97.0
This study	Northern Iceland	is026b	is026	FS-FD:SO-POM	pmagpy-2.129	239.0	5.0	59.0	85.0
This study	Northern Iceland	is026c	is026	FS-FD:SO-POM	pmagpy-2.129	265.0	5.0	59.0	74.0
This study	Northern Iceland	is026d	is026	FS-FD:SO-POM	pmagpy-2.129	192.0	5.0	59.0	95.0
This study	Northern Iceland	is026e	is026	FS-FD:SO-POM	pmagpy-2.129	168.0	5.0	59.0	79.0
This study	Northern Iceland	is026f	is026	FS-FD:SO-POM	pmagpy-2.129	156.0	5.0	59.0	78.0
This study	Northern Iceland	is026g	is026	FS-FD:SO-POM	pmagpy-2.129	168.0	5.0	59.0	84.0
This study	Northern Iceland	is026h	is026	FS-FD:SO-POM	pmagpy-2.129	140.0	5.0	59.0	82.0
This study	Northern Iceland	is026i	is026	FS-FD:SO-POM	pmagpy-2.129	119.0	5.0	59.0	74.0
This study	Northern Iceland	is026j	is026	FS-FD:SO-POM	pmagpy-2.129	130.0	5.0	59.0	74.0
This study	Northern Iceland	is027a	is027	FS-FD:SO-POM	pmagpy-2.129	286.0	5.0	59.0	56.0
This study	Northern Iceland	is027b	is027	FS-FD:SO-POM	pmagpy-2.129	319.0	5.0	59.0	28.0
This study	Northern Iceland	is027c	is027	FS-FD:SO-POM	pmagpy-2.129	226.0	5.0	59.0	54.0
This study	Northern Iceland	is027d	is027	FS-FD:SO-POM	pmagpy-2.129	290.0	5.0	59.0	31.0
This study	Northern Iceland	is027e	is027	FS-FD:SO-POM	pmagpy-2.129	233.0	5.0	59.0	51.0
This study	Northern Iceland	is027f	is027	FS-FD:SO-POM	pmagpy-2.129	276.0	5.0	59.0	82.0
This study	Northern Iceland	is027g	is027	FS-FD:SO-POM	pmagpy-2.129	215.0	5.0	59.0	60.0
This study	Northern Iceland	is027h	is027	FS-FD:SO-POM	pmagpy-2.129	248.0	5.0	59.0	71.0
This study	Northern Iceland	is027i	is027	FS-FD:SO-POM	pmagpy-2.129	211.0	5.0	59.0	65.0
This study	Northern Iceland	is027j	is027	FS-FD:SO-POM	pmagpy-2.129	228.0	5.0	59.0	90.0
This study	Northern Iceland	is028a	is028	FS-FD:SO-POM	pmagpy-2.129	230.0	5.0	59.0	38.0
This study	Northern Iceland	is028b	is028	FS-FD:SO-POM	pmagpy-2.129	272.0	5.0	59.0	73.0
This study	Northern Iceland	is028c	is028	FS-FD:SO-POM	pmagpy-2.129	259.0	5.0	59.0	47.0
This study	Northern Iceland	is028d	is028	FS-FD:SO-POM	pmagpy-2.129	293.0	5.0	59.0	99.0
This study	Northern Iceland	is028e	is028	FS-FD:SO-POM	pmagpy-2.129	248.0	5.0	59.0	88.0
This study	Northern Iceland	is028f	is028	FS-FD:SO-POM	pmagpy-2.129	220.0	5.0	59.0	111.0
This study	Northern Iceland	is028g	is028	FS-FD:SO-POM	pmagpy-2.129	255.0	5.0	59.0	85.0
This study	Northern Iceland	is028h	is028	FS-FD:SO-POM	pmagpy-2.129	200.0	5.0	59.0	97.0
This study	Northern Iceland	is028i	is028	FS-FD:SO-POM	pmagpy-2.129	169.0	5.0	59.0	32.0
This study	Northern Iceland	is028j	is028	FS-FD:SO-POM	pmagpy-2.129	232.0	5.0	59.0	75.0
This study	Northern Iceland	is028k	is028	FS-FD:SO-POM	pmagpy-2.129	236.0	5.0	59.0	58.0
This study	Northern Iceland	is028l	is028	FS-FD:SO-POM	pmagpy-2.129	223.0	5.0	59.0	60.0
This study	Northern Iceland	is028m	is028	FS-FD:SO-POM	pmagpy-2.129	219.0	5.0	59.0	40.0
This study	Northern Iceland	is028n	is028	FS-FD:SO-POM	pmagpy-2.129	215.0	5.0	59.0	49.0
This study	Northern Iceland	is028o	is028	FS-FD:SO-POM	pmagpy-2.129	149.0	5.0	59.0	31.0
This study	Northern Iceland	is028p	is028	FS-FD:SO-POM	pmagpy-2.129	150.0	5.0	59.0	51.0
This study	Northern Iceland	is028q	is028	FS-FD:SO-POM	pmagpy-2.129	182.0	5.0	59.0	70.0
This study	Northern Iceland	is028r	is028	FS-FD:SO-POM	pmagpy-2.129	168.0	5.0	59.0	73.0
This study	Northern Iceland	is028w	is028	FS-FD:SO-POM	pmagpy-2.129	264.0	5.0	59.0	84.0
This study	Northern Iceland	is029a	is029	FS-FD:SO-POM	pmagpy-2.129	252.0	5.0	59.0	64.0
This study	Northern Iceland	is029b	is029	FS-FD:SO-POM	pmagpy-2.129	241.0	5.0	59.0	54.0
This study	Northern Iceland	is029c	is029	FS-FD:SO-POM	pmagpy-2.129	251.0	5.0	59.0	58.0
This study	Northern Iceland	is029d	is029	FS-FD:SO-POM	pmagpy-2.129	218.0	5.0	59.0	44.0
This study	Northern Iceland	is029e	is029	FS-FD:SO-POM	pmagpy-2.129	232.0	5.0	59.0	59.0
This study	Northern Iceland	is029f	is029	FS-FD:SO-POM	pmagpy-2.129	219.0	5.0	59.0	88.0
This study	Northern Iceland	is030a	is030	FS-FD:SO-POM	pmagpy-2.129	232.0	5.0	59.0	75.0
This study	Northern Iceland	is030b	is030	FS-FD:SO-POM	pmagpy-2.129	222.0	5.0	59.0	74.0
This study	Northern Iceland	is030c	is030	FS-FD:SO-POM	pmagpy-2.129	256.0	5.0	59.0	62.0
This study	Northern Iceland	is030d	is030	FS-FD:SO-POM	pmagpy-2.129	255.0	5.0	59.0	72.0
This study	Northern Iceland	is030e	is030	FS-FD:SO-POM	pmagpy-2.129	249.0	5.0	59.0	63.0
This study	Northern Iceland	is030f	is030	FS-FD:SO-POM	pmagpy-2.129	187.0	5.0	59.0	74.0
This study	Northern Iceland	is030g	is030	FS-FD:SO-POM	pmagpy-2.129	240.0	5.0	59.0	61.0
This study	Northern Iceland	is030h	is030	FS-FD:SO-POM	pmagpy-2.129	206.0	5.0	59.0	63.0
This study	Northern Iceland	is030i	is030	FS-FD:SO-POM	pmagpy-2.129	197.0	5.0	59.0	64.0
This study	Northern Iceland	is031a	is031	FS-FD:SO-POM	pmagpy-2.129	261.0	5.0	59.0	70.0
This study	Northern Iceland	is031b	is031	FS-FD:SO-POM	pmagpy-2.129	191.0	5.0	59.0	15.0
This study	Northern Iceland	is031c	is031	FS-FD:SO-POM	pmagpy-2.129	255.0	5.0	59.0	74.0
This study	Northern Iceland	is031d	is031	FS-FD:SO-POM	pmagpy-2.129	253.0	5.0	59.0	74.0
This study	Northern Iceland	is031e	is031	FS-FD:SO-POM	pmagpy-2.129	256.0	5.0	59.0	70.0
This study	Northern Iceland	is031f	is031	FS-FD:SO-POM	pmagpy-2.129	195.0	5.0	59.0	80.0
This study	Northern Iceland	is031g	is031	FS-FD:SO-POM	pmagpy-2.129	200.0	5.0	59.0	82.0
This study	Northern Iceland	is031h	is031	FS-FD:SO-POM	pmagpy-2.129	200.0	5.0	59.0	67.0
This study	Northern Iceland	is032a	is032	FS-FD:SO-POM	pmagpy-2.129	197.0	5.0	59.0	85.0
This study	Northern Iceland	is032b	is032	FS-FD:SO-POM	pmagpy-2.129	197.0	5.0	59.0	61.0
This study	Northern Iceland	is032c	is032	FS-FD:SO-POM	pmagpy-2.129	183.0	5.0	59.0	71.0
This study	Northern Iceland	is032d	is032	FS-FD:SO-POM	pmagpy-2.129	180.0	5.0	59.0	63.0
This study	Northern Iceland	is032e	is032	FS-FD:SO-POM	pmagpy-2.129	179.0	5.0	59.0	76.0
This study	Northern Iceland	is032f	is032	FS-FD:SO-POM	pmagpy-2.129	141.0	5.0	59.0	55.0
This study	Northern Iceland	is032g	is032	FS-FD:SO-POM	pmagpy-2.129	288.0	5.0	59.0	67.0
This study	Northern Iceland	is032h	is032	FS-FD:SO-POM	pmagpy-2.129	308.0	5.0	59.0	65.0
This study	Northern Iceland	is032i	is032	FS-FD:SO-POM	pmagpy-2.129	277.0	5.0	59.0	92.0
This study	Northern Iceland	is033a	is033	FS-FD:SO-POM	pmagpy-2.129	188.0	5.0	59.0	63.0
This study	Northern Iceland	is033b	is033	FS-FD:SO-POM	pmagpy-2.129	271.0	5.0	59.0	98.0
This study	Northern Iceland	is033c	is033	FS-FD:SO-POM	pmagpy-2.129	214.0	5.0	59.0	75.0
This study	Northern Iceland	is033d	is033	FS-FD:SO-POM	pmagpy-2.129	316.0	5.0	59.0	72.0
This study	Northern Iceland	is033e	is033	FS-FD:SO-POM	pmagpy-2.129	293.0	5.0	59.0	59.0
This study	Northern Iceland	is033f	is033	FS-FD:SO-POM	pmagpy-2.129	290.0	5.0	59.0	55.0
This study	Northern Iceland	is033g	is033	FS-FD:SO-POM	pmagpy-2.129	193.0	5.0	59.0	60.0
This study	Northern Iceland	is033h	is033	FS-FD:SO-POM	pmagpy-2.129	251.0	5.0	59.0	61.0
This study	Northern Iceland	is034a	is034	FS-FD:SO-POM	pmagpy-2.129	271.0	5.0	59.0	63.0
This study	Northern Iceland	is034b	is034	FS-FD:SO-POM	pmagpy-2.129	275.0	5.0	59.0	71.0
This study	Northern Iceland	is034c	is034	FS-FD:SO-POM	pmagpy-2.129	249.0	5.0	59.0	78.0
This study	Northern Iceland	is034d	is034	FS-FD:SO-POM	pmagpy-2.129	203.0	5.0	59.0	61.0
This study	Northern Iceland	is034e	is034	FS-FD:SO-POM	pmagpy-2.129	171.0	5.0	59.0	72.0
This study	Northern Iceland	is034f	is034	FS-FD:SO-POM	pmagpy-2.129	243.0	5.0	59.0	65.0
This study	Northern Iceland	is034g	is034	FS-FD:SO-POM	pmagpy-2.129	246.0	5.0	59.0	60.0
This study	Northern Iceland	is034h	is034	FS-FD:SO-POM	pmagpy-2.129	177.0	5.0	59.0	74.0
This study	Northern Iceland	is034i	is034	FS-FD:SO-POM	pmagpy-2.129	232.0	5.0	59.0	69.0
This study	Northern Iceland	is034j	is034	FS-FD:SO-POM	pmagpy-2.129	246.0	5.0	59.0	69.0
This study	Northern Iceland	is034k	is034	FS-FD:SO-POM	pmagpy-2.129	259.0	5.0	59.0	61.0
This study	Northern Iceland	is034l	is034	FS-FD:SO-POM	pmagpy-2.129	239.0	5.0	59.0	39.0
This study	Northern Iceland	is035a	is035	FS-FD:SO-POM	pmagpy-2.129	231.0	5.0	59.0	81.0
This study	Northern Iceland	is035c	is035	FS-FD:SO-POM	pmagpy-2.129	227.0	5.0	59.0	88.0
This study	Northern Iceland	is035d	is035	FS-FD:SO-POM	pmagpy-2.129	270.0	5.0	59.0	48.0
This study	Northern Iceland	is035e	is035	FS-FD:SO-POM	pmagpy-2.129	234.0	5.0	59.0	57.0
This study	Northern Iceland	is035f	is035	FS-FD:SO-POM	pmagpy-2.129	276.0	5.0	59.0	75.0
This study	Northern Iceland	is035g	is035	FS-FD:SO-POM	pmagpy-2.129	199.0	5.0	59.0	52.0
This study	Northern Iceland	is035h	is035	FS-FD:SO-POM	pmagpy-2.129	214.0	5.0	59.0	63.0
This study	Northern Iceland	is036a	is036	FS-FD:SO-POM	pmagpy-2.129	169.0	5.0	59.0	70.0
This study	Northern Iceland	is036b	is036	FS-FD:SO-POM	pmagpy-2.129	227.0	5.0	59.0	75.0
This study	Northern Iceland	is036c	is036	FS-FD:SO-POM	pmagpy-2.129	233.0	5.0	59.0	56.0
This study	Northern Iceland	is036d	is036	FS-FD:SO-POM	pmagpy-2.129	215.0	5.0	59.0	39.0
This study	Northern Iceland	is036e	is036	FS-FD:SO-POM	pmagpy-2.129	215.0	5.0	59.0	78.0
This study	Northern Iceland	is036f	is036	FS-FD:SO-POM	pmagpy-2.129	211.0	5.0	59.0	71.0
This study	Northern Iceland	is036g	is036	FS-FD:SO-POM	pmagpy-2.129	211.0	5.0	59.0	69.0
This study	Northern Iceland	is036h	is036	FS-FD:SO-POM	pmagpy-2.129	201.0	5.0	59.0	63.0
This study	Northern Iceland	is037a	is037	FS-FD:SO-POM	pmagpy-2.129	256.0	5.0	59.0	63.0
This study	Northern Iceland	is037b	is037	FS-FD:SO-POM	pmagpy-2.129	257.0	5.0	59.0	78.0
This study	Northern Iceland	is037c	is037	FS-FD:SO-POM	pmagpy-2.129	220.0	5.0	59.0	72.0
This study	Northern Iceland	is037d	is037	FS-FD:SO-POM	pmagpy-2.129	250.0	5.0	59.0	85.0
This study	Northern Iceland	is037e	is037	FS-FD:SO-POM	pmagpy-2.129	233.0	5.0	59.0	80.0
This study	Northern Iceland	is037f	is037	FS-FD:SO-POM	pmagpy-2.129	202.0	5.0	59.0	73.0
This study	Northern Iceland	is037g	is037	FS-FD:SO-POM	pmagpy-2.129	180.0	5.0	59.0	73.0
This study	Northern Iceland	is037h	is037	FS-FD:SO-POM	pmagpy-2.129	234.0	5.0	59.0	94.0
This study	Northern Iceland	is037i	is037	FS-FD:SO-POM	pmagpy-2.129	191.0	5.0	59.0	29.0
This study	Northern Iceland	is038a	is038	FS-FD:SO-POM	pmagpy-2.129	212.0	5.0	59.0	66.0
This study	Northern Iceland	is038b	is038	FS-FD:SO-POM	pmagpy-2.129	220.0	5.0	59.0	63.0
This study	Northern Iceland	is038c	is038	FS-FD:SO-POM	pmagpy-2.129	219.0	5.0	59.0	57.0
This study	Northern Iceland	is038d	is038	FS-FD:SO-POM	pmagpy-2.129	232.0	5.0	59.0	65.0
This study	Northern Iceland	is038e	is038	FS-FD:SO-POM	pmagpy-2.129	173.0	5.0	59.0	57.0
This study	Northern Iceland	is039a	is039	FS-FD:SO-POM	pmagpy-2.129	222.0	5.0	59.0	71.0
This study	Northern Iceland	is039b	is039	FS-FD:SO-POM	pmagpy-2.129	289.0	5.0	59.0	82.0
This study	Northern Iceland	is039c	is039	FS-FD:SO-POM	pmagpy-2.129	208.0	5.0	59.0	66.0
This study	Northern Iceland	is039d	is039	FS-FD:SO-POM	pmagpy-2.129	143.0	5.0	59.0	64.0
This study	Northern Iceland	is039e	is039	FS-FD:SO-POM	pmagpy-2.129	171.0	5.0	59.0	66.0
This study	Northern Iceland	is039f	is039	FS-FD:SO-POM	pmagpy-2.129	161.0	5.0	59.0	66.0
This study	Northern Iceland	is039g	is039	FS-FD:SO-POM	pmagpy-2.129	164.0	5.0	59.0	62.0
This study	Northern Iceland	is039h	is039	FS-FD:SO-POM	pmagpy-2.129	163.0	5.0	59.0	77.0
This study	Northern Iceland	is039i	is039	FS-FD:SO-POM	pmagpy-2.129	93.0	5.0	59.0	75.0
This study	Northern Iceland	is040a	is040	FS-FD:SO-POM	pmagpy-2.129	212.0	5.0	59.0	35.0
This study	Northern Iceland	is040b	is040	FS-FD:SO-POM	pmagpy-2.129	243.0	5.0	59.0	43.0
This study	Northern Iceland	is040c	is040	FS-FD:SO-POM	pmagpy-2.129	240.0	5.0	59.0	57.0
This study	Northern Iceland	is040d	is040	FS-FD:SO-POM	pmagpy-2.129	203.0	5.0	59.0	43.0
This study	Northern Iceland	is040e	is040	FS-FD:SO-POM	pmagpy-2.129	224.0	5.0	59.0	29.0
This study	Northern Iceland	is040f	is040	FS-FD:SO-POM	pmagpy-2.129	187.0	5.0	59.0	33.0
This study	Northern Iceland	is040g	is040	FS-FD:SO-POM	pmagpy-2.129	180.0	5.0	59.0	35.0
This study	Northern Iceland	is040h	is040	FS-FD:SO-POM	pmagpy-2.129	303.0	5.0	59.0	85.0
This study	Northern Iceland	is040i	is040	FS-FD:SO-POM	pmagpy-2.129	283.0	5.0	59.0	79.0
This study	Northern Iceland	is040j	is040	FS-FD:SO-POM	pmagpy-2.129	203.0	5.0	59.0	78.0
This study	Northern Iceland	is041a	is041	FS-FD:SO-POM	pmagpy-2.129	243.0	5.0	59.0	70.0
This study	Northern Iceland	is041b	is041	FS-FD:SO-POM	pmagpy-2.129	247.0	5.0	59.0	67.0
This study	Northern Iceland	is041c	is041	FS-FD:SO-POM	pmagpy-2.129	179.0	5.0	59.0	73.0
This study	Northern Iceland	is041d	is041	FS-FD:SO-POM	pmagpy-2.129	222.0	5.0	59.0	81.0
This study	Northern Iceland	is041e	is041	FS-FD:SO-POM	pmagpy-2.129	209.0	5.0	59.0	60.0
This study	Northern Iceland	is041f	is041	FS-FD:SO-POM	pmagpy-2.129	250.0	5.0	59.0	60.0
This study	Northern Iceland	is041g	is041	FS-FD:SO-POM	pmagpy-2.129	267.0	5.0	59.0	82.0
This study	Northern Iceland	is041h	is041	FS-FD:SO-POM	pmagpy-2.129	341.0	5.0	59.0	41.0
This study	Northern Iceland	is041i	is041	FS-FD:SO-POM	pmagpy-2.129	273.0	5.0	59.0	55.0
This study	Northern Iceland	is041j	is041	FS-FD:SO-POM	pmagpy-2.129	299.0	5.0	59.0	22.0
This study	Northern Iceland	is041k	is041	FS-FD:SO-POM	pmagpy-2.129	220.0	5.0	59.0	50.0
This study	Northern Iceland	is041l	is041	FS-FD:SO-POM	pmagpy-2.129	212.0	5.0	59.0	61.0
This study	Northern Iceland	is041m	is041	FS-FD:SO-POM	pmagpy-2.129	241.0	5.0	59.0	39.0
This study	Northern Iceland	is041n	is041	FS-FD:SO-POM	pmagpy-2.129	261.0	5.0	59.0	41.0
This study	Northern Iceland	is042a	is042	FS-FD:SO-POM	pmagpy-2.129	228.0	5.0	59.0	49.0
This study	Northern Iceland	is042b	is042	FS-FD:SO-POM	pmagpy-2.129	220.0	5.0	59.0	31.0
This study	Northern Iceland	is042c	is042	FS-FD:SO-POM	pmagpy-2.129	242.0	5.0	59.0	17.0
This study	Northern Iceland	is042d	is042	FS-FD:SO-POM	pmagpy-2.129	215.0	5.0	59.0	60.0
This study	Northern Iceland	is042e	is042	FS-FD:SO-POM	pmagpy-2.129	208.0	5.0	59.0	72.0
This study	Northern Iceland	is042f	is042	FS-FD:SO-POM	pmagpy-2.129	231.0	5.0	59.0	65.0
This study	Northern Iceland	is042g	is042	FS-FD:SO-POM	pmagpy-2.129	236.0	5.0	59.0	50.0
This study	Northern Iceland	is042h	is042	FS-FD:SO-POM	pmagpy-2.129	234.0	5.0	59.0	28.0
This study	Northern Iceland	is043a	is043	FS-FD:SO-POM	pmagpy-2.129	258.0	5.0	59.0	34.0
This study	Northern Iceland	is043b	is043	FS-FD:SO-POM	pmagpy-2.129	188.0	5.0	59.0	36.0
This study	Northern Iceland	is043c	is043	FS-FD:SO-POM	pmagpy-2.129	253.0	5.0	59.0	15.0
This study	Northern Iceland	is043d	is043	FS-FD:SO-POM	pmagpy-2.129	200.0	5.0	59.0	40.0
This study	Northern Iceland	is043e	is043	FS-FD:SO-POM	pmagpy-2.129	271.0	5.0	59.0	18.0
This study	Northern Iceland	is043f	is043	FS-FD:SO-POM	pmagpy-2.129	234.0	5.0	59.0	52.0
This study	Northern Iceland	is043g	is043	FS-FD:SO-POM	pmagpy-2.129	272.0	5.0	59.0	61.0
This study	Northern Iceland	is044a	is044	FS-FD:SO-POM	pmagpy-2.129	260.0	5.0	59.0	64.0
This study	Northern Iceland	is044b	is044	FS-FD:SO-POM	pmagpy-2.129	183.0	5.0	59.0	91.0
This study	Northern Iceland	is044c	is044	FS-FD:SO-POM	pmagpy-2.129	188.0	5.0	59.0	79.0
This study	Northern Iceland	is044d	is044	FS-FD:SO-POM	pmagpy-2.129	217.0	5.0	59.0	78.0
This study	Northern Iceland	is044e	is044	FS-FD:SO-POM	pmagpy-2.129	196.0	5.0	59.0	25.0
This study	Northern Iceland	is045a	is045	FS-FD:SO-POM	pmagpy-2.129	192.0	5.0	59.0	19.0
This study	Northern Iceland	is045b	is045	FS-FD:SO-POM	pmagpy-2.129	249.0	5.0	59.0	71.0
This study	Northern Iceland	is045c	is045	FS-FD:SO-POM	pmagpy-2.129	220.0	5.0	59.0	55.0
This study	Northern Iceland	is045d	is045	FS-FD:SO-POM	pmagpy-2.129	209.0	5.0	59.0	51.0
This study	Northern Iceland	is045e	is045	FS-FD:SO-POM	pmagpy-2.129	212.0	5.0	59.0	34.0
This study	Northern Iceland	is045f	is045	FS-FD:SO-POM	pmagpy-2.129	228.0	5.0	59.0	30.0
This study	Northern Iceland	is045g	is045	FS-FD:SO-POM	pmagpy-2.129	190.0	5.0	59.0	39.0
This study	Northern Iceland	is046a	is046	FS-FD:SO-POM	pmagpy-2.129	182.0	5.0	59.0	46.0
This study	Northern Iceland	is046b	is046	FS-FD:SO-POM	pmagpy-2.129	206.0	5.0	59.0	51.0
This study	Northern Iceland	is046c	is046	FS-FD:SO-POM	pmagpy-2.129	260.0	5.0	59.0	68.0
This study	Northern Iceland	is046d	is046	FS-FD:SO-POM	pmagpy-2.129	216.0	5.0	59.0	61.0
This study	Northern Iceland	is046e	is046	FS-FD:SO-POM	pmagpy-2.129	255.0	5.0	59.0	26.0
This study	Northern Iceland	is046f	is046	FS-FD:SO-POM	pmagpy-2.129	235.0	5.0	59.0	62.0
This study	Northern Iceland	is047a	is047	FS-FD:SO-POM	pmagpy-2.129	116.0	5.0	59.0	70.0
This study	Northern Iceland	is047b	is047	FS-FD:SO-POM	pmagpy-2.129	198.0	5.0	59.0	82.0
This study	Northern Iceland	is047c	is047	FS-FD:SO-POM	pmagpy-2.129	182.0	5.0	59.0	55.0
This study	Northern Iceland	is047d	is047	FS-FD:SO-POM	pmagpy-2.129	179.0	5.0	59.0	28.0
This study	Northern Iceland	is047e	is047	FS-FD:SO-POM	pmagpy-2.129	173.0	5.0	59.0	59.0
This study	Northern Iceland	is047f	is047	FS-FD:SO-POM	pmagpy-2.129	160.0	5.0	59.0	69.0
This study	Northern Iceland	is047g	is047	FS-FD:SO-POM	pmagpy-2.129	135.0	5.0	59.0	32.0
This study	Northern Iceland	is047h	is047	FS-FD:SO-POM	pmagpy-2.129	237.0	5.0	59.0	39.0
This study	Northern Iceland	is047i	is047	FS-FD:SO-POM	pmagpy-2.129	244.0	5.0	59.0	53.0
This study	Northern Iceland	is048a	is048	FS-FD:SO-POM	pmagpy-2.129	148.0	5.0	59.0	59.0
This study	Northern Iceland	is048b	is048	FS-FD:SO-POM	pmagpy-2.129	174.0	5.0	59.0	24.0
This study	Northern Iceland	is048c	is048	FS-FD:SO-POM	pmagpy-2.129	249.0	5.0	59.0	29.0
This study	Northern Iceland	is048d	is048	FS-FD:SO-POM	pmagpy-2.129	216.0	5.0	59.0	64.0
This study	Northern Iceland	is048e	is048	FS-FD:SO-POM	pmagpy-2.129	249.0	5.0	59.0	91.0
This study	Northern Iceland	is048f	is048	FS-FD:SO-POM	pmagpy-2.129	170.0	5.0	59.0	70.0
This study	Northern Iceland	is048g	is048	FS-FD:SO-POM	pmagpy-2.129	225.0	5.0	59.0	47.0
This study	Northern Iceland	is048h	is048	FS-FD:SO-POM	pmagpy-2.129	221.0	5.0	59.0	61.0
This study	Northern Iceland	is048i	is048	FS-FD:SO-POM	pmagpy-2.129	203.0	5.0	59.0	72.0
This study	Northern Iceland	is049a	is049	FS-FD:SO-POM	pmagpy-2.129	146.0	5.0	59.0	56.0
This study	Northern Iceland	is049b	is049	FS-FD:SO-POM	pmagpy-2.129	241.0	5.0	59.0	37.0
This study	Northern Iceland	is049c	is049	FS-FD:SO-POM	pmagpy-2.129	285.0	5.0	59.0	74.0
This study	Northern Iceland	is049d	is049	FS-FD:SO-POM	pmagpy-2.129	170.0	5.0	59.0	63.0
This study	Northern Iceland	is049e	is049	FS-FD:SO-POM	pmagpy-2.129	247.0	5.0	59.0	61.0
This study	Northern Iceland	is049f	is049	FS-FD:SO-POM	pmagpy-2.129	206.0	5.0	59.0	30.0
This study	Northern Iceland	is049g	is049	FS-FD:SO-POM	pmagpy-2.129	249.0	5.0	59.0	60.0
This study	Northern Iceland	is049h	is049	FS-FD:SO-POM	pmagpy-2.129	272.0	5.0	59.0	35.0
This study	Northern Iceland	is049i	is049	FS-FD:SO-POM	pmagpy-2.129	230.0	5.0	59.0	56.0
This study	Northern Iceland	is050a	is050	FS-FD:SO-POM	pmagpy-2.129	184.0	5.0	59.0	22.0
This study	Northern Iceland	is050b	is050	FS-FD:SO-POM	pmagpy-2.129	229.0	5.0	59.0	48.0
This study	Northern Iceland	is050c	is050	FS-FD:SO-POM	pmagpy-2.129	189.0	5.0	59.0	16.0
This study	Northern Iceland	is050d	is050	FS-FD:SO-POM	pmagpy-2.129	241.0	5.0	59.0	60.0
This study	Northern Iceland	is050e	is050	FS-FD:SO-POM	pmagpy-2.129	216.0	5.0	59.0	32.0
This study	Northern Iceland	is050f	is050	FS-FD:SO-POM	pmagpy-2.129	239.0	5.0	59.0	56.0
This study	Northern Iceland	is050g	is050	FS-FD:SO-POM	pmagpy-2.129	205.0	5.0	59.0	43.0
This study	Northern Iceland	is050h	is050	FS-FD:SO-POM	pmagpy-2.129	152.0	5.0	59.0	42.0
This study	Northern Iceland	is051a	is051	FS-FD:SO-POM	pmagpy-2.129	163.0	5.0	59.0	73.0
