tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	magic_software_packages	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_dip
This study	Northern Iceland	is051b	is051	FS-FD:SO-POM	pmagpy-2.129	168.0	5.0	59.0	67.0
This study	Northern Iceland	is051c	is051	FS-FD:SO-POM	pmagpy-2.129	276.0	5.0	59.0	77.0
This study	Northern Iceland	is051d	is051	FS-FD:SO-POM	pmagpy-2.129	251.0	5.0	59.0	42.0
This study	Northern Iceland	is051e	is051	FS-FD:SO-POM	pmagpy-2.129	235.0	5.0	59.0	76.0
This study	Northern Iceland	is051f	is051	FS-FD:SO-POM	pmagpy-2.129	199.0	5.0	59.0	51.0
This study	Northern Iceland	is051g	is051	FS-FD:SO-POM	pmagpy-2.129	212.0	5.0	59.0	50.0
This study	Northern Iceland	is051h	is051	FS-FD:SO-POM	pmagpy-2.129	196.0	5.0	59.0	63.0
This study	Northern Iceland	is051i	is051	FS-FD:SO-POM	pmagpy-2.129	292.0	5.0	59.0	79.0
This study	Northern Iceland	is051j	is051	FS-FD:SO-POM	pmagpy-2.129	228.0	5.0	59.0	52.0
This study	Northern Iceland	is052a	is052	FS-FD:SO-POM	pmagpy-2.129	211.0	5.0	59.0	71.0
This study	Northern Iceland	is052b	is052	FS-FD:SO-POM	pmagpy-2.129	194.0	5.0	59.0	67.0
This study	Northern Iceland	is052c	is052	FS-FD:SO-POM	pmagpy-2.129	231.0	5.0	59.0	32.0
This study	Northern Iceland	is052d	is052	FS-FD:SO-POM	pmagpy-2.129	213.0	5.0	59.0	64.0
This study	Northern Iceland	is052e	is052	FS-FD:SO-POM	pmagpy-2.129	221.0	5.0	59.0	67.0
This study	Northern Iceland	is052f	is052	FS-FD:SO-POM	pmagpy-2.129	204.0	5.0	59.0	42.0
This study	Northern Iceland	is052g	is052	FS-FD:SO-POM	pmagpy-2.129	280.0	5.0	59.0	73.0
This study	Northern Iceland	is052h	is052	FS-FD:SO-POM	pmagpy-2.129	215.0	5.0	59.0	71.0
This study	Northern Iceland	is052i	is052	FS-FD:SO-POM	pmagpy-2.129	181.0	5.0	59.0	29.0
This study	Northern Iceland	is052j	is052	FS-FD:SO-POM	pmagpy-2.129	248.0	5.0	59.0	64.0
This study	Northern Iceland	is053a	is053	FS-FD:SO-POM	pmagpy-2.129	209.0	5.0	59.0	63.0
This study	Northern Iceland	is053b	is053	FS-FD:SO-POM	pmagpy-2.129	280.0	5.0	59.0	67.0
This study	Northern Iceland	is053c	is053	FS-FD:SO-POM	pmagpy-2.129	205.0	5.0	59.0	66.0
This study	Northern Iceland	is053d	is053	FS-FD:SO-POM	pmagpy-2.129	243.0	5.0	59.0	67.0
This study	Northern Iceland	is053e	is053	FS-FD:SO-POM	pmagpy-2.129	184.0	5.0	59.0	67.0
This study	Northern Iceland	is053f	is053	FS-FD:SO-POM	pmagpy-2.129	190.0	5.0	59.0	74.0
This study	Northern Iceland	is053g	is053	FS-FD:SO-POM	pmagpy-2.129	303.0	5.0	59.0	60.0
This study	Northern Iceland	is053h	is053	FS-FD:SO-POM	pmagpy-2.129	258.0	5.0	59.0	71.0
This study	Northern Iceland	is053i	is053	FS-FD:SO-POM	pmagpy-2.129	177.0	5.0	59.0	57.0
This study	Northern Iceland	is053j	is053	FS-FD:SO-POM	pmagpy-2.129	206.0	5.0	59.0	56.0
This study	Northern Iceland	is053k	is053	FS-FD:SO-POM	pmagpy-2.129	296.0	5.0	59.0	70.0
This study	Northern Iceland	is053l	is053	FS-FD:SO-POM	pmagpy-2.129	186.0	5.0	59.0	60.0
This study	Northern Iceland	is053m	is053	FS-FD:SO-POM	pmagpy-2.129	273.0	5.0	59.0	69.0
This study	Northern Iceland	is053n	is053	FS-FD:SO-POM	pmagpy-2.129	263.0	5.0	59.0	62.0
This study	Northern Iceland	is053o	is053	FS-FD:SO-POM	pmagpy-2.129	267.0	5.0	59.0	62.0
This study	Northern Iceland	is054a	is054	FS-FD:SO-POM	pmagpy-2.129	284.0	5.0	59.0	76.0
This study	Northern Iceland	is054b	is054	FS-FD:SO-POM	pmagpy-2.129	220.0	5.0	59.0	61.0
This study	Northern Iceland	is054c	is054	FS-FD:SO-POM	pmagpy-2.129	246.0	5.0	59.0	70.0
This study	Northern Iceland	is054d	is054	FS-FD:SO-POM	pmagpy-2.129	190.0	5.0	59.0	66.0
This study	Northern Iceland	is054e	is054	FS-FD:SO-POM	pmagpy-2.129	260.0	5.0	59.0	60.0
This study	Northern Iceland	is054f	is054	FS-FD:SO-POM	pmagpy-2.129	180.0	5.0	59.0	63.0
This study	Northern Iceland	is054g	is054	FS-FD:SO-POM	pmagpy-2.129	188.0	5.0	59.0	62.0
This study	Northern Iceland	is054h	is054	FS-FD:SO-POM	pmagpy-2.129	272.0	5.0	59.0	62.0
This study	Northern Iceland	is054i	is054	FS-FD:SO-POM	pmagpy-2.129	170.0	5.0	59.0	67.0
This study	Northern Iceland	is054j	is054	FS-FD:SO-POM	pmagpy-2.129	207.0	5.0	59.0	64.0
This study	Northern Iceland	is055a	is055	FS-FD:SO-POM	pmagpy-2.129	218.0	5.0	59.0	71.0
This study	Northern Iceland	is055b	is055	FS-FD:SO-POM	pmagpy-2.129	232.0	5.0	59.0	61.0
This study	Northern Iceland	is055c	is055	FS-FD:SO-POM	pmagpy-2.129	251.0	5.0	59.0	62.0
This study	Northern Iceland	is055d	is055	FS-FD:SO-POM	pmagpy-2.129	245.0	5.0	59.0	52.0
This study	Northern Iceland	is055e	is055	FS-FD:SO-POM	pmagpy-2.129	280.0	5.0	59.0	65.0
This study	Northern Iceland	is055f	is055	FS-FD:SO-POM	pmagpy-2.129	233.0	5.0	59.0	57.0
This study	Northern Iceland	is055g	is055	FS-FD:SO-POM	pmagpy-2.129	301.0	5.0	59.0	33.0
This study	Northern Iceland	is055h	is055	FS-FD:SO-POM	pmagpy-2.129	188.0	5.0	59.0	64.0
This study	Northern Iceland	is056a	is056	FS-FD:SO-POM	pmagpy-2.129	205.0	5.0	59.0	53.0
This study	Northern Iceland	is056b	is056	FS-FD:SO-POM	pmagpy-2.129	164.0	5.0	59.0	56.0
This study	Northern Iceland	is056c	is056	FS-FD:SO-POM	pmagpy-2.129	234.0	5.0	59.0	46.0
This study	Northern Iceland	is056d	is056	FS-FD:SO-POM	pmagpy-2.129	197.0	5.0	59.0	49.0
This study	Northern Iceland	is056e	is056	FS-FD:SO-POM	pmagpy-2.129	245.0	5.0	59.0	59.0
This study	Northern Iceland	is056f	is056	FS-FD:SO-POM	pmagpy-2.129	209.0	5.0	59.0	70.0
This study	Northern Iceland	is056g	is056	FS-FD:SO-POM	pmagpy-2.129	261.0	5.0	59.0	50.0
This study	Northern Iceland	is056h	is056	FS-FD:SO-POM	pmagpy-2.129	198.0	5.0	59.0	66.0
This study	Northern Iceland	is101a	is101	FS-FD:SO-POM	pmagpy-2.129	22.0	6.0	55.0	12.0
This study	Northern Iceland	is101b	is101	FS-FD:SO-POM	pmagpy-2.129	325.0	6.0	55.0	43.0
This study	Northern Iceland	is101c	is101	FS-FD:SO-POM	pmagpy-2.129	26.0	6.0	55.0	40.0
This study	Northern Iceland	is101d	is101	FS-FD:SO-POM	pmagpy-2.129	331.0	6.0	55.0	26.0
This study	Northern Iceland	is101e	is101	FS-FD:SO-POM	pmagpy-2.129	33.0	6.0	55.0	54.0
This study	Northern Iceland	is101f	is101	FS-FD:SO-POM	pmagpy-2.129	314.0	6.0	55.0	14.0
This study	Northern Iceland	is101g	is101	FS-FD:SO-POM	pmagpy-2.129	313.0	6.0	55.0	32.0
This study	Northern Iceland	is101h	is101	FS-FD:SO-POM	pmagpy-2.129	338.0	6.0	55.0	51.0
This study	Northern Iceland	is101i	is101	FS-FD:SO-POM	pmagpy-2.129	40.0	6.0	55.0	56.0
This study	Northern Iceland	is101j	is101	FS-FD:SO-POM	pmagpy-2.129	338.0	6.0	55.0	13.0
This study	Northern Iceland	is102a	is102	FS-FD:SO-POM	pmagpy-2.129	39.0	6.0	55.0	31.0
This study	Northern Iceland	is102b	is102	FS-FD:SO-POM	pmagpy-2.129	16.0	6.0	55.0	52.0
This study	Northern Iceland	is102c	is102	FS-FD:SO-POM	pmagpy-2.129	32.0	6.0	55.0	36.0
This study	Northern Iceland	is102d	is102	FS-FD:SO-POM	pmagpy-2.129	78.0	6.0	55.0	74.0
This study	Northern Iceland	is102e	is102	FS-FD:SO-POM	pmagpy-2.129	269.0	6.0	55.0	64.0
This study	Northern Iceland	is102f	is102	FS-FD:SO-POM	pmagpy-2.129	302.0	6.0	55.0	58.0
This study	Northern Iceland	is102g	is102	FS-FD:SO-POM	pmagpy-2.129	228.0	6.0	55.0	69.0
This study	Northern Iceland	is102h	is102	FS-FD:SO-POM	pmagpy-2.129	220.0	6.0	55.0	38.0
This study	Northern Iceland	is102i	is102	FS-FD:SO-POM	pmagpy-2.129	112.0	6.0	55.0	35.0
This study	Northern Iceland	is102j	is102	FS-FD:SO-POM	pmagpy-2.129	63.0	6.0	55.0	6.0
This study	Northern Iceland	is102k	is102	FS-FD:SO-POM	pmagpy-2.129	32.0	6.0	55.0	12.0
This study	Northern Iceland	is102l	is102	FS-FD:SO-POM	pmagpy-2.129	29.0	6.0	55.0	18.0
This study	Northern Iceland	is102m	is102	FS-FD:SO-POM	pmagpy-2.129	233.0	6.0	55.0	60.0
This study	Northern Iceland	is102n	is102	FS-FD:SO-POM	pmagpy-2.129	69.0	6.0	55.0	66.0
This study	Northern Iceland	is102o	is102	FS-FD:SO-POM	pmagpy-2.129	42.0	6.0	55.0	73.0
This study	Northern Iceland	is103a	is103	FS-FD:SO-POM	pmagpy-2.129	36.0	6.0	55.0	51.0
This study	Northern Iceland	is103b	is103	FS-FD:SO-POM	pmagpy-2.129	71.0	6.0	55.0	33.0
This study	Northern Iceland	is103c	is103	FS-FD:SO-POM	pmagpy-2.129	346.0	6.0	55.0	24.0
This study	Northern Iceland	is103d	is103	FS-FD:SO-POM	pmagpy-2.129	95.0	6.0	55.0	8.0
This study	Northern Iceland	is103e	is103	FS-FD:SO-POM	pmagpy-2.129	345.0	6.0	55.0	44.0
This study	Northern Iceland	is103f	is103	FS-FD:SO-POM	pmagpy-2.129	55.0	6.0	55.0	45.0
This study	Northern Iceland	is103g	is103	FS-FD:SO-POM	pmagpy-2.129	328.0	6.0	55.0	22.0
This study	Northern Iceland	is103h	is103	FS-FD:SO-POM	pmagpy-2.129	83.0	6.0	55.0	23.0
This study	Northern Iceland	is103i	is103	FS-FD:SO-POM	pmagpy-2.129	320.0	6.0	55.0	41.0
This study	Northern Iceland	is103j	is103	FS-FD:SO-POM	pmagpy-2.129	55.0	6.0	55.0	45.0
This study	Northern Iceland	is103k	is103	FS-FD:SO-POM	pmagpy-2.129	37.0	6.0	55.0	38.0
This study	Northern Iceland	is104a	is104	FS-FD:SO-POM	pmagpy-2.129	29.0	6.0	55.0	29.0
This study	Northern Iceland	is104b	is104	FS-FD:SO-POM	pmagpy-2.129	323.0	6.0	55.0	40.0
This study	Northern Iceland	is104c	is104	FS-FD:SO-POM	pmagpy-2.129	222.0	6.0	55.0	26.0
This study	Northern Iceland	is104d	is104	FS-FD:SO-POM	pmagpy-2.129	33.0	6.0	55.0	48.0
This study	Northern Iceland	is104e	is104	FS-FD:SO-POM	pmagpy-2.129	330.0	6.0	55.0	56.0
This study	Northern Iceland	is104f	is104	FS-FD:SO-POM	pmagpy-2.129	359.0	6.0	55.0	57.0
This study	Northern Iceland	is104g	is104	FS-FD:SO-POM	pmagpy-2.129	73.0	6.0	55.0	12.0
This study	Northern Iceland	is104h	is104	FS-FD:SO-POM	pmagpy-2.129	126.0	6.0	55.0	12.0
This study	Northern Iceland	is104i	is104	FS-FD:SO-POM	pmagpy-2.129	62.0	6.0	55.0	18.0
This study	Northern Iceland	is104j	is104	FS-FD:SO-POM	pmagpy-2.129	88.0	6.0	55.0	25.0
This study	Northern Iceland	is104k	is104	FS-FD:SO-POM	pmagpy-2.129	360.0	6.0	55.0	54.0
This study	Northern Iceland	is104l	is104	FS-FD:SO-POM	pmagpy-2.129	348.0	6.0	55.0	31.0
This study	Northern Iceland	is104m	is104	FS-FD:SO-POM	pmagpy-2.129	320.0	6.0	55.0	62.0
This study	Northern Iceland	is104n	is104	FS-FD:SO-POM	pmagpy-2.129	340.0	6.0	55.0	50.0
This study	Northern Iceland	is104o	is104	FS-FD:SO-POM	pmagpy-2.129	59.0	6.0	55.0	39.0
This study	Northern Iceland	is105a	is105	FS-FD:SO-POM	pmagpy-2.129	26.0	6.0	55.0	33.0
This study	Northern Iceland	is105b	is105	FS-FD:SO-POM	pmagpy-2.129	60.0	6.0	55.0	62.0
This study	Northern Iceland	is105c	is105	FS-FD:SO-POM	pmagpy-2.129	347.0	6.0	55.0	38.0
This study	Northern Iceland	is105d	is105	FS-FD:SO-POM	pmagpy-2.129	71.0	6.0	55.0	56.0
This study	Northern Iceland	is105e	is105	FS-FD:SO-POM	pmagpy-2.129	61.0	6.0	55.0	27.0
This study	Northern Iceland	is105f	is105	FS-FD:SO-POM	pmagpy-2.129	13.0	6.0	55.0	50.0
This study	Northern Iceland	is105g	is105	FS-FD:SO-POM	pmagpy-2.129	49.0	6.0	55.0	74.0
This study	Northern Iceland	is105h	is105	FS-FD:SO-POM	pmagpy-2.129	50.0	6.0	55.0	22.0
This study	Northern Iceland	is105i	is105	FS-FD:SO-POM	pmagpy-2.129	9.0	6.0	55.0	21.0
This study	Northern Iceland	is105j	is105	FS-FD:SO-POM	pmagpy-2.129	342.0	6.0	55.0	12.0
This study	Northern Iceland	is105k	is105	FS-FD:SO-POM	pmagpy-2.129	33.0	6.0	55.0	26.0
This study	Northern Iceland	is105l	is105	FS-FD:SO-POM	pmagpy-2.129	36.0	6.0	55.0	57.0
This study	Northern Iceland	is105m	is105	FS-FD:SO-POM	pmagpy-2.129	67.0	6.0	55.0	36.0
This study	Northern Iceland	is105n	is105	FS-FD:SO-POM	pmagpy-2.129	59.0	6.0	55.0	29.0
This study	Northern Iceland	is105o	is105	FS-FD:SO-POM	pmagpy-2.129	155.0	6.0	55.0	31.0
This study	Northern Iceland	is105p	is105	FS-FD:SO-POM	pmagpy-2.129	147.0	6.0	55.0	20.0
This study	Northern Iceland	is106a	is106	FS-FD:SO-POM	pmagpy-2.129	41.0	6.0	55.0	38.0
This study	Northern Iceland	is106b	is106	FS-FD:SO-POM	pmagpy-2.129	64.0	6.0	55.0	99.0
This study	Northern Iceland	is106c	is106	FS-FD:SO-POM	pmagpy-2.129	29.0	6.0	55.0	69.0
This study	Northern Iceland	is106d	is106	FS-FD:SO-POM	pmagpy-2.129	10.0	6.0	55.0	66.0
This study	Northern Iceland	is106e	is106	FS-FD:SO-POM	pmagpy-2.129	16.0	6.0	55.0	77.0
This study	Northern Iceland	is106f	is106	FS-FD:SO-POM	pmagpy-2.129	331.0	6.0	55.0	76.0
This study	Northern Iceland	is106g	is106	FS-FD:SO-POM	pmagpy-2.129	326.0	6.0	55.0	75.0
This study	Northern Iceland	is106h	is106	FS-FD:SO-POM	pmagpy-2.129	43.0	6.0	55.0	89.0
This study	Northern Iceland	is106i	is106	FS-FD:SO-POM	pmagpy-2.129	342.0	6.0	55.0	78.0
This study	Northern Iceland	is106j	is106	FS-FD:SO-POM	pmagpy-2.129	344.0	6.0	55.0	75.0
This study	Northern Iceland	is106k	is106	FS-FD:SO-POM	pmagpy-2.129	5.0	6.0	55.0	81.0
This study	Northern Iceland	is106l	is106	FS-FD:SO-POM	pmagpy-2.129	1.0	6.0	55.0	40.0
This study	Northern Iceland	is106m	is106	FS-FD:SO-POM	pmagpy-2.129	4.0	6.0	55.0	36.0
This study	Northern Iceland	is106n	is106	FS-FD:SO-POM	pmagpy-2.129	73.0	6.0	55.0	32.0
This study	Northern Iceland	is106o	is106	FS-FD:SO-POM	pmagpy-2.129	56.0	6.0	55.0	19.0
This study	Northern Iceland	is106p	is106	FS-FD:SO-POM	pmagpy-2.129	73.0	6.0	55.0	13.0
This study	Northern Iceland	is106q	is106	FS-FD:SO-POM	pmagpy-2.129	128.0	6.0	55.0	34.0
This study	Northern Iceland	is106r	is106	FS-FD:SO-POM	pmagpy-2.129	11.0	6.0	55.0	26.0
This study	Northern Iceland	is106s	is106	FS-FD:SO-POM	pmagpy-2.129	345.0	6.0	55.0	27.0
This study	Northern Iceland	is106t	is106	FS-FD:SO-POM	pmagpy-2.129	354.0	6.0	55.0	25.0
This study	Northern Iceland	is106u	is106	FS-FD:SO-POM	pmagpy-2.129	48.0	6.0	55.0	25.0
This study	Northern Iceland	is106v	is106	FS-FD:SO-POM	pmagpy-2.129	23.0	6.0	55.0	16.0
This study	Northern Iceland	is106w	is106	FS-FD:SO-POM	pmagpy-2.129	14.0	6.0	55.0	55.0
This study	Northern Iceland	is106x	is106	FS-FD:SO-POM	pmagpy-2.129	27.0	6.0	55.0	54.0
This study	Northern Iceland	is107a	is107	FS-FD:SO-POM	pmagpy-2.129	27.0	6.0	55.0	20.0
This study	Northern Iceland	is107b	is107	FS-FD:SO-POM	pmagpy-2.129	10.0	6.0	55.0	90.0
This study	Northern Iceland	is107c	is107	FS-FD:SO-POM	pmagpy-2.129	33.0	6.0	55.0	39.0
This study	Northern Iceland	is107d	is107	FS-FD:SO-POM	pmagpy-2.129	9.0	6.0	55.0	41.0
This study	Northern Iceland	is107e	is107	FS-FD:SO-POM	pmagpy-2.129	7.0	6.0	55.0	49.0
This study	Northern Iceland	is107f	is107	FS-FD:SO-POM	pmagpy-2.129	288.0	6.0	55.0	10.0
This study	Northern Iceland	is107g	is107	FS-FD:SO-POM	pmagpy-2.129	16.0	6.0	55.0	55.0
This study	Northern Iceland	is107h	is107	FS-FD:SO-POM	pmagpy-2.129	322.0	6.0	55.0	68.0
This study	Northern Iceland	is107i	is107	FS-FD:SO-POM	pmagpy-2.129	349.0	6.0	55.0	34.0
This study	Northern Iceland	is107j	is107	FS-FD:SO-POM	pmagpy-2.129	273.0	6.0	55.0	41.0
This study	Northern Iceland	is107k	is107	FS-FD:SO-POM	pmagpy-2.129	14.0	6.0	55.0	30.0
This study	Northern Iceland	is107l	is107	FS-FD:SO-POM	pmagpy-2.129	18.0	6.0	55.0	16.0
This study	Northern Iceland	is107m	is107	FS-FD:SO-POM	pmagpy-2.129	74.0	6.0	55.0	28.0
This study	Northern Iceland	is107o	is107	FS-FD:SO-POM	pmagpy-2.129	351.0	6.0	55.0	8.0
This study	Northern Iceland	is108a	is108	FS-FD:SO-POM	pmagpy-2.129	358.0	6.0	55.0	31.0
This study	Northern Iceland	is108b	is108	FS-FD:SO-POM	pmagpy-2.129	57.0	6.0	55.0	22.0
This study	Northern Iceland	is108c	is108	FS-FD:SO-POM	pmagpy-2.129	351.0	6.0	55.0	23.0
This study	Northern Iceland	is108d	is108	FS-FD:SO-POM	pmagpy-2.129	6.0	6.0	55.0	27.0
This study	Northern Iceland	is108e	is108	FS-FD:SO-POM	pmagpy-2.129	4.0	6.0	55.0	25.0
This study	Northern Iceland	is108f	is108	FS-FD:SO-POM	pmagpy-2.129	319.0	6.0	55.0	73.0
This study	Northern Iceland	is108g	is108	FS-FD:SO-POM	pmagpy-2.129	51.0	6.0	55.0	50.0
This study	Northern Iceland	is108h	is108	FS-FD:SO-POM	pmagpy-2.129	265.0	6.0	55.0	6.0
This study	Northern Iceland	is108i	is108	FS-FD:SO-POM	pmagpy-2.129	315.0	6.0	55.0	28.0
This study	Northern Iceland	is109a	is109	FS-FD:SO-POM	pmagpy-2.129	29.0	6.0	55.0	39.0
This study	Northern Iceland	is109b	is109	FS-FD:SO-POM	pmagpy-2.129	29.0	6.0	55.0	66.0
This study	Northern Iceland	is109c	is109	FS-FD:SO-POM	pmagpy-2.129	41.0	6.0	55.0	69.0
This study	Northern Iceland	is109d	is109	FS-FD:SO-POM	pmagpy-2.129	4.0	6.0	55.0	37.0
This study	Northern Iceland	is109e	is109	FS-FD:SO-POM	pmagpy-2.129	2.0	6.0	55.0	34.0
This study	Northern Iceland	is109f	is109	FS-FD:SO-POM	pmagpy-2.129	341.0	6.0	55.0	42.0
This study	Northern Iceland	is109g	is109	FS-FD:SO-POM	pmagpy-2.129	321.0	6.0	55.0	32.0
This study	Northern Iceland	is109h	is109	FS-FD:SO-POM	pmagpy-2.129	24.0	6.0	55.0	30.0
This study	Northern Iceland	is110a	is110	FS-FD:SO-POM	pmagpy-2.129	41.0	6.0	55.0	37.0
This study	Northern Iceland	is110b	is110	FS-FD:SO-POM	pmagpy-2.129	347.0	6.0	55.0	82.0
This study	Northern Iceland	is110c	is110	FS-FD:SO-POM	pmagpy-2.129	4.0	6.0	55.0	67.0
This study	Northern Iceland	is110d	is110	FS-FD:SO-POM	pmagpy-2.129	154.0	6.0	55.0	17.0
This study	Northern Iceland	is110e	is110	FS-FD:SO-POM	pmagpy-2.129	154.0	6.0	55.0	18.0
This study	Northern Iceland	is110f	is110	FS-FD:SO-POM	pmagpy-2.129	24.0	6.0	55.0	46.0
This study	Northern Iceland	is110g	is110	FS-FD:SO-POM	pmagpy-2.129	2.0	6.0	55.0	44.0
This study	Northern Iceland	is111a	is111	FS-FD:SO-POM	pmagpy-2.129	314.0	6.0	55.0	46.0
This study	Northern Iceland	is111b	is111	FS-FD:SO-POM	pmagpy-2.129	337.0	6.0	55.0	46.0
This study	Northern Iceland	is111c	is111	FS-FD:SO-POM	pmagpy-2.129	3.0	6.0	55.0	49.0
This study	Northern Iceland	is111d	is111	FS-FD:SO-POM	pmagpy-2.129	310.0	6.0	55.0	15.0
This study	Northern Iceland	is111e	is111	FS-FD:SO-POM	pmagpy-2.129	35.0	6.0	55.0	53.0
This study	Northern Iceland	is111f	is111	FS-FD:SO-POM	pmagpy-2.129	29.0	6.0	55.0	40.0
This study	Northern Iceland	is111g	is111	FS-FD:SO-POM	pmagpy-2.129	297.0	6.0	55.0	53.0
This study	Northern Iceland	is111h	is111	FS-FD:SO-POM	pmagpy-2.129	287.0	6.0	55.0	60.0
This study	Northern Iceland	is111i	is111	FS-FD:SO-POM	pmagpy-2.129	299.0	6.0	55.0	40.0
This study	Northern Iceland	is111j	is111	FS-FD:SO-POM	pmagpy-2.129	38.0	6.0	55.0	23.0
This study	Northern Iceland	is112a	is112	FS-FD:SO-POM	pmagpy-2.129	19.0	6.0	55.0	26.0
This study	Northern Iceland	is112b	is112	FS-FD:SO-POM	pmagpy-2.129	20.0	6.0	55.0	41.0
This study	Northern Iceland	is112c	is112	FS-FD:SO-POM	pmagpy-2.129	46.0	6.0	55.0	61.0
This study	Northern Iceland	is112d	is112	FS-FD:SO-POM	pmagpy-2.129	14.0	6.0	55.0	52.0
This study	Northern Iceland	is112e	is112	FS-FD:SO-POM	pmagpy-2.129	17.0	6.0	55.0	45.0
This study	Northern Iceland	is112f	is112	FS-FD:SO-POM	pmagpy-2.129	287.0	6.0	55.0	58.0
This study	Northern Iceland	is112g	is112	FS-FD:SO-POM	pmagpy-2.129	297.0	6.0	55.0	58.0
This study	Northern Iceland	is112h	is112	FS-FD:SO-POM	pmagpy-2.129	234.0	6.0	55.0	65.0
This study	Northern Iceland	is112i	is112	FS-FD:SO-POM	pmagpy-2.129	62.0	6.0	55.0	64.0
This study	Northern Iceland	is112j	is112	FS-FD:SO-POM	pmagpy-2.129	136.0	6.0	55.0	23.0
This study	Northern Iceland	is112k	is112	FS-FD:SO-POM	pmagpy-2.129	330.0	6.0	55.0	21.0
This study	Northern Iceland	is113a	is113	FS-FD:SO-POM	pmagpy-2.129	73.0	6.0	55.0	49.0
This study	Northern Iceland	is113b	is113	FS-FD:SO-POM	pmagpy-2.129	89.0	6.0	55.0	50.0
This study	Northern Iceland	is113c	is113	FS-FD:SO-POM	pmagpy-2.129	80.0	6.0	55.0	76.0
This study	Northern Iceland	is113d	is113	FS-FD:SO-POM	pmagpy-2.129	9.0	6.0	55.0	90.0
This study	Northern Iceland	is113e	is113	FS-FD:SO-POM	pmagpy-2.129	5.0	6.0	55.0	83.0
This study	Northern Iceland	is113f	is113	FS-FD:SO-POM	pmagpy-2.129	103.0	6.0	55.0	64.0
This study	Northern Iceland	is113g	is113	FS-FD:SO-POM	pmagpy-2.129	63.0	6.0	55.0	57.0
This study	Northern Iceland	is113h	is113	FS-FD:SO-POM	pmagpy-2.129	55.0	6.0	55.0	56.0
This study	Northern Iceland	is113i	is113	FS-FD:SO-POM	pmagpy-2.129	111.0	6.0	55.0	60.0
This study	Northern Iceland	is114a	is114	FS-FD:SO-POM	pmagpy-2.129	27.0	6.0	55.0	34.0
This study	Northern Iceland	is114b	is114	FS-FD:SO-POM	pmagpy-2.129	41.0	6.0	55.0	13.0
This study	Northern Iceland	is114c	is114	FS-FD:SO-POM	pmagpy-2.129	123.0	6.0	55.0	65.0
This study	Northern Iceland	is114d	is114	FS-FD:SO-POM	pmagpy-2.129	358.0	6.0	55.0	24.0
This study	Northern Iceland	is114e	is114	FS-FD:SO-POM	pmagpy-2.129	274.0	6.0	55.0	12.0
This study	Northern Iceland	is114f	is114	FS-FD:SO-POM	pmagpy-2.129	7.0	6.0	55.0	10.0
This study	Northern Iceland	is114g	is114	FS-FD:SO-POM	pmagpy-2.129	251.0	6.0	55.0	15.0
This study	Northern Iceland	is114h	is114	FS-FD:SO-POM	pmagpy-2.129	32.0	6.0	55.0	70.0
This study	Northern Iceland	is114i	is114	FS-FD:SO-POM	pmagpy-2.129	99.0	6.0	55.0	44.0
This study	Northern Iceland	is114j	is114	FS-FD:SO-POM	pmagpy-2.129	104.0	6.0	55.0	72.0
This study	Northern Iceland	is115a	is115	FS-FD:SO-POM	pmagpy-2.129	289.0	6.0	55.0	65.0
This study	Northern Iceland	is115b	is115	FS-FD:SO-POM	pmagpy-2.129	295.0	6.0	55.0	67.0
This study	Northern Iceland	is115c	is115	FS-FD:SO-POM	pmagpy-2.129	340.0	6.0	55.0	47.0
This study	Northern Iceland	is115d	is115	FS-FD:SO-POM	pmagpy-2.129	258.0	6.0	55.0	43.0
This study	Northern Iceland	is115e	is115	FS-FD:SO-POM	pmagpy-2.129	279.0	6.0	55.0	54.0
This study	Northern Iceland	is115f	is115	FS-FD:SO-POM	pmagpy-2.129	253.0	6.0	55.0	70.0
This study	Northern Iceland	is115g	is115	FS-FD:SO-POM	pmagpy-2.129	320.0	6.0	55.0	41.0
This study	Northern Iceland	is115h	is115	FS-FD:SO-POM	pmagpy-2.129	308.0	6.0	55.0	43.0
This study	Northern Iceland	is115i	is115	FS-FD:SO-POM	pmagpy-2.129	265.0	6.0	55.0	26.0
This study	Northern Iceland	is116a	is116	FS-FD:SO-POM	pmagpy-2.129	13.0	6.0	55.0	23.0
This study	Northern Iceland	is116b	is116	FS-FD:SO-POM	pmagpy-2.129	44.0	6.0	55.0	76.0
This study	Northern Iceland	is116c	is116	FS-FD:SO-POM	pmagpy-2.129	335.0	6.0	55.0	58.0
This study	Northern Iceland	is116d	is116	FS-FD:SO-POM	pmagpy-2.129	83.0	6.0	55.0	85.0
This study	Northern Iceland	is116e	is116	FS-FD:SO-POM	pmagpy-2.129	9.0	6.0	55.0	77.0
This study	Northern Iceland	is116f	is116	FS-FD:SO-POM	pmagpy-2.129	294.0	6.0	55.0	70.0
This study	Northern Iceland	is116g	is116	FS-FD:SO-POM	pmagpy-2.129	309.0	6.0	55.0	58.0
This study	Northern Iceland	is116h	is116	FS-FD:SO-POM	pmagpy-2.129	6.0	6.0	55.0	61.0
This study	Northern Iceland	is116i	is116	FS-FD:SO-POM	pmagpy-2.129	300.0	6.0	55.0	52.0
This study	Northern Iceland	is116j	is116	FS-FD:SO-POM	pmagpy-2.129	358.0	6.0	55.0	38.0
