tab 	er_sites
er_citation_names	er_expedition_name	er_location_name	er_site_name	site_class	site_definition	site_lat	site_lithology	site_lon	site_type
This study	318	U1359D	318-U1359D-004R_2A-1.1	Sedimentary	s	-64.9043	Not Specified	143.9932	Sediment Layer
This study	318	U1359D	318-U1359D-004R_2A-1.15	Sedimentary	s	-64.9043	Not Specified	143.9933	Sediment Layer
This study	318	U1359D	318-U1359D-004R_2A-1.2	Sedimentary	s	-64.9043	Not Specified	143.9934	Sediment Layer
This study	318	U1359D	318-U1359D-004R_2A-1.25	Sedimentary	s	-64.9043	Not Specified	143.9935	Sediment Layer
This study	318	U1359D	318-U1359D-004R_2A-1.3	Sedimentary	s	-64.9043	Not Specified	143.9936	Sediment Layer
This study	318	U1359D	318-U1359D-004R_2A-1.35	Sedimentary	s	-64.9043	Not Specified	143.9937	Sediment Layer
This study	318	U1359D	318-U1359D-004R_2A-1.4	Sedimentary	s	-64.9043	Not Specified	143.9938	Sediment Layer
This study	318	U1359D	318-U1359D-004R_2A-1.45	Sedimentary	s	-64.9043	Not Specified	143.9939	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-0.1	Sedimentary	s	-64.9043	Not Specified	143.994	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-0.15	Sedimentary	s	-64.9043	Not Specified	143.9941	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-0.2	Sedimentary	s	-64.9043	Not Specified	143.9942	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-0.25	Sedimentary	s	-64.9043	Not Specified	143.9943	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-0.3	Sedimentary	s	-64.9043	Not Specified	143.9944	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-0.35	Sedimentary	s	-64.9043	Not Specified	143.9945	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-0.75	Sedimentary	s	-64.9043	Not Specified	143.9946	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-0.8	Sedimentary	s	-64.9043	Not Specified	143.9947	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-0.85	Sedimentary	s	-64.9043	Not Specified	143.9948	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-0.9	Sedimentary	s	-64.9043	Not Specified	143.9949	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-0.95	Sedimentary	s	-64.9043	Not Specified	143.995	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-1	Sedimentary	s	-64.9043	Not Specified	143.9951	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-1.05	Sedimentary	s	-64.9043	Not Specified	143.9952	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-1.1	Sedimentary	s	-64.9043	Not Specified	143.9953	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-1.15	Sedimentary	s	-64.9043	Not Specified	143.9954	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-1.2	Sedimentary	s	-64.9043	Not Specified	143.9955	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-1.25	Sedimentary	s	-64.9043	Not Specified	143.9956	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-1.3	Sedimentary	s	-64.9043	Not Specified	143.9957	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-1.35	Sedimentary	s	-64.9043	Not Specified	143.9958	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-1.4	Sedimentary	s	-64.9043	Not Specified	143.9959	Sediment Layer
This study	318	U1359D	318-U1359D-004R_3A-1.45	Sedimentary	s	-64.9043	Not Specified	143.996	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.1	Sedimentary	s	-64.9043	Not Specified	143.9961	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.15	Sedimentary	s	-64.9043	Not Specified	143.9962	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.2	Sedimentary	s	-64.9043	Not Specified	143.9963	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.25	Sedimentary	s	-64.9043	Not Specified	143.9964	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.3	Sedimentary	s	-64.9043	Not Specified	143.9965	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.35	Sedimentary	s	-64.9043	Not Specified	143.9966	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.4	Sedimentary	s	-64.9043	Not Specified	143.9967	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.45	Sedimentary	s	-64.9043	Not Specified	143.9968	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.5	Sedimentary	s	-64.9043	Not Specified	143.9969	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.55	Sedimentary	s	-64.9043	Not Specified	143.997	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.6	Sedimentary	s	-64.9043	Not Specified	143.9971	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.65	Sedimentary	s	-64.9043	Not Specified	143.9972	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.7	Sedimentary	s	-64.9043	Not Specified	143.9973	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.75	Sedimentary	s	-64.9043	Not Specified	143.9974	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.8	Sedimentary	s	-64.9043	Not Specified	143.9975	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.85	Sedimentary	s	-64.9043	Not Specified	143.9976	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.9	Sedimentary	s	-64.9043	Not Specified	143.9977	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-0.95	Sedimentary	s	-64.9043	Not Specified	143.9978	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-1	Sedimentary	s	-64.9043	Not Specified	143.9979	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-1.05	Sedimentary	s	-64.9043	Not Specified	143.998	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-1.1	Sedimentary	s	-64.9043	Not Specified	143.9981	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-1.15	Sedimentary	s	-64.9043	Not Specified	143.9982	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-1.2	Sedimentary	s	-64.9043	Not Specified	143.9983	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-1.25	Sedimentary	s	-64.9043	Not Specified	143.9984	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-1.3	Sedimentary	s	-64.9043	Not Specified	143.9985	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-1.35	Sedimentary	s	-64.9043	Not Specified	143.9986	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-1.4	Sedimentary	s	-64.9043	Not Specified	143.9987	Sediment Layer
This study	318	U1359D	318-U1359D-004R_4A-1.45	Sedimentary	s	-64.9043	Not Specified	143.9988	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-0.1	Sedimentary	s	-64.9043	Not Specified	143.9989	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-0.15	Sedimentary	s	-64.9043	Not Specified	143.999	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-0.45	Sedimentary	s	-64.9043	Not Specified	143.9991	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-0.5	Sedimentary	s	-64.9043	Not Specified	143.9992	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-0.55	Sedimentary	s	-64.9043	Not Specified	143.9993	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-0.6	Sedimentary	s	-64.9043	Not Specified	143.9994	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-0.65	Sedimentary	s	-64.9043	Not Specified	143.9995	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-0.8	Sedimentary	s	-64.9043	Not Specified	143.9996	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-0.85	Sedimentary	s	-64.9043	Not Specified	143.9997	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-0.9	Sedimentary	s	-64.9043	Not Specified	143.9998	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-0.95	Sedimentary	s	-64.9043	Not Specified	143.9999	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-1	Sedimentary	s	-64.9043	Not Specified	143.1	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-1.05	Sedimentary	s	-64.9043	Not Specified	143.10001	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-1.1	Sedimentary	s	-64.9043	Not Specified	143.10002	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-1.15	Sedimentary	s	-64.9043	Not Specified	143.10003	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-1.3	Sedimentary	s	-64.9043	Not Specified	143.10004	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-1.35	Sedimentary	s	-64.9043	Not Specified	143.10005	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-1.4	Sedimentary	s	-64.9043	Not Specified	143.10006	Sediment Layer
This study	318	U1359D	318-U1359D-004R_5A-1.45	Sedimentary	s	-64.9043	Not Specified	143.10007	Sediment Layer
This study	318	U1359D	318-U1359D-004R_6A-0.2	Sedimentary	s	-64.9043	Not Specified	143.10008	Sediment Layer
This study	318	U1359D	318-U1359D-004R_6A-0.25	Sedimentary	s	-64.9043	Not Specified	143.10009	Sediment Layer
This study	318	U1359D	318-U1359D-004R_6A-0.3	Sedimentary	s	-64.9043	Not Specified	143.1001	Sediment Layer
This study	318	U1359D	318-U1359D-004R_6A-0.35	Sedimentary	s	-64.9043	Not Specified	143.10011	Sediment Layer
This study	318	U1359D	318-U1359D-004R_6A-0.4	Sedimentary	s	-64.9043	Not Specified	143.10012	Sediment Layer
This study	318	U1359D	318-U1359D-004R_6A-0.45	Sedimentary	s	-64.9043	Not Specified	143.10013	Sediment Layer
This study	318	U1359D	318-U1359D-004R_6A-0.5	Sedimentary	s	-64.9043	Not Specified	143.10014	Sediment Layer
This study	318	U1359D	318-U1359D-004R_6A-0.65	Sedimentary	s	-64.9043	Not Specified	143.10015	Sediment Layer
This study	318	U1359D	318-U1359D-004R_6A-0.8	Sedimentary	s	-64.9043	Not Specified	143.10016	Sediment Layer
This study	318	U1359D	318-U1359D-004R_6A-0.85	Sedimentary	s	-64.9043	Not Specified	143.10017	Sediment Layer
This study	318	U1359D	318-U1359D-004R_6A-0.9	Sedimentary	s	-64.9043	Not Specified	143.10018	Sediment Layer
This study	318	U1359D	318-U1359D-004R-1-W-38	Sedimentary	s	-64.9043	Not Specified	143.96	Sediment Layer
This study	318	U1359D	318-U1359D-004R-1-W-59	Sedimentary	s	-64.9043	Not Specified	143.9601	Sediment Layer
This study	318	U1359D	318-U1359D-004R-2-W-115	Sedimentary	s	-64.9043	Not Specified	143.9602	Sediment Layer
This study	318	U1359D	318-U1359D-004R-3-W-91	Sedimentary	s	-64.9043	Not Specified	143.9603	Sediment Layer
This study	318	U1359D	318-U1359D-004R-5-W-32	Sedimentary	s	-64.9043	Not Specified	143.9604	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.1	Sedimentary	s	-64.9043	Not Specified	143.10019	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.15	Sedimentary	s	-64.9043	Not Specified	143.1002	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.2	Sedimentary	s	-64.9043	Not Specified	143.10021	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.25	Sedimentary	s	-64.9043	Not Specified	143.10022	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.3	Sedimentary	s	-64.9043	Not Specified	143.10023	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.35	Sedimentary	s	-64.9043	Not Specified	143.10024	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.4	Sedimentary	s	-64.9043	Not Specified	143.10025	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.45	Sedimentary	s	-64.9043	Not Specified	143.10026	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.5	Sedimentary	s	-64.9043	Not Specified	143.10027	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.55	Sedimentary	s	-64.9043	Not Specified	143.10028	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.6	Sedimentary	s	-64.9043	Not Specified	143.10029	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.65	Sedimentary	s	-64.9043	Not Specified	143.1003	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.7	Sedimentary	s	-64.9043	Not Specified	143.10031	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.75	Sedimentary	s	-64.9043	Not Specified	143.10032	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.8	Sedimentary	s	-64.9043	Not Specified	143.10033	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.85	Sedimentary	s	-64.9043	Not Specified	143.10034	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.9	Sedimentary	s	-64.9043	Not Specified	143.10035	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-0.95	Sedimentary	s	-64.9043	Not Specified	143.10036	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-1.15	Sedimentary	s	-64.9043	Not Specified	143.10037	Sediment Layer
This study	318	U1359D	318-U1359D-005R_1A-1.2	Sedimentary	s	-64.9043	Not Specified	143.10038	Sediment Layer
This study	318	U1359D	318-U1359D-005R_2A-0.8	Sedimentary	s	-64.9043	Not Specified	143.10039	Sediment Layer
This study	318	U1359D	318-U1359D-005R_2A-0.85	Sedimentary	s	-64.9043	Not Specified	143.1004	Sediment Layer
This study	318	U1359D	318-U1359D-005R_2A-0.95	Sedimentary	s	-64.9043	Not Specified	143.10041	Sediment Layer
This study	318	U1359D	318-U1359D-005R_2A-1	Sedimentary	s	-64.9043	Not Specified	143.10042	Sediment Layer
This study	318	U1359D	318-U1359D-005R_2A-1.05	Sedimentary	s	-64.9043	Not Specified	143.10043	Sediment Layer
This study	318	U1359D	318-U1359D-005R_2A-1.1	Sedimentary	s	-64.9043	Not Specified	143.10044	Sediment Layer
This study	318	U1359D	318-U1359D-005R_2A-1.15	Sedimentary	s	-64.9043	Not Specified	143.10045	Sediment Layer
This study	318	U1359D	318-U1359D-005R_2A-1.2	Sedimentary	s	-64.9043	Not Specified	143.10046	Sediment Layer
This study	318	U1359D	318-U1359D-005R_2A-1.35	Sedimentary	s	-64.9043	Not Specified	143.10047	Sediment Layer
This study	318	U1359D	318-U1359D-005R_2A-1.4	Sedimentary	s	-64.9043	Not Specified	143.10048	Sediment Layer
This study	318	U1359D	318-U1359D-005R_2A-1.45	Sedimentary	s	-64.9043	Not Specified	143.10049	Sediment Layer
This study	318	U1359D	318-U1359D-005R_3A-0.1	Sedimentary	s	-64.9043	Not Specified	143.1005	Sediment Layer
This study	318	U1359D	318-U1359D-005R_3A-0.15	Sedimentary	s	-64.9043	Not Specified	143.10051	Sediment Layer
This study	318	U1359D	318-U1359D-005R_3A-0.2	Sedimentary	s	-64.9043	Not Specified	143.10052	Sediment Layer
This study	318	U1359D	318-U1359D-005R_3A-0.25	Sedimentary	s	-64.9043	Not Specified	143.10053	Sediment Layer
This study	318	U1359D	318-U1359D-005R_3A-0.3	Sedimentary	s	-64.9043	Not Specified	143.10054	Sediment Layer
This study	318	U1359D	318-U1359D-005R_3A-0.35	Sedimentary	s	-64.9043	Not Specified	143.10055	Sediment Layer
This study	318	U1359D	318-U1359D-005R_3A-0.4	Sedimentary	s	-64.9043	Not Specified	143.10056	Sediment Layer
