tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
Saiko	This study		0.6	246.9	86.9	318-U1359A-004H-3-W-100_LP-IRM	SIO-flo	3.387e-05	4.0	273.0	318-U1359A-004H-3-W-100_LP-IRM7	LT-IRM:LP-IRM	g	161	pmagpy-4.2.19	318-U1359A-004H-3-W-100	u	2012-04-07T18:49:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.5	254.6	86.6	318-U1359A-004H-3-W-100_LP-IRM	SIO-flo	3.405e-05	4.0	273.0	318-U1359A-004H-3-W-100_LP-IRM8	LT-IRM:LP-IRM	g	162	pmagpy-4.2.19	318-U1359A-004H-3-W-100	u	2012-04-07T18:51:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.5	227.8	86.2	318-U1359A-004H-3-W-100_LP-IRM	SIO-flo	3.4e-05	4.0	273.0	318-U1359A-004H-3-W-100_LP-IRM9	LT-IRM:LP-IRM	g	163	pmagpy-4.2.19	318-U1359A-004H-3-W-100	u	2012-04-07T18:52:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.3	256.1	85.9	318-U1359A-004H-3-W-100_LP-IRM	SIO-flo	3.418e-05	4.0	273.0	318-U1359A-004H-3-W-100_LP-IRM10	LT-IRM:LP-IRM	g	164	pmagpy-4.2.19	318-U1359A-004H-3-W-100	u	2012-04-07T18:53:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.6	197.7	88.8	318-U1359A-004H-3-W-120_LP-IRM	SIO-flo	1.385e-05	4.0	273.0	318-U1359A-004H-3-W-120_LP-IRM0	LT-IRM:LP-IRM	g	165	pmagpy-4.2.19	318-U1359A-004H-3-W-120	u	2012-04-07T18:55:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.4	121.5	87.0	318-U1359A-004H-3-W-120_LP-IRM	SIO-flo	2.078e-05	4.0	273.0	318-U1359A-004H-3-W-120_LP-IRM1	LT-IRM:LP-IRM	g	166	pmagpy-4.2.19	318-U1359A-004H-3-W-120	u	2012-04-07T18:56:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.9	180.7	88.4	318-U1359A-004H-3-W-120_LP-IRM	SIO-flo	2.4e-05	4.0	273.0	318-U1359A-004H-3-W-120_LP-IRM2	LT-IRM:LP-IRM	g	167	pmagpy-4.2.19	318-U1359A-004H-3-W-120	u	2012-04-07T18:57:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.2	193.4	88.9	318-U1359A-004H-3-W-120_LP-IRM	SIO-flo	2.686e-05	4.0	273.0	318-U1359A-004H-3-W-120_LP-IRM3	LT-IRM:LP-IRM	g	168	pmagpy-4.2.19	318-U1359A-004H-3-W-120	u	2012-04-07T18:58:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		1.3	195.6	88.3	318-U1359A-004H-3-W-120_LP-IRM	SIO-flo	2.786e-05	4.0	273.0	318-U1359A-004H-3-W-120_LP-IRM4	LT-IRM:LP-IRM	g	169	pmagpy-4.2.19	318-U1359A-004H-3-W-120	u	2012-04-07T18:59:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.7	250.1	84.8	318-U1359A-004H-3-W-120_LP-IRM	SIO-flo	2.847e-05	4.0	273.0	318-U1359A-004H-3-W-120_LP-IRM5	LT-IRM:LP-IRM	g	170	pmagpy-4.2.19	318-U1359A-004H-3-W-120	u	2012-04-07T19:00:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study	average of multiple measurements	2.9	193.2	87.6	318-U1359A-004H-3-W-120_LP-IRM	SIO-flo	2.87e-05	2.0	273.0	318-U1359A-004H-3-W-120_LP-IRM6	LT-IRM:DE-VM:LP-IRM	g	171	pmagpy-4.2.19	318-U1359A-004H-3-W-120	u	2012-04-07T19:02:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.5	218.1	86.7	318-U1359A-004H-3-W-120_LP-IRM	SIO-flo	2.946e-05	4.0	273.0	318-U1359A-004H-3-W-120_LP-IRM7	LT-IRM:LP-IRM	g	172	pmagpy-4.2.19	318-U1359A-004H-3-W-120	u	2012-04-07T19:03:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.6	224.1	87.4	318-U1359A-004H-3-W-120_LP-IRM	SIO-flo	2.977e-05	4.0	273.0	318-U1359A-004H-3-W-120_LP-IRM8	LT-IRM:LP-IRM	g	173	pmagpy-4.2.19	318-U1359A-004H-3-W-120	u	2012-04-07T19:04:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.6	193.0	88.2	318-U1359A-004H-3-W-120_LP-IRM	SIO-flo	2.995e-05	4.0	273.0	318-U1359A-004H-3-W-120_LP-IRM9	LT-IRM:LP-IRM	g	174	pmagpy-4.2.19	318-U1359A-004H-3-W-120	u	2012-04-07T19:05:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		1.0	225.8	85.7	318-U1359A-004H-3-W-120_LP-IRM	SIO-flo	3.006e-05	4.0	273.0	318-U1359A-004H-3-W-120_LP-IRM10	LT-IRM:LP-IRM	g	175	pmagpy-4.2.19	318-U1359A-004H-3-W-120	u	2012-04-07T19:06:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.6	203.4	87.2	318-U1359A-004H-3-W-145_LP-IRM	SIO-flo	2.804e-05	4.0	273.0	318-U1359A-004H-3-W-145_LP-IRM0	LT-IRM:LP-IRM	g	176	pmagpy-4.2.19	318-U1359A-004H-3-W-145	u	2012-04-07T19:09:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.5	227.3	88.0	318-U1359A-004H-3-W-145_LP-IRM	SIO-flo	4.483e-05	4.0	273.0	318-U1359A-004H-3-W-145_LP-IRM1	LT-IRM:LP-IRM	g	177	pmagpy-4.2.19	318-U1359A-004H-3-W-145	u	2012-04-07T19:10:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.6	212.3	88.8	318-U1359A-004H-3-W-145_LP-IRM	SIO-flo	5.321e-05	4.0	273.0	318-U1359A-004H-3-W-145_LP-IRM2	LT-IRM:LP-IRM	g	178	pmagpy-4.2.19	318-U1359A-004H-3-W-145	u	2012-04-07T19:11:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.7	240.7	89.3	318-U1359A-004H-3-W-145_LP-IRM	SIO-flo	6.131e-05	4.0	273.0	318-U1359A-004H-3-W-145_LP-IRM3	LT-IRM:LP-IRM	g	179	pmagpy-4.2.19	318-U1359A-004H-3-W-145	u	2012-04-07T19:12:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.7	207.2	88.9	318-U1359A-004H-3-W-145_LP-IRM	SIO-flo	6.443e-05	4.0	273.0	318-U1359A-004H-3-W-145_LP-IRM4	LT-IRM:LP-IRM	g	180	pmagpy-4.2.19	318-U1359A-004H-3-W-145	u	2012-04-07T19:13:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.6	213.5	88.1	318-U1359A-004H-3-W-145_LP-IRM	SIO-flo	6.615e-05	4.0	273.0	318-U1359A-004H-3-W-145_LP-IRM5	LT-IRM:LP-IRM	g	181	pmagpy-4.2.19	318-U1359A-004H-3-W-145	u	2012-04-07T19:14:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.5	229.5	88.0	318-U1359A-004H-3-W-145_LP-IRM	SIO-flo	6.713e-05	4.0	273.0	318-U1359A-004H-3-W-145_LP-IRM6	LT-IRM:LP-IRM	g	182	pmagpy-4.2.19	318-U1359A-004H-3-W-145	u	2012-04-07T19:15:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.3	152.3	88.6	318-U1359A-004H-3-W-145_LP-IRM	SIO-flo	6.884e-05	4.0	273.0	318-U1359A-004H-3-W-145_LP-IRM7	LT-IRM:LP-IRM	g	183	pmagpy-4.2.19	318-U1359A-004H-3-W-145	u	2012-04-07T19:16:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.3	217.7	87.6	318-U1359A-004H-3-W-145_LP-IRM	SIO-flo	6.945e-05	4.0	273.0	318-U1359A-004H-3-W-145_LP-IRM8	LT-IRM:LP-IRM	g	184	pmagpy-4.2.19	318-U1359A-004H-3-W-145	u	2012-04-07T19:18:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.5	242.5	88.2	318-U1359A-004H-3-W-145_LP-IRM	SIO-flo	6.991e-05	4.0	273.0	318-U1359A-004H-3-W-145_LP-IRM9	LT-IRM:LP-IRM	g	185	pmagpy-4.2.19	318-U1359A-004H-3-W-145	u	2012-04-07T19:19:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.5	234.0	87.9	318-U1359A-004H-3-W-145_LP-IRM	SIO-flo	7.004e-05	4.0	273.0	318-U1359A-004H-3-W-145_LP-IRM10	LT-IRM:LP-IRM	g	186	pmagpy-4.2.19	318-U1359A-004H-3-W-145	u	2012-04-07T19:20:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.2	194.5	86.1	318-U1359A-004H-3-W-29_LP-IRM	SIO-flo	2.664e-05	4.0	273.0	318-U1359A-004H-3-W-29_LP-IRM0	LT-IRM:LP-IRM	g	187	pmagpy-4.2.19	318-U1359A-004H-3-W-29	u	2012-04-07T18:15:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.4	156.1	88.1	318-U1359A-004H-3-W-29_LP-IRM	SIO-flo	4.091e-05	4.0	273.0	318-U1359A-004H-3-W-29_LP-IRM1	LT-IRM:LP-IRM	g	188	pmagpy-4.2.19	318-U1359A-004H-3-W-29	u	2012-04-07T18:16:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.8	171.0	87.1	318-U1359A-004H-3-W-29_LP-IRM	SIO-flo	4.811e-05	4.0	273.0	318-U1359A-004H-3-W-29_LP-IRM2	LT-IRM:LP-IRM	g	189	pmagpy-4.2.19	318-U1359A-004H-3-W-29	u	2012-04-07T18:18:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.6	176.8	87.7	318-U1359A-004H-3-W-29_LP-IRM	SIO-flo	5.447e-05	4.0	273.0	318-U1359A-004H-3-W-29_LP-IRM3	LT-IRM:LP-IRM	g	190	pmagpy-4.2.19	318-U1359A-004H-3-W-29	u	2012-04-07T18:19:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.3	216.8	88.4	318-U1359A-004H-3-W-29_LP-IRM	SIO-flo	5.649e-05	4.0	273.0	318-U1359A-004H-3-W-29_LP-IRM4	LT-IRM:LP-IRM	g	191	pmagpy-4.2.19	318-U1359A-004H-3-W-29	u	2012-04-07T18:20:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.6	160.1	89.5	318-U1359A-004H-3-W-29_LP-IRM	SIO-flo	5.749e-05	4.0	273.0	318-U1359A-004H-3-W-29_LP-IRM5	LT-IRM:LP-IRM	g	192	pmagpy-4.2.19	318-U1359A-004H-3-W-29	u	2012-04-07T18:21:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.4	193.7	88.2	318-U1359A-004H-3-W-29_LP-IRM	SIO-flo	5.807e-05	4.0	273.0	318-U1359A-004H-3-W-29_LP-IRM6	LT-IRM:LP-IRM	g	193	pmagpy-4.2.19	318-U1359A-004H-3-W-29	u	2012-04-07T18:22:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.7	186.5	86.7	318-U1359A-004H-3-W-29_LP-IRM	SIO-flo	5.897e-05	4.0	273.0	318-U1359A-004H-3-W-29_LP-IRM7	LT-IRM:LP-IRM	g	194	pmagpy-4.2.19	318-U1359A-004H-3-W-29	u	2012-04-07T18:23:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.3	254.2	89.6	318-U1359A-004H-3-W-29_LP-IRM	SIO-flo	5.954e-05	4.0	273.0	318-U1359A-004H-3-W-29_LP-IRM8	LT-IRM:LP-IRM	g	195	pmagpy-4.2.19	318-U1359A-004H-3-W-29	u	2012-04-07T18:24:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		1.1	199.4	85.8	318-U1359A-004H-3-W-29_LP-IRM	SIO-flo	5.969e-05	4.0	273.0	318-U1359A-004H-3-W-29_LP-IRM9	LT-IRM:LP-IRM	g	196	pmagpy-4.2.19	318-U1359A-004H-3-W-29	u	2012-04-07T18:25:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.3	192.1	87.7	318-U1359A-004H-3-W-29_LP-IRM	SIO-flo	5.981e-05	4.0	273.0	318-U1359A-004H-3-W-29_LP-IRM10	LT-IRM:LP-IRM	g	197	pmagpy-4.2.19	318-U1359A-004H-3-W-29	u	2012-04-07T18:27:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		1.6	188.8	85.7	318-U1359A-004H-3-W-50_LP-IRM	SIO-flo	1.231e-05	4.0	273.0	318-U1359A-004H-3-W-50_LP-IRM0	LT-IRM:LP-IRM	g	198	pmagpy-4.2.19	318-U1359A-004H-3-W-50	u	2012-04-07T18:29:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		1.6	137.8	85.4	318-U1359A-004H-3-W-50_LP-IRM	SIO-flo	1.944e-05	4.0	273.0	318-U1359A-004H-3-W-50_LP-IRM1	LT-IRM:LP-IRM	g	199	pmagpy-4.2.19	318-U1359A-004H-3-W-50	u	2012-04-07T18:30:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		1.6	197.0	85.7	318-U1359A-004H-3-W-50_LP-IRM	SIO-flo	2.311e-05	4.0	273.0	318-U1359A-004H-3-W-50_LP-IRM2	LT-IRM:LP-IRM	g	200	pmagpy-4.2.19	318-U1359A-004H-3-W-50	u	2012-04-07T18:31:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.9	168.0	89.2	318-U1359A-004H-3-W-50_LP-IRM	SIO-flo	2.628e-05	4.0	273.0	318-U1359A-004H-3-W-50_LP-IRM3	LT-IRM:LP-IRM	g	201	pmagpy-4.2.19	318-U1359A-004H-3-W-50	u	2012-04-07T18:32:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		1.2	87.2	87.8	318-U1359A-004H-3-W-50_LP-IRM	SIO-flo	2.714e-05	4.0	273.0	318-U1359A-004H-3-W-50_LP-IRM4	LT-IRM:LP-IRM	g	202	pmagpy-4.2.19	318-U1359A-004H-3-W-50	u	2012-04-07T18:33:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		1.5	174.6	87.0	318-U1359A-004H-3-W-50_LP-IRM	SIO-flo	2.745e-05	4.0	273.0	318-U1359A-004H-3-W-50_LP-IRM5	LT-IRM:LP-IRM	g	203	pmagpy-4.2.19	318-U1359A-004H-3-W-50	u	2012-04-07T18:34:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		1.3	225.1	84.6	318-U1359A-004H-3-W-50_LP-IRM	SIO-flo	2.762e-05	4.0	273.0	318-U1359A-004H-3-W-50_LP-IRM6	LT-IRM:LP-IRM	g	204	pmagpy-4.2.19	318-U1359A-004H-3-W-50	u	2012-04-07T18:35:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		1.2	166.7	87.5	318-U1359A-004H-3-W-50_LP-IRM	SIO-flo	2.804e-05	4.0	273.0	318-U1359A-004H-3-W-50_LP-IRM7	LT-IRM:LP-IRM	g	205	pmagpy-4.2.19	318-U1359A-004H-3-W-50	u	2012-04-07T18:36:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		1.1	157.3	87.3	318-U1359A-004H-3-W-50_LP-IRM	SIO-flo	2.829e-05	4.0	273.0	318-U1359A-004H-3-W-50_LP-IRM8	LT-IRM:LP-IRM	g	206	pmagpy-4.2.19	318-U1359A-004H-3-W-50	u	2012-04-07T18:37:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		1.2	153.6	88.2	318-U1359A-004H-3-W-50_LP-IRM	SIO-flo	2.842e-05	4.0	273.0	318-U1359A-004H-3-W-50_LP-IRM9	LT-IRM:LP-IRM	g	207	pmagpy-4.2.19	318-U1359A-004H-3-W-50	u	2012-04-07T18:38:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		1.0	232.5	85.7	318-U1359A-004H-3-W-50_LP-IRM	SIO-flo	2.85e-05	4.0	273.0	318-U1359A-004H-3-W-50_LP-IRM10	LT-IRM:LP-IRM	g	208	pmagpy-4.2.19	318-U1359A-004H-3-W-50	u	2012-04-07T18:39:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.2	191.3	88.6	318-U1359A-004H-3-W-9_LP-IRM	SIO-flo	3.772e-05	4.0	273.0	318-U1359A-004H-3-W-9_LP-IRM0	LT-IRM:LP-IRM	g	209	pmagpy-4.2.19	318-U1359A-004H-3-W-9	u	2012-04-07T17:59:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.2	188.0	88.8	318-U1359A-004H-3-W-9_LP-IRM	SIO-flo	5.794e-05	4.0	273.0	318-U1359A-004H-3-W-9_LP-IRM1	LT-IRM:LP-IRM	g	210	pmagpy-4.2.19	318-U1359A-004H-3-W-9	u	2012-04-07T18:00:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.3	201.3	88.7	318-U1359A-004H-3-W-9_LP-IRM	SIO-flo	6.867e-05	4.0	273.0	318-U1359A-004H-3-W-9_LP-IRM2	LT-IRM:LP-IRM	g	211	pmagpy-4.2.19	318-U1359A-004H-3-W-9	u	2012-04-07T18:01:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.2	202.5	88.4	318-U1359A-004H-3-W-9_LP-IRM	SIO-flo	7.855e-05	4.0	273.0	318-U1359A-004H-3-W-9_LP-IRM3	LT-IRM:LP-IRM	g	212	pmagpy-4.2.19	318-U1359A-004H-3-W-9	u	2012-04-07T18:02:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.3	227.7	88.3	318-U1359A-004H-3-W-9_LP-IRM	SIO-flo	8.216e-05	4.0	273.0	318-U1359A-004H-3-W-9_LP-IRM4	LT-IRM:LP-IRM	g	213	pmagpy-4.2.19	318-U1359A-004H-3-W-9	u	2012-04-07T18:03:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.3	234.2	87.8	318-U1359A-004H-3-W-9_LP-IRM	SIO-flo	8.359e-05	4.0	273.0	318-U1359A-004H-3-W-9_LP-IRM5	LT-IRM:LP-IRM	g	214	pmagpy-4.2.19	318-U1359A-004H-3-W-9	u	2012-04-07T18:05:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.4	210.2	87.6	318-U1359A-004H-3-W-9_LP-IRM	SIO-flo	8.445e-05	4.0	273.0	318-U1359A-004H-3-W-9_LP-IRM6	LT-IRM:LP-IRM	g	215	pmagpy-4.2.19	318-U1359A-004H-3-W-9	u	2012-04-07T18:07:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.3	221.2	87.9	318-U1359A-004H-3-W-9_LP-IRM	SIO-flo	8.612e-05	4.0	273.0	318-U1359A-004H-3-W-9_LP-IRM7	LT-IRM:LP-IRM	g	216	pmagpy-4.2.19	318-U1359A-004H-3-W-9	u	2012-04-07T18:08:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.4	220.4	87.6	318-U1359A-004H-3-W-9_LP-IRM	SIO-flo	8.656e-05	4.0	273.0	318-U1359A-004H-3-W-9_LP-IRM8	LT-IRM:LP-IRM	g	217	pmagpy-4.2.19	318-U1359A-004H-3-W-9	u	2012-04-07T18:09:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.4	216.0	87.8	318-U1359A-004H-3-W-9_LP-IRM	SIO-flo	8.703e-05	4.0	273.0	318-U1359A-004H-3-W-9_LP-IRM9	LT-IRM:LP-IRM	g	218	pmagpy-4.2.19	318-U1359A-004H-3-W-9	u	2012-04-07T18:11:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.4	221.8	87.6	318-U1359A-004H-3-W-9_LP-IRM	SIO-flo	8.696e-05	4.0	273.0	318-U1359A-004H-3-W-9_LP-IRM10	LT-IRM:LP-IRM	g	219	pmagpy-4.2.19	318-U1359A-004H-3-W-9	u	2012-04-07T18:12:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.5	171.3	84.2	318-U1359A-004H-4-W-102_LP-IRM	SIO-flo	1.288e-05	4.0	273.0	318-U1359A-004H-4-W-102_LP-IRM0	LT-IRM:LP-IRM	g	220	pmagpy-4.2.19	318-U1359A-004H-4-W-102	u	2012-04-09T17:49:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.9	189.5	87.7	318-U1359A-004H-4-W-102_LP-IRM	SIO-flo	2.463e-05	4.0	273.0	318-U1359A-004H-4-W-102_LP-IRM1	LT-IRM:LP-IRM	g	221	pmagpy-4.2.19	318-U1359A-004H-4-W-102	u	2012-04-09T17:50:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.6	100.3	89.1	318-U1359A-004H-4-W-102_LP-IRM	SIO-flo	3.087e-05	4.0	273.0	318-U1359A-004H-4-W-102_LP-IRM2	LT-IRM:LP-IRM	g	222	pmagpy-4.2.19	318-U1359A-004H-4-W-102	u	2012-04-09T17:51:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.9	277.4	88.3	318-U1359A-004H-4-W-102_LP-IRM	SIO-flo	3.607e-05	4.0	273.0	318-U1359A-004H-4-W-102_LP-IRM3	LT-IRM:LP-IRM	g	223	pmagpy-4.2.19	318-U1359A-004H-4-W-102	u	2012-04-09T17:52:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.3	156.1	89.6	318-U1359A-004H-4-W-102_LP-IRM	SIO-flo	3.726e-05	4.0	273.0	318-U1359A-004H-4-W-102_LP-IRM4	LT-IRM:LP-IRM	g	224	pmagpy-4.2.19	318-U1359A-004H-4-W-102	u	2012-04-09T17:53:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.2	170.8	89.3	318-U1359A-004H-4-W-102_LP-IRM	SIO-flo	3.77e-05	4.0	273.0	318-U1359A-004H-4-W-102_LP-IRM5	LT-IRM:LP-IRM	g	225	pmagpy-4.2.19	318-U1359A-004H-4-W-102	u	2012-04-09T17:54:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.3	167.5	89.2	318-U1359A-004H-4-W-102_LP-IRM	SIO-flo	3.772e-05	4.0	273.0	318-U1359A-004H-4-W-102_LP-IRM6	LT-IRM:LP-IRM	g	226	pmagpy-4.2.19	318-U1359A-004H-4-W-102	u	2012-04-09T17:55:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.3	191.9	89.1	318-U1359A-004H-4-W-102_LP-IRM	SIO-flo	3.796e-05	4.0	273.0	318-U1359A-004H-4-W-102_LP-IRM7	LT-IRM:LP-IRM	g	227	pmagpy-4.2.19	318-U1359A-004H-4-W-102	u	2012-04-09T17:56:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.2	212.6	89.5	318-U1359A-004H-4-W-102_LP-IRM	SIO-flo	3.821e-05	4.0	273.0	318-U1359A-004H-4-W-102_LP-IRM8	LT-IRM:LP-IRM	g	228	pmagpy-4.2.19	318-U1359A-004H-4-W-102	u	2012-04-09T17:57:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.2	150.1	89.5	318-U1359A-004H-4-W-102_LP-IRM	SIO-flo	3.832e-05	4.0	273.0	318-U1359A-004H-4-W-102_LP-IRM9	LT-IRM:LP-IRM	g	229	pmagpy-4.2.19	318-U1359A-004H-4-W-102	u	2012-04-09T17:59:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		1.1	206.4	87.9	318-U1359A-004H-4-W-102_LP-IRM	SIO-flo	3.818e-05	4.0	273.0	318-U1359A-004H-4-W-102_LP-IRM10	LT-IRM:LP-IRM	g	230	pmagpy-4.2.19	318-U1359A-004H-4-W-102	u	2012-04-09T18:00:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		1.0	191.1	82.6	318-U1359A-004H-4-W-120_LP-IRM	SIO-flo	1.685e-06	4.0	273.0	318-U1359A-004H-4-W-120_LP-IRM0	LT-IRM:LP-IRM	g	231	pmagpy-4.2.19	318-U1359A-004H-4-W-120	u	2012-04-09T18:10:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		1.1	207.1	85.9	318-U1359A-004H-4-W-120_LP-IRM	SIO-flo	2.623e-06	4.0	273.0	318-U1359A-004H-4-W-120_LP-IRM1	LT-IRM:LP-IRM	g	232	pmagpy-4.2.19	318-U1359A-004H-4-W-120	u	2012-04-09T18:11:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		1.2	193.5	86.7	318-U1359A-004H-4-W-120_LP-IRM	SIO-flo	3.189e-06	4.0	273.0	318-U1359A-004H-4-W-120_LP-IRM2	LT-IRM:LP-IRM	g	233	pmagpy-4.2.19	318-U1359A-004H-4-W-120	u	2012-04-09T18:20:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		1.1	209.2	86.2	318-U1359A-004H-4-W-120_LP-IRM	SIO-flo	3.924e-06	4.0	273.0	318-U1359A-004H-4-W-120_LP-IRM3	LT-IRM:LP-IRM	g	234	pmagpy-4.2.19	318-U1359A-004H-4-W-120	u	2012-04-09T18:22:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.5	199.0	87.4	318-U1359A-004H-4-W-120_LP-IRM	SIO-flo	4.325e-06	4.0	273.0	318-U1359A-004H-4-W-120_LP-IRM4	LT-IRM:LP-IRM	g	235	pmagpy-4.2.19	318-U1359A-004H-4-W-120	u	2012-04-09T18:23:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.9	187.4	87.2	318-U1359A-004H-4-W-120_LP-IRM	SIO-flo	4.595e-06	4.0	273.0	318-U1359A-004H-4-W-120_LP-IRM5	LT-IRM:LP-IRM	g	236	pmagpy-4.2.19	318-U1359A-004H-4-W-120	u	2012-04-09T18:25:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.4	191.3	88.1	318-U1359A-004H-4-W-120_LP-IRM	SIO-flo	4.761e-06	4.0	273.0	318-U1359A-004H-4-W-120_LP-IRM6	LT-IRM:LP-IRM	g	237	pmagpy-4.2.19	318-U1359A-004H-4-W-120	u	2012-04-09T18:26:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.9	180.1	87.1	318-U1359A-004H-4-W-120_LP-IRM	SIO-flo	5.095e-06	4.0	273.0	318-U1359A-004H-4-W-120_LP-IRM7	LT-IRM:LP-IRM	g	238	pmagpy-4.2.19	318-U1359A-004H-4-W-120	u	2012-04-09T18:27:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.5	197.6	87.3	318-U1359A-004H-4-W-120_LP-IRM	SIO-flo	5.256e-06	4.0	273.0	318-U1359A-004H-4-W-120_LP-IRM8	LT-IRM:LP-IRM	g	239	pmagpy-4.2.19	318-U1359A-004H-4-W-120	u	2012-04-09T18:28:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.6	225.9	87.8	318-U1359A-004H-4-W-120_LP-IRM	SIO-flo	5.326e-06	4.0	273.0	318-U1359A-004H-4-W-120_LP-IRM9	LT-IRM:LP-IRM	g	240	pmagpy-4.2.19	318-U1359A-004H-4-W-120	u	2012-04-09T18:30:00Z	0	0.293	0.0	90.0	9	273.0
