tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
Saiko	This study		0.6	226.8	81.9	318-U1359A-002H-1-W-109_LP-IRM	SIO-flo	1.874e-05	4.0	273.0	318-U1359A-002H-1-W-109_LP-IRM0	LT-IRM:LP-IRM	g	1	pmagpy-4.2.19	318-U1359A-002H-1-W-109	u	2012-04-09T18:48:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.6	215.2	87.5	318-U1359A-002H-1-W-109_LP-IRM	SIO-flo	2.865e-05	4.0	273.0	318-U1359A-002H-1-W-109_LP-IRM1	LT-IRM:LP-IRM	g	2	pmagpy-4.2.19	318-U1359A-002H-1-W-109	u	2012-04-09T18:49:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		1.4	149.3	86.2	318-U1359A-002H-1-W-109_LP-IRM	SIO-flo	3.419e-05	4.0	273.0	318-U1359A-002H-1-W-109_LP-IRM2	LT-IRM:LP-IRM	g	3	pmagpy-4.2.19	318-U1359A-002H-1-W-109	u	2012-04-09T18:50:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		1.5	126.5	86.7	318-U1359A-002H-1-W-109_LP-IRM	SIO-flo	4.11e-05	4.0	273.0	318-U1359A-002H-1-W-109_LP-IRM3	LT-IRM:LP-IRM	g	4	pmagpy-4.2.19	318-U1359A-002H-1-W-109	u	2012-04-09T18:51:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.8	241.8	88.4	318-U1359A-002H-1-W-109_LP-IRM	SIO-flo	4.448e-05	4.0	273.0	318-U1359A-002H-1-W-109_LP-IRM4	LT-IRM:LP-IRM	g	5	pmagpy-4.2.19	318-U1359A-002H-1-W-109	u	2012-04-09T18:52:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.9	240.3	86.0	318-U1359A-002H-1-W-109_LP-IRM	SIO-flo	4.659e-05	4.0	273.0	318-U1359A-002H-1-W-109_LP-IRM5	LT-IRM:LP-IRM	g	6	pmagpy-4.2.19	318-U1359A-002H-1-W-109	u	2012-04-09T18:54:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.9	107.3	86.8	318-U1359A-002H-1-W-109_LP-IRM	SIO-flo	4.751e-05	4.0	273.0	318-U1359A-002H-1-W-109_LP-IRM6	LT-IRM:LP-IRM	g	7	pmagpy-4.2.19	318-U1359A-002H-1-W-109	u	2012-04-09T18:55:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		1.3	107.6	84.4	318-U1359A-002H-1-W-109_LP-IRM	SIO-flo	4.876e-05	4.0	273.0	318-U1359A-002H-1-W-109_LP-IRM7	LT-IRM:LP-IRM	g	8	pmagpy-4.2.19	318-U1359A-002H-1-W-109	u	2012-04-09T18:57:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		1.2	119.1	85.9	318-U1359A-002H-1-W-109_LP-IRM	SIO-flo	4.917e-05	4.0	273.0	318-U1359A-002H-1-W-109_LP-IRM8	LT-IRM:LP-IRM	g	9	pmagpy-4.2.19	318-U1359A-002H-1-W-109	u	2012-04-09T18:58:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		1.6	152.5	88.1	318-U1359A-002H-1-W-109_LP-IRM	SIO-flo	4.925e-05	4.0	273.0	318-U1359A-002H-1-W-109_LP-IRM9	LT-IRM:LP-IRM	g	10	pmagpy-4.2.19	318-U1359A-002H-1-W-109	u	2012-04-09T18:59:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.9	259.4	82.7	318-U1359A-002H-1-W-109_LP-IRM	SIO-flo	4.921e-05	4.0	273.0	318-U1359A-002H-1-W-109_LP-IRM10	LT-IRM:LP-IRM	g	11	pmagpy-4.2.19	318-U1359A-002H-1-W-109	u	2012-04-09T19:00:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.2	223.7	81.1	318-U1359A-002H-2-W-135_LP-IRM	SIO-flo	1.412e-05	4.0	273.0	318-U1359A-002H-2-W-135_LP-IRM0	LT-IRM:LP-IRM	g	12	pmagpy-4.2.19	318-U1359A-002H-2-W-135	u	2012-04-11T15:14:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.2	155.5	88.2	318-U1359A-002H-2-W-135_LP-IRM	SIO-flo	2.125e-05	4.0	273.0	318-U1359A-002H-2-W-135_LP-IRM1	LT-IRM:LP-IRM	g	13	pmagpy-4.2.19	318-U1359A-002H-2-W-135	u	2012-04-11T15:17:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.2	94.4	84.5	318-U1359A-002H-2-W-135_LP-IRM	SIO-flo	2.576e-05	4.0	273.0	318-U1359A-002H-2-W-135_LP-IRM2	LT-IRM:LP-IRM	g	14	pmagpy-4.2.19	318-U1359A-002H-2-W-135	u	2012-04-11T15:19:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.2	94.9	88.2	318-U1359A-002H-2-W-135_LP-IRM	SIO-flo	3.148e-05	4.0	273.0	318-U1359A-002H-2-W-135_LP-IRM3	LT-IRM:LP-IRM	g	15	pmagpy-4.2.19	318-U1359A-002H-2-W-135	u	2012-04-11T15:20:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.2	266.2	86.9	318-U1359A-002H-2-W-135_LP-IRM	SIO-flo	3.433e-05	4.0	273.0	318-U1359A-002H-2-W-135_LP-IRM4	LT-IRM:LP-IRM	g	16	pmagpy-4.2.19	318-U1359A-002H-2-W-135	u	2012-04-11T15:22:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.2	275.9	89.5	318-U1359A-002H-2-W-135_LP-IRM	SIO-flo	3.586e-05	4.0	273.0	318-U1359A-002H-2-W-135_LP-IRM5	LT-IRM:LP-IRM	g	17	pmagpy-4.2.19	318-U1359A-002H-2-W-135	u	2012-04-11T15:23:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.2	97.2	88.8	318-U1359A-002H-2-W-135_LP-IRM	SIO-flo	3.653e-05	4.0	273.0	318-U1359A-002H-2-W-135_LP-IRM6	LT-IRM:LP-IRM	g	18	pmagpy-4.2.19	318-U1359A-002H-2-W-135	u	2012-04-11T15:25:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.2	253.8	88.2	318-U1359A-002H-2-W-135_LP-IRM	SIO-flo	3.735e-05	4.0	273.0	318-U1359A-002H-2-W-135_LP-IRM7	LT-IRM:LP-IRM	g	19	pmagpy-4.2.19	318-U1359A-002H-2-W-135	u	2012-04-11T15:26:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.2	260.2	84.9	318-U1359A-002H-2-W-135_LP-IRM	SIO-flo	3.757e-05	4.0	273.0	318-U1359A-002H-2-W-135_LP-IRM8	LT-IRM:LP-IRM	g	20	pmagpy-4.2.19	318-U1359A-002H-2-W-135	u	2012-04-11T15:27:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.2	249.0	87.2	318-U1359A-002H-2-W-135_LP-IRM	SIO-flo	3.76e-05	4.0	273.0	318-U1359A-002H-2-W-135_LP-IRM9	LT-IRM:LP-IRM	g	21	pmagpy-4.2.19	318-U1359A-002H-2-W-135	u	2012-04-11T15:28:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.2	261.2	83.4	318-U1359A-002H-2-W-135_LP-IRM	SIO-flo	3.77e-05	4.0	273.0	318-U1359A-002H-2-W-135_LP-IRM10	LT-IRM:LP-IRM	g	22	pmagpy-4.2.19	318-U1359A-002H-2-W-135	u	2012-04-11T15:29:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.2	178.5	83.5	318-U1359A-002H-3-W-45_LP-IRM	SIO-flo	1.55e-05	4.0	273.0	318-U1359A-002H-3-W-45_LP-IRM0	LT-IRM:LP-IRM	g	23	pmagpy-4.2.19	318-U1359A-002H-3-W-45	u	2012-04-11T15:33:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.2	231.6	87.0	318-U1359A-002H-3-W-45_LP-IRM	SIO-flo	2.725e-05	4.0	273.0	318-U1359A-002H-3-W-45_LP-IRM1	LT-IRM:LP-IRM	g	24	pmagpy-4.2.19	318-U1359A-002H-3-W-45	u	2012-04-11T15:34:00Z	0	0.03	0.0	90.0	1	273.0
Saiko	This study		0.2	258.4	82.6	318-U1359A-002H-3-W-45_LP-IRM	SIO-flo	3.239e-05	4.0	273.0	318-U1359A-002H-3-W-45_LP-IRM2	LT-IRM:LP-IRM	g	25	pmagpy-4.2.19	318-U1359A-002H-3-W-45	u	2012-04-11T15:35:00Z	0	0.045	0.0	90.0	2	273.0
Saiko	This study		0.2	251.7	85.3	318-U1359A-002H-3-W-45_LP-IRM	SIO-flo	3.486e-05	4.0	273.0	318-U1359A-002H-3-W-45_LP-IRM3	LT-IRM:LP-IRM	g	26	pmagpy-4.2.19	318-U1359A-002H-3-W-45	u	2012-04-11T15:36:00Z	0	0.059	0.0	90.0	3	273.0
Saiko	This study		0.2	256.2	84.5	318-U1359A-002H-3-W-45_LP-IRM	SIO-flo	3.62e-05	4.0	273.0	318-U1359A-002H-3-W-45_LP-IRM4	LT-IRM:LP-IRM	g	27	pmagpy-4.2.19	318-U1359A-002H-3-W-45	u	2012-04-11T15:37:00Z	0	0.074	0.0	90.0	4	273.0
Saiko	This study		0.2	236.4	87.5	318-U1359A-002H-3-W-45_LP-IRM	SIO-flo	3.682e-05	4.0	273.0	318-U1359A-002H-3-W-45_LP-IRM5	LT-IRM:LP-IRM	g	28	pmagpy-4.2.19	318-U1359A-002H-3-W-45	u	2012-04-11T15:38:00Z	0	0.088	0.0	90.0	5	273.0
Saiko	This study		0.2	232.4	87.7	318-U1359A-002H-3-W-45_LP-IRM	SIO-flo	3.759e-05	4.0	273.0	318-U1359A-002H-3-W-45_LP-IRM6	LT-IRM:LP-IRM	g	29	pmagpy-4.2.19	318-U1359A-002H-3-W-45	u	2012-04-11T15:39:00Z	0	0.147	0.0	90.0	6	273.0
Saiko	This study		0.2	250.6	85.7	318-U1359A-002H-3-W-45_LP-IRM	SIO-flo	3.781e-05	4.0	273.0	318-U1359A-002H-3-W-45_LP-IRM7	LT-IRM:LP-IRM	g	30	pmagpy-4.2.19	318-U1359A-002H-3-W-45	u	2012-04-11T15:41:00Z	0	0.22	0.0	90.0	7	273.0
Saiko	This study		0.2	240.1	86.8	318-U1359A-002H-3-W-45_LP-IRM	SIO-flo	3.787e-05	4.0	273.0	318-U1359A-002H-3-W-45_LP-IRM8	LT-IRM:LP-IRM	g	31	pmagpy-4.2.19	318-U1359A-002H-3-W-45	u	2012-04-11T15:42:00Z	0	0.293	0.0	90.0	8	273.0
Saiko	This study		0.2	252.2	83.9	318-U1359A-002H-3-W-45_LP-IRM	SIO-flo	3.792e-05	4.0	273.0	318-U1359A-002H-3-W-45_LP-IRM9	LT-IRM:LP-IRM	g	32	pmagpy-4.2.19	318-U1359A-002H-3-W-45	u	2012-04-11T15:43:00Z	0	0.351	0.0	90.0	9	273.0
Saiko	This study		0.2	184.5	81.4	318-U1359A-002H-4-W-65_LP-IRM	SIO-flo	1.374e-05	4.0	273.0	318-U1359A-002H-4-W-65_LP-IRM0	LT-IRM:LP-IRM	g	33	pmagpy-4.2.19	318-U1359A-002H-4-W-65	u	2012-04-11T15:50:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.2	193.4	86.6	318-U1359A-002H-4-W-65_LP-IRM	SIO-flo	2.357e-05	4.0	273.0	318-U1359A-002H-4-W-65_LP-IRM1	LT-IRM:LP-IRM	g	34	pmagpy-4.2.19	318-U1359A-002H-4-W-65	u	2012-04-11T15:51:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.2	231.2	85.7	318-U1359A-002H-4-W-65_LP-IRM	SIO-flo	2.89e-05	4.0	273.0	318-U1359A-002H-4-W-65_LP-IRM2	LT-IRM:LP-IRM	g	35	pmagpy-4.2.19	318-U1359A-002H-4-W-65	u	2012-04-11T15:52:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.2	246.6	84.4	318-U1359A-002H-4-W-65_LP-IRM	SIO-flo	3.332e-05	4.0	273.0	318-U1359A-002H-4-W-65_LP-IRM3	LT-IRM:LP-IRM	g	36	pmagpy-4.2.19	318-U1359A-002H-4-W-65	u	2012-04-11T15:53:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.2	239.6	85.6	318-U1359A-002H-4-W-65_LP-IRM	SIO-flo	3.441e-05	4.0	273.0	318-U1359A-002H-4-W-65_LP-IRM4	LT-IRM:LP-IRM	g	37	pmagpy-4.2.19	318-U1359A-002H-4-W-65	u	2012-04-11T15:54:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.2	243.1	84.5	318-U1359A-002H-4-W-65_LP-IRM	SIO-flo	3.474e-05	4.0	273.0	318-U1359A-002H-4-W-65_LP-IRM5	LT-IRM:LP-IRM	g	38	pmagpy-4.2.19	318-U1359A-002H-4-W-65	u	2012-04-11T15:55:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.2	239.6	85.5	318-U1359A-002H-4-W-65_LP-IRM	SIO-flo	3.484e-05	4.0	273.0	318-U1359A-002H-4-W-65_LP-IRM6	LT-IRM:LP-IRM	g	39	pmagpy-4.2.19	318-U1359A-002H-4-W-65	u	2012-04-11T15:57:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.2	249.9	83.6	318-U1359A-002H-4-W-65_LP-IRM	SIO-flo	3.506e-05	4.0	273.0	318-U1359A-002H-4-W-65_LP-IRM7	LT-IRM:LP-IRM	g	40	pmagpy-4.2.19	318-U1359A-002H-4-W-65	u	2012-04-11T15:58:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.2	244.5	83.9	318-U1359A-002H-4-W-65_LP-IRM	SIO-flo	3.516e-05	4.0	273.0	318-U1359A-002H-4-W-65_LP-IRM8	LT-IRM:LP-IRM	g	41	pmagpy-4.2.19	318-U1359A-002H-4-W-65	u	2012-04-11T15:59:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.2	239.0	84.7	318-U1359A-002H-4-W-65_LP-IRM	SIO-flo	3.529e-05	4.0	273.0	318-U1359A-002H-4-W-65_LP-IRM9	LT-IRM:LP-IRM	g	42	pmagpy-4.2.19	318-U1359A-002H-4-W-65	u	2012-04-11T16:00:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.2	233.4	85.2	318-U1359A-002H-4-W-65_LP-IRM	SIO-flo	3.535e-05	4.0	273.0	318-U1359A-002H-4-W-65_LP-IRM10	LT-IRM:LP-IRM	g	43	pmagpy-4.2.19	318-U1359A-002H-4-W-65	u	2012-04-11T16:02:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.2	241.6	84.5	318-U1359A-002H-6-W-7_LP-IRM	SIO-flo	7.92e-06	4.0	273.0	318-U1359A-002H-6-W-7_LP-IRM0	LT-IRM:LP-IRM	g	44	pmagpy-4.2.19	318-U1359A-002H-6-W-7	u	2012-04-11T16:05:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.2	257.9	82.7	318-U1359A-002H-6-W-7_LP-IRM	SIO-flo	1.21e-05	4.0	273.0	318-U1359A-002H-6-W-7_LP-IRM1	LT-IRM:LP-IRM	g	45	pmagpy-4.2.19	318-U1359A-002H-6-W-7	u	2012-04-11T16:06:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.2	258.9	83.8	318-U1359A-002H-6-W-7_LP-IRM	SIO-flo	1.402e-05	4.0	273.0	318-U1359A-002H-6-W-7_LP-IRM2	LT-IRM:LP-IRM	g	46	pmagpy-4.2.19	318-U1359A-002H-6-W-7	u	2012-04-11T16:07:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.2	260.1	82.3	318-U1359A-002H-6-W-7_LP-IRM	SIO-flo	1.55e-05	4.0	273.0	318-U1359A-002H-6-W-7_LP-IRM3	LT-IRM:LP-IRM	g	47	pmagpy-4.2.19	318-U1359A-002H-6-W-7	u	2012-04-11T16:08:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.2	220.0	88.4	318-U1359A-002H-6-W-7_LP-IRM	SIO-flo	1.589e-05	4.0	273.0	318-U1359A-002H-6-W-7_LP-IRM4	LT-IRM:LP-IRM	g	48	pmagpy-4.2.19	318-U1359A-002H-6-W-7	u	2012-04-11T16:09:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.2	257.0	84.4	318-U1359A-002H-6-W-7_LP-IRM	SIO-flo	1.607e-05	4.0	273.0	318-U1359A-002H-6-W-7_LP-IRM5	LT-IRM:LP-IRM	g	49	pmagpy-4.2.19	318-U1359A-002H-6-W-7	u	2012-04-11T16:10:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.2	167.2	88.4	318-U1359A-002H-6-W-7_LP-IRM	SIO-flo	1.618e-05	4.0	273.0	318-U1359A-002H-6-W-7_LP-IRM6	LT-IRM:LP-IRM	g	50	pmagpy-4.2.19	318-U1359A-002H-6-W-7	u	2012-04-11T16:12:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.2	225.6	87.4	318-U1359A-002H-6-W-7_LP-IRM	SIO-flo	1.644e-05	4.0	273.0	318-U1359A-002H-6-W-7_LP-IRM7	LT-IRM:LP-IRM	g	51	pmagpy-4.2.19	318-U1359A-002H-6-W-7	u	2012-04-11T16:13:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.2	244.5	86.1	318-U1359A-002H-6-W-7_LP-IRM	SIO-flo	1.659e-05	4.0	273.0	318-U1359A-002H-6-W-7_LP-IRM8	LT-IRM:LP-IRM	g	52	pmagpy-4.2.19	318-U1359A-002H-6-W-7	u	2012-04-11T16:14:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.2	253.7	83.3	318-U1359A-002H-6-W-7_LP-IRM	SIO-flo	1.667e-05	4.0	273.0	318-U1359A-002H-6-W-7_LP-IRM9	LT-IRM:LP-IRM	g	53	pmagpy-4.2.19	318-U1359A-002H-6-W-7	u	2012-04-11T16:15:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.2	259.7	79.8	318-U1359A-002H-6-W-7_LP-IRM	SIO-flo	1.672e-05	4.0	273.0	318-U1359A-002H-6-W-7_LP-IRM10	LT-IRM:LP-IRM	g	54	pmagpy-4.2.19	318-U1359A-002H-6-W-7	u	2012-04-11T16:16:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.2	179.0	83.7	318-U1359A-003H-1-W-50_LP-IRM	SIO-flo	1.322e-05	4.0	273.0	318-U1359A-003H-1-W-50_LP-IRM0	LT-IRM:LP-IRM	g	55	pmagpy-4.2.19	318-U1359A-003H-1-W-50	u	2012-04-11T16:19:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.2	229.7	84.3	318-U1359A-003H-1-W-50_LP-IRM	SIO-flo	2.191e-05	4.0	273.0	318-U1359A-003H-1-W-50_LP-IRM1	LT-IRM:LP-IRM	g	56	pmagpy-4.2.19	318-U1359A-003H-1-W-50	u	2012-04-11T16:20:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.2	219.2	86.6	318-U1359A-003H-1-W-50_LP-IRM	SIO-flo	2.602e-05	4.0	273.0	318-U1359A-003H-1-W-50_LP-IRM2	LT-IRM:LP-IRM	g	57	pmagpy-4.2.19	318-U1359A-003H-1-W-50	u	2012-04-11T16:21:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.2	240.8	86.3	318-U1359A-003H-1-W-50_LP-IRM	SIO-flo	2.93e-05	4.0	273.0	318-U1359A-003H-1-W-50_LP-IRM3	LT-IRM:LP-IRM	g	58	pmagpy-4.2.19	318-U1359A-003H-1-W-50	u	2012-04-11T16:22:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.2	248.0	86.0	318-U1359A-003H-1-W-50_LP-IRM	SIO-flo	3.004e-05	4.0	273.0	318-U1359A-003H-1-W-50_LP-IRM4	LT-IRM:LP-IRM	g	59	pmagpy-4.2.19	318-U1359A-003H-1-W-50	u	2012-04-11T16:23:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.2	229.9	87.1	318-U1359A-003H-1-W-50_LP-IRM	SIO-flo	3.032e-05	4.0	273.0	318-U1359A-003H-1-W-50_LP-IRM5	LT-IRM:LP-IRM	g	60	pmagpy-4.2.19	318-U1359A-003H-1-W-50	u	2012-04-11T16:24:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.2	227.4	87.2	318-U1359A-003H-1-W-50_LP-IRM	SIO-flo	3.042e-05	4.0	273.0	318-U1359A-003H-1-W-50_LP-IRM6	LT-IRM:LP-IRM	g	61	pmagpy-4.2.19	318-U1359A-003H-1-W-50	u	2012-04-11T16:25:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.2	236.3	86.6	318-U1359A-003H-1-W-50_LP-IRM	SIO-flo	3.061e-05	4.0	273.0	318-U1359A-003H-1-W-50_LP-IRM7	LT-IRM:LP-IRM	g	62	pmagpy-4.2.19	318-U1359A-003H-1-W-50	u	2012-04-11T16:27:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.2	247.7	84.6	318-U1359A-003H-1-W-50_LP-IRM	SIO-flo	3.082e-05	4.0	273.0	318-U1359A-003H-1-W-50_LP-IRM8	LT-IRM:LP-IRM	g	63	pmagpy-4.2.19	318-U1359A-003H-1-W-50	u	2012-04-11T16:28:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.2	240.4	86.2	318-U1359A-003H-1-W-50_LP-IRM	SIO-flo	3.091e-05	4.0	273.0	318-U1359A-003H-1-W-50_LP-IRM9	LT-IRM:LP-IRM	g	64	pmagpy-4.2.19	318-U1359A-003H-1-W-50	u	2012-04-11T16:29:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.2	249.4	83.8	318-U1359A-003H-1-W-50_LP-IRM	SIO-flo	3.094e-05	4.0	273.0	318-U1359A-003H-1-W-50_LP-IRM10	LT-IRM:LP-IRM	g	65	pmagpy-4.2.19	318-U1359A-003H-1-W-50	u	2012-04-11T16:30:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.9	193.8	88.8	318-U1359A-003H-2-W-37_LP-IRM	SIO-flo	1.14e-05	4.0	273.0	318-U1359A-003H-2-W-37_LP-IRM0	LT-IRM:LP-IRM	g	66	pmagpy-4.2.19	318-U1359A-003H-2-W-37	u	2012-04-11T16:33:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.4	229.0	86.6	318-U1359A-003H-2-W-37_LP-IRM	SIO-flo	1.791e-05	4.0	273.0	318-U1359A-003H-2-W-37_LP-IRM1	LT-IRM:LP-IRM	g	67	pmagpy-4.2.19	318-U1359A-003H-2-W-37	u	2012-04-11T16:34:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.6	258.6	84.2	318-U1359A-003H-2-W-37_LP-IRM	SIO-flo	2.098e-05	4.0	273.0	318-U1359A-003H-2-W-37_LP-IRM2	LT-IRM:LP-IRM	g	68	pmagpy-4.2.19	318-U1359A-003H-2-W-37	u	2012-04-11T16:35:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.5	231.8	87.0	318-U1359A-003H-2-W-37_LP-IRM	SIO-flo	2.349e-05	4.0	273.0	318-U1359A-003H-2-W-37_LP-IRM3	LT-IRM:LP-IRM	g	69	pmagpy-4.2.19	318-U1359A-003H-2-W-37	u	2012-04-11T16:36:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		1.3	213.5	87.3	318-U1359A-003H-2-W-37_LP-IRM	SIO-flo	2.404e-05	4.0	273.0	318-U1359A-003H-2-W-37_LP-IRM4	LT-IRM:LP-IRM	g	70	pmagpy-4.2.19	318-U1359A-003H-2-W-37	u	2012-04-11T16:37:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.6	248.4	85.2	318-U1359A-003H-2-W-37_LP-IRM	SIO-flo	2.431e-05	4.0	273.0	318-U1359A-003H-2-W-37_LP-IRM5	LT-IRM:LP-IRM	g	71	pmagpy-4.2.19	318-U1359A-003H-2-W-37	u	2012-04-11T16:38:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.6	248.4	87.2	318-U1359A-003H-2-W-37_LP-IRM	SIO-flo	2.444e-05	4.0	273.0	318-U1359A-003H-2-W-37_LP-IRM6	LT-IRM:LP-IRM	g	72	pmagpy-4.2.19	318-U1359A-003H-2-W-37	u	2012-04-11T16:39:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.8	238.1	85.9	318-U1359A-003H-2-W-37_LP-IRM	SIO-flo	2.462e-05	4.0	273.0	318-U1359A-003H-2-W-37_LP-IRM7	LT-IRM:LP-IRM	g	73	pmagpy-4.2.19	318-U1359A-003H-2-W-37	u	2012-04-11T16:40:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.5	239.6	84.4	318-U1359A-003H-2-W-37_LP-IRM	SIO-flo	2.478e-05	4.0	273.0	318-U1359A-003H-2-W-37_LP-IRM8	LT-IRM:LP-IRM	g	74	pmagpy-4.2.19	318-U1359A-003H-2-W-37	u	2012-04-11T16:42:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.6	167.0	86.6	318-U1359A-003H-2-W-37_LP-IRM	SIO-flo	2.487e-05	4.0	273.0	318-U1359A-003H-2-W-37_LP-IRM9	LT-IRM:LP-IRM	g	75	pmagpy-4.2.19	318-U1359A-003H-2-W-37	u	2012-04-11T16:43:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.6	237.1	85.9	318-U1359A-003H-2-W-37_LP-IRM	SIO-flo	2.492e-05	4.0	273.0	318-U1359A-003H-2-W-37_LP-IRM10	LT-IRM:LP-IRM	g	76	pmagpy-4.2.19	318-U1359A-003H-2-W-37	u	2012-04-11T16:44:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		1.1	212.4	81.8	318-U1359A-003H-5-W-26_LP-IRM	SIO-flo	1.44e-05	4.0	273.0	318-U1359A-003H-5-W-26_LP-IRM0	LT-IRM:LP-IRM	g	77	pmagpy-4.2.19	318-U1359A-003H-5-W-26	u	2012-04-11T16:49:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.8	110.1	85.6	318-U1359A-003H-5-W-26_LP-IRM	SIO-flo	3.05e-05	4.0	273.0	318-U1359A-003H-5-W-26_LP-IRM1	LT-IRM:LP-IRM	g	78	pmagpy-4.2.19	318-U1359A-003H-5-W-26	u	2012-04-11T16:50:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		1.0	230.0	87.7	318-U1359A-003H-5-W-26_LP-IRM	SIO-flo	3.211e-05	4.0	273.0	318-U1359A-003H-5-W-26_LP-IRM2	LT-IRM:LP-IRM	g	79	pmagpy-4.2.19	318-U1359A-003H-5-W-26	u	2012-04-11T16:52:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		1.0	264.9	88.6	318-U1359A-003H-5-W-26_LP-IRM	SIO-flo	3.729e-05	4.0	273.0	318-U1359A-003H-5-W-26_LP-IRM3	LT-IRM:LP-IRM	g	80	pmagpy-4.2.19	318-U1359A-003H-5-W-26	u	2012-04-11T16:53:00Z	0	0.045	0.0	90.0	3	273.0
