tab 	er_sites
er_citation_names	er_location_name	er_site_name	site_class	site_definition	site_lithology	site_type
This study	DSDP Site 522	19-3-046	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-050	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-053	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-058	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-060	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-063	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-066	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-070	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-072	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-076	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-080	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-083	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-086	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-092	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-095	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-098	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-101	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-104	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-108	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-111	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-114	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	19-3-117	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-012	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-015	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-017	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-020	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-024	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-028	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-031	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-035	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-039	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-043	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-045	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-049	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-051	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-055	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-059	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-062	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-065	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-068	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-071	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-075	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-080	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-083	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-086	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-089	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-091	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-095	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-098	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-103	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-105	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-109	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-112	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-116	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-119	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-122	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-125	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-129	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-132	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-135	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-138	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-142	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-144	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-1-150	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-001	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-004	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-007	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-010	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-015	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-018	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-022	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-025	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-028	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-032	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-035	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-040	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-043	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-047	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-054	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-057	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-060	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-064	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-066	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-069	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-073	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-076	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-078	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-084	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-087	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-090	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-092	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-096	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-099	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-102	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-104	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-107	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-110	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-113	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	20-2-115	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-025	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-029	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-031	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-035	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-038	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-042	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-045	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-048	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-051	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-054	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-057	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-059	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-063	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-066	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-069	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-071	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-074	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-077	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-081	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-084	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-090	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-094	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-096	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-100	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-103	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-106	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-108	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-113	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-115	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-118	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-122	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-124	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-127	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-131	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-134	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-138	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-142	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-145	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-1-148	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-001	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-008	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-011	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-014	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-016	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-021	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-023	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-026	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-029	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-032	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-035	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-040	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-044	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-047	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-051	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-055	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-057	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-061	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-063	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-066	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-069	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-073	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-077	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-080	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-083	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-086	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-089	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-093	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-097	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-100	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-104	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-107	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-111	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-113	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-116	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-123	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-125	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-129	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-133	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-136	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-139	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-143	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-146	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-149	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-2-150	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-001	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-005	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-008	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-011	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-015	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-018	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-021	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-026	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-029	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-033	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-036	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-038	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-043	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-046	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-048	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-051	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-055	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-058	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-061	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-064	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-067	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-071	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-074	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-077	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-079	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-083	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-086	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-089	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-092	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-096	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-100	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-103	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-106	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	21-3-109	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-045	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-051	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-054	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-061	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-064	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-068	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-071	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-074	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-077	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-081	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-084	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-086	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-090	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-093	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-095	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-100	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-103	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-106	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-109	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-112	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-115	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-118	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-121	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-124	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-127	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-132	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-135	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-137	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-141	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-144	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-147	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-1-150	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-004	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-007	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-010	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-013	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-019	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-022	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-025	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-028	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-031	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-034	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-036	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-040	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-043	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-046	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-051	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-055	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-057	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-061	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-064	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-067	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-070	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-073	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-081	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-083	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-086	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-090	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-093	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-096	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-098	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-102	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-105	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-108	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-112	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-114	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-116	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-119	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-122	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-125	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-129	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-133	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-136	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-2-140	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-004	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-009	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-014	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-016	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-019	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-023	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-025	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-028	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-035	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-040	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-043	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-047	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-051	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-054	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-057	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-061	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-062	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-065	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-068	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-071	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-075	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-078	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-083	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-086	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-089	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-091	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-095	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-098	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-100	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-104	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-107	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-110	sedimentary	s	nannofossil ooze	sedimentary layer
This study	DSDP Site 522	22-3-113	sedimentary	s	nannofossil ooze	sedimentary layer
