tab 	er_samples
er_citation_names	er_expedition_name	er_location_name	er_sample_alternatives	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_composite_depth	sample_core_depth	sample_date	sample_dip	sample_lat	sample_lithology	sample_lon	sample_type
This study	318	U1359D		318-U1359D-003R-1-W-62	318-U1359D-003R-1-W-62	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	172.18	162.42	2010:02:20:10:52:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-003R-2-W-108	318-U1359D-003R-2-W-108	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	174.14	164.38	2010:02:20:10:52:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-003R-3-W-36	318-U1359D-003R-3-W-36	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	174.92	165.16	2010:02:20:10:52:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-003R-4-W-48	318-U1359D-003R-4-W-48	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	176.54	166.78	2010:02:20:10:52:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-003R-5-W-4	318-U1359D-003R-5-W-4	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	177.6	167.84	2010:02:20:10:52:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-003R-6-W-54	318-U1359D-003R-6-W-54	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	179.6	169.84	2010:02:20:10:52:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-004R-1-W-38	318-U1359D-004R-1-W-38	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	183.18	171.68	2010:02:20:12:04:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-004R-1-W-59	318-U1359D-004R-1-W-59	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	183.39	171.89	2010:02:20:11:57:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-004R-2-W-115	318-U1359D-004R-2-W-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	185.45	173.95	2010:02:20:12:01:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-004R-3-W-91	318-U1359D-004R-3-W-91	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	186.71	175.21	2010:02:20:12:02:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-004R-5-W-32	318-U1359D-004R-5-W-32	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	189.12	177.62	2010:02:20:12:08:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-005R-1-W-88	318-U1359D-005R-1-W-88	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	193.85	181.78	2010:02:20:13:47:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-005R-2-W-24	318-U1359D-005R-2-W-24	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	194.71	182.64	2010:02:20:13:48:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-005R-4-W-109	318-U1359D-005R-4-W-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	198.56	186.49	2010:02:20:13:48:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-005R-5-W-43	318-U1359D-005R-5-W-43	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	199.4	187.33	2010:02:20:13:48:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-006R-1-W-70	318-U1359D-006R-1-W-70	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	202.77	191.2	2010:02:20:15:24:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-006R-2-W-113	318-U1359D-006R-2-W-113	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	204.7	193.13	2010:02:20:15:24:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-006R-5-W-23	318-U1359D-006R-5-W-23	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	208.3	196.73	2010:02:20:15:24:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-006R-6-W-125	318-U1359D-006R-6-W-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	210.82	199.25	2010:02:20:15:24:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-007R-2-W-6	318-U1359D-007R-2-W-6	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	218.8	201.66	2010:02:20:17:22:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
This study	318	U1359D		318-U1359D-007R-4-W-114	318-U1359D-007R-4-W-114	FS-C-DRILL-IODP:SP-SS-C:SO-V	0			Sedimentary	222.88	205.74	2010:02:20:17:22:00.00	0	-64.9043	Not Specified	143.9594	Sediment Layer
