tab 	locations
age_high	age_low	age_unit	citations	conglomerate_test	contact_test	continent_ocean	country	description	dir_alpha95	dir_dec	dir_inc	dir_k	dir_k_ratio	dir_n_samples	dir_n_sites	dir_polarity	dir_tilt_correction	external_database_ids	fold_test	fold_test_significance	geologic_classes	geological_province_sections	lat_n	lat_s	lithologies	location	location_alternatives	location_type	lon_e	lon_w	method_codes	pole_antipodal_angle	pole_comp_name	pole_dm	pole_dp	pole_lat	pole_lon	pole_reversed_perc	region	result_name	result_type	reversal_test	rock_magnetic_test	terranes	village_city
89	65	Ma	10.1016/0040-1951(92)90462-F	ND	ND	Europe	Romania	Senonian age. AF to 100mT, characteristic component. OP.	6.4	260.5	-36.8	23.3			23	r	0		ND		Intrusive:Extrusive	Banat Region Volcanics	45.2	45.2	Gabbro:Andesite	Banat Region Volcanics		Outcrop	21.5	21.5	DE-DI:LT-AF-Z:LP-DC3	176.7		5.1	3.8	22	104.2	61	Romania	4733	i	Rc	M		
85	50	Ma	10.1016/0031-9201(95)03021-4	ND	ND	Europe	Greece	Spathian to Anisian age. B Component. Thermal to 680C. component 300-600C. Late Cretaceous to Eocene overprint suggested.	7.9	331.2	34.2	243		110	3		100		SF+	95	Sedimentary	Marmarotrapeza Formation	38.2	38.2	sediments	Marmarotrapeza Formation, Comp.B		Outcrop	26	26	DE-DI:LT-T-Z:LT-T-Z:LP-DC4		B	9	5.2	58.3	266.2	200	Chios Island	7768	i	Ro	ND		
85	50	Ma	10.1016/0031-9201(95)03021-4	ND	ND	Europe	Greece	Spathian to Anisian age. B Component. Thermal to 680C. component 300-600C. Late Cretaceous to Eocene overprint suggested.	24.6	329	49.9	26.1	9.31		3		30		SF+	95	Sedimentary	Marmarotrapeza Formation	38.2	38.2	sediments	Marmarotrapeza Formation, Comp.B		Outcrop	26	26	DE-DI:LT-T-Z:LT-T-Z:LP-DC4		B	9	5.2	58.3	266.2	200	Chios Island	7768	i	Ro	ND		
85	50	Ma	10.1016/0031-9201(95)03021-4	ND	ND	Europe	Greece	Spathian to Anisian age. B Component. Thermal to 680C. component 300-600C. Late Cretaceous to Eocene overprint suggested.	12.5	332.1	27.2	97.7			3		0		SF+	95	Sedimentary	Marmarotrapeza Formation	38.2	38.2	sediments	Marmarotrapeza Formation, Comp.B		Outcrop	26	26	DE-DI:LT-T-Z:LT-T-Z:LP-DC4		B	9	5.2	58.3	266.2	200	Chios Island	7768	i	Ro	ND		
130	100	Ma	10.1111/J.1365-246X.1980.TB04292.X	ND	ND	Europe	Italy	Fucoid marls-Albian/Up. Aptian, Majolica lst-Lr Apt/Barremian. Extent 130m thickness. 3 sections Dips 55 deg SW, 50 deg NE and horizontal. . AF to 40-50mT, Thermal to 500C. . IRM (marls and lst sat. 0. 4T-MAGN, redbeds no sat. 1T-HEM). 6 sampling localities, 248 stratigraphic levels. Positive fold test claimed, no details.	10.4	306.5	40.2	42.8		248	6		100		F+	95	Sedimentary	Umbrian pelagic carbonates	43.5	43.5	marl:Limestone	Umbrian pelagic carbonates		Outcrop	12.6	12.6	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			12.5	7.6	41.7	275.3	10	Italy	37	i	Ro	M		
16	5	Ma	10.1016/J.TECTO.2004.02.001	ND	ND	Europe	Italy	Upper Jurassic. Miocene orogenesis. Overprint. Thermal, characteristic component 500-630C. Secondary component from REFNO 3413 included.	14.6	177.4	-52.2	22		47	6		100		F-		Sedimentary		43.39	43.39	cherts	Tuscan, Monte Alpe Cherts		Outcrop	10.14	10.14	DE-DI:LT-T-Z:LP-DC4		Overprint	20	13.7	79.2	201.9	100	Northern Apennines	9107	i	ND	ND	Siberian Platform	
16	5	Ma	10.1016/J.TECTO.2004.02.001	ND	ND	Europe	Italy	Upper Jurassic. Miocene orogenesis. Overprint. Thermal, characteristic component 500-630C. Secondary component from REFNO 3413 included.	58.1	205.3	-33.3	2			6		0		F-		Sedimentary		43.39	43.39	cherts	Tuscan, Monte Alpe Cherts		Outcrop	10.14	10.14	DE-DI:LT-T-Z:LP-DC4		Overprint	20	13.7	79.2	201.9	100	Northern Apennines	9107	i	ND	ND	Siberian Platform	
16	5	Ma	10.1016/J.TECTO.2004.02.001	ND	ND	Europe	Italy	Upper Jurassic. Miocene orogenesis. Overprint. Thermal, characteristic component 500-630C. Secondary component from REFNO 3413 included.	14.6	177.4	-52.2	22			6		0		F-		Sedimentary		43.39	43.39	cherts	Tuscan, Monte Alpe Cherts		Outcrop	10.14	10.14	DE-DI:LT-T-Z:LP-DC4		Overprint	20	13.7	79.2	201.9	100	Northern Apennines	9107	i	ND	ND	Siberian Platform	
60	50	Ma	POTTS (1990)	ND	ND	Europe	U.K.	Applecross Formation. Eishort anticline. Secondary. AF to 180mT, thermal to 700C. Early Tertiary overprint from Skye dykes.	13.5	170.5	-64.4	32.9		43	5		100		F-		Sedimentary	Torridon Group	57.5	57.5	Redbeds	Torridon Group, Overprint		Outcrop	353	353	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4		Secondary	21.6	17.3	77.3	204.3	100	Scotland	6081	i	ND	ND		Isle of Skye
60	50	Ma	POTTS (1990)	ND	ND	Europe	U.K.	Applecross Formation. Eishort anticline. Secondary. AF to 180mT, thermal to 700C. Early Tertiary overprint from Skye dykes.	13.5	170.5	-64.4	32.9	0.09		5		0		F-		Sedimentary	Torridon Group	57.5	57.5	Redbeds	Torridon Group, Overprint		Outcrop	353	353	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4		Secondary	21.6	17.3	77.3	204.3	100	Scotland	6081	i	ND	ND		Isle of Skye
60	50	Ma	POTTS (1990)	ND	ND	Europe	U.K.	Applecross Formation. Eishort anticline. Secondary. AF to 180mT, thermal to 700C. Early Tertiary overprint from Skye dykes.		168.3	6.6	1.2			5		0		F-		Sedimentary	Torridon Group	57.5	57.5	Redbeds	Torridon Group, Overprint		Outcrop	353	353	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4		Secondary	21.6	17.3	77.3	204.3	100	Scotland	6081	i	ND	ND		Isle of Skye
94	89	Ma	KERTH (1985)	ND	ND	Europe	Germany	Turonian. Extent Thickness 80m. Dip 1 to 2 degrees to N. . Thermal to 150C + AF to 24mT. . IRM (sat. 0. 2-0. 3T) , GOETH present.	5.3	17	52			5	1		0		ND		Sedimentary	Turonian carbonates	51.5	51.5	Limestone	Turonian Carbonates		Outcrop	8.3	8.3	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			7.3	5	68	149	0	SE Muensterland	782	i	ND	M		
146	100	Ma	KRS & SMID (1979)	ND	ND	Europe	Czech Republic	AF cleaning to 150mT, some thermal.	5.6	295.1	55.7	6.4		116			0		ND		Intrusive		49.6	49.6	teschenites	Cretaceous Igneous Rocks, Outer West Carpathians		Outcrop	18.1	18.1	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	143		8.1	5.8	42.2	297.7	41	Czech Republic	1359	i	R-	ND		
146	100	Ma	KRS & SMID (1979)	ND	ND	Europe	Czech Republic	AF cleaning to 150mT, some thermal.	6.5	319.3	66.2	7.9			68	n	0		ND		Intrusive		49.6	49.6	teschenites	Cretaceous Igneous Rocks, Outer West Carpathians		Outcrop	18.1	18.1	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	143		8.1	5.8	42.2	297.7	41	Czech Republic	1359	i	R-	ND		
146	100	Ma	KRS & SMID (1979)	ND	ND	Europe	Czech Republic	AF cleaning to 150mT, some thermal.	6.4	98.7	-37.4	11.2			48	r	0		ND		Intrusive		49.6	49.6	teschenites	Cretaceous Igneous Rocks, Outer West Carpathians		Outcrop	18.1	18.1	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	143		8.1	5.8	42.2	297.7	41	Czech Republic	1359	i	R-	ND		
89	74	Ma	BAZHENOV & BURTMAN (1990)	ND	ND	Europe	Slovakia	Coniacian - Lower Campanian. Extent 60 km, 5 m thick. 2 sections. T>200C. By Halls' method: N=17, D=266, I=44.	7.7	268	45	27		12	2		100		ND		Sedimentary		48.8	48.8	marl	Slovakian Cretaceous Marls		Outcrop	17.9	17.9	DE-DI:LT-T-Z:LP-DC2			9.7	6.2	18.4	307.5	50	N.Carpathians	7862	i	Ro	ND	Carpathians	
94	91	Ma	VANDENBERG ET AL. (1978)	ND	ND	Europe	Italy	Early Turonian. AF to 300mT, thermal to 700C, characteristic component.	5.4	310.9	36.9			10	2		100		ND		Sedimentary	Umbrian sequence	43.5	43.5	Limestone	Umbrian sequence 6		Outcrop	12.5	12.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			6.3	3.7	43.3	269.4	0	Italy	2114	i	ND	ND		
150	50	Ma	JONES ET AL. (1979)	ND	ND	Europe	France	Strikes 73-302/Dips 45-80. Remagnetized late Mesozoic to early Cenozoic.	13.2	202.9	7.9	21.8		55	7		100		F-		Sedimentary	Zone Bocaine	49	49	Redbeds	Redbeds, Zone Bocaine		Outcrop	359	359	DE-DI:LT-T-Z:LP-DC3			13.3	6.7	33.4	151.5	100	Normandy	12	i	ND	ND		
150	50	Ma	JONES ET AL. (1979)	ND	ND	Europe	France	Strikes 73-302/Dips 45-80. Remagnetized late Mesozoic to early Cenozoic.	33.7	204.7	-11.6	4.2	0.19		7		0		F-		Sedimentary	Zone Bocaine	49	49	Redbeds	Redbeds, Zone Bocaine		Outcrop	359	359	DE-DI:LT-T-Z:LP-DC3			13.3	6.7	33.4	151.5	100	Normandy	12	i	ND	ND		
150	50	Ma	JONES ET AL. (1979)	ND	ND	Europe	France	Strikes 73-302/Dips 45-80. Remagnetized late Mesozoic to early Cenozoic.	13.2	202.9	7.9	21.8			7		0		F-		Sedimentary	Zone Bocaine	49	49	Redbeds	Redbeds, Zone Bocaine		Outcrop	359	359	DE-DI:LT-T-Z:LP-DC3			13.3	6.7	33.4	151.5	100	Normandy	12	i	ND	ND		
100	65	Ma	ANDREEVA ET AL. (1965)	ND	ND	Europe	Czech Republic	Superseded study. AF, thermal and DC demagnetization tests. Pole recalculated from mean direction and site co-ordinates. Old Result. Superseded study.		358	69			12			0		ND		Sedimentary		50.2	50.2	Sandstone	Cretaceous Sandstones, Czech Republic		Outcrop	14.6	14.6	DE-DI:LT-NO:LP-DC1			7.7	4.5	87	347	0	Czech Republic	3794	i	ND	ND		
94	65	Ma	NOZHAROV & VELEVICH (1974)	ND	ND	Europe	Serbia : Bulgaria	Turonian to Maastrichtian. AF cleaning to 80mT, thernal to 200C. Js-T (no details) , Hcr.	13.5	3.7	65.3	12		48	11		0		ND		Intrusive:Extrusive		43	43	Andesite	Andesites, Serbia		Outcrop	24	24	DE-DI:LT-AF-Z:LT-T-Z:LP-DC2	132.7		22	17.8	84.7	52	18	Serbia	3786	i	R-	M		
94	65	Ma	NOZHAROV & VELEVICH (1974)	ND	ND	Europe	Serbia : Bulgaria	Turonian to Maastrichtian. AF cleaning to 80mT, thernal to 200C. Js-T (no details) , Hcr.	9.4	350.5	72.2	30.7			9	n	0		ND		Intrusive:Extrusive		43	43	Andesite	Andesites, Serbia		Outcrop	24	24	DE-DI:LT-AF-Z:LT-T-Z:LP-DC2	132.7		22	17.8	84.7	52	18	Serbia	3786	i	R-	M		
94	65	Ma	NOZHAROV & VELEVICH (1974)	ND	ND	Europe	Serbia : Bulgaria	Turonian to Maastrichtian. AF cleaning to 80mT, thernal to 200C. Js-T (no details) , Hcr.	31	204.2	-28.5	66.9			2	r	0		ND		Intrusive:Extrusive		43	43	Andesite	Andesites, Serbia		Outcrop	24	24	DE-DI:LT-AF-Z:LT-T-Z:LP-DC2	132.7		22	17.8	84.7	52	18	Serbia	3786	i	R-	M		
60	10	Ma	SYMONS ET AL. (1995)	G-	ND	Europe	Poland	C Component. AF to 100mT, thermal to 600C, characteristic component. IRM (sat. 0. 3T or no sat. 0. 9T). Tertiary age of mineralization. Conglomerate Test Parameters: Clasts not random. Conglomerate Test Significance: NO.	6.9	2.6	65.5	34		140	14		0		ND		Sedimentary	Muschelkalk Formation	50	50	Dolostone:Limestone	Muschelkalk Formation, Comp.C		Outcrop	19.5	19.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4		C	11.2	9.1	86.9	164.7	200	Lower Silesia	8384	i	Ro	M		
161	100	Ma	ANDERSEN ET AL. (1999)	ND	ND	Europe	Norway	Middle to Upper Permian. Low-temperature. Thermal, <275-475C component. Late Jurassic-Early Cretaceous overprint.	6	347.7	58.4	18.4			19		0		ND		Metamorphic	Laerdal-Gjende Fault Rosks	61.5	61.5	Gneiss	Laerdal-Gjende Fault Rosks, Low-T		Outcrop	9	9	DE-DI:LT-T-Z:LP-DC3		Low-T	8.9	6.6	66.4	213.2	0	Jotunheimen area	8704	i	ND	ND		
100	91	Ma	KRS ET AL. (1978)	ND	ND	Europe	Czech Republic	Cenomanian to Lower Turonian. Cleaning at 250C.	3.3	312.7	52.7	8.8		228	9		100		ND		Sedimentary		49.5	49.5	Redbeds	Red Claystones, Outer West Carpathians		Outcrop	18.3	18.3	DE-DI:LT-T-Z:LP-DC3			4.6	3.2	51.8	281.3	0	Carpathians	1365	i	ND	ND		
56	34	Ma	10.1016/S0040-1951(01)00220-7	G-	ND	Europe	Bulgaria	Middle - Upper Triassic. B syn-folding. Thermal, characteristic component 400-580C. SUSC-T (HEM, MAGN). intersection of small circles applied. method of intersecting of small circles applied.	1.9	20.8	56	238		138	23		100		SF+		Sedimentary		43	43	Limestone	Bulgarian Triassic Carbonate		Outcrop	23.1	23.1	DE-DI:LT-T-Z:LP-DC4		B syn-folding	2.7	2	72.8	128.1	5	West Balkan	8850	i	ND	ND		
56	34	Ma	10.1016/S0040-1951(01)00220-7	G-	ND	Europe	Bulgaria	Middle - Upper Triassic. B syn-folding. Thermal, characteristic component 400-580C. SUSC-T (HEM, MAGN). intersection of small circles applied. method of intersecting of small circles applied.	4.9	13.9	50.8	35			23		50		SF+		Sedimentary		43	43	Limestone	Bulgarian Triassic Carbonate		Outcrop	23.1	23.1	DE-DI:LT-T-Z:LP-DC4		B syn-folding	2.7	2	72.8	128.1	5	West Balkan	8850	i	ND	ND		
56	34	Ma	10.1016/S0040-1951(01)00220-7	G-	ND	Europe	Bulgaria	Middle - Upper Triassic. B syn-folding. Thermal, characteristic component 400-580C. SUSC-T (HEM, MAGN). intersection of small circles applied. method of intersecting of small circles applied.	7.7	18.9	64.1	14			23		0		SF+		Sedimentary		43	43	Limestone	Bulgarian Triassic Carbonate		Outcrop	23.1	23.1	DE-DI:LT-T-Z:LP-DC4		B syn-folding	2.7	2	72.8	128.1	5	West Balkan	8850	i	ND	ND		
112	100	Ma	10.1016/0040-1951(83)90210-X	ND	ND	Europe	Hungary	Albian. Dips 0-20 degrees. Thermal 250-565C.	15	300	38	71	4.18	39	3		100		Fo	90	Sedimentary		47.5	47.5	Limestone	Albian Limestones		Outcrop	18.1	18.1	DE-DI:LT-T-Z:LP-DC3			17.7	10.5	36	281	0	Transdanubian Central Mountains	1457	i	ND	ND		
112	100	Ma	10.1016/0040-1951(83)90210-X	ND	ND	Europe	Hungary	Albian. Dips 0-20 degrees. Thermal 250-565C.	30	296	44	17			3		0		Fo	90	Sedimentary		47.5	47.5	Limestone	Albian Limestones		Outcrop	18.1	18.1	DE-DI:LT-T-Z:LP-DC3			17.7	10.5	36	281	0	Transdanubian Central Mountains	1457	i	ND	ND		
100	65	Ma	LOWRIE & ALVAREZ (1977)	ND	ND	Europe	Italy	Gubbio Section. Dips 40-60 NE. AF minimum dispersion. IRM (some sat. 0. 3T, some no sat. 1T). Reversals above Gubbio Normal Zone. . Positive fold test when compared with Moria Sectio.	2.6	305	43	6.8		493			100		F+		Sedimentary	Scaglia Rossa	43.4	43.4	Limestone	Scaglia Rossa Limestone		Outcrop	12.6	12.6	DE-DI:LT-AF-Z:LP-DC2	170.2		3.2	2	41.9	278.7	34	Gubbio	1985	i	R-	M		
100	65	Ma	LOWRIE & ALVAREZ (1977)	ND	ND	Europe	Italy	Gubbio Section. Dips 40-60 NE. AF minimum dispersion. IRM (some sat. 0. 3T, some no sat. 1T). Reversals above Gubbio Normal Zone. . Positive fold test when compared with Moria Sectio.	5.1	312	44	7.8			114	n	100		F+		Sedimentary	Scaglia Rossa	43.4	43.4	Limestone	Scaglia Rossa Limestone		Outcrop	12.6	12.6	DE-DI:LT-AF-Z:LP-DC2	170.2		3.2	2	41.9	278.7	34	Gubbio	1985	i	R-	M		
100	65	Ma	LOWRIE & ALVAREZ (1977)	ND	ND	Europe	Italy	Gubbio Section. Dips 40-60 NE. AF minimum dispersion. IRM (some sat. 0. 3T, some no sat. 1T). Reversals above Gubbio Normal Zone. . Positive fold test when compared with Moria Sectio.	3.7	144	-40	9.5			167	r	100		F+		Sedimentary	Scaglia Rossa	43.4	43.4	Limestone	Scaglia Rossa Limestone		Outcrop	12.6	12.6	DE-DI:LT-AF-Z:LP-DC2	170.2		3.2	2	41.9	278.7	34	Gubbio	1985	i	R-	M		
100	89	Ma	MARTON & NARDI (1994)	ND	ND	Europe	Italy	Cenomanian to Turonian. Thermal to 580C, AF to 135mT, characteristic component. IRM (sat. 0. 2T, no sat. 2T) , SUSC (vs Temp). Mean of three localities calculated (12 sites).	6.7	327	40	42		56	12		100		ND		Sedimentary	Apulian Limestones	41	41	Limestone	Apulian Limestones		Outcrop	16.5	16.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4			7.9	4.7	56	261	0	Southern Italy	7507	i	ND	M		
100	89	Ma	MARTON & NARDI (1994)	ND	ND	Europe	Italy	Cenomanian to Turonian. Thermal to 580C, AF to 135mT, characteristic component. IRM (sat. 0. 2T, no sat. 2T) , SUSC (vs Temp). Mean of three localities calculated (12 sites).	6.5	324	41	44			12		0		ND		Sedimentary	Apulian Limestones	41	41	Limestone	Apulian Limestones		Outcrop	16.5	16.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4			7.9	4.7	56	261	0	Southern Italy	7507	i	ND	M		
245	35	Ma	SOFFEL (1979)	ND	ND	Europe	Austria	Scythian age. Nappe system of the Northern Calcareous Alps. . AF to 200mT, thermal to 650C, bulk cleaning at 300C. . OP (detrital MAGN, some oxidation to HEM). Age of magnetization uncertain, possibly KU-TE.	6.9	44.3	59.2	102.7		30	4		100		ND		Sedimentary		47.5	47.5	Redbeds	Triassic Red Sandstones, Woergl		Outcrop	12.1	12.1	DE-DI:LT-AF-Z:LT-T-Z:LP-DC2			10.3	7.7	57.6	98.9	0	Austria	753	i	ND	M		
100	85	Ma	MARTON ET AL. (1991)	ND	ND	Europe	Slovakia	Ladinian to Late Norian. Thermal to 650C, cleaning 250-400C. Early Late Cretaceous synfolding magnetization.	5.9	319.9	42.4	168		52	5		100		SF+	99	Sedimentary		48.5	48.5	Limestone	Slovak Karst 2		Outcrop	20.4	20.4	DE-DI:LT-T-Z:LP-DC3			7.3	4.5	50.5	267.6	0	Slovakia	6374	i	ND	ND		
100	85	Ma	MARTON ET AL. (1991)	ND	ND	Europe	Slovakia	Ladinian to Late Norian. Thermal to 650C, cleaning 250-400C. Early Late Cretaceous synfolding magnetization.	9.5	325.8	32.3	66	7.64		5		65		SF+	99	Sedimentary		48.5	48.5	Limestone	Slovak Karst 2		Outcrop	20.4	20.4	DE-DI:LT-T-Z:LP-DC3			7.3	4.5	50.5	267.6	0	Slovakia	6374	i	ND	ND		
100	85	Ma	MARTON ET AL. (1991)	ND	ND	Europe	Slovakia	Ladinian to Late Norian. Thermal to 650C, cleaning 250-400C. Early Late Cretaceous synfolding magnetization.	16.6	299.4	56.9	22			5		0		SF+	99	Sedimentary		48.5	48.5	Limestone	Slovak Karst 2		Outcrop	20.4	20.4	DE-DI:LT-T-Z:LP-DC3			7.3	4.5	50.5	267.6	0	Slovakia	6374	i	ND	ND		
85	55	Ma	KATZ ET AL. (1996)	ND	ND	Europe	Germany	Kimmeridgian and Potlandian, petroleum impregnated. Thermal to 600C, mostly AF to 90mT, high temp. high coer. comp. . IRM (sat. 0. 2T) ; HYST. Late Cretaceous to Early Tertiary age.	2.9	9.2	58.6	222		60	12		100		F-		Sedimentary	Asphaltkalk Deposits	52	52	Limestone	Asphaltkalk Deposits		Outcrop	9.5	9.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4			4.3	3.2	75.8	159.4	0	Northern Germany	8057	i	ND	M		
85	55	Ma	KATZ ET AL. (1996)	ND	ND	Europe	Germany	Kimmeridgian and Potlandian, petroleum impregnated. Thermal to 600C, mostly AF to 90mT, high temp. high coer. comp. . IRM (sat. 0. 2T) ; HYST. Late Cretaceous to Early Tertiary age.	6.2	11.8	61.6	49.3	0.22		12		0		F-		Sedimentary	Asphaltkalk Deposits	52	52	Limestone	Asphaltkalk Deposits		Outcrop	9.5	9.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4			4.3	3.2	75.8	159.4	0	Northern Germany	8057	i	ND	M		
85	55	Ma	KATZ ET AL. (1996)	ND	ND	Europe	Germany	Kimmeridgian and Potlandian, petroleum impregnated. Thermal to 600C, mostly AF to 90mT, high temp. high coer. comp. . IRM (sat. 0. 2T) ; HYST. Late Cretaceous to Early Tertiary age.	2.9	9.2	58.6	222			12		0		F-		Sedimentary	Asphaltkalk Deposits	52	52	Limestone	Asphaltkalk Deposits		Outcrop	9.5	9.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4			4.3	3.2	75.8	159.4	0	Northern Germany	8057	i	ND	M		
80	60	Ma	10.1016/0012-821X(89)90024-1	ND	ND	Europe	Portugal	Albian to Cenomanian. AF to 80mT, thermal to 520C. IRM (sat. 0. 3T). Remagnetized by Lisbon Volcanics. Data incl. in RESULTNOS 9235, 9236.	6	358	39	383		21	3		100		Fo	25	Sedimentary		38.8	38.8	Limestone	Lisbon Area Albian-Cenomanian Sediments		Outcrop	350.6	350.6	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			7.2	4.3	73.2	177	0	Portugal	6207	i	ND	M	Iberia	Lisbon Area
80	60	Ma	10.1016/0012-821X(89)90024-1	ND	ND	Europe	Portugal	Albian to Cenomanian. AF to 80mT, thermal to 520C. IRM (sat. 0. 3T). Remagnetized by Lisbon Volcanics. Data incl. in RESULTNOS 9235, 9236.	9	358	53	187	0.5		3		0		Fo	25	Sedimentary		38.8	38.8	Limestone	Lisbon Area Albian-Cenomanian Sediments		Outcrop	350.6	350.6	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			7.2	4.3	73.2	177	0	Portugal	6207	i	ND	M	Iberia	Lisbon Area
80	60	Ma	10.1016/0012-821X(89)90024-1	ND	ND	Europe	Portugal	Albian to Cenomanian. AF to 80mT, thermal to 520C. IRM (sat. 0. 3T). Remagnetized by Lisbon Volcanics. Data incl. in RESULTNOS 9235, 9236.	6	358	39	383			3		0		Fo	25	Sedimentary		38.8	38.8	Limestone	Lisbon Area Albian-Cenomanian Sediments		Outcrop	350.6	350.6	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			7.2	4.3	73.2	177	0	Portugal	6207	i	ND	M	Iberia	Lisbon Area
112	100	Ma	10.1029/91JB02257	ND	ND	Europe	Italy	Albian age. Strike 297. 9/Dip 27. 2. Thermal to 680C, AF to 80mT, characteristic component. IRM (steep rise to 0. 5T, gradual to 5. 0T) , SUSC. Not certain if reversed magnetizations are primary.	3.1	299.5	34.2	20.1		109			100		ND		Sedimentary		43.4	43.4	marl:Limestone	Valle della Contessa Section		Outcrop	12.6	12.6	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	151.8		3.5	2	34	276.6	22	Umbrian Apennines	6243	i	R-	M		
112	100	Ma	10.1029/91JB02257	ND	ND	Europe	Italy	Albian age. Strike 297. 9/Dip 27. 2. Thermal to 680C, AF to 80mT, characteristic component. IRM (steep rise to 0. 5T, gradual to 5. 0T) , SUSC. Not certain if reversed magnetizations are primary.	2.3	292.6	32.6	42.3			85	n	100		ND		Sedimentary		43.4	43.4	marl:Limestone	Valle della Contessa Section		Outcrop	12.6	12.6	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	151.8		3.5	2	34	276.6	22	Umbrian Apennines	6243	i	R-	M		
112	100	Ma	10.1029/91JB02257	ND	ND	Europe	Italy	Albian age. Strike 297. 9/Dip 27. 2. Thermal to 680C, AF to 80mT, characteristic component. IRM (steep rise to 0. 5T, gradual to 5. 0T) , SUSC. Not certain if reversed magnetizations are primary.	6.7	146.7	-36.6	18.3			24	r	100		ND		Sedimentary		43.4	43.4	marl:Limestone	Valle della Contessa Section		Outcrop	12.6	12.6	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	151.8		3.5	2	34	276.6	22	Umbrian Apennines	6243	i	R-	M		
100	89	Ma	10.1016/0012-821X(75)90194-6	ND	ND	Europe	Italy	Pre-Senonian - 'Middle Cretaceous'. Superseded study. Thermal cleaning, minimum dispersion. Data included in RESULTNO 2683. Superseded study.	7	322.4	28.2	16.1		28	5		100		ND		Sedimentary	Campania sequence	41.5	41.5	Bauxite:Limestone	Campania Sequence		Outcrop	15.5	15.5	DE-DI:LT-T-Z:LP-DC3	178.8		7.7	4.8	48.2	256.7	20	Italy	2682	i	Ro	ND		
100	89	Ma	10.1016/0012-821X(75)90194-6	ND	ND	Europe	Italy	Pre-Senonian - 'Middle Cretaceous'. Superseded study. Thermal cleaning, minimum dispersion. Data included in RESULTNO 2683. Superseded study.	14.4	319.5	27.9	41.5			4	n	100		ND		Sedimentary	Campania sequence	41.5	41.5	Bauxite:Limestone	Campania Sequence		Outcrop	15.5	15.5	DE-DI:LT-T-Z:LP-DC3	178.8		7.7	4.8	48.2	256.7	20	Italy	2682	i	Ro	ND		
100	89	Ma	10.1016/0012-821X(75)90194-6	ND	ND	Europe	Italy	Pre-Senonian - 'Middle Cretaceous'. Superseded study. Thermal cleaning, minimum dispersion. Data included in RESULTNO 2683. Superseded study.	2.8	139.3	-29.1	590.7			1	r	100		ND		Sedimentary	Campania sequence	41.5	41.5	Bauxite:Limestone	Campania Sequence		Outcrop	15.5	15.5	DE-DI:LT-T-Z:LP-DC3	178.8		7.7	4.8	48.2	256.7	20	Italy	2682	i	Ro	ND		
89	60	Ma	10.1016/0012-821X(75)90194-6	ND	ND	Europe	Italy	Senonian to Early Paleocene. Superseded study. Thermal cleaning, minimum dispersion. Data included in RESULTNO 2683. Superseded study.	7.5	343	41.4	33.8		97	12		100		ND		Sedimentary		45.5	45.5	Limestone	Southern Dolomites 1		Outcrop	11.5	11.5	DE-DI:LT-T-Z:LP-DC3			9.2	5.9	64.1	229.2	0	Italy	2679	i	ND	ND		
94	89	Ma	10.1029/JB085IB07P03623	ND	ND	Europe	Italy	Turonian. See also RESULTNO 2251. .	5.5	343.8	39.5			66	11		100		ND		Sedimentary		46	46	Limestone	Pelagic limestones 4		Outcrop	12	12	DE-DI:LT-AF-Z:LP-DC3			6.5	3.9	62.9	226.6	0	Southern Alps	191	i	ND	ND		
91	87	Ma	10.1029/JB085IB07P03623	ND	ND	Europe	Italy	Late Turonian to Early Coniacian. See also RESULTNO 2251. .	7.4	345.1	42.9			50	8		100		ND		Sedimentary		46	46	Limestone	Pelagic limestones 5		Outcrop	12	12	DE-DI:LT-AF-Z:LP-DC3			9.1	5.6	65.7	226.7	0	Southern Alps	192	i	ND	ND		
86	83	Ma	10.1029/JB085IB07P03623	ND	ND	Europe	Italy	Santonian.	8.3	346.7	49.4			17	3		100		ND		Sedimentary		46	46	Limestone	Pelagic limestones 7		Outcrop	12	12	DE-DI:LT-AF-Z:LP-DC3			11	7.3	71.1	230	0	Southern Alps	194	i	ND	ND		
