tab 	er_ages
age	age_description	age_sigma	age_unit	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	er_timescale_citation_names	magic_method_codes	timescale_eon	timescale_epoch	timescale_era	timescale_period
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ027	EJU-4	07EJ027a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ028	EJU-4	07EJ028a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ029	EJU-4	07EJ029a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ029	EJU-4	07EJ029b	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ030	EJU-4	07EJ030a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ031	EJU-4	07EJ031a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ032	EJU-5	07EJ032a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ033	EJU-5	07EJ033a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ034	EJU-5	07EJ034a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ034	EJU-5	07EJ034b	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ035	EJU-5	07EJ035a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ036	EJU-5	07EJ036a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ037	EJU-5	07EJ037a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ038	EJU-5	07EJ038a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ039	EJU-6	07EJ039a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ040	EJU-6	07EJ040a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ040	EJU-6	07EJ040b	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ041	EJU-6	07EJ041a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ042	EJU-6	07EJ042a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ043	EJU-6	07EJ043a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ044	EJU-6	07EJ044a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ045	EJU-6	07EJ045a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ046	EJU-7	07EJ046a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ047	EJU-7	07EJ047a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ048	EJU-7	07EJ048a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ049	EJU-7	07EJ049a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ050	EJU-7	07EJ050a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ051	EJU-7	07EJ051a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ052	EJU-7	07EJ052a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ053	EJU-8	07EJ053a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ054	EJU-8	07EJ054a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ055	EJU-8	07EJ055a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ056	EJU-8	07EJ056a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ057	EJU-8	07EJ057a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ058	EJU-8	07EJ058a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ060	EJU-9	07EJ060a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ061	EJU-9	07EJ061a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ062	EJU-9	07EJ062a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ063	EJU-9	07EJ063a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ064	EJU-9	07EJ064a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ065	EJU-9	07EJ065a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ066	EJU-10	07EJ066a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ066	EJU-10	07EJ066b	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ067	EJU-10	07EJ067a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ069	EJU-10	07EJ069a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ070	EJU-10	07EJ070a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ070	EJU-10	07EJ070b	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ071	EJU-10	07EJ071a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ072	EJU-10	07EJ072a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ073	EJU-11	07EJ073a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ074	EJU-11	07EJ074a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ075	EJU-11	07EJ075a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ076	EJU-11	07EJ076a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ077	EJU-11	07EJ077a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ078	EJU-11	07EJ078a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ079	EJU-11	07EJ079a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ080	EJU-12	07EJ080a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ081	EJU-12	07EJ081a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ081	EJU-12	07EJ081b	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ083	EJU-12	07EJ083a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ085	EJU-12	07EJ085a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ086	EJU-12	07EJ086a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ087	EJU-13	07EJ087a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ088	EJU-13	07EJ088a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ089	EJU-13	07EJ089a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ090	EJU-13	07EJ090a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ090	EJU-13	07EJ090b	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ091	EJU-13	07EJ091a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ092	EJU-13	07EJ092a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ093	EJU-13	07EJ093a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ094	EJU-14	07EJ094a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ094	EJU-14	07EJ094b	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ095	EJU-14	07EJ095a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ096	EJU-14	07EJ096a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ097	EJU-14	07EJ097a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ097	EJU-14	07EJ097b	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ098	EJU-14	07EJ098a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ099	EJU-14	07EJ099a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ100	EJU-14	07EJ100a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
34.2		1.3	Ma	Ding et al. 2007	Ejumaima	07EJ100	EJU-14	07EJ100b	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
