tab 	er_ages
age	age_description	age_sigma	age_unit	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	er_timescale_citation_names	magic_method_codes	timescale_eon	timescale_epoch	timescale_era	timescale_period
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND126	NDC-14	07ND126a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND127	NDC-14	07ND127a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND128	NDC-14	07ND128a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND129	NDC-15	07ND129a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND130	NDC-15	07ND130a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND131	NDC-15	07ND131a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND132	NDC-15	07ND132a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND133	NDC-15	07ND133a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND134	NDC-15	07ND134a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND135	NDC-15	07ND135a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND136	NDC-15	07ND136a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND136	NDC-15	07ND136b	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND137	NDC-16	07ND137a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND138	NDC-16	07ND138a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND139	NDC-16	07ND139a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND140	NDC-16	07ND140a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND141	NDC-16	07ND141a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND141	NDC-16	07ND141b	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND142	NDC-16	07ND142a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND143	NDC-16	07ND143a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND144	NDC-17	07ND144a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND145	NDC-17	07ND145a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND146	NDC-17	07ND146a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND147	NDC-17	07ND147a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND148	NDC-17	07ND148a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND149	NDC-17	07ND149a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND150	NDC-17	07ND150a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND151	NDC-17	07ND151a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND152	NDC-18	07ND152a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND153	NDC-18	07ND153a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND155	NDC-18	07ND155a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND156	NDC-18	07ND156a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND157	NDC-18	07ND157a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND158	NDC-18	07ND158a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND166	NDC-20	07ND166a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND167	NDC-20	07ND167a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND168	NDC-20	07ND168a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND169	NDC-20	07ND169a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND170	NDC-20	07ND170a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND171	NDC-20	07ND171a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND172	NDC-20	07ND172a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND173	NDC-21	07ND173a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND174	NDC-21	07ND174a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND175	NDC-21	07ND175a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND176	NDC-21	07ND176a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND177	NDC-21	07ND177a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND177	NDC-21	07ND177b	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND178	NDC-21	07ND178a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND179	NDC-21	07ND179a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND180	NDC-21	07ND180a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND181	NDC-22	07ND181a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND182	NDC-22	07ND182a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND183	NDC-22	07ND183a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND184	NDC-22	07ND184a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND185	NDC-22	07ND185a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND187	NDC-22	07ND187a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND188	NDC-22	07ND188a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND189	NDC-23	07ND189a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND190	NDC-23	07ND190a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND191	NDC-23	07ND191a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND193	NDC-23	07ND193a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND194	NDC-23	07ND194a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND195	NDC-24	07ND195a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND196	NDC-24	07ND196a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND197	NDC-24	07ND197a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND198	NDC-24	07ND198a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND199	NDC-24	07ND199a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND200	NDC-24	07ND200a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND201	NDC-25	07ND201a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND202	NDC-25	07ND202a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND203	NDC-25	07ND203a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND204	NDC-25	07ND204a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND205	NDC-25	07ND205a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND206	NDC-25	07ND206a	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
35.4		2.4	Ma	Ding et al. 2007	Nading Co	07ND206	NDC-25	07ND206b	Gradstein 2004	GM-ARAR-II	Phanerozoic	Eocene : Oligocene	Cenozoic	Paleogene
