adj_dec,citations,core,core_depth,core_sects,description,dir_csd,dir_dec,dir_inc,experiment,external_database_ids,instrument_codes,magn_moment,magn_volume,meas_n_orient,meas_temp,measurement,method_codes,offset,quality,section,sequence,software_packages,specimen,standard,timestamp,treat_ac_field,treat_dc_field,treat_dc_field_phi,treat_dc_field_theta,treat_step_num,treat_temp
174.67993313260973,This study,1H,4.0,1H-1,IN-LINE AF DEMAG:,0.0,264.67993313260973,30.0,999-U999A-1H-1-A-100.0_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,7.862391074603195e-07,0.0057901,1.0,273.0,999-U999A-1H-1-A-100.0_LP-DIR-AF-14,LT-AF-Z:LP-DIR-AF,100.0,g,1,13,pmagpy-4.2.25-1,999-U999A-1H-1-A-100.0,u,2019-01-25T02:22:20Z,0.01,0,0,0,3,273.0
172.47993313260974,This study,1H,4.025,1H-1,IN-LINE AF DEMAG:,0.0,262.47993313260974,31.6,999-U999A-1H-1-A-102.5_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,7.585166137930005e-07,0.005556,1.0,273.0,999-U999A-1H-1-A-102.5_LP-DIR-AF-20,LT-AF-Z:LP-DIR-AF,102.5,g,1,19,pmagpy-4.2.25-1,999-U999A-1H-1-A-102.5,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
172.47993313260974,This study,1H,4.05,1H-1,IN-LINE AF DEMAG:,0.0,262.47993313260974,31.0,999-U999A-1H-1-A-105.0_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,7.63860331539739e-07,0.0056068,1.0,273.0,999-U999A-1H-1-A-105.0_LP-DIR-AF-23,LT-AF-Z:LP-DIR-AF,105.0,g,1,22,pmagpy-4.2.25-1,999-U999A-1H-1-A-105.0,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
173.57993313260974,This study,1H,4.075,1H-1,IN-LINE AF DEMAG:,0.0,263.57993313260977,27.2,999-U999A-1H-1-A-107.5_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,8.002841092387128e-07,0.0059516000000000005,1.0,273.0,999-U999A-1H-1-A-107.5_LP-DIR-AF-26,LT-AF-Z:LP-DIR-AF,107.5,g,1,25,pmagpy-4.2.25-1,999-U999A-1H-1-A-107.5,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
174.07993313260974,This study,1H,4.1,1H-1,IN-LINE AF DEMAG:,0.0,264.07993313260977,23.4,999-U999A-1H-1-A-110.0_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,8.145929097408105e-07,0.0061311,1.0,273.0,999-U999A-1H-1-A-110.0_LP-DIR-AF-29,LT-AF-Z:LP-DIR-AF,110.0,g,1,28,pmagpy-4.2.25-1,999-U999A-1H-1-A-110.0,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
177.27993313260976,This study,1H,4.125,1H-1,IN-LINE AF DEMAG:,0.0,267.27993313260976,22.4,999-U999A-1H-1-A-112.5_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,8.110425482057029e-07,0.006122,1.0,273.0,999-U999A-1H-1-A-112.5_LP-DIR-AF-32,LT-AF-Z:LP-DIR-AF,112.5,g,1,31,pmagpy-4.2.25-1,999-U999A-1H-1-A-112.5,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
182.67993313260973,This study,1H,4.15,1H-1,IN-LINE AF DEMAG:,0.0,272.67993313260973,25.7,999-U999A-1H-1-A-115.0_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,8.24224155130144e-07,0.0061585,1.0,273.0,999-U999A-1H-1-A-115.0_LP-DIR-AF-35,LT-AF-Z:LP-DIR-AF,115.0,g,1,34,pmagpy-4.2.25-1,999-U999A-1H-1-A-115.0,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
185.37993313260975,This study,1H,4.175,1H-1,IN-LINE AF DEMAG:,0.0,275.3799331326097,30.6,999-U999A-1H-1-A-117.5_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,8.920203532431309e-07,0.006555199999999999,1.0,273.0,999-U999A-1H-1-A-117.5_LP-DIR-AF-38,LT-AF-Z:LP-DIR-AF,117.5,g,1,37,pmagpy-4.2.25-1,999-U999A-1H-1-A-117.5,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
181.67993313260973,This study,1H,4.2,1H-1,IN-LINE AF DEMAG:,0.0,271.67993313260973,33.0,999-U999A-1H-1-A-120.0_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,9.774538357385478e-07,0.007123100000000001,1.0,273.0,999-U999A-1H-1-A-120.0_LP-DIR-AF-47,LT-AF-Z:LP-DIR-AF,120.0,g,1,46,pmagpy-4.2.25-1,999-U999A-1H-1-A-120.0,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
179.57993313260974,This study,1H,4.225,1H-1,IN-LINE AF DEMAG:,0.0,269.57993313260977,32.8,999-U999A-1H-1-A-122.5_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,9.75042069656484e-07,0.007109000000000002,1.0,273.0,999-U999A-1H-1-A-122.5_LP-DIR-AF-50,LT-AF-Z:LP-DIR-AF,122.5,g,1,49,pmagpy-4.2.25-1,999-U999A-1H-1-A-122.5,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
184.77993313260976,This study,1H,4.25,1H-1,IN-LINE AF DEMAG:,0.0,274.77993313260976,33.9,999-U999A-1H-1-A-125.0_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,8.79658365162294e-07,0.006389199999999999,1.0,273.0,999-U999A-1H-1-A-125.0_LP-DIR-AF-53,LT-AF-Z:LP-DIR-AF,125.0,g,1,52,pmagpy-4.2.25-1,999-U999A-1H-1-A-125.0,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
193.07993313260977,This study,1H,4.275,1H-1,IN-LINE AF DEMAG:,0.0,283.07993313260977,35.5,999-U999A-1H-1-A-127.5_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,8.382870217890767e-07,0.0060545,1.0,273.0,999-U999A-1H-1-A-127.5_LP-DIR-AF-56,LT-AF-Z:LP-DIR-AF,127.5,g,1,55,pmagpy-4.2.25-1,999-U999A-1H-1-A-127.5,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
192.47993313260974,This study,1H,4.3,1H-1,IN-LINE AF DEMAG:,0.0,282.47993313260974,34.2,999-U999A-1H-1-A-130.0_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,9.077229644004828e-07,0.006586799999999999,1.0,273.0,999-U999A-1H-1-A-130.0_LP-DIR-AF-59,LT-AF-Z:LP-DIR-AF,130.0,g,1,58,pmagpy-4.2.25-1,999-U999A-1H-1-A-130.0,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
189.17993313260973,This study,1H,4.325,1H-1,IN-LINE AF DEMAG:,0.0,279.17993313260973,31.4,999-U999A-1H-1-A-132.5_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,9.760128410528211e-07,0.0071538,1.0,273.0,999-U999A-1H-1-A-132.5_LP-DIR-AF-62,LT-AF-Z:LP-DIR-AF,132.5,g,1,61,pmagpy-4.2.25-1,999-U999A-1H-1-A-132.5,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
188.97993313260974,This study,1H,4.35,1H-1,IN-LINE AF DEMAG:,0.0,278.97993313260974,31.3,999-U999A-1H-1-A-135.0_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,9.381875192625408e-07,0.006878399999999999,1.0,273.0,999-U999A-1H-1-A-135.0_LP-DIR-AF-65,LT-AF-Z:LP-DIR-AF,135.0,g,1,64,pmagpy-4.2.25-1,999-U999A-1H-1-A-135.0,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
189.37993313260975,This study,1H,4.375,1H-1,IN-LINE AF DEMAG:,0.0,279.3799331326097,35.1,999-U999A-1H-1-A-137.5_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,8.809247810681681e-07,0.0063699,1.0,273.0,999-U999A-1H-1-A-137.5_LP-DIR-AF-68,LT-AF-Z:LP-DIR-AF,137.5,g,1,67,pmagpy-4.2.25-1,999-U999A-1H-1-A-137.5,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
