adj_dec,citations,core,core_depth,core_sects,description,dir_csd,dir_dec,dir_inc,experiment,external_database_ids,instrument_codes,magn_moment,magn_volume,meas_n_orient,meas_temp,measurement,method_codes,offset,quality,section,sequence,software_packages,specimen,standard,timestamp,treat_ac_field,treat_dc_field,treat_dc_field_phi,treat_dc_field_theta,treat_step_num,treat_temp
166.77993313260976,This study,1H,3.825,1H-1,IN-LINE AF DEMAG:,0.0,256.77993313260976,25.2,999-U999A-1H-1-A-82.5_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,7.370630529337365e-07,0.0055163,1.0,273.0,999-U999A-1H-1-A-82.5_LP-DIR-AF-286,LT-AF-Z:LP-DIR-AF,82.5,g,1,285,pmagpy-4.2.25-1,999-U999A-1H-1-A-82.5,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
172.37993313260975,This study,1H,3.85,1H-1,IN-LINE AF DEMAG:,0.0,262.3799331326097,26.8,999-U999A-1H-1-A-85.0_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,6.95526090739952e-07,0.0051786,1.0,273.0,999-U999A-1H-1-A-85.0_LP-DIR-AF-292,LT-AF-Z:LP-DIR-AF,85.0,g,1,291,pmagpy-4.2.25-1,999-U999A-1H-1-A-85.0,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
176.97993313260974,This study,1H,3.875,1H-1,IN-LINE AF DEMAG:,0.0,266.97993313260974,29.7,999-U999A-1H-1-A-87.5_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,6.97410537130032e-07,0.0051422,1.0,273.0,999-U999A-1H-1-A-87.5_LP-DIR-AF-298,LT-AF-Z:LP-DIR-AF,87.5,g,1,297,pmagpy-4.2.25-1,999-U999A-1H-1-A-87.5,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
177.17993313260973,This study,1H,3.9,1H-1,IN-LINE AF DEMAG:,0.0,267.17993313260973,32.4,999-U999A-1H-1-A-90.0_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,7.168866475252555e-07,0.0052374,1.0,273.0,999-U999A-1H-1-A-90.0_LP-DIR-AF-306,LT-AF-Z:LP-DIR-AF,90.0,g,1,305,pmagpy-4.2.25-1,999-U999A-1H-1-A-90.0,u,2019-01-25T02:22:20Z,0.01,0,0,0,3,273.0
174.47993313260974,This study,1H,3.925,1H-1,IN-LINE AF DEMAG:,0.0,264.47993313260974,31.2,999-U999A-1H-1-A-92.5_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,7.551011232940924e-07,0.0055376,1.0,273.0,999-U999A-1H-1-A-92.5_LP-DIR-AF-312,LT-AF-Z:LP-DIR-AF,92.5,g,1,311,pmagpy-4.2.25-1,999-U999A-1H-1-A-92.5,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
173.57993313260974,This study,1H,3.95,1H-1,IN-LINE AF DEMAG:,0.0,263.57993313260977,28.7,999-U999A-1H-1-A-95.0_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,7.903982670780596e-07,0.0058456,1.0,273.0,999-U999A-1H-1-A-95.0_LP-DIR-AF-318,LT-AF-Z:LP-DIR-AF,95.0,g,1,317,pmagpy-4.2.25-1,999-U999A-1H-1-A-95.0,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
174.87993313260975,This study,1H,3.975,1H-1,IN-LINE AF DEMAG:,0.0,264.8799331326097,27.9,999-U999A-1H-1-A-97.5_LP-DIR-AF,LORE[112708361],IODP-SRM:IODP-SRM-AF,8.139846103582058e-07,0.0060354,1.0,273.0,999-U999A-1H-1-A-97.5_LP-DIR-AF-324,LT-AF-Z:LP-DIR-AF,97.5,g,1,323,pmagpy-4.2.25-1,999-U999A-1H-1-A-97.5,u,2019-01-25T02:22:20Z,0.01,0,0,0,1,273.0
329.47993313260974,This study,1H,5.5,1H-2,IN-LINE AF DEMAG:,0.0,59.479933132609744,-75.6,999-U999A-1H-2-A-100.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,4.0137038111076415e-06,0.023565,1.0,273.0,999-U999A-1H-2-A-100.0_LP-DIR-AF-334,LT-AF-Z:LP-DIR-AF,100.0,g,2,333,pmagpy-4.2.25-1,999-U999A-1H-2-A-100.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
314.97993313260974,This study,1H,5.55,1H-2,IN-LINE AF DEMAG:,0.0,44.979933132609744,-75.4,999-U999A-1H-2-A-105.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,2.8317235701247397e-06,0.016634,1.0,273.0,999-U999A-1H-2-A-105.0_LP-DIR-AF-336,LT-AF-Z:LP-DIR-AF,105.0,g,2,335,pmagpy-4.2.25-1,999-U999A-1H-2-A-105.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
307.3799331326097,This study,1H,5.6,1H-2,IN-LINE AF DEMAG:,0.0,37.37993313260972,-74.3,999-U999A-1H-2-A-110.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,1.615185387192752e-06,0.0095168,1.0,273.0,999-U999A-1H-2-A-110.0_LP-DIR-AF-338,LT-AF-Z:LP-DIR-AF,110.0,g,2,337,pmagpy-4.2.25-1,999-U999A-1H-2-A-110.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
345.07993313260977,This study,1H,5.65,1H-2,IN-LINE AF DEMAG:,0.0,75.07993313260977,-86.4,999-U999A-1H-2-A-115.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,1.2086352962134607e-06,0.006963,1.0,273.0,999-U999A-1H-2-A-115.0_LP-DIR-AF-340,LT-AF-Z:LP-DIR-AF,115.0,g,2,339,pmagpy-4.2.25-1,999-U999A-1H-2-A-115.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
331.67993313260973,This study,1H,5.7,1H-2,IN-LINE AF DEMAG:,0.0,61.67993313260973,-84.8,999-U999A-1H-2-A-120.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,1.760240487188327e-06,0.010156,1.0,273.0,999-U999A-1H-2-A-120.0_LP-DIR-AF-342,LT-AF-Z:LP-DIR-AF,120.0,g,2,341,pmagpy-4.2.25-1,999-U999A-1H-2-A-120.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
337.47993313260974,This study,1H,4.65,1H-2,IN-LINE AF DEMAG:,0.0,67.47993313260974,-62.6,999-U999A-1H-2-A-15.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,5.786657350318921e-06,0.03574,1.0,273.0,999-U999A-1H-2-A-15.0_LP-DIR-AF-350,LT-AF-Z:LP-DIR-AF,15.0,g,2,349,pmagpy-4.2.25-1,999-U999A-1H-2-A-15.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
334.07993313260977,This study,1H,4.7,1H-2,IN-LINE AF DEMAG:,0.0,64.07993313260977,-59.9,999-U999A-1H-2-A-20.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,6.430575013947043e-06,0.0403,1.0,273.0,999-U999A-1H-2-A-20.0_LP-DIR-AF-352,LT-AF-Z:LP-DIR-AF,20.0,g,2,351,pmagpy-4.2.25-1,999-U999A-1H-2-A-20.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
328.97993313260974,This study,1H,4.75,1H-2,IN-LINE AF DEMAG:,0.0,58.979933132609744,-56.7,999-U999A-1H-2-A-25.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,5.4258132717593584e-06,0.034654000000000004,1.0,273.0,999-U999A-1H-2-A-25.0_LP-DIR-AF-354,LT-AF-Z:LP-DIR-AF,25.0,g,2,353,pmagpy-4.2.25-1,999-U999A-1H-2-A-25.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
344.67993313260973,This study,1H,4.8,1H-2,IN-LINE AF DEMAG:,0.0,74.67993313260973,-61.5,999-U999A-1H-2-A-30.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,5.541877444512825e-06,0.034417,1.0,273.0,999-U999A-1H-2-A-30.0_LP-DIR-AF-356,LT-AF-Z:LP-DIR-AF,30.0,g,2,355,pmagpy-4.2.25-1,999-U999A-1H-2-A-30.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
332.47993313260974,This study,1H,4.85,1H-2,IN-LINE AF DEMAG:,0.0,62.479933132609744,-56.5,999-U999A-1H-2-A-35.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,5.9595368578439045e-06,0.038091,1.0,273.0,999-U999A-1H-2-A-35.0_LP-DIR-AF-358,LT-AF-Z:LP-DIR-AF,35.0,g,2,357,pmagpy-4.2.25-1,999-U999A-1H-2-A-35.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
334.77993313260976,This study,1H,4.9,1H-2,IN-LINE AF DEMAG:,0.0,64.77993313260976,-62.2,999-U999A-1H-2-A-40.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,4.777522011890683e-06,0.029565,1.0,273.0,999-U999A-1H-2-A-40.0_LP-DIR-AF-360,LT-AF-Z:LP-DIR-AF,40.0,g,2,359,pmagpy-4.2.25-1,999-U999A-1H-2-A-40.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
331.8799331326097,This study,1H,4.95,1H-2,IN-LINE AF DEMAG:,0.0,61.87993313260972,-61.3,999-U999A-1H-2-A-45.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,5.2674690269616205e-06,0.032760000000000004,1.0,273.0,999-U999A-1H-2-A-45.0_LP-DIR-AF-362,LT-AF-Z:LP-DIR-AF,45.0,g,2,361,pmagpy-4.2.25-1,999-U999A-1H-2-A-45.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
320.8799331326097,This study,1H,5.0,1H-2,IN-LINE AF DEMAG:,0.0,50.87993313260972,-62.1,999-U999A-1H-2-A-50.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,5.806257437291253e-06,0.035976,1.0,273.0,999-U999A-1H-2-A-50.0_LP-DIR-AF-366,LT-AF-Z:LP-DIR-AF,50.0,g,2,365,pmagpy-4.2.25-1,999-U999A-1H-2-A-50.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
321.57993313260977,This study,1H,5.05,1H-2,IN-LINE AF DEMAG:,0.0,51.57993313260977,-65.4,999-U999A-1H-2-A-55.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,5.699344568456972e-06,0.034715,1.0,273.0,999-U999A-1H-2-A-55.0_LP-DIR-AF-368,LT-AF-Z:LP-DIR-AF,55.0,g,2,367,pmagpy-4.2.25-1,999-U999A-1H-2-A-55.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
319.97993313260974,This study,1H,5.1,1H-2,IN-LINE AF DEMAG:,0.0,49.979933132609744,-67.8,999-U999A-1H-2-A-60.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,6.468583638054006e-06,0.038996,1.0,273.0,999-U999A-1H-2-A-60.0_LP-DIR-AF-370,LT-AF-Z:LP-DIR-AF,60.0,g,2,369,pmagpy-4.2.25-1,999-U999A-1H-2-A-60.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
315.8799331326097,This study,1H,5.15,1H-2,IN-LINE AF DEMAG:,0.0,45.87993313260972,-62.9,999-U999A-1H-2-A-65.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,6.22030281115799e-06,0.038385,1.0,273.0,999-U999A-1H-2-A-65.0_LP-DIR-AF-372,LT-AF-Z:LP-DIR-AF,65.0,g,2,371,pmagpy-4.2.25-1,999-U999A-1H-2-A-65.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
324.27993313260976,This study,1H,5.2,1H-2,IN-LINE AF DEMAG:,0.0,54.279933132609756,-71.2,999-U999A-1H-2-A-70.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,4.822205091822622e-06,0.028703,1.0,273.0,999-U999A-1H-2-A-70.0_LP-DIR-AF-374,LT-AF-Z:LP-DIR-AF,70.0,g,2,373,pmagpy-4.2.25-1,999-U999A-1H-2-A-70.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
317.8799331326097,This study,1H,5.25,1H-2,IN-LINE AF DEMAG:,0.0,47.87993313260972,-70.7,999-U999A-1H-2-A-75.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,5.101316049863996e-06,0.030431,1.0,273.0,999-U999A-1H-2-A-75.0_LP-DIR-AF-376,LT-AF-Z:LP-DIR-AF,75.0,g,2,375,pmagpy-4.2.25-1,999-U999A-1H-2-A-75.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
319.47993313260974,This study,1H,5.3,1H-2,IN-LINE AF DEMAG:,0.0,49.479933132609744,-70.4,999-U999A-1H-2-A-80.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,5.463826934750038e-06,0.03262,1.0,273.0,999-U999A-1H-2-A-80.0_LP-DIR-AF-378,LT-AF-Z:LP-DIR-AF,80.0,g,2,377,pmagpy-4.2.25-1,999-U999A-1H-2-A-80.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
314.67993313260973,This study,1H,5.35,1H-2,IN-LINE AF DEMAG:,0.0,44.67993313260973,-74.8,999-U999A-1H-2-A-85.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,6.64539879333814e-06,0.039114,1.0,273.0,999-U999A-1H-2-A-85.0_LP-DIR-AF-380,LT-AF-Z:LP-DIR-AF,85.0,g,2,379,pmagpy-4.2.25-1,999-U999A-1H-2-A-85.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
323.97993313260974,This study,1H,5.4,1H-2,IN-LINE AF DEMAG:,0.0,53.979933132609744,-72.3,999-U999A-1H-2-A-90.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,6.382122550225748e-06,0.037853,1.0,273.0,999-U999A-1H-2-A-90.0_LP-DIR-AF-382,LT-AF-Z:LP-DIR-AF,90.0,g,2,381,pmagpy-4.2.25-1,999-U999A-1H-2-A-90.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
324.67993313260973,This study,1H,5.45,1H-2,IN-LINE AF DEMAG:,0.0,54.67993313260973,-73.8,999-U999A-1H-2-A-95.0_LP-DIR-AF,LORE[113385651],IODP-SRM:IODP-SRM-AF,5.253913673643677e-06,0.031009,1.0,273.0,999-U999A-1H-2-A-95.0_LP-DIR-AF-384,LT-AF-Z:LP-DIR-AF,95.0,g,2,383,pmagpy-4.2.25-1,999-U999A-1H-2-A-95.0,u,2019-03-28T23:37:09Z,0.01,0,0,0,1,273.0
312.97993313260974,This study,1H,7.0,1H-3,IN-LINE AF DEMAG:: average of multiple measurements,51.4,42.979933132609744,23.1,999-U999A-1H-3-A-100.0_LP-DIR-AF,LORE[112708561],IODP-SRM:IODP-SRM-AF,1.828e-10,6.7621e-07,8.0,273.0,999-U999A-1H-3-A-100.0_LP-DIR-AF-397,LT-AF-Z:DE-VM:LP-DIR-AF,100.0,g,3,396,pmagpy-4.2.25-1,999-U999A-1H-3-A-100.0,u,2019-01-25T04:03:23Z,0.01,0,0,0,2,273.0
330.17993313260973,This study,1H,7.025,1H-3,IN-LINE AF DEMAG:: average of multiple measurements,51.5,60.17993313260973,24.3,999-U999A-1H-3-A-102.5_LP-DIR-AF,LORE[112708561],IODP-SRM:IODP-SRM-AF,2.4230000000000003e-10,7.1823e-07,8.0,273.0,999-U999A-1H-3-A-102.5_LP-DIR-AF-402,LT-AF-Z:DE-VM:LP-DIR-AF,102.5,g,3,401,pmagpy-4.2.25-1,999-U999A-1H-3-A-102.5,u,2019-01-25T04:03:23Z,0.01,0,0,0,2,273.0
20.179933132609747,This study,1H,7.05,1H-3,IN-LINE AF DEMAG:: average of multiple measurements,66.6,110.17993313260975,49.4,999-U999A-1H-3-A-105.0_LP-DIR-AF,LORE[112708561],IODP-SRM:IODP-SRM-AF,1.495e-10,8.7631e-07,8.0,273.0,999-U999A-1H-3-A-105.0_LP-DIR-AF-407,LT-AF-Z:DE-VM:LP-DIR-AF,105.0,g,3,406,pmagpy-4.2.25-1,999-U999A-1H-3-A-105.0,u,2019-01-25T04:03:23Z,0.01,0,0,0,2,273.0
150.77993313260976,This study,1H,7.075,1H-3,IN-LINE AF DEMAG:: average of multiple measurements,65.6,240.77993313260976,47.9,999-U999A-1H-3-A-107.5_LP-DIR-AF,LORE[112708561],IODP-SRM:IODP-SRM-AF,1.066e-10,1.4146e-06,8.0,273.0,999-U999A-1H-3-A-107.5_LP-DIR-AF-412,LT-AF-Z:DE-VM:LP-DIR-AF,107.5,g,3,411,pmagpy-4.2.25-1,999-U999A-1H-3-A-107.5,u,2019-01-25T04:03:23Z,0.01,0,0,0,2,273.0
253.97993313260974,This study,1H,7.1,1H-3,IN-LINE AF DEMAG:: average of multiple measurements,43.0,343.97993313260974,45.3,999-U999A-1H-3-A-110.0_LP-DIR-AF,LORE[112708561],IODP-SRM:IODP-SRM-AF,2.07e-10,1.8402e-06,8.0,273.0,999-U999A-1H-3-A-110.0_LP-DIR-AF-417,LT-AF-Z:DE-VM:LP-DIR-AF,110.0,g,3,416,pmagpy-4.2.25-1,999-U999A-1H-3-A-110.0,u,2019-01-25T04:03:23Z,0.01,0,0,0,2,273.0
284.8799331326097,This study,1H,7.125,1H-3,IN-LINE AF DEMAG:: average of multiple measurements,43.1,14.879933132609722,37.5,999-U999A-1H-3-A-112.5_LP-DIR-AF,LORE[112708561],IODP-SRM:IODP-SRM-AF,2.1499999999999998e-10,1.7705e-06,8.0,273.0,999-U999A-1H-3-A-112.5_LP-DIR-AF-422,LT-AF-Z:DE-VM:LP-DIR-AF,112.5,g,3,421,pmagpy-4.2.25-1,999-U999A-1H-3-A-112.5,u,2019-01-25T04:03:23Z,0.01,0,0,0,2,273.0
298.57993313260977,This study,1H,7.15,1H-3,IN-LINE AF DEMAG:: average of multiple measurements,48.8,28.579933132609767,30.3,999-U999A-1H-3-A-115.0_LP-DIR-AF,LORE[112708561],IODP-SRM:IODP-SRM-AF,1.29e-10,1.3741e-06,8.0,273.0,999-U999A-1H-3-A-115.0_LP-DIR-AF-427,LT-AF-Z:DE-VM:LP-DIR-AF,115.0,g,3,426,pmagpy-4.2.25-1,999-U999A-1H-3-A-115.0,u,2019-01-25T04:03:23Z,0.01,0,0,0,2,273.0
