tab 	er_specimens
er_citation_names	er_location_name	er_sample_name	er_scientist_mail_names	er_site_name	er_specimen_alternatives	er_specimen_name	magic_method_codes	specimen_class	specimen_core_depth	specimen_lithology	specimen_type	specimen_volume	specimen_weight
This study	DSDP Site 522	27-2-015	Paul Hartl:Lisa Tauxe	27-2-015	1221	27-2-015	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	101.45	nannofossil ooze	sedimentary layer	1e-6	1.361e-03
This study	DSDP Site 522	27-2-021	Paul Hartl:Lisa Tauxe	27-2-021	1223	27-2-021	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	101.51	nannofossil ooze	sedimentary layer	1e-6	1.478e-03
This study	DSDP Site 522	27-2-024	Paul Hartl:Lisa Tauxe	27-2-024	1224	27-2-024	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	101.54	nannofossil ooze	sedimentary layer	1e-6	1.625e-03
This study	DSDP Site 522	27-2-027	Paul Hartl:Lisa Tauxe	27-2-027	1225	27-2-027	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	101.57	nannofossil ooze	sedimentary layer	1e-6	1.098e-03
This study	DSDP Site 522	27-2-030	Paul Hartl:Lisa Tauxe	27-2-030	1226	27-2-030	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	101.6	nannofossil ooze	sedimentary layer	1e-6	1.192e-03
This study	DSDP Site 522	27-2-033	Paul Hartl:Lisa Tauxe	27-2-033	1227	27-2-033	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	101.63	nannofossil ooze	sedimentary layer	1e-6	1.549e-03
This study	DSDP Site 522	27-2-036	Paul Hartl:Lisa Tauxe	27-2-036	1228	27-2-036	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	101.66	nannofossil ooze	sedimentary layer	1e-6	1.521e-03
This study	DSDP Site 522	27-2-042	Paul Hartl:Lisa Tauxe	27-2-042	1229	27-2-042	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	101.72	nannofossil ooze	sedimentary layer	1e-6	1.713e-03
This study	DSDP Site 522	27-2-045	Paul Hartl:Lisa Tauxe	27-2-045	1230	27-2-045	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	101.75	nannofossil ooze	sedimentary layer	1e-6	1.753e-03
This study	DSDP Site 522	27-2-048	Paul Hartl:Lisa Tauxe	27-2-048	1231	27-2-048	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	101.78	nannofossil ooze	sedimentary layer	1e-6	1.478e-03
This study	DSDP Site 522	27-2-051	Paul Hartl:Lisa Tauxe	27-2-051	1232	27-2-051	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	101.81	nannofossil ooze	sedimentary layer	1e-6	1.595e-03
This study	DSDP Site 522	27-2-055	Paul Hartl:Lisa Tauxe	27-2-055	1233	27-2-055	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	101.85	nannofossil ooze	sedimentary layer	1e-6	1.403e-03
This study	DSDP Site 522	27-2-059	Paul Hartl:Lisa Tauxe	27-2-059	1234	27-2-059	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	101.89	nannofossil ooze	sedimentary layer	1e-6	1.161e-03
This study	DSDP Site 522	27-2-065	Paul Hartl:Lisa Tauxe	27-2-065	1236	27-2-065	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	101.95	nannofossil ooze	sedimentary layer	1e-6	1.243e-03
This study	DSDP Site 522	27-2-068	Paul Hartl:Lisa Tauxe	27-2-068	1237	27-2-068	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	101.98	nannofossil ooze	sedimentary layer	1e-6	1.001e-03
This study	DSDP Site 522	27-2-071	Paul Hartl:Lisa Tauxe	27-2-071	1238	27-2-071	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.01	nannofossil ooze	sedimentary layer	1e-6	1.407e-03
This study	DSDP Site 522	27-2-074	Paul Hartl:Lisa Tauxe	27-2-074	1239	27-2-074	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.04	nannofossil ooze	sedimentary layer	1e-6	1.336e-03
This study	DSDP Site 522	27-2-078	Paul Hartl:Lisa Tauxe	27-2-078	1240	27-2-078	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.08	nannofossil ooze	sedimentary layer	1e-6	1.262e-03
This study	DSDP Site 522	27-2-082	Paul Hartl:Lisa Tauxe	27-2-082	1241	27-2-082	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.12	nannofossil ooze	sedimentary layer	1e-6	1.336e-03
This study	DSDP Site 522	27-2-085	Paul Hartl:Lisa Tauxe	27-2-085	1242	27-2-085	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.15	nannofossil ooze	sedimentary layer	1e-6	1.491e-03
This study	DSDP Site 522	27-2-089	Paul Hartl:Lisa Tauxe	27-2-089	1243	27-2-089	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.19	nannofossil ooze	sedimentary layer	1e-6	1.086e-03
This study	DSDP Site 522	27-2-094	Paul Hartl:Lisa Tauxe	27-2-094	1244	27-2-094	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.24	nannofossil ooze	sedimentary layer	1e-6	1.723e-03
This study	DSDP Site 522	27-2-100	Paul Hartl:Lisa Tauxe	27-2-100	1245	27-2-100	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.3	nannofossil ooze	sedimentary layer	1e-6	1.366e-03
This study	DSDP Site 522	27-2-103	Paul Hartl:Lisa Tauxe	27-2-103	1246	27-2-103	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.33	nannofossil ooze	sedimentary layer	1e-6	1.605e-03
This study	DSDP Site 522	27-2-106	Paul Hartl:Lisa Tauxe	27-2-106	1247	27-2-106	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.36	nannofossil ooze	sedimentary layer	1e-6	1.531e-03
This study	DSDP Site 522	27-2-109	Paul Hartl:Lisa Tauxe	27-2-109	1248	27-2-109	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.39	nannofossil ooze	sedimentary layer	1e-6	1.330e-03
This study	DSDP Site 522	27-2-112	Paul Hartl:Lisa Tauxe	27-2-112	1249	27-2-112	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.42	nannofossil ooze	sedimentary layer	1e-6	1.387e-03
This study	DSDP Site 522	27-2-115	Paul Hartl:Lisa Tauxe	27-2-115	1250	27-2-115	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.45	nannofossil ooze	sedimentary layer	1e-6	1.545e-03
This study	DSDP Site 522	27-2-118	Paul Hartl:Lisa Tauxe	27-2-118	1251	27-2-118	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.48	nannofossil ooze	sedimentary layer	1e-6	1.510e-03
This study	DSDP Site 522	27-2-122	Paul Hartl:Lisa Tauxe	27-2-122	1252	27-2-122	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.52	nannofossil ooze	sedimentary layer	1e-6	1.336e-03
This study	DSDP Site 522	27-2-125	Paul Hartl:Lisa Tauxe	27-2-125	1253	27-2-125	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.55	nannofossil ooze	sedimentary layer	1e-6	1.570e-03
This study	DSDP Site 522	27-2-128	Paul Hartl:Lisa Tauxe	27-2-128	1254	27-2-128	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.58	nannofossil ooze	sedimentary layer	1e-6	1.316e-03
This study	DSDP Site 522	27-2-132	Paul Hartl:Lisa Tauxe	27-2-132	1255	27-2-132	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.62	nannofossil ooze	sedimentary layer	1e-6	1.541e-03
This study	DSDP Site 522	27-2-135	Paul Hartl:Lisa Tauxe	27-2-135	1256	27-2-135	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.65	nannofossil ooze	sedimentary layer	1e-6	1.387e-03
This study	DSDP Site 522	27-2-139	Paul Hartl:Lisa Tauxe	27-2-139	1257	27-2-139	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.69	nannofossil ooze	sedimentary layer	1e-6	1.401e-03
This study	DSDP Site 522	27-2-142	Paul Hartl:Lisa Tauxe	27-2-142	1258	27-2-142	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.72	nannofossil ooze	sedimentary layer	1e-6	1.683e-03
This study	DSDP Site 522	27-2-145	Paul Hartl:Lisa Tauxe	27-2-145	1259	27-2-145	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.75	nannofossil ooze	sedimentary layer	1e-6	1.507e-03
This study	DSDP Site 522	27-2-149	Paul Hartl:Lisa Tauxe	27-2-149	1260	27-2-149	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.79	nannofossil ooze	sedimentary layer	1e-6	1.435e-03
This study	DSDP Site 522	27-3-017	Paul Hartl:Lisa Tauxe	27-3-017	1261	27-3-017	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	102.97	nannofossil ooze	sedimentary layer	1e-6	1.707e-03
This study	DSDP Site 522	27-3-024	Paul Hartl:Lisa Tauxe	27-3-024	1263	27-3-024	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.03	nannofossil ooze	sedimentary layer	1e-6	1.756e-03
This study	DSDP Site 522	27-3-026	Paul Hartl:Lisa Tauxe	27-3-026	1264	27-3-026	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.06	nannofossil ooze	sedimentary layer	1e-6	1.205e-03
This study	DSDP Site 522	27-3-031	Paul Hartl:Lisa Tauxe	27-3-031	1265	27-3-031	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.1	nannofossil ooze	sedimentary layer	1e-6	1.668e-03
This study	DSDP Site 522	27-3-034	Paul Hartl:Lisa Tauxe	27-3-034	1266	27-3-034	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.14	nannofossil ooze	sedimentary layer	1e-6	1.746e-03
This study	DSDP Site 522	27-3-038	Paul Hartl:Lisa Tauxe	27-3-038	1267	27-3-038	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.17	nannofossil ooze	sedimentary layer	1e-6	1.405e-03
This study	DSDP Site 522	27-3-042	Paul Hartl:Lisa Tauxe	27-3-042	1268	27-3-042	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.21	nannofossil ooze	sedimentary layer	1e-6	1.625e-03
This study	DSDP Site 522	27-3-046	Paul Hartl:Lisa Tauxe	27-3-046	1269	27-3-046	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.26	nannofossil ooze	sedimentary layer	1e-6	1.689e-03
This study	DSDP Site 522	27-3-050	Paul Hartl:Lisa Tauxe	27-3-050	1270	27-3-050	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.29	nannofossil ooze	sedimentary layer	1e-6	1.622e-03
This study	DSDP Site 522	27-3-053	Paul Hartl:Lisa Tauxe	27-3-053	1271	27-3-053	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.32	nannofossil ooze	sedimentary layer	1e-6	1.410e-03
This study	DSDP Site 522	27-3-056	Paul Hartl:Lisa Tauxe	27-3-056	1272	27-3-056	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.35	nannofossil ooze	sedimentary layer	1e-6	1.482e-03
This study	DSDP Site 522	27-3-059	Paul Hartl:Lisa Tauxe	27-3-059	1273	27-3-059	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.39	nannofossil ooze	sedimentary layer	1e-6	1.256e-03
This study	DSDP Site 522	27-3-062	Paul Hartl:Lisa Tauxe	27-3-062	1274	27-3-062	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.42	nannofossil ooze	sedimentary layer	1e-6	1.316e-03
This study	DSDP Site 522	27-3-065	Paul Hartl:Lisa Tauxe	27-3-065	1275	27-3-065	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.45	nannofossil ooze	sedimentary layer	1e-6	1.413e-03
This study	DSDP Site 522	27-3-068	Paul Hartl:Lisa Tauxe	27-3-068	1276	27-3-068	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.48	nannofossil ooze	sedimentary layer	1e-6	1.334e-03
This study	DSDP Site 522	27-3-072	Paul Hartl:Lisa Tauxe	27-3-072	1277	27-3-072	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.52	nannofossil ooze	sedimentary layer	1e-6	1.230e-03
This study	DSDP Site 522	27-3-075	Paul Hartl:Lisa Tauxe	27-3-075	1278	27-3-075	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.55	nannofossil ooze	sedimentary layer	1e-6	1.325e-03
This study	DSDP Site 522	27-3-081	Paul Hartl:Lisa Tauxe	27-3-081	1280	27-3-081	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.61	nannofossil ooze	sedimentary layer	1e-6	1.501e-03
This study	DSDP Site 522	27-3-084	Paul Hartl:Lisa Tauxe	27-3-084	1281	27-3-084	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.64	nannofossil ooze	sedimentary layer	1e-6	1.257e-03
This study	DSDP Site 522	27-3-087	Paul Hartl:Lisa Tauxe	27-3-087	1282	27-3-087	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.67	nannofossil ooze	sedimentary layer	1e-6	1.390e-03
This study	DSDP Site 522	27-3-090	Paul Hartl:Lisa Tauxe	27-3-090	1283	27-3-090	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.7	nannofossil ooze	sedimentary layer	1e-6	1.420e-03
This study	DSDP Site 522	27-3-094	Paul Hartl:Lisa Tauxe	27-3-094	1284	27-3-094	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.74	nannofossil ooze	sedimentary layer	1e-6	1.450e-03
This study	DSDP Site 522	27-3-097	Paul Hartl:Lisa Tauxe	27-3-097	1285	27-3-097	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.77	nannofossil ooze	sedimentary layer	1e-6	1.466e-03
This study	DSDP Site 522	27-3-100	Paul Hartl:Lisa Tauxe	27-3-100	1286	27-3-100	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.8	nannofossil ooze	sedimentary layer	1e-6	1.291e-03
This study	DSDP Site 522	27-3-103	Paul Hartl:Lisa Tauxe	27-3-103	1287	27-3-103	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.83	nannofossil ooze	sedimentary layer	1e-6	1.299e-03
This study	DSDP Site 522	27-3-106	Paul Hartl:Lisa Tauxe	27-3-106	1288	27-3-106	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.86	nannofossil ooze	sedimentary layer	1e-6	1.296e-03
This study	DSDP Site 522	27-3-109	Paul Hartl:Lisa Tauxe	27-3-109	1289	27-3-109	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.89	nannofossil ooze	sedimentary layer	1e-6	1.410e-03
This study	DSDP Site 522	27-3-112	Paul Hartl:Lisa Tauxe	27-3-112	1291	27-3-112	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.92	nannofossil ooze	sedimentary layer	1e-6	1.130e-03
This study	DSDP Site 522	27-3-115	Paul Hartl:Lisa Tauxe	27-3-115	1290	27-3-115	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.95	nannofossil ooze	sedimentary layer	1e-6	1.335e-03
This study	DSDP Site 522	27-3-118	Paul Hartl:Lisa Tauxe	27-3-118	1292	27-3-118	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	103.98	nannofossil ooze	sedimentary layer	1e-6	1.327e-03
This study	DSDP Site 522	27-3-121	Paul Hartl:Lisa Tauxe	27-3-121	1293	27-3-121	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.01	nannofossil ooze	sedimentary layer	1e-6	1.433e-03
This study	DSDP Site 522	27-3-125	Paul Hartl:Lisa Tauxe	27-3-125	1294	27-3-125	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.05	nannofossil ooze	sedimentary layer	1e-6	1.255e-03
This study	DSDP Site 522	27-3-128	Paul Hartl:Lisa Tauxe	27-3-128	1295	27-3-128	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.08	nannofossil ooze	sedimentary layer	1e-6	1.402e-03
This study	DSDP Site 522	27-3-131	Paul Hartl:Lisa Tauxe	27-3-131	1296	27-3-131	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.11	nannofossil ooze	sedimentary layer	1e-6	1.433e-03
This study	DSDP Site 522	27-3-134	Paul Hartl:Lisa Tauxe	27-3-134	1297	27-3-134	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.14	nannofossil ooze	sedimentary layer	1e-6	1.441e-03
This study	DSDP Site 522	27-3-139	Paul Hartl:Lisa Tauxe	27-3-139	1298	27-3-139	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.19	nannofossil ooze	sedimentary layer	1e-6	1.566e-03
This study	DSDP Site 522	28-1-025	Paul Hartl:Lisa Tauxe	28-1-025	1053	28-1-025	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.45	nannofossil ooze	sedimentary layer	1e-6	1.206e-03
This study	DSDP Site 522	28-1-030	Paul Hartl:Lisa Tauxe	28-1-030	1054	28-1-030	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.5	nannofossil ooze	sedimentary layer	1e-6	1.170e-03
This study	DSDP Site 522	28-1-033	Paul Hartl:Lisa Tauxe	28-1-033	1055	28-1-033	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.53	nannofossil ooze	sedimentary layer	1e-6	1.161e-03
This study	DSDP Site 522	28-1-038	Paul Hartl:Lisa Tauxe	28-1-038	1056	28-1-038	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.58	nannofossil ooze	sedimentary layer	1e-6	1.278e-03
This study	DSDP Site 522	28-1-042	Paul Hartl:Lisa Tauxe	28-1-042	1057	28-1-042	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.62	nannofossil ooze	sedimentary layer	1e-6	1.269e-03
This study	DSDP Site 522	28-1-045	Paul Hartl:Lisa Tauxe	28-1-045	1058	28-1-045	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.65	nannofossil ooze	sedimentary layer	1e-6	1.056e-03
This study	DSDP Site 522	28-1-051	Paul Hartl:Lisa Tauxe	28-1-051	1059	28-1-051	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.71	nannofossil ooze	sedimentary layer	1e-6	1.208e-03
This study	DSDP Site 522	28-1-054	Paul Hartl:Lisa Tauxe	28-1-054	1060	28-1-054	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.74	nannofossil ooze	sedimentary layer	1e-6	1.097e-03
This study	DSDP Site 522	28-1-060	Paul Hartl:Lisa Tauxe	28-1-060	1062	28-1-060	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.8	nannofossil ooze	sedimentary layer	1e-6	1.210e-03
This study	DSDP Site 522	28-1-063	Paul Hartl:Lisa Tauxe	28-1-063	1063	28-1-063	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.83	nannofossil ooze	sedimentary layer	1e-6	1.508e-03
This study	DSDP Site 522	28-1-066	Paul Hartl:Lisa Tauxe	28-1-066	1064	28-1-066	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.86	nannofossil ooze	sedimentary layer	1e-6	1.526e-03
This study	DSDP Site 522	28-1-069	Paul Hartl:Lisa Tauxe	28-1-069	1065	28-1-069	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.89	nannofossil ooze	sedimentary layer	1e-6	1.292e-03
This study	DSDP Site 522	28-1-072	Paul Hartl:Lisa Tauxe	28-1-072	1066	28-1-072	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.92	nannofossil ooze	sedimentary layer	1e-6	1.328e-03
This study	DSDP Site 522	28-1-075	Paul Hartl:Lisa Tauxe	28-1-075	1067	28-1-075	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.95	nannofossil ooze	sedimentary layer	1e-6	1.261e-03
This study	DSDP Site 522	28-1-078	Paul Hartl:Lisa Tauxe	28-1-078	1068	28-1-078	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	104.98	nannofossil ooze	sedimentary layer	1e-6	1.149e-03
This study	DSDP Site 522	28-1-081	Paul Hartl:Lisa Tauxe	28-1-081	1069	28-1-081	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.01	nannofossil ooze	sedimentary layer	1e-6	1.208e-03
This study	DSDP Site 522	28-1-084	Paul Hartl:Lisa Tauxe	28-1-084	1070	28-1-084	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.04	nannofossil ooze	sedimentary layer	1e-6	1.099e-03
This study	DSDP Site 522	28-1-087	Paul Hartl:Lisa Tauxe	28-1-087	1071	28-1-087	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.07	nannofossil ooze	sedimentary layer	1e-6	1.154e-03
This study	DSDP Site 522	28-1-090	Paul Hartl:Lisa Tauxe	28-1-090	1072	28-1-090	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.1	nannofossil ooze	sedimentary layer	1e-6	1.375e-03
This study	DSDP Site 522	28-1-094	Paul Hartl:Lisa Tauxe	28-1-094	1073	28-1-094	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.14	nannofossil ooze	sedimentary layer	1e-6	1.361e-03
This study	DSDP Site 522	28-1-097	Paul Hartl:Lisa Tauxe	28-1-097	1074	28-1-097	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.17	nannofossil ooze	sedimentary layer	1e-6	1.184e-03
This study	DSDP Site 522	28-1-100	Paul Hartl:Lisa Tauxe	28-1-100	1075	28-1-100	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.2	nannofossil ooze	sedimentary layer	1e-6	1.259e-03
This study	DSDP Site 522	28-1-103	Paul Hartl:Lisa Tauxe	28-1-103	1076	28-1-103	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.23	nannofossil ooze	sedimentary layer	1e-6	1.193e-03
This study	DSDP Site 522	28-1-106	Paul Hartl:Lisa Tauxe	28-1-106	1077	28-1-106	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.26	nannofossil ooze	sedimentary layer	1e-6	1.182e-03
This study	DSDP Site 522	28-1-109	Paul Hartl:Lisa Tauxe	28-1-109	1078	28-1-109	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.29	nannofossil ooze	sedimentary layer	1e-6	1.274e-03
This study	DSDP Site 522	28-1-112	Paul Hartl:Lisa Tauxe	28-1-112	1079	28-1-112	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.32	nannofossil ooze	sedimentary layer	1e-6	1.336e-03
This study	DSDP Site 522	28-1-115	Paul Hartl:Lisa Tauxe	28-1-115	1080	28-1-115	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.35	nannofossil ooze	sedimentary layer	1e-6	1.090e-03
This study	DSDP Site 522	28-1-118	Paul Hartl:Lisa Tauxe	28-1-118	1081	28-1-118	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.38	nannofossil ooze	sedimentary layer	1e-6	1.199e-03
This study	DSDP Site 522	28-1-122	Paul Hartl:Lisa Tauxe	28-1-122	1082	28-1-122	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.42	nannofossil ooze	sedimentary layer	1e-6	1.339e-03
This study	DSDP Site 522	28-1-125	Paul Hartl:Lisa Tauxe	28-1-125	1083	28-1-125	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.45	nannofossil ooze	sedimentary layer	1e-6	1.067e-03
This study	DSDP Site 522	28-1-128	Paul Hartl:Lisa Tauxe	28-1-128	1084	28-1-128	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.48	nannofossil ooze	sedimentary layer	1e-6	1.175e-03
This study	DSDP Site 522	28-1-131	Paul Hartl:Lisa Tauxe	28-1-131	1085	28-1-131	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.51	nannofossil ooze	sedimentary layer	1e-6	1.445e-03
This study	DSDP Site 522	28-1-134	Paul Hartl:Lisa Tauxe	28-1-134	1086	28-1-134	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.54	nannofossil ooze	sedimentary layer	1e-6	1.209e-03
This study	DSDP Site 522	28-1-137	Paul Hartl:Lisa Tauxe	28-1-137	1087	28-1-137	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.57	nannofossil ooze	sedimentary layer	1e-6	1.314e-03
This study	DSDP Site 522	28-1-141	Paul Hartl:Lisa Tauxe	28-1-141	1088	28-1-141	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.61	nannofossil ooze	sedimentary layer	1e-6	1.280e-03
This study	DSDP Site 522	28-1-144	Paul Hartl:Lisa Tauxe	28-1-144	1089	28-1-144	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.64	nannofossil ooze	sedimentary layer	1e-6	1.288e-03
This study	DSDP Site 522	28-1-147	Paul Hartl:Lisa Tauxe	28-1-147	1090	28-1-147	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.67	nannofossil ooze	sedimentary layer	1e-6	1.318e-03
This study	DSDP Site 522	28-2-004	Paul Hartl:Lisa Tauxe	28-2-004	1091	28-2-004	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.74	nannofossil ooze	sedimentary layer	1e-6	1.698e-03
This study	DSDP Site 522	28-2-011	Paul Hartl:Lisa Tauxe	28-2-011	1093	28-2-011	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.81	nannofossil ooze	sedimentary layer	1e-6	1.224e-03
This study	DSDP Site 522	28-2-014	Paul Hartl:Lisa Tauxe	28-2-014	1094	28-2-014	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.84	nannofossil ooze	sedimentary layer	1e-6	1.092e-03
This study	DSDP Site 522	28-2-017	Paul Hartl:Lisa Tauxe	28-2-017	1095	28-2-017	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.87	nannofossil ooze	sedimentary layer	1e-6	1.025e-03
This study	DSDP Site 522	28-2-020	Paul Hartl:Lisa Tauxe	28-2-020	1096	28-2-020	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.9	nannofossil ooze	sedimentary layer	1e-6	1.087e-03
This study	DSDP Site 522	28-2-024	Paul Hartl:Lisa Tauxe	28-2-024	1097	28-2-024	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.94	nannofossil ooze	sedimentary layer	1e-6	1.466e-03
This study	DSDP Site 522	28-2-027	Paul Hartl:Lisa Tauxe	28-2-027	1098	28-2-027	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	105.97	nannofossil ooze	sedimentary layer	1e-6	1.377e-03
