tab 	er_specimens
er_citation_names	er_location_name	er_sample_name	er_scientist_mail_names	er_site_name	er_specimen_alternatives	er_specimen_name	magic_method_codes	specimen_class	specimen_core_depth	specimen_lithology	specimen_type	specimen_volume	specimen_weight
This study	DSDP Site 522	19-3-114	Paul Hartl:Lisa Tauxe	19-3-114	2701	19-3-114	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	76.83	nannofossil ooze	sedimentary layer	1e-6	1.615e-03
This study	DSDP Site 522	19-3-117	Paul Hartl:Lisa Tauxe	19-3-117	2702	19-3-117	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	76.87	nannofossil ooze	sedimentary layer	1e-6	1.733e-03
This study	DSDP Site 522	20-1-012	Paul Hartl:Lisa Tauxe	20-1-012	2507	20-1-012	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.42	nannofossil ooze	sedimentary layer	1e-6	1.561e-03
This study	DSDP Site 522	20-1-015	Paul Hartl:Lisa Tauxe	20-1-015	2508	20-1-015	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.45	nannofossil ooze	sedimentary layer	1e-6	1.326e-03
This study	DSDP Site 522	20-1-017	Paul Hartl:Lisa Tauxe	20-1-017	2509	20-1-017	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.47	nannofossil ooze	sedimentary layer	1e-6	1.532e-03
This study	DSDP Site 522	20-1-020	Paul Hartl:Lisa Tauxe	20-1-020	2510	20-1-020	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.5	nannofossil ooze	sedimentary layer	1e-6	1.443e-03
This study	DSDP Site 522	20-1-024	Paul Hartl:Lisa Tauxe	20-1-024	2511	20-1-024	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.53	nannofossil ooze	sedimentary layer	1e-6	1.479e-03
This study	DSDP Site 522	20-1-028	Paul Hartl:Lisa Tauxe	20-1-028	2512	20-1-028	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.57	nannofossil ooze	sedimentary layer	1e-6	1.535e-03
This study	DSDP Site 522	20-1-031	Paul Hartl:Lisa Tauxe	20-1-031	2513	20-1-031	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.6	nannofossil ooze	sedimentary layer	1e-6	1.492e-03
This study	DSDP Site 522	20-1-035	Paul Hartl:Lisa Tauxe	20-1-035	2514	20-1-035	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.64	nannofossil ooze	sedimentary layer	1e-6	1.428e-03
This study	DSDP Site 522	20-1-039	Paul Hartl:Lisa Tauxe	20-1-039	2515	20-1-039	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.68	nannofossil ooze	sedimentary layer	1e-6	1.455e-03
This study	DSDP Site 522	20-1-043	Paul Hartl:Lisa Tauxe	20-1-043	2516	20-1-043	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.72	nannofossil ooze	sedimentary layer	1e-6	1.415e-03
This study	DSDP Site 522	20-1-045	Paul Hartl:Lisa Tauxe	20-1-045	2517	20-1-045	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.74	nannofossil ooze	sedimentary layer	1e-6	1.518e-03
This study	DSDP Site 522	20-1-049	Paul Hartl:Lisa Tauxe	20-1-049	2518	20-1-049	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.79	nannofossil ooze	sedimentary layer	1e-6	1.680e-03
This study	DSDP Site 522	20-1-051	Paul Hartl:Lisa Tauxe	20-1-051	2519	20-1-051	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.81	nannofossil ooze	sedimentary layer	1e-6	1.383e-03
This study	DSDP Site 522	20-1-055	Paul Hartl:Lisa Tauxe	20-1-055	2520	20-1-055	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.85	nannofossil ooze	sedimentary layer	1e-6	1.491e-03
This study	DSDP Site 522	20-1-059	Paul Hartl:Lisa Tauxe	20-1-059	2521	20-1-059	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.88	nannofossil ooze	sedimentary layer	1e-6	1.324e-03
This study	DSDP Site 522	20-1-062	Paul Hartl:Lisa Tauxe	20-1-062	2522	20-1-062	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.92	nannofossil ooze	sedimentary layer	1e-6	1.638e-03
This study	DSDP Site 522	20-1-065	Paul Hartl:Lisa Tauxe	20-1-065	2523	20-1-065	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.94	nannofossil ooze	sedimentary layer	1e-6	1.524e-03
This study	DSDP Site 522	20-1-068	Paul Hartl:Lisa Tauxe	20-1-068	2524	20-1-068	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	77.98	nannofossil ooze	sedimentary layer	1e-6	1.385e-03
This study	DSDP Site 522	20-1-071	Paul Hartl:Lisa Tauxe	20-1-071	2525	20-1-071	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.01	nannofossil ooze	sedimentary layer	1e-6	1.266e-03
This study	DSDP Site 522	20-1-075	Paul Hartl:Lisa Tauxe	20-1-075	2526	20-1-075	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.04	nannofossil ooze	sedimentary layer	1e-6	1.503e-03
This study	DSDP Site 522	20-1-080	Paul Hartl:Lisa Tauxe	20-1-080	2527	20-1-080	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.09	nannofossil ooze	sedimentary layer	1e-6	1.600e-03
This study	DSDP Site 522	20-1-083	Paul Hartl:Lisa Tauxe	20-1-083	2528	20-1-083	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.12	nannofossil ooze	sedimentary layer	1e-6	1.612e-03
This study	DSDP Site 522	20-1-086	Paul Hartl:Lisa Tauxe	20-1-086	2529	20-1-086	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.15	nannofossil ooze	sedimentary layer	1e-6	1.544e-03
This study	DSDP Site 522	20-1-089	Paul Hartl:Lisa Tauxe	20-1-089	2530	20-1-089	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.18	nannofossil ooze	sedimentary layer	1e-6	1.693e-03
This study	DSDP Site 522	20-1-091	Paul Hartl:Lisa Tauxe	20-1-091	2531	20-1-091	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.21	nannofossil ooze	sedimentary layer	1e-6	1.477e-03
This study	DSDP Site 522	20-1-095	Paul Hartl:Lisa Tauxe	20-1-095	2532	20-1-095	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.24	nannofossil ooze	sedimentary layer	1e-6	1.401e-03
This study	DSDP Site 522	20-1-098	Paul Hartl:Lisa Tauxe	20-1-098	2533	20-1-098	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.28	nannofossil ooze	sedimentary layer	1e-6	1.565e-03
This study	DSDP Site 522	20-1-103	Paul Hartl:Lisa Tauxe	20-1-103	2534	20-1-103	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.32	nannofossil ooze	sedimentary layer	1e-6	1.767e-03
This study	DSDP Site 522	20-1-105	Paul Hartl:Lisa Tauxe	20-1-105	2535	20-1-105	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.35	nannofossil ooze	sedimentary layer	1e-6	1.326e-03
This study	DSDP Site 522	20-1-109	Paul Hartl:Lisa Tauxe	20-1-109	2536	20-1-109	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.39	nannofossil ooze	sedimentary layer	1e-6	1.576e-03
This study	DSDP Site 522	20-1-112	Paul Hartl:Lisa Tauxe	20-1-112	2537	20-1-112	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.42	nannofossil ooze	sedimentary layer	1e-6	1.574e-03
This study	DSDP Site 522	20-1-116	Paul Hartl:Lisa Tauxe	20-1-116	2538	20-1-116	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.45	nannofossil ooze	sedimentary layer	1e-6	1.510e-03
This study	DSDP Site 522	20-1-119	Paul Hartl:Lisa Tauxe	20-1-119	2539	20-1-119	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.48	nannofossil ooze	sedimentary layer	1e-6	1.564e-03
This study	DSDP Site 522	20-1-122	Paul Hartl:Lisa Tauxe	20-1-122	2541	20-1-122	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.52	nannofossil ooze	sedimentary layer	1e-6	1.653e-03
This study	DSDP Site 522	20-1-125	Paul Hartl:Lisa Tauxe	20-1-125	2542	20-1-125	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.54	nannofossil ooze	sedimentary layer	1e-6	1.692e-03
This study	DSDP Site 522	20-1-129	Paul Hartl:Lisa Tauxe	20-1-129	2543	20-1-129	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.58	nannofossil ooze	sedimentary layer	1e-6	1.616e-03
This study	DSDP Site 522	20-1-132	Paul Hartl:Lisa Tauxe	20-1-132	2544	20-1-132	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.61	nannofossil ooze	sedimentary layer	1e-6	1.587e-03
This study	DSDP Site 522	20-1-135	Paul Hartl:Lisa Tauxe	20-1-135	2545	20-1-135	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.64	nannofossil ooze	sedimentary layer	1e-6	1.362e-03
This study	DSDP Site 522	20-1-138	Paul Hartl:Lisa Tauxe	20-1-138	2546	20-1-138	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.67	nannofossil ooze	sedimentary layer	1e-6	1.339e-03
This study	DSDP Site 522	20-1-142	Paul Hartl:Lisa Tauxe	20-1-142	2547	20-1-142	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.71	nannofossil ooze	sedimentary layer	1e-6	1.711e-03
This study	DSDP Site 522	20-1-144	Paul Hartl:Lisa Tauxe	20-1-144	2548	20-1-144	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.74	nannofossil ooze	sedimentary layer	1e-6	1.401e-03
This study	DSDP Site 522	20-1-150	Paul Hartl:Lisa Tauxe	20-1-150	2549	20-1-150	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.79	nannofossil ooze	sedimentary layer	1e-6	1.495e-03
This study	DSDP Site 522	20-2-001	Paul Hartl:Lisa Tauxe	20-2-001	2551	20-2-001	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.81	nannofossil ooze	sedimentary layer	1e-6	1.503e-03
This study	DSDP Site 522	20-2-004	Paul Hartl:Lisa Tauxe	20-2-004	2552	20-2-004	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.84	nannofossil ooze	sedimentary layer	1e-6	1.372e-03
This study	DSDP Site 522	20-2-007	Paul Hartl:Lisa Tauxe	20-2-007	2553	20-2-007	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.87	nannofossil ooze	sedimentary layer	1e-6	1.378e-03
This study	DSDP Site 522	20-2-010	Paul Hartl:Lisa Tauxe	20-2-010	2554	20-2-010	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.9	nannofossil ooze	sedimentary layer	1e-6	1.335e-03
This study	DSDP Site 522	20-2-015	Paul Hartl:Lisa Tauxe	20-2-015	2555	20-2-015	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.94	nannofossil ooze	sedimentary layer	1e-6	1.445e-03
This study	DSDP Site 522	20-2-018	Paul Hartl:Lisa Tauxe	20-2-018	2556	20-2-018	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	78.97	nannofossil ooze	sedimentary layer	1e-6	1.391e-03
This study	DSDP Site 522	20-2-022	Paul Hartl:Lisa Tauxe	20-2-022	2557	20-2-022	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.01	nannofossil ooze	sedimentary layer	1e-6	1.579e-03
This study	DSDP Site 522	20-2-025	Paul Hartl:Lisa Tauxe	20-2-025	2558	20-2-025	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.04	nannofossil ooze	sedimentary layer	1e-6	1.410e-03
This study	DSDP Site 522	20-2-028	Paul Hartl:Lisa Tauxe	20-2-028	2559	20-2-028	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.08	nannofossil ooze	sedimentary layer	1e-6	1.354e-03
This study	DSDP Site 522	20-2-032	Paul Hartl:Lisa Tauxe	20-2-032	2560	20-2-032	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.12	nannofossil ooze	sedimentary layer	1e-6	1.521e-03
This study	DSDP Site 522	20-2-035	Paul Hartl:Lisa Tauxe	20-2-035	2561	20-2-035	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.15	nannofossil ooze	sedimentary layer	1e-6	1.961e-03
This study	DSDP Site 522	20-2-040	Paul Hartl:Lisa Tauxe	20-2-040	2562	20-2-040	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.19	nannofossil ooze	sedimentary layer	1e-6	1.544e-03
This study	DSDP Site 522	20-2-043	Paul Hartl:Lisa Tauxe	20-2-043	2563	20-2-043	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.23	nannofossil ooze	sedimentary layer	1e-6	1.303e-03
This study	DSDP Site 522	20-2-047	Paul Hartl:Lisa Tauxe	20-2-047	2564	20-2-047	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.27	nannofossil ooze	sedimentary layer	1e-6	1.630e-03
This study	DSDP Site 522	20-2-054	Paul Hartl:Lisa Tauxe	20-2-054	2565	20-2-054	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.33	nannofossil ooze	sedimentary layer	1e-6	1.581e-03
This study	DSDP Site 522	20-2-057	Paul Hartl:Lisa Tauxe	20-2-057	2566	20-2-057	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.37	nannofossil ooze	sedimentary layer	1e-6	1.699e-03
This study	DSDP Site 522	20-2-060	Paul Hartl:Lisa Tauxe	20-2-060	2567	20-2-060	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.39	nannofossil ooze	sedimentary layer	1e-6	1.559e-03
This study	DSDP Site 522	20-2-064	Paul Hartl:Lisa Tauxe	20-2-064	2568	20-2-064	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.43	nannofossil ooze	sedimentary layer	1e-6	1.339e-03
This study	DSDP Site 522	20-2-066	Paul Hartl:Lisa Tauxe	20-2-066	2569	20-2-066	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.46	nannofossil ooze	sedimentary layer	1e-6	1.374e-03
This study	DSDP Site 522	20-2-069	Paul Hartl:Lisa Tauxe	20-2-069	2570	20-2-069	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.49	nannofossil ooze	sedimentary layer	1e-6	1.549e-03
This study	DSDP Site 522	20-2-073	Paul Hartl:Lisa Tauxe	20-2-073	2571	20-2-073	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.52	nannofossil ooze	sedimentary layer	1e-6	1.599e-03
This study	DSDP Site 522	20-2-076	Paul Hartl:Lisa Tauxe	20-2-076	2572	20-2-076	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.55	nannofossil ooze	sedimentary layer	1e-6	1.746e-03
This study	DSDP Site 522	20-2-078	Paul Hartl:Lisa Tauxe	20-2-078	2573	20-2-078	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.58	nannofossil ooze	sedimentary layer	1e-6	1.469e-03
This study	DSDP Site 522	20-2-084	Paul Hartl:Lisa Tauxe	20-2-084	2574	20-2-084	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.63	nannofossil ooze	sedimentary layer	1e-6	1.521e-03
This study	DSDP Site 522	20-2-087	Paul Hartl:Lisa Tauxe	20-2-087	2575	20-2-087	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.66	nannofossil ooze	sedimentary layer	1e-6	1.388e-03
This study	DSDP Site 522	20-2-090	Paul Hartl:Lisa Tauxe	20-2-090	2576	20-2-090	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.69	nannofossil ooze	sedimentary layer	1e-6	1.569e-03
This study	DSDP Site 522	20-2-092	Paul Hartl:Lisa Tauxe	20-2-092	2577	20-2-092	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.72	nannofossil ooze	sedimentary layer	1e-6	1.454e-03
This study	DSDP Site 522	20-2-096	Paul Hartl:Lisa Tauxe	20-2-096	2578	20-2-096	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.75	nannofossil ooze	sedimentary layer	1e-6	1.525e-03
This study	DSDP Site 522	20-2-099	Paul Hartl:Lisa Tauxe	20-2-099	2579	20-2-099	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.78	nannofossil ooze	sedimentary layer	1e-6	1.278e-03
This study	DSDP Site 522	20-2-102	Paul Hartl:Lisa Tauxe	20-2-102	2580	20-2-102	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.81	nannofossil ooze	sedimentary layer	1e-6	1.293e-03
This study	DSDP Site 522	20-2-104	Paul Hartl:Lisa Tauxe	20-2-104	2581	20-2-104	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.83	nannofossil ooze	sedimentary layer	1e-6	1.451e-03
This study	DSDP Site 522	20-2-107	Paul Hartl:Lisa Tauxe	20-2-107	2582	20-2-107	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.86	nannofossil ooze	sedimentary layer	1e-6	1.464e-03
This study	DSDP Site 522	20-2-110	Paul Hartl:Lisa Tauxe	20-2-110	2583	20-2-110	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.89	nannofossil ooze	sedimentary layer	1e-6	1.356e-03
This study	DSDP Site 522	20-2-113	Paul Hartl:Lisa Tauxe	20-2-113	2584	20-2-113	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.93	nannofossil ooze	sedimentary layer	1e-6	1.544e-03
This study	DSDP Site 522	20-2-115	Paul Hartl:Lisa Tauxe	20-2-115	2585	20-2-115	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	79.95	nannofossil ooze	sedimentary layer	1e-6	1.376e-03
This study	DSDP Site 522	21-1-025	Paul Hartl:Lisa Tauxe	21-1-025	2384	21-1-025	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	81.54	nannofossil ooze	sedimentary layer	1e-6	1.707e-03
This study	DSDP Site 522	21-1-029	Paul Hartl:Lisa Tauxe	21-1-029	2385	21-1-029	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	81.59	nannofossil ooze	sedimentary layer	1e-6	1.862e-03
This study	DSDP Site 522	21-1-031	Paul Hartl:Lisa Tauxe	21-1-031	2386	21-1-031	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	81.61	nannofossil ooze	sedimentary layer	1e-6	1.710e-03
This study	DSDP Site 522	21-1-035	Paul Hartl:Lisa Tauxe	21-1-035	2387	21-1-035	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	81.64	nannofossil ooze	sedimentary layer	1e-6	1.676e-03
This study	DSDP Site 522	21-1-038	Paul Hartl:Lisa Tauxe	21-1-038	2388	21-1-038	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	81.68	nannofossil ooze	sedimentary layer	1e-6	1.679e-03
This study	DSDP Site 522	21-1-042	Paul Hartl:Lisa Tauxe	21-1-042	2389	21-1-042	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	81.71	nannofossil ooze	sedimentary layer	1e-6	1.371e-03
This study	DSDP Site 522	21-1-045	Paul Hartl:Lisa Tauxe	21-1-045	2390	21-1-045	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	81.74	nannofossil ooze	sedimentary layer	1e-6	1.609e-03
This study	DSDP Site 522	21-1-048	Paul Hartl:Lisa Tauxe	21-1-048	2391	21-1-048	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	81.77	nannofossil ooze	sedimentary layer	1e-6	1.393e-03
This study	DSDP Site 522	21-1-051	Paul Hartl:Lisa Tauxe	21-1-051	2392	21-1-051	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	81.81	nannofossil ooze	sedimentary layer	1e-6	1.895e-03
This study	DSDP Site 522	21-1-054	Paul Hartl:Lisa Tauxe	21-1-054	2395	21-1-054	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	81.84	nannofossil ooze	sedimentary layer	1e-6	1.683e-03
This study	DSDP Site 522	21-1-057	Paul Hartl:Lisa Tauxe	21-1-057	2396	21-1-057	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	81.86	nannofossil ooze	sedimentary layer	1e-6	1.669e-03
This study	DSDP Site 522	21-1-059	Paul Hartl:Lisa Tauxe	21-1-059	2397	21-1-059	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	81.89	nannofossil ooze	sedimentary layer	1e-6	1.898e-03
This study	DSDP Site 522	21-1-063	Paul Hartl:Lisa Tauxe	21-1-063	2398	21-1-063	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	81.92	nannofossil ooze	sedimentary layer	1e-6	1.566e-03
This study	DSDP Site 522	21-1-066	Paul Hartl:Lisa Tauxe	21-1-066	2399	21-1-066	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	81.95	nannofossil ooze	sedimentary layer	1e-6	1.483e-03
This study	DSDP Site 522	21-1-069	Paul Hartl:Lisa Tauxe	21-1-069	2400	21-1-069	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	81.98	nannofossil ooze	sedimentary layer	1e-6	1.782e-03
This study	DSDP Site 522	21-1-071	Paul Hartl:Lisa Tauxe	21-1-071	2401	21-1-071	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.01	nannofossil ooze	sedimentary layer	1e-6	1.830e-03
This study	DSDP Site 522	21-1-074	Paul Hartl:Lisa Tauxe	21-1-074	2402	21-1-074	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.04	nannofossil ooze	sedimentary layer	1e-6	1.660e-03
This study	DSDP Site 522	21-1-077	Paul Hartl:Lisa Tauxe	21-1-077	2403	21-1-077	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.07	nannofossil ooze	sedimentary layer	1e-6	1.614e-03
This study	DSDP Site 522	21-1-081	Paul Hartl:Lisa Tauxe	21-1-081	2404	21-1-081	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.1	nannofossil ooze	sedimentary layer	1e-6	1.678e-03
This study	DSDP Site 522	21-1-084	Paul Hartl:Lisa Tauxe	21-1-084	2405	21-1-084	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.13	nannofossil ooze	sedimentary layer	1e-6	1.815e-03
This study	DSDP Site 522	21-1-090	Paul Hartl:Lisa Tauxe	21-1-090	2406	21-1-090	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.2	nannofossil ooze	sedimentary layer	1e-6	1.631e-03
This study	DSDP Site 522	21-1-094	Paul Hartl:Lisa Tauxe	21-1-094	2407	21-1-094	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.23	nannofossil ooze	sedimentary layer	1e-6	1.655e-03
This study	DSDP Site 522	21-1-096	Paul Hartl:Lisa Tauxe	21-1-096	2408	21-1-096	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.26	nannofossil ooze	sedimentary layer	1e-6	1.589e-03
This study	DSDP Site 522	21-1-100	Paul Hartl:Lisa Tauxe	21-1-100	2409	21-1-100	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.3	nannofossil ooze	sedimentary layer	1e-6	1.840e-03
This study	DSDP Site 522	21-1-103	Paul Hartl:Lisa Tauxe	21-1-103	2410	21-1-103	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.32	nannofossil ooze	sedimentary layer	1e-6	1.799e-03
This study	DSDP Site 522	21-1-106	Paul Hartl:Lisa Tauxe	21-1-106	2411	21-1-106	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.35	nannofossil ooze	sedimentary layer	1e-6	1.789e-03
This study	DSDP Site 522	21-1-108	Paul Hartl:Lisa Tauxe	21-1-108	2412	21-1-108	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.38	nannofossil ooze	sedimentary layer	1e-6	1.866e-03
This study	DSDP Site 522	21-1-113	Paul Hartl:Lisa Tauxe	21-1-113	2413	21-1-113	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.42	nannofossil ooze	sedimentary layer	1e-6	1.642e-03
This study	DSDP Site 522	21-1-115	Paul Hartl:Lisa Tauxe	21-1-115	2414	21-1-115	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.45	nannofossil ooze	sedimentary layer	1e-6	1.642e-03
This study	DSDP Site 522	21-1-118	Paul Hartl:Lisa Tauxe	21-1-118	2415	21-1-118	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.47	nannofossil ooze	sedimentary layer	1e-6	1.625e-03
This study	DSDP Site 522	21-1-122	Paul Hartl:Lisa Tauxe	21-1-122	2416	21-1-122	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.51	nannofossil ooze	sedimentary layer	1e-6	1.727e-03
This study	DSDP Site 522	21-1-124	Paul Hartl:Lisa Tauxe	21-1-124	2417	21-1-124	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.54	nannofossil ooze	sedimentary layer	1e-6	1.469e-03
This study	DSDP Site 522	21-1-127	Paul Hartl:Lisa Tauxe	21-1-127	2418	21-1-127	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.56	nannofossil ooze	sedimentary layer	1e-6	1.530e-03
This study	DSDP Site 522	21-1-131	Paul Hartl:Lisa Tauxe	21-1-131	2419	21-1-131	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.61	nannofossil ooze	sedimentary layer	1e-6	1.509e-03
This study	DSDP Site 522	21-1-134	Paul Hartl:Lisa Tauxe	21-1-134	2420	21-1-134	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.63	nannofossil ooze	sedimentary layer	1e-6	1.511e-03
This study	DSDP Site 522	21-1-138	Paul Hartl:Lisa Tauxe	21-1-138	2421	21-1-138	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.68	nannofossil ooze	sedimentary layer	1e-6	1.661e-03
This study	DSDP Site 522	21-1-142	Paul Hartl:Lisa Tauxe	21-1-142	2422	21-1-142	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.71	nannofossil ooze	sedimentary layer	1e-6	1.702e-03
This study	DSDP Site 522	21-1-145	Paul Hartl:Lisa Tauxe	21-1-145	2423	21-1-145	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.74	nannofossil ooze	sedimentary layer	1e-6	1.539e-03
This study	DSDP Site 522	21-1-148	Paul Hartl:Lisa Tauxe	21-1-148	2424	21-1-148	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	82.77	nannofossil ooze	sedimentary layer	1e-6	1.691e-03
