bg2.01    1.00    0.3    1.500E-3    198.6    -40.9
bg2.01    1.10    0.2    1.840E-2    321.3    3.0
bg2.01    2.00    0.1    4.858E-3    314.6    -0.1
bg2.01    2.10    0.2    2.160E-2    237.5    -5.3
bg2.01    3.00    0.2    6.515E-3    262.3    -6.4
bg2.01    3.10    0.1    2.290E-2    200.9    -7.4
bg2.01    6.00    0.2    7.913E-3    205.7    -15.3
bg2.01    6.10    0.3    2.335E-2    133.5    -55.6
bg2.01    7.00    0.2    6.485E-3    127.4    -46.4
bg2.01    7.10    0.4    2.482E-2    248.3    -60.6
bg2.01    8.00    0.4    8.918E-3    199.7    -69.3
bg2.01    8.10    0.2    2.238E-2    259.6    -21.1
bg2.01    11.00    0.3    8.349E-3    248.6    -21.5
bg2.01    11.10    0.1    2.037E-2    204.0    31.8
bg2.01    12.00    0.2    5.390E-3    213.2    26.1
bg2.01    12.10    0.2    2.661E-2    193.5    -35.5
bg2.01    13.00    0.1    7.232E-3    202.3    -10.0
bg2.01    13.10    0.4    2.596E-2    205.1    -68.4
bg2.03    1.00    0.1    1.691E-3    205.9    -7.8
bg2.03    1.10    0.2    1.636E-2    310.5    6.9
bg2.03    2.00    0.2    5.031E-3    307.1    8.5
bg2.03    2.10    0.2    1.960E-2    237.9    -1.3
bg2.03    3.00    0.2    5.831E-3    261.7    -2.5
bg2.03    3.10    0.2    2.019E-2    198.8    -6.1
bg2.03    6.00    0.2    6.648E-3    201.8    -14.5
bg2.03    6.10    0.4    1.928E-2    123.9    -50.8
bg2.03    7.00    0.3    5.687E-3    124.2    -43.9
bg2.03    7.10    0.3    2.061E-2    244.0    -56.9
bg2.03    8.00    0.4    6.486E-3    198.4    -63.3
bg2.03    8.10    0.2    1.990E-2    257.1    -14.5
bg2.03    11.00    0.2    7.193E-3    254.1    -16.6
bg2.03    11.10    0.2    1.721E-2    208.2    33.2
bg2.03    12.00    0.2    5.082E-3    217.3    25.5
bg2.03    12.10    0.2    2.215E-2    190.8    -33.5
bg2.03    13.00    0.2    6.574E-3    196.0    -9.5
bg2.03    13.10    0.4    2.147E-2    193.8    -67.1
bg2.06    1.00    0.2    1.291E-3    200.5    -42.1
bg2.06    1.10    0.2    1.577E-2    315.3    7.8
bg2.06    2.00    0.2    4.967E-3    312.9    5.8
bg2.06    2.10    0.2    1.660E-2    246.9    0.5
bg2.06    3.00    0.1    5.721E-3    269.1    -1.6
bg2.06    3.10    0.2    1.641E-2    202.3    -2.7
bg2.06    6.00    0.2    5.061E-3    208.0    -15.2
bg2.06    6.10    0.2    1.121E-2    141.8    -46.2
bg2.06    7.00    0.2    2.691E-3    166.7    -33.3
bg2.06    7.10    0.3    1.857E-2    259.8    -52.1
bg2.06    8.00    0.3    5.090E-3    223.8    -61.5
bg2.06    8.10    0.2    1.832E-2    270.4    -8.1
bg2.06    11.00    0.3    6.827E-3    266.7    -5.6
bg2.06    11.10    0.3    1.616E-2    218.5    50.7
bg2.06    12.00    0.2    4.108E-3    223.5    30.8
bg2.06    12.10    0.2    1.992E-2    188.7    -43.6
bg2.06    13.00    0.2    5.064E-3    204.5    -6.6
bg2.06    13.10    0.4    2.128E-2    190.2    -70.1
bg2.07    1.00    0.1    1.872E-3    203.6    -26.2
bg2.07    1.10    0.1    1.078E-2    321.0    10.9
bg2.07    2.00    0.2    2.169E-3    305.2    5.6
bg2.07    2.10    0.3    1.708E-2    231.0    -7.8
bg2.07    3.00    0.2    4.332E-3    254.9    -1.6
bg2.07    3.10    0.2    2.004E-2    194.0    -13.0
bg2.07    6.00    0.2    6.552E-3    199.4    -14.3
bg2.07    6.10    0.3    2.246E-2    141.2    -50.2
bg2.07    7.00    0.2    6.739E-3    141.5    -38.1
bg2.07    7.10    0.4    2.193E-2    235.2    -59.7
bg2.07    8.00    0.3    8.126E-3    199.1    -60.1
bg2.07    8.10    0.2    1.819E-2    265.3    -15.5
bg2.07    11.00    0.2    7.434E-3    256.2    -16.0
bg2.07    11.10    0.2    1.572E-2    214.1    36.9
bg2.07    12.00    0.1    3.963E-3    220.7    22.5
bg2.07    12.10    0.2    2.450E-2    188.0    -40.0
bg2.07    13.00    0.2    6.129E-3    198.6    -10.8
bg2.07    13.10    0.3    2.411E-2    189.9    -63.8
bg2.08    1.00    0.2    2.076E-3    206.6    -36.2
bg2.08    1.10    0.2    1.789E-2    311.3    8.9
bg2.08    2.00    0.1    5.814E-3    309.5    5.3
bg2.08    2.10    0.2    1.934E-2    245.5    -3.1
bg2.08    3.00    0.2    6.168E-3    262.9    0.4
bg2.08    3.10    0.1    1.989E-2    198.0    -10.1
bg2.08    6.00    0.2    6.138E-3    205.6    -17.9
bg2.08    6.10    0.4    2.370E-2    128.9    -53.7
bg2.08    7.00    0.4    7.852E-3    127.4    -43.3
bg2.08    7.10    0.4    2.347E-2    234.1    -64.6
bg2.08    8.00    0.4    7.387E-3    188.3    -68.6
bg2.08    8.10    0.2    1.998E-2    261.2    -16.0
bg2.08    11.00    0.2    7.479E-3    251.5    -18.7
bg2.08    11.10    0.2    1.693E-2    208.0    34.5
bg2.08    12.00    0.2    4.280E-3    216.2    24.9
bg2.08    12.10    0.2    2.465E-2    186.7    -44.0
bg2.08    13.00    0.3    5.291E-3    195.2    -12.8
bg2.08    13.10    0.2    1.961E-2    184.9    -12.1
bg2.09    1.00    0.4    2.988E-3    181.5    -78.9
bg2.09    1.10    0.1    1.816E-2    314.6    -7.5
bg2.09    2.00    0.2    5.627E-3    312.4    -19.2
