tab 	er_images
er_citation_names	er_image_name	er_location_name	er_photographer_mail_names	er_site_name	image_date	image_keywords	image_title	image_type
This study	DSC_0063D.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0064B.JPG	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	Top Turk's head : paleomagnetic sampling : McMurdo Volcanics	MC223 sample detail	Outcrop
This study	DSC_0064C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 sample detail	Outcrop
This study	DSC_0064D.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0065B.JPG	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	Top Turk's head : paleomagnetic sampling : McMurdo Volcanics	MC223 sample detail	Outcrop
This study	DSC_0065C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 sample detail	Outcrop
This study	DSC_0065D.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0066B.JPG	McMurdo	Hubert Staudigel	mc223	2006:12:18:00:00:00.00	Top Turk's head : paleomagnetic sampling : McMurdo Volcanics	MC223 sample detail	Outcrop
This study	DSC_0066C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 sample detail	Outcrop
This study	DSC_0066D.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0067C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 sample detail	Outcrop
This study	DSC_0067D.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0068C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 sample detail	Outcrop
This study	DSC_0068D.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0069C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 sample detail	Outcrop
This study	DSC_0069D.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0070C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 sample detail	Outcrop
This study	DSC_0070D.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0071C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 sample detail	Outcrop
This study	DSC_0071D.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0072C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 sample detail	Outcrop
This study	DSC_0072D.JPG	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC228 sample detail	Outcrop
This study	DSC_0072E.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0073C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 sample detail	Outcrop
This study	DSC_0073D.JPG	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC228 sample detail	Outcrop
This study	DSC_0073E.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0074C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 sample detail	Outcrop
This study	DSC_0074D.JPG	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC228 sample detail	Outcrop
This study	DSC_0074E.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0075C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 sample detail	Outcrop
This study	DSC_0075D.JPG	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC228 sample detail	Outcrop
This study	DSC_0075E.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0076C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 sample detail	Outcrop
This study	DSC_0076D.JPG	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC228 sample detail	Outcrop
This study	DSC_0076E.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0077C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 sample detail	Outcrop
This study	DSC_0077D.JPG	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC228 sample detail	Outcrop
This study	DSC_0077E.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0078C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 sample detail	Outcrop
This study	DSC_0078D.JPG	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC228 sample detail	Outcrop
This study	DSC_0078E.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0079.JPG	McMurdo	Hubert Staudigel	mc200	2006:11:24:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC200 detail of samples	Outcrop
This study	DSC_0079C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 sample detail	Outcrop
This study	DSC_0079D.JPG	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC228 sample detail	Outcrop
This study	DSC_0079E.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0080.JPG	McMurdo	Hubert Staudigel	mc200	2006:11:24:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC200 detail of samples	Outcrop
This study	DSC_0080B.JPG	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	Hooper's shoulder peak : paleomagnetic sampling : McMurdo Volcanics	MC224 outcrop overview	Outcrop
This study	DSC_0080D.JPG	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC228 sample detail	Outcrop
This study	DSC_0080E.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0081.JPG	McMurdo	Hubert Staudigel	mc200	2006:11:24:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC200 detail of samples	Outcrop
This study	DSC_0081A.JPG	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	Wright Valley : paleomagnetic sampling : McMurdo Volcanics	MC212 outcrop overview	Outcrop
This study	DSC_0081D.JPG	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC228 sample detail	Outcrop
This study	DSC_0081E.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0082.JPG	McMurdo	Hubert Staudigel	mc200	2006:11:24:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC200 detail of samples	Outcrop
This study	DSC_0082A.JPG	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	Wright Valley : paleomagnetic sampling : McMurdo Volcanics	MC212 outcrop overview	Outcrop
This study	DSC_0082D.JPG	McMurdo	Hubert Staudigel	mc228	2006:12:22:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC228 sample detail	Outcrop
This study	DSC_0082E.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0083.JPG	McMurdo	Hubert Staudigel	mc200	2006:11:24:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC200 detail of samples	Outcrop
This study	DSC_0083A.JPG	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	Wright Valley : paleomagnetic sampling : McMurdo Volcanics	MC212 outcrop overview	Outcrop
This study	DSC_0083D.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0084.JPG	McMurdo	Hubert Staudigel	mc200	2006:11:24:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC200 detail of samples	Outcrop
This study	DSC_0084A.JPG	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	Wright Valley : paleomagnetic sampling : McMurdo Volcanics	MC212 outcrop overview	Outcrop
This study	DSC_0084D.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0085.JPG	McMurdo	Hubert Staudigel	mc200	2006:11:24:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC200 detail of samples	Outcrop
This study	DSC_0085A.JPG	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	Wright Valley : paleomagnetic sampling : McMurdo Volcanics	MC212 outcrop overview	Outcrop
This study	DSC_0085D.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0086.JPG	McMurdo	Hubert Staudigel	mc200	2006:11:24:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC200 detail of samples	Outcrop
This study	DSC_0086A.JPG	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	Wright Valley : paleomagnetic sampling : McMurdo Volcanics	MC212 detail of samples	Outcrop
This study	DSC_0086D.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0087.JPG	McMurdo	Hubert Staudigel	mc200	2006:11:24:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC200 detail of samples	Outcrop
This study	DSC_0087A.JPG	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	Wright Valley : paleomagnetic sampling : McMurdo Volcanics	MC212 detail of samples	Outcrop
This study	DSC_0088.JPG	McMurdo	Hubert Staudigel	mc200	2006:11:24:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC200 detail of samples	Outcrop
This study	DSC_0088A.JPG	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	Wright Valley : paleomagnetic sampling : McMurdo Volcanics	MC212 detail of samples	Outcrop
This study	DSC_0089.JPG	McMurdo	Hubert Staudigel	mc200	2006:11:24:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC200 detail of samples	Outcrop
This study	DSC_0089A.JPG	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	Wright Valley : paleomagnetic sampling : McMurdo Volcanics	MC212 detail of samples	Outcrop
This study	DSC_0090A.JPG	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	Wright Valley : paleomagnetic sampling : McMurdo Volcanics	MC212 detail of samples	Outcrop
This study	DSC_0091.JPG	McMurdo	Hubert Staudigel	mc207	2006:12:03:00:00:00.00	Big Razorback : paleomagnetic sampling : McMurdo Volcanics	MC207 detail of samples	Outcrop
This study	DSC_0091A.JPG	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	Wright Valley : paleomagnetic sampling : McMurdo Volcanics	MC212 detail of samples	Outcrop
This study	DSC_0092.JPG	McMurdo	Hubert Staudigel	mc207	2006:12:03:00:00:00.00	Big Razorback : paleomagnetic sampling : McMurdo Volcanics	MC207 detail of samples	Outcrop
This study	DSC_0092A.JPG	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	Wright Valley : paleomagnetic sampling : McMurdo Volcanics	MC212 detail of samples	Outcrop
This study	DSC_0093.JPG	McMurdo	Hubert Staudigel	mc207	2006:12:03:00:00:00.00	Big Razorback : paleomagnetic sampling : McMurdo Volcanics	MC207 detail of samples	Outcrop
This study	DSC_0093A.JPG	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	Wright Valley : paleomagnetic sampling : McMurdo Volcanics	MC212 detail of samples	Outcrop
This study	DSC_0093B.JPG	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	Hooper's shoulder peak : paleomagnetic sampling : McMurdo Volcanics	MC224 outcrop overview	Outcrop
This study	DSC_0094.JPG	McMurdo	Hubert Staudigel	mc207	2006:12:03:00:00:00.00	Big Razorback : paleomagnetic sampling : McMurdo Volcanics	MC207 detail of samples	Outcrop
This study	DSC_0094A.JPG	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	Wright Valley : paleomagnetic sampling : McMurdo Volcanics	MC212 detail of samples	Outcrop
This study	DSC_0095.JPG	McMurdo	Hubert Staudigel	mc207	2006:12:03:00:00:00.00	Big Razorback : paleomagnetic sampling : McMurdo Volcanics	MC207 detail of samples	Outcrop
This study	DSC_0095A.JPG	McMurdo	Hubert Staudigel	mc212	2006:12:07:00:00:00.00	Wright Valley : paleomagnetic sampling : McMurdo Volcanics	MC212 detail of samples	Outcrop
This study	DSC_0096.JPG	McMurdo	Hubert Staudigel	mc207	2006:12:03:00:00:00.00	Big Razorback : paleomagnetic sampling : McMurdo Volcanics	MC207 detail of samples	Outcrop
This study	DSC_0097.JPG	McMurdo	Hubert Staudigel	mc207	2006:12:03:00:00:00.00	Big Razorback : paleomagnetic sampling : McMurdo Volcanics	MC207 detail of samples	Outcrop
This study	DSC_0098.JPG	McMurdo	Hubert Staudigel	mc207	2006:12:03:00:00:00.00	Big Razorback : paleomagnetic sampling : McMurdo Volcanics	MC207 detail of samples	Outcrop
This study	DSC_0099.JPG	McMurdo	Hubert Staudigel	mc207	2006:12:03:00:00:00.00	Big Razorback : paleomagnetic sampling : McMurdo Volcanics	MC207 detail of samples	Outcrop
This study	DSC_0100.JPG	McMurdo	Hubert Staudigel	mc207	2006:12:03:00:00:00.00	Big Razorback : paleomagnetic sampling : McMurdo Volcanics	MC207 detail of samples	Outcrop
This study	DSC_0101.JPG	McMurdo	Hubert Staudigel	mc207	2006:12:03:00:00:00.00	Big Razorback : paleomagnetic sampling : McMurdo Volcanics	MC207 detail of samples	Outcrop
This study	DSC_0102.JPG	McMurdo	Hubert Staudigel	mc207	2006:12:03:00:00:00.00	Big Razorback : paleomagnetic sampling : McMurdo Volcanics	MC207 detail of samples	Outcrop
This study	DSC_0103.JPG	McMurdo	Hubert Staudigel	mc207	2006:12:03:00:00:00.00	Big Razorback : paleomagnetic sampling : McMurdo Volcanics	MC207 detail of samples	Outcrop
This study	DSC_0104.JPG	McMurdo	Hubert Staudigel	mc207	2006:12:03:00:00:00.00	Big Razorback : paleomagnetic sampling : McMurdo Volcanics	MC207 detail of samples	Outcrop
This study	DSC_0105.JPG	McMurdo	Hubert Staudigel	mc207	2006:12:03:00:00:00.00	Big Razorback : paleomagnetic sampling : McMurdo Volcanics	MC207 detail of samples	Outcrop
This study	DSC_0107.JPG	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC208 outcrop overview	Outcrop
This study	DSC_0108.JPG	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC208 outcrop overview	Outcrop
This study	DSC_0110.JPG	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC208 outcrop overview	Outcrop
This study	DSC_0118.JPG	McMurdo	Hubert Staudigel	mc207	2006:12:03:00:00:00.00	Big Razorback : paleomagnetic sampling : McMurdo Volcanics	MC207 outcrop overview	Outcrop
This study	DSC_0119.JPG	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC208 detail of samples	Outcrop
This study	DSC_0119B.JPG	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	Hooper's shoulder peak : paleomagnetic sampling : McMurdo Volcanics	Hubert Staudigel using sun compass	Outcrop
This study	DSC_0120.JPG	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC208 detail of samples	Outcrop
This study	DSC_0120B.JPG	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	Hooper's shoulder peak : paleomagnetic sampling : McMurdo Volcanics	MC223 sample detail	Outcrop
This study	DSC_0121.JPG	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC208 detail of samples	Outcrop
This study	DSC_0121B.JPG	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	Hooper's shoulder peak : paleomagnetic sampling : McMurdo Volcanics	MC223 sample detail	Outcrop
This study	DSC_0122.JPG	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC208 detail of samples	Outcrop
This study	DSC_0122B.JPG	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	Hooper's shoulder peak : paleomagnetic sampling : McMurdo Volcanics	MC223 sample detail	Outcrop
This study	DSC_0123.JPG	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC208 detail of samples	Outcrop
This study	DSC_0123B.JPG	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	Hooper's shoulder peak : paleomagnetic sampling : McMurdo Volcanics	MC223 sample detail	Outcrop
This study	DSC_0124.JPG	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC208 detail of samples	Outcrop
This study	DSC_0124B.JPG	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	Hooper's shoulder peak : paleomagnetic sampling : McMurdo Volcanics	MC223 sample detail	Outcrop
This study	DSC_0125.JPG	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC208 detail of samples	Outcrop
This study	DSC_0125B.JPG	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	Hooper's shoulder peak : paleomagnetic sampling : McMurdo Volcanics	MC223 sample detail	Outcrop
This study	DSC_0126.JPG	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC208 detail of samples	Outcrop
This study	DSC_0126B.JPG	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	Hooper's shoulder peak : paleomagnetic sampling : McMurdo Volcanics	MC223 sample detail	Outcrop
This study	DSC_0127.JPG	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC208 detail of samples	Outcrop
This study	DSC_0127B.JPG	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	Hooper's shoulder peak : paleomagnetic sampling : McMurdo Volcanics	MC223 sample detail	Outcrop
This study	DSC_0128.JPG	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC208 detail of samples	Outcrop
This study	DSC_0129.JPG	McMurdo	Hubert Staudigel	mc208	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC208 detail of samples	Outcrop
This study	DSC_0141.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 outcrop overview	Outcrop
This study	DSC_0141B.JPG	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC225 outcrop overview	Outcrop
This study	DSC_0142.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 outcrop overview	Outcrop
This study	DSC_0142B.JPG	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	William's Cliff : paleomagnetic sampling : McMurdo Volcanics	MC225 outcrop overview	Outcrop
This study	DSC_0143.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 outcrop overview	Outcrop
This study	DSC_0144.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 outcrop overview	Outcrop
This study	DSC_0145.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 outcrop overview	Outcrop
This study	DSC_0146.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 outcrop overview	Outcrop
This study	DSC_0148.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 outcrop overview	Outcrop
This study	DSC_0149.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 outcrop overview	Outcrop
This study	DSC_0150.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 outcrop overview	Outcrop
This study	DSC_0151.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 detail of samples	Outcrop
This study	DSC_0152.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 detail of samples	Outcrop
This study	DSC_0153.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 detail of samples	Outcrop
This study	DSC_0154.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 detail of samples	Outcrop
This study	DSC_0155.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 detail of samples	Outcrop
This study	DSC_0156.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 detail of samples	Outcrop
This study	DSC_0157.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 detail of samples	Outcrop
This study	DSC_0158.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 detail of samples	Outcrop
This study	DSC_0159.JPG	McMurdo	Hubert Staudigel	mc209	2006:12:04:00:00:00.00	Tent Island : paleomagnetic sampling : McMurdo Volcanics	MC209 detail of samples	Outcrop
This study	DSC_0160B.JPG	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	William's Cliff : paleomagnetic sampling : McMurdo Volcanics	MC225 sample detail	Outcrop
This study	DSC_0161B.JPG	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	William's Cliff : paleomagnetic sampling : McMurdo Volcanics	MC225 sample detail	Outcrop
This study	DSC_0162B.JPG	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	William's Cliff : paleomagnetic sampling : McMurdo Volcanics	MC225 sample detail	Outcrop
This study	DSC_0163B.JPG	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	William's Cliff : paleomagnetic sampling : McMurdo Volcanics	MC225 sample detail	Outcrop
This study	DSC_0164B.JPG	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	William's Cliff : paleomagnetic sampling : McMurdo Volcanics	MC225 sample detail	Outcrop
This study	DSC_0165B.JPG	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	William's Cliff : paleomagnetic sampling : McMurdo Volcanics	MC225 sample detail	Outcrop
