tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_class	sample_declination_correction	sample_description	sample_dip	sample_lat	sample_lithology	sample_lon	sample_orientation_flag	sample_type
This study	McMurdo	mc139k	mc139	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	322.7	Igneous : Extrusive	0		-62	-78.26	Basalt	163.08	g	Lava Flow
This study	McMurdo	mc140c	mc140	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	281.8	Igneous : Extrusive	0		-85	-78.276	Basalt	163.004	g	Lava Flow
This study	McMurdo	mc140f	mc140	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	315.3	Igneous : Extrusive	0		-60.5	-78.276	Basalt	163.004	g	Lava Flow
This study	McMurdo	mc140i	mc140	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	307.8	Igneous : Extrusive	0		-85.5	-78.276	Basalt	163.004	g	Lava Flow
This study	McMurdo	mc141d	mc141	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	14.9	Igneous : Intrusive	0		-72	-77.58	Basalt	166.246	g	Volcanic Dike
This study	McMurdo	mc141e	mc141	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	2.7	Igneous : Intrusive	0		-75	-77.58	Basalt	166.246	g	Volcanic Dike
This study	McMurdo	mc141f	mc141	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	57.9	Igneous : Intrusive	0		75	-77.58	Basalt	166.246	g	Volcanic Dike
This study	McMurdo	mc141i	mc141	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	25.2	Igneous : Intrusive	0		-61.5	-77.58	Basalt	166.246	g	Volcanic Dike
This study	McMurdo	mc141j	mc141	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	97.9	Igneous : Intrusive	0		-69.5	-77.58	Basalt	166.246	g	Volcanic Dike
This study	McMurdo	mc142a	mc142	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	142.2	Igneous : Extrusive	0		-52	-77.851	Trachyte	166.68	g	Lava Flow
This study	McMurdo	mc142g	mc142	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	106.3	Igneous : Extrusive	0		-50	-77.851	Trachyte	166.68	g	Lava Flow
This study	McMurdo	mc142h	mc142	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	114.1	Igneous : Extrusive	0		-62	-77.851	Trachyte	166.68	g	Lava Flow
This study	McMurdo	mc142j	mc142	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	36.3	Igneous : Extrusive	0		-26	-77.851	Trachyte	166.68	g	Lava Flow
This study	McMurdo	mc143b	mc143	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	83.2	Igneous : Extrusive	0		-83.5	-78.244	Basalt	162.879	g	Lava Flow
This study	McMurdo	mc143e	mc143	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	85.4	Igneous : Extrusive	0		-84	-78.244	Basalt	162.879	g	Lava Flow
This study	McMurdo	mc143f	mc143	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	75.6	Igneous : Extrusive	0		-81	-78.244	Basalt	162.879	g	Lava Flow
This study	McMurdo	mc143j	mc143	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	77.3	Igneous : Extrusive	0		-70	-78.244	Basalt	162.879	g	Lava Flow
This study	McMurdo	mc143k	mc143	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	76.9	Igneous : Extrusive	0		-45	-78.244	Basalt	162.879	g	Lava Flow
This study	McMurdo	mc144c	mc144	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	123.9	Igneous : Extrusive	0		-81	-77.85	Trachyte	166.688	g	Lava Flow
This study	McMurdo	mc144g	mc144	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	124.6	Igneous : Extrusive	0		-46	-77.85	Trachyte	166.688	g	Lava Flow
This study	McMurdo	mc144i	mc144	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	193.2	Igneous : Extrusive	0		-42	-77.85	Trachyte	166.688	g	Lava Flow
This study	McMurdo	mc144k	mc144	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	206.4	Igneous : Extrusive	0		-31.5	-77.85	Trachyte	166.688	g	Lava Flow
This study	McMurdo	mc145a	mc144	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	0	Igneous : Extrusive	0		0	-77.85	Trachyte	166.688	b	Lava Flow
This study	McMurdo	mc145c	mc145	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	96	Igneous : Extrusive	0	## direction deleted because: bad mark in field##.	-55.5	-78.24	Basalt	162.893	b	Lava Flow
This study	McMurdo	mc145d	mc145	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	121.3	Igneous : Extrusive	0		-64	-78.24	Basalt	162.893	g	Lava Flow
This study	McMurdo	mc145e	mc145	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	137.3	Igneous : Extrusive	0		-54.5	-78.24	Basalt	162.893	g	Lava Flow
This study	McMurdo	mc145g	mc145	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	122.3	Igneous : Extrusive	0		-62.5	-78.24	Basalt	162.893	g	Lava Flow
This study	McMurdo	mc145m	mc145	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	145.5	Igneous : Extrusive	0		-46	-78.24	Basalt	162.893	g	Lava Flow
This study	McMurdo	mc145n	mc145	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	83	Igneous : Extrusive	0		-65.5	-78.24	Basalt	162.893	g	Lava Flow
This study	McMurdo	mc146b	mc146	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	326	Igneous : Extrusive	0		-36	-78.22	Basalt	162.963	g	Lava Flow
This study	McMurdo	mc146c	mc146	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	353.4	Igneous : Extrusive	0		-19	-78.22	Basalt	162.963	g	Lava Flow
This study	McMurdo	mc146g	mc146	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	286.5	Igneous : Extrusive	0		-51	-78.22	Basalt	162.963	g	Lava Flow
This study	McMurdo	mc146i	mc146	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	328.2	Igneous : Extrusive	0	## direction deleted because: displaced block##.	-25.5	-78.22	Basalt	162.963	b	Lava Flow
This study	McMurdo	mc147b	mc147	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	210.9	Igneous : Extrusive	0		-78	-78.196	Basalt	162.962	g	Lava Flow
This study	McMurdo	mc147d	mc147	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	212.4	Igneous : Extrusive	0		-78	-78.196	Basalt	162.962	g	Lava Flow
This study	McMurdo	mc147e	mc147	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	203.6	Igneous : Extrusive	0		-77	-78.196	Basalt	162.962	g	Lava Flow
This study	McMurdo	mc147f	mc147	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	208.4	Igneous : Extrusive	0		-33.5	-78.196	Basalt	162.962	g	Lava Flow
This study	McMurdo	mc147g	mc147	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	211.6	Igneous : Extrusive	0		-78	-78.196	Basalt	162.962	g	Lava Flow
This study	McMurdo	mc147h	mc147	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	215.6	Igneous : Extrusive	0		-73.5	-78.196	Basalt	162.962	g	Lava Flow
This study	McMurdo	mc147l	mc147	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	202.4	Igneous : Extrusive	0		-82	-78.196	Basalt	162.962	g	Lava Flow
This study	McMurdo	mc147m	mc147	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	215.1	Igneous : Extrusive	0		-71.5	-78.196	Basalt	162.962	g	Lava Flow
This study	McMurdo	mc147n	mc147	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	213.6	Igneous : Extrusive	0		-69	-78.196	Basalt	162.962	g	Lava Flow
This study	McMurdo	mc148c	mc148	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	60.7	Igneous : Extrusive	0	## direction deleted because: bad mark in field##.	-57	-77.492	Basalt	167.249	b	Lava Flow
This study	McMurdo	mc148d	mc148	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	53.1	Igneous : Extrusive	0	## direction deleted because: overprint during thellier##.	-50	-77.492	Basalt	167.249	b	Lava Flow
This study	McMurdo	mc148e	mc148	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	72.5	Igneous : Extrusive	0		-23	-77.492	Basalt	167.249	g	Lava Flow
This study	McMurdo	mc148g	mc148	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	173.5	Igneous : Extrusive	0		-22	-77.492	Basalt	167.249	g	Lava Flow
This study	McMurdo	mc148h	mc148	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	174.7	Igneous : Extrusive	0		-32	-77.492	Basalt	167.249	g	Lava Flow
This study	McMurdo	mc149c	mc149	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	21.5	Igneous : Intrusive	0		-79.5	-77.486	Basalt	167.187	g	Volcanic Dike
This study	McMurdo	mc149d	mc149	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	39.2	Igneous : Intrusive	0		-55	-77.486	Basalt	167.187	g	Volcanic Dike
This study	McMurdo	mc149e	mc149	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	29.7	Igneous : Intrusive	0		-52.5	-77.486	Basalt	167.187	g	Volcanic Dike
This study	McMurdo	mc149f	mc149	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	45.4	Igneous : Intrusive	0		-56	-77.486	Basalt	167.187	g	Volcanic Dike
This study	McMurdo	mc149g	mc149	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	30.2	Igneous : Intrusive	0		-58	-77.486	Basalt	167.187	g	Volcanic Dike
This study	McMurdo	mc149h	mc149	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	30.4	Igneous : Intrusive	0		-59.5	-77.486	Basalt	167.187	g	Volcanic Dike
This study	McMurdo	mc149i	mc149	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	8.1	Igneous : Intrusive	0		-63	-77.486	Basalt	167.187	g	Volcanic Dike
This study	McMurdo	mc149j	mc149	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	47.4	Igneous : Intrusive	0		-64	-77.486	Basalt	167.187	g	Volcanic Dike
This study	McMurdo	mc149k	mc149	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	21.1	Igneous : Intrusive	0		-67	-77.486	Basalt	167.187	g	Volcanic Dike
This study	McMurdo	mc150a	mc150	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	188.3	Igneous : Extrusive	0		-70	-77.714	Basalt	162.637	g	Lava Flow
This study	McMurdo	mc150d	mc150	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	164.5	Igneous : Extrusive	0		-72	-77.714	Basalt	162.637	g	Lava Flow
This study	McMurdo	mc150h	mc150	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	162.8	Igneous : Extrusive	0		-52	-77.714	Basalt	162.637	g	Lava Flow
This study	McMurdo	mc150i	mc150	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	161.3	Igneous : Extrusive	0		-50	-77.714	Basalt	162.637	g	Lava Flow
This study	McMurdo	mc150j	mc150	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	154.7	Igneous : Extrusive	0		-60	-77.714	Basalt	162.637	g	Lava Flow
This study	McMurdo	mc151a	mc151	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	25.9	Igneous : Extrusive	0		-86.5	-77.486	Basalt	167.187	g	Lava Flow
This study	McMurdo	mc151b	mc151	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	30.4	Igneous : Extrusive	0		-70	-77.486	Basalt	167.187	g	Lava Flow
This study	McMurdo	mc151c	mc151	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	29.4	Igneous : Extrusive	0		-59	-77.486	Basalt	167.187	g	Lava Flow
This study	McMurdo	mc151d	mc151	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	46.6	Igneous : Extrusive	0		-79.5	-77.486	Basalt	167.187	g	Lava Flow
This study	McMurdo	mc151e	mc151	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	49.9	Igneous : Extrusive	0		-52	-77.486	Basalt	167.187	g	Lava Flow
This study	McMurdo	mc151f	mc151	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	43.3	Igneous : Extrusive	0		-47.5	-77.486	Basalt	167.187	g	Lava Flow
This study	McMurdo	mc152d	mc152	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	157.7	Igneous : Intrusive	0		-73	-77.716	Basalt	162.645	g	Volcanic Dike
This study	McMurdo	mc152e	mc152	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	134.2	Igneous : Intrusive	0		-78	-77.716	Basalt	162.645	g	Volcanic Dike
This study	McMurdo	mc152f	mc152	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	146.9	Igneous : Intrusive	0		-72	-77.716	Basalt	162.645	g	Volcanic Dike
This study	McMurdo	mc152g	mc152	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	137.6	Igneous : Intrusive	0		-56	-77.716	Basalt	162.645	g	Volcanic Dike
This study	McMurdo	mc152h	mc152	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	148.8	Igneous : Intrusive	0		-50	-77.716	Basalt	162.645	g	Volcanic Dike
This study	McMurdo	mc152j	mc152	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	168.3	Igneous : Intrusive	0		-70	-77.716	Basalt	162.645	g	Volcanic Dike
This study	McMurdo	mc153d	mc153	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	222.5	Igneous : Extrusive	0		-79.5	-77.76	Basalt	162.144	g	Lava Flow
This study	McMurdo	mc153f	mc153	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	173.9	Igneous : Extrusive	0		-65	-77.76	Basalt	162.144	g	Lava Flow
This study	McMurdo	mc153g	mc153	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	192.7	Igneous : Extrusive	0		-62	-77.76	Basalt	162.144	g	Lava Flow
This study	McMurdo	mc153h	mc153	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	170.4	Igneous : Extrusive	0		-59.5	-77.76	Basalt	162.144	g	Lava Flow
This study	McMurdo	mc153k	mc153	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	194.6	Igneous : Extrusive	0		-53.5	-77.76	Basalt	162.144	g	Lava Flow
This study	McMurdo	mc153l	mc153	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	182.3	Igneous : Extrusive	0		-46.5	-77.76	Basalt	162.144	g	Lava Flow
This study	McMurdo	mc154c	mc154	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	230.3	Igneous : Extrusive	0		-83	-77.719	Basalt	162.626	g	Lava Flow
This study	McMurdo	mc154d	mc154	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	235.8	Igneous : Extrusive	0		-82.5	-77.719	Basalt	162.626	g	Lava Flow
This study	McMurdo	mc154g	mc154	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	284	Igneous : Extrusive	0		-59	-77.719	Basalt	162.626	g	Lava Flow
This study	McMurdo	mc154i	mc154	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	251.5	Igneous : Extrusive	0		-42	-77.719	Basalt	162.626	g	Lava Flow
This study	McMurdo	mc154j	mc154	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	252.2	Igneous : Extrusive	0		-43	-77.719	Basalt	162.626	g	Lava Flow
This study	McMurdo	mc155d	mc155	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	75	Igneous : Extrusive	0		-24	-77.699	Basalt	162.253	g	Lava Flow
This study	McMurdo	mc155f	mc155	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	67.7	Igneous : Extrusive	0		-25.5	-77.699	Basalt	162.253	g	Lava Flow
This study	McMurdo	mc155j	mc155	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	100.4	Igneous : Extrusive	0		-36	-77.699	Basalt	162.253	g	Lava Flow
This study	McMurdo	mc155k	mc155	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	78.6	Igneous : Extrusive	0		-36	-77.699	Basalt	162.253	g	Lava Flow
This study	McMurdo	mc155l	mc155	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	51.4	Igneous : Extrusive	0		-21	-77.699	Basalt	162.253	g	Lava Flow
This study	McMurdo	mc155n	mc155	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	51.6	Igneous : Extrusive	0		-26	-77.699	Basalt	162.253	g	Lava Flow
This study	McMurdo	mc156b	mc156	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	188.6	Igneous : Extrusive	0	## direction deleted because: bad mark in field##.	-58	-77.705	Basalt	162.592	b	Lava Flow
This study	McMurdo	mc156d	mc156	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	200	Igneous : Extrusive	0		-50	-77.705	Basalt	162.592	g	Lava Flow
This study	McMurdo	mc156e	mc156	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	185.7	Igneous : Extrusive	0		-58	-77.705	Basalt	162.592	g	Lava Flow
This study	McMurdo	mc156i	mc156	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	152.6	Igneous : Extrusive	0		-89	-77.705	Basalt	162.592	g	Lava Flow
This study	McMurdo	mc156j	mc156	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	162.9	Igneous : Extrusive	0		-87	-77.705	Basalt	162.592	g	Lava Flow
This study	McMurdo	mc157d	mc157	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN		Igneous : Extrusive	0			-77.703	Basalt	162.264	b	Lava Flow
This study	McMurdo	mc157g	mc157	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	59.8	Igneous : Extrusive	0		-34	-77.703	Basalt	162.264	g	Lava Flow
This study	McMurdo	mc157h	mc157	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	17.5	Igneous : Extrusive	0		-51	-77.703	Basalt	162.264	g	Lava Flow
This study	McMurdo	mc157l	mc157	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	27.9	Igneous : Extrusive	0		-29	-77.703	Basalt	162.264	g	Lava Flow
This study	McMurdo	mc157m	mc157	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	35.6	Igneous : Extrusive	0		-37	-77.703	Basalt	162.264	g	Lava Flow
This study	McMurdo	mc157n	mc157	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	8.6	Igneous : Extrusive	0		-47	-77.703	Basalt	162.264	g	Lava Flow
This study	McMurdo	mc158e	mc158	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	36.2	Igneous : Extrusive	0		-10	-77.688	Basalt	162.462	g	Lava Flow
This study	McMurdo	mc158g	mc158	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	60.7	Igneous : Extrusive	0		-22	-77.688	Basalt	162.462	g	Lava Flow
This study	McMurdo	mc158i	mc158	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	50	Igneous : Extrusive	0		-31	-77.688	Basalt	162.462	g	Lava Flow
This study	McMurdo	mc158j	mc158	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	144.7	Igneous : Extrusive	0		-7	-77.688	Basalt	162.462	g	Lava Flow
This study	McMurdo	mc160d	mc160	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	347.8	Igneous : Extrusive	0		-14.5	-77.687	Basalt	162.354	g	Lava Flow
This study	McMurdo	mc160g	mc160	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	290	Igneous : Extrusive	0		-47	-77.687	Basalt	162.354	g	Lava Flow
This study	McMurdo	mc160i	mc160	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	297.2	Igneous : Extrusive	0		-50	-77.687	Basalt	162.354	g	Lava Flow
This study	McMurdo	mc160k	mc160	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	246.6	Igneous : Extrusive	0		-32	-77.687	Basalt	162.354	g	Lava Flow
This study	McMurdo	mc160l	mc160	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	280.9	Igneous : Extrusive	0		-52	-77.687	Basalt	162.354	g	Lava Flow
This study	McMurdo	mc161c	mc161	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	307.4	Igneous : Extrusive	0		-21.5	-77.702	Basalt	162.694	g	Lava Flow
This study	McMurdo	mc161d	mc161	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	334.6	Igneous : Extrusive	0		-29	-77.702	Basalt	162.694	g	Lava Flow
This study	McMurdo	mc161h	mc161	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	28.3	Igneous : Extrusive	0		-27.5	-77.702	Basalt	162.694	g	Lava Flow
This study	McMurdo	mc161i	mc161	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	5.8	Igneous : Extrusive	0		-32	-77.702	Basalt	162.694	g	Lava Flow
This study	McMurdo	mc161j	mc161	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	6.5	Igneous : Extrusive	0	## direction deleted because: bad mark in field##.	-26	-77.702	Basalt	162.694	b	Lava Flow
This study	McMurdo	mc162a	mc162	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	209.4	Igneous : Extrusive	0		-50	-77.701	Basalt	162.69	g	Lava Flow
This study	McMurdo	mc162d	mc162	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	142	Igneous : Extrusive	0		-42.5	-77.701	Basalt	162.69	g	Lava Flow
This study	McMurdo	mc162e	mc162	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	193.8	Igneous : Extrusive	0		-63	-77.701	Basalt	162.69	g	Lava Flow
This study	McMurdo	mc162h	mc162	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	205.1	Igneous : Extrusive	0		-50	-77.701	Basalt	162.69	g	Lava Flow
This study	McMurdo	mc163g	mc163	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	21.3	Igneous : Extrusive	0		-24	-77.7	Basalt	162.68	g	Lava Flow
This study	McMurdo	mc163h	mc163	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	46	Igneous : Extrusive	0	## direction deleted because: overprint during thellier##.	-28	-77.7	Basalt	162.68	b	Lava Flow
This study	McMurdo	mc163i	mc163	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	191.8	Igneous : Extrusive	0		-19	-77.7	Basalt	162.68	g	Lava Flow
This study	McMurdo	mc163j	mc163	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	181.2	Igneous : Extrusive	0		-24	-77.7	Basalt	162.68	g	Lava Flow
This study	McMurdo	mc163k	mc163	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	39.4	Igneous : Extrusive	0		-56	-77.7	Basalt	162.68	g	Lava Flow
This study	McMurdo	mc164d	mc164	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	89.2	Igneous : Extrusive	0		-29	-77.514	Basalt	169.33	g	Lava Flow
This study	McMurdo	mc164e	mc164	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	75.9	Igneous : Extrusive	0		-27	-77.514	Basalt	169.33	g	Lava Flow
This study	McMurdo	mc164k	mc164	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	22.3	Igneous : Extrusive	0		-26	-77.514	Basalt	169.33	g	Lava Flow
This study	McMurdo	mc165d	mc165	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	141.1	Igneous : Extrusive	0		-56	-77.513	Basalt	169.332	g	Lava Flow
This study	McMurdo	mc165e	mc165	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	139.8	Igneous : Extrusive	0		-56	-77.513	Basalt	169.332	g	Lava Flow
This study	McMurdo	mc165f	mc165	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	154.3	Igneous : Extrusive	0		-53	-77.513	Basalt	169.332	g	Lava Flow
This study	McMurdo	mc165j	mc165	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	117.6	Igneous : Extrusive	0		-50	-77.513	Basalt	169.332	g	Lava Flow
This study	McMurdo	mc166d	mc166	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	10.3	Igneous : Extrusive	0		-57	-77.849	Basalt	166.67	g	Lava Flow
This study	McMurdo	mc166e	mc166	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	340.5	Igneous : Extrusive	0		-35	-77.849	Basalt	166.67	g	Lava Flow
This study	McMurdo	mc166f	mc166	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	39	Igneous : Extrusive	0		-26	-77.849	Basalt	166.67	g	Lava Flow
This study	McMurdo	mc166g	mc166	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	316.5	Igneous : Extrusive	0		-51	-77.849	Basalt	166.67	g	Lava Flow
This study	McMurdo	mc166j	mc166	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	17	Igneous : Extrusive	0		-47	-77.849	Basalt	166.67	g	Lava Flow
This study	McMurdo	mc166l	mc166	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	10.5	Igneous : Extrusive	0		-51.5	-77.849	Basalt	166.67	g	Lava Flow
This study	McMurdo	mc167c	mc167	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	180	Igneous : Extrusive	0		-24	-77.487	Basalt	169.294	g	Lava Flow
This study	McMurdo	mc167g	mc167	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	156.7	Igneous : Extrusive	0		-25	-77.487	Basalt	169.294	g	Lava Flow
This study	McMurdo	mc167i	mc167	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	171.2	Igneous : Extrusive	0		-23	-77.487	Basalt	169.294	g	Lava Flow
This study	McMurdo	mc168a	mc168	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	5.5	Igneous : Extrusive	0		-29.5	-77.488	Basalt	169.292	g	Lava Flow
This study	McMurdo	mc168b	mc168	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	20	Igneous : Extrusive	0		-34	-77.488	Basalt	169.292	g	Lava Flow
This study	McMurdo	mc168d	mc168	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	11.5	Igneous : Extrusive	0		-16.5	-77.488	Basalt	169.292	g	Lava Flow
This study	McMurdo	mc168e	mc168	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	171.2	Igneous : Extrusive	0		-39	-77.488	Basalt	169.292	g	Lava Flow
This study	McMurdo	mc168g	mc168	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	158.6	Igneous : Extrusive	0		-38	-77.488	Basalt	169.292	g	Lava Flow
This study	McMurdo	mc168l	mc168	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	119.7	Igneous : Extrusive	0		-33	-77.488	Basalt	169.292	g	Lava Flow
This study	McMurdo	mc169a	mc169	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	310.6	Igneous : Extrusive	0		-12	-77.491	Basalt	169.28	g	Lava Flow
This study	McMurdo	mc169b	mc169	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	32.8	Igneous : Extrusive	0		-12	-77.491	Basalt	169.28	g	Lava Flow
This study	McMurdo	mc169c	mc169	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	75.7	Igneous : Extrusive	0		-27	-77.491	Basalt	169.28	g	Lava Flow
