tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_class	sample_declination_correction	sample_description	sample_dip	sample_lat	sample_lithology	sample_lon	sample_orientation_flag	sample_type
This study	McMurdo	mc146f	mc146	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	278.8	Igneous : Extrusive	0		-51	-78.22	Basalt	162.963	g	Lava Flow
This study	McMurdo	mc146h	mc146	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	329	Igneous : Extrusive	0		-25	-78.22	Basalt	162.963	g	Lava Flow
This study	McMurdo	mc146j	mc146	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	267.4	Igneous : Extrusive	0		-36	-78.22	Basalt	162.963	g	Lava Flow
This study	McMurdo	mc146k	mc146	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	292.4	Igneous : Extrusive	0		-33	-78.22	Basalt	162.963	g	Lava Flow
This study	McMurdo	mc147a	mc147	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	205.6	Igneous : Extrusive	0		-78.5	-78.196	Basalt	162.962	g	Lava Flow
This study	McMurdo	mc147c	mc147	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	206.4	Igneous : Extrusive	0		-79	-78.196	Basalt	162.962	g	Lava Flow
This study	McMurdo	mc147i	mc147	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	197.1	Igneous : Extrusive	0		-74	-78.196	Basalt	162.962	g	Lava Flow
This study	McMurdo	mc147j	mc147	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	195.4	Igneous : Extrusive	0		-78	-78.196	Basalt	162.962	g	Lava Flow
This study	McMurdo	mc147k	mc147	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	201.4	Igneous : Extrusive	0		-77	-78.196	Basalt	162.962	g	Lava Flow
This study	McMurdo	mc148a	mc148	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	81.7	Igneous : Extrusive	0		-72	-77.492	Basalt	167.249	g	Lava Flow
This study	McMurdo	mc148b	mc148	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	61.7	Igneous : Extrusive	0		-69	-77.492	Basalt	167.249	g	Lava Flow
This study	McMurdo	mc148f	mc148	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	95.2	Igneous : Extrusive	0		-17	-77.492	Basalt	167.249	g	Lava Flow
This study	McMurdo	mc148i	mc148	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	88.6	Igneous : Extrusive	0		-42	-77.492	Basalt	167.249	g	Lava Flow
This study	McMurdo	mc148j	mc148	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	113.6	Igneous : Extrusive	0		-42	-77.492	Basalt	167.249	g	Lava Flow
This study	McMurdo	mc148k	mc148	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	105.8	Igneous : Extrusive	0		-40	-77.492	Basalt	167.249	g	Lava Flow
This study	McMurdo	mc149a	mc149	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	33.2	Igneous : Intrusive	0		-53.5	-77.486	Basalt	167.187	g	Volcanic Dike
This study	McMurdo	mc149b	mc149	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	37.2	Igneous : Intrusive	0		-82.5	-77.486	Basalt	167.187	g	Volcanic Dike
This study	McMurdo	mc14a	mc14	FS-FD:SO-SIGHT	318	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-43	-77.46	Basalt	169.23	g	Lava Flow
This study	McMurdo	mc14b	mc14	FS-FD:SO-SIGHT	229	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-31	-77.46	Basalt	169.23	g	Lava Flow
This study	McMurdo	mc14c	mc14	FS-FD:SO-SIGHT	209	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-35	-77.46	Basalt	169.23	g	Lava Flow
This study	McMurdo	mc14d	mc14	FS-FD:SO-SIGHT	262	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-34	-77.46	Basalt	169.23	g	Lava Flow
This study	McMurdo	mc14e	mc14	FS-FD:SO-SIGHT	286	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-50	-77.46	Basalt	169.23	g	Lava Flow
This study	McMurdo	mc14f	mc14	FS-FD:SO-SIGHT	230	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-29	-77.46	Basalt	169.23	g	Lava Flow
This study	McMurdo	mc14g	mc14	FS-FD:SO-SIGHT	260	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-37	-77.46	Basalt	169.23	g	Lava Flow
This study	McMurdo	mc14h	mc14	FS-FD:SO-SIGHT	241	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-38	-77.46	Basalt	169.23	g	Lava Flow
This study	McMurdo	mc150b	mc150	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	186.1	Igneous : Extrusive	0		-62	-77.714	Basalt	162.637	g	Lava Flow
This study	McMurdo	mc150c	mc150	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	173	Igneous : Extrusive	0		-22	-77.714	Basalt	162.637	g	Lava Flow
This study	McMurdo	mc150e	mc150	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	155.4	Igneous : Extrusive	0		-62	-77.714	Basalt	162.637	g	Lava Flow
This study	McMurdo	mc150f	mc150	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	160.9	Igneous : Extrusive	0		-68	-77.714	Basalt	162.637	g	Lava Flow
This study	McMurdo	mc150g	mc150	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	173.3	Igneous : Extrusive	0		-72	-77.714	Basalt	162.637	g	Lava Flow
This study	McMurdo	mc152a	mc152	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	142.6	Igneous : Intrusive	0		-100	-77.716	Basalt	162.645	g	Volcanic Dike
This study	McMurdo	mc152b	mc152	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	146.3	Igneous : Intrusive	0		-92	-77.716	Basalt	162.645	g	Volcanic Dike
This study	McMurdo	mc152c	mc152	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	148	Igneous : Intrusive	0		-76	-77.716	Basalt	162.645	g	Volcanic Dike
This study	McMurdo	mc152i	mc152	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	133.6	Igneous : Intrusive	0		-79	-77.716	Basalt	162.645	g	Volcanic Dike
This study	McMurdo	mc152k	mc152	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	170.3	Igneous : Intrusive	0		-69	-77.716	Basalt	162.645	g	Volcanic Dike
This study	McMurdo	mc153a	mc153	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	187.8	Igneous : Extrusive	0		-69.5	-77.76	Basalt	162.144	g	Lava Flow
This study	McMurdo	mc153c	mc153	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	222	Igneous : Extrusive	0		-77	-77.76	Basalt	162.144	g	Lava Flow
This study	McMurdo	mc153e	mc153	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	234.9	Igneous : Extrusive	0		-73	-77.76	Basalt	162.144	g	Lava Flow
This study	McMurdo	mc153i	mc153	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	187.1	Igneous : Extrusive	0		-58	-77.76	Basalt	162.144	g	Lava Flow
This study	McMurdo	mc153j	mc153	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	183.8	Igneous : Extrusive	0		-55	-77.76	Basalt	162.144	g	Lava Flow
This study	McMurdo	mc153m	mc153	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	188	Igneous : Extrusive	0		-46	-77.76	Basalt	162.144	g	Lava Flow
This study	McMurdo	mc154a	mc154	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	216.9	Igneous : Extrusive	0		-90	-77.719	Basalt	162.626	g	Lava Flow
This study	McMurdo	mc154b	mc154	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	232.3	Igneous : Extrusive	0		-87	-77.719	Basalt	162.626	g	Lava Flow
This study	McMurdo	mc154e	mc154	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	213.5	Igneous : Extrusive	0		-79	-77.719	Basalt	162.626	g	Lava Flow
This study	McMurdo	mc154f	mc154	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	220.3	Igneous : Extrusive	0		-86	-77.719	Basalt	162.626	g	Lava Flow
This study	McMurdo	mc154h	mc154	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	292.7	Igneous : Extrusive	0		-57	-77.719	Basalt	162.626	g	Lava Flow
This study	McMurdo	mc155a	mc155	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	103.6	Igneous : Extrusive	0		-44.5	-77.699	Basalt	162.253	g	Lava Flow
This study	McMurdo	mc155b	mc155	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	149.8	Igneous : Extrusive	0		-47.5	-77.699	Basalt	162.253	g	Lava Flow
This study	McMurdo	mc155c	mc155	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	15.3	Igneous : Extrusive	0		-24.5	-77.699	Basalt	162.253	g	Lava Flow
This study	McMurdo	mc155e	mc155	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	47	Igneous : Extrusive	0		-34	-77.699	Basalt	162.253	g	Lava Flow
This study	McMurdo	mc155g	mc155	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	85.5	Igneous : Extrusive	0		-26	-77.699	Basalt	162.253	g	Lava Flow
This study	McMurdo	mc155h	mc155	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	342.9	Igneous : Extrusive	0		-16.5	-77.699	Basalt	162.253	g	Lava Flow
This study	McMurdo	mc155i	mc155	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	86.2	Igneous : Extrusive	0		-34	-77.699	Basalt	162.253	g	Lava Flow
This study	McMurdo	mc155m	mc155	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	83.4	Igneous : Extrusive	0		-25	-77.699	Basalt	162.253	g	Lava Flow
This study	McMurdo	mc156a	mc156	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	171.1	Igneous : Extrusive	0		-62	-77.705	Basalt	162.592	g	Lava Flow
This study	McMurdo	mc156c	mc156	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	199.3	Igneous : Extrusive	0		-54	-77.705	Basalt	162.592	g	Lava Flow
This study	McMurdo	mc156f	mc156	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	194	Igneous : Extrusive	0		-54	-77.705	Basalt	162.592	g	Lava Flow
This study	McMurdo	mc156g	mc156	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	161.2	Igneous : Extrusive	0		-34	-77.705	Basalt	162.592	g	Lava Flow
This study	McMurdo	mc156h	mc156	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	172.9	Igneous : Extrusive	0		-35	-77.705	Basalt	162.592	g	Lava Flow
This study	McMurdo	mc157a	mc157	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	16.7	Igneous : Extrusive	0		-36.5	-77.703	Basalt	162.264	g	Lava Flow
This study	McMurdo	mc157b	mc157	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	37.4	Igneous : Extrusive	0		-38.5	-77.703	Basalt	162.264	g	Lava Flow
This study	McMurdo	mc157c	mc157	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	85.4	Igneous : Extrusive	0		-43.5	-77.703	Basalt	162.264	g	Lava Flow
This study	McMurdo	mc157e	mc157	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	56.3	Igneous : Extrusive	0		-31	-77.703	Basalt	162.264	g	Lava Flow
This study	McMurdo	mc157f	mc157	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	35.1	Igneous : Extrusive	0		-23	-77.703	Basalt	162.264	g	Lava Flow
This study	McMurdo	mc157j	mc157	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	9.4	Igneous : Extrusive	0		-35	-77.703	Basalt	162.264	g	Lava Flow
This study	McMurdo	mc157k	mc157	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	5.6	Igneous : Extrusive	0		-39	-77.703	Basalt	162.264	g	Lava Flow
This study	McMurdo	mc158a	mc158	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	40.5	Igneous : Extrusive	0		-14	-77.688	Basalt	162.462	g	Lava Flow
This study	McMurdo	mc158b	mc158	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	72.7	Igneous : Extrusive	0		-22.5	-77.688	Basalt	162.462	g	Lava Flow
This study	McMurdo	mc158c	mc158	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	57.5	Igneous : Extrusive	0		-12	-77.688	Basalt	162.462	g	Lava Flow
This study	McMurdo	mc158d	mc158	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	71.2	Igneous : Extrusive	0		-18	-77.688	Basalt	162.462	g	Lava Flow
This study	McMurdo	mc158f	mc158	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	89	Igneous : Extrusive	0		-9	-77.688	Basalt	162.462	g	Lava Flow
This study	McMurdo	mc158h	mc158	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	40.7	Igneous : Extrusive	0		-31	-77.688	Basalt	162.462	g	Lava Flow
This study	McMurdo	mc15a	mc15	FS-FD:SO-SIGHT	157	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-21	-77.47	Basalt	169.23	g	Lava Flow
This study	McMurdo	mc15b	mc15	FS-FD:SO-SIGHT	179	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-34	-77.47	Basalt	169.23	g	Lava Flow
This study	McMurdo	mc15c	mc15	FS-FD:SO-SIGHT	131	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-47	-77.47	Basalt	169.23	g	Lava Flow
This study	McMurdo	mc15d	mc15	FS-FD:SO-SIGHT	135	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-33	-77.47	Basalt	169.23	g	Lava Flow
This study	McMurdo	mc15e	mc15	FS-FD:SO-SIGHT	120	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-34	-77.47	Basalt	169.23	g	Lava Flow
This study	McMurdo	mc15f	mc15	FS-FD:SO-SIGHT	123	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-31	-77.47	Basalt	169.23	g	Lava Flow
This study	McMurdo	mc15g	mc15	FS-FD:SO-SIGHT	111	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-59	-77.47	Basalt	169.23	g	Lava Flow
This study	McMurdo	mc15h	mc15	FS-FD:SO-SIGHT	125	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-42	-77.47	Basalt	169.23	g	Lava Flow
This study	McMurdo	mc160a	mc160	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	315.9	Igneous : Extrusive	0		-46.5	-77.687	Basalt	162.354	g	Lava Flow
This study	McMurdo	mc160b	mc160	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	309.7	Igneous : Extrusive	0		-51	-77.687	Basalt	162.354	g	Lava Flow
This study	McMurdo	mc160c	mc160	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	22.4	Igneous : Extrusive	0		-22.5	-77.687	Basalt	162.354	g	Lava Flow
This study	McMurdo	mc160e	mc160	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	25.6	Igneous : Extrusive	0		-30	-77.687	Basalt	162.354	g	Lava Flow
This study	McMurdo	mc160f	mc160	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	340.3	Igneous : Extrusive	0		-30.5	-77.687	Basalt	162.354	g	Lava Flow
This study	McMurdo	mc160h	mc160	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	291.7	Igneous : Extrusive	0		-45.5	-77.687	Basalt	162.354	g	Lava Flow
This study	McMurdo	mc160j	mc160	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	307.9	Igneous : Extrusive	0		-47.5	-77.687	Basalt	162.354	g	Lava Flow
This study	McMurdo	mc161a	mc161	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	345.4	Igneous : Extrusive	0		-20	-77.702	Basalt	162.694	g	Lava Flow
This study	McMurdo	mc161b	mc161	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	331.1	Igneous : Extrusive	0		-25	-77.702	Basalt	162.694	g	Lava Flow
This study	McMurdo	mc161e	mc161	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	14.1	Igneous : Extrusive	0		-23.5	-77.702	Basalt	162.694	g	Lava Flow
This study	McMurdo	mc161f	mc161	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	20.8	Igneous : Extrusive	0		-26	-77.702	Basalt	162.694	g	Lava Flow
This study	McMurdo	mc161g	mc161	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	11.6	Igneous : Extrusive	0		-24	-77.702	Basalt	162.694	g	Lava Flow
This study	McMurdo	mc161k	mc161	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	37.7	Igneous : Extrusive	0		-30	-77.702	Basalt	162.694	g	Lava Flow
This study	McMurdo	mc162b	mc162	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	217.9	Igneous : Extrusive	0		-47	-77.701	Basalt	162.69	g	Lava Flow
This study	McMurdo	mc162c	mc162	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	137.6	Igneous : Extrusive	0		-51	-77.701	Basalt	162.69	g	Lava Flow
This study	McMurdo	mc162f	mc162	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	199.2	Igneous : Extrusive	0		-63.5	-77.701	Basalt	162.69	g	Lava Flow
This study	McMurdo	mc162g	mc162	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	198.4	Igneous : Extrusive	0		-55	-77.701	Basalt	162.69	g	Lava Flow
This study	McMurdo	mc162i	mc162	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	229.6	Igneous : Extrusive	0		-48	-77.701	Basalt	162.69	g	Lava Flow
This study	McMurdo	mc162j	mc162	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	242.3	Igneous : Extrusive	0		-50	-77.701	Basalt	162.69	g	Lava Flow
This study	McMurdo	mc163a	mc163	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	52.7	Igneous : Extrusive	0		-28	-77.7	Basalt	162.68	g	Lava Flow
This study	McMurdo	mc163b	mc163	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	48.2	Igneous : Extrusive	0		-26	-77.7	Basalt	162.68	g	Lava Flow
This study	McMurdo	mc163c	mc163	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	42.7	Igneous : Extrusive	0		-39	-77.7	Basalt	162.68	g	Lava Flow
This study	McMurdo	mc163d	mc163	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	68.9	Igneous : Extrusive	0		-44	-77.7	Basalt	162.68	g	Lava Flow
This study	McMurdo	mc163e	mc163	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	60.8	Igneous : Extrusive	0		-32	-77.7	Basalt	162.68	g	Lava Flow
This study	McMurdo	mc163f	mc163	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	69.6	Igneous : Extrusive	0		-28	-77.7	Basalt	162.68	g	Lava Flow
This study	McMurdo	mc164a	mc164	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	105	Igneous : Extrusive	0		-24	-77.514	Basalt	169.33	g	Lava Flow
This study	McMurdo	mc164b	mc164	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	107.7	Igneous : Extrusive	0		-18	-77.514	Basalt	169.33	g	Lava Flow
This study	McMurdo	mc164c	mc164	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	75.9	Igneous : Extrusive	0		-28	-77.514	Basalt	169.33	g	Lava Flow
This study	McMurdo	mc164f	mc164	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	76.1	Igneous : Extrusive	0		-26	-77.514	Basalt	169.33	g	Lava Flow
This study	McMurdo	mc164g	mc164	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	115.9	Igneous : Extrusive	0		-25	-77.514	Basalt	169.33	g	Lava Flow
This study	McMurdo	mc164h	mc164	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	120.6	Igneous : Extrusive	0		-27	-77.514	Basalt	169.33	g	Lava Flow
This study	McMurdo	mc164i	mc164	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	326.3	Igneous : Extrusive	0		-19	-77.514	Basalt	169.33	g	Lava Flow
This study	McMurdo	mc164j	mc164	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	358.1	Igneous : Extrusive	0		-19.5	-77.514	Basalt	169.33	g	Lava Flow
This study	McMurdo	mc164l	mc164	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	72.6	Igneous : Extrusive	0		-14	-77.514	Basalt	169.33	g	Lava Flow
This study	McMurdo	mc165a	mc165	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	190.8	Igneous : Extrusive	0		-64.5	-77.513	Basalt	169.332	g	Lava Flow
This study	McMurdo	mc165b	mc165	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	206.2	Igneous : Extrusive	0		-68	-77.513	Basalt	169.332	g	Lava Flow
This study	McMurdo	mc165c	mc165	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	134.4	Igneous : Extrusive	0		-56	-77.513	Basalt	169.332	g	Lava Flow
This study	McMurdo	mc165g	mc165	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	162	Igneous : Extrusive	0		-57	-77.513	Basalt	169.332	g	Lava Flow
This study	McMurdo	mc165h	mc165	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	170.2	Igneous : Extrusive	0		-62	-77.513	Basalt	169.332	g	Lava Flow
This study	McMurdo	mc165i	mc165	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	110.9	Igneous : Extrusive	0		-46	-77.513	Basalt	169.332	g	Lava Flow
This study	McMurdo	mc166a	mc166	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	324.3	Igneous : Extrusive	0		-16	-77.849	Basalt	166.67	g	Lava Flow
This study	McMurdo	mc166b	mc166	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	15.6	Igneous : Extrusive	0		-20	-77.849	Basalt	166.67	g	Lava Flow
This study	McMurdo	mc166c	mc166	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	9.5	Igneous : Extrusive	0		-59	-77.849	Basalt	166.67	g	Lava Flow
This study	McMurdo	mc166h	mc166	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	330.5	Igneous : Extrusive	0		-46	-77.849	Basalt	166.67	g	Lava Flow
This study	McMurdo	mc166i	mc166	FS-FD:FS-LOC-GPS:SO-POM:SO-GPS-DIFF	4.5	Igneous : Extrusive	0		-49	-77.849	Basalt	166.67	g	Lava Flow
This study	McMurdo	mc167a	mc167	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	48.2	Igneous : Extrusive	0		-20.5	-77.487	Basalt	169.294	g	Lava Flow
This study	McMurdo	mc167b	mc167	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	203	Igneous : Extrusive	0		-21	-77.487	Basalt	169.294	g	Lava Flow
This study	McMurdo	mc167d	mc167	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	194.7	Igneous : Extrusive	0		-23.5	-77.487	Basalt	169.294	g	Lava Flow
This study	McMurdo	mc167e	mc167	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	200.4	Igneous : Extrusive	0		-32	-77.487	Basalt	169.294	g	Lava Flow
This study	McMurdo	mc167f	mc167	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	217.9	Igneous : Extrusive	0		-28	-77.487	Basalt	169.294	g	Lava Flow
This study	McMurdo	mc167h	mc167	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	148.4	Igneous : Extrusive	0		-21	-77.487	Basalt	169.294	g	Lava Flow
This study	McMurdo	mc167j	mc167	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	263.1	Igneous : Extrusive	0		-36	-77.487	Basalt	169.294	g	Lava Flow
This study	McMurdo	mc167k	mc167	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	272.4	Igneous : Extrusive	0		-32.5	-77.487	Basalt	169.294	g	Lava Flow
This study	McMurdo	mc168c	mc168	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	343.7	Igneous : Extrusive	0		-20	-77.488	Basalt	169.292	g	Lava Flow
This study	McMurdo	mc168f	mc168	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	177.9	Igneous : Extrusive	0		-35	-77.488	Basalt	169.292	g	Lava Flow
This study	McMurdo	mc168h	mc168	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	180.1	Igneous : Extrusive	0		-41	-77.488	Basalt	169.292	g	Lava Flow
This study	McMurdo	mc168i	mc168	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	357.8	Igneous : Extrusive	0		-23.5	-77.488	Basalt	169.292	g	Lava Flow
This study	McMurdo	mc168j	mc168	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	35.5	Igneous : Extrusive	0		-20	-77.488	Basalt	169.292	g	Lava Flow
This study	McMurdo	mc168k	mc168	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	96	Igneous : Extrusive	0		-30	-77.488	Basalt	169.292	g	Lava Flow
This study	McMurdo	mc170a	mc170	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	342.1	Igneous : Extrusive	0		-70	-77.854	Basalt	166.714	g	Lava Flow
This study	McMurdo	mc170c	mc170	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	345.3	Igneous : Extrusive	0		-60	-77.854	Basalt	166.714	g	Lava Flow
This study	McMurdo	mc170d	mc170	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	352.3	Igneous : Extrusive	0		-53	-77.854	Basalt	166.714	g	Lava Flow
This study	McMurdo	mc170e	mc170	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	339.8	Igneous : Extrusive	0		-55	-77.854	Basalt	166.714	g	Lava Flow
This study	McMurdo	mc170f	mc170	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	343.6	Igneous : Extrusive	0		-53	-77.854	Basalt	166.714	g	Lava Flow
This study	McMurdo	mc19a	mc19	FS-FD:SO-SIGHT	325	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-43	-77.86	Basalt	165.23	g	Lava Flow
This study	McMurdo	mc19b	mc19	FS-FD:SO-SIGHT	54	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-40	-77.86	Basalt	165.23	g	Lava Flow
This study	McMurdo	mc19c	mc19	FS-FD:SO-SIGHT	94	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-94	-77.86	Basalt	165.23	g	Lava Flow
This study	McMurdo	mc19d	mc19	FS-FD:SO-SIGHT	352	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-71	-77.86	Basalt	165.23	g	Lava Flow
This study	McMurdo	mc19e	mc19	FS-FD:SO-SIGHT	327	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-66	-77.86	Basalt	165.23	g	Lava Flow
This study	McMurdo	mc19f	mc19	FS-FD:SO-SIGHT	15	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-63	-77.86	Basalt	165.23	g	Lava Flow
This study	McMurdo	mc19g	mc19	FS-FD:SO-SIGHT	285	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-47	-77.86	Basalt	165.23	g	Lava Flow
