M5-124D	14Y-68569	9/9/14	10:08	A	50	313.3	32.3	345.3	32.3	345.3	32.3	6.52E-07
M5-124D	14Y-68570	9/9/14	10:10	A	65	316.1	34.8	348.1	34.8	348.1	34.8	6.49E-07
M5-124D	14Y-68571	9/9/14	10:13	A	80	321.3	38.7	353.3	38.7	353.3	38.7	4.63E-07
M5-124D	14Y-68572	9/9/14	10:16	A	100	343.5	39.4	15.5	39.4	15.5	39.4	3.41E-07
M5-125D	14Y-68573	9/9/14	11:03	N	0	325.6	41.4	353.6	41.4	353.6	41.4	6.16E-06
M5-125D	14Y-68574	9/9/14	11:05	A	5	321.5	50.1	349.5	50.1	349.5	50.1	5.46E-06
M5-125D	14Y-68575	9/9/14	11:06	A	10	329.3	49.7	357.3	49.7	357.3	49.7	3.76E-06
M5-125D	14Y-68576	9/9/14	11:08	A	15	327.9	50.2	355.9	50.2	355.9	50.2	2.79E-06
M5-125D	14Y-68577	9/9/14	11:10	A	20	328.5	43.1	356.5	43.1	356.5	43.1	2.39E-06
M5-125D	14Y-68578	9/9/14	11:12	A	30	316.3	51	344.3	51	344.3	51	1.43E-06
M5-125D	14Y-68579	9/9/14	11:14	A	40	326.3	42.4	354.3	42.4	354.3	42.4	1.21E-06
M5-125D	14Y-68580	9/9/14	11:16	A	50	306.4	42.3	334.4	42.3	334.4	42.3	9.77E-07
M5-125D	14Y-68581	9/9/14	11:18	A	65	317	38.7	345	38.7	345	38.7	8.89E-07
M5-125D	14Y-68582	9/9/14	11:21	A	80	314.7	27.1	342.7	27.1	342.7	27.1	6.22E-07
M5-125D	14Y-68583	9/9/14	11:24	A	100	264	27.3	292	27.3	292	27.3	2.37E-07
M5-126D	14Y-68584	9/9/14	11:41	N	0	342.1	28.1	10.1	28.1	10.1	28.1	2.29E-05
M5-126D	14Y-68585	9/9/14	11:43	A	5	347	32.5	15	32.5	15	32.5	1.03E-05
M5-126D	14Y-68586	9/9/14	11:45	A	10	341.9	40.2	9.9	40.2	9.9	40.2	3.42E-06
M5-126D	14Y-68587	9/9/14	11:46	A	15	345.1	41.6	13.1	41.6	13.1	41.6	1.94E-06
M5-126D	14Y-68588	9/9/14	11:48	A	20	338.8	41.1	6.8	41.1	6.8	41.1	1.20E-06
M5-126D	14Y-68589	9/9/14	11:50	A	30	312.8	46.3	340.8	46.3	340.8	46.3	7.75E-07
M5-126D	14Y-68590	9/9/14	11:52	A	40	314	45.2	342	45.2	342	45.2	5.11E-07
M5-126D	14Y-68591	9/9/14	11:54	A	50	331.9	51.9	359.9	51.9	359.9	51.9	3.65E-07
M5-126D	14Y-68592	9/9/14	11:57	A	65	308.3	14.4	336.3	14.4	336.3	14.4	4.42E-07
M5-126D	14Y-68593	9/9/14	11:59	A	80	297.9	43.3	325.9	43.3	325.9	43.3	2.99E-07
M5-126D	14Y-68594	9/9/14	12:02	A	100	42.6	74.9	70.6	74.9	70.6	74.9	2.35E-07
M5-127D	14Y-68595	9/9/14	12:17	N	0	326.3	86.8	356.3	86.8	356.3	86.8	2.74E-05
M5-127D	14Y-68596	9/9/14	12:18	A	5	231.1	82.7	261.1	82.7	261.1	82.7	1.28E-05
M5-127D	14Y-68597	9/9/14	12:20	A	10	236.7	78.1	266.7	78.1	266.7	78.1	4.70E-06
M5-127D	14Y-68598	9/9/14	12:21	A	15	286.5	70.1	316.5	70.1	316.5	70.1	2.64E-06
M5-127D	14Y-68599	9/9/14	12:23	A	20	317.9	65.5	347.9	65.5	347.9	65.5	1.77E-06
M5-127D	14Y-68600	9/9/14	12:25	A	30	335.9	45	5.9	45	5.9	45	1.28E-06
M5-127D	14Y-68601	9/9/14	12:27	A	40	289.9	55.6	319.9	55.6	319.9	55.6	7.62E-07
M5-127D	14Y-68602	9/9/14	12:29	A	50	322.4	49	352.4	49	352.4	49	6.78E-07
M5-127D	14Y-68603	9/9/14	12:32	A	65	318.8	39.5	348.8	39.5	348.8	39.5	7.76E-07
M5-127D	14Y-68604	9/9/14	12:34	A	80	333.3	52.8	3.3	52.8	3.3	52.8	6.29E-07
M5-127D	14Y-68605	9/9/14	12:37	A	100	23.6	70	53.6	70	53.6	70	4.20E-07
M5-129D	14Y-68606	9/9/14	12:48	N	0	313	58.4	341	58.4	341	58.4	7.96E-06
M5-129D	14Y-68607	9/9/14	12:50	A	5	321.4	53.8	349.4	53.8	349.4	53.8	6.63E-06
M5-129D	14Y-68608	9/9/14	12:52	A	10	323.1	51.9	351.1	51.9	351.1	51.9	4.49E-06
M5-129D	14Y-68609	9/9/14	12:53	A	15	318.8	52.6	346.8	52.6	346.8	52.6	2.96E-06
M5-129D	14Y-68610	9/9/14	12:55	A	20	324.9	46.7	352.9	46.7	352.9	46.7	2.22E-06
M5-129D	14Y-68611	9/9/14	12:57	A	30	332.1	40.2	0.1	40.2	0.1	40.2	1.45E-06
M5-129D	14Y-68612	9/9/14	12:59	A	40	345.3	44.9	13.3	44.9	13.3	44.9	1.24E-06
M5-129D	14Y-68613	9/9/14	13:01	A	50	352.8	38.9	20.8	38.9	20.8	38.9	8.16E-07
M5-129D	14Y-68614	9/9/14	13:04	A	65	18.2	26.2	46.2	26.2	46.2	26.2	6.44E-07
M5-129D	14Y-68615	9/9/14	13:06	A	80	7.4	54.7	35.4	54.7	35.4	54.7	6.27E-07
M5-129D	14Y-68616	9/9/14	13:09	A	100	309.2	45.5	337.2	45.5	337.2	45.5	4.84E-07
M5-130D	14Y-68617	9/9/14	13:38	N	0	302.3	58.2	333.3	58.2	333.3	58.2	4.98E-06
M5-130D	14Y-68618	9/9/14	13:40	A	5	309.5	55.9	340.5	55.9	340.5	55.9	4.18E-06
M5-130D	14Y-68619	9/9/14	13:42	A	10	312	55.7	343	55.7	343	55.7	2.88E-06
M5-130D	14Y-68620	9/9/14	13:43	A	15	315.6	52.6	346.6	52.6	346.6	52.6	2.10E-06
M5-130D	14Y-68621	9/9/14	13:45	A	20	299.4	56.8	330.4	56.8	330.4	56.8	1.72E-06
M5-130D	14Y-68622	9/9/14	13:47	A	30	326.6	52.7	357.6	52.7	357.6	52.7	7.64E-07
M5-130D	14Y-68623	9/9/14	13:49	A	40	18.9	52.4	49.9	52.4	49.9	52.4	5.65E-07
M5-130D	14Y-68624	9/9/14	13:51	A	50	336.3	41.3	7.3	41.3	7.3	41.3	5.56E-07
M5-130D	14Y-68625	9/9/14	13:54	A	65	286.4	28.7	317.4	28.7	317.4	28.7	3.32E-07
M5-130D	14Y-68626	9/9/14	13:56	A	80	11.2	15.4	42.2	15.4	42.2	15.4	5.33E-07
M5-130D	14Y-68627	9/9/14	13:59	A	100	255.9	44.2	286.9	44.2	286.9	44.2	1.63E-07
M5-131D	14Y-68633	9/14/14	9:08	N	0	299.6	57.6	327.6	57.6	327.6	57.6	5.57E-06
M5-131D	14Y-68634	9/14/14	9:10	A	5	301.6	56.9	329.6	56.9	329.6	56.9	4.74E-06
M5-131D	14Y-68635	9/14/14	9:12	A	10	296.2	54.6	324.2	54.6	324.2	54.6	3.10E-06
M5-131D	14Y-68636	9/14/14	9:13	A	15	306.5	50	334.5	50	334.5	50	2.31E-06
M5-131D	14Y-68637	9/14/14	9:15	A	20	289.7	45.2	317.7	45.2	317.7	45.2	1.68E-06
M5-131D	14Y-68638	9/14/14	9:17	A	30	276.1	49.9	304.1	49.9	304.1	49.9	8.96E-07
M5-131D	14Y-68639	9/14/14	9:19	A	40	282.9	26.2	310.9	26.2	310.9	26.2	8.09E-07
M5-131D	14Y-68640	9/14/14	9:21	A	50	243.3	30.7	271.3	30.7	271.3	30.7	7.64E-07
M5-131D	14Y-68641	9/14/14	9:24	A	65	219.3	39.5	247.3	39.5	247.3	39.5	6.12E-07
M5-131D	14Y-68642	9/14/14	9:26	A	80	244.6	6.6	272.6	6.6	272.6	6.6	3.94E-07
M5-131D	14Y-68643	9/14/14	9:29	A	100	251	20.6	279	20.6	279	20.6	8.61E-07
M5-132D	14Y-68644	9/14/14	9:31	N	0	309.3	60.5	337.3	60.5	337.3	60.5	4.79E-06
M5-132D	14Y-68645	9/14/14	9:33	A	5	314.2	60.9	342.2	60.9	342.2	60.9	4.09E-06
