tab 	sites
age_high	age_low	age_unit	citations	core_depth	geologic_classes	geologic_types	lat	lithologies	location	lon	method_codes	result_quality	result_type	site
13	0	Ma	This study	55.35	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_6A-0.85
13	0	Ma	This study	55.46	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-0.1
13	0	Ma	This study	55.61	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-0.25
13	0	Ma	This study	55.66	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-0.3
13	0	Ma	This study	55.71	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-0.35
13	0	Ma	This study	55.76	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-0.4
13	0	Ma	This study	55.81	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-0.45
13	0	Ma	This study	55.86	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-0.5
13	0	Ma	This study	55.91	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-0.55
13	0	Ma	This study	55.96	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-0.6
13	0	Ma	This study	56.01	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-0.65
13	0	Ma	This study	56.06	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-0.7
13	0	Ma	This study	56.11	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-0.75
13	0	Ma	This study	56.16	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-0.8
13	0	Ma	This study	56.21	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-0.85
13	0	Ma	This study	56.26	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-0.9
13	0	Ma	This study	56.31	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-0.95
13	0	Ma	This study	56.36	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-1
13	0	Ma	This study	56.41	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-1.05
13	0	Ma	This study	56.46	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-006H_7A-1.1
13	0	Ma	This study	57.5	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H-1-W-100
13	0	Ma	This study	59.1	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H-2-W-110
13	0	Ma	This study	60.85	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H-3-W-135
13	0	Ma	This study	61.42	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H-4-W-42
13	0	Ma	This study	63.6	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H-5-W-110
13	0	Ma	This study	64.23	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H-6-W-23
13	0	Ma	This study	65.7	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H-7-W-20
13	0	Ma	This study	57.05	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-0.55
13	0	Ma	This study	57.1	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-0.6
13	0	Ma	This study	57.15	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-0.65
13	0	Ma	This study	57.2	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-0.7
13	0	Ma	This study	57.25	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-0.75
13	0	Ma	This study	57.3	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-0.8
13	0	Ma	This study	57.35	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-0.85
13	0	Ma	This study	57.4	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-0.9
13	0	Ma	This study	57.45	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-0.95
13	0	Ma	This study	57.5	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-1
13	0	Ma	This study	57.55	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-1.05
13	0	Ma	This study	57.6	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-1.1
13	0	Ma	This study	57.65	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-1.15
13	0	Ma	This study	57.7	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-1.2
13	0	Ma	This study	57.75	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-1.25
13	0	Ma	This study	57.8	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-1.3
13	0	Ma	This study	57.85	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-1.35
13	0	Ma	This study	57.9	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_1A-1.4
13	0	Ma	This study	58.1	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.1
13	0	Ma	This study	58.15	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.15
13	0	Ma	This study	58.2	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.2
13	0	Ma	This study	58.25	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.25
13	0	Ma	This study	58.3	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.3
13	0	Ma	This study	58.35	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.35
13	0	Ma	This study	58.4	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.4
13	0	Ma	This study	58.45	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.45
13	0	Ma	This study	58.5	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.5
13	0	Ma	This study	58.55	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.55
13	0	Ma	This study	58.6	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.6
13	0	Ma	This study	58.65	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.65
13	0	Ma	This study	58.7	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.7
13	0	Ma	This study	58.75	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.75
13	0	Ma	This study	58.8	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.8
13	0	Ma	This study	58.85	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.85
13	0	Ma	This study	58.9	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.9
13	0	Ma	This study	58.95	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-0.95
13	0	Ma	This study	59	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-1
13	0	Ma	This study	59.05	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-1.05
13	0	Ma	This study	59.1	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-1.1
13	0	Ma	This study	59.15	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-1.15
13	0	Ma	This study	59.2	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-1.2
13	0	Ma	This study	59.25	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-1.25
13	0	Ma	This study	59.3	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-1.3
13	0	Ma	This study	59.35	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-1.35
13	0	Ma	This study	59.4	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_2A-1.4
13	0	Ma	This study	59.6	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.1
13	0	Ma	This study	59.65	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.15
13	0	Ma	This study	59.7	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.2
13	0	Ma	This study	59.75	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.25
13	0	Ma	This study	59.8	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.3
13	0	Ma	This study	59.85	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.35
13	0	Ma	This study	59.9	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.4
13	0	Ma	This study	59.95	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.45
13	0	Ma	This study	60	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.5
13	0	Ma	This study	60.05	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.55
13	0	Ma	This study	60.1	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.6
13	0	Ma	This study	60.15	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.65
13	0	Ma	This study	60.2	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.7
13	0	Ma	This study	60.25	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.75
13	0	Ma	This study	60.3	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.8
13	0	Ma	This study	60.35	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.85
13	0	Ma	This study	60.4	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.9
13	0	Ma	This study	60.45	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-0.95
13	0	Ma	This study	60.5	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-1
13	0	Ma	This study	60.55	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-1.05
13	0	Ma	This study	60.6	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-1.1
13	0	Ma	This study	60.65	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-1.15
13	0	Ma	This study	60.7	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-1.2
13	0	Ma	This study	60.75	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-1.25
13	0	Ma	This study	60.8	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-1.3
13	0	Ma	This study	60.85	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-1.35
13	0	Ma	This study	60.9	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_3A-1.4
13	0	Ma	This study	61.1	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-0.1
13	0	Ma	This study	61.15	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-0.15
13	0	Ma	This study	61.2	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-0.2
13	0	Ma	This study	61.25	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-0.25
13	0	Ma	This study	61.3	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-0.3
13	0	Ma	This study	61.35	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-0.35
13	0	Ma	This study	61.4	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-0.4
13	0	Ma	This study	61.45	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-0.45
13	0	Ma	This study	61.6	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-0.6
13	0	Ma	This study	61.65	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-0.65
13	0	Ma	This study	61.7	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-0.7
13	0	Ma	This study	61.75	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-0.75
13	0	Ma	This study	61.8	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-0.8
13	0	Ma	This study	61.85	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-0.85
13	0	Ma	This study	61.9	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-0.9
13	0	Ma	This study	61.95	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-0.95
13	0	Ma	This study	62	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-1
13	0	Ma	This study	62.05	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-1.05
13	0	Ma	This study	62.1	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-1.1
13	0	Ma	This study	62.15	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-1.15
13	0	Ma	This study	62.2	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-1.2
13	0	Ma	This study	62.25	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-1.25
13	0	Ma	This study	62.3	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-1.3
13	0	Ma	This study	62.35	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-1.35
13	0	Ma	This study	62.4	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_4A-1.4
13	0	Ma	This study	62.6	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.1
13	0	Ma	This study	62.65	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.15
13	0	Ma	This study	62.7	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.2
13	0	Ma	This study	62.75	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.25
13	0	Ma	This study	62.8	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.3
13	0	Ma	This study	62.85	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.35
13	0	Ma	This study	62.9	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.4
13	0	Ma	This study	62.95	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.45
13	0	Ma	This study	63	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.5
13	0	Ma	This study	63.05	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.55
13	0	Ma	This study	63.1	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.6
13	0	Ma	This study	63.15	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.65
13	0	Ma	This study	63.2	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.7
13	0	Ma	This study	63.25	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.75
13	0	Ma	This study	63.3	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.8
13	0	Ma	This study	63.35	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.85
13	0	Ma	This study	63.4	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.9
13	0	Ma	This study	63.45	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-0.95
13	0	Ma	This study	63.5	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-1
13	0	Ma	This study	63.55	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-1.05
13	0	Ma	This study	63.6	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-1.1
13	0	Ma	This study	63.65	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-1.15
13	0	Ma	This study	63.7	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-1.2
13	0	Ma	This study	63.75	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-1.25
13	0	Ma	This study	63.8	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-1.3
13	0	Ma	This study	63.85	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-1.35
13	0	Ma	This study	63.9	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_5A-1.4
13	0	Ma	This study	64.1	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_6A-0.1
13	0	Ma	This study	64.15	Sedimentary	Sediment Layer	-64.2457	Not Specified	U1361A	143.532	SO-V:FS-C-DRILL-IODP	g	i	318-U1361A-007H_6A-0.15
