tab delimited	contribution
id	version	timestamp	contributor	data_model_version	reference
16749	3	2020-02-15T20:31:55.746Z	@ltauxe	3.0	10.1016/J.EPSL.2014.12.034
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	expedition_name	expedition_ship	expedition_leg	expedition_url	geologic_classes	lithologies	tectonic_settings	lat_s	lat_n	lon_w	lon_e	continent_ocean	region	age_low	age_high	age_unit
U1361A	Drill Site	This study	318	JOIDES Resolution	318	http://publications.iodp.org/proceedings/318/318toc.htm	Sedimentary	Silicate Clay:Silty Clay	Continental Shelf	-64.2457	-64.2457	143.532	143.532	Indian Ocean	Wilkes Land Margin	0	12	ma
>>>>>>>>>>
tab delimited	sites
site	location	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	lat	lon	core_depth	age_low	age_high	age_unit
318-U1361A-002H-4-W-94	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	14.44	0	13	Ma
318-U1361A-002H-5-W-10	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	15.1	0	13	Ma
318-U1361A-002H-5-W-108	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	16.08	0	13	Ma
318-U1361A-002H-5-W-131	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	16.31	0	13	Ma
318-U1361A-002H-5-W-25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	15.25	0	13	Ma
318-U1361A-002H-5-W-53	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	15.525	0	13	Ma
318-U1361A-002H-5-W-84	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	15.84	0	13	Ma
318-U1361A-002H-6-W-11	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	16.61	0	13	Ma
318-U1361A-002H-6-W-118	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	17.68	0	13	Ma
318-U1361A-002H-6-W-145	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	17.95	0	13	Ma
318-U1361A-002H-6-W-40	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	16.9	0	13	Ma
318-U1361A-002H-6-W-63	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	17.13	0	13	Ma
318-U1361A-002H-6-W-91	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	17.41	0	13	Ma
318-U1361A-002H-7-W-34	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	18.34	0	13	Ma
318-U1361A-003H-2-W-107	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	21.07	0	13	Ma
318-U1361A-003H-2-W-12	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	20.12	0	13	Ma
318-U1361A-003H-2-W-129	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	21.29	0	13	Ma
318-U1361A-003H-2-W-32	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	20.32	0	13	Ma
318-U1361A-003H-2-W-58	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	20.58	0	13	Ma
318-U1361A-003H-2-W-80	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	20.8	0	13	Ma
318-U1361A-003H-3-W-10	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	21.6	0	13	Ma
318-U1361A-003H-3-W-100	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	22.5	0	13	Ma
318-U1361A-003H-3-W-119	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	22.69	0	13	Ma
318-U1361A-003H-3-W-135	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	22.85	0	13	Ma
318-U1361A-003H-3-W-32	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	21.82	0	13	Ma
318-U1361A-003H-3-W-5	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	21.55	0	13	Ma
318-U1361A-003H-3-W-60	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	22.1	0	13	Ma
318-U1361A-003H-3-W-80	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	22.3	0	13	Ma
318-U1361A-003H-4-W-120	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	24.2	0	13	Ma
318-U1361A-003H-4-W-29	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	23.29	0	13	Ma
318-U1361A-003H-4-W-5	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	23.05	0	13	Ma
318-U1361A-003H-4-W-50	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	23.5	0	13	Ma
318-U1361A-003H-4-W-84	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	23.84	0	13	Ma
318-U1361A-003H-4-W-98	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	23.98	0	13	Ma
318-U1361A-003H-5-W-112	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	25.62	0	13	Ma
318-U1361A-003H-5-W-132	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	25.82	0	13	Ma
318-U1361A-003H-5-W-29	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	24.79	0	13	Ma
318-U1361A-003H-5-W-5	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	24.55	0	13	Ma
318-U1361A-003H-5-W-53	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	25.03	0	13	Ma
318-U1361A-003H-5-W-75	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	25.25	0	13	Ma
318-U1361A-003H-5-W-89	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	25.39	0	13	Ma
318-U1361A-003H-6-W-66	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	26.66	0	13	Ma
318-U1361A-003H-7-W-50	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	27.81	0	13	Ma
318-U1361A-004H-2-W-81	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30.31	0	13	Ma
318-U1361A-004H-3-W-81	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	31.81	0	13	Ma
318-U1361A-004H-4-W-69	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.19	0	13	Ma
318-U1361A-004H-5-W-70	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.7	0	13	Ma
318-U1361A-004H-6-W-63	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	36.13	0	13	Ma
318-U1361A-004H_2A-0.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	29.6	0	13	Ma
318-U1361A-004H_2A-0.15	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	29.65	0	13	Ma
318-U1361A-004H_2A-0.2	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	29.7	0	13	Ma
318-U1361A-004H_2A-0.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	29.75	0	13	Ma
318-U1361A-004H_2A-0.3	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	29.8	0	13	Ma
318-U1361A-004H_2A-0.35	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	29.85	0	13	Ma
318-U1361A-004H_2A-0.4	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	29.9	0	13	Ma
318-U1361A-004H_2A-0.45	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	29.95	0	13	Ma
318-U1361A-004H_2A-0.5	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30	0	13	Ma
318-U1361A-004H_2A-0.55	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30.05	0	13	Ma
318-U1361A-004H_2A-0.6	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30.1	0	13	Ma
318-U1361A-004H_2A-0.65	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30.15	0	13	Ma
318-U1361A-004H_2A-0.7	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30.2	0	13	Ma
318-U1361A-004H_2A-0.75	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30.25	0	13	Ma
318-U1361A-004H_2A-0.8	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30.3	0	13	Ma
318-U1361A-004H_2A-0.85	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30.35	0	13	Ma
318-U1361A-004H_2A-0.9	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30.4	0	13	Ma
318-U1361A-004H_2A-0.95	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30.45	0	13	Ma
318-U1361A-004H_2A-1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30.5	0	13	Ma
318-U1361A-004H_2A-1.05	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30.55	0	13	Ma
318-U1361A-004H_2A-1.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30.6	0	13	Ma
318-U1361A-004H_2A-1.15	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30.65	0	13	Ma
318-U1361A-004H_2A-1.2	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30.7	0	13	Ma
318-U1361A-004H_2A-1.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	30.75	0	13	Ma
318-U1361A-004H_3A-0.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	31.1	0	13	Ma
318-U1361A-004H_3A-0.15	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	31.15	0	13	Ma
318-U1361A-004H_3A-0.2	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	31.2	0	13	Ma
318-U1361A-004H_3A-0.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	31.25	0	13	Ma
318-U1361A-004H_3A-0.3	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	31.3	0	13	Ma
318-U1361A-004H_3A-0.35	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	31.35	0	13	Ma
318-U1361A-004H_3A-0.4	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	31.4	0	13	Ma
318-U1361A-004H_3A-0.45	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	31.45	0	13	Ma
318-U1361A-004H_3A-0.5	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	31.5	0	13	Ma
318-U1361A-004H_3A-0.55	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	31.55	0	13	Ma
318-U1361A-004H_3A-0.6	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	31.6	0	13	Ma
318-U1361A-004H_3A-0.65	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	31.65	0	13	Ma
318-U1361A-004H_3A-0.7	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	31.7	0	13	Ma
318-U1361A-004H_3A-0.75	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	31.75	0	13	Ma
318-U1361A-004H_3A-1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32	0	13	Ma
318-U1361A-004H_3A-1.05	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.05	0	13	Ma
318-U1361A-004H_3A-1.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.1	0	13	Ma
318-U1361A-004H_3A-1.15	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.15	0	13	Ma
318-U1361A-004H_3A-1.2	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.2	0	13	Ma
318-U1361A-004H_3A-1.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.25	0	13	Ma
318-U1361A-004H_3A-1.3	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.3	0	13	Ma
318-U1361A-004H_3A-1.35	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.35	0	13	Ma
318-U1361A-004H_3A-1.4	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.4	0	13	Ma
318-U1361A-004H_3A-1.45	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.45	0	13	Ma
318-U1361A-004H_4A-0.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.6	0	13	Ma
318-U1361A-004H_4A-0.15	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.65	0	13	Ma
318-U1361A-004H_4A-0.2	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.7	0	13	Ma
318-U1361A-004H_4A-0.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.75	0	13	Ma
318-U1361A-004H_4A-0.3	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.8	0	13	Ma
318-U1361A-004H_4A-0.35	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.85	0	13	Ma
318-U1361A-004H_4A-0.4	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.9	0	13	Ma
318-U1361A-004H_4A-0.45	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	32.95	0	13	Ma
318-U1361A-004H_4A-0.5	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33	0	13	Ma
318-U1361A-004H_4A-0.55	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.05	0	13	Ma
318-U1361A-004H_4A-0.6	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.1	0	13	Ma
318-U1361A-004H_4A-0.65	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.15	0	13	Ma
318-U1361A-004H_4A-0.7	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.2	0	13	Ma
318-U1361A-004H_4A-0.75	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.25	0	13	Ma
318-U1361A-004H_4A-0.8	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.3	0	13	Ma
318-U1361A-004H_4A-0.85	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.35	0	13	Ma
318-U1361A-004H_4A-0.9	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.4	0	13	Ma
318-U1361A-004H_4A-0.95	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.45	0	13	Ma
318-U1361A-004H_4A-1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.5	0	13	Ma
318-U1361A-004H_4A-1.05	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.55	0	13	Ma
318-U1361A-004H_4A-1.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.6	0	13	Ma
318-U1361A-004H_4A-1.15	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.65	0	13	Ma
318-U1361A-004H_4A-1.2	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.7	0	13	Ma
318-U1361A-004H_4A-1.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.75	0	13	Ma
318-U1361A-004H_4A-1.3	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.8	0	13	Ma
318-U1361A-004H_4A-1.35	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.85	0	13	Ma
318-U1361A-004H_4A-1.4	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.9	0	13	Ma
318-U1361A-004H_4A-1.45	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	33.95	0	13	Ma
318-U1361A-004H_5A-0.15	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.15	0	13	Ma
318-U1361A-004H_5A-0.2	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.2	0	13	Ma
318-U1361A-004H_5A-0.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.25	0	13	Ma
318-U1361A-004H_5A-0.3	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.3	0	13	Ma
318-U1361A-004H_5A-0.35	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.35	0	13	Ma
318-U1361A-004H_5A-0.4	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.4	0	13	Ma
318-U1361A-004H_5A-0.45	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.45	0	13	Ma
318-U1361A-004H_5A-0.5	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.5	0	13	Ma
318-U1361A-004H_5A-0.55	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.55	0	13	Ma
318-U1361A-004H_5A-0.6	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.6	0	13	Ma
318-U1361A-004H_5A-0.65	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.65	0	13	Ma
318-U1361A-004H_5A-0.7	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.7	0	13	Ma
318-U1361A-004H_5A-0.75	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.75	0	13	Ma
318-U1361A-004H_5A-0.8	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.8	0	13	Ma
318-U1361A-004H_5A-0.85	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.85	0	13	Ma
318-U1361A-004H_5A-0.9	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.9	0	13	Ma
318-U1361A-004H_5A-0.95	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	34.95	0	13	Ma
318-U1361A-004H_5A-1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	35	0	13	Ma
318-U1361A-004H_5A-1.05	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	35.05	0	13	Ma
318-U1361A-004H_5A-1.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	35.1	0	13	Ma
318-U1361A-004H_5A-1.15	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	35.15	0	13	Ma
318-U1361A-004H_5A-1.2	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	35.2	0	13	Ma
318-U1361A-004H_5A-1.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	35.25	0	13	Ma
318-U1361A-004H_5A-1.3	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	35.3	0	13	Ma
318-U1361A-004H_5A-1.35	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	35.35	0	13	Ma
318-U1361A-004H_5A-1.4	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	35.4	0	13	Ma
