tab delimited	contribution
id	version	timestamp	contributor	data_model_version	reference	description
14132	4	2015-02-20T12:21:14.000Z	@ltauxe	3.0	10.1111/j.1365-246X.1997.tb04082.x	Upgraded to MagIC Data Model 3.0 by the MagIC Database Team
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	plate_blocks	lat_s	lat_n	lon_w	lon_e	continent_ocean
DSDP Site 522	Drill Site	This study	African Plate	-27	-27	355	355	Atlantic Ocean
>>>>>>>>>>
tab delimited	sites
site	location	citations	geologic_classes	geologic_types	lithologies	core_depth	age	age_unit
20-1-055	20-1-055	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-059	20-1-059	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-062	20-1-062	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-065	20-1-065	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-068	20-1-068	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-071	20-1-071	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-075	20-1-075	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-080	20-1-080	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-083	20-1-083	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-086	20-1-086	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-089	20-1-089	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-091	20-1-091	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-095	20-1-095	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-098	20-1-098	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-103	20-1-103	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-105	20-1-105	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-109	20-1-109	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-112	20-1-112	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-116	20-1-116	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-119	20-1-119	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-122	20-1-122	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-125	20-1-125	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-129	20-1-129	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-132	20-1-132	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-135	20-1-135	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-138	20-1-138	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-142	20-1-142	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-144	20-1-144	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-1-150	20-1-150	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-001	20-2-001	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-004	20-2-004	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-007	20-2-007	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-010	20-2-010	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-015	20-2-015	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-018	20-2-018	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-022	20-2-022	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-025	20-2-025	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-028	20-2-028	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-032	20-2-032	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-035	20-2-035	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-040	20-2-040	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-043	20-2-043	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-047	20-2-047	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-054	20-2-054	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-057	20-2-057	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-060	20-2-060	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-064	20-2-064	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-066	20-2-066	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-069	20-2-069	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-073	20-2-073	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-076	20-2-076	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-078	20-2-078	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-084	20-2-084	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-087	20-2-087	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-090	20-2-090	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-092	20-2-092	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-096	20-2-096	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-099	20-2-099	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-102	20-2-102	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-104	20-2-104	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-107	20-2-107	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-110	20-2-110	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-113	20-2-113	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
20-2-115	20-2-115	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-025	21-1-025	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-029	21-1-029	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-031	21-1-031	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-035	21-1-035	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-038	21-1-038	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-042	21-1-042	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-045	21-1-045	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-048	21-1-048	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-051	21-1-051	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-054	21-1-054	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-057	21-1-057	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-059	21-1-059	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-063	21-1-063	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-066	21-1-066	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-069	21-1-069	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-071	21-1-071	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-074	21-1-074	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-077	21-1-077	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-081	21-1-081	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-084	21-1-084	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-090	21-1-090	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-094	21-1-094	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-096	21-1-096	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-100	21-1-100	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-103	21-1-103	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-106	21-1-106	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-108	21-1-108	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-113	21-1-113	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-115	21-1-115	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-118	21-1-118	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-122	21-1-122	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-124	21-1-124	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-127	21-1-127	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-131	21-1-131	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-134	21-1-134	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-138	21-1-138	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-142	21-1-142	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-145	21-1-145	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-1-148	21-1-148	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-001	21-2-001	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-008	21-2-008	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-011	21-2-011	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-014	21-2-014	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-016	21-2-016	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-021	21-2-021	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-023	21-2-023	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-026	21-2-026	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-029	21-2-029	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-032	21-2-032	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-035	21-2-035	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-040	21-2-040	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-044	21-2-044	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-047	21-2-047	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-051	21-2-051	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-055	21-2-055	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-057	21-2-057	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-061	21-2-061	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-063	21-2-063	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-066	21-2-066	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-069	21-2-069	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-073	21-2-073	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-077	21-2-077	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-080	21-2-080	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-083	21-2-083	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-086	21-2-086	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-089	21-2-089	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-093	21-2-093	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-097	21-2-097	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-100	21-2-100	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-104	21-2-104	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-107	21-2-107	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-111	21-2-111	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-113	21-2-113	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-116	21-2-116	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-123	21-2-123	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-125	21-2-125	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-129	21-2-129	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-133	21-2-133	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-136	21-2-136	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-139	21-2-139	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-143	21-2-143	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-146	21-2-146	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-149	21-2-149	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-2-150	21-2-150	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-001	21-3-001	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-005	21-3-005	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-008	21-3-008	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-011	21-3-011	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-015	21-3-015	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-018	21-3-018	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-021	21-3-021	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-026	21-3-026	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-029	21-3-029	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-033	21-3-033	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-036	21-3-036	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-038	21-3-038	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-043	21-3-043	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-046	21-3-046	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-048	21-3-048	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-051	21-3-051	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-055	21-3-055	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-058	21-3-058	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-061	21-3-061	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-064	21-3-064	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-067	21-3-067	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-071	21-3-071	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-074	21-3-074	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-077	21-3-077	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-079	21-3-079	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-083	21-3-083	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-086	21-3-086	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-089	21-3-089	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-092	21-3-092	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-096	21-3-096	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-100	21-3-100	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-103	21-3-103	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-106	21-3-106	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
21-3-109	21-3-109	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-045	22-1-045	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-051	22-1-051	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-054	22-1-054	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-061	22-1-061	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-064	22-1-064	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-068	22-1-068	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-071	22-1-071	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-074	22-1-074	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-077	22-1-077	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-081	22-1-081	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-084	22-1-084	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-086	22-1-086	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-090	22-1-090	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-093	22-1-093	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-095	22-1-095	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-100	22-1-100	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-103	22-1-103	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-106	22-1-106	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-109	22-1-109	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-112	22-1-112	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-115	22-1-115	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-118	22-1-118	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-121	22-1-121	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-124	22-1-124	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-127	22-1-127	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-132	22-1-132	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-135	22-1-135	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-137	22-1-137	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-141	22-1-141	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-144	22-1-144	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-147	22-1-147	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-1-150	22-1-150	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-004	22-2-004	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-007	22-2-007	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-010	22-2-010	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-013	22-2-013	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-019	22-2-019	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-022	22-2-022	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-025	22-2-025	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-028	22-2-028	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-031	22-2-031	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-034	22-2-034	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-036	22-2-036	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-040	22-2-040	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-043	22-2-043	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-046	22-2-046	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-051	22-2-051	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-055	22-2-055	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-057	22-2-057	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-061	22-2-061	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-064	22-2-064	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-067	22-2-067	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-070	22-2-070	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-073	22-2-073	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-081	22-2-081	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-083	22-2-083	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-086	22-2-086	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-090	22-2-090	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-093	22-2-093	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-096	22-2-096	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-098	22-2-098	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-102	22-2-102	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-105	22-2-105	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-108	22-2-108	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-112	22-2-112	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-114	22-2-114	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-116	22-2-116	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-119	22-2-119	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-122	22-2-122	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-125	22-2-125	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-129	22-2-129	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-133	22-2-133	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-136	22-2-136	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-2-140	22-2-140	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-004	22-3-004	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-009	22-3-009	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-014	22-3-014	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-016	22-3-016	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-019	22-3-019	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-023	22-3-023	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-025	22-3-025	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-028	22-3-028	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-035	22-3-035	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-040	22-3-040	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-043	22-3-043	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-047	22-3-047	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-051	22-3-051	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-054	22-3-054	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-057	22-3-057	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-061	22-3-061	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-062	22-3-062	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-065	22-3-065	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-068	22-3-068	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-071	22-3-071	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-075	22-3-075	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-078	22-3-078	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-083	22-3-083	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-086	22-3-086	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-089	22-3-089	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-091	22-3-091	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-095	22-3-095	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-098	22-3-098	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-100	22-3-100	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-104	22-3-104	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-107	22-3-107	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-110	22-3-110	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
22-3-113	22-3-113	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-007	25-1-007	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-044	25-1-044	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-063	25-1-063	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-066	25-1-066	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-069	25-1-069	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-072	25-1-072	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-076	25-1-076	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-082	25-1-082	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-092	25-1-092	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-100	25-1-100	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-103	25-1-103	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-107	25-1-107	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-109	25-1-109	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-113	25-1-113	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-115	25-1-115	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-118	25-1-118	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-121	25-1-121	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-126	25-1-126	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-130	25-1-130	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-133	25-1-133	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-136	25-1-136	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-143	25-1-143	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-146	25-1-146	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-1-149	25-1-149	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-2-001	25-2-001	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-2-005	25-2-005	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-2-008	25-2-008	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-2-011	25-2-011	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-2-015	25-2-015	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-2-019	25-2-019	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-2-023	25-2-023	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-2-026	25-2-026	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-2-032	25-2-032	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-2-035	25-2-035	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-2-039	25-2-039	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-2-042	25-2-042	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
25-2-047	25-2-047	FS-C-DRILL-IODP:SO-V:SP-SS-C	This study
