tab delimited	contribution
id	version	timestamp	contributor	data_model_version	reference	description
14132	4	2015-02-20T12:21:14.000Z	@ltauxe	3.0	10.1111/j.1365-246X.1997.tb04082.x	Upgraded to MagIC Data Model 3.0 by the MagIC Database Team
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	plate_blocks	lat_s	lat_n	lon_w	lon_e	continent_ocean
DSDP Site 522	Drill Site	This study	African Plate	-27	-27	355	355	Atlantic Ocean
>>>>>>>>>>
tab delimited	sites
site	location	citations	geologic_classes	geologic_types	lithologies	core_depth	age	age_unit
15e-3		This study	933	u	300	300	42.5	178.4	g	16-3-108:LP-AF-DIR	16-3-108	0	5.882e-06	LT-AF-Z
80e-3		This study	934	u	300	300			g	16-3-108:LP-ARM	16-3-108	50e-6	1.176e-04	LT-AF-I
0		This study	935	u	300	300			g	16-3-108:LP-IRM	16-3-108	1.0	2.161e-03	LT-IRM
10e-3	1.468e-07	This study	936		300	300				16-3-108:LP-X	16-3-108	0		LP-X
15e-3		This study	937	u	300	300	43.2	185.7	g	16-3-110:LP-AF-DIR	16-3-110	0	5.629e-06	LT-AF-Z
80e-3		This study	938	u	300	300			g	16-3-110:LP-ARM	16-3-110	50e-6	1.137e-04	LT-AF-I
0		This study	939	u	300	300			g	16-3-110:LP-IRM	16-3-110	1.0	2.097e-03	LT-IRM
10e-3	1.424e-07	This study	940		300	300				16-3-110:LP-X	16-3-110	0		LP-X
15e-3		This study	941	u	300	300	43.6	184.2	g	16-3-114:LP-AF-DIR	16-3-114	0	5.886e-06	LT-AF-Z
80e-3		This study	942	u	300	300			g	16-3-114:LP-ARM	16-3-114	50e-6	1.107e-04	LT-AF-I
0		This study	943	u	300	300			g	16-3-114:LP-IRM	16-3-114	1.0	2.051e-03	LT-IRM
10e-3	1.404e-07	This study	944		300	300				16-3-114:LP-X	16-3-114	0		LP-X
15e-3		This study	945	u	300	300	42.4	183.3	g	16-3-116:LP-AF-DIR	16-3-116	0	4.202e-06	LT-AF-Z
80e-3		This study	946	u	300	300			g	16-3-116:LP-ARM	16-3-116	50e-6	1.080e-04	LT-AF-I
0		This study	947	u	300	300			g	16-3-116:LP-IRM	16-3-116	1.0	2.121e-03	LT-IRM
10e-3	1.497e-07	This study	948		300	300				16-3-116:LP-X	16-3-116	0		LP-X
15e-3		This study	949	u	300	300	39.7	185.1	g	16-3-119:LP-AF-DIR	16-3-119	0	6.890e-06	LT-AF-Z
80e-3		This study	950	u	300	300			g	16-3-119:LP-ARM	16-3-119	50e-6	1.213e-04	LT-AF-I
0		This study	951	u	300	300			g	16-3-119:LP-IRM	16-3-119	1.0	2.350e-03	LT-IRM
10e-3	1.620e-07	This study	952		300	300				16-3-119:LP-X	16-3-119	0		LP-X
15e-3		This study	953	u	300	300	40.7	185.3	g	16-3-122:LP-AF-DIR	16-3-122	0	7.740e-06	LT-AF-Z
80e-3		This study	954	u	300	300			g	16-3-122:LP-ARM	16-3-122	50e-6	0.000e+00	LT-AF-I
0		This study	955	u	300	300			g	16-3-122:LP-IRM	16-3-122	1.0	2.229e-03	LT-IRM
10e-3	1.536e-07	This study	956		300	300				16-3-122:LP-X	16-3-122	0		LP-X
15e-3		This study	957	u	300	300	46.8	180.9	g	16-3-125:LP-AF-DIR	16-3-125	0	5.545e-06	LT-AF-Z
80e-3		This study	958	u	300	300			g	16-3-125:LP-ARM	16-3-125	50e-6	1.065e-04	LT-AF-I
0		This study	959	u	300	300			g	16-3-125:LP-IRM	16-3-125	1.0	2.234e-03	LT-IRM
10e-3	1.582e-07	This study	960		300	300				16-3-125:LP-X	16-3-125	0		LP-X
15e-3		This study	961	u	300	300	34.4	179.5	g	16-3-127:LP-AF-DIR	16-3-127	0	3.898e-06	LT-AF-Z
80e-3		This study	962	u	300	300			g	16-3-127:LP-ARM	16-3-127	50e-6	1.078e-04	LT-AF-I
0		This study	963	u	300	300			g	16-3-127:LP-IRM	16-3-127	1.0	2.229e-03	LT-IRM
10e-3	1.566e-07	This study	964		300	300				16-3-127:LP-X	16-3-127	0		LP-X
15e-3		This study	965	u	300	300	33.7	273.6	g	17-1-005:LP-AF-DIR	17-1-005	0	1.281e-06	LT-AF-Z
80e-3		This study	966	u	300	300			g	17-1-005:LP-ARM	17-1-005	50e-6	9.230e-05	LT-AF-I
0		This study	967	u	300	300			g	17-1-005:LP-IRM	17-1-005	1.0	2.090e-03	LT-IRM
10e-3	1.518e-07	This study	968		300	300				17-1-005:LP-X	17-1-005	0		LP-X
15e-3		This study	969	u	300	300	16.7	270.1	g	17-1-009:LP-AF-DIR	17-1-009	0	1.166e-06	LT-AF-Z
80e-3		This study	970	u	300	300			g	17-1-009:LP-ARM	17-1-009	50e-6	1.078e-04	LT-AF-I
0		This study	971	u	300	300			g	17-1-009:LP-IRM	17-1-009	1.0	2.194e-03	LT-IRM
10e-3	1.557e-07	This study	972		300	300				17-1-009:LP-X	17-1-009	0		LP-X
15e-3		This study	973	u	300	300	-61.5	286.7	g	17-1-012:LP-AF-DIR	17-1-012	0	1.488e-06	LT-AF-Z
80e-3		This study	974	u	300	300			g	17-1-012:LP-ARM	17-1-012	50e-6	1.418e-04	LT-AF-I
0		This study	975	u	300	300			g	17-1-012:LP-IRM	17-1-012	1.0	2.944e-03	LT-IRM
10e-3	2.063e-07	This study	976		300	300				17-1-012:LP-X	17-1-012	0		LP-X
15e-3		This study	977	u	300	300	-51.5	348.9	g	17-1-015:LP-AF-DIR	17-1-015	0	4.624e-06	LT-AF-Z
80e-3		This study	978	u	300	300			g	17-1-015:LP-ARM	17-1-015	50e-6	1.335e-04	LT-AF-I
0		This study	979	u	300	300			g	17-1-015:LP-IRM	17-1-015	1.0	2.628e-03	LT-IRM
10e-3	1.947e-07	This study	980		300	300				17-1-015:LP-X	17-1-015	0		LP-X
15e-3		This study	981	u	300	300	-51.1	337.5	g	17-1-018:LP-AF-DIR	17-1-018	0	3.513e-06	LT-AF-Z
80e-3		This study	982	u	300	300			g	17-1-018:LP-ARM	17-1-018	50e-6	1.176e-04	LT-AF-I
0		This study	983	u	300	300			g	17-1-018:LP-IRM	17-1-018	1.0	2.412e-03	LT-IRM
10e-3	1.770e-07	This study	984		300	300				17-1-018:LP-X	17-1-018	0		LP-X
15e-3		This study	985	u	300	300	-38.8	356.9	g	17-1-021:LP-AF-DIR	17-1-021	0	3.152e-06	LT-AF-Z
80e-3		This study	986	u	300	300			g	17-1-021:LP-ARM	17-1-021	50e-6	1.181e-04	LT-AF-I
0		This study	987	u	300	300			g	17-1-021:LP-IRM	17-1-021	1.0	2.457e-03	LT-IRM
10e-3	1.710e-07	This study	988		300	300				17-1-021:LP-X	17-1-021	0		LP-X
15e-3		This study	989	u	300	300	-51.7	358.5	g	17-1-022:LP-AF-DIR	17-1-022	0	5.401e-06	LT-AF-Z
80e-3		This study	990	u	300	300			g	17-1-022:LP-ARM	17-1-022	50e-6	1.225e-04	LT-AF-I
0		This study	991	u	300	300			g	17-1-022:LP-IRM	17-1-022	1.0	2.203e-03	LT-IRM
10e-3	1.572e-07	This study	992		300	300				17-1-022:LP-X	17-1-022	0		LP-X
15e-3		This study	993	u	300	300	-54.9	352.8	g	17-1-023:LP-AF-DIR	17-1-023	0	3.180e-06	LT-AF-Z
80e-3		This study	994	u	300	300			g	17-1-023:LP-ARM	17-1-023	50e-6	1.202e-04	LT-AF-I
0		This study	995	u	300	300			g	17-1-023:LP-IRM	17-1-023	1.0	2.500e-03	LT-IRM
10e-3	1.787e-07	This study	996		300	300				17-1-023:LP-X	17-1-023	0		LP-X
15e-3		This study	997	u	300	300	-47.6	23.3	g	17-1-026:LP-AF-DIR	17-1-026	0	3.418e-06	LT-AF-Z
80e-3		This study	998	u	300	300			g	17-1-026:LP-ARM	17-1-026	50e-6	1.204e-04	LT-AF-I
0		This study	999	u	300	300			g	17-1-026:LP-IRM	17-1-026	1.0	2.448e-03	LT-IRM
10e-3	1.816e-07	This study	1000		300	300				17-1-026:LP-X	17-1-026	0		LP-X
15e-3		This study	1001	u	300	300	-50.4	351.4	g	17-1-030:LP-AF-DIR	17-1-030	0	3.938e-06	LT-AF-Z
80e-3		This study	1002	u	300	300			g	17-1-030:LP-ARM	17-1-030	50e-6	1.143e-04	LT-AF-I
0		This study	1003	u	300	300			g	17-1-030:LP-IRM	17-1-030	1.0	2.205e-03	LT-IRM
10e-3	1.609e-07	This study	1004		300	300				17-1-030:LP-X	17-1-030	0		LP-X
15e-3		This study	1005	u	300	300	-38.2	8.2	g	17-1-035:LP-AF-DIR	17-1-035	0	5.478e-06	LT-AF-Z
80e-3		This study	1006	u	300	300			g	17-1-035:LP-ARM	17-1-035	50e-6	1.308e-04	LT-AF-I
0		This study	1007	u	300	300			g	17-1-035:LP-IRM	17-1-035	1.0	2.504e-03	LT-IRM
10e-3	1.836e-07	This study	1008		300	300				17-1-035:LP-X	17-1-035	0		LP-X
15e-3		This study	1009	u	300	300	-49.7	357.1	g	17-1-040:LP-AF-DIR	17-1-040	0	8.685e-06	LT-AF-Z
80e-3		This study	1010	u	300	300			g	17-1-040:LP-ARM	17-1-040	50e-6	1.434e-04	LT-AF-I
0		This study	1011	u	300	300			g	17-1-040:LP-IRM	17-1-040	1.0	2.879e-03	LT-IRM
10e-3	2.046e-07	This study	1012		300	300				17-1-040:LP-X	17-1-040	0		LP-X
15e-3		This study	1013	u	300	300	-58.2	2.6	g	17-1-042:LP-AF-DIR	17-1-042	0	8.297e-06	LT-AF-Z
80e-3		This study	1014	u	300	300			g	17-1-042:LP-ARM	17-1-042	50e-6	1.478e-04	LT-AF-I
0		This study	1015	u	300	300			g	17-1-042:LP-IRM	17-1-042	1.0	2.945e-03	LT-IRM
10e-3	2.044e-07	This study	1016		300	300				17-1-042:LP-X	17-1-042	0		LP-X
15e-3		This study	1017	u	300	300	-55.2	5.6	g	17-1-045:LP-AF-DIR	17-1-045	0	1.644e-05	LT-AF-Z
80e-3		This study	1018	u	300	300			g	17-1-045:LP-ARM	17-1-045	50e-6	3.538e-04	LT-AF-I
0		This study	1019	u	300	300			g	17-1-045:LP-IRM	17-1-045	1.0	6.838e-03	LT-IRM
10e-3	4.906e-07	This study	1020		300	300				17-1-045:LP-X	17-1-045	0		LP-X
15e-3		This study	1021	u	300	300	-47	354.1	g	17-1-048:LP-AF-DIR	17-1-048	0	6.297e-06	LT-AF-Z
80e-3		This study	1022	u	300	300			g	17-1-048:LP-ARM	17-1-048	50e-6	1.534e-04	LT-AF-I
0		This study	1023	u	300	300			g	17-1-048:LP-IRM	17-1-048	1.0	2.946e-03	LT-IRM
10e-3	2.176e-07	This study	1024		300	300				17-1-048:LP-X	17-1-048	0		LP-X
15e-3		This study	1025	u	300	300	-49.6	358.5	g	17-1-051:LP-AF-DIR	17-1-051	0	5.785e-06	LT-AF-Z
80e-3		This study	1026	u	300	300			g	17-1-051:LP-ARM	17-1-051	50e-6	1.741e-04	LT-AF-I
0		This study	1027	u	300	300			g	17-1-051:LP-IRM	17-1-051	1.0	3.317e-03	LT-IRM
10e-3	2.386e-07	This study	1028		300	300				17-1-051:LP-X	17-1-051	0		LP-X
15e-3		This study	1029	u	300	300	-55.6	356.7	g	17-1-054:LP-AF-DIR	17-1-054	0	7.924e-06	LT-AF-Z
80e-3		This study	1030	u	300	300			g	17-1-054:LP-ARM	17-1-054	50e-6	1.984e-04	LT-AF-I
0		This study	1031	u	300	300			g	17-1-054:LP-IRM	17-1-054	1.0	3.869e-03	LT-IRM
10e-3	2.759e-07	This study	1032		300	300				17-1-054:LP-X	17-1-054	0		LP-X
15e-3		This study	1033	u	300	300	-56.4	2.3	g	17-1-058:LP-AF-DIR	17-1-058	0	1.104e-05	LT-AF-Z
80e-3		This study	1034	u	300	300			g	17-1-058:LP-ARM	17-1-058	50e-6	2.133e-04	LT-AF-I
0		This study	1035	u	300	300			g	17-1-058:LP-IRM	17-1-058	1.0	4.186e-03	LT-IRM
10e-3	2.967e-07	This study	1036		300	300				17-1-058:LP-X	17-1-058	0		LP-X
15e-3		This study	1037	u	300	300	-44	6.8	g	17-1-061:LP-AF-DIR	17-1-061	0	1.042e-05	LT-AF-Z
80e-3		This study	1038	u	300	300			g	17-1-061:LP-ARM	17-1-061	50e-6	2.084e-04	LT-AF-I
0		This study	1039	u	300	300			g	17-1-061:LP-IRM	17-1-061	1.0	4.081e-03	LT-IRM
10e-3	2.891e-07	This study	1040		300	300				17-1-061:LP-X	17-1-061	0		LP-X
15e-3		This study	1041	u	300	300	-50.6	8.9	g	17-1-064:LP-AF-DIR	17-1-064	0	1.012e-05	LT-AF-Z
80e-3		This study	1042	u	300	300			g	17-1-064:LP-ARM	17-1-064	50e-6	1.933e-04	LT-AF-I
0		This study	1043	u	300	300			g	17-1-064:LP-IRM	17-1-064	1.0	3.652e-03	LT-IRM
10e-3	2.578e-07	This study	1044		300	300				17-1-064:LP-X	17-1-064	0		LP-X
15e-3		This study	1045	u	300	300	-52.1	4.1	g	17-1-066:LP-AF-DIR	17-1-066	0	9.028e-06	LT-AF-Z
80e-3		This study	1046	u	300	300			g	17-1-066:LP-ARM	17-1-066	50e-6	1.894e-04	LT-AF-I
0		This study	1047	u	300	300			g	17-1-066:LP-IRM	17-1-066	1.0	3.636e-03	LT-IRM
10e-3	2.595e-07	This study	1048		300	300				17-1-066:LP-X	17-1-066	0		LP-X
15e-3		This study	1049	u	300	300	-56.3	358.3	g	17-1-069:LP-AF-DIR	17-1-069	0	8.315e-06	LT-AF-Z
80e-3		This study	1050	u	300	300			g	17-1-069:LP-ARM	17-1-069	50e-6	1.450e-04	LT-AF-I
0		This study	1051	u	300	300			g	17-1-069:LP-IRM	17-1-069	1.0	2.840e-03	LT-IRM
10e-3	1.987e-07	This study	1052		300	300				17-1-069:LP-X	17-1-069	0		LP-X
15e-3		This study	1053	u	300	300	-51.8	11.6	g	17-1-072:LP-AF-DIR	17-1-072	0	6.935e-06	LT-AF-Z
80e-3		This study	1054	u	300	300			g	17-1-072:LP-ARM	17-1-072	50e-6	1.282e-04	LT-AF-I
0		This study	1055	u	300	300			g	17-1-072:LP-IRM	17-1-072	1.0	2.372e-03	LT-IRM
10e-3	1.635e-07	This study	1056		300	300				17-1-072:LP-X	17-1-072	0		LP-X
15e-3		This study	1057	u	300	300	-53.7	15.5	g	17-1-075:LP-AF-DIR	17-1-075	0	5.662e-06	LT-AF-Z
80e-3		This study	1058	u	300	300			g	17-1-075:LP-ARM	17-1-075	50e-6	1.278e-04	LT-AF-I
0		This study	1059	u	300	300			g	17-1-075:LP-IRM	17-1-075	1.0	2.421e-03	LT-IRM
10e-3	1.676e-07	This study	1060		300	300				17-1-075:LP-X	17-1-075	0		LP-X
15e-3		This study	1061	u	300	300	-49.7	11.1	g	17-1-079:LP-AF-DIR	17-1-079	0	7.111e-06	LT-AF-Z
80e-3		This study	1062	u	300	300			g	17-1-079:LP-ARM	17-1-079	50e-6	1.267e-04	LT-AF-I
0		This study	1063	u	300	300			g	17-1-079:LP-IRM	17-1-079	1.0	2.502e-03	LT-IRM
10e-3	1.732e-07	This study	1064		300	300				17-1-079:LP-X	17-1-079	0		LP-X
15e-3		This study	1065	u	300	300	-53.3	5.5	g	17-1-081:LP-AF-DIR	17-1-081	0	6.437e-06	LT-AF-Z
80e-3		This study	1066	u	300	300			g	17-1-081:LP-ARM	17-1-081	50e-6	1.219e-04	LT-AF-I
0		This study	1067	u	300	300			g	17-1-081:LP-IRM	17-1-081	1.0	2.269e-03	LT-IRM
10e-3	1.575e-07	This study	1068		300	300				17-1-081:LP-X	17-1-081	0		LP-X
15e-3		This study	1069	u	300	300	-56.1	357.1	g	17-1-085:LP-AF-DIR	17-1-085	0	6.239e-06	LT-AF-Z
80e-3		This study	1070	u	300	300			g	17-1-085:LP-ARM	17-1-085	50e-6	1.164e-04	LT-AF-I
0		This study	1071	u	300	300			g	17-1-085:LP-IRM	17-1-085	1.0	2.140e-03	LT-IRM
10e-3	1.524e-07	This study	1072		300	300				17-1-085:LP-X	17-1-085	0		LP-X
15e-3		This study	1073	u	300	300	-55.4	3.9	g	17-1-087:LP-AF-DIR	17-1-087	0	5.768e-06	LT-AF-Z
80e-3		This study	1074	u	300	300			g	17-1-087:LP-ARM	17-1-087	50e-6	1.285e-04	LT-AF-I
0		This study	1075	u	300	300			g	17-1-087:LP-IRM	17-1-087	1.0	2.407e-03	LT-IRM
10e-3	1.795e-07	This study	1076		300	300				17-1-087:LP-X	17-1-087	0		LP-X
15e-3		This study	1077	u	300	300	-57.9	348.7	g	17-1-091:LP-AF-DIR	17-1-091	0	3.615e-06	LT-AF-Z
80e-3		This study	1078	u	300	300			g	17-1-091:LP-ARM	17-1-091	50e-6	1.365e-04	LT-AF-I
0		This study	1079	u	300	300			g	17-1-091:LP-IRM	17-1-091	1.0	2.415e-03	LT-IRM
10e-3	1.713e-07	This study	1080		300	300				17-1-091:LP-X	17-1-091	0		LP-X
15e-3		This study	1081	u	300	300	-47.7	346.9	g	17-1-094:LP-AF-DIR	17-1-094	0	3.067e-06	LT-AF-Z
80e-3		This study	1082	u	300	300			g	17-1-094:LP-ARM	17-1-094	50e-6	1.420e-04	LT-AF-I
0		This study	1083	u	300	300			g	17-1-094:LP-IRM	17-1-094	1.0	2.558e-03	LT-IRM
10e-3	1.785e-07	This study	1084		300	300				17-1-094:LP-X	17-1-094	0		LP-X
15e-3		This study	1085	u	300	300	-53.6	354.8	g	17-1-097:LP-AF-DIR	17-1-097	0	2.852e-06	LT-AF-Z
80e-3		This study	1086	u	300	300			g	17-1-097:LP-ARM	17-1-097	50e-6	1.395e-04	LT-AF-I
0		This study	1087	u	300	300			g	17-1-097:LP-IRM	17-1-097	1.0	2.524e-03	LT-IRM
10e-3	1.840e-07	This study	1088		300	300				17-1-097:LP-X	17-1-097	0		LP-X
15e-3		This study	1089	u	300	300	-59.2	1.1	g	17-1-100:LP-AF-DIR	17-1-100	0	4.462e-06	LT-AF-Z
80e-3		This study	1090	u	300	300			g	17-1-100:LP-ARM	17-1-100	50e-6	1.499e-04	LT-AF-I
0		This study	1091	u	300	300			g	17-1-100:LP-IRM	17-1-100	1.0	2.676e-03	LT-IRM
10e-3	1.906e-07	This study	1092		300	300				17-1-100:LP-X	17-1-100	0		LP-X
15e-3		This study	1093	u	300	300	-56.1	14.9	g	17-1-103:LP-AF-DIR	17-1-103	0	4.946e-06	LT-AF-Z
80e-3		This study	1094	u	300	300			g	17-1-103:LP-ARM	17-1-103	50e-6	1.447e-04	LT-AF-I
0		This study	1095	u	300	300			g	17-1-103:LP-IRM	17-1-103	1.0	2.747e-03	LT-IRM
10e-3	1.918e-07	This study	1096		300	300				17-1-103:LP-X	17-1-103	0		LP-X
15e-3		This study	1097	u	300	300	-53.4	9.2	g	17-1-107:LP-AF-DIR	17-1-107	0	4.178e-06	LT-AF-Z
80e-3		This study	1098	u	300	300			g	17-1-107:LP-ARM	17-1-107	50e-6	1.484e-04	LT-AF-I
0		This study	1099	u	300	300			g	17-1-107:LP-IRM	17-1-107	1.0	2.614e-03	LT-IRM
10e-3	1.826e-07	This study	1100		300	300				17-1-107:LP-X	17-1-107	0		LP-X
15e-3		This study	1101	u	300	300	-58.3	8.5	g	17-1-110:LP-AF-DIR	17-1-110	0	4.534e-06	LT-AF-Z
80e-3		This study	1102	u	300	300			g	17-1-110:LP-ARM	17-1-110	50e-6	1.472e-04	LT-AF-I
0		This study	1103	u	300	300			g	17-1-110:LP-IRM	17-1-110	1.0	2.593e-03	LT-IRM
10e-3	1.808e-07	This study	1104		300	300				17-1-110:LP-X	17-1-110	0		LP-X
15e-3		This study	1105	u	300	300	-46.7	15.7	g	17-1-113:LP-AF-DIR	17-1-113	0	4.022e-06	LT-AF-Z
80e-3		This study	1106	u	300	300			g	17-1-113:LP-ARM	17-1-113	50e-6	1.432e-04	LT-AF-I
0		This study	1107	u	300	300			g	17-1-113:LP-IRM	17-1-113	1.0	2.602e-03	LT-IRM
10e-3	1.793e-07	This study	1108		300	300				17-1-113:LP-X	17-1-113	0		LP-X
15e-3		This study	1109	u	300	300	-56.3	7.9	g	17-1-116:LP-AF-DIR	17-1-116	0	4.506e-06	LT-AF-Z
80e-3		This study	1110	u	300	300			g	17-1-116:LP-ARM	17-1-116	50e-6	1.473e-04	LT-AF-I
0		This study	1111	u	300	300			g	17-1-116:LP-IRM	17-1-116	1.0	2.718e-03	LT-IRM
10e-3	1.866e-07	This study	1112		300	300				17-1-116:LP-X	17-1-116	0		LP-X
15e-3		This study	1113	u	300	300	-61.5	9.7	g	17-1-119:LP-AF-DIR	17-1-119	0	4.251e-06	LT-AF-Z
80e-3		This study	1114	u	300	300			g	17-1-119:LP-ARM	17-1-119	50e-6	1.526e-04	LT-AF-I
0		This study	1115	u	300	300			g	17-1-119:LP-IRM	17-1-119	1.0	2.854e-03	LT-IRM
10e-3	2.010e-07	This study	1116		300	300				17-1-119:LP-X	17-1-119	0		LP-X
15e-3		This study	1117	u	300	300	-62.4	2.9	g	17-1-123:LP-AF-DIR	17-1-123	0	4.407e-06	LT-AF-Z
80e-3		This study	1118	u	300	300			g	17-1-123:LP-ARM	17-1-123	50e-6	1.650e-04	LT-AF-I
0		This study	1119	u	300	300			g	17-1-123:LP-IRM	17-1-123	1.0	3.064e-03	LT-IRM
10e-3	2.179e-07	This study	1120		300	300				17-1-123:LP-X	17-1-123	0		LP-X
15e-3		This study	1121	u	300	300	-51.6	10.4	g	17-1-125:LP-AF-DIR	17-1-125	0	6.088e-06	LT-AF-Z
80e-3		This study	1122	u	300	300			g	17-1-125:LP-ARM	17-1-125	50e-6	1.632e-04	LT-AF-I
0		This study	1123	u	300	300			g	17-1-125:LP-IRM	17-1-125	1.0	3.031e-03	LT-IRM
10e-3	2.081e-07	This study	1124		300	300				17-1-125:LP-X	17-1-125	0		LP-X
15e-3		This study	1125	u	300	300	-60.8	25.1	g	17-1-128:LP-AF-DIR	17-1-128	0	6.163e-06	LT-AF-Z
80e-3		This study	1126	u	300	300			g	17-1-128:LP-ARM	17-1-128	50e-6	1.677e-04	LT-AF-I
0		This study	1127	u	300	300			g	17-1-128:LP-IRM	17-1-128	1.0	3.075e-03	LT-IRM
10e-3	2.101e-07	This study	1128		300	300				17-1-128:LP-X	17-1-128	0		LP-X
15e-3		This study	1129	u	300	300	-60.7	11.5	g	17-1-131:LP-AF-DIR	17-1-131	0	7.513e-06	LT-AF-Z
80e-3		This study	1130	u	300	300			g	17-1-131:LP-ARM	17-1-131	50e-6	1.758e-04	LT-AF-I
0		This study	1131	u	300	300			g	17-1-131:LP-IRM	17-1-131	1.0	3.283e-03	LT-IRM
10e-3	2.231e-07	This study	1132		300	300				17-1-131:LP-X	17-1-131	0		LP-X
15e-3		This study	1133	u	300	300	-62.8	21.3	g	17-1-134:LP-AF-DIR	17-1-134	0	8.765e-06	LT-AF-Z
80e-3		This study	1134	u	300	300			g	17-1-134:LP-ARM	17-1-134	50e-6	1.729e-04	LT-AF-I
0		This study	1135	u	300	300			g	17-1-134:LP-IRM	17-1-134	1.0	3.386e-03	LT-IRM
10e-3	2.359e-07	This study	1136		300	300				17-1-134:LP-X	17-1-134	0		LP-X
15e-3		This study	1137	u	300	300	-53.3	12.2	g	17-1-137:LP-AF-DIR	17-1-137	0	7.217e-06	LT-AF-Z
80e-3		This study	1138	u	300	300			g	17-1-137:LP-ARM	17-1-137	50e-6	2.074e-04	LT-AF-I
0		This study	1139	u	300	300			g	17-1-137:LP-IRM	17-1-137	1.0	3.875e-03	LT-IRM
10e-3	2.731e-07	This study	1140		300	300				17-1-137:LP-X	17-1-137	0		LP-X
15e-3		This study	1141	u	300	300	-49.5	8.6	g	17-1-141:LP-AF-DIR	17-1-141	0	7.210e-06	LT-AF-Z
80e-3		This study	1142	u	300	300			g	17-1-141:LP-ARM	17-1-141	50e-6	2.210e-04	LT-AF-I
0		This study	1143	u	300	300			g	17-1-141:LP-IRM	17-1-141	1.0	4.245e-03	LT-IRM
10e-3	2.985e-07	This study	1144		300	300				17-1-141:LP-X	17-1-141	0		LP-X
15e-3		This study	1145	u	300	300	-54.4	20.2	g	17-1-144:LP-AF-DIR	17-1-144	0	1.110e-05	LT-AF-Z
80e-3		This study	1146	u	300	300			g	17-1-144:LP-ARM	17-1-144	50e-6	2.682e-04	LT-AF-I
0		This study	1147	u	300	300			g	17-1-144:LP-IRM	17-1-144	1.0	5.291e-03	LT-IRM
10e-3	3.719e-07	This study	1148		300	300				17-1-144:LP-X	17-1-144	0		LP-X
15e-3		This study	1149	u	300	300	-49.1	25.6	g	17-1-147:LP-AF-DIR	17-1-147	0	1.180e-05	LT-AF-Z
80e-3		This study	1150	u	300	300			g	17-1-147:LP-ARM	17-1-147	50e-6	2.596e-04	LT-AF-I
0		This study	1151	u	300	300			g	17-1-147:LP-IRM	17-1-147	1.0	5.323e-03	LT-IRM
10e-3	3.776e-07	This study	1152		300	300				17-1-147:LP-X	17-1-147	0		LP-X
15e-3		This study	1153	u	300	300	-52.2	31.3	g	17-1-150:LP-AF-DIR	17-1-150	0	1.273e-05	LT-AF-Z
80e-3		This study	1154	u	300	300			g	17-1-150:LP-ARM	17-1-150	50e-6	2.702e-04	LT-AF-I
0		This study	1155	u	300	300			g	17-1-150:LP-IRM	17-1-150	1.0	5.468e-03	LT-IRM
10e-3	3.870e-07	This study	1156		300	300				17-1-150:LP-X	17-1-150	0		LP-X
15e-3		This study	1157	u	300	300	-48	18.3	g	17-2-004:LP-AF-DIR	17-2-004	0	4.855e-06	LT-AF-Z
80e-3		This study	1158	u	300	300			g	17-2-004:LP-ARM	17-2-004	50e-6	2.341e-04	LT-AF-I
0		This study	1159	u	300	300			g	17-2-004:LP-IRM	17-2-004	1.0	4.578e-03	LT-IRM
10e-3	3.148e-07	This study	1160		300	300				17-2-004:LP-X	17-2-004	0		LP-X
15e-3		This study	1161	u	300	300	-39.5	12.8	g	17-2-008:LP-AF-DIR	17-2-008	0	6.001e-06	LT-AF-Z
80e-3		This study	1162	u	300	300			g	17-2-008:LP-ARM	17-2-008	50e-6	1.884e-04	LT-AF-I
0		This study	1163	u	300	300			g	17-2-008:LP-IRM	17-2-008	1.0	3.724e-03	LT-IRM
10e-3	2.626e-07	This study	1164		300	300				17-2-008:LP-X	17-2-008	0		LP-X
15e-3		This study	1165	u	300	300	-60.1	24.4	g	17-2-011:LP-AF-DIR	17-2-011	0	4.775e-06	LT-AF-Z
80e-3		This study	1166	u	300	300			g	17-2-011:LP-ARM	17-2-011	50e-6	1.392e-04	LT-AF-I
0		This study	1167	u	300	300			g	17-2-011:LP-IRM	17-2-011	1.0	2.807e-03	LT-IRM
10e-3	1.992e-07	This study	1168		300	300				17-2-011:LP-X	17-2-011	0		LP-X
15e-3		This study	1169	u	300	300	-54	27.6	g	17-2-013:LP-AF-DIR	17-2-013	0	4.949e-06	LT-AF-Z
80e-3		This study	1170	u	300	300			g	17-2-013:LP-ARM	17-2-013	50e-6	1.388e-04	LT-AF-I
0		This study	1171	u	300	300			g	17-2-013:LP-IRM	17-2-013	1.0	2.720e-03	LT-IRM
10e-3	1.852e-07	This study	1172		300	300				17-2-013:LP-X	17-2-013	0		LP-X
15e-3		This study	1173	u	300	300	-55.7	2.1	g	17-2-017:LP-AF-DIR	17-2-017	0	3.782e-06	LT-AF-Z
80e-3		This study	1174	u	300	300			g	17-2-017:LP-ARM	17-2-017	50e-6	1.180e-04	LT-AF-I
0		This study	1175	u	300	300			g	17-2-017:LP-IRM	17-2-017	1.0	2.390e-03	LT-IRM
10e-3	1.591e-07	This study	1176		300	300				17-2-017:LP-X	17-2-017	0		LP-X
15e-3		This study	1177	u	300	300	-51.6	15.6	g	17-2-020:LP-AF-DIR	17-2-020	0	4.985e-06	LT-AF-Z
