tab 	er_locations
plate_block	location_type	er_citation_names	continent_ocean	location_end_lat	location_begin_lon	er_location_name	location_begin_lat	location_end_lon
African Plate	Drill Site	This study	Atlantic Ocean	-27	355	DSDP Site 522	-27	355
>>>>>>>>>>
tab 	er_samples
er_citation_names	er_site_name	er_sample_name	sample_core_depth	er_location_name	magic_method_codes
10e-3	1.489e-07	This study	868		300	16-3-057	300		DSDP Site 522			16-3-057:LP-X	16-3-057	16-3-057	0		LP-X
15e-3		This study	869	u	300	16-3-060	300	50.6	DSDP Site 522	181.4	g	16-3-060:LP-AF-DIR	16-3-060	16-3-060	0	5.859e-06	LT-AF-Z
80e-3		This study	870	u	300	16-3-060	300		DSDP Site 522		g	16-3-060:LP-ARM	16-3-060	16-3-060	50e-6	1.053e-04	LT-AF-I
0		This study	871	u	300	16-3-060	300		DSDP Site 522		g	16-3-060:LP-IRM	16-3-060	16-3-060	1.0	2.084e-03	LT-IRM
10e-3	1.475e-07	This study	872		300	16-3-060	300		DSDP Site 522			16-3-060:LP-X	16-3-060	16-3-060	0		LP-X
15e-3		This study	873	u	300	16-3-063	300	37.9	DSDP Site 522	180.9	g	16-3-063:LP-AF-DIR	16-3-063	16-3-063	0	5.166e-06	LT-AF-Z
80e-3		This study	874	u	300	16-3-063	300		DSDP Site 522		g	16-3-063:LP-ARM	16-3-063	16-3-063	50e-6	1.203e-04	LT-AF-I
0		This study	875	u	300	16-3-063	300		DSDP Site 522		g	16-3-063:LP-IRM	16-3-063	16-3-063	1.0	2.268e-03	LT-IRM
10e-3	1.549e-07	This study	876		300	16-3-063	300		DSDP Site 522			16-3-063:LP-X	16-3-063	16-3-063	0		LP-X
15e-3		This study	877	u	300	16-3-066	300	51.3	DSDP Site 522	179.4	g	16-3-066:LP-AF-DIR	16-3-066	16-3-066	0	6.437e-06	LT-AF-Z
80e-3		This study	878	u	300	16-3-066	300		DSDP Site 522		g	16-3-066:LP-ARM	16-3-066	16-3-066	50e-6	1.286e-04	LT-AF-I
0		This study	879	u	300	16-3-066	300		DSDP Site 522		g	16-3-066:LP-IRM	16-3-066	16-3-066	1.0	2.256e-03	LT-IRM
10e-3	1.483e-07	This study	880		300	16-3-066	300		DSDP Site 522			16-3-066:LP-X	16-3-066	16-3-066	0		LP-X
15e-3		This study	881	u	300	16-3-069	300	52.2	DSDP Site 522	171.2	g	16-3-069:LP-AF-DIR	16-3-069	16-3-069	0	5.743e-06	LT-AF-Z
80e-3		This study	882	u	300	16-3-069	300		DSDP Site 522		g	16-3-069:LP-ARM	16-3-069	16-3-069	50e-6	1.182e-04	LT-AF-I
0		This study	883	u	300	16-3-069	300		DSDP Site 522		g	16-3-069:LP-IRM	16-3-069	16-3-069	1.0	2.157e-03	LT-IRM
10e-3	1.419e-07	This study	884		300	16-3-069	300		DSDP Site 522			16-3-069:LP-X	16-3-069	16-3-069	0		LP-X
15e-3		This study	885	u	300	16-3-072	300	47.6	DSDP Site 522	175.9	g	16-3-072:LP-AF-DIR	16-3-072	16-3-072	0	4.509e-06	LT-AF-Z
80e-3		This study	886	u	300	16-3-072	300		DSDP Site 522		g	16-3-072:LP-ARM	16-3-072	16-3-072	50e-6	1.134e-04	LT-AF-I
0		This study	887	u	300	16-3-072	300		DSDP Site 522		g	16-3-072:LP-IRM	16-3-072	16-3-072	1.0	2.077e-03	LT-IRM
10e-3	1.358e-07	This study	888		300	16-3-072	300		DSDP Site 522			16-3-072:LP-X	16-3-072	16-3-072	0		LP-X
15e-3		This study	889	u	300	16-3-075	300	48.8	DSDP Site 522	184.8	g	16-3-075:LP-AF-DIR	16-3-075	16-3-075	0	4.225e-06	LT-AF-Z
80e-3		This study	890	u	300	16-3-075	300		DSDP Site 522		g	16-3-075:LP-ARM	16-3-075	16-3-075	50e-6	1.132e-04	LT-AF-I
0		This study	891	u	300	16-3-075	300		DSDP Site 522		g	16-3-075:LP-IRM	16-3-075	16-3-075	1.0	2.097e-03	LT-IRM
10e-3	1.388e-07	This study	892		300	16-3-075	300		DSDP Site 522			16-3-075:LP-X	16-3-075	16-3-075	0		LP-X
15e-3		This study	893	u	300	16-3-078	300	59.6	DSDP Site 522	176.5	g	16-3-078:LP-AF-DIR	16-3-078	16-3-078	0	4.937e-06	LT-AF-Z
80e-3		This study	894	u	300	16-3-078	300		DSDP Site 522		g	16-3-078:LP-ARM	16-3-078	16-3-078	50e-6	1.103e-04	LT-AF-I
0		This study	895	u	300	16-3-078	300		DSDP Site 522		g	16-3-078:LP-IRM	16-3-078	16-3-078	1.0	2.149e-03	LT-IRM
10e-3	1.443e-07	This study	896		300	16-3-078	300		DSDP Site 522			16-3-078:LP-X	16-3-078	16-3-078	0		LP-X
15e-3		This study	897	u	300	16-3-080	300	51.3	DSDP Site 522	178.3	g	16-3-080:LP-AF-DIR	16-3-080	16-3-080	0	5.782e-06	LT-AF-Z
80e-3		This study	898	u	300	16-3-080	300		DSDP Site 522		g	16-3-080:LP-ARM	16-3-080	16-3-080	50e-6	1.114e-04	LT-AF-I
0		This study	899	u	300	16-3-080	300		DSDP Site 522		g	16-3-080:LP-IRM	16-3-080	16-3-080	1.0	2.221e-03	LT-IRM
10e-3	1.492e-07	This study	900		300	16-3-080	300		DSDP Site 522			16-3-080:LP-X	16-3-080	16-3-080	0		LP-X
15e-3		This study	901	u	300	16-3-083	300	46.6	DSDP Site 522	185.8	g	16-3-083:LP-AF-DIR	16-3-083	16-3-083	0	6.047e-06	LT-AF-Z
80e-3		This study	902	u	300	16-3-083	300		DSDP Site 522		g	16-3-083:LP-ARM	16-3-083	16-3-083	50e-6	1.157e-04	LT-AF-I
0		This study	903	u	300	16-3-083	300		DSDP Site 522		g	16-3-083:LP-IRM	16-3-083	16-3-083	1.0	2.488e-03	LT-IRM
10e-3	1.715e-07	This study	904		300	16-3-083	300		DSDP Site 522			16-3-083:LP-X	16-3-083	16-3-083	0		LP-X
15e-3		This study	905	u	300	16-3-086	300	40.8	DSDP Site 522	176.4	g	16-3-086:LP-AF-DIR	16-3-086	16-3-086	0	4.120e-06	LT-AF-Z
80e-3		This study	906	u	300	16-3-086	300		DSDP Site 522		g	16-3-086:LP-ARM	16-3-086	16-3-086	50e-6	1.167e-04	LT-AF-I
0		This study	907	u	300	16-3-086	300		DSDP Site 522		g	16-3-086:LP-IRM	16-3-086	16-3-086	1.0	2.447e-03	LT-IRM
10e-3	1.700e-07	This study	908		300	16-3-086	300		DSDP Site 522			16-3-086:LP-X	16-3-086	16-3-086	0		LP-X
15e-3		This study	909	u	300	16-3-089	300	49.4	DSDP Site 522	174.0	g	16-3-089:LP-AF-DIR	16-3-089	16-3-089	0	2.815e-06	LT-AF-Z
80e-3		This study	910	u	300	16-3-089	300		DSDP Site 522		g	16-3-089:LP-ARM	16-3-089	16-3-089	50e-6	1.131e-04	LT-AF-I
0		This study	911	u	300	16-3-089	300		DSDP Site 522		g	16-3-089:LP-IRM	16-3-089	16-3-089	1.0	2.269e-03	LT-IRM
10e-3	1.542e-07	This study	912		300	16-3-089	300		DSDP Site 522			16-3-089:LP-X	16-3-089	16-3-089	0		LP-X
15e-3		This study	913	u	300	16-3-092	300	46.1	DSDP Site 522	172.8	g	16-3-092:LP-AF-DIR	16-3-092	16-3-092	0	2.355e-06	LT-AF-Z
80e-3		This study	914	u	300	16-3-092	300		DSDP Site 522		g	16-3-092:LP-ARM	16-3-092	16-3-092	50e-6	1.052e-04	LT-AF-I
0		This study	915	u	300	16-3-092	300		DSDP Site 522		g	16-3-092:LP-IRM	16-3-092	16-3-092	1.0	2.040e-03	LT-IRM
10e-3	1.338e-07	This study	916		300	16-3-092	300		DSDP Site 522			16-3-092:LP-X	16-3-092	16-3-092	0		LP-X
15e-3		This study	917	u	300	16-3-095	300	39.8	DSDP Site 522	182.2	g	16-3-095:LP-AF-DIR	16-3-095	16-3-095	0	6.850e-06	LT-AF-Z
80e-3		This study	918	u	300	16-3-095	300		DSDP Site 522		g	16-3-095:LP-ARM	16-3-095	16-3-095	50e-6	1.084e-04	LT-AF-I
0		This study	919	u	300	16-3-095	300		DSDP Site 522		g	16-3-095:LP-IRM	16-3-095	16-3-095	1.0	2.150e-03	LT-IRM
10e-3	1.454e-07	This study	920		300	16-3-095	300		DSDP Site 522			16-3-095:LP-X	16-3-095	16-3-095	0		LP-X
15e-3		This study	921	u	300	16-3-098	300	44	DSDP Site 522	181.3	g	16-3-098:LP-AF-DIR	16-3-098	16-3-098	0	7.890e-06	LT-AF-Z
80e-3		This study	922	u	300	16-3-098	300		DSDP Site 522		g	16-3-098:LP-ARM	16-3-098	16-3-098	50e-6	1.123e-04	LT-AF-I
0		This study	923	u	300	16-3-098	300		DSDP Site 522		g	16-3-098:LP-IRM	16-3-098	16-3-098	1.0	2.159e-03	LT-IRM
10e-3	1.447e-07	This study	924		300	16-3-098	300		DSDP Site 522			16-3-098:LP-X	16-3-098	16-3-098	0		LP-X
15e-3		This study	925	u	300	16-3-102	300	49.6	DSDP Site 522	191.2	g	16-3-102:LP-AF-DIR	16-3-102	16-3-102	0	8.148e-06	LT-AF-Z
80e-3		This study	926	u	300	16-3-102	300		DSDP Site 522		g	16-3-102:LP-ARM	16-3-102	16-3-102	50e-6	1.091e-04	LT-AF-I
0		This study	927	u	300	16-3-102	300		DSDP Site 522		g	16-3-102:LP-IRM	16-3-102	16-3-102	1.0	2.221e-03	LT-IRM
10e-3	1.507e-07	This study	928		300	16-3-102	300		DSDP Site 522			16-3-102:LP-X	16-3-102	16-3-102	0		LP-X
15e-3		This study	929	u	300	16-3-105	300	41.9	DSDP Site 522	183.7	g	16-3-105:LP-AF-DIR	16-3-105	16-3-105	0	7.199e-06	LT-AF-Z
80e-3		This study	930	u	300	16-3-105	300		DSDP Site 522		g	16-3-105:LP-ARM	16-3-105	16-3-105	50e-6	1.086e-04	LT-AF-I
0		This study	931	u	300	16-3-105	300		DSDP Site 522		g	16-3-105:LP-IRM	16-3-105	16-3-105	1.0	2.040e-03	LT-IRM
10e-3	1.344e-07	This study	932		300	16-3-105	300		DSDP Site 522			16-3-105:LP-X	16-3-105	16-3-105	0		LP-X
15e-3		This study	933	u	300	16-3-108	300	42.5	DSDP Site 522	178.4	g	16-3-108:LP-AF-DIR	16-3-108	16-3-108	0	5.882e-06	LT-AF-Z
80e-3		This study	934	u	300	16-3-108	300		DSDP Site 522		g	16-3-108:LP-ARM	16-3-108	16-3-108	50e-6	1.176e-04	LT-AF-I
0		This study	935	u	300	16-3-108	300		DSDP Site 522		g	16-3-108:LP-IRM	16-3-108	16-3-108	1.0	2.161e-03	LT-IRM
10e-3	1.468e-07	This study	936		300	16-3-108	300		DSDP Site 522			16-3-108:LP-X	16-3-108	16-3-108	0		LP-X
15e-3		This study	937	u	300	16-3-110	300	43.2	DSDP Site 522	185.7	g	16-3-110:LP-AF-DIR	16-3-110	16-3-110	0	5.629e-06	LT-AF-Z
80e-3		This study	938	u	300	16-3-110	300		DSDP Site 522		g	16-3-110:LP-ARM	16-3-110	16-3-110	50e-6	1.137e-04	LT-AF-I
0		This study	939	u	300	16-3-110	300		DSDP Site 522		g	16-3-110:LP-IRM	16-3-110	16-3-110	1.0	2.097e-03	LT-IRM
10e-3	1.424e-07	This study	940		300	16-3-110	300		DSDP Site 522			16-3-110:LP-X	16-3-110	16-3-110	0		LP-X
15e-3		This study	941	u	300	16-3-114	300	43.6	DSDP Site 522	184.2	g	16-3-114:LP-AF-DIR	16-3-114	16-3-114	0	5.886e-06	LT-AF-Z
80e-3		This study	942	u	300	16-3-114	300		DSDP Site 522		g	16-3-114:LP-ARM	16-3-114	16-3-114	50e-6	1.107e-04	LT-AF-I
0		This study	943	u	300	16-3-114	300		DSDP Site 522		g	16-3-114:LP-IRM	16-3-114	16-3-114	1.0	2.051e-03	LT-IRM
10e-3	1.404e-07	This study	944		300	16-3-114	300		DSDP Site 522			16-3-114:LP-X	16-3-114	16-3-114	0		LP-X
15e-3		This study	945	u	300	16-3-116	300	42.4	DSDP Site 522	183.3	g	16-3-116:LP-AF-DIR	16-3-116	16-3-116	0	4.202e-06	LT-AF-Z
80e-3		This study	946	u	300	16-3-116	300		DSDP Site 522		g	16-3-116:LP-ARM	16-3-116	16-3-116	50e-6	1.080e-04	LT-AF-I
0		This study	947	u	300	16-3-116	300		DSDP Site 522		g	16-3-116:LP-IRM	16-3-116	16-3-116	1.0	2.121e-03	LT-IRM
10e-3	1.497e-07	This study	948		300	16-3-116	300		DSDP Site 522			16-3-116:LP-X	16-3-116	16-3-116	0		LP-X
15e-3		This study	949	u	300	16-3-119	300	39.7	DSDP Site 522	185.1	g	16-3-119:LP-AF-DIR	16-3-119	16-3-119	0	6.890e-06	LT-AF-Z
80e-3		This study	950	u	300	16-3-119	300		DSDP Site 522		g	16-3-119:LP-ARM	16-3-119	16-3-119	50e-6	1.213e-04	LT-AF-I
0		This study	951	u	300	16-3-119	300		DSDP Site 522		g	16-3-119:LP-IRM	16-3-119	16-3-119	1.0	2.350e-03	LT-IRM
10e-3	1.620e-07	This study	952		300	16-3-119	300		DSDP Site 522			16-3-119:LP-X	16-3-119	16-3-119	0		LP-X
15e-3		This study	953	u	300	16-3-122	300	40.7	DSDP Site 522	185.3	g	16-3-122:LP-AF-DIR	16-3-122	16-3-122	0	7.740e-06	LT-AF-Z
80e-3		This study	954	u	300	16-3-122	300		DSDP Site 522		g	16-3-122:LP-ARM	16-3-122	16-3-122	50e-6	0.000e+00	LT-AF-I
0		This study	955	u	300	16-3-122	300		DSDP Site 522		g	16-3-122:LP-IRM	16-3-122	16-3-122	1.0	2.229e-03	LT-IRM
10e-3	1.536e-07	This study	956		300	16-3-122	300		DSDP Site 522			16-3-122:LP-X	16-3-122	16-3-122	0		LP-X
15e-3		This study	957	u	300	16-3-125	300	46.8	DSDP Site 522	180.9	g	16-3-125:LP-AF-DIR	16-3-125	16-3-125	0	5.545e-06	LT-AF-Z
80e-3		This study	958	u	300	16-3-125	300		DSDP Site 522		g	16-3-125:LP-ARM	16-3-125	16-3-125	50e-6	1.065e-04	LT-AF-I
0		This study	959	u	300	16-3-125	300		DSDP Site 522		g	16-3-125:LP-IRM	16-3-125	16-3-125	1.0	2.234e-03	LT-IRM
10e-3	1.582e-07	This study	960		300	16-3-125	300		DSDP Site 522			16-3-125:LP-X	16-3-125	16-3-125	0		LP-X
15e-3		This study	961	u	300	16-3-127	300	34.4	DSDP Site 522	179.5	g	16-3-127:LP-AF-DIR	16-3-127	16-3-127	0	3.898e-06	LT-AF-Z
80e-3		This study	962	u	300	16-3-127	300		DSDP Site 522		g	16-3-127:LP-ARM	16-3-127	16-3-127	50e-6	1.078e-04	LT-AF-I
0		This study	963	u	300	16-3-127	300		DSDP Site 522		g	16-3-127:LP-IRM	16-3-127	16-3-127	1.0	2.229e-03	LT-IRM
10e-3	1.566e-07	This study	964		300	16-3-127	300		DSDP Site 522			16-3-127:LP-X	16-3-127	16-3-127	0		LP-X
15e-3		This study	965	u	300	17-1-005	300	33.7	DSDP Site 522	273.6	g	17-1-005:LP-AF-DIR	17-1-005	17-1-005	0	1.281e-06	LT-AF-Z
80e-3		This study	966	u	300	17-1-005	300		DSDP Site 522		g	17-1-005:LP-ARM	17-1-005	17-1-005	50e-6	9.230e-05	LT-AF-I
0		This study	967	u	300	17-1-005	300		DSDP Site 522		g	17-1-005:LP-IRM	17-1-005	17-1-005	1.0	2.090e-03	LT-IRM
10e-3	1.518e-07	This study	968		300	17-1-005	300		DSDP Site 522			17-1-005:LP-X	17-1-005	17-1-005	0		LP-X
15e-3		This study	969	u	300	17-1-009	300	16.7	DSDP Site 522	270.1	g	17-1-009:LP-AF-DIR	17-1-009	17-1-009	0	1.166e-06	LT-AF-Z
80e-3		This study	970	u	300	17-1-009	300		DSDP Site 522		g	17-1-009:LP-ARM	17-1-009	17-1-009	50e-6	1.078e-04	LT-AF-I
0		This study	971	u	300	17-1-009	300		DSDP Site 522		g	17-1-009:LP-IRM	17-1-009	17-1-009	1.0	2.194e-03	LT-IRM
10e-3	1.557e-07	This study	972		300	17-1-009	300		DSDP Site 522			17-1-009:LP-X	17-1-009	17-1-009	0		LP-X
15e-3		This study	973	u	300	17-1-012	300	-61.5	DSDP Site 522	286.7	g	17-1-012:LP-AF-DIR	17-1-012	17-1-012	0	1.488e-06	LT-AF-Z
80e-3		This study	974	u	300	17-1-012	300		DSDP Site 522		g	17-1-012:LP-ARM	17-1-012	17-1-012	50e-6	1.418e-04	LT-AF-I
0		This study	975	u	300	17-1-012	300		DSDP Site 522		g	17-1-012:LP-IRM	17-1-012	17-1-012	1.0	2.944e-03	LT-IRM
10e-3	2.063e-07	This study	976		300	17-1-012	300		DSDP Site 522			17-1-012:LP-X	17-1-012	17-1-012	0		LP-X
15e-3		This study	977	u	300	17-1-015	300	-51.5	DSDP Site 522	348.9	g	17-1-015:LP-AF-DIR	17-1-015	17-1-015	0	4.624e-06	LT-AF-Z
80e-3		This study	978	u	300	17-1-015	300		DSDP Site 522		g	17-1-015:LP-ARM	17-1-015	17-1-015	50e-6	1.335e-04	LT-AF-I
0		This study	979	u	300	17-1-015	300		DSDP Site 522		g	17-1-015:LP-IRM	17-1-015	17-1-015	1.0	2.628e-03	LT-IRM
10e-3	1.947e-07	This study	980		300	17-1-015	300		DSDP Site 522			17-1-015:LP-X	17-1-015	17-1-015	0		LP-X
15e-3		This study	981	u	300	17-1-018	300	-51.1	DSDP Site 522	337.5	g	17-1-018:LP-AF-DIR	17-1-018	17-1-018	0	3.513e-06	LT-AF-Z
80e-3		This study	982	u	300	17-1-018	300		DSDP Site 522		g	17-1-018:LP-ARM	17-1-018	17-1-018	50e-6	1.176e-04	LT-AF-I
0		This study	983	u	300	17-1-018	300		DSDP Site 522		g	17-1-018:LP-IRM	17-1-018	17-1-018	1.0	2.412e-03	LT-IRM
10e-3	1.770e-07	This study	984		300	17-1-018	300		DSDP Site 522			17-1-018:LP-X	17-1-018	17-1-018	0		LP-X
15e-3		This study	985	u	300	17-1-021	300	-38.8	DSDP Site 522	356.9	g	17-1-021:LP-AF-DIR	17-1-021	17-1-021	0	3.152e-06	LT-AF-Z
80e-3		This study	986	u	300	17-1-021	300		DSDP Site 522		g	17-1-021:LP-ARM	17-1-021	17-1-021	50e-6	1.181e-04	LT-AF-I
0		This study	987	u	300	17-1-021	300		DSDP Site 522		g	17-1-021:LP-IRM	17-1-021	17-1-021	1.0	2.457e-03	LT-IRM
10e-3	1.710e-07	This study	988		300	17-1-021	300		DSDP Site 522			17-1-021:LP-X	17-1-021	17-1-021	0		LP-X
15e-3		This study	989	u	300	17-1-022	300	-51.7	DSDP Site 522	358.5	g	17-1-022:LP-AF-DIR	17-1-022	17-1-022	0	5.401e-06	LT-AF-Z
80e-3		This study	990	u	300	17-1-022	300		DSDP Site 522		g	17-1-022:LP-ARM	17-1-022	17-1-022	50e-6	1.225e-04	LT-AF-I
0		This study	991	u	300	17-1-022	300		DSDP Site 522		g	17-1-022:LP-IRM	17-1-022	17-1-022	1.0	2.203e-03	LT-IRM
10e-3	1.572e-07	This study	992		300	17-1-022	300		DSDP Site 522			17-1-022:LP-X	17-1-022	17-1-022	0		LP-X
15e-3		This study	993	u	300	17-1-023	300	-54.9	DSDP Site 522	352.8	g	17-1-023:LP-AF-DIR	17-1-023	17-1-023	0	3.180e-06	LT-AF-Z
80e-3		This study	994	u	300	17-1-023	300		DSDP Site 522		g	17-1-023:LP-ARM	17-1-023	17-1-023	50e-6	1.202e-04	LT-AF-I
0		This study	995	u	300	17-1-023	300		DSDP Site 522		g	17-1-023:LP-IRM	17-1-023	17-1-023	1.0	2.500e-03	LT-IRM
10e-3	1.787e-07	This study	996		300	17-1-023	300		DSDP Site 522			17-1-023:LP-X	17-1-023	17-1-023	0		LP-X
15e-3		This study	997	u	300	17-1-026	300	-47.6	DSDP Site 522	23.3	g	17-1-026:LP-AF-DIR	17-1-026	17-1-026	0	3.418e-06	LT-AF-Z
80e-3		This study	998	u	300	17-1-026	300		DSDP Site 522		g	17-1-026:LP-ARM	17-1-026	17-1-026	50e-6	1.204e-04	LT-AF-I
0		This study	999	u	300	17-1-026	300		DSDP Site 522		g	17-1-026:LP-IRM	17-1-026	17-1-026	1.0	2.448e-03	LT-IRM
10e-3	1.816e-07	This study	1000		300	17-1-026	300		DSDP Site 522			17-1-026:LP-X	17-1-026	17-1-026	0		LP-X
15e-3		This study	1001	u	300	17-1-030	300	-50.4	DSDP Site 522	351.4	g	17-1-030:LP-AF-DIR	17-1-030	17-1-030	0	3.938e-06	LT-AF-Z
80e-3		This study	1002	u	300	17-1-030	300		DSDP Site 522		g	17-1-030:LP-ARM	17-1-030	17-1-030	50e-6	1.143e-04	LT-AF-I
0		This study	1003	u	300	17-1-030	300		DSDP Site 522		g	17-1-030:LP-IRM	17-1-030	17-1-030	1.0	2.205e-03	LT-IRM
10e-3	1.609e-07	This study	1004		300	17-1-030	300		DSDP Site 522			17-1-030:LP-X	17-1-030	17-1-030	0		LP-X
15e-3		This study	1005	u	300	17-1-035	300	-38.2	DSDP Site 522	8.2	g	17-1-035:LP-AF-DIR	17-1-035	17-1-035	0	5.478e-06	LT-AF-Z
80e-3		This study	1006	u	300	17-1-035	300		DSDP Site 522		g	17-1-035:LP-ARM	17-1-035	17-1-035	50e-6	1.308e-04	LT-AF-I
0		This study	1007	u	300	17-1-035	300		DSDP Site 522		g	17-1-035:LP-IRM	17-1-035	17-1-035	1.0	2.504e-03	LT-IRM
10e-3	1.836e-07	This study	1008		300	17-1-035	300		DSDP Site 522			17-1-035:LP-X	17-1-035	17-1-035	0		LP-X
15e-3		This study	1009	u	300	17-1-040	300	-49.7	DSDP Site 522	357.1	g	17-1-040:LP-AF-DIR	17-1-040	17-1-040	0	8.685e-06	LT-AF-Z
80e-3		This study	1010	u	300	17-1-040	300		DSDP Site 522		g	17-1-040:LP-ARM	17-1-040	17-1-040	50e-6	1.434e-04	LT-AF-I
0		This study	1011	u	300	17-1-040	300		DSDP Site 522		g	17-1-040:LP-IRM	17-1-040	17-1-040	1.0	2.879e-03	LT-IRM
10e-3	2.046e-07	This study	1012		300	17-1-040	300		DSDP Site 522			17-1-040:LP-X	17-1-040	17-1-040	0		LP-X
15e-3		This study	1013	u	300	17-1-042	300	-58.2	DSDP Site 522	2.6	g	17-1-042:LP-AF-DIR	17-1-042	17-1-042	0	8.297e-06	LT-AF-Z
80e-3		This study	1014	u	300	17-1-042	300		DSDP Site 522		g	17-1-042:LP-ARM	17-1-042	17-1-042	50e-6	1.478e-04	LT-AF-I
0		This study	1015	u	300	17-1-042	300		DSDP Site 522		g	17-1-042:LP-IRM	17-1-042	17-1-042	1.0	2.945e-03	LT-IRM
10e-3	2.044e-07	This study	1016		300	17-1-042	300		DSDP Site 522			17-1-042:LP-X	17-1-042	17-1-042	0		LP-X
15e-3		This study	1017	u	300	17-1-045	300	-55.2	DSDP Site 522	5.6	g	17-1-045:LP-AF-DIR	17-1-045	17-1-045	0	1.644e-05	LT-AF-Z
80e-3		This study	1018	u	300	17-1-045	300		DSDP Site 522		g	17-1-045:LP-ARM	17-1-045	17-1-045	50e-6	3.538e-04	LT-AF-I
0		This study	1019	u	300	17-1-045	300		DSDP Site 522		g	17-1-045:LP-IRM	17-1-045	17-1-045	1.0	6.838e-03	LT-IRM
10e-3	4.906e-07	This study	1020		300	17-1-045	300		DSDP Site 522			17-1-045:LP-X	17-1-045	17-1-045	0		LP-X
15e-3		This study	1021	u	300	17-1-048	300	-47	DSDP Site 522	354.1	g	17-1-048:LP-AF-DIR	17-1-048	17-1-048	0	6.297e-06	LT-AF-Z
80e-3		This study	1022	u	300	17-1-048	300		DSDP Site 522		g	17-1-048:LP-ARM	17-1-048	17-1-048	50e-6	1.534e-04	LT-AF-I
0		This study	1023	u	300	17-1-048	300		DSDP Site 522		g	17-1-048:LP-IRM	17-1-048	17-1-048	1.0	2.946e-03	LT-IRM
10e-3	2.176e-07	This study	1024		300	17-1-048	300		DSDP Site 522			17-1-048:LP-X	17-1-048	17-1-048	0		LP-X
15e-3		This study	1025	u	300	17-1-051	300	-49.6	DSDP Site 522	358.5	g	17-1-051:LP-AF-DIR	17-1-051	17-1-051	0	5.785e-06	LT-AF-Z
80e-3		This study	1026	u	300	17-1-051	300		DSDP Site 522		g	17-1-051:LP-ARM	17-1-051	17-1-051	50e-6	1.741e-04	LT-AF-I
0		This study	1027	u	300	17-1-051	300		DSDP Site 522		g	17-1-051:LP-IRM	17-1-051	17-1-051	1.0	3.317e-03	LT-IRM
10e-3	2.386e-07	This study	1028		300	17-1-051	300		DSDP Site 522			17-1-051:LP-X	17-1-051	17-1-051	0		LP-X
15e-3		This study	1029	u	300	17-1-054	300	-55.6	DSDP Site 522	356.7	g	17-1-054:LP-AF-DIR	17-1-054	17-1-054	0	7.924e-06	LT-AF-Z
80e-3		This study	1030	u	300	17-1-054	300		DSDP Site 522		g	17-1-054:LP-ARM	17-1-054	17-1-054	50e-6	1.984e-04	LT-AF-I
0		This study	1031	u	300	17-1-054	300		DSDP Site 522		g	17-1-054:LP-IRM	17-1-054	17-1-054	1.0	3.869e-03	LT-IRM
10e-3	2.759e-07	This study	1032		300	17-1-054	300		DSDP Site 522			17-1-054:LP-X	17-1-054	17-1-054	0		LP-X
15e-3		This study	1033	u	300	17-1-058	300	-56.4	DSDP Site 522	2.3	g	17-1-058:LP-AF-DIR	17-1-058	17-1-058	0	1.104e-05	LT-AF-Z
80e-3		This study	1034	u	300	17-1-058	300		DSDP Site 522		g	17-1-058:LP-ARM	17-1-058	17-1-058	50e-6	2.133e-04	LT-AF-I
0		This study	1035	u	300	17-1-058	300		DSDP Site 522		g	17-1-058:LP-IRM	17-1-058	17-1-058	1.0	4.186e-03	LT-IRM
10e-3	2.967e-07	This study	1036		300	17-1-058	300		DSDP Site 522			17-1-058:LP-X	17-1-058	17-1-058	0		LP-X
15e-3		This study	1037	u	300	17-1-061	300	-44	DSDP Site 522	6.8	g	17-1-061:LP-AF-DIR	17-1-061	17-1-061	0	1.042e-05	LT-AF-Z
80e-3		This study	1038	u	300	17-1-061	300		DSDP Site 522		g	17-1-061:LP-ARM	17-1-061	17-1-061	50e-6	2.084e-04	LT-AF-I
0		This study	1039	u	300	17-1-061	300		DSDP Site 522		g	17-1-061:LP-IRM	17-1-061	17-1-061	1.0	4.081e-03	LT-IRM
10e-3	2.891e-07	This study	1040		300	17-1-061	300		DSDP Site 522			17-1-061:LP-X	17-1-061	17-1-061	0		LP-X
15e-3		This study	1041	u	300	17-1-064	300	-50.6	DSDP Site 522	8.9	g	17-1-064:LP-AF-DIR	17-1-064	17-1-064	0	1.012e-05	LT-AF-Z
80e-3		This study	1042	u	300	17-1-064	300		DSDP Site 522		g	17-1-064:LP-ARM	17-1-064	17-1-064	50e-6	1.933e-04	LT-AF-I
0		This study	1043	u	300	17-1-064	300		DSDP Site 522		g	17-1-064:LP-IRM	17-1-064	17-1-064	1.0	3.652e-03	LT-IRM
10e-3	2.578e-07	This study	1044		300	17-1-064	300		DSDP Site 522			17-1-064:LP-X	17-1-064	17-1-064	0		LP-X
15e-3		This study	1045	u	300	17-1-066	300	-52.1	DSDP Site 522	4.1	g	17-1-066:LP-AF-DIR	17-1-066	17-1-066	0	9.028e-06	LT-AF-Z
80e-3		This study	1046	u	300	17-1-066	300		DSDP Site 522		g	17-1-066:LP-ARM	17-1-066	17-1-066	50e-6	1.894e-04	LT-AF-I
0		This study	1047	u	300	17-1-066	300		DSDP Site 522		g	17-1-066:LP-IRM	17-1-066	17-1-066	1.0	3.636e-03	LT-IRM
10e-3	2.595e-07	This study	1048		300	17-1-066	300		DSDP Site 522			17-1-066:LP-X	17-1-066	17-1-066	0		LP-X
