tab 	er_locations
plate_block	location_type	er_citation_names	continent_ocean	location_end_lat	location_begin_lon	er_location_name	location_begin_lat	location_end_lon
African Plate	Drill Site	This study	Atlantic Ocean	-27	355	DSDP Site 522	-27	355
>>>>>>>>>>
tab 	er_samples
er_citation_names	er_site_name	er_sample_name	sample_core_depth	er_location_name	magic_method_codes
1.435e-03	This study	3068	DSDP Site 522	16-3-011	16-3-011	sedimentary	62.6	1e-6	16-3-011	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.640e-03	This study	3069	DSDP Site 522	16-3-014	16-3-014	sedimentary	62.64	1e-6	16-3-014	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.751e-03	This study	3070	DSDP Site 522	16-3-017	16-3-017	sedimentary	62.66	1e-6	16-3-017	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.667e-03	This study	3071	DSDP Site 522	16-3-020	16-3-020	sedimentary	62.69	1e-6	16-3-020	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.499e-03	This study	3072	DSDP Site 522	16-3-023	16-3-023	sedimentary	62.72	1e-6	16-3-023	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.426e-03	This study	3073	DSDP Site 522	16-3-026	16-3-026	sedimentary	62.75	1e-6	16-3-026	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.528e-03	This study	3074	DSDP Site 522	16-3-028	16-3-028	sedimentary	62.78	1e-6	16-3-028	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.616e-03	This study	3075	DSDP Site 522	16-3-031	16-3-031	sedimentary	62.81	1e-6	16-3-031	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.520e-03	This study	3076	DSDP Site 522	16-3-034	16-3-034	sedimentary	62.84	1e-6	16-3-034	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.673e-03	This study	3077	DSDP Site 522	16-3-037	16-3-037	sedimentary	62.87	1e-6	16-3-037	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.500e-03	This study	3078	DSDP Site 522	16-3-040	16-3-040	sedimentary	62.9	1e-6	16-3-040	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.588e-03	This study	3079	DSDP Site 522	16-3-043	16-3-043	sedimentary	62.93	1e-6	16-3-043	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.491e-03	This study	3080	DSDP Site 522	16-3-045	16-3-045	sedimentary	62.95	1e-6	16-3-045	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.460e-03	This study	3081	DSDP Site 522	16-3-048	16-3-048	sedimentary	62.98	1e-6	16-3-048	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.453e-03	This study	3082	DSDP Site 522	16-3-051	16-3-051	sedimentary	63.01	1e-6	16-3-051	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.474e-03	This study	3083	DSDP Site 522	16-3-054	16-3-054	sedimentary	63.04	1e-6	16-3-054	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.471e-03	This study	3084	DSDP Site 522	16-3-057	16-3-057	sedimentary	63.07	1e-6	16-3-057	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.444e-03	This study	3085	DSDP Site 522	16-3-060	16-3-060	sedimentary	63.09	1e-6	16-3-060	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.446e-03	This study	3086	DSDP Site 522	16-3-063	16-3-063	sedimentary	63.13	1e-6	16-3-063	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.423e-03	This study	3087	DSDP Site 522	16-3-066	16-3-066	sedimentary	63.16	1e-6	16-3-066	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.776e-03	This study	3088	DSDP Site 522	16-3-069	16-3-069	sedimentary	63.18	1e-6	16-3-069	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.834e-03	This study	3089	DSDP Site 522	16-3-072	16-3-072	sedimentary	63.22	1e-6	16-3-072	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.917e-03	This study	3090	DSDP Site 522	16-3-075	16-3-075	sedimentary	63.25	1e-6	16-3-075	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.740e-03	This study	3091	DSDP Site 522	16-3-078	16-3-078	sedimentary	63.28	1e-6	16-3-078	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.508e-03	This study	3092	DSDP Site 522	16-3-080	16-3-080	sedimentary	63.29	1e-6	16-3-080	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.720e-03	This study	3093	DSDP Site 522	16-3-083	16-3-083	sedimentary	63.33	1e-6	16-3-083	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.500e-03	This study	3094	DSDP Site 522	16-3-086	16-3-086	sedimentary	63.36	1e-6	16-3-086	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.485e-03	This study	3095	DSDP Site 522	16-3-089	16-3-089	sedimentary	63.39	1e-6	16-3-089	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.711e-03	This study	3096	DSDP Site 522	16-3-092	16-3-092	sedimentary	63.42	1e-6	16-3-092	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.781e-03	This study	3097	DSDP Site 522	16-3-095	16-3-095	sedimentary	63.45	1e-6	16-3-095	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.825e-03	This study	3098	DSDP Site 522	16-3-098	16-3-098	sedimentary	63.47	1e-6	16-3-098	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.301e-03	This study	3099	DSDP Site 522	16-3-102	16-3-102	sedimentary	63.51	1e-6	16-3-102	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.667e-03	This study	3100	DSDP Site 522	16-3-105	16-3-105	sedimentary	63.54	1e-6	16-3-105	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.717e-03	This study	3101	DSDP Site 522	16-3-108	16-3-108	sedimentary	63.57	1e-6	16-3-108	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.812e-03	This study	3102	DSDP Site 522	16-3-110	16-3-110	sedimentary	63.6	1e-6	16-3-110	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.716e-03	This study	3103	DSDP Site 522	16-3-114	16-3-114	sedimentary	63.63	1e-6	16-3-114	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
2.018e-03	This study	3104	DSDP Site 522	16-3-116	16-3-116	sedimentary	63.66	1e-6	16-3-116	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.698e-03	This study	3105	DSDP Site 522	16-3-119	16-3-119	sedimentary	63.69	1e-6	16-3-119	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.615e-03	This study	3106	DSDP Site 522	16-3-122	16-3-122	sedimentary	63.72	1e-6	16-3-122	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.625e-03	This study	3107	DSDP Site 522	16-3-125	16-3-125	sedimentary	63.75	1e-6	16-3-125	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.660e-03	This study	3108	DSDP Site 522	16-3-127	16-3-127	sedimentary	63.77	1e-6	16-3-127	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.311e-03	This study	2836	DSDP Site 522	17-1-005	17-1-005	sedimentary	63.95	1e-6	17-1-005	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.586e-03	This study	2837	DSDP Site 522	17-1-009	17-1-009	sedimentary	63.98	1e-6	17-1-009	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.566e-03	This study	2838	DSDP Site 522	17-1-012	17-1-012	sedimentary	64.01	1e-6	17-1-012	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.423e-03	This study	2839	DSDP Site 522	17-1-015	17-1-015	sedimentary	64.04	1e-6	17-1-015	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.870e-03	This study	2840	DSDP Site 522	17-1-018	17-1-018	sedimentary	64.08	1e-6	17-1-018	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.380e-03	This study	2841	DSDP Site 522	17-1-021	17-1-021	sedimentary	64.11	1e-6	17-1-021	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.870e-03	This study	2845	DSDP Site 522	17-1-022	17-1-022	sedimentary	64.12	1e-6	17-1-022	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.780e-03	This study	2842	DSDP Site 522	17-1-023	17-1-023	sedimentary	64.13	1e-6	17-1-023	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.454e-03	This study	2843	DSDP Site 522	17-1-026	17-1-026	sedimentary	64.16	1e-6	17-1-026	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.610e-03	This study	2844	DSDP Site 522	17-1-030	17-1-030	sedimentary	64.19	1e-6	17-1-030	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.705e-03	This study	2846	DSDP Site 522	17-1-035	17-1-035	sedimentary	64.25	1e-6	17-1-035	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.681e-03	This study	2847	DSDP Site 522	17-1-040	17-1-040	sedimentary	64.29	1e-6	17-1-040	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.820e-03	This study	2848	DSDP Site 522	17-1-042	17-1-042	sedimentary	64.32	1e-6	17-1-042	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
7.970e-04	This study	2849	DSDP Site 522	17-1-045	17-1-045	sedimentary	64.35	1e-6	17-1-045	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.480e-03	This study	2850	DSDP Site 522	17-1-048	17-1-048	sedimentary	64.38	1e-6	17-1-048	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.815e-03	This study	2851	DSDP Site 522	17-1-051	17-1-051	sedimentary	64.41	1e-6	17-1-051	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.729e-03	This study	2852	DSDP Site 522	17-1-054	17-1-054	sedimentary	64.44	1e-6	17-1-054	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.739e-03	This study	2853	DSDP Site 522	17-1-058	17-1-058	sedimentary	64.48	1e-6	17-1-058	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.622e-03	This study	2854	DSDP Site 522	17-1-061	17-1-061	sedimentary	64.5	1e-6	17-1-061	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.443e-03	This study	2855	DSDP Site 522	17-1-064	17-1-064	sedimentary	64.53	1e-6	17-1-064	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.584e-03	This study	2856	DSDP Site 522	17-1-066	17-1-066	sedimentary	64.56	1e-6	17-1-066	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.359e-03	This study	2857	DSDP Site 522	17-1-069	17-1-069	sedimentary	64.59	1e-6	17-1-069	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.615e-03	This study	2858	DSDP Site 522	17-1-072	17-1-072	sedimentary	64.62	1e-6	17-1-072	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.706e-03	This study	2859	DSDP Site 522	17-1-075	17-1-075	sedimentary	64.65	1e-6	17-1-075	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.547e-03	This study	2860	DSDP Site 522	17-1-079	17-1-079	sedimentary	64.68	1e-6	17-1-079	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.600e-03	This study	2861	DSDP Site 522	17-1-081	17-1-081	sedimentary	64.7	1e-6	17-1-081	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.332e-03	This study	2862	DSDP Site 522	17-1-085	17-1-085	sedimentary	64.74	1e-6	17-1-085	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.666e-03	This study	2863	DSDP Site 522	17-1-087	17-1-087	sedimentary	64.77	1e-6	17-1-087	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.524e-03	This study	2864	DSDP Site 522	17-1-091	17-1-091	sedimentary	64.8	1e-6	17-1-091	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.591e-03	This study	2865	DSDP Site 522	17-1-094	17-1-094	sedimentary	64.84	1e-6	17-1-094	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.799e-03	This study	2866	DSDP Site 522	17-1-097	17-1-097	sedimentary	64.87	1e-6	17-1-097	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.674e-03	This study	2867	DSDP Site 522	17-1-100	17-1-100	sedimentary	64.9	1e-6	17-1-100	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.569e-03	This study	2868	DSDP Site 522	17-1-103	17-1-103	sedimentary	64.93	1e-6	17-1-103	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.752e-03	This study	2869	DSDP Site 522	17-1-107	17-1-107	sedimentary	64.96	1e-6	17-1-107	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.427e-03	This study	2870	DSDP Site 522	17-1-110	17-1-110	sedimentary	64.99	1e-6	17-1-110	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.718e-03	This study	2871	DSDP Site 522	17-1-113	17-1-113	sedimentary	65.03	1e-6	17-1-113	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.527e-03	This study	2872	DSDP Site 522	17-1-116	17-1-116	sedimentary	65.05	1e-6	17-1-116	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.468e-03	This study	2873	DSDP Site 522	17-1-119	17-1-119	sedimentary	65.08	1e-6	17-1-119	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.400e-03	This study	2874	DSDP Site 522	17-1-123	17-1-123	sedimentary	65.12	1e-6	17-1-123	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.158e-03	This study	2875	DSDP Site 522	17-1-125	17-1-125	sedimentary	65.15	1e-6	17-1-125	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.509e-03	This study	2876	DSDP Site 522	17-1-128	17-1-128	sedimentary	65.18	1e-6	17-1-128	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.331e-03	This study	2877	DSDP Site 522	17-1-131	17-1-131	sedimentary	65.21	1e-6	17-1-131	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.255e-03	This study	2878	DSDP Site 522	17-1-134	17-1-134	sedimentary	65.24	1e-6	17-1-134	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.538e-03	This study	2879	DSDP Site 522	17-1-137	17-1-137	sedimentary	65.26	1e-6	17-1-137	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.484e-03	This study	2880	DSDP Site 522	17-1-141	17-1-141	sedimentary	65.3	1e-6	17-1-141	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.514e-03	This study	2881	DSDP Site 522	17-1-144	17-1-144	sedimentary	65.33	1e-6	17-1-144	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.687e-03	This study	2882	DSDP Site 522	17-1-147	17-1-147	sedimentary	65.36	1e-6	17-1-147	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.721e-03	This study	2883	DSDP Site 522	17-1-150	17-1-150	sedimentary	65.39	1e-6	17-1-150	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.623e-03	This study	2885	DSDP Site 522	17-2-004	17-2-004	sedimentary	65.44	1e-6	17-2-004	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.348e-03	This study	2886	DSDP Site 522	17-2-008	17-2-008	sedimentary	65.47	1e-6	17-2-008	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.667e-03	This study	2887	DSDP Site 522	17-2-011	17-2-011	sedimentary	65.51	1e-6	17-2-011	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.463e-03	This study	2888	DSDP Site 522	17-2-013	17-2-013	sedimentary	65.52	1e-6	17-2-013	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.314e-03	This study	2889	DSDP Site 522	17-2-017	17-2-017	sedimentary	65.57	1e-6	17-2-017	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.348e-03	This study	2890	DSDP Site 522	17-2-020	17-2-020	sedimentary	65.59	1e-6	17-2-020	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.120e-03	This study	2891	DSDP Site 522	17-2-024	17-2-024	sedimentary	65.63	1e-6	17-2-024	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.642e-03	This study	2892	DSDP Site 522	17-2-027	17-2-027	sedimentary	65.66	1e-6	17-2-027	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.756e-03	This study	2893	DSDP Site 522	17-2-030	17-2-030	sedimentary	65.69	1e-6	17-2-030	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.558e-03	This study	2894	DSDP Site 522	17-2-033	17-2-033	sedimentary	65.73	1e-6	17-2-033	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.340e-03	This study	2895	DSDP Site 522	17-2-037	17-2-037	sedimentary	65.76	1e-6	17-2-037	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.734e-03	This study	2896	DSDP Site 522	17-2-040	17-2-040	sedimentary	65.8	1e-6	17-2-040	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.645e-03	This study	2897	DSDP Site 522	17-2-043	17-2-043	sedimentary	65.83	1e-6	17-2-043	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.559e-03	This study	2898	DSDP Site 522	17-2-046	17-2-046	sedimentary	65.85	1e-6	17-2-046	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.630e-03	This study	2899	DSDP Site 522	17-2-049	17-2-049	sedimentary	65.89	1e-6	17-2-049	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.569e-03	This study	2900	DSDP Site 522	17-2-052	17-2-052	sedimentary	65.92	1e-6	17-2-052	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.597e-03	This study	2901	DSDP Site 522	17-2-056	17-2-056	sedimentary	65.96	1e-6	17-2-056	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.805e-03	This study	2902	DSDP Site 522	17-2-059	17-2-059	sedimentary	65.99	1e-6	17-2-059	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
8.720e-04	This study	2903	DSDP Site 522	17-2-063	17-2-063	sedimentary	66.02	1e-6	17-2-063	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.507e-03	This study	2904	DSDP Site 522	17-2-066	17-2-066	sedimentary	66.05	1e-6	17-2-066	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.748e-03	This study	2905	DSDP Site 522	17-2-070	17-2-070	sedimentary	66.1	1e-6	17-2-070	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.904e-03	This study	2906	DSDP Site 522	17-2-073	17-2-073	sedimentary	66.12	1e-6	17-2-073	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.861e-03	This study	2907	DSDP Site 522	17-2-076	17-2-076	sedimentary	66.15	1e-6	17-2-076	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.617e-03	This study	2908	DSDP Site 522	17-2-080	17-2-080	sedimentary	66.2	1e-6	17-2-080	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.795e-03	This study	2909	DSDP Site 522	17-2-083	17-2-083	sedimentary	66.23	1e-6	17-2-083	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.474e-03	This study	2910	DSDP Site 522	17-2-086	17-2-086	sedimentary	66.26	1e-6	17-2-086	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.284e-03	This study	2911	DSDP Site 522	17-2-090	17-2-090	sedimentary	66.3	1e-6	17-2-090	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.510e-03	This study	2912	DSDP Site 522	17-2-094	17-2-094	sedimentary	66.33	1e-6	17-2-094	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
1.540e-03	This study	2913	DSDP Site 522	17-2-097	17-2-097	sedimentary	66.36	1e-6	17-2-097	nannofossil ooze	sedimentary layer	FS-C-PISTON-H:FS-C-DRILL-DSDP	Paul Hartl:Lisa Tauxe
