tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_method_codes	specimen_dec	specimen_description	specimen_inc	specimen_inferred_age	specimen_inferred_age_unit	specimen_int_rel
This study	DSDP Site 522	19-1-128	19-1-128	19-1-128	LP-PI-IRM:LP-PI-REL:LT-AF-Z	350.6	Declination rotated section mean=0/180;rel int is NRM/IRM	-45.4	26.3389	Ma	2.284e-03
This study	DSDP Site 522	19-1-131	19-1-131	19-1-131	LP-PI-IRM:LP-PI-REL:LT-AF-Z	19.0	Declination rotated section mean=0/180;rel int is NRM/IRM	-53.7	26.3432	Ma	2.606e-03
This study	DSDP Site 522	19-1-135	19-1-135	19-1-135	LP-PI-IRM:LP-PI-REL:LT-AF-Z	164.4	Declination rotated section mean=0/180;rel int is NRM/IRM	39.1	26.3464	Ma	1.298e-03
This study	DSDP Site 522	19-1-137	19-1-137	19-1-137	LP-PI-IRM:LP-PI-REL:LT-AF-Z	332.1	Declination rotated section mean=0/180;rel int is NRM/IRM	-50.1	26.3497	Ma	1.773e-03
This study	DSDP Site 522	19-1-140	19-1-140	19-1-140	LP-PI-IRM:LP-PI-REL:LT-AF-Z	342.2	Declination rotated section mean=0/180;rel int is NRM/IRM	-65	26.3529	Ma	2.260e-03
This study	DSDP Site 522	19-1-144	19-1-144	19-1-144	LP-PI-IRM:LP-PI-REL:LT-AF-Z	335.4	Declination rotated section mean=0/180;rel int is NRM/IRM	-57.9	26.3561	Ma	2.147e-03
This study	DSDP Site 522	19-1-147	19-1-147	19-1-147	LP-PI-IRM:LP-PI-REL:LT-AF-Z	296.9	Declination rotated section mean=0/180;rel int is NRM/IRM	-84	26.3594	Ma	1.411e-03
This study	DSDP Site 522	19-1-150	19-1-150	19-1-150	LP-PI-IRM:LP-PI-REL:LT-AF-Z	206.7	Declination rotated section mean=0/180;rel int is NRM/IRM	-65.3	26.3626	Ma	1.165e-03
This study	DSDP Site 522	19-2-001	19-2-001	19-2-001	LP-PI-IRM:LP-PI-REL:LT-AF-Z	359.1	Declination rotated section mean=0/180;rel int is NRM/IRM	-48	26.3648	Ma	1.338e-03
This study	DSDP Site 522	19-2-004	19-2-004	19-2-004	LP-PI-IRM:LP-PI-REL:LT-AF-Z	358.6	Declination rotated section mean=0/180;rel int is NRM/IRM	-60.4	26.368	Ma	1.431e-03
This study	DSDP Site 522	19-2-008	19-2-008	19-2-008	LP-PI-IRM:LP-PI-REL:LT-AF-Z	29.0	Declination rotated section mean=0/180;rel int is NRM/IRM	-44.5	26.3713	Ma	1.310e-03
This study	DSDP Site 522	19-2-010	19-2-010	19-2-010	LP-PI-IRM:LP-PI-REL:LT-AF-Z	5.2	Declination rotated section mean=0/180;rel int is NRM/IRM	-54.4	26.3745	Ma	1.821e-03
This study	DSDP Site 522	19-2-014	19-2-014	19-2-014	LP-PI-IRM:LP-PI-REL:LT-AF-Z	23.5	Declination rotated section mean=0/180;rel int is NRM/IRM	-47.5	26.3777	Ma	1.928e-03
This study	DSDP Site 522	19-2-017	19-2-017	19-2-017	LP-PI-IRM:LP-PI-REL:LT-AF-Z	358.4	Declination rotated section mean=0/180;rel int is NRM/IRM	-42.3	26.3821	Ma	1.823e-03
This study	DSDP Site 522	19-2-020	19-2-020	19-2-020	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.8	Declination rotated section mean=0/180;rel int is NRM/IRM	-72.4	26.3842	Ma	1.580e-03
This study	DSDP Site 522	19-2-025	19-2-025	19-2-025	LP-PI-IRM:LP-PI-REL:LT-AF-Z	1.3	Declination rotated section mean=0/180;rel int is NRM/IRM	-58.3	26.3896	Ma	2.600e-03
This study	DSDP Site 522	19-2-028	19-2-028	19-2-028	LP-PI-IRM:LP-PI-REL:LT-AF-Z	356.6	Declination rotated section mean=0/180;rel int is NRM/IRM	-43.6	26.3929	Ma	2.543e-03
This study	DSDP Site 522	19-2-032	19-2-032	19-2-032	LP-PI-IRM:LP-PI-REL:LT-AF-Z	357.3	Declination rotated section mean=0/180;rel int is NRM/IRM	-38.1	26.3983	Ma	2.214e-03
This study	DSDP Site 522	19-2-035	19-2-035	19-2-035	LP-PI-IRM:LP-PI-REL:LT-AF-Z	4.4	Declination rotated section mean=0/180;rel int is NRM/IRM	-42.9	26.4015	Ma	2.943e-03
This study	DSDP Site 522	19-2-039	19-2-039	19-2-039	LP-PI-IRM:LP-PI-REL:LT-AF-Z	2.8	Declination rotated section mean=0/180;rel int is NRM/IRM	-52.7	26.4047	Ma	3.324e-03
This study	DSDP Site 522	19-2-042	19-2-042	19-2-042	LP-PI-IRM:LP-PI-REL:LT-AF-Z	355.9	Declination rotated section mean=0/180;rel int is NRM/IRM	-49.5	26.408	Ma	3.079e-03
This study	DSDP Site 522	19-2-045	19-2-045	19-2-045	LP-PI-IRM:LP-PI-REL:LT-AF-Z	352.2	Declination rotated section mean=0/180;rel int is NRM/IRM	-65.6	26.4123	Ma	3.659e-03
This study	DSDP Site 522	19-2-048	19-2-048	19-2-048	LP-PI-IRM:LP-PI-REL:LT-AF-Z	5.2	Declination rotated section mean=0/180;rel int is NRM/IRM	-49.2	26.4155	Ma	3.236e-03
This study	DSDP Site 522	19-2-051	19-2-051	19-2-051	LP-PI-IRM:LP-PI-REL:LT-AF-Z	342.4	Declination rotated section mean=0/180;rel int is NRM/IRM	-54.6	26.4177	Ma	2.067e-03
This study	DSDP Site 522	19-2-055	19-2-055	19-2-055	LP-PI-IRM:LP-PI-REL:LT-AF-Z	11.6	Declination rotated section mean=0/180;rel int is NRM/IRM	-38.6	26.422	Ma	2.189e-03
This study	DSDP Site 522	19-2-057	19-2-057	19-2-057	LP-PI-IRM:LP-PI-REL:LT-AF-Z	351.6	Declination rotated section mean=0/180;rel int is NRM/IRM	-41.8	26.4253	Ma	2.854e-03
This study	DSDP Site 522	19-2-062	19-2-062	19-2-062	LP-PI-IRM:LP-PI-REL:LT-AF-Z	358.8	Declination rotated section mean=0/180;rel int is NRM/IRM	-40	26.4296	Ma	2.422e-03
This study	DSDP Site 522	19-2-065	19-2-065	19-2-065	LP-PI-IRM:LP-PI-REL:LT-AF-Z	350.5	Declination rotated section mean=0/180;rel int is NRM/IRM	-50.3	26.4328	Ma	2.519e-03
This study	DSDP Site 522	19-2-069	19-2-069	19-2-069	LP-PI-IRM:LP-PI-REL:LT-AF-Z	10.2	Declination rotated section mean=0/180;rel int is NRM/IRM	-50.6	26.4371	Ma	1.870e-03
This study	DSDP Site 522	19-2-072	19-2-072	19-2-072	LP-PI-IRM:LP-PI-REL:LT-AF-Z	348.1	Declination rotated section mean=0/180;rel int is NRM/IRM	-61.2	26.4404	Ma	1.621e-03
This study	DSDP Site 522	19-2-076	19-2-076	19-2-076	LP-PI-IRM:LP-PI-REL:LT-AF-Z	353.8	Declination rotated section mean=0/180;rel int is NRM/IRM	-39.5	26.4447	Ma	1.513e-03
This study	DSDP Site 522	19-2-079	19-2-079	19-2-079	LP-PI-IRM:LP-PI-REL:LT-AF-Z	3.3	Declination rotated section mean=0/180;rel int is NRM/IRM	-53.5	26.4479	Ma	2.182e-03
This study	DSDP Site 522	19-2-082	19-2-082	19-2-082	LP-PI-IRM:LP-PI-REL:LT-AF-Z	358.5	Declination rotated section mean=0/180;rel int is NRM/IRM	-54.3	26.4523	Ma	1.830e-03
This study	DSDP Site 522	19-2-085	19-2-085	19-2-085	LP-PI-IRM:LP-PI-REL:LT-AF-Z	327.5	Declination rotated section mean=0/180;rel int is NRM/IRM	-67.1	26.4555	Ma	1.786e-03
This study	DSDP Site 522	19-2-090	19-2-090	19-2-090	LP-PI-IRM:LP-PI-REL:LT-AF-Z	354.6	Declination rotated section mean=0/180;rel int is NRM/IRM	-61.8	26.4598	Ma	2.609e-03
This study	DSDP Site 522	19-2-092	19-2-092	19-2-092	LP-PI-IRM:LP-PI-REL:LT-AF-Z	350.9	Declination rotated section mean=0/180;rel int is NRM/IRM	-61	26.4631	Ma	2.489e-03
This study	DSDP Site 522	19-2-096	19-2-096	19-2-096	LP-PI-IRM:LP-PI-REL:LT-AF-Z	350.1	Declination rotated section mean=0/180;rel int is NRM/IRM	-61	26.4674	Ma	2.137e-03
This study	DSDP Site 522	19-2-100	19-2-100	19-2-100	LP-PI-IRM:LP-PI-REL:LT-AF-Z	2.5	Declination rotated section mean=0/180;rel int is NRM/IRM	-72.1	26.4706	Ma	1.964e-03
This study	DSDP Site 522	19-2-102	19-2-102	19-2-102	LP-PI-IRM:LP-PI-REL:LT-AF-Z	8.2	Declination rotated section mean=0/180;rel int is NRM/IRM	-59.3	26.4739	Ma	1.235e-03
This study	DSDP Site 522	19-2-106	19-2-106	19-2-106	LP-PI-IRM:LP-PI-REL:LT-AF-Z	345.5	Declination rotated section mean=0/180;rel int is NRM/IRM	-41.8	26.4771	Ma	2.519e-03
This study	DSDP Site 522	19-2-109	19-2-109	19-2-109	LP-PI-IRM:LP-PI-REL:LT-AF-Z	339.0	Declination rotated section mean=0/180;rel int is NRM/IRM	-42.5	26.4803	Ma	3.206e-03
This study	DSDP Site 522	19-2-112	19-2-112	19-2-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	348.6	Declination rotated section mean=0/180;rel int is NRM/IRM	-55.6	26.4847	Ma	3.133e-03
This study	DSDP Site 522	19-2-115	19-2-115	19-2-115	LP-PI-IRM:LP-PI-REL:LT-AF-Z	326.1	Declination rotated section mean=0/180;rel int is NRM/IRM	-62.5	26.4868	Ma	2.319e-03
This study	DSDP Site 522	19-2-118	19-2-118	19-2-118	LP-PI-IRM:LP-PI-REL:LT-AF-Z	356.5	Declination rotated section mean=0/180;rel int is NRM/IRM	-66.7	26.4911	Ma	3.186e-03
This study	DSDP Site 522	19-2-122	19-2-122	19-2-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	348.1	Declination rotated section mean=0/180;rel int is NRM/IRM	-54.4	26.4944	Ma	2.559e-03
This study	DSDP Site 522	19-2-125	19-2-125	19-2-125	LP-PI-IRM:LP-PI-REL:LT-AF-Z	346.3	Declination rotated section mean=0/180;rel int is NRM/IRM	-56.6	26.4976	Ma	2.966e-03
This study	DSDP Site 522	19-2-128	19-2-128	19-2-128	LP-PI-IRM:LP-PI-REL:LT-AF-Z	321.6	Declination rotated section mean=0/180;rel int is NRM/IRM	-52.1	26.502	Ma	2.108e-03
This study	DSDP Site 522	19-2-131	19-2-131	19-2-131	LP-PI-IRM:LP-PI-REL:LT-AF-Z	334.3	Declination rotated section mean=0/180;rel int is NRM/IRM	-46.1	26.5052	Ma	2.431e-03
This study	DSDP Site 522	19-2-135	19-2-135	19-2-135	LP-PI-IRM:LP-PI-REL:LT-AF-Z	333.5	Declination rotated section mean=0/180;rel int is NRM/IRM	-55	26.5095	Ma	3.764e-03
This study	DSDP Site 522	19-2-138	19-2-138	19-2-138	LP-PI-IRM:LP-PI-REL:LT-AF-Z	332.5	Declination rotated section mean=0/180;rel int is NRM/IRM	-49.2	26.5128	Ma	2.061e-03
This study	DSDP Site 522	19-2-142	19-2-142	19-2-142	LP-PI-IRM:LP-PI-REL:LT-AF-Z	349.6	Declination rotated section mean=0/180;rel int is NRM/IRM	-49.2	26.5171	Ma	1.695e-03
This study	DSDP Site 522	19-2-145	19-2-145	19-2-145	LP-PI-IRM:LP-PI-REL:LT-AF-Z	342.4	Declination rotated section mean=0/180;rel int is NRM/IRM	-66.1	26.5203	Ma	1.873e-03
This study	DSDP Site 522	19-2-148	19-2-148	19-2-148	LP-PI-IRM:LP-PI-REL:LT-AF-Z	336.5	Declination rotated section mean=0/180;rel int is NRM/IRM	-41.5	26.5236	Ma	2.373e-03
This study	DSDP Site 522	19-3-001	19-3-001	19-3-001	LP-PI-IRM:LP-PI-REL:LT-AF-Z	333.3	Declination rotated section mean=0/180;rel int is NRM/IRM	-33.7	26.5257	Ma	2.643e-03
This study	DSDP Site 522	19-3-004	19-3-004	19-3-004	LP-PI-IRM:LP-PI-REL:LT-AF-Z	340.7	Declination rotated section mean=0/180;rel int is NRM/IRM	-42.3	26.529	Ma	2.492e-03
This study	DSDP Site 522	19-3-007	19-3-007	19-3-007	LP-PI-IRM:LP-PI-REL:LT-AF-Z	332.7	Declination rotated section mean=0/180;rel int is NRM/IRM	-39.2	26.5322	Ma	2.111e-03
This study	DSDP Site 522	19-3-010	19-3-010	19-3-010	LP-PI-IRM:LP-PI-REL:LT-AF-Z	336.9	Declination rotated section mean=0/180;rel int is NRM/IRM	-34.4	26.5365	Ma	2.181e-03
This study	DSDP Site 522	19-3-013	19-3-013	19-3-013	LP-PI-IRM:LP-PI-REL:LT-AF-Z	337.8	Declination rotated section mean=0/180;rel int is NRM/IRM	-37.9	26.5387	Ma	2.077e-03
This study	DSDP Site 522	19-3-017	19-3-017	19-3-017	LP-PI-IRM:LP-PI-REL:LT-AF-Z	312.7	Declination rotated section mean=0/180;rel int is NRM/IRM	-33.1	26.543	Ma	2.344e-03
This study	DSDP Site 522	19-3-020	19-3-020	19-3-020	LP-PI-IRM:LP-PI-REL:LT-AF-Z	310.9	Declination rotated section mean=0/180;rel int is NRM/IRM	-27.5	26.5473	Ma	2.382e-03
This study	DSDP Site 522	19-3-023	19-3-023	19-3-023	LP-PI-IRM:LP-PI-REL:LT-AF-Z	334.7	Declination rotated section mean=0/180;rel int is NRM/IRM	-42.5	26.5506	Ma	2.402e-03
This study	DSDP Site 522	19-3-026	19-3-026	19-3-026	LP-PI-IRM:LP-PI-REL:LT-AF-Z	322.1	Declination rotated section mean=0/180;rel int is NRM/IRM	-34.4	26.5538	Ma	1.816e-03
This study	DSDP Site 522	19-3-030	19-3-030	19-3-030	LP-PI-IRM:LP-PI-REL:LT-AF-Z	343.4	Declination rotated section mean=0/180;rel int is NRM/IRM	-43.1	26.557	Ma	7.475e-04
This study	DSDP Site 522	19-3-034	19-3-034	19-3-034	LP-PI-IRM:LP-PI-REL:LT-AF-Z	278.8	Declination rotated section mean=0/180;rel int is NRM/IRM	27.2	26.5624	Ma	3.669e-04
This study	DSDP Site 522	19-3-038	19-3-038	19-3-038	LP-PI-IRM:LP-PI-REL:LT-AF-Z	328.4	Declination rotated section mean=0/180;rel int is NRM/IRM	9.3	26.5657	Ma	2.931e-04
This study	DSDP Site 522	19-3-041	19-3-041	19-3-041	LP-PI-IRM:LP-PI-REL:LT-AF-Z	269.1	Declination rotated section mean=0/180;rel int is NRM/IRM	67.2	26.57	Ma	8.472e-04
This study	DSDP Site 522	19-3-044	19-3-044	19-3-044	LP-PI-IRM:LP-PI-REL:LT-AF-Z	261.4	Declination rotated section mean=0/180;rel int is NRM/IRM	72.8	26.5756	Ma	7.585e-04
This study	DSDP Site 522	19-3-046	19-3-046	19-3-046	LP-PI-IRM:LP-PI-REL:LT-AF-Z	52.2	Declination rotated section mean=0/180;rel int is NRM/IRM	61.4	26.5793	Ma	5.814e-04
This study	DSDP Site 522	19-3-050	19-3-050	19-3-050	LP-PI-IRM:LP-PI-REL:LT-AF-Z	207.6	Declination rotated section mean=0/180;rel int is NRM/IRM	70	26.5868	Ma	1.119e-03
This study	DSDP Site 522	19-3-053	19-3-053	19-3-053	LP-PI-IRM:LP-PI-REL:LT-AF-Z	178.3	Declination rotated section mean=0/180;rel int is NRM/IRM	64.3	26.5924	Ma	2.048e-03
This study	DSDP Site 522	19-3-058	19-3-058	19-3-058	LP-PI-IRM:LP-PI-REL:LT-AF-Z	207.4	Declination rotated section mean=0/180;rel int is NRM/IRM	57.1	26.6017	Ma	1.486e-03
This study	DSDP Site 522	19-3-060	19-3-060	19-3-060	LP-PI-IRM:LP-PI-REL:LT-AF-Z	149.5	Declination rotated section mean=0/180;rel int is NRM/IRM	63.6	26.6055	Ma	1.451e-03
This study	DSDP Site 522	19-3-063	19-3-063	19-3-063	LP-PI-IRM:LP-PI-REL:LT-AF-Z	176.1	Declination rotated section mean=0/180;rel int is NRM/IRM	59.3	26.6111	Ma	2.140e-03
This study	DSDP Site 522	19-3-066	19-3-066	19-3-066	LP-PI-IRM:LP-PI-REL:LT-AF-Z	177.3	Declination rotated section mean=0/180;rel int is NRM/IRM	56.7	26.6167	Ma	2.198e-03
This study	DSDP Site 522	19-3-070	19-3-070	19-3-070	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.1	Declination rotated section mean=0/180;rel int is NRM/IRM	61.9	26.6223	Ma	1.520e-03
This study	DSDP Site 522	19-3-072	19-3-072	19-3-072	LP-PI-IRM:LP-PI-REL:LT-AF-Z	177.7	Declination rotated section mean=0/180;rel int is NRM/IRM	68.3	26.6279	Ma	1.816e-03
This study	DSDP Site 522	19-3-076	19-3-076	19-3-076	LP-PI-IRM:LP-PI-REL:LT-AF-Z	178.5	Declination rotated section mean=0/180;rel int is NRM/IRM	64.1	26.6354	Ma	1.816e-03
This study	DSDP Site 522	19-3-080	19-3-080	19-3-080	LP-PI-IRM:LP-PI-REL:LT-AF-Z	167.4	Declination rotated section mean=0/180;rel int is NRM/IRM	68.8	26.641	Ma	1.565e-03
This study	DSDP Site 522	19-3-083	19-3-083	19-3-083	LP-PI-IRM:LP-PI-REL:LT-AF-Z	184.6	Declination rotated section mean=0/180;rel int is NRM/IRM	54	26.6484	Ma	2.239e-03
This study	DSDP Site 522	19-3-086	19-3-086	19-3-086	LP-PI-IRM:LP-PI-REL:LT-AF-Z	185.1	Declination rotated section mean=0/180;rel int is NRM/IRM	58.5	26.6522	Ma	2.281e-03
This study	DSDP Site 522	19-3-092	19-3-092	19-3-092	LP-PI-IRM:LP-PI-REL:LT-AF-Z	196.0	Declination rotated section mean=0/180;rel int is NRM/IRM	45.7	26.6634	Ma	1.940e-03
This study	DSDP Site 522	19-3-095	19-3-095	19-3-095	LP-PI-IRM:LP-PI-REL:LT-AF-Z	186.6	Declination rotated section mean=0/180;rel int is NRM/IRM	63	26.669	Ma	2.160e-03
This study	DSDP Site 522	19-3-098	19-3-098	19-3-098	LP-PI-IRM:LP-PI-REL:LT-AF-Z	191.1	Declination rotated section mean=0/180;rel int is NRM/IRM	67.8	26.6746	Ma	1.831e-03
This study	DSDP Site 522	19-3-101	19-3-101	19-3-101	LP-PI-IRM:LP-PI-REL:LT-AF-Z	162.8	Declination rotated section mean=0/180;rel int is NRM/IRM	65.5	26.682	Ma	1.343e-03
This study	DSDP Site 522	19-3-104	19-3-104	19-3-104	LP-PI-IRM:LP-PI-REL:LT-AF-Z	180.1	Declination rotated section mean=0/180;rel int is NRM/IRM	48.1	26.6876	Ma	2.444e-03
This study	DSDP Site 522	19-3-108	19-3-108	19-3-108	LP-PI-IRM:LP-PI-REL:LT-AF-Z	187.7	Declination rotated section mean=0/180;rel int is NRM/IRM	45.7	26.6932	Ma	2.462e-03
This study	DSDP Site 522	19-3-111	19-3-111	19-3-111	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.4	Declination rotated section mean=0/180;rel int is NRM/IRM	57	26.6988	Ma	1.792e-03
This study	DSDP Site 522	19-3-114	19-3-114	19-3-114	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.9	Declination rotated section mean=0/180;rel int is NRM/IRM	62.4	26.7044	Ma	2.167e-03
This study	DSDP Site 522	19-3-117	19-3-117	19-3-117	LP-PI-IRM:LP-PI-REL:LT-AF-Z	166.8	Declination rotated section mean=0/180;rel int is NRM/IRM	65.9	26.7119	Ma	2.483e-03
This study	DSDP Site 522	20-1-012	20-1-012	20-1-012	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183.6	Declination rotated section mean=0/180;rel int is NRM/IRM	61.7	26.8146	Ma	1.707e-03
This study	DSDP Site 522	20-1-015	20-1-015	20-1-015	LP-PI-IRM:LP-PI-REL:LT-AF-Z	185.2	Declination rotated section mean=0/180;rel int is NRM/IRM	54.2	26.8202	Ma	2.412e-03
This study	DSDP Site 522	20-1-017	20-1-017	20-1-017	LP-PI-IRM:LP-PI-REL:LT-AF-Z	172.1	Declination rotated section mean=0/180;rel int is NRM/IRM	57.4	26.8239	Ma	2.746e-03
This study	DSDP Site 522	20-1-020	20-1-020	20-1-020	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.3	Declination rotated section mean=0/180;rel int is NRM/IRM	53.5	26.8295	Ma	2.182e-03
This study	DSDP Site 522	20-1-024	20-1-024	20-1-024	LP-PI-IRM:LP-PI-REL:LT-AF-Z	164.0	Declination rotated section mean=0/180;rel int is NRM/IRM	58.9	26.8351	Ma	2.668e-03
This study	DSDP Site 522	20-1-028	20-1-028	20-1-028	LP-PI-IRM:LP-PI-REL:LT-AF-Z	178.4	Declination rotated section mean=0/180;rel int is NRM/IRM	62.4	26.8426	Ma	1.749e-03
This study	DSDP Site 522	20-1-031	20-1-031	20-1-031	LP-PI-IRM:LP-PI-REL:LT-AF-Z	170.3	Declination rotated section mean=0/180;rel int is NRM/IRM	65.5	26.8482	Ma	1.622e-03
This study	DSDP Site 522	20-1-035	20-1-035	20-1-035	LP-PI-IRM:LP-PI-REL:LT-AF-Z	187.6	Declination rotated section mean=0/180;rel int is NRM/IRM	64	26.8557	Ma	1.850e-03
This study	DSDP Site 522	20-1-039	20-1-039	20-1-039	LP-PI-IRM:LP-PI-REL:LT-AF-Z	139.9	Declination rotated section mean=0/180;rel int is NRM/IRM	69.6	26.8632	Ma	1.765e-03
This study	DSDP Site 522	20-1-043	20-1-043	20-1-043	LP-PI-IRM:LP-PI-REL:LT-AF-Z	196.2	Declination rotated section mean=0/180;rel int is NRM/IRM	64.5	26.8706	Ma	1.880e-03
This study	DSDP Site 522	20-1-045	20-1-045	20-1-045	LP-PI-IRM:LP-PI-REL:LT-AF-Z	165.4	Declination rotated section mean=0/180;rel int is NRM/IRM	77.4	26.8744	Ma	2.008e-03
This study	DSDP Site 522	20-1-049	20-1-049	20-1-049	LP-PI-IRM:LP-PI-REL:LT-AF-Z	203.2	Declination rotated section mean=0/180;rel int is NRM/IRM	65.4	26.8837	Ma	1.624e-03
This study	DSDP Site 522	20-1-051	20-1-051	20-1-051	LP-PI-IRM:LP-PI-REL:LT-AF-Z	186.6	Declination rotated section mean=0/180;rel int is NRM/IRM	69.1	26.8874	Ma	2.012e-03
This study	DSDP Site 522	20-1-055	20-1-055	20-1-055	LP-PI-IRM:LP-PI-REL:LT-AF-Z	185.1	Declination rotated section mean=0/180;rel int is NRM/IRM	59.3	26.8949	Ma	2.135e-03
This study	DSDP Site 522	20-1-059	20-1-059	20-1-059	LP-PI-IRM:LP-PI-REL:LT-AF-Z	167.4	Declination rotated section mean=0/180;rel int is NRM/IRM	65.1	26.9005	Ma	1.922e-03
This study	DSDP Site 522	20-1-062	20-1-062	20-1-062	LP-PI-IRM:LP-PI-REL:LT-AF-Z	190.1	Declination rotated section mean=0/180;rel int is NRM/IRM	69.5	26.908	Ma	1.739e-03
This study	DSDP Site 522	20-1-065	20-1-065	20-1-065	LP-PI-IRM:LP-PI-REL:LT-AF-Z	184.9	Declination rotated section mean=0/180;rel int is NRM/IRM	63.7	26.9117	Ma	1.870e-03
This study	DSDP Site 522	20-1-068	20-1-068	20-1-068	LP-PI-IRM:LP-PI-REL:LT-AF-Z	190.1	Declination rotated section mean=0/180;rel int is NRM/IRM	74.7	26.9192	Ma	1.101e-03
This study	DSDP Site 522	20-1-071	20-1-071	20-1-071	LP-PI-IRM:LP-PI-REL:LT-AF-Z	256.0	Declination rotated section mean=0/180;rel int is NRM/IRM	74.2	26.9248	Ma	1.135e-03
This study	DSDP Site 522	20-1-075	20-1-075	20-1-075	LP-PI-IRM:LP-PI-REL:LT-AF-Z	239.6	Declination rotated section mean=0/180;rel int is NRM/IRM	64.3	26.9304	Ma	8.949e-04
This study	DSDP Site 522	20-1-080	20-1-080	20-1-080	LP-PI-IRM:LP-PI-REL:LT-AF-Z	200.5	Declination rotated section mean=0/180;rel int is NRM/IRM	55.9	26.9397	Ma	7.623e-04
This study	DSDP Site 522	20-1-083	20-1-083	20-1-083	LP-PI-IRM:LP-PI-REL:LT-AF-Z	207.3	Declination rotated section mean=0/180;rel int is NRM/IRM	74.7	26.9453	Ma	1.205e-03
This study	DSDP Site 522	20-1-086	20-1-086	20-1-086	LP-PI-IRM:LP-PI-REL:LT-AF-Z	261.0	Declination rotated section mean=0/180;rel int is NRM/IRM	56.9	26.9509	Ma	1.480e-03
This study	DSDP Site 522	20-1-089	20-1-089	20-1-089	LP-PI-IRM:LP-PI-REL:LT-AF-Z	216.5	Declination rotated section mean=0/180;rel int is NRM/IRM	65.1	26.9565	Ma	1.630e-03
This study	DSDP Site 522	20-1-091	20-1-091	20-1-091	LP-PI-IRM:LP-PI-REL:LT-AF-Z	231.5	Declination rotated section mean=0/180;rel int is NRM/IRM	70.8	26.9621	Ma	1.985e-03
This study	DSDP Site 522	20-1-095	20-1-095	20-1-095	LP-PI-IRM:LP-PI-REL:LT-AF-Z	237.6	Declination rotated section mean=0/180;rel int is NRM/IRM	31.1	26.9677	Ma	3.004e-03
This study	DSDP Site 522	20-1-098	20-1-098	20-1-098	LP-PI-IRM:LP-PI-REL:LT-AF-Z	212.3	Declination rotated section mean=0/180;rel int is NRM/IRM	61.7	26.9752	Ma	1.839e-03
This study	DSDP Site 522	20-1-103	20-1-103	20-1-103	LP-PI-IRM:LP-PI-REL:LT-AF-Z	206.2	Declination rotated section mean=0/180;rel int is NRM/IRM	62.6	26.9827	Ma	1.942e-03
This study	DSDP Site 522	20-1-105	20-1-105	20-1-105	LP-PI-IRM:LP-PI-REL:LT-AF-Z	250.0	Declination rotated section mean=0/180;rel int is NRM/IRM	66	26.9883	Ma	2.228e-03
This study	DSDP Site 522	20-1-109	20-1-109	20-1-109	LP-PI-IRM:LP-PI-REL:LT-AF-Z	222.9	Declination rotated section mean=0/180;rel int is NRM/IRM	58.5	26.9957	Ma	2.224e-03
This study	DSDP Site 522	20-1-112	20-1-112	20-1-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	228.2	Declination rotated section mean=0/180;rel int is NRM/IRM	58.7	27.0013	Ma	1.831e-03
This study	DSDP Site 522	20-1-116	20-1-116	20-1-116	LP-PI-IRM:LP-PI-REL:LT-AF-Z	238.6	Declination rotated section mean=0/180;rel int is NRM/IRM	58	27.0069	Ma	1.309e-03
This study	DSDP Site 522	20-1-119	20-1-119	20-1-119	LP-PI-IRM:LP-PI-REL:LT-AF-Z	265.8	Declination rotated section mean=0/180;rel int is NRM/IRM	66.6	27.0125	Ma	1.247e-03
This study	DSDP Site 522	20-1-122	20-1-122	20-1-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	304.0	Declination rotated section mean=0/180;rel int is NRM/IRM	53.4	27.02	Ma	8.245e-04
This study	DSDP Site 522	20-1-125	20-1-125	20-1-125	LP-PI-IRM:LP-PI-REL:LT-AF-Z	309.4	Declination rotated section mean=0/180;rel int is NRM/IRM	41.4	27.0234	Ma	4.485e-04
This study	DSDP Site 522	20-1-129	20-1-129	20-1-129	LP-PI-IRM:LP-PI-REL:LT-AF-Z	356.9	Declination rotated section mean=0/180;rel int is NRM/IRM	-11.3	27.0303	Ma	5.646e-04
This study	DSDP Site 522	20-1-132	20-1-132	20-1-132	LP-PI-IRM:LP-PI-REL:LT-AF-Z	20.6	Declination rotated section mean=0/180;rel int is NRM/IRM	-34.4	27.0354	Ma	1.333e-03
This study	DSDP Site 522	20-1-135	20-1-135	20-1-135	LP-PI-IRM:LP-PI-REL:LT-AF-Z	16.1	Declination rotated section mean=0/180;rel int is NRM/IRM	-40.6	27.0405	Ma	1.715e-03
This study	DSDP Site 522	20-1-138	20-1-138	20-1-138	LP-PI-IRM:LP-PI-REL:LT-AF-Z	7.2	Declination rotated section mean=0/180;rel int is NRM/IRM	-63.1	27.0456	Ma	3.262e-03
