tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_method_codes	specimen_dec	specimen_description	specimen_inc	specimen_inferred_age	specimen_inferred_age_unit	specimen_int_rel
This study	DSDP Site 522	32-2-141	32-2-141	32-2-141	LP-PI-IRM:LP-PI-REL:LT-AF-Z	189.1	Declination rotated section mean=0/180;rel int is NRM/IRM	40.5	32.6665	Ma	3.208e-03
This study	DSDP Site 522	32-2-144	32-2-144	32-2-144	LP-PI-IRM:LP-PI-REL:LT-AF-Z	154.5	Declination rotated section mean=0/180;rel int is NRM/IRM	49.9	32.6697	Ma	2.326e-03
This study	DSDP Site 522	32-2-147	32-2-147	32-2-147	LP-PI-IRM:LP-PI-REL:LT-AF-Z	176.3	Declination rotated section mean=0/180;rel int is NRM/IRM	51.6	32.6728	Ma	2.887e-03
This study	DSDP Site 522	32-2-150	32-2-150	32-2-150	LP-PI-IRM:LP-PI-REL:LT-AF-Z	174.4	Declination rotated section mean=0/180;rel int is NRM/IRM	50.9	32.6759	Ma	2.414e-03
This study	DSDP Site 522	32-3-004	32-3-004	32-3-004	LP-PI-IRM:LP-PI-REL:LT-AF-Z	166.0	Declination rotated section mean=0/180;rel int is NRM/IRM	59.9	32.68	Ma	2.393e-03
This study	DSDP Site 522	32-3-006	32-3-006	32-3-006	LP-PI-IRM:LP-PI-REL:LT-AF-Z	161.4	Declination rotated section mean=0/180;rel int is NRM/IRM	56.2	32.6821	Ma	1.869e-03
This study	DSDP Site 522	32-3-009	32-3-009	32-3-009	LP-PI-IRM:LP-PI-REL:LT-AF-Z	171.4	Declination rotated section mean=0/180;rel int is NRM/IRM	59.2	32.6852	Ma	2.632e-03
This study	DSDP Site 522	32-3-013	32-3-013	32-3-013	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183.7	Declination rotated section mean=0/180;rel int is NRM/IRM	71.5	32.6893	Ma	1.820e-03
This study	DSDP Site 522	32-3-016	32-3-016	32-3-016	LP-PI-IRM:LP-PI-REL:LT-AF-Z	199.4	Declination rotated section mean=0/180;rel int is NRM/IRM	71.2	32.6925	Ma	1.731e-03
This study	DSDP Site 522	32-3-020	32-3-020	32-3-020	LP-PI-IRM:LP-PI-REL:LT-AF-Z	176.1	Declination rotated section mean=0/180;rel int is NRM/IRM	53.3	32.6966	Ma	2.439e-03
This study	DSDP Site 522	32-3-023	32-3-023	32-3-023	LP-PI-IRM:LP-PI-REL:LT-AF-Z	166.2	Declination rotated section mean=0/180;rel int is NRM/IRM	43.1	32.6997	Ma	3.237e-03
This study	DSDP Site 522	32-3-026	32-3-026	32-3-026	LP-PI-IRM:LP-PI-REL:LT-AF-Z	177.4	Declination rotated section mean=0/180;rel int is NRM/IRM	55.5	32.7028	Ma	2.214e-03
This study	DSDP Site 522	32-3-029	32-3-029	32-3-029	LP-PI-IRM:LP-PI-REL:LT-AF-Z	185.6	Declination rotated section mean=0/180;rel int is NRM/IRM	47.3	32.7059	Ma	2.257e-03
This study	DSDP Site 522	32-3-033	32-3-033	32-3-033	LP-PI-IRM:LP-PI-REL:LT-AF-Z	195.9	Declination rotated section mean=0/180;rel int is NRM/IRM	41.4	32.7101	Ma	1.939e-03
This study	DSDP Site 522	32-3-036	32-3-036	32-3-036	LP-PI-IRM:LP-PI-REL:LT-AF-Z	180.0	Declination rotated section mean=0/180;rel int is NRM/IRM	55.5	32.7132	Ma	2.112e-03
This study	DSDP Site 522	32-3-039	32-3-039	32-3-039	LP-PI-IRM:LP-PI-REL:LT-AF-Z	211.9	Declination rotated section mean=0/180;rel int is NRM/IRM	57.1	32.7163	Ma	2.990e-03
This study	DSDP Site 522	32-3-043	32-3-043	32-3-043	LP-PI-IRM:LP-PI-REL:LT-AF-Z	224.5	Declination rotated section mean=0/180;rel int is NRM/IRM	18.4	32.7204	Ma	1.209e-03
This study	DSDP Site 522	32-3-049	32-3-049	32-3-049	LP-PI-IRM:LP-PI-REL:LT-AF-Z	177.6	Declination rotated section mean=0/180;rel int is NRM/IRM	34.1	32.7267	Ma	1.805e-03
This study	DSDP Site 522	32-3-052	32-3-052	32-3-052	LP-PI-IRM:LP-PI-REL:LT-AF-Z	187.7	Declination rotated section mean=0/180;rel int is NRM/IRM	67.7	32.7298	Ma	1.319e-03
This study	DSDP Site 522	32-3-055	32-3-055	32-3-055	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.9	Declination rotated section mean=0/180;rel int is NRM/IRM	35.2	32.7329	Ma	1.892e-03
This study	DSDP Site 522	32-3-058	32-3-058	32-3-058	LP-PI-IRM:LP-PI-REL:LT-AF-Z	173.8	Declination rotated section mean=0/180;rel int is NRM/IRM	56.7	32.736	Ma	1.736e-03
This study	DSDP Site 522	32-3-063	32-3-063	32-3-063	LP-PI-IRM:LP-PI-REL:LT-AF-Z	173.4	Declination rotated section mean=0/180;rel int is NRM/IRM	50.1	32.7412	Ma	3.124e-03
This study	DSDP Site 522	32-3-067	32-3-067	32-3-067	LP-PI-IRM:LP-PI-REL:LT-AF-Z	188.3	Declination rotated section mean=0/180;rel int is NRM/IRM	66.6	32.7453	Ma	1.582e-03
This study	DSDP Site 522	32-3-070	32-3-070	32-3-070	LP-PI-IRM:LP-PI-REL:LT-AF-Z	160.4	Declination rotated section mean=0/180;rel int is NRM/IRM	40.7	32.7484	Ma	1.518e-03
This study	DSDP Site 522	32-3-074	32-3-074	32-3-074	LP-PI-IRM:LP-PI-REL:LT-AF-Z	157.2	Declination rotated section mean=0/180;rel int is NRM/IRM	51.6	32.7526	Ma	1.798e-03
This study	DSDP Site 522	32-3-078	32-3-078	32-3-078	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.9	Declination rotated section mean=0/180;rel int is NRM/IRM	56.6	32.7567	Ma	1.668e-03
This study	DSDP Site 522	32-3-081	32-3-081	32-3-081	LP-PI-IRM:LP-PI-REL:LT-AF-Z	170.5	Declination rotated section mean=0/180;rel int is NRM/IRM	46.1	32.7598	Ma	1.583e-03
This study	DSDP Site 522	32-3-084	32-3-084	32-3-084	LP-PI-IRM:LP-PI-REL:LT-AF-Z	176.6	Declination rotated section mean=0/180;rel int is NRM/IRM	45	32.7629	Ma	2.481e-03
This study	DSDP Site 522	32-3-087	32-3-087	32-3-087	LP-PI-IRM:LP-PI-REL:LT-AF-Z	149.0	Declination rotated section mean=0/180;rel int is NRM/IRM	71.9	32.766	Ma	3.338e-03
This study	DSDP Site 522	32-3-090	32-3-090	32-3-090	LP-PI-IRM:LP-PI-REL:LT-AF-Z	169.2	Declination rotated section mean=0/180;rel int is NRM/IRM	62.2	32.7691	Ma	2.954e-03
This study	DSDP Site 522	32-3-093	32-3-093	32-3-093	LP-PI-IRM:LP-PI-REL:LT-AF-Z	154.9	Declination rotated section mean=0/180;rel int is NRM/IRM	37.3	32.7723	Ma	4.257e-03
This study	DSDP Site 522	32-3-096	32-3-096	32-3-096	LP-PI-IRM:LP-PI-REL:LT-AF-Z	221.5	Declination rotated section mean=0/180;rel int is NRM/IRM	66.9	32.7754	Ma	1.360e-03
This study	DSDP Site 522	32-3-099	32-3-099	32-3-099	LP-PI-IRM:LP-PI-REL:LT-AF-Z	148.8	Declination rotated section mean=0/180;rel int is NRM/IRM	62.7	32.7785	Ma	2.517e-03
This study	DSDP Site 522	32-3-103	32-3-103	32-3-103	LP-PI-IRM:LP-PI-REL:LT-AF-Z	169.3	Declination rotated section mean=0/180;rel int is NRM/IRM	68.2	32.7826	Ma	1.236e-03
This study	DSDP Site 522	32-3-106	32-3-106	32-3-106	LP-PI-IRM:LP-PI-REL:LT-AF-Z	156.9	Declination rotated section mean=0/180;rel int is NRM/IRM	58.6	32.7857	Ma	2.036e-03
This study	DSDP Site 522	32-3-109	32-3-109	32-3-109	LP-PI-IRM:LP-PI-REL:LT-AF-Z	177.5	Declination rotated section mean=0/180;rel int is NRM/IRM	55.7	32.7888	Ma	1.831e-03
This study	DSDP Site 522	32-3-112	32-3-112	32-3-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	159.7	Declination rotated section mean=0/180;rel int is NRM/IRM	44.6	32.7919	Ma	2.550e-03
This study	DSDP Site 522	32-3-115	32-3-115	32-3-115	LP-PI-IRM:LP-PI-REL:LT-AF-Z	174.2	Declination rotated section mean=0/180;rel int is NRM/IRM	59.5	32.7951	Ma	2.815e-03
This study	DSDP Site 522	32-3-118	32-3-118	32-3-118	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.9	Declination rotated section mean=0/180;rel int is NRM/IRM	59.5	32.7982	Ma	3.488e-03
This study	DSDP Site 522	32-3-122	32-3-122	32-3-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	143.5	Declination rotated section mean=0/180;rel int is NRM/IRM	40.3	32.8023	Ma	3.673e-03
This study	DSDP Site 522	32-3-124	32-3-124	32-3-124	LP-PI-IRM:LP-PI-REL:LT-AF-Z	197.3	Declination rotated section mean=0/180;rel int is NRM/IRM	48.1	32.8044	Ma	1.782e-03
This study	DSDP Site 522	32-3-128	32-3-128	32-3-128	LP-PI-IRM:LP-PI-REL:LT-AF-Z	205.5	Declination rotated section mean=0/180;rel int is NRM/IRM	50.1	32.8085	Ma	1.848e-03
This study	DSDP Site 522	32-3-131	32-3-131	32-3-131	LP-PI-IRM:LP-PI-REL:LT-AF-Z	209.5	Declination rotated section mean=0/180;rel int is NRM/IRM	42.6	32.8116	Ma	1.467e-03
This study	DSDP Site 522	32-3-134	32-3-134	32-3-134	LP-PI-IRM:LP-PI-REL:LT-AF-Z	216.8	Declination rotated section mean=0/180;rel int is NRM/IRM	32.4	32.8147	Ma	9.412e-04
This study	DSDP Site 522	33-1-012	33-1-012	33-1-012	LP-PI-IRM:LP-PI-REL:LT-AF-Z	144.8	Declination rotated section mean=0/180;rel int is NRM/IRM	20.4	32.8334	Ma	1.467e-03
This study	DSDP Site 522	33-1-015	33-1-015	33-1-015	LP-PI-IRM:LP-PI-REL:LT-AF-Z	152.2	Declination rotated section mean=0/180;rel int is NRM/IRM	40	32.8365	Ma	1.932e-03
This study	DSDP Site 522	33-1-021	33-1-021	33-1-021	LP-PI-IRM:LP-PI-REL:LT-AF-Z	180.8	Declination rotated section mean=0/180;rel int is NRM/IRM	37.4	32.8427	Ma	1.960e-03
This study	DSDP Site 522	33-1-027	33-1-027	33-1-027	LP-PI-IRM:LP-PI-REL:LT-AF-Z	192.3	Declination rotated section mean=0/180;rel int is NRM/IRM	46.7	32.8489	Ma	2.905e-03
This study	DSDP Site 522	33-1-030	33-1-030	33-1-030	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.8	Declination rotated section mean=0/180;rel int is NRM/IRM	47.3	32.8521	Ma	5.427e-03
This study	DSDP Site 522	33-1-033	33-1-033	33-1-033	LP-PI-IRM:LP-PI-REL:LT-AF-Z	164.3	Declination rotated section mean=0/180;rel int is NRM/IRM	52.9	32.8552	Ma	6.133e-03
This study	DSDP Site 522	33-1-038	33-1-038	33-1-038	LP-PI-IRM:LP-PI-REL:LT-AF-Z	197.3	Declination rotated section mean=0/180;rel int is NRM/IRM	45.2	32.8603	Ma	6.623e-03
This study	DSDP Site 522	33-1-042	33-1-042	33-1-042	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183.0	Declination rotated section mean=0/180;rel int is NRM/IRM	44.2	32.8645	Ma	3.670e-03
This study	DSDP Site 522	33-1-044	33-1-044	33-1-044	LP-PI-IRM:LP-PI-REL:LT-AF-Z	159.6	Declination rotated section mean=0/180;rel int is NRM/IRM	45.9	32.8666	Ma	2.771e-03
This study	DSDP Site 522	33-1-047	33-1-047	33-1-047	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.9	Declination rotated section mean=0/180;rel int is NRM/IRM	39.1	32.8697	Ma	3.659e-03
This study	DSDP Site 522	33-1-050	33-1-050	33-1-050	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.0	Declination rotated section mean=0/180;rel int is NRM/IRM	43.8	32.8728	Ma	4.080e-03
This study	DSDP Site 522	33-1-053	33-1-053	33-1-053	LP-PI-IRM:LP-PI-REL:LT-AF-Z	178.7	Declination rotated section mean=0/180;rel int is NRM/IRM	41.7	32.8759	Ma	3.956e-03
This study	DSDP Site 522	33-1-057	33-1-057	33-1-057	LP-PI-IRM:LP-PI-REL:LT-AF-Z	180.4	Declination rotated section mean=0/180;rel int is NRM/IRM	48.8	32.88	Ma	3.514e-03
This study	DSDP Site 522	33-1-062	33-1-062	33-1-062	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183.1	Declination rotated section mean=0/180;rel int is NRM/IRM	48.2	32.8852	Ma	2.640e-03
This study	DSDP Site 522	33-1-068	33-1-068	33-1-068	LP-PI-IRM:LP-PI-REL:LT-AF-Z	186.7	Declination rotated section mean=0/180;rel int is NRM/IRM	45	32.8914	Ma	3.602e-03
This study	DSDP Site 522	33-1-071	33-1-071	33-1-071	LP-PI-IRM:LP-PI-REL:LT-AF-Z	155.9	Declination rotated section mean=0/180;rel int is NRM/IRM	54.9	32.8945	Ma	4.282e-03
This study	DSDP Site 522	33-1-074	33-1-074	33-1-074	LP-PI-IRM:LP-PI-REL:LT-AF-Z	192.7	Declination rotated section mean=0/180;rel int is NRM/IRM	44.1	32.8977	Ma	5.754e-03
This study	DSDP Site 522	33-1-078	33-1-078	33-1-078	LP-PI-IRM:LP-PI-REL:LT-AF-Z	176.5	Declination rotated section mean=0/180;rel int is NRM/IRM	50.4	32.9018	Ma	5.490e-03
This study	DSDP Site 522	33-1-083	33-1-083	33-1-083	LP-PI-IRM:LP-PI-REL:LT-AF-Z	201.7	Declination rotated section mean=0/180;rel int is NRM/IRM	45.8	32.907	Ma	3.242e-03
This study	DSDP Site 522	33-1-088	33-1-088	33-1-088	LP-PI-IRM:LP-PI-REL:LT-AF-Z	176.9	Declination rotated section mean=0/180;rel int is NRM/IRM	57	32.9122	Ma	2.014e-03
This study	DSDP Site 522	33-1-091	33-1-091	33-1-091	LP-PI-IRM:LP-PI-REL:LT-AF-Z	197.6	Declination rotated section mean=0/180;rel int is NRM/IRM	40.7	32.9153	Ma	2.656e-03
This study	DSDP Site 522	33-1-094	33-1-094	33-1-094	LP-PI-IRM:LP-PI-REL:LT-AF-Z	186.0	Declination rotated section mean=0/180;rel int is NRM/IRM	47.5	32.9184	Ma	3.310e-03
This study	DSDP Site 522	33-1-099	33-1-099	33-1-099	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.0	Declination rotated section mean=0/180;rel int is NRM/IRM	51.5	32.9236	Ma	4.007e-03
This study	DSDP Site 522	33-1-103	33-1-103	33-1-103	LP-PI-IRM:LP-PI-REL:LT-AF-Z	197.4	Declination rotated section mean=0/180;rel int is NRM/IRM	45.5	32.9277	Ma	5.556e-03
This study	DSDP Site 522	33-1-109	33-1-109	33-1-109	LP-PI-IRM:LP-PI-REL:LT-AF-Z	188.0	Declination rotated section mean=0/180;rel int is NRM/IRM	42	32.9339	Ma	3.352e-03
This study	DSDP Site 522	33-1-112	33-1-112	33-1-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.1	Declination rotated section mean=0/180;rel int is NRM/IRM	42	32.937	Ma	1.703e-03
This study	DSDP Site 522	33-1-115	33-1-115	33-1-115	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.0	Declination rotated section mean=0/180;rel int is NRM/IRM	35.7	32.9401	Ma	2.121e-03
This study	DSDP Site 522	33-1-119	33-1-119	33-1-119	LP-PI-IRM:LP-PI-REL:LT-AF-Z	176.5	Declination rotated section mean=0/180;rel int is NRM/IRM	38.9	32.9443	Ma	1.744e-03
This study	DSDP Site 522	33-1-122	33-1-122	33-1-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	190.6	Declination rotated section mean=0/180;rel int is NRM/IRM	33.6	32.9474	Ma	2.440e-03
This study	DSDP Site 522	33-1-125	33-1-125	33-1-125	LP-PI-IRM:LP-PI-REL:LT-AF-Z	180.7	Declination rotated section mean=0/180;rel int is NRM/IRM	38.2	32.9505	Ma	2.607e-03
This study	DSDP Site 522	33-1-130	33-1-130	33-1-130	LP-PI-IRM:LP-PI-REL:LT-AF-Z	174.0	Declination rotated section mean=0/180;rel int is NRM/IRM	48.9	32.9557	Ma	3.810e-03
This study	DSDP Site 522	33-1-134	33-1-134	33-1-134	LP-PI-IRM:LP-PI-REL:LT-AF-Z	177.4	Declination rotated section mean=0/180;rel int is NRM/IRM	49.1	32.9598	Ma	2.880e-03
This study	DSDP Site 522	33-1-138	33-1-138	33-1-138	LP-PI-IRM:LP-PI-REL:LT-AF-Z	189.3	Declination rotated section mean=0/180;rel int is NRM/IRM	40.5	32.964	Ma	3.250e-03
This study	DSDP Site 522	33-1-141	33-1-141	33-1-141	LP-PI-IRM:LP-PI-REL:LT-AF-Z	186.3	Declination rotated section mean=0/180;rel int is NRM/IRM	38.8	32.9671	Ma	2.721e-03
This study	DSDP Site 522	33-1-145	33-1-145	33-1-145	LP-PI-IRM:LP-PI-REL:LT-AF-Z	171.4	Declination rotated section mean=0/180;rel int is NRM/IRM	46.4	32.9712	Ma	3.908e-03
This study	DSDP Site 522	33-1-149	33-1-149	33-1-149	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.2	Declination rotated section mean=0/180;rel int is NRM/IRM	41.4	32.9754	Ma	4.706e-03
This study	DSDP Site 522	33-2-002	33-2-002	33-2-002	LP-PI-IRM:LP-PI-REL:LT-AF-Z	188.2	Declination rotated section mean=0/180;rel int is NRM/IRM	54.2	32.9785	Ma	5.142e-03
This study	DSDP Site 522	33-2-005	33-2-005	33-2-005	LP-PI-IRM:LP-PI-REL:LT-AF-Z	172.4	Declination rotated section mean=0/180;rel int is NRM/IRM	60.3	32.9816	Ma	3.466e-03
This study	DSDP Site 522	33-2-009	33-2-009	33-2-009	LP-PI-IRM:LP-PI-REL:LT-AF-Z	196.0	Declination rotated section mean=0/180;rel int is NRM/IRM	45.9	32.9857	Ma	3.076e-03
This study	DSDP Site 522	33-2-013	33-2-013	33-2-013	LP-PI-IRM:LP-PI-REL:LT-AF-Z	166.3	Declination rotated section mean=0/180;rel int is NRM/IRM	63.4	32.9899	Ma	3.390e-03
This study	DSDP Site 522	33-2-017	33-2-017	33-2-017	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.0	Declination rotated section mean=0/180;rel int is NRM/IRM	68.7	32.994	Ma	3.203e-03
This study	DSDP Site 522	33-2-023	33-2-023	33-2-023	LP-PI-IRM:LP-PI-REL:LT-AF-Z	175.9	Declination rotated section mean=0/180;rel int is NRM/IRM	56.3	33.0003	Ma	4.163e-03
This study	DSDP Site 522	33-2-026	33-2-026	33-2-026	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.1	Declination rotated section mean=0/180;rel int is NRM/IRM	62.3	33.0034	Ma	2.803e-03
This study	DSDP Site 522	33-2-031	33-2-031	33-2-031	LP-PI-IRM:LP-PI-REL:LT-AF-Z	189.9	Declination rotated section mean=0/180;rel int is NRM/IRM	53.8	33.0085	Ma	4.225e-03
This study	DSDP Site 522	33-2-036	33-2-036	33-2-036	LP-PI-IRM:LP-PI-REL:LT-AF-Z	171.3	Declination rotated section mean=0/180;rel int is NRM/IRM	47.4	33.0137	Ma	3.730e-03
This study	DSDP Site 522	33-2-038	33-2-038	33-2-038	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.0	Declination rotated section mean=0/180;rel int is NRM/IRM	64.3	33.0158	Ma	3.342e-03
This study	DSDP Site 522	33-2-045	33-2-045	33-2-045	LP-PI-IRM:LP-PI-REL:LT-AF-Z	212.4	Declination rotated section mean=0/180;rel int is NRM/IRM	60.6	33.0231	Ma	2.837e-03
This study	DSDP Site 522	33-2-050	33-2-050	33-2-050	LP-PI-IRM:LP-PI-REL:LT-AF-Z	222.9	Declination rotated section mean=0/180;rel int is NRM/IRM	73.2	33.0282	Ma	1.556e-03
This study	DSDP Site 522	33-2-054	33-2-054	33-2-054	LP-PI-IRM:LP-PI-REL:LT-AF-Z	170.2	Declination rotated section mean=0/180;rel int is NRM/IRM	46.9	33.0324	Ma	1.170e-02
This study	DSDP Site 522	33-2-057	33-2-057	33-2-057	LP-PI-IRM:LP-PI-REL:LT-AF-Z	226.4	Declination rotated section mean=0/180;rel int is NRM/IRM	52.3	33.0355	Ma	1.251e-03
This study	DSDP Site 522	33-2-059	33-2-059	33-2-059	LP-PI-IRM:LP-PI-REL:LT-AF-Z	229.3	Declination rotated section mean=0/180;rel int is NRM/IRM	75.7	33.0376	Ma	1.711e-03
This study	DSDP Site 522	33-2-064	33-2-064	33-2-064	LP-PI-IRM:LP-PI-REL:LT-AF-Z	255.3	Declination rotated section mean=0/180;rel int is NRM/IRM	60.8	33.0427	Ma	1.432e-03
This study	DSDP Site 522	33-2-067	33-2-067	33-2-067	LP-PI-IRM:LP-PI-REL:LT-AF-Z	260.6	Declination rotated section mean=0/180;rel int is NRM/IRM	55.5	33.0459	Ma	1.477e-03
This study	DSDP Site 522	33-2-071	33-2-071	33-2-071	LP-PI-IRM:LP-PI-REL:LT-AF-Z	294.5	Declination rotated section mean=0/180;rel int is NRM/IRM	54.8	33.05	Ma	1.604e-03
This study	DSDP Site 522	33-2-077	33-2-077	33-2-077	LP-PI-IRM:LP-PI-REL:LT-AF-Z	327.3	Declination rotated section mean=0/180;rel int is NRM/IRM	7.3	33.0555	Ma	1.123e-03
This study	DSDP Site 522	33-2-082	33-2-082	33-2-082	LP-PI-IRM:LP-PI-REL:LT-AF-Z	310.3	Declination rotated section mean=0/180;rel int is NRM/IRM	13.3	33.0601	Ma	1.247e-03
This study	DSDP Site 522	33-2-086	33-2-086	33-2-086	LP-PI-IRM:LP-PI-REL:LT-AF-Z	335.3	Declination rotated section mean=0/180;rel int is NRM/IRM	-18.9	33.0638	Ma	2.301e-03
This study	DSDP Site 522	33-2-091	33-2-091	33-2-091	LP-PI-IRM:LP-PI-REL:LT-AF-Z	335.9	Declination rotated section mean=0/180;rel int is NRM/IRM	-53.7	33.0684	Ma	2.766e-03
This study	DSDP Site 522	33-2-094	33-2-094	33-2-094	LP-PI-IRM:LP-PI-REL:LT-AF-Z	351.3	Declination rotated section mean=0/180;rel int is NRM/IRM	-43.7	33.0712	Ma	2.297e-03
This study	DSDP Site 522	33-2-104	33-2-104	33-2-104	LP-PI-IRM:LP-PI-REL:LT-AF-Z	336.6	Declination rotated section mean=0/180;rel int is NRM/IRM	-51.6	33.0804	Ma	3.322e-03
This study	DSDP Site 522	33-2-108	33-2-108	33-2-108	LP-PI-IRM:LP-PI-REL:LT-AF-Z	343.0	Declination rotated section mean=0/180;rel int is NRM/IRM	-53.7	33.0841	Ma	2.768e-03
This study	DSDP Site 522	33-2-112	33-2-112	33-2-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	330.1	Declination rotated section mean=0/180;rel int is NRM/IRM	-34.2	33.0878	Ma	1.797e-03
This study	DSDP Site 522	33-2-117	33-2-117	33-2-117	LP-PI-IRM:LP-PI-REL:LT-AF-Z	320.2	Declination rotated section mean=0/180;rel int is NRM/IRM	-43.5	33.0915	Ma	2.246e-03
This study	DSDP Site 522	33-2-120	33-2-120	33-2-120	LP-PI-IRM:LP-PI-REL:LT-AF-Z	345.2	Declination rotated section mean=0/180;rel int is NRM/IRM	-32.9	33.0952	Ma	1.533e-03
This study	DSDP Site 522	33-2-124	33-2-124	33-2-124	LP-PI-IRM:LP-PI-REL:LT-AF-Z	345.4	Declination rotated section mean=0/180;rel int is NRM/IRM	-38.8	33.0989	Ma	2.333e-03
This study	DSDP Site 522	33-2-128	33-2-128	33-2-128	LP-PI-IRM:LP-PI-REL:LT-AF-Z	337.9	Declination rotated section mean=0/180;rel int is NRM/IRM	-43.6	33.1026	Ma	2.331e-03
This study	DSDP Site 522	33-2-131	33-2-131	33-2-131	LP-PI-IRM:LP-PI-REL:LT-AF-Z	337.8	Declination rotated section mean=0/180;rel int is NRM/IRM	-30.2	33.1053	Ma	2.097e-03
This study	DSDP Site 522	33-2-136	33-2-136	33-2-136	LP-PI-IRM:LP-PI-REL:LT-AF-Z	341.7	Declination rotated section mean=0/180;rel int is NRM/IRM	-43	33.1099	Ma	2.760e-03
This study	DSDP Site 522	33-2-141	33-2-141	33-2-141	LP-PI-IRM:LP-PI-REL:LT-AF-Z	323.6	Declination rotated section mean=0/180;rel int is NRM/IRM	-47.4	33.1145	Ma	2.130e-03
This study	DSDP Site 522	33-2-145	33-2-145	33-2-145	LP-PI-IRM:LP-PI-REL:LT-AF-Z	335.2	Declination rotated section mean=0/180;rel int is NRM/IRM	-42.7	33.1182	Ma	2.178e-03
This study	DSDP Site 522	33-2-149	33-2-149	33-2-149	LP-PI-IRM:LP-PI-REL:LT-AF-Z	324.9	Declination rotated section mean=0/180;rel int is NRM/IRM	-36.6	33.1219	Ma	2.621e-03
This study	DSDP Site 522	33-3-002	33-3-002	33-3-002	LP-PI-IRM:LP-PI-REL:LT-AF-Z	6.8	Declination rotated section mean=0/180;rel int is NRM/IRM	-58.8	33.1247	Ma	4.078e-03
This study	DSDP Site 522	33-3-005	33-3-005	33-3-005	LP-PI-IRM:LP-PI-REL:LT-AF-Z	350.5	Declination rotated section mean=0/180;rel int is NRM/IRM	-56	33.1274	Ma	3.360e-03
This study	DSDP Site 522	33-3-011	33-3-011	33-3-011	LP-PI-IRM:LP-PI-REL:LT-AF-Z	6.3	Declination rotated section mean=0/180;rel int is NRM/IRM	-49.1	33.133	Ma	3.529e-03
This study	DSDP Site 522	33-3-015	33-3-015	33-3-015	LP-PI-IRM:LP-PI-REL:LT-AF-Z	359.5	Declination rotated section mean=0/180;rel int is NRM/IRM	-23.9	33.1367	Ma	3.591e-03
This study	DSDP Site 522	34-1-034	34-1-034	34-1-034	LP-PI-IRM:LP-PI-REL:LT-AF-Z	343.0	Declination rotated section mean=0/180;rel int is NRM/IRM	-34	33.2003	Ma	4.336e-04
This study	DSDP Site 522	34-1-037	34-1-037	34-1-037	LP-PI-IRM:LP-PI-REL:LT-AF-Z	21.6	Declination rotated section mean=0/180;rel int is NRM/IRM	41.3	33.203	Ma	4.565e-04
This study	DSDP Site 522	34-1-041	34-1-041	34-1-041	LP-PI-IRM:LP-PI-REL:LT-AF-Z	206.7	Declination rotated section mean=0/180;rel int is NRM/IRM	17.7	33.2067	Ma	4.678e-04
This study	DSDP Site 522	34-1-044	34-1-044	34-1-044	LP-PI-IRM:LP-PI-REL:LT-AF-Z	316.2	Declination rotated section mean=0/180;rel int is NRM/IRM	7.7	33.2095	Ma	7.730e-04
This study	DSDP Site 522	34-1-049	34-1-049	34-1-049	LP-PI-IRM:LP-PI-REL:LT-AF-Z	353.9	Declination rotated section mean=0/180;rel int is NRM/IRM	-3.8	33.2141	Ma	2.938e-03
This study	DSDP Site 522	34-1-052	34-1-052	34-1-052	LP-PI-IRM:LP-PI-REL:LT-AF-Z	327.4	Declination rotated section mean=0/180;rel int is NRM/IRM	-71.5	33.2169	Ma	1.159e-03
This study	DSDP Site 522	34-1-055	34-1-055	34-1-055	LP-PI-IRM:LP-PI-REL:LT-AF-Z	310.8	Declination rotated section mean=0/180;rel int is NRM/IRM	5.9	33.2196	Ma	8.067e-04
This study	DSDP Site 522	34-1-059	34-1-059	34-1-059	LP-PI-IRM:LP-PI-REL:LT-AF-Z	5.3	Declination rotated section mean=0/180;rel int is NRM/IRM	-86.9	33.2233	Ma	2.773e-03
This study	DSDP Site 522	34-1-064	34-1-064	34-1-064	LP-PI-IRM:LP-PI-REL:LT-AF-Z	342.4	Declination rotated section mean=0/180;rel int is NRM/IRM	-71.5	33.2279	Ma	1.311e-03
