tab 	er_ages
age	age_description	age_unit	er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes
3.04	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-007H_7A-0.5	318-U1361A-007H_7A-0.5	GM-INT:GM-POL:GM-FOSSIL
3.05	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-007H_7A-0.55	318-U1361A-007H_7A-0.55	GM-INT:GM-POL:GM-FOSSIL
3.05	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-007H_7A-0.6	318-U1361A-007H_7A-0.6	GM-INT:GM-POL:GM-FOSSIL
3.07	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H-1-W-73	318-U1361A-008H-1-W-73	GM-INT:GM-POL:GM-FOSSIL
3.07	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H-1-W-73a	318-U1361A-008H-1-W-73a	GM-INT:GM-POL:GM-FOSSIL
3.14	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H-2-W-92	318-U1361A-008H-2-W-92	GM-INT:GM-POL:GM-FOSSIL
3.20	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H-3-W-102	318-U1361A-008H-3-W-102	GM-INT:GM-POL:GM-FOSSIL
3.20	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H-3-W-102a	318-U1361A-008H-3-W-102a	GM-INT:GM-POL:GM-FOSSIL
3.25	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H-4-W-78	318-U1361A-008H-4-W-78	GM-INT:GM-POL:GM-FOSSIL
3.25	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H-4-W-78a	318-U1361A-008H-4-W-78a	GM-INT:GM-POL:GM-FOSSIL
3.30	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H-5-W-67	318-U1361A-008H-5-W-67	GM-INT:GM-POL:GM-FOSSIL
3.30	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H-5-W-67a	318-U1361A-008H-5-W-67a	GM-INT:GM-POL:GM-FOSSIL
3.37	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H-6-W-83	318-U1361A-008H-6-W-83	GM-INT:GM-POL:GM-FOSSIL
3.37	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H-6-W-83a	318-U1361A-008H-6-W-83a	GM-INT:GM-POL:GM-FOSSIL
3.38	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H-7-W-28	318-U1361A-008H-7-W-28	GM-INT:GM-POL:GM-FOSSIL
3.38	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H-7-W-28a	318-U1361A-008H-7-W-28a	GM-INT:GM-POL:GM-FOSSIL
3.06	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_1A-0.4	318-U1361A-008H_1A-0.4	GM-INT:GM-POL:GM-FOSSIL
3.06	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_1A-0.45	318-U1361A-008H_1A-0.45	GM-INT:GM-POL:GM-FOSSIL
3.06	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_1A-0.5	318-U1361A-008H_1A-0.5	GM-INT:GM-POL:GM-FOSSIL
3.07	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_1A-0.55	318-U1361A-008H_1A-0.55	GM-INT:GM-POL:GM-FOSSIL
3.07	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_1A-0.6	318-U1361A-008H_1A-0.6	GM-INT:GM-POL:GM-FOSSIL
3.07	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_1A-0.65	318-U1361A-008H_1A-0.65	GM-INT:GM-POL:GM-FOSSIL
3.07	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_1A-0.7	318-U1361A-008H_1A-0.7	GM-INT:GM-POL:GM-FOSSIL
3.07	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_1A-0.75	318-U1361A-008H_1A-0.75	GM-INT:GM-POL:GM-FOSSIL
3.08	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_1A-0.8	318-U1361A-008H_1A-0.8	GM-INT:GM-POL:GM-FOSSIL
3.08	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_1A-0.85	318-U1361A-008H_1A-0.85	GM-INT:GM-POL:GM-FOSSIL
3.08	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_1A-0.9	318-U1361A-008H_1A-0.9	GM-INT:GM-POL:GM-FOSSIL
3.08	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_1A-0.95	318-U1361A-008H_1A-0.95	GM-INT:GM-POL:GM-FOSSIL
3.08	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_1A-1	318-U1361A-008H_1A-1	GM-INT:GM-POL:GM-FOSSIL
3.10	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_1A-1.4	318-U1361A-008H_1A-1.4	GM-INT:GM-POL:GM-FOSSIL
3.11	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-0.1	318-U1361A-008H_2A-0.1	GM-INT:GM-POL:GM-FOSSIL
3.11	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-0.15	318-U1361A-008H_2A-0.15	GM-INT:GM-POL:GM-FOSSIL
3.11	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-0.2	318-U1361A-008H_2A-0.2	GM-INT:GM-POL:GM-FOSSIL
3.11	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-0.25	318-U1361A-008H_2A-0.25	GM-INT:GM-POL:GM-FOSSIL
3.11	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-0.3	318-U1361A-008H_2A-0.3	GM-INT:GM-POL:GM-FOSSIL
3.12	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-0.35	318-U1361A-008H_2A-0.35	GM-INT:GM-POL:GM-FOSSIL
3.12	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-0.4	318-U1361A-008H_2A-0.4	GM-INT:GM-POL:GM-FOSSIL
3.12	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-0.45	318-U1361A-008H_2A-0.45	GM-INT:GM-POL:GM-FOSSIL
3.12	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-0.5	318-U1361A-008H_2A-0.5	GM-INT:GM-POL:GM-FOSSIL
3.13	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-0.65	318-U1361A-008H_2A-0.65	GM-INT:GM-POL:GM-FOSSIL
3.13	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-0.7	318-U1361A-008H_2A-0.7	GM-INT:GM-POL:GM-FOSSIL
3.13	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-0.75	318-U1361A-008H_2A-0.75	GM-INT:GM-POL:GM-FOSSIL
3.13	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-0.8	318-U1361A-008H_2A-0.8	GM-INT:GM-POL:GM-FOSSIL
3.14	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-0.85	318-U1361A-008H_2A-0.85	GM-INT:GM-POL:GM-FOSSIL
3.14	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-0.9	318-U1361A-008H_2A-0.9	GM-INT:GM-POL:GM-FOSSIL
3.14	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-0.95	318-U1361A-008H_2A-0.95	GM-INT:GM-POL:GM-FOSSIL
3.14	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-1	318-U1361A-008H_2A-1	GM-INT:GM-POL:GM-FOSSIL
3.14	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-1.05	318-U1361A-008H_2A-1.05	GM-INT:GM-POL:GM-FOSSIL
3.15	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-1.1	318-U1361A-008H_2A-1.1	GM-INT:GM-POL:GM-FOSSIL
3.15	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-1.15	318-U1361A-008H_2A-1.15	GM-INT:GM-POL:GM-FOSSIL
3.15	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-1.2	318-U1361A-008H_2A-1.2	GM-INT:GM-POL:GM-FOSSIL
3.15	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-1.25	318-U1361A-008H_2A-1.25	GM-INT:GM-POL:GM-FOSSIL
3.15	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-1.3	318-U1361A-008H_2A-1.3	GM-INT:GM-POL:GM-FOSSIL
3.16	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-1.35	318-U1361A-008H_2A-1.35	GM-INT:GM-POL:GM-FOSSIL
3.16	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_2A-1.4	318-U1361A-008H_2A-1.4	GM-INT:GM-POL:GM-FOSSIL
3.16	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.1	318-U1361A-008H_3A-0.1	GM-INT:GM-POL:GM-FOSSIL
3.17	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.15	318-U1361A-008H_3A-0.15	GM-INT:GM-POL:GM-FOSSIL
3.17	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.2	318-U1361A-008H_3A-0.2	GM-INT:GM-POL:GM-FOSSIL
3.17	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.25	318-U1361A-008H_3A-0.25	GM-INT:GM-POL:GM-FOSSIL
3.17	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.3	318-U1361A-008H_3A-0.3	GM-INT:GM-POL:GM-FOSSIL
3.17	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.35	318-U1361A-008H_3A-0.35	GM-INT:GM-POL:GM-FOSSIL
3.18	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.4	318-U1361A-008H_3A-0.4	GM-INT:GM-POL:GM-FOSSIL
3.18	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.45	318-U1361A-008H_3A-0.45	GM-INT:GM-POL:GM-FOSSIL
3.18	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.5	318-U1361A-008H_3A-0.5	GM-INT:GM-POL:GM-FOSSIL
3.18	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.55	318-U1361A-008H_3A-0.55	GM-INT:GM-POL:GM-FOSSIL
3.18	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.6	318-U1361A-008H_3A-0.6	GM-INT:GM-POL:GM-FOSSIL
3.19	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.65	318-U1361A-008H_3A-0.65	GM-INT:GM-POL:GM-FOSSIL
3.19	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.7	318-U1361A-008H_3A-0.7	GM-INT:GM-POL:GM-FOSSIL
3.19	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.75	318-U1361A-008H_3A-0.75	GM-INT:GM-POL:GM-FOSSIL
3.19	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.8	318-U1361A-008H_3A-0.8	GM-INT:GM-POL:GM-FOSSIL
3.19	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.85	318-U1361A-008H_3A-0.85	GM-INT:GM-POL:GM-FOSSIL
3.20	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.9	318-U1361A-008H_3A-0.9	GM-INT:GM-POL:GM-FOSSIL
3.20	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-0.95	318-U1361A-008H_3A-0.95	GM-INT:GM-POL:GM-FOSSIL
3.20	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-1	318-U1361A-008H_3A-1	GM-INT:GM-POL:GM-FOSSIL
3.20	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-1.05	318-U1361A-008H_3A-1.05	GM-INT:GM-POL:GM-FOSSIL
3.20	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-1.1	318-U1361A-008H_3A-1.1	GM-INT:GM-POL:GM-FOSSIL
3.21	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-1.15	318-U1361A-008H_3A-1.15	GM-INT:GM-POL:GM-FOSSIL
3.21	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-1.2	318-U1361A-008H_3A-1.2	GM-INT:GM-POL:GM-FOSSIL
3.21	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-1.25	318-U1361A-008H_3A-1.25	GM-INT:GM-POL:GM-FOSSIL
3.21	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-1.3	318-U1361A-008H_3A-1.3	GM-INT:GM-POL:GM-FOSSIL
3.21	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-1.35	318-U1361A-008H_3A-1.35	GM-INT:GM-POL:GM-FOSSIL
3.22	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_3A-1.4	318-U1361A-008H_3A-1.4	GM-INT:GM-POL:GM-FOSSIL
3.22	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.1	318-U1361A-008H_4A-0.1	GM-INT:GM-POL:GM-FOSSIL
3.23	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.15	318-U1361A-008H_4A-0.15	GM-INT:GM-POL:GM-FOSSIL
3.23	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.2	318-U1361A-008H_4A-0.2	GM-INT:GM-POL:GM-FOSSIL
3.23	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.25	318-U1361A-008H_4A-0.25	GM-INT:GM-POL:GM-FOSSIL
3.23	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.3	318-U1361A-008H_4A-0.3	GM-INT:GM-POL:GM-FOSSIL
3.23	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.35	318-U1361A-008H_4A-0.35	GM-INT:GM-POL:GM-FOSSIL
3.23	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.4	318-U1361A-008H_4A-0.4	GM-INT:GM-POL:GM-FOSSIL
3.24	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.45	318-U1361A-008H_4A-0.45	GM-INT:GM-POL:GM-FOSSIL
3.24	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.5	318-U1361A-008H_4A-0.5	GM-INT:GM-POL:GM-FOSSIL
3.24	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.55	318-U1361A-008H_4A-0.55	GM-INT:GM-POL:GM-FOSSIL
3.24	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.6	318-U1361A-008H_4A-0.6	GM-INT:GM-POL:GM-FOSSIL
3.24	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.65	318-U1361A-008H_4A-0.65	GM-INT:GM-POL:GM-FOSSIL
3.25	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.7	318-U1361A-008H_4A-0.7	GM-INT:GM-POL:GM-FOSSIL
3.25	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.75	318-U1361A-008H_4A-0.75	GM-INT:GM-POL:GM-FOSSIL
3.25	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.8	318-U1361A-008H_4A-0.8	GM-INT:GM-POL:GM-FOSSIL
3.25	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.85	318-U1361A-008H_4A-0.85	GM-INT:GM-POL:GM-FOSSIL
3.25	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.9	318-U1361A-008H_4A-0.9	GM-INT:GM-POL:GM-FOSSIL
3.26	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-0.95	318-U1361A-008H_4A-0.95	GM-INT:GM-POL:GM-FOSSIL
3.26	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-1	318-U1361A-008H_4A-1	GM-INT:GM-POL:GM-FOSSIL
3.26	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-1.05	318-U1361A-008H_4A-1.05	GM-INT:GM-POL:GM-FOSSIL
3.26	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-1.1	318-U1361A-008H_4A-1.1	GM-INT:GM-POL:GM-FOSSIL
3.26	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-1.15	318-U1361A-008H_4A-1.15	GM-INT:GM-POL:GM-FOSSIL
3.27	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-1.2	318-U1361A-008H_4A-1.2	GM-INT:GM-POL:GM-FOSSIL
3.27	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-1.25	318-U1361A-008H_4A-1.25	GM-INT:GM-POL:GM-FOSSIL
3.27	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-1.3	318-U1361A-008H_4A-1.3	GM-INT:GM-POL:GM-FOSSIL
3.27	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-1.35	318-U1361A-008H_4A-1.35	GM-INT:GM-POL:GM-FOSSIL
3.27	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_4A-1.4	318-U1361A-008H_4A-1.4	GM-INT:GM-POL:GM-FOSSIL
3.28	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.1	318-U1361A-008H_5A-0.1	GM-INT:GM-POL:GM-FOSSIL
3.28	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.15	318-U1361A-008H_5A-0.15	GM-INT:GM-POL:GM-FOSSIL
3.28	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.2	318-U1361A-008H_5A-0.2	GM-INT:GM-POL:GM-FOSSIL
3.29	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.25	318-U1361A-008H_5A-0.25	GM-INT:GM-POL:GM-FOSSIL
3.29	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.3	318-U1361A-008H_5A-0.3	GM-INT:GM-POL:GM-FOSSIL
3.29	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.35	318-U1361A-008H_5A-0.35	GM-INT:GM-POL:GM-FOSSIL
3.29	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.4	318-U1361A-008H_5A-0.4	GM-INT:GM-POL:GM-FOSSIL
3.29	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.45	318-U1361A-008H_5A-0.45	GM-INT:GM-POL:GM-FOSSIL
3.30	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.5	318-U1361A-008H_5A-0.5	GM-INT:GM-POL:GM-FOSSIL
3.30	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.55	318-U1361A-008H_5A-0.55	GM-INT:GM-POL:GM-FOSSIL
3.30	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.6	318-U1361A-008H_5A-0.6	GM-INT:GM-POL:GM-FOSSIL
3.30	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.65	318-U1361A-008H_5A-0.65	GM-INT:GM-POL:GM-FOSSIL
3.30	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.7	318-U1361A-008H_5A-0.7	GM-INT:GM-POL:GM-FOSSIL
3.31	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.75	318-U1361A-008H_5A-0.75	GM-INT:GM-POL:GM-FOSSIL
3.31	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.8	318-U1361A-008H_5A-0.8	GM-INT:GM-POL:GM-FOSSIL
3.31	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.85	318-U1361A-008H_5A-0.85	GM-INT:GM-POL:GM-FOSSIL
3.31	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.9	318-U1361A-008H_5A-0.9	GM-INT:GM-POL:GM-FOSSIL
3.31	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-0.95	318-U1361A-008H_5A-0.95	GM-INT:GM-POL:GM-FOSSIL
3.32	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-1	318-U1361A-008H_5A-1	GM-INT:GM-POL:GM-FOSSIL
3.32	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-008H_5A-1.05	318-U1361A-008H_5A-1.05	GM-INT:GM-POL:GM-FOSSIL
