Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),Demag level (mT),Inclination background &amp; tray corrected (deg),Declination background &amp; tray corrected (deg),Intensity background &amp; tray corrected (A/m),Inclination raw (deg),Declination raw (deg),Intensity raw (A/m),Magnetic moment x (Am&sup2;),Magnetic moment y (Am&sup2;),Magnetic moment z (Am&sup2;),Sample orientation,Raw data,Timestamp (UTC),Instrument,Text ID,Test No.,Comments
XXX,UTEST,A,4,H,5,A,140,30.9,30.9,0,76.1,16.4,0.13519,76.1,16.4,0.13519,2.96E-06,8.91E-07,2.03E-05,,,4/11/15 2:17,SRM,SHLF6602611,75602601,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,145,30.95,30.95,0,80,357.9,0.084017,80,357.9,0.084021,1.38E-06,-5.27E-08,1.28E-05,,,4/11/15 2:17,SRM,SHLF6602611,75602601,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,150,31,31,0,78.2,229.2,0.021267,78.2,229.6,0.021269,-2.66E-07,-3.19E-07,3.22E-06,,,4/11/15 2:17,SRM,SHLF6602611,75602601,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,0,29.5,29.5,10,57.6,39.7,0.0025139,56.7,41.3,0.0025565,9.97E-08,8.96E-08,3.31E-07,Single Line,29015461,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,5,29.55,29.55,10,58.2,26.8,0.0048984,58.2,26.9,0.0049007,2.18E-07,1.13E-07,6.44E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,10,29.6,29.6,10,70.7,7.2,0.0039232,70.7,6.9,0.0039228,1.22E-07,1.50E-08,5.73E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,15,29.65,29.65,10,88,332.2,0.0025837,88,330.2,0.0025838,7.34E-09,-4.30E-09,3.99E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,20,29.7,29.7,10,62.5,35.1,0.0038355,62.5,35.1,0.0038362,1.37E-07,9.86E-08,5.26E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,25,29.75,29.75,10,58.1,27.8,0.0073369,58.1,27.8,0.0073379,3.24E-07,1.75E-07,9.64E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,30,29.8,29.8,10,83,147.7,0.010025,83,147.8,0.010027,-9.77E-08,6.30E-08,1.54E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,35,29.85,29.85,10,68.4,49.1,0.034979,68.4,49.1,0.034981,7.97E-07,9.41E-07,5.03E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,40,29.9,29.9,10,64.7,31.7,0.078042,64.7,31.7,0.078044,2.69E-06,1.70E-06,1.09E-05,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,45,29.95,29.95,10,64.2,31.1,0.10906,64.2,31.1,0.10906,3.85E-06,2.38E-06,1.52E-05,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,50,30,30,10,78.9,320.2,0.04593,78.9,320.2,0.045931,6.43E-07,-5.47E-07,6.97E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,55,30.05,30.05,10,82.5,297,0.01428,82.5,297,0.014282,8.01E-08,-1.61E-07,2.19E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,60,30.1,30.1,10,75.3,15.4,0.0084219,75.3,15.4,0.0084238,1.95E-07,5.48E-08,1.26E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,65,30.15,30.15,10,65.6,22.8,0.0073403,65.7,22.8,0.0073435,2.64E-07,1.13E-07,1.04E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,70,30.2,30.2,10,61.3,20.3,0.0089813,61.3,20.3,0.0089845,3.82E-07,1.44E-07,1.22E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,75,30.25,30.25,10,61.6,17.4,0.0099905,61.6,17.3,0.0099926,4.29E-07,1.37E-07,1.36E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,80,30.3,30.3,10,67.9,17.5,0.0080459,67.9,17.4,0.0080475,2.74E-07,8.77E-08,1.15E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,85,30.35,30.35,10,78.4,21.6,0.0056251,78.4,21.6,0.0056262,9.99E-08,4.04E-08,8.52E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,90,30.4,30.4,10,68.8,23.4,0.0060478,68.7,23.5,0.0060487,1.90E-07,8.45E-08,8.72E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,95,30.45,30.45,10,56.4,20.9,0.0096354,56.4,20.9,0.0096371,4.72E-07,1.84E-07,1.24E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,100,30.5,30.5,10,64.4,20.5,0.010799,64.4,20.4,0.0108,4.14E-07,1.58E-07,1.51E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,105,30.55,30.55,10,64.2,15.6,0.01289,64.2,15.5,0.012893,5.12E-07,1.46E-07,1.80E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,110,30.6,30.6,10,59,17.7,0.015106,59,17.7,0.01511,7.01E-07,2.29E-07,2.00E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,115,30.65,30.65,10,62.3,22.7,0.019628,62.3,22.7,0.019634,7.97E-07,3.42E-07,2.69E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,120,30.7,30.7,10,51.6,20.5,0.029459,51.6,20.5,0.029462,1.62E-06,6.20E-07,3.57E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,125,30.75,30.75,10,35.6,19.8,0.047896,35.6,19.8,0.047897,3.47E-06,1.28E-06,4.31E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,130,30.8,30.8,10,42.8,13.5,0.042835,42.8,13.4,0.042836,2.89E-06,7.07E-07,4.50E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,135,30.85,30.85,10,50,13.2,0.034204,50,13.2,0.034206,2.03E-06,4.84E-07,4.05E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,140,30.9,30.9,10,43.7,12.8,0.032156,43.7,12.8,0.032159,2.14E-06,4.97E-07,3.44E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,145,30.95,30.95,10,42.9,5.2,0.018803,42.9,5.2,0.018814,1.30E-06,1.22E-07,1.98E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,150,31,31,10,65,216.3,0.0032124,65.2,216.7,0.0032111,-1.02E-07,-7.78E-08,4.51E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602611,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,0,29.5,29.5,15,48.7,321.4,0.0012932,51.7,331.2,0.0012583,6.47E-08,-3.64E-08,1.53E-07,Single Line,29015471,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,5,29.55,29.55,15,45.8,359.2,0.0026601,45.8,2.8,0.0026615,1.75E-07,8.84E-09,2.95E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,10,29.6,29.6,15,54.1,321.1,0.002116,55.8,325.9,0.0020717,9.12E-08,-6.31E-08,2.65E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,15,29.65,29.65,15,47.3,273.2,0.0016522,51.5,273.6,0.0015504,5.73E-09,-9.31E-08,1.88E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,20,29.7,29.7,15,51.7,354.8,0.0019653,51.8,3.3,0.0019641,1.15E-07,6.84E-09,2.39E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,25,29.75,29.75,15,42.7,13.5,0.0040637,42.2,17.2,0.0041041,2.75E-07,8.71E-08,4.26E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,30,29.8,29.8,15,80.1,277.3,0.0041976,83.2,280.5,0.0041674,8.56E-09,-4.72E-08,6.40E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,35,29.85,29.85,15,58.2,33.5,0.015268,57.7,35,0.015344,6.35E-07,4.55E-07,2.01E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,40,29.9,29.9,15,51.7,28.2,0.035421,51.6,28.8,0.035504,1.83E-06,1.03E-06,4.30E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,45,29.95,29.95,15,51.1,29.3,0.050037,50.9,29.8,0.050129,2.59E-06,1.52E-06,6.02E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,50,30,30,15,69.2,351.3,0.020178,69.3,353.8,0.020164,6.70E-07,-7.41E-08,2.92E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,55,30.05,30.05,15,68.9,284.9,0.0068176,71.5,287.3,0.006708,5.98E-08,-1.96E-07,9.84E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,60,30.1,30.1,15,65.5,324,0.004225,67.8,334.7,0.0041535,1.34E-07,-6.48E-08,5.95E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,65,30.15,30.15,15,55.4,344.9,0.0036235,56.3,355.7,0.0035891,1.88E-07,-1.45E-08,4.62E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,70,30.2,30.2,15,49.3,355.1,0.0045511,49.4,3,0.004549,2.80E-07,1.51E-08,5.34E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,75,30.25,30.25,15,50.4,355.3,0.005235,50.4,2.6,0.0052324,3.15E-07,1.46E-08,6.24E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,80,30.3,30.3,15,56.1,345.3,0.0041641,56.9,356.5,0.0041265,2.13E-07,-1.34E-08,5.35E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,85,30.35,30.35,15,63.2,303.6,0.0027414,70.1,321.1,0.0026014,6.51E-08,-5.38E-08,3.78E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,90,30.4,30.4,15,57.2,334.1,0.0029826,59.6,352,0.0029061,1.38E-07,-1.98E-08,3.88E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,95,30.45,30.45,15,43.9,1.8,0.0054415,43.6,9.3,0.0054796,3.71E-07,6.19E-08,5.84E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,100,30.5,30.5,15,54.6,355.5,0.0056314,54.5,5,0.0056346,3.08E-07,2.75E-08,7.10E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,105,30.55,30.55,15,55.1,355.7,0.006926,55.1,3.9,0.0069287,3.74E-07,2.58E-08,8.79E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,110,30.6,30.6,15,48.3,4.5,0.008937,48,10.1,0.0089896,5.61E-07,1.02E-07,1.03E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,115,30.65,30.65,15,53.2,10.5,0.011241,52.7,15.5,0.011328,6.26E-07,1.77E-07,1.39E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,120,30.7,30.7,15,41.1,14,0.01814,40.8,16.6,0.018269,1.25E-06,3.81E-07,1.85E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,125,30.75,30.75,15,24.9,17,0.033687,24.8,18.2,0.033867,2.76E-06,9.28E-07,2.19E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,130,30.8,30.8,15,30.7,9.6,0.029311,30.6,11.1,0.029417,2.35E-06,4.71E-07,2.31E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,135,30.85,30.85,15,39.1,8.3,0.022245,38.9,10.6,0.022336,1.62E-06,3.08E-07,2.17E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,140,30.9,30.9,15,33.3,8.2,0.021751,33.2,10.5,0.021853,1.70E-06,3.22E-07,1.85E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,145,30.95,30.95,15,31,359.5,0.013701,30.9,3.2,0.013728,1.11E-06,6.27E-08,1.09E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,150,31,31,15,35.2,253.8,0.0027382,46.4,246.1,0.0021868,-5.78E-08,-1.33E-07,2.45E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602621,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,0,29.5,29.5,20,50.2,31.3,0.00086422,48.4,35.7,0.00090843,4.64E-08,3.41E-08,1.05E-07,Single Line,29015481,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,5,29.55,29.55,20,40.2,31.9,0.0020137,40.3,32.1,0.0020152,1.23E-07,7.90E-08,2.02E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,10,29.6,29.6,20,56.3,13.7,0.0013896,56.5,13.1,0.0013878,7.06E-08,1.68E-08,1.79E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,15,29.65,29.65,20,79.6,297.7,0.00082403,79.5,296.7,0.00082446,6.40E-09,-1.30E-08,1.25E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,20,29.7,29.7,20,43.7,31.8,0.0016839,43.7,31.8,0.0016844,9.79E-08,6.21E-08,1.80E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,25,29.75,29.75,20,34.2,31.9,0.0033622,34.2,31.9,0.0033626,2.23E-07,1.42E-07,2.93E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,30,29.8,29.8,20,81,62.1,0.0027719,81,62.2,0.0027743,1.90E-08,3.69E-08,4.24E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,35,29.85,29.85,20,51.9,41.5,0.010708,51.9,41.6,0.01071,4.67E-07,4.24E-07,1.30E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,40,29.9,29.9,20,47.7,30.2,0.024474,47.7,30.2,0.024477,1.35E-06,8.02E-07,2.80E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,45,29.95,29.95,20,46.3,31,0.034311,46.3,31,0.034311,1.92E-06,1.18E-06,3.84E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,50,30,30,20,64.8,9,0.013832,64.8,9,0.013832,5.49E-07,8.92E-08,1.94E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,55,30.05,30.05,20,77.1,297.3,0.0044893,77.1,297.4,0.0044903,4.37E-08,-8.61E-08,6.77E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,60,30.1,30.1,20,68.9,7.4,0.0029269,68.9,7.3,0.0029288,9.91E-08,1.30E-08,4.23E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,65,30.15,30.15,20,53.9,20,0.0025427,54,20.1,0.0025451,1.33E-07,4.97E-08,3.19E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,70,30.2,30.2,20,44.6,18.3,0.0032508,44.6,18.3,0.0032531,2.08E-07,7.05E-08,3.53E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,75,30.25,30.25,20,46.5,17.4,0.0037641,46.5,17.3,0.0037657,2.34E-07,7.48E-08,4.22E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,80,30.3,30.3,20,54.1,19.9,0.0029912,54.1,19.9,0.0029929,1.56E-07,5.78E-08,3.75E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,85,30.35,30.35,20,71.7,24.4,0.001834,71.6,24.4,0.0018351,4.99E-08,2.31E-08,2.69E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,90,30.4,30.4,20,55.2,22.9,0.0021315,55.1,23,0.0021329,1.06E-07,4.61E-08,2.71E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,95,30.45,30.45,20,38.4,20.8,0.0043051,38.3,20.8,0.004307,2.99E-07,1.16E-07,4.13E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,100,30.5,30.5,20,50,19.4,0.0041731,50,19.3,0.0041741,2.40E-07,8.59E-08,4.94E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,105,30.55,30.55,20,52.9,16.2,0.005072,52.9,16.1,0.0050752,2.79E-07,8.23E-08,6.26E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,110,30.6,30.6,20,45.6,17.4,0.0069307,45.6,17.4,0.0069334,4.38E-07,1.40E-07,7.67E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,115,30.65,30.65,20,50.2,22.5,0.0086742,50.2,22.6,0.0086786,4.85E-07,2.06E-07,1.03E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,120,30.7,30.7,20,39.8,20.9,0.013897,39.8,20.9,0.0139,9.44E-07,3.68E-07,1.38E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,125,30.75,30.75,20,23.3,20.1,0.026947,23.3,20.1,0.026947,2.20E-06,8.21E-07,1.65E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,130,30.8,30.8,20,29,13.5,0.023306,29,13.5,0.023307,1.88E-06,4.59E-07,1.75E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,135,30.85,30.85,20,37.8,13.2,0.017615,37.8,13.2,0.017617,1.28E-06,3.08E-07,1.67E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,140,30.9,30.9,20,32.7,13.3,0.017404,32.7,13.3,0.017407,1.35E-06,3.27E-07,1.45E-06,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,145,30.95,30.95,20,30.4,8,0.011352,30.3,8,0.011364,9.19E-07,1.33E-07,8.87E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,5,A,150,31,31,20,66.7,225.3,0.0014613,67.1,226.2,0.0014611,-3.72E-08,-3.96E-08,2.08E-07,,,4/11/15 2:18,SRM,SHLF6602611,75602631,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,0,31,31,5,66.9,32.6,0.045997,66.8,32.7,0.046032,1.44E-06,9.48E-07,6.55E-06,Single Line,29015891,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,5,31.05,31.05,5,69.7,18.8,0.075514,69.7,18.8,0.075519,2.35E-06,8.17E-07,1.10E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,10,31.1,31.1,5,70.9,9.4,0.085233,70.9,9.3,0.085236,2.60E-06,4.37E-07,1.25E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,15,31.15,31.15,5,69.6,3.3,0.088162,69.6,3.2,0.088167,2.91E-06,1.68E-07,1.28E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,20,31.2,31.2,5,66.2,7.3,0.097003,66.2,7.3,0.097009,3.68E-06,4.82E-07,1.37E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,25,31.25,31.25,5,71.4,1,0.085039,71.4,1,0.085045,2.56E-06,4.43E-08,1.25E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,30,31.3,31.3,5,75.5,15.7,0.091297,75.5,15.6,0.091303,2.08E-06,5.96E-07,1.37E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,35,31.35,31.35,5,75.9,18.5,0.11526,75.9,18.4,0.11526,2.52E-06,8.58E-07,1.73E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,40,31.4,31.4,5,77,13.7,0.13454,77,13.7,0.13455,2.79E-06,6.96E-07,2.03E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,45,31.45,31.45,5,78.1,4.6,0.1226,78.1,4.5,0.12261,2.39E-06,1.94E-07,1.86E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,50,31.5,31.5,5,70.8,16.2,0.11526,70.8,16.2,0.11527,3.44E-06,1.02E-06,1.68E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,55,31.55,31.55,5,69.6,21.8,0.11074,69.6,21.7,0.11075,3.39E-06,1.38E-06,1.61E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,60,31.6,31.6,5,75.6,20.5,0.11989,75.5,20.4,0.1199,2.66E-06,1.01E-06,1.80E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,65,31.65,31.65,5,76.2,5,0.15914,76.2,5,0.15915,3.58E-06,3.17E-07,2.39E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,70,31.7,31.7,5,74.1,24,0.18952,74.1,24,0.18953,4.48E-06,2.04E-06,2.82E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,75,31.75,31.75,5,68.3,36.2,0.14235,68.3,36.1,0.14236,4.02E-06,3.00E-06,2.05E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,80,31.8,31.8,5,76.4,21,0.13718,76.4,21,0.13719,2.86E-06,1.12E-06,2.06E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,85,31.85,31.85,5,75.8,17.6,0.14339,75.8,17.6,0.1434,3.17E-06,1.03E-06,2.15E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,90,31.9,31.9,5,67.6,31.6,0.10915,67.6,31.5,0.10916,3.35E-06,2.10E-06,1.56E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611681,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,0,31,31,0,72.4,41.2,0.080996,72.4,41.3,0.081028,1.75E-06,1.57E-06,1.19E-05,Single Line,29015901,4/11/15 2:58,SRM,SHLF6602641,75611691,Auto-Log Split Section
XXX,UTEST,A,4,H,6,A,5,31.05,31.05,0,77.6,25.1,0.13146,77.6,25.1,0.13146,2.41E-06,1.16E-06,1.99E-05,,,4/11/15 2:58,SRM,SHLF6602641,75611691,Auto-Log Split Section
