tab 	specimens
analysts	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_s_unit	aniso_tilt_correction	aniso_type	citations	experiments	instrument_codes	location	method_codes	result_quality	sample	site	specimen	volume
	0.3443999887:0.3459999859:0.3095999956:0.0000000000:0.0018000000:-0.0027000001	15	0.0003	SI	0	AMS	This study	318-U1356A-35R-2-W-60:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	
	0.3449:0.3464:0.3087:-0.0000:0.0017:-0.0023	15	0.0003	SI	-1	AMS	This study	318-U1356A-35R-2-W-60:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	
	0.3449000120:0.3463999927:0.3086999953:0.0000000000:0.0017000000:-0.0023000001	15	0.0003	SI	0	AMS	This study	318-U1356A-35R-2-W-60:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	318-U1356A-35R-2-W-60	
							This study			U1356A			318-U1356A-39R-1-W-26	318-U1356A-39R-1-W-26	318-U1356A-39R-1-W-26	7.000e-06
	0.3415:0.3414:0.3171:0.0001:0.0016:-0.0015	15	0.0001	SI	-1	AMS	This study	318-U1356A-39R-1-W-26:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-39R-1-W-26	318-U1356A-39R-1-W-26	318-U1356A-39R-1-W-26	
	0.3415000141:0.3413999975:0.3170999885:0.0001000000:0.0016000000:-0.0015000000	15	0.0001	SI	0	AMS	This study	318-U1356A-39R-1-W-26:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-39R-1-W-26	318-U1356A-39R-1-W-26	318-U1356A-39R-1-W-26	
	0.3416:0.3416:0.3168:0.0001:0.0015:-0.0014	15	0.0001	SI	-1	AMS	This study	318-U1356A-39R-1-W-26:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-39R-1-W-26	318-U1356A-39R-1-W-26	318-U1356A-39R-1-W-26	
	0.3416000009:0.3416000009:0.3167999983:0.0001000000:0.0015000000:-0.0014000000	15	0.0001	SI	0	AMS	This study	318-U1356A-39R-1-W-26:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-39R-1-W-26	318-U1356A-39R-1-W-26	318-U1356A-39R-1-W-26	
	0.3416:0.3415:0.3169:0.0001:0.0017:-0.0014	15	0.0001	SI	-1	AMS	This study	318-U1356A-39R-1-W-26:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-39R-1-W-26	318-U1356A-39R-1-W-26	318-U1356A-39R-1-W-26	
	0.3416000009:0.3415000141:0.3169000149:0.0001000000:0.0017000000:-0.0014000000	15	0.0001	SI	0	AMS	This study	318-U1356A-39R-1-W-26:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-39R-1-W-26	318-U1356A-39R-1-W-26	318-U1356A-39R-1-W-26	
							This study			U1356A			318-U1356A-39R-2-W-96	318-U1356A-39R-2-W-96	318-U1356A-39R-2-W-96	7.000e-06
	0.3402:0.3403:0.3195:-0.0001:0.0001:0.0023	15	0.0001	SI	-1	AMS	This study	318-U1356A-39R-2-W-96:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-39R-2-W-96	318-U1356A-39R-2-W-96	318-U1356A-39R-2-W-96	
	0.3402000070:0.3402999938:0.3194999993:-0.0001000000:0.0001000000:0.0023000001	15	0.0001	SI	0	AMS	This study	318-U1356A-39R-2-W-96:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-39R-2-W-96	318-U1356A-39R-2-W-96	318-U1356A-39R-2-W-96	
							This study			U1356A			+318-U1356A-48R-1-W-16	+318-U1356A-48R-1-W-16	+318-U1356A-48R-1-W-16	7.000e-06
	0.3438:0.3443:0.3119:-0.0005:0.0027:0.0032	15	0.0003	SI	-1	AMS	This study	+318-U1356A-48R-1-W-16:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	+318-U1356A-48R-1-W-16	+318-U1356A-48R-1-W-16	+318-U1356A-48R-1-W-16	
	0.3438000083:0.3443000019:0.3118999898:-0.0005000000:0.0027000001:0.0031999999	15	0.0003	SI	0	AMS	This study	+318-U1356A-48R-1-W-16:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	+318-U1356A-48R-1-W-16	+318-U1356A-48R-1-W-16	+318-U1356A-48R-1-W-16	
							This study			U1356A			318-U1356A-48R-1-W-16	318-U1356A-48R-1-W-16	318-U1356A-48R-1-W-16	7.000e-06
	0.3435:0.3441:0.3124:-0.0005:0.0027:0.0029	15	0.0001	SI	-1	AMS	This study	318-U1356A-48R-1-W-16:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-48R-1-W-16	318-U1356A-48R-1-W-16	318-U1356A-48R-1-W-16	
	0.3434999883:0.3440999985:0.3124000132:-0.0005000000:0.0027000001:0.0029000000	15	0.0001	SI	0	AMS	This study	318-U1356A-48R-1-W-16:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-48R-1-W-16	318-U1356A-48R-1-W-16	318-U1356A-48R-1-W-16	
	0.3434:0.3441:0.3125:-0.0005:0.0026:0.0032	15	0.0001	SI	-1	AMS	This study	318-U1356A-48R-1-W-16:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-48R-1-W-16	318-U1356A-48R-1-W-16	318-U1356A-48R-1-W-16	
	0.3434000015:0.3440999985:0.3125000000:-0.0005000000:0.0026000000:0.0031999999	15	0.0001	SI	0	AMS	This study	318-U1356A-48R-1-W-16:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-48R-1-W-16	318-U1356A-48R-1-W-16	318-U1356A-48R-1-W-16	
							This study			U1356A			318-U1356A-48R-3-W-33	318-U1356A-48R-3-W-33	318-U1356A-48R-3-W-33	7.000e-06
	0.3422:0.3439:0.3139:-0.0005:-0.0000:-0.0030	15	0.0000	SI	-1	AMS	This study	318-U1356A-48R-3-W-33:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-48R-3-W-33	318-U1356A-48R-3-W-33	318-U1356A-48R-3-W-33	
	0.3422000110:0.3438999951:0.3138999939:-0.0005000000:0.0000000000:-0.0030000000	15	0.0000	SI	0	AMS	This study	318-U1356A-48R-3-W-33:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-48R-3-W-33	318-U1356A-48R-3-W-33	318-U1356A-48R-3-W-33	
							This study			U1356A			318-U1356A-43R-2-W-98	318-U1356A-43R-2-W-98	318-U1356A-43R-2-W-98	7.000e-06
	0.3442:0.3464:0.3094:-0.0004:-0.0009:0.0014	15	0.0001	SI	-1	AMS	This study	318-U1356A-43R-2-W-98:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-43R-2-W-98	318-U1356A-43R-2-W-98	318-U1356A-43R-2-W-98	
	0.3441999853:0.3463999927:0.3093999922:-0.0004000000:-0.0009000000:0.0014000000	15	0.0001	SI	0	AMS	This study	318-U1356A-43R-2-W-98:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-43R-2-W-98	318-U1356A-43R-2-W-98	318-U1356A-43R-2-W-98	
							This study			U1356A			318-U1356A-46R-1-W-135	318-U1356A-46R-1-W-135	318-U1356A-46R-1-W-135	7.000e-06
	0.3400:0.3407:0.3192:0.0004:0.0018:-0.0014	15	0.0000	SI	-1	AMS	This study	318-U1356A-46R-1-W-135:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-46R-1-W-135	318-U1356A-46R-1-W-135	318-U1356A-46R-1-W-135	
	0.3400000036:0.3407000005:0.3192000091:0.0004000000:0.0018000000:-0.0014000000	15	0.0000	SI	0	AMS	This study	318-U1356A-46R-1-W-135:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-46R-1-W-135	318-U1356A-46R-1-W-135	318-U1356A-46R-1-W-135	
							This study			U1356A			318-U1356A-46R-3-W-35	318-U1356A-46R-3-W-35	318-U1356A-46R-3-W-35	7.000e-06
	0.3424:0.3409:0.3167:-0.0009:0.0042:-0.0019	15	0.0000	SI	-1	AMS	This study	318-U1356A-46R-3-W-35:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-46R-3-W-35	318-U1356A-46R-3-W-35	318-U1356A-46R-3-W-35	
	0.3424000144:0.3409000039:0.3167000115:-0.0009000000:0.0041999999:-0.0019000000	15	0.0000	SI	0	AMS	This study	318-U1356A-46R-3-W-35:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-46R-3-W-35	318-U1356A-46R-3-W-35	318-U1356A-46R-3-W-35	
							This study			U1356A			318-U1356A-46R-2-W-103	318-U1356A-46R-2-W-103	318-U1356A-46R-2-W-103	7.000e-06
	0.3426:0.3443:0.3132:-0.0004:-0.0011:-0.0019	15	0.0000	SI	-1	AMS	This study	318-U1356A-46R-2-W-103:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-46R-2-W-103	318-U1356A-46R-2-W-103	318-U1356A-46R-2-W-103	
	0.3425999880:0.3443000019:0.3131999969:-0.0004000000:-0.0011000000:-0.0019000000	15	0.0000	SI	0	AMS	This study	318-U1356A-46R-2-W-103:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-46R-2-W-103	318-U1356A-46R-2-W-103	318-U1356A-46R-2-W-103	
							This study			U1356A			318-U1356A-47R-1-W-134	318-U1356A-47R-1-W-134	318-U1356A-47R-1-W-134	7.000e-06
	0.3418:0.3426:0.3156:-0.0001:0.0031:0.0010	15	0.0001	SI	-1	AMS	This study	318-U1356A-47R-1-W-134:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-47R-1-W-134	318-U1356A-47R-1-W-134	318-U1356A-47R-1-W-134	
	0.3418000042:0.3425999880:0.3156000078:-0.0001000000:0.0031000001:0.0010000000	15	0.0001	SI	0	AMS	This study	318-U1356A-47R-1-W-134:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-47R-1-W-134	318-U1356A-47R-1-W-134	318-U1356A-47R-1-W-134	
							This study			U1356A			318-U1356A-51R-2-W-46	318-U1356A-51R-2-W-46	318-U1356A-51R-2-W-46	7.000e-06
	0.3455:0.3460:0.3085:0.0001:-0.0009:-0.0022	15	0.0000	SI	-1	AMS	This study	318-U1356A-51R-2-W-46:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-51R-2-W-46	318-U1356A-51R-2-W-46	318-U1356A-51R-2-W-46	
	0.3454999924:0.3459999859:0.3084999919:0.0001000000:-0.0009000000:-0.0022000000	15	0.0000	SI	0	AMS	This study	318-U1356A-51R-2-W-46:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-51R-2-W-46	318-U1356A-51R-2-W-46	318-U1356A-51R-2-W-46	
							This study			U1356A			318-U1356A-51R-1-W-131	318-U1356A-51R-1-W-131	318-U1356A-51R-1-W-131	7.000e-06
	0.3412:0.3425:0.3163:-0.0000:-0.0022:-0.0060	15	0.0000	SI	-1	AMS	This study	318-U1356A-51R-1-W-131:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-51R-1-W-131	318-U1356A-51R-1-W-131	318-U1356A-51R-1-W-131	
	0.3411999941:0.3425000012:0.3163000047:0.0000000000:-0.0022000000:-0.0060000001	15	0.0000	SI	0	AMS	This study	318-U1356A-51R-1-W-131:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-51R-1-W-131	318-U1356A-51R-1-W-131	318-U1356A-51R-1-W-131	
							This study			U1356A			318-U1356A-55R-1-W-32	318-U1356A-55R-1-W-32	318-U1356A-55R-1-W-32	7.000e-06
	0.3303:0.3460:0.3238:0.0010:-0.0013:-0.0010	15	0.0050	SI	-1	AMS	This study	318-U1356A-55R-1-W-32:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-55R-1-W-32	318-U1356A-55R-1-W-32	318-U1356A-55R-1-W-32	
	0.3303000033:0.3459999859:0.3237999976:0.0010000000:-0.0013000000:-0.0010000000	15	0.0050	SI	0	AMS	This study	318-U1356A-55R-1-W-32:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-55R-1-W-32	318-U1356A-55R-1-W-32	318-U1356A-55R-1-W-32	
							This study			U1356A			318-U1356A-57R-1-W-68	318-U1356A-57R-1-W-68	318-U1356A-57R-1-W-68	7.000e-06
	0.3395:0.3393:0.3212:0.0009:0.0042:-0.0021	15	0.0000	SI	-1	AMS	This study	318-U1356A-57R-1-W-68:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-57R-1-W-68	318-U1356A-57R-1-W-68	318-U1356A-57R-1-W-68	
	0.3395000100:0.3393000066:0.3212000132:0.0009000000:0.0041999999:-0.0020999999	15	0.0000	SI	0	AMS	This study	318-U1356A-57R-1-W-68:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-57R-1-W-68	318-U1356A-57R-1-W-68	318-U1356A-57R-1-W-68	
							This study			U1356A			318-U1356A-57R-2-W-62	318-U1356A-57R-2-W-62	318-U1356A-57R-2-W-62	7.000e-06
	0.3436:0.3419:0.3145:0.0004:-0.0069:0.0032	15	0.0001	SI	-1	AMS	This study	318-U1356A-57R-2-W-62:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-57R-2-W-62	318-U1356A-57R-2-W-62	318-U1356A-57R-2-W-62	
	0.3436000049:0.3418999910:0.3145000041:0.0004000000:-0.0068999999:0.0031999999	15	0.0001	SI	0	AMS	This study	318-U1356A-57R-2-W-62:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-57R-2-W-62	318-U1356A-57R-2-W-62	318-U1356A-57R-2-W-62	
							This study			U1356A			318-U1356A-58R-1-W-27	318-U1356A-58R-1-W-27	318-U1356A-58R-1-W-27	7.000e-06
	0.3420:0.3425:0.3155:0.0002:-0.0003:0.0038	15	0.0000	SI	-1	AMS	This study	318-U1356A-58R-1-W-27:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-58R-1-W-27	318-U1356A-58R-1-W-27	318-U1356A-58R-1-W-27	
	0.3420000076:0.3425000012:0.3154999912:0.0002000000:-0.0003000000:0.0038000001	15	0.0000	SI	0	AMS	This study	318-U1356A-58R-1-W-27:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-58R-1-W-27	318-U1356A-58R-1-W-27	318-U1356A-58R-1-W-27	
							This study			U1356A			318-U1356A-68R-1-W-60	318-U1356A-68R-1-W-60	318-U1356A-68R-1-W-60	7.000e-06
	0.3434:0.3437:0.3129:0.0006:0.0003:-0.0013	15	0.0001	SI	-1	AMS	This study	318-U1356A-68R-1-W-60:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-68R-1-W-60	318-U1356A-68R-1-W-60	318-U1356A-68R-1-W-60	
	0.3434000015:0.3436999917:0.3129000068:0.0006000000:0.0003000000:-0.0013000000	15	0.0001	SI	0	AMS	This study	318-U1356A-68R-1-W-60:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-68R-1-W-60	318-U1356A-68R-1-W-60	318-U1356A-68R-1-W-60	
							This study			U1356A			318-U1356A-67R-1-W-105	318-U1356A-67R-1-W-105	318-U1356A-67R-1-W-105	7.000e-06
	0.3447:0.3453:0.3100:0.0003:-0.0001:-0.0032	15	0.0008	SI	-1	AMS	This study	318-U1356A-67R-1-W-105:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-67R-1-W-105	318-U1356A-67R-1-W-105	318-U1356A-67R-1-W-105	
	0.3447000086:0.3452999890:0.3100000024:0.0003000000:-0.0001000000:-0.0031999999	15	0.0008	SI	0	AMS	This study	318-U1356A-67R-1-W-105:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-67R-1-W-105	318-U1356A-67R-1-W-105	318-U1356A-67R-1-W-105	
							This study			U1356A			318-U1356A-64R-2-W-91	318-U1356A-64R-2-W-91	318-U1356A-64R-2-W-91	7.000e-06
	0.3258:0.3647:0.3095:-0.0016:0.0016:0.0005	15	0.0038	SI	-1	AMS	This study	318-U1356A-64R-2-W-91:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-64R-2-W-91	318-U1356A-64R-2-W-91	318-U1356A-64R-2-W-91	
	0.3258000016:0.3646999896:0.3095000088:-0.0016000000:0.0016000000:0.0005000000	15	0.0038	SI	0	AMS	This study	318-U1356A-64R-2-W-91:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-64R-2-W-91	318-U1356A-64R-2-W-91	318-U1356A-64R-2-W-91	
							This study			U1356A			318-U1356A-64R-1-W-31	318-U1356A-64R-1-W-31	318-U1356A-64R-1-W-31	7.000e-06
	0.3442:0.3437:0.3121:0.0008:-0.0008:-0.0010	15	0.0000	SI	-1	AMS	This study	318-U1356A-64R-1-W-31:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-64R-1-W-31	318-U1356A-64R-1-W-31	318-U1356A-64R-1-W-31	
	0.3441999853:0.3436999917:0.3120999932:0.0008000000:-0.0008000000:-0.0010000000	15	0.0000	SI	0	AMS	This study	318-U1356A-64R-1-W-31:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-64R-1-W-31	318-U1356A-64R-1-W-31	318-U1356A-64R-1-W-31	
	0.3429:0.3419:0.3153:-0.0003:0.0027:0.0022	15	0.0000	SI	-1	AMS	This study	318-U1356A-64R-1-W-31:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-64R-1-W-31	318-U1356A-64R-1-W-31	318-U1356A-64R-1-W-31	
	0.3429000080:0.3418999910:0.3152999878:-0.0003000000:0.0027000001:0.0022000000	15	0.0000	SI	0	AMS	This study	318-U1356A-64R-1-W-31:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-64R-1-W-31	318-U1356A-64R-1-W-31	318-U1356A-64R-1-W-31	
							This study			U1356A			318-U1356A-63R-4-W-42	318-U1356A-63R-4-W-42	318-U1356A-63R-4-W-42	7.000e-06
	0.3453:0.3443:0.3104:0.0006:0.0021:-0.0031	15	0.0001	SI	-1	AMS	This study	318-U1356A-63R-4-W-42:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-63R-4-W-42	318-U1356A-63R-4-W-42	318-U1356A-63R-4-W-42	
	0.3452999890:0.3443000019:0.3104000092:0.0006000000:0.0020999999:-0.0031000001	15	0.0001	SI	0	AMS	This study	318-U1356A-63R-4-W-42:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-63R-4-W-42	318-U1356A-63R-4-W-42	318-U1356A-63R-4-W-42	
							This study			U1356A			318-U1356A-63R-3-W-83	318-U1356A-63R-3-W-83	318-U1356A-63R-3-W-83	7.000e-06
	0.3469:0.3479:0.3052:0.0002:-0.0012:-0.0029	15	0.0000	SI	-1	AMS	This study	318-U1356A-63R-3-W-83:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-63R-3-W-83	318-U1356A-63R-3-W-83	318-U1356A-63R-3-W-83	
	0.3468999863:0.3479000032:0.3052000105:0.0002000000:-0.0012000001:-0.0029000000	15	0.0000	SI	0	AMS	This study	318-U1356A-63R-3-W-83:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-63R-3-W-83	318-U1356A-63R-3-W-83	318-U1356A-63R-3-W-83	
							This study			U1356A			318-U1356A-63R-2-W-73	318-U1356A-63R-2-W-73	318-U1356A-63R-2-W-73	7.000e-06
	0.3473:0.3474:0.3053:0.0000:0.0009:-0.0007	15	0.0002	SI	-1	AMS	This study	318-U1356A-63R-2-W-73:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-63R-2-W-73	318-U1356A-63R-2-W-73	318-U1356A-63R-2-W-73	
	0.3472999930:0.3474000096:0.3052999973:0.0000000000:0.0009000000:-0.0007000000	15	0.0002	SI	0	AMS	This study	318-U1356A-63R-2-W-73:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-63R-2-W-73	318-U1356A-63R-2-W-73	318-U1356A-63R-2-W-73	
							This study			U1356A			318-U1356A-62R-CC-W-27	318-U1356A-62R-CC-W-27	318-U1356A-62R-CC-W-27	7.000e-06
	0.3375:0.3376:0.3249:0.0004:0.0004:0.0006	15	0.0000	SI	-1	AMS	This study	318-U1356A-62R-CC-W-27:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-62R-CC-W-27	318-U1356A-62R-CC-W-27	318-U1356A-62R-CC-W-27	
	0.3375000060:0.3375999928:0.3249000013:0.0004000000:0.0004000000:0.0006000000	15	0.0000	SI	0	AMS	This study	318-U1356A-62R-CC-W-27:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-62R-CC-W-27	318-U1356A-62R-CC-W-27	318-U1356A-62R-CC-W-27	
							This study			U1356A			318-U1356A-59R-CC-W-10	318-U1356A-59R-CC-W-10	318-U1356A-59R-CC-W-10	7.000e-06
	0.3441:0.3417:0.3142:-0.0019:-0.0012:-0.0005	15	0.0000	SI	-1	AMS	This study	318-U1356A-59R-CC-W-10:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-59R-CC-W-10	318-U1356A-59R-CC-W-10	318-U1356A-59R-CC-W-10	
	0.3440999985:0.3416999876:0.3142000139:-0.0019000000:-0.0012000001:-0.0005000000	15	0.0000	SI	0	AMS	This study	318-U1356A-59R-CC-W-10:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-59R-CC-W-10	318-U1356A-59R-CC-W-10	318-U1356A-59R-CC-W-10	
							This study			U1356A			318-U1356A-68R-2-W-69	318-U1356A-68R-2-W-69	318-U1356A-68R-2-W-69	7.000e-06
	0.3446:0.3462:0.3092:0.0004:-0.0013:-0.0023	15	0.0000	SI	-1	AMS	This study	318-U1356A-68R-2-W-69:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-68R-2-W-69	318-U1356A-68R-2-W-69	318-U1356A-68R-2-W-69	
	0.3445999920:0.3461999893:0.3091999888:0.0004000000:-0.0013000000:-0.0023000001	15	0.0000	SI	0	AMS	This study	318-U1356A-68R-2-W-69:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-68R-2-W-69	318-U1356A-68R-2-W-69	318-U1356A-68R-2-W-69	
							This study			U1356A			318-U1356A-68R-3-W-104	318-U1356A-68R-3-W-104	318-U1356A-68R-3-W-104	7.000e-06
	0.3472:0.3468:0.3060:0.0000:-0.0034:0.0002	15	0.0001	SI	-1	AMS	This study	318-U1356A-68R-3-W-104:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-68R-3-W-104	318-U1356A-68R-3-W-104	318-U1356A-68R-3-W-104	
	0.3472000062:0.3467999995:0.3059999943:0.0000000000:-0.0034000000:0.0002000000	15	0.0001	SI	0	AMS	This study	318-U1356A-68R-3-W-104:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-68R-3-W-104	318-U1356A-68R-3-W-104	318-U1356A-68R-3-W-104	
							This study			U1356A			318-U1356A-68R-4-W-16	318-U1356A-68R-4-W-16	318-U1356A-68R-4-W-16	7.000e-06
	0.3443:0.3435:0.3121:-0.0008:0.0022:0.0023	15	0.0001	SI	-1	AMS	This study	318-U1356A-68R-4-W-16:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-68R-4-W-16	318-U1356A-68R-4-W-16	318-U1356A-68R-4-W-16	
	0.3443000019:0.3434999883:0.3120999932:-0.0008000000:0.0022000000:0.0023000001	15	0.0001	SI	0	AMS	This study	318-U1356A-68R-4-W-16:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-68R-4-W-16	318-U1356A-68R-4-W-16	318-U1356A-68R-4-W-16	
							This study			U1356A			318-U1356A-68R-5-W-5	318-U1356A-68R-5-W-5	318-U1356A-68R-5-W-5	7.000e-06
	0.3438:0.3446:0.3116:0.0004:-0.0001:-0.0037	15	0.0000	SI	-1	AMS	This study	318-U1356A-68R-5-W-5:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-68R-5-W-5	318-U1356A-68R-5-W-5	318-U1356A-68R-5-W-5	
	0.3438000083:0.3445999920:0.3115999997:0.0004000000:-0.0001000000:-0.0037000000	15	0.0000	SI	0	AMS	This study	318-U1356A-68R-5-W-5:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-68R-5-W-5	318-U1356A-68R-5-W-5	318-U1356A-68R-5-W-5	
							This study			U1356A			318-U1356A-70R-2-W-73	318-U1356A-70R-2-W-73	318-U1356A-70R-2-W-73	7.000e-06
	0.3454:0.3453:0.3093:-0.0008:-0.0015:-0.0013	15	0.0001	SI	-1	AMS	This study	318-U1356A-70R-2-W-73:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-70R-2-W-73	318-U1356A-70R-2-W-73	318-U1356A-70R-2-W-73	
	0.3454000056:0.3452999890:0.3093000054:-0.0008000000:-0.0015000000:-0.0013000000	15	0.0001	SI	0	AMS	This study	318-U1356A-70R-2-W-73:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-70R-2-W-73	318-U1356A-70R-2-W-73	318-U1356A-70R-2-W-73	
							This study			U1356A			318-U1356A-68R-6-W-98	318-U1356A-68R-6-W-98	318-U1356A-68R-6-W-98	7.000e-06
	0.3471:0.3477:0.3052:0.0000:-0.0017:0.0021	15	0.0001	SI	-1	AMS	This study	318-U1356A-68R-6-W-98:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-68R-6-W-98	318-U1356A-68R-6-W-98	318-U1356A-68R-6-W-98	
	0.3470999897:0.3476999998:0.3052000105:0.0000000000:-0.0017000000:0.0020999999	15	0.0001	SI	0	AMS	This study	318-U1356A-68R-6-W-98:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-68R-6-W-98	318-U1356A-68R-6-W-98	318-U1356A-68R-6-W-98	
							This study			U1356A			318-U1356A-69R-1-W-70	318-U1356A-69R-1-W-70	318-U1356A-69R-1-W-70	7.000e-06
	0.3436:0.3440:0.3125:0.0009:-0.0016:0.0008	15	0.0000	SI	-1	AMS	This study	318-U1356A-69R-1-W-70:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-69R-1-W-70	318-U1356A-69R-1-W-70	318-U1356A-69R-1-W-70	
