tab 	measurements
analysts	citations	description	experiment	instrument_codes	method_codes	quality	specimen	standard	susc_chi_volume
	This study	Bulk sucsecptibility measurement	318-u1356a-34r-3-w-95_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-34r-3-w-95	u	602.8E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-34r-3-w-95_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-34r-3-w-95	u	599.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-34r-4-w-72_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-34r-4-w-72	u	311.9E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-34r-4-w-72_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-34r-4-w-72	u	308.6E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-34r-4-w-72_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-34r-4-w-72	u	310.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-35r-4-w-46_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-35r-4-w-46	u	412.2E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-35r-4-w-46_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-35r-4-w-46	u	412.1E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-35r-4-w-46_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-35r-4-w-46	u	409.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-35r-3-w-85_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-35r-3-w-85	u	168.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-35r-3-w-85_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-35r-3-w-85	u	167.0E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-35r-3-w-85_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-35r-3-w-85	u	168.3E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-35r-2-w-60_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-35r-2-w-60	u	250.6E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-35r-2-w-60_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-35r-2-w-60	u	248.9E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-35r-2-w-60_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-35r-2-w-60	u	251.1E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-35r-2-w-60_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-35r-2-w-60	u	247.2E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-39r-1-w-26_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-39r-1-w-26	u	514.8E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-39r-1-w-26_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-39r-1-w-26	u	507.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-39r-1-w-26_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-39r-1-w-26	u	506.3E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-39r-2-w-96_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-39r-2-w-96	u	460.5E-06
	This study	Bulk sucsecptibility measurement	+318-u1356a-48r-1-w-16_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	+318-u1356a-48r-1-w-16	u	635.9E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-48r-1-w-16_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-48r-1-w-16	u	643.1E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-48r-1-w-16_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-48r-1-w-16	u	644.8E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-48r-3-w-33_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-48r-3-w-33	u	701.7E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-43r-2-w-98_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-43r-2-w-98	u	461.9E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-46r-1-w-135_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-46r-1-w-135	u	603.3E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-46r-3-w-35_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-46r-3-w-35	u	850.2E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-46r-2-w-103_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-46r-2-w-103	u	925.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-47r-1-w-134_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-47r-1-w-134	u	922.6E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-51r-2-w-46_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-51r-2-w-46	u	583.2E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-51r-1-w-131_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-51r-1-w-131	u	675.5E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-55r-1-w-32_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-55r-1-w-32	u	1.019E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-57r-1-w-68_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-57r-1-w-68	u	795.0E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-57r-2-w-62_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-57r-2-w-62	u	798.9E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-58r-1-w-27_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-58r-1-w-27	u	469.0E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-68r-1-w-60_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-68r-1-w-60	u	1.463E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-67r-1-w-105_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-67r-1-w-105	u	862.0E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-64r-2-w-91_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-64r-2-w-91	u	797.1E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-64r-1-w-31_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-64r-1-w-31	u	1.080E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-64r-1-w-31_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-64r-1-w-31	u	846.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-63r-4-w-42_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-63r-4-w-42	u	1.036E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-63r-3-w-83_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-63r-3-w-83	u	1.136E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-63r-2-w-73_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-63r-2-w-73	u	1.042E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-62r-cc-w-27_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-62r-cc-w-27	u	1.261E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-59r-cc-w-10_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-59r-cc-w-10	u	793.3E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-68r-2-w-69_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-68r-2-w-69	u	816.9E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-68r-3-w-104_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-68r-3-w-104	u	540.2E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-68r-4-w-16_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-68r-4-w-16	u	839.9E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-68r-5-w-5_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-68r-5-w-5	u	1.625E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-70r-2-w-73_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-70r-2-w-73	u	877.5E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-68r-6-w-98_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-68r-6-w-98	u	830.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-69r-1-w-70_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-1-w-70	u	1.083E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-69r-2-w-106_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-2-w-106	u	630.6E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-69r-3-w-45_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-3-w-45	u	949.1E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-69r-4-w-122_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-4-w-122	u	1.108E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-69r-5-w-87_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-5-w-87	u	695.5E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-69r-6-w-58_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-69r-6-w-58	u	1.246E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-70r-1-w-42_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-70r-1-w-42	u	1.371E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-70r-3-w-54_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-70r-3-w-54	u	1.086E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-70r-4-w-13_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-70r-4-w-13	u	785.2E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-71r-1-w-85_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-71r-1-w-85	u	823.7E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-71r-3-w-73_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-71r-3-w-73	u	799.2E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-71r-4-w-61_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-71r-4-w-61	u	2.235E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-71r-5-w-95_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-71r-5-w-95	u	904.1E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-72r-1-w-91_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-1-w-91	u	1.011E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-72r-2-w-129_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-2-w-129	u	895.0E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-72r-3-w-72_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-3-w-72	u	1.743E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-72r-4-w-86_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-4-w-86	u	1.236E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-72r-5-w-140_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-5-w-140	u	1.145E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-72r-5-w-140_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-5-w-140	u	1.150E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-72r-5-w-140_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-5-w-140	u	1.150E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-72r-5-w-140_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-5-w-140	u	1.207E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-72r-5-w-140_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-5-w-140	u	1.199E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-72r-6-w-4_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-6-w-4	u	569.3E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-72r-6-w-4_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-6-w-4	u	575.8E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-72r-6-w-4_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-72r-6-w-4	u	575.3E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-73r-3-w-74_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-3-w-74	u	684.3E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-73r-3-w-74_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-3-w-74	u	686.9E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-73r-3-w-74_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-3-w-74	u	684.6E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-73r-4-w-38_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-4-w-38	u	1.159E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-73r-1-w-93_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-1-w-93	u	567.3E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-73r-5-w-23_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-73r-5-w-23	u	1.471E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-75r-1-w-124_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-75r-1-w-124	u	643.5E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-75r-3-w-30_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-75r-3-w-30	u	564.2E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-75r-4-w-65_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-75r-4-w-65	u	1.218E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-76r-1-w-36_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-76r-1-w-36	u	1.008E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-76r-3-w-91_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-76r-3-w-91	u	888.1E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-76r-5-w-24_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-76r-5-w-24	u	897.0E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-76r-6-w-7_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-76r-6-w-7	u	514.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-78r-1-w-88_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-78r-1-w-88	u	930.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-78r-2-w-78_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-78r-2-w-78	u	1.040E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-78r-3-w-64_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-78r-3-w-64	u	597.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-78r-4-w-99_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-78r-4-w-99	u	1.054E-03
	This study	Bulk sucsecptibility measurement	+318-u1356a-79r-1-w-60_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	+318-u1356a-79r-1-w-60	u	546.2E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-79r-2-w-90_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-79r-2-w-90	u	745.9E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-79r-3-w-98_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-79r-3-w-98	u	805.1E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-79r-4-w-110_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-79r-4-w-110	u	755.2E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-79r-5-w-79_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-79r-5-w-79	u	1.102E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-79r-6-w-32_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-79r-6-w-32	u	696.8E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-82r-1-w-100_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-82r-1-w-100	u	938.9E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-82r-2-w-11_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-82r-2-w-11	u	536.0E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-82r-4-w-102_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-82r-4-w-102	u	553.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-82r-5-w-30_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-82r-5-w-30	u	507.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-82r-6-w-27_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-82r-6-w-27	u	376.5E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-84r-1-w-42_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-84r-1-w-42	u	414.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-84r-3-w-29_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-84r-3-w-29	u	767.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-84r-6-w-66_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-84r-6-w-66	u	1.196E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-85r-1-w-37_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-85r-1-w-37	u	1.050E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-85r-2-w-89_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-85r-2-w-89	u	419.8E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-86r-2-w-66_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-86r-2-w-66	u	414.8E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-86r-5-w-118_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-86r-5-w-118	u	579.5E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-88r-1-w-36_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-88r-1-w-36	u	746.2E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-88r-2-w-52_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-88r-2-w-52	u	1.605E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-89r-1-w-89_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-89r-1-w-89	u	448.3E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-89r-2-w-71_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-89r-2-w-71	u	304.7E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-89r-3-w-121_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-89r-3-w-121	u	278.3E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-89r-4-w-57_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-89r-4-w-57	u	353.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-89r-5-w-76_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-89r-5-w-76	u	221.2E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-91r-2-w-32_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-91r-2-w-32	u	1.063E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-91r-3-w-36_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-91r-3-w-36	u	908.1E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-91r-3-w-36_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-91r-3-w-36	u	914.5E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-91r-3-w-36_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-91r-3-w-36	u	914.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-91r-4-w-1_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-91r-4-w-1	u	444.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-91r-5-w-5_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-91r-5-w-5	u	930.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-91r-6-w-48_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-91r-6-w-48	u	296.8E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-91r-7-w-25_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-91r-7-w-25	u	181.5E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-92r-1-w-23_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-92r-1-w-23	u	270.6E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-92r-2-w-9_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-92r-2-w-9	u	249.9E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-92r-3-w-11_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-92r-3-w-11	u	245.0E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-94r-2-w-25_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-94r-2-w-25	u	523.1E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-94r-3-w-19_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-94r-3-w-19	u	882.7E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-98r-2-w-100_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-98r-2-w-100	u	303.7E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-98r-4-w-24_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-98r-4-w-24	u	1.028E-03
	This study	Bulk sucsecptibility measurement	318-u1356a-99r-1-w-28_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-99r-1-w-28	u	307.5E-06
	This study	Bulk sucsecptibility measurement	principa318-u1356a-103r-3-w-13_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	principa318-u1356a-103r-3-w-13	u	255.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-103r-1-w-66_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-103r-1-w-66	u	239.8E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-103r-4-w-125_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-103r-4-w-125	u	250.4E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-104r-5-w-131_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-104r-5-w-131	u	287.2E-06
	This study	Bulk sucsecptibility measurement	318-u1356a-106r-2-w-61_LP-AN-MS		LP-X:AE-H:LP-AN-MS	g	318-u1356a-106r-2-w-61	u	209.6E-06
