tab	measurements
analysts	citations	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	meas_temp	measurement	method_codes	quality	sequence	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
Elliot Hurst	This study	9.75	-60.84	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.662e-06	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_4	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	167	ATPIPV14-2D	u	9999:99:99:99:99		3e-05	0	90	4	773.0
Elliot Hurst	This study	11.02	-40.03	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.0590000000000002e-06	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_5	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	168	ATPIPV14-2D	u	9999:99:99:99:99		0.0	0	90	5	773.0
Elliot Hurst	This study	12.19	-52.41	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.307e-06	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_6	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	169	ATPIPV14-2D	u	9999:99:99:99:99		3e-05	0	90	6	673.0
Elliot Hurst	This study	12.53	-35.43	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	9.714e-07	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_7	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	170	ATPIPV14-2D	u	9999:99:99:99:99		0.0	0	90	7	793.0
Elliot Hurst	This study	12.4	-62.79	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.703e-06	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_8	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	171	ATPIPV14-2D	u	9999:99:99:99:99		3e-05	0	90	8	793.0
Elliot Hurst	This study	12.82	-70.16	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.103e-06	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_9	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	172	ATPIPV14-2D	u	9999:99:99:99:99		3e-05	0	90	9	813.0
Elliot Hurst	This study	8.8	-45.2	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.0140000000000002e-06	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_10	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	173	ATPIPV14-2D	u	9999:99:99:99:99		0.0	0	90	10	813.0
Elliot Hurst	This study	7.91	-63.83	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.5980000000000002e-06	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_11	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	174	ATPIPV14-2D	u	9999:99:99:99:99		3e-05	0	90	11	773.0
Elliot Hurst	This study	7.8	-36.12	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	7.83e-07	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_12	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	175	ATPIPV14-2D	u	9999:99:99:99:99		0.0	0	90	12	833.0
Elliot Hurst	This study	357.84	-77.69	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.773e-06	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_13	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	176	ATPIPV14-2D	u	9999:99:99:99:99		3e-05	0	90	13	833.0
Elliot Hurst	This study	353.16	-81.19	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	3.667e-06	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_14	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	177	ATPIPV14-2D	u	9999:99:99:99:99		3e-05	0	90	14	853.0
Elliot Hurst	This study	3.78	-44.07	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	7.294e-07	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_15	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	178	ATPIPV14-2D	u	9999:99:99:99:99		0.0	0	90	15	853.0
Elliot Hurst	This study	354.5	-76.03	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.1669999999999998e-06	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_16	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	179	ATPIPV14-2D	u	9999:99:99:99:99		3e-05	0	90	16	813.0
Elliot Hurst	This study	3.31	-35.15	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	4.494e-07	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_17	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	180	ATPIPV14-2D	u	9999:99:99:99:99		0.0	0	90	17	873.0
Elliot Hurst	This study	329.3	-85.28	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	5.0460000000000005e-06	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_18	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	181	ATPIPV14-2D	u	9999:99:99:99:99		3e-05	0	90	18	873.0
Elliot Hurst	This study	312.71	-88.04	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	5.757e-06	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_19	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	182	ATPIPV14-2D	u	9999:99:99:99:99		3e-05	0	90	19	893.0
Elliot Hurst	This study	3.45	-42.96	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.407e-07	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_20	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	183	ATPIPV14-2D	u	9999:99:99:99:99		0.0	0	90	20	893.0
Elliot Hurst	This study	347.91	-87.59	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	3.7939999999999996e-06	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_21	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	184	ATPIPV14-2D	u	9999:99:99:99:99		3e-05	0	90	21	853.0
Elliot Hurst	This study	1.11	-38.45	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.915e-07	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_22	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	185	ATPIPV14-2D	u	9999:99:99:99:99		0.0	0	90	22	913.0
Elliot Hurst	This study	349.22	-87.21	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	4.89e-06	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_23	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	186	ATPIPV14-2D	u	9999:99:99:99:99		3e-05	0	90	23	913.0
Elliot Hurst	This study	321.34	-87.26	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	4.476e-06	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_24	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	187	ATPIPV14-2D	u	9999:99:99:99:99		3e-05	0	90	24	933.0
Elliot Hurst	This study	0.79	-39.65	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.26e-07	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_25	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	188	ATPIPV14-2D	u	9999:99:99:99:99		0.0	0	90	25	933.0
Elliot Hurst	This study	321.34	-89.04	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	4.26e-06	273.0	ATPIPV14-2D :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_26	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	189	ATPIPV14-2D	u	9999:99:99:99:99		3e-05	0	90	26	893.0
Elliot Hurst	This study	7.99	15.57	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.524e-05	273.0	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_0	LT-NO:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	190	ATPIPV14-3A	u	9999:99:99:99:99		0.0	0	90	0	273.0
Elliot Hurst	This study	6.45	15.48	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.483e-05	273.0	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_1	LT-AF-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	191	ATPIPV14-3A	u	9999:99:99:99:99	0.005	0.0	0	90	1	273.0
Elliot Hurst	This study	7.51	15.46	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	9.288e-06	273.0	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_2	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	192	ATPIPV14-3A	u	9999:99:99:99:99		0.0	0	90	2	673.0
Elliot Hurst	This study	7.17	13.95	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	9.112999999999999e-06	273.0	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_3	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	193	ATPIPV14-3A	u	9999:99:99:99:99		3e-05	0	90	3	673.0
Elliot Hurst	This study	4.91	9.12	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	7.5260000000000004e-06	273.0	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_4	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	194	ATPIPV14-3A	u	9999:99:99:99:99		3e-05	0	90	4	773.0
Elliot Hurst	This study	6.48	13.13	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	7.409e-06	273.0	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_5	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	195	ATPIPV14-3A	u	9999:99:99:99:99		0.0	0	90	5	773.0
Elliot Hurst	This study	8.09	11.46	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	7.353999999999999e-06	273.0	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_6	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	196	ATPIPV14-3A	u	9999:99:99:99:99		3e-05	0	90	6	673.0
Elliot Hurst	This study	6.53	13.97	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	6.974e-06	273.0	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_7	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	197	ATPIPV14-3A	u	9999:99:99:99:99		0.0	0	90	7	793.0
Elliot Hurst	This study	6.02	8.56	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	6.667000000000001e-06	273.0	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_8	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	198	ATPIPV14-3A	u	9999:99:99:99:99		3e-05	0	90	8	793.0
Elliot Hurst	This study	6.22	3.49	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	5.675e-06	273.0	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_9	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	199	ATPIPV14-3A	u	9999:99:99:99:99		3e-05	0	90	9	813.0
Elliot Hurst	This study	5.98	11.56	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	5.676e-06	273.0	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_10	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	200	ATPIPV14-3A	u	9999:99:99:99:99		0.0	0	90	10	813.0
Elliot Hurst	This study	3.63	6.52	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	5.498999999999999e-06	273.0	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_11	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	201	ATPIPV14-3A	u	9999:99:99:99:99		3e-05	0	90	11	773.0
Elliot Hurst	This study	3.09	11.44	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	4.215e-06	273.0	ATPIPV14-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_12	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	202	ATPIPV14-3A	u	9999:99:99:99:99		0.0	0	90	12	833.0
Elliot Hurst	This study	359.44	20.09	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.434e-05	273.0	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_0	LT-NO:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	203	ATPIPV14-3C	u	9999:99:99:99:99		0.0	0	90	0	273.0
Elliot Hurst	This study	358.7	20.55	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.36e-05	273.0	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_1	LT-AF-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	204	ATPIPV14-3C	u	9999:99:99:99:99	0.005	0.0	0	90	1	273.0
Elliot Hurst	This study	2.34	20.43	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.546e-05	273.0	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_2	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	205	ATPIPV14-3C	u	9999:99:99:99:99		0.0	0	90	2	673.0
Elliot Hurst	This study	356.95	18.92	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.506e-05	273.0	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_3	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	206	ATPIPV14-3C	u	9999:99:99:99:99		3e-05	0	90	3	673.0
Elliot Hurst	This study	358.0	16.84	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.236e-05	273.0	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_4	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	207	ATPIPV14-3C	u	9999:99:99:99:99		3e-05	0	90	4	773.0
Elliot Hurst	This study	358.95	19.37	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.223e-05	273.0	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_5	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	208	ATPIPV14-3C	u	9999:99:99:99:99		0.0	0	90	5	773.0
Elliot Hurst	This study	359.89	17.75	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.203e-05	273.0	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_6	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	209	ATPIPV14-3C	u	9999:99:99:99:99		3e-05	0	90	6	673.0
Elliot Hurst	This study	355.7	19.21	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.149e-05	273.0	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_7	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	210	ATPIPV14-3C	u	9999:99:99:99:99		0.0	0	90	7	793.0
Elliot Hurst	This study	357.1	16.34	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.102e-05	273.0	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_8	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	211	ATPIPV14-3C	u	9999:99:99:99:99		3e-05	0	90	8	793.0
Elliot Hurst	This study	359.09	12.61	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	9.347e-06	273.0	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_9	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	212	ATPIPV14-3C	u	9999:99:99:99:99		3e-05	0	90	9	813.0
Elliot Hurst	This study	0.78	18.18	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	9.472e-06	273.0	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_10	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	213	ATPIPV14-3C	u	9999:99:99:99:99		0.0	0	90	10	813.0
Elliot Hurst	This study	357.64	15.15	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	9.26e-06	273.0	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_11	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	214	ATPIPV14-3C	u	9999:99:99:99:99		3e-05	0	90	11	773.0
Elliot Hurst	This study	357.66	17.94	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	7.167e-06	273.0	ATPIPV14-3C :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_12	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	215	ATPIPV14-3C	u	9999:99:99:99:99		0.0	0	90	12	833.0
Elliot Hurst	This study	4.29	-19.74	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.268e-06	273.0	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_0	LT-NO:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	216	ATPIPV14-4A	u	9999:99:99:99:99		0.0	0	90	0	273.0
Elliot Hurst	This study	2.01	-18.6	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.175e-06	273.0	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_1	LT-AF-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	217	ATPIPV14-4A	u	9999:99:99:99:99	0.005	0.0	0	90	1	273.0
Elliot Hurst	This study	355.82	-14.53	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	9.331999999999999e-07	273.0	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_2	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	218	ATPIPV14-4A	u	9999:99:99:99:99		0.0	0	90	2	673.0
Elliot Hurst	This study	357.36	-30.72	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.0409999999999999e-06	273.0	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_3	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	219	ATPIPV14-4A	u	9999:99:99:99:99		3e-05	0	90	3	673.0
Elliot Hurst	This study	356.48	-48.85	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.2159999999999999e-06	273.0	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_4	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	220	ATPIPV14-4A	u	9999:99:99:99:99		3e-05	0	90	4	773.0
Elliot Hurst	This study	353.59	-22.52	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	8.648000000000001e-07	273.0	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_5	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	221	ATPIPV14-4A	u	9999:99:99:99:99		0.0	0	90	5	773.0
Elliot Hurst	This study	354.07	-37.08	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1e-06	273.0	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_6	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	222	ATPIPV14-4A	u	9999:99:99:99:99		3e-05	0	90	6	673.0
Elliot Hurst	This study	353.07	-18.91	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	8.014e-07	273.0	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_7	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	223	ATPIPV14-4A	u	9999:99:99:99:99		0.0	0	90	7	793.0
Elliot Hurst	This study	353.19	-53.95	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.263e-06	273.0	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_8	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	224	ATPIPV14-4A	u	9999:99:99:99:99		3e-05	0	90	8	793.0
Elliot Hurst	This study	354.33	-64.38	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.514e-06	273.0	ATPIPV14-4A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_9	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	225	ATPIPV14-4A	u	9999:99:99:99:99		3e-05	0	90	9	813.0
