tab	measurements
analysts	citations	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	meas_temp	measurement	method_codes	quality	sequence	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
Elliot Hurst	This study	331.75	-38.46	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	8.211e-07	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_6	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	329	ATPIPV14-6B	u	9999:99:99:99:99		3e-05	0	90	6	673.0
Elliot Hurst	This study	333.66	-18.63	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	6.631000000000001e-07	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_7	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	330	ATPIPV14-6B	u	9999:99:99:99:99		0.0	0	90	7	793.0
Elliot Hurst	This study	336.12	-52.57	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.015e-06	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_8	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	331	ATPIPV14-6B	u	9999:99:99:99:99		3e-05	0	90	8	793.0
Elliot Hurst	This study	329.23	-59.27	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.199e-06	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_9	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	332	ATPIPV14-6B	u	9999:99:99:99:99		3e-05	0	90	9	813.0
Elliot Hurst	This study	13.47	-31.25	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	6.384e-07	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_10	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	333	ATPIPV14-6B	u	9999:99:99:99:99		0.0	0	90	10	813.0
Elliot Hurst	This study	332.95	-52.95	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	9.807e-07	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_11	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	334	ATPIPV14-6B	u	9999:99:99:99:99		3e-05	0	90	11	773.0
Elliot Hurst	This study	331.14	-21.27	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	6.025e-07	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_12	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	335	ATPIPV14-6B	u	9999:99:99:99:99		0.0	0	90	12	833.0
Elliot Hurst	This study	332.16	-65.76	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.315e-06	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_13	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	336	ATPIPV14-6B	u	9999:99:99:99:99		3e-05	0	90	13	833.0
Elliot Hurst	This study	339.27	-79.08	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.328e-06	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_14	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	337	ATPIPV14-6B	u	9999:99:99:99:99		3e-05	0	90	14	853.0
Elliot Hurst	This study	330.62	-33.09	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	5.453e-07	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_15	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	338	ATPIPV14-6B	u	9999:99:99:99:99		0.0	0	90	15	853.0
Elliot Hurst	This study	332.09	-66.16	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.102e-06	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_16	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	339	ATPIPV14-6B	u	9999:99:99:99:99		3e-05	0	90	16	813.0
Elliot Hurst	This study	330.53	-25.44	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	3.8149999999999997e-07	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_17	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	340	ATPIPV14-6B	u	9999:99:99:99:99		0.0	0	90	17	873.0
Elliot Hurst	This study	347.28	-84.17	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	3.486e-06	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_18	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	341	ATPIPV14-6B	u	9999:99:99:99:99		3e-05	0	90	18	873.0
Elliot Hurst	This study	5.71	-88.63	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	4.673e-06	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_19	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	342	ATPIPV14-6B	u	9999:99:99:99:99		3e-05	0	90	19	893.0
Elliot Hurst	This study	332.48	-43.61	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.69e-07	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_20	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	343	ATPIPV14-6B	u	9999:99:99:99:99		0.0	0	90	20	893.0
Elliot Hurst	This study	344.05	-86.18	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.436e-06	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_21	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	344	ATPIPV14-6B	u	9999:99:99:99:99		3e-05	0	90	21	853.0
Elliot Hurst	This study	331.72	-40.87	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.54e-07	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_22	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	345	ATPIPV14-6B	u	9999:99:99:99:99		0.0	0	90	22	913.0
Elliot Hurst	This study	291.8	-88.32	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	4.094e-06	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_23	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	346	ATPIPV14-6B	u	9999:99:99:99:99		3e-05	0	90	23	913.0
Elliot Hurst	This study	48.37	-88.24	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	4.373e-06	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_24	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	347	ATPIPV14-6B	u	9999:99:99:99:99		3e-05	0	90	24	933.0
Elliot Hurst	This study	328.64	-38.55	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.321e-07	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_25	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	348	ATPIPV14-6B	u	9999:99:99:99:99		0.0	0	90	25	933.0
Elliot Hurst	This study	42.27	-87.65	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	4.04e-06	273.0	ATPIPV14-6B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_26	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	349	ATPIPV14-6B	u	9999:99:99:99:99		3e-05	0	90	26	893.0
Elliot Hurst	This study	7.4	4.3	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	3.123e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_0	LT-NO:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	350	ATPIPV14-7A	u	9999:99:99:99:99		0.0	0	90	0	273.0
Elliot Hurst	This study	356.33	16.96	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	3.096e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_1	LT-AF-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	351	ATPIPV14-7A	u	9999:99:99:99:99	0.005	0.0	0	90	1	273.0
Elliot Hurst	This study	0.55	30.15	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.7079999999999996e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_2	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	352	ATPIPV14-7A	u	9999:99:99:99:99		0.0	0	90	2	673.0
Elliot Hurst	This study	357.29	-4.33	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.362e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_3	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	353	ATPIPV14-7A	u	9999:99:99:99:99		3e-05	0	90	3	673.0
Elliot Hurst	This study	358.97	-38.7	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.784e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_4	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	354	ATPIPV14-7A	u	9999:99:99:99:99		3e-05	0	90	4	773.0
Elliot Hurst	This study	358.22	24.81	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.339e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_5	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	355	ATPIPV14-7A	u	9999:99:99:99:99		0.0	0	90	5	773.0
Elliot Hurst	This study	355.78	-12.8	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.2239999999999998e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_6	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	356	ATPIPV14-7A	u	9999:99:99:99:99		3e-05	0	90	6	673.0
Elliot Hurst	This study	0.39	28.12	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.4010000000000004e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_7	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	357	ATPIPV14-7A	u	9999:99:99:99:99		0.0	0	90	7	793.0
Elliot Hurst	This study	356.18	-42.96	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.999e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_8	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	358	ATPIPV14-7A	u	9999:99:99:99:99		3e-05	0	90	8	793.0
Elliot Hurst	This study	1.55	-55.17	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	3.6130000000000004e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_9	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	359	ATPIPV14-7A	u	9999:99:99:99:99		3e-05	0	90	9	813.0
Elliot Hurst	This study	354.9	19.13	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.136e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_10	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	360	ATPIPV14-7A	u	9999:99:99:99:99		0.0	0	90	10	813.0
Elliot Hurst	This study	358.19	-42.67	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.736e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_11	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	361	ATPIPV14-7A	u	9999:99:99:99:99		3e-05	0	90	11	773.0
Elliot Hurst	This study	351.5	29.72	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.1550000000000002e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_12	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	362	ATPIPV14-7A	u	9999:99:99:99:99		0.0	0	90	12	833.0
Elliot Hurst	This study	359.66	-63.96	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	4.343e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_13	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	363	ATPIPV14-7A	u	9999:99:99:99:99		3e-05	0	90	13	833.0
Elliot Hurst	This study	356.53	-78.24	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	7.231999999999999e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_14	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	364	ATPIPV14-7A	u	9999:99:99:99:99		3e-05	0	90	14	853.0
Elliot Hurst	This study	352.15	26.45	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.659e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_15	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	365	ATPIPV14-7A	u	9999:99:99:99:99		0.0	0	90	15	853.0
Elliot Hurst	This study	357.91	-62.65	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	3.327e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_16	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	366	ATPIPV14-7A	u	9999:99:99:99:99		3e-05	0	90	16	813.0
Elliot Hurst	This study	351.82	35.2	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.449e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_17	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	367	ATPIPV14-7A	u	9999:99:99:99:99		0.0	0	90	17	873.0
Elliot Hurst	This study	4.55	-83.22	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.07e-06	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_18	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	368	ATPIPV14-7A	u	9999:99:99:99:99		3e-05	0	90	18	873.0
Elliot Hurst	This study	12.15	-87.44	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.6630000000000002e-06	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_19	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	369	ATPIPV14-7A	u	9999:99:99:99:99		3e-05	0	90	19	893.0
Elliot Hurst	This study	354.36	29.94	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	8.779e-08	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_20	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	370	ATPIPV14-7A	u	9999:99:99:99:99		0.0	0	90	20	893.0
Elliot Hurst	This study	358.24	-85.15	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	8.583e-07	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_21	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	371	ATPIPV14-7A	u	9999:99:99:99:99		3e-05	0	90	21	853.0
Elliot Hurst	This study	351.92	37.97	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	6.543e-08	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_22	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	372	ATPIPV14-7A	u	9999:99:99:99:99		0.0	0	90	22	913.0
Elliot Hurst	This study	36.16	-87.77	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.842e-06	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_23	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	373	ATPIPV14-7A	u	9999:99:99:99:99		3e-05	0	90	23	913.0
Elliot Hurst	This study	41.08	-88.11	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.7459999999999999e-06	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_24	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	374	ATPIPV14-7A	u	9999:99:99:99:99		3e-05	0	90	24	933.0
Elliot Hurst	This study	354.88	37.44	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	5.6679999999999995e-08	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_25	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	375	ATPIPV14-7A	u	9999:99:99:99:99		0.0	0	90	25	933.0
Elliot Hurst	This study	24.78	-87.69	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.5869999999999998e-06	273.0	ATPIPV14-7A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_26	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	376	ATPIPV14-7A	u	9999:99:99:99:99		3e-05	0	90	26	893.0
Elliot Hurst	This study	33.53	25.37	ATPIPV22-10B:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	8.823e-06	273.0	ATPIPV22-10B:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_0	LT-NO:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	377	ATPIPV22-10B	u	9999:99:99:99:99		0.0	0	90	0	273.0
Elliot Hurst	This study	42.21	-39.29	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	8.17e-06	273.0	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_0	LT-NO:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	378	ATPIPV22-8B	u	9999:99:99:99:99		0.0	0	90	0	273.0
Elliot Hurst	This study	48.76	-44.73	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	8.809e-06	273.0	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_1	LT-AF-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	379	ATPIPV22-8B	u	9999:99:99:99:99	0.005	0.0	0	90	1	273.0
Elliot Hurst	This study	59.8	-45.57	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	4.4969999999999995e-06	273.0	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_2	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	380	ATPIPV22-8B	u	9999:99:99:99:99		0.0	0	90	2	673.0
Elliot Hurst	This study	55.8	-66.61	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	7.945e-06	273.0	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_3	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	381	ATPIPV22-8B	u	9999:99:99:99:99		3e-05	0	90	3	673.0
Elliot Hurst	This study	60.76	-79.39	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.277e-05	273.0	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_4	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	382	ATPIPV22-8B	u	9999:99:99:99:99		3e-05	0	90	4	773.0
Elliot Hurst	This study	56.96	-61.29	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	4.513e-06	273.0	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_5	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	383	ATPIPV22-8B	u	9999:99:99:99:99		0.0	0	90	5	773.0
Elliot Hurst	This study	63.11	-75.23	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.025e-05	273.0	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_6	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	384	ATPIPV22-8B	u	9999:99:99:99:99		3e-05	0	90	6	673.0
Elliot Hurst	This study	59.25	-59.49	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	4.038e-06	273.0	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_7	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	385	ATPIPV22-8B	u	9999:99:99:99:99		0.0	0	90	7	793.0
Elliot Hurst	This study	61.58	-78.37	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.22e-05	273.0	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_8	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	386	ATPIPV22-8B	u	9999:99:99:99:99		3e-05	0	90	8	793.0
Elliot Hurst	This study	61.32	-79.6	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.197e-05	273.0	ATPIPV22-8B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_9	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	387	ATPIPV22-8B	u	9999:99:99:99:99		3e-05	0	90	9	813.0
