tab 	er_samples
er_citation_names	er_expedition_name	er_location_name	er_sample_alternatives	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_composite_depth	sample_core_depth	sample_date	sample_dip	sample_lat	sample_lithology	sample_lon	sample_type
This study	318	U1359A		318-U1359A-002H_3A-1.3	318-U1359A-002H_3A-1.3	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.52	4.9		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_3A-1.35	318-U1359A-002H_3A-1.35	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.57	4.95		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_3A-1.4	318-U1359A-002H_3A-1.4	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.62	5		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_3A-1.45	318-U1359A-002H_3A-1.45	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.67	5.05		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_3A-1.5	318-U1359A-002H_3A-1.5	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.72	5.1		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0	318-U1359A-002H_4A-0	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.72	5.1		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.05	318-U1359A-002H_4A-0.05	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.77	5.15		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.1	318-U1359A-002H_4A-0.1	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.82	5.2		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.15	318-U1359A-002H_4A-0.15	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.87	5.25		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.2	318-U1359A-002H_4A-0.2	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.92	5.3		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.25	318-U1359A-002H_4A-0.25	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.97	5.35		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.3	318-U1359A-002H_4A-0.3	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.02	5.4		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.35	318-U1359A-002H_4A-0.35	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.07	5.45		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.4	318-U1359A-002H_4A-0.4	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.12	5.5		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.45	318-U1359A-002H_4A-0.45	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.17	5.55		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.5	318-U1359A-002H_4A-0.5	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.22	5.6		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.55	318-U1359A-002H_4A-0.55	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.27	5.65		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.6	318-U1359A-002H_4A-0.6	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.32	5.7		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.65	318-U1359A-002H_4A-0.65	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.37	5.75		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.7	318-U1359A-002H_4A-0.7	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.42	5.8		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.75	318-U1359A-002H_4A-0.75	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.47	5.85		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.8	318-U1359A-002H_4A-0.8	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.52	5.9		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.85	318-U1359A-002H_4A-0.85	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.57	5.95		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.9	318-U1359A-002H_4A-0.9	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.62	6		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-0.95	318-U1359A-002H_4A-0.95	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.67	6.05		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-1	318-U1359A-002H_4A-1	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.72	6.1		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-1.05	318-U1359A-002H_4A-1.05	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.77	6.15		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-1.1	318-U1359A-002H_4A-1.1	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.82	6.2		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-1.15	318-U1359A-002H_4A-1.15	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.87	6.25		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-1.2	318-U1359A-002H_4A-1.2	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.92	6.3		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-1.25	318-U1359A-002H_4A-1.25	FS-C-DRILL-IODP:SO-V	0			Sedimentary	7.97	6.35		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-1.3	318-U1359A-002H_4A-1.3	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.02	6.4		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-1.35	318-U1359A-002H_4A-1.35	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.07	6.45		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-1.4	318-U1359A-002H_4A-1.4	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.12	6.5		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-1.45	318-U1359A-002H_4A-1.45	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.17	6.55		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_4A-1.5	318-U1359A-002H_4A-1.5	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.22	6.6		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0	318-U1359A-002H_5A-0	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.22	6.6		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.05	318-U1359A-002H_5A-0.05	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.27	6.65		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.1	318-U1359A-002H_5A-0.1	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.32	6.7		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.15	318-U1359A-002H_5A-0.15	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.37	6.75		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.2	318-U1359A-002H_5A-0.2	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.42	6.8		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.25	318-U1359A-002H_5A-0.25	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.47	6.85		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.3	318-U1359A-002H_5A-0.3	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.52	6.9		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.35	318-U1359A-002H_5A-0.35	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.57	6.95		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.4	318-U1359A-002H_5A-0.4	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.62	7		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.45	318-U1359A-002H_5A-0.45	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.67	7.05		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.5	318-U1359A-002H_5A-0.5	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.72	7.1		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.55	318-U1359A-002H_5A-0.55	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.77	7.15		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.6	318-U1359A-002H_5A-0.6	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.82	7.2		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.65	318-U1359A-002H_5A-0.65	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.87	7.25		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.7	318-U1359A-002H_5A-0.7	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.92	7.3		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.75	318-U1359A-002H_5A-0.75	FS-C-DRILL-IODP:SO-V	0			Sedimentary	8.97	7.35		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.8	318-U1359A-002H_5A-0.8	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.02	7.4		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.85	318-U1359A-002H_5A-0.85	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.07	7.45		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.9	318-U1359A-002H_5A-0.9	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.12	7.5		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-0.95	318-U1359A-002H_5A-0.95	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.17	7.55		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-1	318-U1359A-002H_5A-1	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.22	7.6		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-1.05	318-U1359A-002H_5A-1.05	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.27	7.65		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-1.1	318-U1359A-002H_5A-1.1	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.32	7.7		0	-64.904	Not Specified	143.9614	Sediment Layer
