"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","Demag level (mT)","Inclination background & tray corrected (deg)","Declination background & tray corrected (deg)","Intensity background & tray corrected (A/m)","Inclination raw (deg)","Declination raw (deg)","Intensity raw (A/m)","Magnetic moment x (Am²)","Magnetic moment y (Am²)","Magnetic moment z (Am²)","Sample orientation","Raw data","Timestamp (UTC)","Instrument","Text ID","Test No.","Comments",
"312","U1256","D","222","R","2","A","-0.0","1446.100","1446.100","0","12.8","255.3","0.057168","12.8","255.3","0.057188","-1.3413E-6","-5.2181E-6","1.963E-6","Single Line","10019621","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","2.0","1446.120","1446.120","0","82.1","275.9","0.027159","82","275.8","0.027164","3.6280E-8","-3.6350E-7","4.160E-6","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","4.0","1446.140","1446.140","0","25.3","74","0.12049","25.3","74","0.12047","2.8414E-6","1.0131E-5","7.959E-6","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","6.0","1446.160","1446.160","0","18.2","74.9","0.27559","18.2","74.9","0.27556","6.4530E-6","2.4454E-5","1.332E-5","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","8.0","1446.180","1446.180","0","16.8","75.2","0.42058","16.8","75.2","0.42055","9.7248E-6","3.7662E-5","1.881E-5","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","10.0","1446.200","1446.200","0","16.7","75.6","0.50988","16.7","75.6","0.50983","1.1501E-5","4.5764E-5","2.266E-5","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","12.0","1446.220","1446.220","0","17","76.7","0.53906","17","76.7","0.53901","1.1242E-5","4.8530E-5","2.439E-5","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","14.0","1446.240","1446.240","0","17.8","77.6","0.51804","17.8","77.6","0.51799","1.0004E-5","4.6623E-5","2.444E-5","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","16.0","1446.260","1446.260","0","18.8","78.5","0.46561","18.8","78.5","0.46556","8.3226E-6","4.1778E-5","2.324E-5","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","18.0","1446.280","1446.280","0","20.1","79.3","0.40238","20.1","79.3","0.40232","6.6092E-6","3.5924E-5","2.140E-5","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","20.0","1446.300","1446.300","0","21.7","80","0.34277","21.7","80","0.34271","5.2217E-6","3.0350E-5","1.958E-5","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","22.0","1446.320","1446.320","0","23.9","80","0.2825","24","80","0.28243","4.2373E-6","2.4596E-5","1.773E-5","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","24.0","1446.340","1446.340","0","28.8","72.5","0.20802","28.8","72.4","0.20795","5.2025E-6","1.6815E-5","1.548E-5","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","26.0","1446.360","1446.360","0","34.7","41.5","0.15148","34.7","41.4","0.15145","8.8317E-6","7.9727E-6","1.334E-5","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","28.0","1446.380","1446.380","0","28.3","2.7","0.16936","28.3","2.6","0.16936","1.4093E-5","6.6550E-7","1.242E-5","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","30.0","1446.400","1446.400","0","22.6","351.4","0.2132","22.6","351.4","0.21322","1.8415E-5","-2.8626E-6","1.267E-5","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","32.0","1446.420","1446.420","0","22.6","349.9","0.21466","22.6","349.9","0.21469","1.8461E-5","-3.3793E-6","1.276E-5","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","34.0","1446.440","1446.440","0","26.5","349.4","0.16498","26.5","349.4","0.16501","1.3740E-5","-2.6267E-6","1.137E-5","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","36.0","1446.460","1446.460","0","35.3","345.7","0.094729","35.3","345.6","0.094762","7.0877E-6","-1.8565E-6","8.473E-6","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","38.0","1446.480","1446.480","0","58.7","327.1","0.040408","58.6","326.9","0.040449","1.6710E-6","-1.1159E-6","5.338E-6","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","40.0","1446.500","1446.500","0","82.1","290.4","0.023014","81.8","289.8","0.023035","1.0582E-7","-2.9988E-7","3.526E-6","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","42.0","1446.520","1446.520","0","39.8","18.8","0.033588","39.8","18.5","0.033571","2.3141E-6","7.9124E-7","3.325E-6","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","44.0","1446.540","1446.540","0","21.9","18.1","0.07336","21.9","18","0.073337","6.1216E-6","2.0348E-6","4.238E-6","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","46.0","1446.560","1446.560","0","18.5","17.6","0.11059","18.5","17.5","0.11056","9.4617E-6","3.0523E-6","5.424E-6","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","48.0","1446.580","1446.580","0","19.1","17.8","0.12048","19.1","17.8","0.12045","1.0257E-5","3.3585E-6","6.098E-6","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","50.0","1446.600","1446.600","0","22.3","18.1","0.098323","22.3","18","0.098297","8.1869E-6","2.7150E-6","5.765E-6","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","52.0","1446.620","1446.620","0","29.1","18.8","0.058474","29.1","18.6","0.058448","4.5809E-6","1.5771E-6","4.393E-6","","","2011-04-18 22:18:26","SRM","SHLF3196121","24276721","",
"312","U1256","D","222","R","2","A","-0.0","1446.100","1446.100","20","12.8","252.2","0.060034","12.8","252.2","0.06005","-1.6968E-6","-5.3947E-6","2.051E-6","Single Line","10019681","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","2.0","1446.120","1446.120","20","76.2","297.5","0.0291","76.2","297.5","0.029108","3.0376E-7","-5.9746E-7","4.371E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","4.0","1446.140","1446.140","20","25.7","66.7","0.12547","25.8","66.7","0.12544","4.2312E-6","1.0040E-5","8.430E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","6.0","1446.160","1446.160","20","18.6","69.1","0.28688","18.6","69.1","0.28685","9.1808E-6","2.4570E-5","1.417E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","8.0","1446.180","1446.180","20","17.1","70.4","0.43742","17.1","70.4","0.43739","1.3261E-5","3.8119E-5","1.985E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","10.0","1446.200","1446.200","20","16.8","71.7","0.52892","16.8","71.7","0.52889","1.5024E-5","4.6511E-5","2.369E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","12.0","1446.220","1446.220","20","17","72.6","0.55865","17","72.6","0.55861","1.5084E-5","4.9321E-5","2.532E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","14.0","1446.240","1446.240","20","17.7","73.4","0.53663","17.7","73.4","0.53659","1.3840E-5","4.7398E-5","2.522E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","16.0","1446.260","1446.260","20","18.7","74","0.48336","18.7","74","0.48332","1.1914E-5","4.2596E-5","2.393E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","18.0","1446.280","1446.280","20","19.8","74.6","0.41914","19.8","74.6","0.41909","9.8989E-6","3.6776E-5","2.200E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","20.0","1446.300","1446.300","20","21.2","75.1","0.35787","21.2","75.1","0.35782","8.1086E-6","3.1185E-5","2.006E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","22.0","1446.320","1446.320","20","23.3","74.6","0.29658","23.3","74.6","0.29654","6.8645E-6","2.5405E-5","1.812E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","24.0","1446.340","1446.340","20","27.5","66.8","0.22191","27.5","66.8","0.22187","7.3280E-6","1.7499E-5","1.586E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","26.0","1446.360","1446.360","20","31.8","38.3","0.16738","31.8","38.3","0.16736","1.0567E-5","8.5287E-6","1.363E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","28.0","1446.380","1446.380","20","25.8","3.5","0.18781","25.8","3.5","0.18783","1.5979E-5","9.8744E-7","1.262E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","30.0","1446.400","1446.400","20","20.7","352.4","0.2361","20.7","352.4","0.23614","2.0722E-5","-2.8397E-6","1.289E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","32.0","1446.420","1446.420","20","20.6","351","0.24006","20.6","351","0.2401","2.0999E-5","-3.4104E-6","1.308E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","34.0","1446.440","1446.440","20","24.2","350.8","0.18562","24.2","350.8","0.18567","1.5817E-5","-2.6173E-6","1.178E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","36.0","1446.460","1446.460","20","32.5","347.7","0.10669","32.5","347.6","0.10674","8.3205E-6","-1.8703E-6","8.867E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","38.0","1446.480","1446.480","20","55.7","330.7","0.043807","55.6","330.5","0.043855","2.0382E-6","-1.1789E-6","5.600E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","40.0","1446.500","1446.500","20","81.2","293.5","0.023823","80.9","293.4","0.023847","1.4092E-7","-3.3366E-7","3.642E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","42.0","1446.520","1446.520","20","36.9","17.7","0.035791","36.9","17.5","0.035797","2.5827E-6","8.3101E-7","3.327E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","44.0","1446.540","1446.540","20","19.3","17.2","0.082277","19.3","17.1","0.082281","7.0261E-6","2.2067E-6","4.197E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","46.0","1446.560","1446.560","20","16.2","16.4","0.12451","16.2","16.3","0.12451","1.0858E-5","3.2479E-6","5.380E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","48.0","1446.580","1446.580","20","16.8","16.5","0.13656","16.8","16.4","0.13656","1.1864E-5","3.5807E-6","6.107E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","50.0","1446.600","1446.600","20","19.9","16.8","0.11127","19.9","16.7","0.11127","9.4817E-6","2.9134E-6","5.858E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","52.0","1446.620","1446.620","20","26.4","17.1","0.066112","26.4","16.9","0.066117","5.3617E-6","1.6688E-6","4.544E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276741","",
"312","U1256","D","222","R","2","A","-0.0","1446.100","1446.100","40","12.6","253.6","0.058549","12.5","253.6","0.058566","-1.5280E-6","-5.3062E-6","1.968E-6","Single Line","10019661","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","2.0","1446.120","1446.120","40","69","286.3","0.028814","68.9","286.3","0.028824","2.7558E-7","-9.6253E-7","4.160E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","4.0","1446.140","1446.140","40","27.2","66.2","0.11307","27.2","66.2","0.11305","3.8346E-6","8.8998E-6","8.002E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","6.0","1446.160","1446.160","40","19","69.4","0.26648","19","69.4","0.26645","8.4026E-6","2.2814E-5","1.341E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","8.0","1446.180","1446.180","40","17.1","71","0.41477","17.1","71","0.41474","1.2197E-5","3.6264E-5","1.890E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","10.0","1446.200","1446.200","40","16.7","72.1","0.50724","16.7","72.1","0.5072","1.4111E-5","4.4725E-5","2.261E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","12.0","1446.220","1446.220","40","16.9","73.2","0.53978","16.9","73.2","0.53974","1.4125E-5","4.7840E-5","2.424E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","14.0","1446.240","1446.240","40","17.5","74","0.52148","17.5","74","0.52143","1.2938E-5","4.6271E-5","2.422E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","16.0","1446.260","1446.260","40","18.5","74.6","0.47025","18.5","74.6","0.4702","1.1202E-5","4.1609E-5","2.302E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","18.0","1446.280","1446.280","40","19.6","75.5","0.40652","19.6","75.5","0.40647","9.0865E-6","3.5865E-5","2.110E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","20.0","1446.300","1446.300","40","20.9","75.3","0.34538","20.9","75.3","0.34532","7.7248E-6","3.0192E-5","1.908E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","22.0","1446.320","1446.320","40","22.8","74.7","0.28574","22.9","74.7","0.28569","6.5611E-6","2.4574E-5","1.716E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","24.0","1446.340","1446.340","40","26.8","68.4","0.21438","26.8","68.4","0.21432","6.6579E-6","1.7219E-5","1.493E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","26.0","1446.360","1446.360","40","31.5","41.1","0.1587","31.5","41","0.15867","9.6538E-6","8.5937E-6","1.283E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","28.0","1446.380","1446.380","40","26.2","5.1","0.17229","26.2","5.1","0.1723","1.4567E-5","1.3181E-6","1.178E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","30.0","1446.400","1446.400","40","20.9","352.7","0.21701","20.9","352.7","0.21704","1.9031E-5","-2.5028E-6","1.197E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","32.0","1446.420","1446.420","40","20.5","351.4","0.22443","20.5","351.4","0.22446","1.9671E-5","-3.0359E-6","1.216E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","34.0","1446.440","1446.440","40","23.7","351.5","0.17794","23.7","351.4","0.17798","1.5248E-5","-2.3527E-6","1.106E-5","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","36.0","1446.460","1446.460","40","31.4","348.9","0.10484","31.4","348.8","0.10489","8.3142E-6","-1.6801E-6","8.442E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","38.0","1446.480","1446.480","40","52.9","334.5","0.043807","52.9","334.3","0.043854","2.2573E-6","-1.1117E-6","5.407E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","40.0","1446.500","1446.500","40","78.6","286.2","0.022916","78.3","286.2","0.022943","1.2271E-7","-4.3286E-7","3.475E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","42.0","1446.520","1446.520","40","40","16.1","0.030945","40","15.8","0.030949","2.1580E-6","6.2355E-7","3.079E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","44.0","1446.540","1446.540","40","19.8","16.5","0.073453","19.8","16.4","0.073454","6.2760E-6","1.8837E-6","3.843E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","46.0","1446.560","1446.560","40","16.2","16.1","0.11512","16.2","16.1","0.11512","1.0049E-5","2.9622E-6","4.980E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","48.0","1446.580","1446.580","40","16.6","16.2","0.12999","16.6","16.1","0.12999","1.1325E-5","3.3411E-6","5.750E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","50.0","1446.600","1446.600","40","19.4","16.4","0.10954","19.4","16.3","0.10955","9.3818E-6","2.8076E-6","5.636E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","52.0","1446.620","1446.620","40","25.4","16.5","0.067476","25.4","16.3","0.067477","5.5364E-6","1.6580E-6","4.472E-6","","","2011-04-18 22:24:51","SRM","SHLF3196121","24276751","",
"312","U1256","D","222","R","2","A","-0.0","1446.100","1446.100","45","13.4","254.2","0.053191","13.4","254.2","0.053203","-1.3367E-6","-4.8177E-6","1.907E-6","Single Line","10019721","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","2.0","1446.120","1446.120","45","70.4","289.8","0.027561","70.3","289.8","0.027569","2.9779E-7","-8.4504E-7","4.015E-6","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","4.0","1446.140","1446.140","45","28","66.8","0.10555","28","66.8","0.10553","3.4765E-6","8.2852E-6","7.664E-6","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","6.0","1446.160","1446.160","45","19.5","70.2","0.24569","19.5","70.1","0.24567","7.4419E-6","2.1077E-5","1.268E-5","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","8.0","1446.180","1446.180","45","17.4","71.5","0.37983","17.4","71.5","0.37981","1.0854E-5","3.3260E-5","1.759E-5","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","10.0","1446.200","1446.200","45","16.9","72.6","0.46282","16.9","72.6","0.46279","1.2510E-5","4.0883E-5","2.085E-5","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","12.0","1446.220","1446.220","45","17","73.7","0.49017","17","73.7","0.49014","1.2442E-5","4.3526E-5","2.219E-5","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","14.0","1446.240","1446.240","45","17.6","74.6","0.47138","17.6","74.6","0.47135","1.1279E-5","4.1914E-5","2.205E-5","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","16.0","1446.260","1446.260","45","18.5","75.4","0.42308","18.5","75.4","0.42304","9.5860E-6","3.7552E-5","2.080E-5","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","18.0","1446.280","1446.280","45","19.7","76","0.36379","19.7","76","0.36375","7.8350E-6","3.2150E-5","1.898E-5","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","20.0","1446.300","1446.300","45","21.1","76.8","0.30625","21.1","76.8","0.30621","6.1516E-6","2.6907E-5","1.709E-5","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","22.0","1446.320","1446.320","45","23.2","76.5","0.24964","23.2","76.5","0.2496","5.0645E-6","2.1582E-5","1.522E-5","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","24.0","1446.340","1446.340","45","27.5","69","0.18372","27.5","69","0.18368","5.5342E-6","1.4716E-5","1.311E-5","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","26.0","1446.360","1446.360","45","32.2","39.5","0.13587","32.2","39.5","0.13585","8.4008E-6","7.0718E-6","1.119E-5","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","28.0","1446.380","1446.380","45","26.1","3.6","0.15033","26.1","3.5","0.15035","1.2747E-5","8.0840E-7","1.025E-5","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","30.0","1446.400","1446.400","45","20.8","352.1","0.18761","20.8","352.1","0.18764","1.6442E-5","-2.3390E-6","1.030E-5","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","32.0","1446.420","1446.420","45","20.6","350.8","0.18946","20.6","350.8","0.1895","1.6568E-5","-2.7547E-6","1.031E-5","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","34.0","1446.440","1446.440","45","24.1","350.9","0.14586","24","350.8","0.1459","1.2445E-5","-2.0563E-6","9.196E-6","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","36.0","1446.460","1446.460","45","32.3","347.6","0.083447","32.3","347.5","0.083486","6.5212E-6","-1.4748E-6","6.896E-6","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","38.0","1446.480","1446.480","45","54.9","328.5","0.034611","54.9","328.4","0.034652","1.6073E-6","-1.0122E-6","4.382E-6","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","40.0","1446.500","1446.500","45","77.9","295.5","0.019036","77.6","295.4","0.01906","1.6559E-7","-3.5638E-7","2.880E-6","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","42.0","1446.520","1446.520","45","35.9","14.8","0.029601","35.9","14.6","0.029611","2.1974E-6","5.8390E-7","2.684E-6","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","44.0","1446.540","1446.540","45","19.1","16.1","0.067648","19.1","16","0.067656","5.8160E-6","1.7056E-6","3.419E-6","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","46.0","1446.560","1446.560","45","16","15.7","0.10265","16","15.7","0.10266","8.9897E-6","2.5773E-6","4.385E-6","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","48.0","1446.580","1446.580","45","16.5","15.9","0.11313","16.5","15.9","0.11313","9.8723E-6","2.8697E-6","4.974E-6","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","50.0","1446.600","1446.600","45","19.4","16.1","0.092826","19.4","16","0.092835","7.9662E-6","2.3345E-6","4.763E-6","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","52.0","1446.620","1446.620","45","25.4","16.1","0.055541","25.4","15.9","0.05555","4.5668E-6","1.3332E-6","3.682E-6","","","2011-04-18 22:25:02","SRM","SHLF3196121","24276761","",
"312","U1256","D","222","R","2","A","-0.0","1446.100","1446.100","50","14.1","254.9","0.046341","14.1","254.9","0.046354","-1.1097E-6","-4.1987E-6","1.751E-6","Single Line","10019701","2011-04-18 22:25:00","SRM","SHLF3196121","24276771","",
"312","U1256","D","222","R","2","A","2.0","1446.120","1446.120","50","71.6","305.1","0.025128","71.5","305","0.025135","4.3233E-7","-6.3021E-7","3.687E-6","","","2011-04-18 22:25:00","SRM","SHLF3196121","24276771","",
"312","U1256","D","222","R","2","A","4.0","1446.140","1446.140","50","28.6","65.8","0.094324","28.6","65.8","0.094308","3.2170E-6","7.3080E-6","6.975E-6","","","2011-04-18 22:25:00","SRM","SHLF3196121","24276771","",
"312","U1256","D","222","R","2","A","6.0","1446.160","1446.160","50","19.9","69.8","0.21757","19.9","69.8","0.21755","6.6758E-6","1.8579E-5","1.145E-5","","","2011-04-18 22:25:00","SRM","SHLF3196121","24276771","",
"312","U1256","D","222","R","2","A","8.0","1446.180","1446.180","50","17.7","71.7","0.33407","17.7","71.7","0.33405","9.4497E-6","2.9234E-5","1.572E-5","","","2011-04-18 22:25:00","SRM","SHLF3196121","24276771","",
"312","U1256","D","222","R","2","A","10.0","1446.200","1446.200","50","17.2","72.9","0.40588","17.2","72.9","0.40586","1.0801E-5","3.5856E-5","1.854E-5","","","2011-04-18 22:25:00","SRM","SHLF3196121","24276771","",
"312","U1256","D","222","R","2","A","12.0","1446.220","1446.220","50","17.3","74.1","0.42979","17.3","74.1","0.42976","1.0653E-5","3.8189E-5","1.971E-5","","","2011-04-18 22:25:00","SRM","SHLF3196121","24276771","",
"312","U1256","D","222","R","2","A","14.0","1446.240","1446.240","50","17.8","74.9","0.4125","17.8","74.9","0.41247","9.6597E-6","3.6683E-5","1.955E-5","","","2011-04-18 22:25:00","SRM","SHLF3196121","24276771","",
"312","U1256","D","222","R","2","A","16.0","1446.260","1446.260","50","18.8","75.7","0.36994","18.8","75.7","0.36991","8.1888E-6","3.2833E-5","1.843E-5","","","2011-04-18 22:25:00","SRM","SHLF3196121","24276771","",
"312","U1256","D","222","R","2","A","18.0","1446.280","1446.280","50","20","76.4","0.31671","20","76.4","0.31668","6.6285E-6","2.7988E-5","1.674E-5","","","2011-04-18 22:25:00","SRM","SHLF3196121","24276771","",
"312","U1256","D","222","R","2","A","20.0","1446.300","1446.300","50","21.4","77.1","0.26446","21.4","77.1","0.26442","5.1843E-6","2.3222E-5","1.493E-5","","","2011-04-18 22:25:00","SRM","SHLF3196121","24276771","",
