"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","Demag level (mT)","Inclination background & tray corrected (deg)","Declination background & tray corrected (deg)","Intensity background & tray corrected (A/m)","Inclination raw (deg)","Declination raw (deg)","Intensity raw (A/m)","Magnetic moment x (Am²)","Magnetic moment y (Am²)","Magnetic moment z (Am²)","Treatment type","Treatment Value (mT or °C)","Sample orientation","Sample type","Sample length (cm)","Sample volume (cm³)","Raw data","Timestamp (UTC)","Instrument","Text ID","Test No.","Comments",
"344","U1414","A","9","H","1","W","58.0","68.980","68.957","0","42.2","150.1","0.00050199","65.5","149.1","0.00055336","-1.5769E-9","9.4520E-10","4.027E-9","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20736841","2012-12-07 11:05:00","SRM","OTHR4475201","42769121","",
"344","U1414","A","9","H","1","W","58.0","68.980","68.957","0","37.2","167.2","0.00036365","56.5","198.4","0.00039812","-1.6658E-9","-5.5517E-10","2.657E-9","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20736901","2012-12-07 11:05:14","SRM","OTHR4475201","42769181","",
"344","U1414","A","9","H","1","W","58.0","68.980","68.957","0","18.2","171.9","0.00069053","36.8","177.3","0.00054526","-3.4903E-9","1.6708E-10","2.611E-9","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20736971","2012-12-07 11:05:32","SRM","OTHR4475201","42769261","",
"344","U1414","A","9","H","1","W","58.0","68.980","68.957","0","14.8","171.9","0.00076825","34.1","176.7","0.00057784","-3.8215E-9","2.1740E-10","2.592E-9","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20737041","2012-12-07 11:05:44","SRM","OTHR4475201","42769331","",
"344","U1414","A","9","H","1","W","58.0","68.980","68.957","0","3.4","176.3","0.00055062","5.7","186.5","0.00036443","-2.8820E-9","-3.2971E-10","2.920E-10","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20737121","2012-12-07 11:06:00","SRM","OTHR4475201","42769411","",
"344","U1414","A","9","H","1","W","58.0","68.980","68.957","0","-0.6","185.3","0.00012832","4.9","238.6","0.00010506","-4.3595E-10","-7.1502E-10","7.142E-11","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20737181","2012-12-07 11:06:13","SRM","OTHR4475201","42769471","",
"344","U1414","A","9","H","1","W","58.0","68.980","68.957","0","-4.6","166.9","0.0001228","-0.3","223.2","0.00007598","-4.4307E-10","-4.1617E-10","-3.600E-12","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20737251","2012-12-07 11:06:29","SRM","OTHR4475201","42769541","",
"344","U1414","A","9","H","1","W","58.0","68.980","68.957","0","-8.5","192.6","0.00016918","-5.8","229.3","0.00015869","-8.2374E-10","-9.5743E-10","-1.286E-10","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20737311","2012-12-07 11:06:41","SRM","OTHR4475201","42769611","",
"344","U1414","A","9","H","1","W","58.0","68.980","68.957","0","-13.6","175.9","0.00014394","-14","226.2","0.00010301","-5.5308E-10","-5.7768E-10","-1.987E-10","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20737391","2012-12-07 11:06:57","SRM","OTHR4475201","42769681","",
"344","U1414","A","9","H","4","W","47.0","73.370","73.169","0","62.7","81.6","0.0012111","63.4","66.5","0.0013326","1.9023E-9","4.3715E-9","9.536E-9","","","Double Lines","OTHR","2.0","8","20758791","2012-12-09 10:47:12","SRM","OTHR4475431","42985271","",
"344","U1414","A","9","H","4","W","47.0","73.370","73.169","0","27","59.4","0.00086449","48.3","75.2","0.00098028","1.3319E-9","5.0421E-9","5.857E-9","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20758851","2012-12-09 10:47:39","SRM","OTHR4475431","42985341","",
"344","U1414","A","9","H","4","W","47.0","73.370","73.169","0","11.9","108","0.00052615","17.9","108.9","0.00050927","-1.2572E-9","3.6674E-9","1.252E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20758941","2012-12-09 10:48:23","SRM","OTHR4475431","42985421","",
"344","U1414","A","9","H","4","W","47.0","73.370","73.169","0","17.2","56.5","0.00049125","29.1","65.3","0.00045173","1.3215E-9","2.8676E-9","1.758E-9","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20759001","2012-12-09 10:48:47","SRM","OTHR4475431","42985481","",
"344","U1414","A","9","H","4","W","47.0","73.370","73.169","0","19.5","119.8","0.00046415","22.5","96.9","0.00038775","-3.4290E-10","2.8451E-9","1.188E-9","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20759071","2012-12-09 10:49:26","SRM","OTHR4475431","42985551","",
"344","U1414","A","9","H","4","W","47.0","73.370","73.169","0","4.7","128.2","0.00042308","9.9","123","0.00040549","-1.7411E-9","2.6802E-9","5.554E-10","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20759151","2012-12-09 10:50:04","SRM","OTHR4475431","42985631","",
"344","U1414","A","9","H","4","W","47.0","73.370","73.169","0","20.1","145.9","0.00049651","22.5","100.5","0.00024643","-3.3250E-10","1.7903E-9","7.554E-10","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20759201","2012-12-09 10:50:33","SRM","OTHR4475431","42985951","",
"344","U1414","A","9","H","4","W","47.0","73.370","73.169","0","3.6","103.8","0.00023698","16.4","102.7","0.00021488","-3.6206E-10","1.6088E-9","4.856E-10","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20759321","2012-12-09 10:51:13","SRM","OTHR4475431","42986041","",
"344","U1414","A","9","H","4","W","47.0","73.370","73.169","0","-0.1","102.2","0.00020528","12.2","95.8","0.00021187","-1.6803E-10","1.6483E-9","3.576E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20759381","2012-12-09 10:51:34","SRM","OTHR4475431","42986101","",
"344","U1414","A","9","H","4","W","47.0","73.370","73.169","0","1.6","78.4","0.00011007","23.8","68.7","0.00011733","3.1225E-10","8.0036E-10","3.781E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20759461","2012-12-09 10:52:08","SRM","OTHR4475431","42986171","",
"344","U1414","A","9","H","4","W","47.0","73.370","73.169","0","-8.5","102.3","0.00015454","8.4","91.9","0.00015316","-3.9134E-11","1.2115E-9","1.788E-10","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20759511","2012-12-09 10:52:43","SRM","OTHR4475431","42986231","",
"344","U1414","A","9","H","4","W","47.0","73.370","73.169","0","-3.4","56.8","0.0000973","28.8","46.6","0.00008252","3.9736E-10","4.2034E-10","3.182E-10","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20759601","2012-12-09 10:53:20","SRM","OTHR4475431","42986311","",
"344","U1414","A","10","H","4","W","20.0","82.600","82.429","0","78","171.4","0.0065049","79.7","156.3","0.0069385","-9.1205E-9","4.0088E-9","5.461E-8","","","Double Lines","OTHR","2.0","8","20760571","2012-12-09 11:01:32","SRM","OTHR4479261","42987661","",
"344","U1414","A","10","H","4","W","20.0","82.600","82.429","0","29.6","175.4","0.0013273","48.1","157.3","0.0015117","-7.4435E-9","3.1150E-9","9.008E-9","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20760641","2012-12-09 11:02:07","SRM","OTHR4479261","42987731","",
"344","U1414","A","10","H","4","W","20.0","82.600","82.429","0","9.3","178.5","0.00083864","32.1","151.2","0.00083923","-4.9799E-9","2.7419E-9","3.572E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20760711","2012-12-09 11:02:43","SRM","OTHR4479261","42987801","",
"344","U1414","A","10","H","4","W","20.0","82.600","82.429","0","-0","184","0.00079604","27.8","156","0.0006752","-4.3639E-9","1.9446E-9","2.520E-9","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20760781","2012-12-09 11:03:21","SRM","OTHR4479261","42987871","",
"344","U1414","A","10","H","4","W","20.0","82.600","82.429","0","-8.1","187.4","0.00060552","27","150.4","0.00050372","-3.1223E-9","1.7756E-9","1.827E-9","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20760861","2012-12-09 11:04:01","SRM","OTHR4479261","42987941","",
"344","U1414","A","10","H","4","W","20.0","82.600","82.429","0","-13.1","193.2","0.00058842","23.5","149.9","0.00044734","-2.8393E-9","1.6466E-9","1.426E-9","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20760921","2012-12-09 11:04:26","SRM","OTHR4479261","42988011","",
"344","U1414","A","10","H","4","W","20.0","82.600","82.429","0","-14","202.2","0.00056248","29.6","162.3","0.00034848","-2.3087E-9","7.3865E-10","1.377E-9","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20760991","2012-12-09 11:05:00","SRM","OTHR4479261","42988081","",
"344","U1414","A","10","H","4","W","20.0","82.600","82.429","0","-23.9","205.6","0.00050155","24.3","149","0.00026413","-1.6513E-9","9.9218E-10","8.682E-10","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20761051","2012-12-09 11:05:32","SRM","OTHR4479261","42988151","",
"344","U1414","A","10","H","4","W","20.0","82.600","82.429","0","-28.5","209","0.00054256","12.3","152.5","0.00023374","-1.6212E-9","8.4262E-10","3.977E-10","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20761131","2012-12-09 11:06:21","SRM","OTHR4479261","42988221","",
"344","U1414","A","10","H","4","W","20.0","82.600","82.429","0","-29.6","219.6","0.0005276","18.9","176.8","0.000151","-1.1412E-9","6.4774E-11","3.908E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20761191","2012-12-09 11:06:49","SRM","OTHR4479261","42988291","",
"344","U1414","A","10","H","4","W","20.0","82.600","82.429","0","-31.6","215.9","0.00049462","20","155.6","0.00014295","-9.7808E-10","4.4452E-10","3.920E-10","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20761261","2012-12-09 11:07:31","SRM","OTHR4479261","42988351","",
"344","U1414","A","10","H","4","W","20.0","82.600","82.429","0","-43.5","210.3","0.00072635","-72","171.2","0.00068719","-1.6800E-9","2.5937E-10","-5.228E-9","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20761351","2012-12-09 11:08:02","SRM","OTHR4479261","42988441","",
"344","U1414","A","10","H","6","W","130.0","86.700","86.379","0","73.7","166","0.002337","74.9","171.7","0.0023079","-4.7588E-9","6.9583E-10","1.783E-8","","","Double Lines","OTHR","2.0","8","20759641","2012-12-09 10:53:42","SRM","OTHR4479271","42986361","",
"344","U1414","A","10","H","6","W","130.0","86.700","86.379","0","28.8","158.5","0.00066933","31","164.1","0.00060849","-4.0125E-9","1.1465E-9","2.506E-9","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20759701","2012-12-09 10:54:14","SRM","OTHR4479271","42986421","",
"344","U1414","A","10","H","6","W","130.0","86.700","86.379","0","22.4","159.1","0.00052824","24.3","166.1","0.00047052","-3.3319E-9","8.2177E-10","1.547E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20759771","2012-12-09 10:54:51","SRM","OTHR4479271","42986491","",
"344","U1414","A","10","H","6","W","130.0","86.700","86.379","0","15.4","162.9","0.00047182","16.6","169.8","0.00041591","-3.1381E-9","5.6462E-10","9.510E-10","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20759831","2012-12-09 10:55:16","SRM","OTHR4479271","42986551","",
"344","U1414","A","10","H","6","W","130.0","86.700","86.379","0","22.6","159.8","0.0003307","26.1","172.1","0.00027473","-1.9553E-9","2.7272E-10","9.658E-10","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20759931","2012-12-09 10:55:52","SRM","OTHR4479271","42986641","",
"344","U1414","A","10","H","6","W","130.0","86.700","86.379","0","34.4","139.9","0.00021816","40.4","163.1","0.0002089","-1.2184E-9","3.6918E-10","1.083E-9","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20760001","2012-12-09 10:56:33","SRM","OTHR4479271","42986851","",
"344","U1414","A","10","H","6","W","130.0","86.700","86.379","0","1.8","141.4","0.00032882","0.3","146","0.00025498","-1.6918E-9","1.1395E-9","9.072E-12","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20760071","2012-12-09 10:57:18","SRM","OTHR4479271","42986911","",
"344","U1414","A","10","H","6","W","130.0","86.700","86.379","0","-3.1","148.1","0.00026349","-5.9","160.6","0.00019801","-1.4860E-9","5.2375E-10","-1.634E-10","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20760141","2012-12-09 10:57:50","SRM","OTHR4479271","42987001","",
"344","U1414","A","10","H","6","W","130.0","86.700","86.379","0","-1.8","137.6","0.00023451","-4.9","146.6","0.00015775","-1.0501E-9","6.9166E-10","-1.080E-10","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20760211","2012-12-09 10:58:23","SRM","OTHR4479271","42987081","",
"344","U1414","A","10","H","6","W","130.0","86.700","86.379","0","-1.5","136.8","0.00018265","-6.5","150.4","0.00010782","-7.4519E-10","4.2339E-10","-9.734E-11","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20760321","2012-12-09 10:59:13","SRM","OTHR4479271","42987171","",
"344","U1414","A","10","H","6","W","130.0","86.700","86.379","0","-11.3","133.1","0.00018405","-22.4","135.3","0.00011558","-6.0727E-10","6.0131E-10","-3.529E-10","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20760391","2012-12-09 10:59:49","SRM","OTHR4479271","42987371","",
"344","U1414","A","10","H","6","W","130.0","86.700","86.379","0","-16.5","138.1","0.00017292","-30.8","155.6","0.0001089","-6.8170E-10","3.0941E-10","-4.455E-10","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20760451","2012-12-09 11:00:27","SRM","OTHR4479271","42987551","",
"344","U1414","A","11","H","1","W","106.0","88.460","88.433","0","76.8","323.3","0.0024495","73.9","314.3","0.002539","3.9422E-9","-4.0352E-9","1.951E-8","","","Double Lines","OTHR","2.0","8","20735741","2012-12-07 11:00:20","SRM","OTHR4480461","42763731","",
"344","U1414","A","11","H","1","W","106.0","88.460","88.433","0","32.9","326.5","0.00048984","29.8","315.7","0.00065298","3.2451E-9","-3.1631E-9","2.599E-9","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20735801","2012-12-07 11:00:42","SRM","OTHR4480461","42764401","",
"344","U1414","A","11","H","1","W","106.0","88.460","88.433","0","20.8","327.7","0.00038795","21.3","313.2","0.00053765","2.7460E-9","-2.9204E-9","1.559E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20735871","2012-12-07 11:01:05","SRM","OTHR4480461","42765411","",
"344","U1414","A","11","H","1","W","106.0","88.460","88.433","0","12.6","331.4","0.00042469","15.1","313.9","0.00053001","2.8398E-9","-2.9482E-9","1.105E-9","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20735951","2012-12-07 11:01:26","SRM","OTHR4480461","42766301","",
"344","U1414","A","11","H","1","W","106.0","88.460","88.433","0","9.1","322","0.00032643","12.1","303.3","0.00050697","2.1798E-9","-3.3126E-9","8.512E-10","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20736001","2012-12-07 11:01:45","SRM","OTHR4480461","42767181","",
"344","U1414","A","11","H","1","W","106.0","88.460","88.433","0","16.9","314.1","0.00022852","17.3","298.7","0.00039002","1.4296E-9","-2.6132E-9","9.288E-10","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20736091","2012-12-07 11:02:08","SRM","OTHR4480461","42767651","",
"344","U1414","A","11","H","1","W","106.0","88.460","88.433","0","22.3","262.9","0.00013674","20.4","280.2","0.000318","4.2309E-10","-2.3460E-9","8.883E-10","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20736151","2012-12-07 11:02:24","SRM","OTHR4480461","42768001","",
"344","U1414","A","11","H","1","W","106.0","88.460","88.433","0","7.1","314.5","0.00018885","11.1","292.4","0.00038816","1.1603E-9","-2.8178E-9","5.970E-10","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20736281","2012-12-07 11:02:50","SRM","OTHR4480461","42768521","",
"344","U1414","A","11","H","1","W","106.0","88.460","88.433","0","-10.4","296","0.00010288","6.9","285.4","0.00027257","5.7662E-10","-2.0864E-9","2.635E-10","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20736351","2012-12-07 11:03:06","SRM","OTHR4480461","42768641","",
"344","U1414","A","11","H","1","W","106.0","88.460","88.433","0","1.8","302.5","0.00016821","7.5","283.2","0.00040472","7.3315E-10","-3.1250E-9","4.242E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20736411","2012-12-07 11:03:25","SRM","OTHR4480461","42768701","",
"344","U1414","A","11","H","1","W","106.0","88.460","88.433","0","8.5","266.6","0.0000697","14.1","275.1","0.00024534","1.7077E-10","-1.8960E-9","4.781E-10","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20736501","2012-12-07 11:03:45","SRM","OTHR4480461","42768781","",
"344","U1414","A","11","H","1","W","106.0","88.460","88.433","0","-4.1","295.2","0.00008068","10.8","283.7","0.00025473","4.7262E-10","-1.9452E-9","3.816E-10","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20736561","2012-12-07 11:03:57","SRM","OTHR4480461","42768851","",
"344","U1414","A","11","H","5","W","87.0","94.270","94.094","0","71.4","342","0.0031384","71.3","342.8","0.0031222","7.6506E-9","-2.3741E-9","2.366E-8","","","Double Lines","OTHR","2.0","8","20759631","2012-12-09 10:53:42","SRM","OTHR4480841","42986351","",
"344","U1414","A","11","H","5","W","87.0","94.270","94.094","0","29.3","340.7","0.00098604","28.6","341.7","0.00098463","6.5653E-9","-2.1745E-9","3.770E-9","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20759711","2012-12-09 10:54:19","SRM","OTHR4480841","42986431","",
"344","U1414","A","11","H","5","W","87.0","94.270","94.094","0","29.6","333.1","0.00048157","28.9","334.7","0.00047465","3.0070E-9","-1.4200E-9","1.833E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20759781","2012-12-09 10:54:51","SRM","OTHR4480841","42986501","",
"344","U1414","A","11","H","5","W","87.0","94.270","94.094","0","15.6","264.5","0.00013785","15.3","266.6","0.00011176","-5.1176E-11","-8.6069E-10","2.364E-10","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20759851","2012-12-09 10:55:29","SRM","OTHR4480841","42986591","",
"344","U1414","A","11","H","5","W","87.0","94.270","94.094","0","24.1","347.2","0.00046811","23.1","349","0.00046795","3.3795E-9","-6.5469E-10","1.471E-9","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20759941","2012-12-09 10:56:06","SRM","OTHR4480841","42986661","",
"344","U1414","A","11","H","5","W","87.0","94.270","94.094","0","18.3","350.5","0.00063401","22.4","350.8","0.00057206","4.1781E-9","-6.7665E-10","1.741E-9","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20760011","2012-12-09 10:56:46","SRM","OTHR4480841","42986871","",
"344","U1414","A","11","H","5","W","87.0","94.270","94.094","0","20.9","345.5","0.0003256","18.8","350.4","0.00032652","2.4378E-9","-4.1255E-10","8.428E-10","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20760081","2012-12-09 10:57:23","SRM","OTHR4480841","42986931","",
"344","U1414","A","11","H","5","W","87.0","94.270","94.094","0","19","336.9","0.00026017","17.8","339.1","0.00025425","1.8087E-9","-6.9139E-10","6.228E-10","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20760161","2012-12-09 10:58:02","SRM","OTHR4480841","42987021","",
"344","U1414","A","11","H","5","W","87.0","94.270","94.094","0","49.1","344","0.00016702","46.9","351","0.00016371","8.8422E-10","-1.3983E-10","9.560E-10","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20760221","2012-12-09 10:58:26","SRM","OTHR4480841","42987071","",
"344","U1414","A","11","H","5","W","87.0","94.270","94.094","0","36.7","356.5","0.00016066","33.7","1.8","0.00015784","1.0503E-9","3.2248E-11","7.001E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20760331","2012-12-09 10:59:14","SRM","OTHR4480841","42987181","",
"344","U1414","A","11","H","5","W","87.0","94.270","94.094","0","75.2","319.9","0.00006966","59.3","38.8","0.00006723","2.1373E-10","1.7180E-10","4.627E-10","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20760411","2012-12-09 11:00:04","SRM","OTHR4480841","42987501","",
"344","U1414","A","11","H","5","W","87.0","94.270","94.094","0","59.1","351.1","0.00004348","51.2","20.8","0.00003849","1.8035E-10","6.8388E-11","2.400E-10","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20760481","2012-12-09 11:00:37","SRM","OTHR4480841","42987571","",
"344","U1414","A","12","H","1","W","70.0","97.600","97.572","0","71.1","36.1","0.0049316","71.4","36.4","0.0050063","1.0302E-8","7.5966E-9","3.795E-8","","","Double Lines","OTHR","2.0","8","20760541","2012-12-09 11:01:12","SRM","OTHR4482661","42987621","",
"344","U1414","A","12","H","1","W","70.0","97.600","97.572","0","40.2","124.8","0.0010365","43.4","123.8","0.0010906","-3.5273E-9","5.2667E-9","5.995E-9","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20760611","2012-12-09 11:01:54","SRM","OTHR4482661","42987701","",
"344","U1414","A","12","H","1","W","70.0","97.600","97.572","0","28.7","123.5","0.00064164","27.3","122","0.00065318","-2.4619E-9","3.9362E-9","2.398E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20760681","2012-12-09 11:02:30","SRM","OTHR4482661","42987771","",
"344","U1414","A","12","H","1","W","70.0","97.600","97.572","0","23","130.5","0.00052706","22.8","127.2","0.00051633","-2.2999E-9","3.0346E-9","1.601E-9","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20760741","2012-12-09 11:03:06","SRM","OTHR4482661","42987831","",
"344","U1414","A","12","H","1","W","70.0","97.600","97.572","0","35.1","138.5","0.00042889","33.9","136.9","0.00042927","-2.0829E-9","1.9457E-9","1.915E-9","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20760811","2012-12-09 11:03:42","SRM","OTHR4482661","42987901","",
"344","U1414","A","12","H","1","W","70.0","97.600","97.572","0","28.3","125.2","0.00044642","25.9","122.5","0.00046469","-1.7966E-9","2.8200E-9","1.625E-9","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20760901","2012-12-09 11:04:20","SRM","OTHR4482661","42987991","",
"344","U1414","A","12","H","1","W","70.0","97.600","97.572","0","12.2","144.2","0.00031628","10.5","141.7","0.00031264","-1.9302E-9","1.5243E-9","4.545E-10","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20760951","2012-12-09 11:04:47","SRM","OTHR4482661","42988041","",
"344","U1414","A","12","H","1","W","70.0","97.600","97.572","0","16.1","117.2","0.00025292","13.3","114","0.00026924","-8.5411E-10","1.9146E-9","4.941E-10","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20761031","2012-12-09 11:05:19","SRM","OTHR4482661","42988121","",
"344","U1414","A","12","H","1","W","70.0","97.600","97.572","0","6.6","127.3","0.00022556","3.7","121.4","0.00024577","-1.0219E-9","1.6749E-9","1.269E-10","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20761101","2012-12-09 11:05:58","SRM","OTHR4482661","42988201","",
"344","U1414","A","12","H","1","W","70.0","97.600","97.572","0","-1.8","159.2","0.00020399","-4.5","155.6","0.00020305","-1.4753E-9","6.6776E-10","-1.267E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20761181","2012-12-09 11:06:43","SRM","OTHR4482661","42988271","",
"344","U1414","A","12","H","1","W","70.0","97.600","97.572","0","-9.9","113.9","0.00016747","-12.7","108.9","0.00017676","-4.4690E-10","1.3052E-9","-3.105E-10","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20761241","2012-12-09 11:07:18","SRM","OTHR4482661","42988331","",
"344","U1414","A","12","H","1","W","70.0","97.600","97.572","0","-40.7","186.9","0.0015852","-47.9","186.6","0.0017539","-9.3482E-9","-1.0759E-9","-1.041E-8","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20761311","2012-12-09 11:07:49","SRM","OTHR4482661","42988401","",
"344","U1414","A","12","H","4","W","60.0","102.000","101.799","0","62.1","62.2","0.002175","61.8","64.2","0.0021239","3.4849E-9","7.2202E-9","1.498E-8","","","Double Lines","OTHR","2.0","8","20759621","2012-12-09 10:53:26","SRM","OTHR4483121","42986331","",
"344","U1414","A","12","H","4","W","60.0","102.000","101.799","0","29.1","94.5","0.00061851","25.1","98.6","0.00060249","-6.4968E-10","4.3157E-9","2.046E-9","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20759691","2012-12-09 10:54:14","SRM","OTHR4483121","42986411","",
"344","U1414","A","12","H","4","W","60.0","102.000","101.799","0","26.6","91.7","0.00041609","20.6","97.9","0.00040203","-4.1570E-10","2.9810E-9","1.134E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20759751","2012-12-09 10:54:40","SRM","OTHR4483121","42986471","",
"344","U1414","A","12","H","4","W","60.0","102.000","101.799","0","21.9","98.7","0.00036555","14.7","104.9","0.00036546","-7.2768E-10","2.7330E-9","7.410E-10","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20759841","2012-12-09 10:55:16","SRM","OTHR4483121","42986561","",
"344","U1414","A","12","H","4","W","60.0","102.000","101.799","0","24.2","101.6","0.00026401","14.3","110.4","0.00026083","-7.0497E-10","1.8948E-9","5.165E-10","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20759921","2012-12-09 10:55:49","SRM","OTHR4483121","42986631","",
"344","U1414","A","12","H","4","W","60.0","102.000","101.799","0","13.6","124.5","0.00024236","5","136.9","0.00028809","-1.6765E-9","1.5685E-9","2.023E-10","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20759991","2012-12-09 10:56:28","SRM","OTHR4483121","42986781","",
"344","U1414","A","12","H","4","W","60.0","102.000","101.799","0","27","107.6","0.00022392","14.4","116.5","0.00022689","-7.8460E-10","1.5732E-9","4.519E-10","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20760061","2012-12-09 10:57:17","SRM","OTHR4483121","42986921","",
"344","U1414","A","12","H","4","W","60.0","102.000","101.799","0","20.9","107.5","0.00015216","3.8","122.3","0.00016027","-6.8307E-10","1.0817E-9","8.582E-11","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20760131","2012-12-09 10:57:50","SRM","OTHR4483121","42986991","",
"344","U1414","A","12","H","4","W","60.0","102.000","101.799","0","40.2","86.4","0.00010637","15.9","113","0.00009248","-2.7832E-10","6.5497E-10","2.022E-10","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20760201","2012-12-09 10:58:17","SRM","OTHR4483121","42987051","",
"344","U1414","A","12","H","4","W","60.0","102.000","101.799","0","35.3","117","0.00011518","10.6","134.9","0.00012088","-6.7130E-10","6.7276E-10","1.787E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20760301","2012-12-09 10:59:04","SRM","OTHR4483121","42987161","",
