"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","Demag level (mT)","Inclination background & tray corrected (deg)","Declination background & tray corrected (deg)","Intensity background & tray corrected (A/m)","Inclination raw (deg)","Declination raw (deg)","Intensity raw (A/m)","Magnetic moment x (Am²)","Magnetic moment y (Am²)","Magnetic moment z (Am²)","Treatment type","Treatment Value (mT or °C)","Sample orientation","Sample type","Sample length (cm)","Sample volume (cm³)","Raw data","Timestamp (UTC)","Instrument","Text ID","Test No.","Comments",
"344","U1414","A","16","H","1","W","52.0","135.420","135.407","0","37.5","232.5","0.00015084","31.7","266.1","0.00033038","-1.5298E-10","-2.2432E-9","1.389E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20735891","2012-12-07 11:01:09","SRM","OTHR4489461","42765581","",
"344","U1414","A","16","H","1","W","52.0","135.420","135.407","0","37.1","350.8","0.00009244","30.7","288.5","0.00023945","5.2216E-10","-1.5621E-9","9.782E-10","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20735961","2012-12-07 11:01:32","SRM","OTHR4489461","42766601","",
"344","U1414","A","16","H","1","W","52.0","135.420","135.407","0","69.2","263.3","0.00003975","24","276.1","0.00028516","2.2167E-10","-2.0725E-9","9.272E-10","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20736021","2012-12-07 11:01:48","SRM","OTHR4489461","42767271","",
"344","U1414","A","16","H","1","W","52.0","135.420","135.407","0","38.3","178.8","0.000088","34.5","261.1","0.00022308","-2.2879E-10","-1.4531E-9","1.010E-9","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20736101","2012-12-07 11:02:12","SRM","OTHR4489461","42767751","",
"344","U1414","A","16","H","1","W","52.0","135.420","135.407","0","5.4","175.5","0.00018624","28.5","242","0.00021341","-7.0414E-10","-1.3252E-9","8.140E-10","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20736161","2012-12-07 11:02:29","SRM","OTHR4489461","42768091","",
"344","U1414","A","16","H","1","W","52.0","135.420","135.407","0","47.3","197.2","0.00003239","21","270.4","0.00027327","1.5052E-11","-2.0414E-9","7.824E-10","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20736311","2012-12-07 11:02:54","SRM","OTHR4489461","42768591","",
"344","U1414","A","16","H","1","W","52.0","135.420","135.407","0","-0.1","210.2","0.00011001","16.8","257.4","0.00025498","-4.2665E-10","-1.9054E-9","5.901E-10","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20736361","2012-12-07 11:03:09","SRM","OTHR4489461","42768661","",
"344","U1414","A","16","H","1","W","52.0","135.420","135.407","0","-15.6","273.1","0.00004321","9.9","271.5","0.00033553","6.8143E-11","-2.6438E-9","4.592E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20736441","2012-12-07 11:03:29","SRM","OTHR4489461","42768731","",
"344","U1414","A","16","H","1","W","52.0","135.420","135.407","0","23","183.9","0.00013525","30.9","245.7","0.00024209","-6.8307E-10","-1.5157E-9","9.935E-10","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20736521","2012-12-07 11:03:49","SRM","OTHR4489461","42768811","",
"344","U1414","A","16","H","1","W","52.0","135.420","135.407","0","-23.6","145.9","0.00006422","18.6","265.9","0.00015975","-8.6479E-11","-1.2079E-9","4.084E-10","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20736571","2012-12-07 11:04:01","SRM","OTHR4489461","42768861","",
"344","U1414","A","16","H","3","W","52.0","138.120","138.041","0","71.8","129","0.0018883","69.3","102.6","0.0021455","-1.3256E-9","5.9125E-9","1.606E-8","","","Double Lines","OTHR","2.0","8","20761411","2012-12-09 11:08:33","SRM","OTHR4489591","42988501","",
"344","U1414","A","16","H","3","W","52.0","138.120","138.041","0","2.8","236.5","0.00050772","57.9","237.2","0.00028762","-6.6200E-10","-1.0278E-9","1.949E-9","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20761481","2012-12-09 11:09:21","SRM","OTHR4489591","42988571","",
"344","U1414","A","16","H","3","W","52.0","138.120","138.041","0","9.4","344.3","0.0010806","58.4","2.6","0.0012298","5.1438E-9","2.2991E-10","8.384E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20761551","2012-12-09 11:09:54","SRM","OTHR4489591","42988651","",
"344","U1414","A","16","H","3","W","52.0","138.120","138.041","0","-18.3","229.2","0.0005508","-37.7","217.8","0.00020309","-1.0150E-9","-7.8785E-10","-9.943E-10","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20761621","2012-12-09 11:10:17","SRM","OTHR4489591","42988711","",
"344","U1414","A","16","H","3","W","52.0","138.120","138.041","0","-19.1","209.4","0.00053369","10.7","166.8","0.00021481","-1.6436E-9","3.8698E-10","3.191E-10","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20761681","2012-12-09 11:10:48","SRM","OTHR4489591","42988781","",
"344","U1414","A","16","H","3","W","52.0","138.120","138.041","0","-22.4","194.2","0.0010407","-15.9","174.6","0.0006955","-5.3272E-9","5.0318E-10","-1.525E-9","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20761761","2012-12-09 11:11:25","SRM","OTHR4489591","42988851","",
"344","U1414","A","16","H","3","W","52.0","138.120","138.041","0","-19.5","218.3","0.00050119","19.2","178","0.00018098","-1.3661E-9","4.8650E-11","4.769E-10","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20761831","2012-12-09 11:12:04","SRM","OTHR4489591","42988921","",
"344","U1414","A","16","H","3","W","52.0","138.120","138.041","0","-11.4","215","0.00054127","27.6","180.6","0.00023883","-1.6926E-9","-1.7792E-11","8.862E-10","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20761911","2012-12-09 11:12:36","SRM","OTHR4489591","42988991","",
"344","U1414","A","16","H","3","W","52.0","138.120","138.041","0","-23.5","244","0.00049557","21.1","267.6","0.00008635","-2.7093E-11","-6.4385E-10","2.488E-10","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20761971","2012-12-09 11:13:07","SRM","OTHR4489591","42989061","",
"344","U1414","A","16","H","3","W","52.0","138.120","138.041","0","-30.1","189.5","0.00039031","3.9","114.1","0.00031103","-1.0148E-9","2.2657E-9","1.675E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20762041","2012-12-09 11:13:34","SRM","OTHR4489591","42989141","",
"344","U1414","A","16","H","3","W","52.0","138.120","138.041","0","-19.8","229.3","0.00035127","62.6","72.6","0.00011679","1.2890E-10","4.1033E-10","8.294E-10","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20762121","2012-12-09 11:14:08","SRM","OTHR4489591","42989201","",
"344","U1414","A","16","H","3","W","52.0","138.120","138.041","0","-20.8","228.1","0.00050833","20.3","213","0.00010487","-6.6008E-10","-4.2812E-10","2.913E-10","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20762201","2012-12-09 11:14:38","SRM","OTHR4489591","42989281","",
"344","U1414","A","17","H","2","W","46.0","146.360","146.335","0","83.8","263.7","0.0013975","77.6","272.8","0.0015998","1.3191E-10","-2.7377E-9","1.250E-8","","","Double Lines","OTHR","2.0","8","20736631","2012-12-07 11:04:15","SRM","OTHR4490421","42768921","",
"344","U1414","A","17","H","2","W","46.0","146.360","146.335","0","33.9","180","0.00042034","51.7","205.6","0.0005342","-2.3866E-9","-1.1451E-9","3.355E-9","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20736701","2012-12-07 11:04:27","SRM","OTHR4490421","42768991","",
"344","U1414","A","17","H","2","W","46.0","146.360","146.335","0","28.8","184.3","0.00030815","48.4","216.7","0.00042649","-1.8185E-9","-1.3530E-9","2.550E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20736781","2012-12-07 11:04:46","SRM","OTHR4490421","42769061","",
"344","U1414","A","17","H","2","W","46.0","146.360","146.335","0","31.2","185.6","0.00032319","58.3","225.2","0.00048038","-1.4250E-9","-1.4325E-9","3.269E-9","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20736831","2012-12-07 11:05:00","SRM","OTHR4490421","42769131","",
"344","U1414","A","17","H","2","W","46.0","146.360","146.335","0","31","206.8","0.00027157","39.8","242.9","0.00049312","-1.3826E-9","-2.6985E-9","2.524E-9","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20736921","2012-12-07 11:05:18","SRM","OTHR4490421","42769201","",
"344","U1414","A","17","H","2","W","46.0","146.360","146.335","0","11","184.4","0.00064163","32.1","205.9","0.00055744","-3.3976E-9","-1.6527E-9","2.369E-9","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20736981","2012-12-07 11:05:32","SRM","OTHR4490421","42769271","",
"344","U1414","A","17","H","2","W","46.0","146.360","146.335","0","8.8","185.5","0.00076762","29.5","205.5","0.00063364","-3.9824E-9","-1.8985E-9","2.497E-9","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20737051","2012-12-07 11:05:48","SRM","OTHR4490421","42769341","",
"344","U1414","A","17","H","2","W","46.0","146.360","146.335","0","5.2","186","0.00053965","12.5","211.3","0.00043369","-2.8927E-9","-1.7617E-9","7.525E-10","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20737111","2012-12-07 11:06:00","SRM","OTHR4490421","42769401","",
"344","U1414","A","17","H","2","W","46.0","146.360","146.335","0","4.9","207.5","0.00009978","15.7","255.5","0.00022546","-4.3349E-10","-1.6816E-9","4.874E-10","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20737201","2012-12-07 11:06:17","SRM","OTHR4490421","42769481","",
"344","U1414","A","17","H","2","W","46.0","146.360","146.335","0","4.8","191.1","0.00014563","15.6","238.4","0.00023762","-9.5865E-10","-1.5604E-9","5.096E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20737261","2012-12-07 11:06:29","SRM","OTHR4490421","42769551","",
"344","U1414","A","17","H","2","W","46.0","146.360","146.335","0","-9.8","229.1","0.00005803","10.8","264.9","0.00021894","-1.5298E-10","-1.7139E-9","3.272E-10","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20737331","2012-12-07 11:06:45","SRM","OTHR4490421","42769621","",
"344","U1414","A","17","H","2","W","46.0","146.360","146.335","0","-0.3","204.3","0.00011847","12.2","250.5","0.00023759","-6.1958E-10","-1.7511E-9","4.031E-10","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20737401","2012-12-07 11:06:59","SRM","OTHR4490421","42769691","",
"344","U1414","A","18","H","4","W","41.0","156.940","156.930","0","67.5","149.5","0.0021543","73.9","131.3","0.0025518","-3.7366E-9","4.2545E-9","1.961E-8","","","Double Lines","OTHR","2.0","8","20736641","2012-12-07 11:04:15","SRM","OTHR4491051","42768931","",
"344","U1414","A","18","H","4","W","41.0","156.940","156.930","0","19.3","210.5","0.00073316","62.1","208.7","0.00081097","-2.6600E-9","-1.4578E-9","5.735E-9","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20736711","2012-12-07 11:04:31","SRM","OTHR4491051","42769001","",
"344","U1414","A","18","H","4","W","41.0","156.940","156.930","0","12.3","216.4","0.00065414","60.4","219.6","0.00068657","-2.0903E-9","-1.7292E-9","4.776E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20736771","2012-12-07 11:04:46","SRM","OTHR4491051","42769071","",
"344","U1414","A","18","H","4","W","41.0","156.940","156.930","0","12.2","209.4","0.00066587","66.5","212.7","0.00074301","-1.9939E-9","-1.2799E-9","5.451E-9","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20736851","2012-12-07 11:05:03","SRM","OTHR4491051","42769141","",
"344","U1414","A","18","H","4","W","41.0","156.940","156.930","0","13.7","214.6","0.00062212","58.4","227.9","0.00071785","-2.0147E-9","-2.2298E-9","4.894E-9","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20736911","2012-12-07 11:05:18","SRM","OTHR4491051","42769211","",
"344","U1414","A","18","H","4","W","41.0","156.940","156.930","0","6.5","200","0.001014","46.9","200.9","0.00079006","-4.0322E-9","-1.5385E-9","4.618E-9","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20736991","2012-12-07 11:05:36","SRM","OTHR4491051","42769281","",
"344","U1414","A","18","H","4","W","41.0","156.940","156.930","0","5.1","197.9","0.0011578","43.2","199.5","0.00086156","-4.7353E-9","-1.6724E-9","4.721E-9","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20737061","2012-12-07 11:05:48","SRM","OTHR4491051","42769351","",
"344","U1414","A","18","H","4","W","41.0","156.940","156.930","0","2.1","202.5","0.00090664","35.9","205","0.00058645","-3.4427E-9","-1.6082E-9","2.752E-9","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20737141","2012-12-07 11:06:04","SRM","OTHR4491051","42769421","",
"344","U1414","A","18","H","4","W","41.0","156.940","156.930","0","3.5","219.5","0.0005517","52.2","228.6","0.0004465","-1.4474E-9","-1.6441E-9","2.822E-9","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20737191","2012-12-07 11:06:17","SRM","OTHR4491051","42769491","",
"344","U1414","A","18","H","4","W","41.0","156.940","156.930","0","4.5","225","0.00059595","47.2","235.8","0.0004964","-1.5153E-9","-2.2309E-9","2.915E-9","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20737271","2012-12-07 11:06:33","SRM","OTHR4491051","42769561","",
"344","U1414","A","18","H","4","W","41.0","156.940","156.930","0","4.4","224.8","0.00057632","48.1","235.8","0.00048526","-1.4584E-9","-2.1442E-9","2.889E-9","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20737341","2012-12-07 11:06:47","SRM","OTHR4491051","42769631","",
"344","U1414","A","18","H","4","W","41.0","156.940","156.930","0","5.1","225.2","0.00057831","49.2","238.6","0.00048664","-1.3248E-9","-2.1698E-9","2.948E-9","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20737411","2012-12-07 11:07:02","SRM","OTHR4491051","42769701","",
"344","U1414","A","18","H","5","W","37.0","158.400","158.384","0","54.8","100.1","0.0020227","54.6","100","0.0019732","-1.5818E-9","9.0108E-9","1.286E-8","","","Double Lines","OTHR","2.0","8","20761421","2012-12-09 11:08:40","SRM","OTHR4491091","42988511","",
"344","U1414","A","18","H","5","W","37.0","158.400","158.384","0","17.1","167.8","0.00041194","11.6","168.4","0.0004049","-3.1086E-9","6.3690E-10","6.507E-10","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20761491","2012-12-09 11:09:21","SRM","OTHR4491091","42988581","",
"344","U1414","A","18","H","5","W","37.0","158.400","158.384","0","7.3","4.2","0.0011911","58.9","12.1","0.0010066","4.0675E-9","8.7209E-10","6.895E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20761561","2012-12-09 11:09:54","SRM","OTHR4491091","42988641","",
"344","U1414","A","18","H","5","W","37.0","158.400","158.384","0","-17.3","159.4","0.0003031","-49.9","158.2","0.00042546","-2.0339E-9","8.1426E-10","-2.605E-9","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20761631","2012-12-09 11:10:24","SRM","OTHR4491091","42988721","",
"344","U1414","A","18","H","5","W","37.0","158.400","158.384","0","-12","158.5","0.00029923","-22.8","155.7","0.00027809","-1.8702E-9","8.4317E-10","-8.607E-10","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20761701","2012-12-09 11:10:55","SRM","OTHR4491091","42988791","",
"344","U1414","A","18","H","5","W","37.0","158.400","158.384","0","-6.9","170","0.00045174","-16.2","167.8","0.00038943","-2.9233E-9","6.3412E-10","-8.706E-10","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20761771","2012-12-09 11:11:30","SRM","OTHR4491091","42988861","",
"344","U1414","A","18","H","5","W","37.0","158.400","158.384","0","1.8","145.1","0.00020182","-6.9","144.8","0.00020457","-1.3276E-9","9.3686E-10","-1.957E-10","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20761841","2012-12-09 11:12:08","SRM","OTHR4491091","42988931","",
"344","U1414","A","18","H","5","W","37.0","158.400","158.384","0","15.1","147.1","0.0001236","-4.9","136.7","0.00010194","-5.9167E-10","5.5683E-10","-7.027E-11","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20761901","2012-12-09 11:12:36","SRM","OTHR4491091","42989001","",
"344","U1414","A","18","H","5","W","37.0","158.400","158.384","0","-6.3","127.5","0.00016151","-13.4","122.4","0.00019717","-8.2264E-10","1.2952E-9","-3.659E-10","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20761981","2012-12-09 11:13:08","SRM","OTHR4491091","42989071","",
"344","U1414","A","18","H","5","W","37.0","158.400","158.384","0","-17.4","126.2","0.00014042","-26.3","114.9","0.00019112","-5.7716E-10","1.2432E-9","-6.775E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20762061","2012-12-09 11:13:44","SRM","OTHR4491091","42989151","",
"344","U1414","A","18","H","5","W","37.0","158.400","158.384","0","-7.6","144.7","0.00019352","-20.1","136.2","0.00017773","-9.6385E-10","9.2407E-10","-4.886E-10","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20762151","2012-12-09 11:14:19","SRM","OTHR4491091","42989231","",
"344","U1414","A","18","H","5","W","37.0","158.400","158.384","0","-4.2","150.1","0.00022402","-16.8","143.5","0.00020039","-1.2340E-9","9.1295E-10","-4.625E-10","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20762221","2012-12-09 11:14:46","SRM","OTHR4491091","42989301","",
"344","U1414","A","19","H","3","W","46.0","165.380","165.329","0","78","130.2","0.0014771","76.1","135.4","0.0013994","-1.9110E-9","1.8832E-9","1.087E-8","","","Double Lines","OTHR","2.0","8","20762211","2012-12-09 11:14:46","SRM","OTHR4491991","42989291","",
"344","U1414","A","19","H","3","W","46.0","165.380","165.329","0","14.3","144.7","0.00013598","-11.3","149.8","0.00017534","-1.1891E-9","6.9194E-10","-2.737E-10","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20762271","2012-12-09 11:15:17","SRM","OTHR4491991","42989351","",
"344","U1414","A","19","H","3","W","46.0","165.380","165.329","0","-37.2","128.5","0.00009393","-50.3","145.3","0.00016314","-6.8499E-10","4.7399E-10","-1.005E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20762321","2012-12-09 11:15:44","SRM","OTHR4491991","42989401","",
"344","U1414","A","19","H","3","W","46.0","165.380","165.329","0","-57.1","101.3","0.00010458","-65","129.9","0.00017468","-3.7821E-10","4.5286E-10","-1.267E-9","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20762371","2012-12-09 11:16:14","SRM","OTHR4491991","42989481","",
"344","U1414","A","19","H","3","W","46.0","165.380","165.329","0","-52.3","119","0.00012689","-57.7","139.9","0.00019812","-6.4695E-10","5.4488E-10","-1.340E-9","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20762421","2012-12-09 11:16:46","SRM","OTHR4491991","42989531","",
"344","U1414","A","19","H","3","W","46.0","165.380","165.329","0","-61.6","106.8","0.00015672","-65.5","128.3","0.00023785","-4.8877E-10","6.1799E-10","-1.732E-9","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20762501","2012-12-09 11:17:08","SRM","OTHR4491991","42989601","",
"344","U1414","A","19","H","3","W","46.0","165.380","165.329","0","-68.2","93.2","0.00018329","-70.8","121.3","0.00026396","-3.5987E-10","5.9242E-10","-1.995E-9","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20762561","2012-12-09 11:17:38","SRM","OTHR4491991","42989651","",
"344","U1414","A","19","H","3","W","46.0","165.380","165.329","0","-64","107.5","0.00022882","-66.8","122.8","0.00031829","-5.4323E-10","8.4317E-10","-2.340E-9","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20762611","2012-12-09 11:18:00","SRM","OTHR4491991","42989711","",
"344","U1414","A","19","H","3","W","46.0","165.380","165.329","0","-72.4","106.4","0.00016821","-72.4","133.7","0.00025209","-4.2090E-10","4.4091E-10","-1.922E-9","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20762661","2012-12-09 11:18:35","SRM","OTHR4491991","42990001","",
"344","U1414","A","19","H","3","W","46.0","165.380","165.329","0","-69.2","140.1","0.00012489","-68","158.2","0.00019982","-5.5691E-10","2.2268E-10","-1.482E-9","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20762701","2012-12-09 11:19:01","SRM","OTHR4491991","42990041","",
"344","U1414","A","19","H","3","W","46.0","165.380","165.329","0","-63.3","102","0.00011172","-65.9","133","0.00018492","-4.1242E-10","4.4230E-10","-1.350E-9","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20762761","2012-12-09 11:19:34","SRM","OTHR4491991","42990101","",
"344","U1414","A","19","H","3","W","46.0","165.380","165.329","0","-61.1","161.1","0.00014005","-62.7","167.2","0.00021701","-7.7749E-10","1.7709E-10","-1.542E-9","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20762811","2012-12-09 11:20:03","SRM","OTHR4491991","42990151","",
"344","U1414","A","19","H","6","W","79.0","170.030","169.907","0","72.7","178.4","0.0011853","73.3","191.5","0.0011052","-2.4939E-9","-5.0540E-10","8.468E-9","","","Double Lines","OTHR","2.0","8","20776221","2012-12-10 12:33:59","SRM","OTHR4492231","43046771","",
"344","U1414","A","19","H","6","W","79.0","170.030","169.907","0","-11.2","155.7","0.0001763","-33.5","172.9","0.00014209","-9.4114E-10","1.1648E-10","-6.267E-10","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20776231","2012-12-10 12:33:59","SRM","OTHR4492231","43046781","",
"344","U1414","A","19","H","6","W","79.0","170.030","169.907","0","-38.4","156","0.0001815","-61","189.1","0.00018144","-6.9402E-10","-1.1148E-10","-1.270E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20776251","2012-12-10 12:34:10","SRM","OTHR4492231","43046791","",
"344","U1414","A","19","H","6","W","79.0","170.030","169.907","0","-48.4","146.9","0.0001884","-73.2","183","0.00019792","-4.5620E-10","-2.4186E-11","-1.516E-9","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20776241","2012-12-10 12:34:09","SRM","OTHR4492231","43046801","",
"344","U1414","A","19","H","6","W","79.0","170.030","169.907","0","-52.3","138.5","0.00019327","-75.1","173.6","0.00020303","-4.1625E-10","4.6982E-11","-1.569E-9","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20776261","2012-12-10 12:34:13","SRM","OTHR4492231","43046811","",
"344","U1414","A","19","H","6","W","79.0","170.030","169.907","0","-57.8","125.9","0.00022886","-79.5","131.8","0.00026021","-2.5396E-10","2.8384E-10","-2.047E-9","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20776281","2012-12-10 12:34:21","SRM","OTHR4492231","43046821","",
"344","U1414","A","19","H","6","W","79.0","170.030","169.907","0","-57.3","131.6","0.00023364","-78.6","143.4","0.00026302","-3.3278E-10","2.4686E-10","-2.063E-9","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20776271","2012-12-10 12:34:21","SRM","OTHR4492231","43046831","",
"344","U1414","A","19","H","6","W","79.0","170.030","169.907","0","-56.5","134.9","0.0002659","-75.8","141.3","0.00030523","-4.6605E-10","3.7363E-10","-2.368E-9","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20776291","2012-12-10 12:34:26","SRM","OTHR4492231","43046841","",
"344","U1414","A","19","H","6","W","79.0","170.030","169.907","0","-51.1","133.3","0.00023646","-73.6","141.7","0.00025787","-4.5867E-10","3.6168E-10","-1.979E-9","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20776301","2012-12-10 12:34:30","SRM","OTHR4492231","43046851","",
"344","U1414","A","19","H","6","W","79.0","170.030","169.907","0","-41.7","143.8","0.00019641","-68.1","169.6","0.00018989","-5.5691E-10","1.0258E-10","-1.410E-9","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20776311","2012-12-10 12:34:31","SRM","OTHR4492231","43046861","",
"344","U1414","A","19","H","6","W","79.0","170.030","169.907","0","-39.1","143.6","0.00023924","-62.4","158.8","0.00022453","-7.7585E-10","3.0135E-10","-1.592E-9","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20776321","2012-12-10 12:34:38","SRM","OTHR4492231","43046871","",
"344","U1414","A","19","H","6","W","79.0","170.030","169.907","0","-45.1","128","0.00019028","-71.5","135","0.00019086","-3.4181E-10","3.4222E-10","-1.448E-9","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20776331","2012-12-10 12:34:39","SRM","OTHR4492231","43046881","",
"344","U1414","A","20","H","1","W","101.0","172.610","172.601","0","82.7","186.5","0.0018041","83.6","186.2","0.0020437","-1.8234E-9","-1.9794E-10","1.625E-8","","","Double Lines","OTHR","2.0","8","20760581","2012-12-09 11:01:33","SRM","OTHR4492481","42987671","",
"344","U1414","A","20","H","1","W","101.0","172.610","172.601","0","30.6","161.3","0.00026802","61.6","159.8","0.00043847","-1.5667E-9","5.7546E-10","3.085E-9","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20760651","2012-12-09 11:02:18","SRM","OTHR4492481","42987741","",
"344","U1414","A","20","H","1","W","101.0","172.610","172.601","0","-11.8","145.4","0.00013847","14.1","135.6","0.00015346","-8.5110E-10","8.3289E-10","2.985E-10","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20760721","2012-12-09 11:02:45","SRM","OTHR4492481","42987811","",
"344","U1414","A","20","H","1","W","101.0","172.610","172.601","0","-16.1","157.8","0.00022877","2.6","150.4","0.00017045","-1.1850E-9","6.7193E-10","6.192E-11","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20760791","2012-12-09 11:03:21","SRM","OTHR4492481","42987881","",
"344","U1414","A","20","H","1","W","101.0","172.610","172.601","0","-38","117.9","0.000093","9.3","114.1","0.00007398","-2.3891E-10","5.3293E-10","9.590E-11","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20760851","2012-12-09 11:04:01","SRM","OTHR4492481","42987951","",
"344","U1414","A","20","H","1","W","101.0","172.610","172.601","0","-42.3","114.3","0.00010551","-2.2","104","0.00011895","-2.3015E-10","9.2268E-10","-3.600E-11","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20760931","2012-12-09 11:04:38","SRM","OTHR4492481","42988021","",
"344","U1414","A","20","H","1","W","101.0","172.610","172.601","0","-32.7","138.8","0.00011325","0.9","129.7","0.00008238","-4.2117E-10","5.0679E-10","1.080E-11","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20761001","2012-12-09 11:05:01","SRM","OTHR4492481","42988091","",
"344","U1414","A","20","H","1","W","101.0","172.610","172.601","0","-42","132.3","0.00011449","-5.6","118.4","0.00010383","-3.9353E-10","7.2697E-10","-8.093E-11","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20761081","2012-12-09 11:05:42","SRM","OTHR4492481","42988171","",
