Label Id,Exp,Site,Hole,Core,Core Type,Section,Section Half,Interval Top (cm) on SECT, Interval Bot (cm) on SECT,CSF-A Top (m),CSF-A Bot (m),CSF-B Top (m),CSF-B Bot (m),Demag level (mT),Inclination background + tray corrected  (°),Declination background + tray corrected (°),Intensity background + tray corrected  (A/m),Inclination (Tray-corrected) (°),Inclination raw (°),Declination (Tray-corrected) (°),Declination raw (°),Intensity raw  (A/m),Intensity (Tray-corrected) (A/m),Magnetic moment x (Am<sup>2</sup>),Inclination (Background-corrected) (°),Magnetic moment y (Am<sup>2</sup>),Declination (Background-corrected) (°),Magnetic moment z (Am<sup>2</sup>),Intensity (Background-corrected) (A/m),Standard Deviation (X) (Am<sup>2</sup>),Standard Deviation (Y) (Am<sup>2</sup>),Standard Deviation (Z) (Am<sup>2</sup>),Measurement Timestamp (X),Measurement Timestamp (Y),Measurement Timestamp (Z),Last Tray Measurement,Sample Area (cm²),Measurement Interval (cm),Background Iterations,Measurement Iterations,Treatment Type,Treatment value<br> (mT or °C),SRM ASMAN ID,Run Number,comment,comments,Sample orientation,Instrument,Text Id,Test Location,Test Changed On,Test Entered By
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,18.7000,18.7,18.7,"0","69.2","22.6","0.027649","69.2","69.1","22.6","22.6","0.02765","0.027649","8.596E-7","69.1","3.665E-7","22.6","3.996E-6","0.02765","0","0","0","3348648108","3348648108","3348648108","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","","","6213601","3348648057.953375","","",Single Line,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,5.00,18.7500,18.7500,18.7497,18.7497,"0","76","31","0.044475","76","76","31","31","0.044472","0.044474","8.744E-7","76","5.366E-7","31","6.673E-6","0.044472","0","0","0","3348648113.4","3348648113.4","3348648113.4","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,10.00,18.8000,18.8000,18.7994,18.7994,"0","77.1","36.1","0.050011","77.1","77.1","36.1","36.1","0.05001","0.050011","8.525E-7","77.1","6.35E-7","36.1","7.54E-6","0.05001","0","0","0","3348648118.7","3348648118.7","3348648118.7","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,15.00,18.8500,18.8500,18.8491,18.8491,"0","83.1","25.2","0.044137","83.1","83.1","25.1","25.1","0.044135","0.044137","4.547E-7","83.1","2.182E-7","25.2","6.776E-6","0.044136","0","0","0","3348648124.1","3348648124.1","3348648124.1","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,20.00,18.9000,18.9000,18.8988,18.8988,"0","85.9","286.3","0.018631","85.9","85.9","286.4","286.3","0.018629","0.01863","3.54E-8","85.9","-1.236E-7","286.3","2.874E-6","0.018629","0","0","0","3348648129.4","3348648129.4","3348648129.4","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,25.00,18.9500,18.9500,18.9485,18.9485,"0","83.9","161","2.96E-3","84","83.9","161.4","161.6","2.957E-3","2.959E-3","-2.801E-8","83.9","9.551E-9","161.2","4.548E-7","2.958E-3","0","0","0","3348648134.8","3348648134.8","3348648134.8","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,30.00,19.0000,19.0000,18.9981,18.9981,"0","26.2","153","1.634E-3","26.3","26.2","153.1","153.2","1.628E-3","1.629E-3","-1.233E-7","26.2","6.381E-8","153.1","1.113E-7","1.633E-3","0","0","0","3348648140.1","3348648140.1","3348648140.1","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,35.00,19.0500,19.0500,19.0478,19.0478,"0","61.8","127.9","4.243E-3","61.9","61.9","127.9","127.9","4.239E-3","4.24E-3","-1.161E-7","61.8","1.526E-7","127.9","5.782E-7","4.242E-3","0","0","0","3348648145.5","3348648145.5","3348648145.5","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,40.00,19.1000,19.1000,19.0975,19.0975,"0","81.9","62.3","0.018211","81.9","81.9","62.2","62.2","0.018207","0.01821","1.131E-7","81.9","2.191E-7","62.3","2.788E-6","0.018208","0","0","0","3348648150.8","3348648150.8","3348648150.8","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,45.00,19.1500,19.1500,19.1472,19.1472,"0","77.1","22.8","0.031675","77.1","77.1","22.8","22.8","0.031672","0.031675","6.172E-7","77.1","2.651E-7","22.8","4.775E-6","0.031673","0","0","0","3348648156.2","3348648156.2","3348648156.2","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,50.00,19.2000,19.2000,19.1969,19.1969,"0","71","2.7","0.033343","71","71","2.7","2.7","0.033342","0.033344","1.027E-6","71","4.874E-8","2.7","4.875E-6","0.033342","0","0","0","3348648161.6","3348648161.6","3348648161.6","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,55.00,19.2500,19.2500,19.2466,19.2466,"0","63.4","35","0.031717","63.4","63.4","34.9","34.9","0.031714","0.031717","1.101E-6","63.4","7.866E-7","35","4.386E-6","0.031714","0","0","0","3348648166.9","3348648166.9","3348648166.9","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,60.00,19.3000,19.3000,19.2963,19.2963,"0","58.9","40","0.031566","58.9","58.9","39.9","39.9","0.031565","0.031565","1.184E-6","58.9","1.014E-6","40","4.179E-6","0.031565","0","0","0","3348648172.2","3348648172.2","3348648172.2","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,65.00,19.3500,19.3500,19.346,19.346,"0","69.8","25.2","0.032579","69.8","69.8","25.1","25.1","0.032577","0.032578","9.622E-7","69.8","4.61E-7","25.2","4.73E-6","0.032577","0","0","0","3348648177.6","3348648177.6","3348648177.6","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,70.00,19.4000,19.4000,19.3957,19.3957,"0","80.8","15","0.036647","80.8","80.8","14.9","14.9","0.036644","0.036646","5.349E-7","80.8","1.451E-7","14.9","5.595E-6","0.036644","0","0","0","3348648183","3348648183","3348648183","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,75.00,19.4500,19.4500,19.4454,19.4454,"0","80.5","37","0.038601","80.5","80.5","36.9","36.9","0.038597","0.0386","4.805E-7","80.5","3.691E-7","37","5.888E-6","0.038599","0","0","0","3348648188.4","3348648188.4","3348648188.4","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,80.00,19.5000,19.5000,19.495,19.495,"0","84.1","47","0.031611","84.1","84.1","46.8","46.8","0.031609","0.031609","2.109E-7","84.1","2.296E-7","47","4.863E-6","0.03161","0","0","0","3348648193.7","3348648193.7","3348648193.7","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,85.00,19.5500,19.5500,19.5447,19.5447,"0","84.8","353.3","0.028593","84.7","84.7","353.2","353.2","0.028591","0.028593","2.464E-7","84.8","-3.009E-8","353.4","4.403E-6","0.028592","0","0","0","3348648199.1","3348648199.1","3348648199.1","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,90.00,19.6000,19.6000,19.5944,19.5944,"0","81.9","353.8","0.040497","81.9","81.9","353.8","353.8","0.040497","0.040497","5.396E-7","81.9","-6.026E-8","353.8","6.2E-6","0.040497","0","0","0","3348648204.4","3348648204.4","3348648204.4","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,95.00,19.6500,19.6500,19.6441,19.6441,"0","85.6","339.8","0.042433","85.6","85.6","339.7","339.7","0.04243","0.042432","2.886E-7","85.6","-1.093E-7","339.8","6.543E-6","0.042431","0","0","0","3348648209.8","3348648209.8","3348648209.8","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,100.00,19.7000,19.7000,19.6938,19.6938,"0","86.5","347","0.044362","86.5","86.5","346.8","346.8","0.04436","0.044361","2.51E-7","86.5","-6.007E-8","347","6.848E-6","0.044361","0","0","0","3348648215.2","3348648215.2","3348648215.2","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,105.00,19.7500,19.7500,19.7435,19.7435,"0","86.4","245.2","0.048838","86.4","86.4","245.4","245.4","0.048836","0.048836","-1.197E-7","86.4","-2.674E-7","245.2","7.538E-6","0.048838","0","0","0","3348648220.5","3348648220.5","3348648220.5","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,110.00,19.8000,19.8000,19.7932,19.7932,"0","84.1","204","0.060525","84.1","84.1","204.2","204.2","0.060522","0.060523","-5.365E-7","84.1","-2.464E-7","204.1","9.311E-6","0.060525","0","0","0","3348648225.9","3348648225.9","3348648225.9","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,115.00,19.8500,19.8500,19.8429,19.8429,"0","67.9","53.6","0.11833","67.9","67.9","53.5","53.5","0.11833","0.11833","2.503E-6","67.9","3.464E-6","53.6","1.696E-5","0.11833","0","0","0","3348648231.3","3348648231.3","3348648231.3","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,120.00,19.9000,19.9000,19.8926,19.8926,"0","58.4","347.7","0.16532","58.4","58.4","347.7","347.7","0.16533","0.16533","8.009E-6","58.4","-1.787E-6","347.7","2.178E-5","0.16532","0","0","0","3348648236.6","3348648236.6","3348648236.6","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,125.00,19.9500,19.9500,19.9423,19.9423,"0","63.5","303.9","0.092562","63.5","63.5","303.9","303.9","0.092566","0.092568","2.182E-6","63.5","-3.317E-6","303.9","1.281E-5","0.092561","0","0","0","3348648241.9","3348648241.9","3348648241.9","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,130.00,20.0000,20.0000,19.9919,19.9919,"0","67.3","155.7","0.040752","67.3","67.3","155.7","155.7","0.040743","0.040743","-1.357E-6","67.3","6.27E-7","155.7","5.813E-6","0.040751","0","0","0","3348648247.3","3348648247.3","3348648247.3","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,135.00,20.0500,20.0500,20.0416,20.0416,"0","47.9","134.2","8.49E-3","48","48","134.2","134.2","8.475E-3","8.476E-3","-3.743E-7","47.9","3.932E-7","134.2","9.742E-7","8.489E-3","0","0","0","3348648252.6","3348648252.6","3348648252.6","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,140.00,20.1000,20.1000,20.0913,20.0913,"0","47","309","9.743E-4","46.1","46.1","309.1","309","9.827E-4","9.853E-4","4.059E-8","47","-5.128E-8","308.9","1.095E-7","9.717E-4","0","0","0","3348648258","3348648258","3348648258","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,145.00,20.1500,20.1500,20.141,20.141,"0","7","275.5","9.697E-4","6.8","6.7","276.2","276.1","9.854E-4","9.847E-4","9.877E-9","7","-9.416E-8","275.4","1.777E-8","9.704E-4","0","0","0","3348648263.3","3348648263.3","3348648263.3","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,150.00,20.2000,20.2000,20.1907,20.1907,"0","-6.7E0","272.5","8.696E-4","-6.8E0","-6.9E0","273.3","273.2","8.844E-4","8.852E-4","4.649E-9","-6.8E0","-8.482E-8","272.4","-1.637E-8","8.688E-4","0","0","0","3348648268.7","3348648268.7","3348648268.7","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,155.00,20.2500,20.2500,20.2404,20.2404,"0","-0","277.9","8.615E-4","-2E-1","-4E-1","278.7","278.6","8.775E-4","8.784E-4","1.238E-8","-2E-1","-8.396E-8","277.8","-8.345E-10","8.605E-4","0","0","0","3348648274","3348648274","3348648274","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,160.00,20.3000,20.3000,20.2901,20.2901,"0","0","271.1","8.354E-4","-2E-1","-3E-1","272.1","272","8.505E-4","8.514E-4","2.866E-9","-1E-1","-8.224E-8","271.1","-6.047E-10","8.346E-4","0","0","0","3348648279.4","3348648279.4","3348648279.4","","","","","","","","","","","",,SRM,SHLF2161631,,02/10/2010 12:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 13:56,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 14:02,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 14:02,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 14:54,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 18:11,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 18:11,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 19:59,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 21:52,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 21:55,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 21:56,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 22:07,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 22:08,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 22:08,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 22:08,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 22:09,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 22:09,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 23:04,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 23:10,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 23:37,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 23:38,TAUXE
318-U1359B-3H-2-A,318,U1359,B,3,H,2,A,0.00,0.00,18.7000,20.3000,18.7,20.29,"","","","","","","","","","","","","","","","","","","","","","","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","Alternating Frequency Demagnetization","20","","3348649131.844","","",Single Line,SRM,SHLF2161631,,02/10/2010 23:41,TAUXE
318-U1359B-3H-3-A,318,U1359,B,3,H,3,A,0.00,0.00,20.3000,20.3000,20.29,20.29,"20","87.5","71.4","9.647E-3","87.5","87.5","71.4","71.1","9.647E-3","9.646E-3","1.303E-8","87.5","3.891E-8","71.1","1.491E-6","9.647E-3","0","0","0","3348652089.3","3348652089.3","3348652089.3","Core_tray_2010-02-10-2100.txt 02/10/2010 09:59:28.000","15.59","5","4","1","","","6226381","3348652052.265875","","",Single Line,SRM,SHLF2161661,,02/10/2010 23:16,TAUXE
318-U1359B-3H-3-A,318,U1359,B,3,H,3,A,0.00,5.00,20.3500,20.3500,20.34,20.34,"20","83.2","314","0.016456","83.2","83.2","314","314","0.016454","0.016456","1.275E-7","83.2","-1.35E-7","314","2.527E-6","0.016454","0","0","0","3348652094.6","3348652094.6","3348652094.6","","","","","","","","","","","",,SRM,SHLF2161661,,02/10/2010 23:16,TAUXE
318-U1359B-3H-3-A,318,U1359,B,3,H,3,A,0.00,10.00,20.4000,20.4000,20.39,20.39,"20","84.7","41.1","0.01665","84.7","84.7","41.1","41.1","0.016648","0.01665","1.103E-7","84.7","9.844E-8","41.1","2.564E-6","0.016649","0","0","0","3348652100","3348652100","3348652100","","","","","","","","","","","",,SRM,SHLF2161661,,02/10/2010 23:16,TAUXE
318-U1359B-3H-3-A,318,U1359,B,3,H,3,A,0.00,15.00,20.4500,20.4500,20.44,20.44,"20","81.2","66.5","0.014584","81.2","81.2","66.5","66.6","0.014582","0.014584","8.364E-8","81.2","1.975E-7","66.6","2.229E-6","0.014582","0","0","0","3348652105.4","3348652105.4","3348652105.4","","","","","","","","","","","",,SRM,SHLF2161661,,02/10/2010 23:16,TAUXE
318-U1359B-3H-3-A,318,U1359,B,3,H,3,A,0.00,20.00,20.5000,20.5000,20.49,20.49,"20","84.5","189.3","0.014313","84.5","84.5","189.3","189.3","0.014312","0.014313","-1.288E-7","84.5","-2.168E-8","189.3","2.203E-6","0.014312","0","0","0","3348652110.7","3348652110.7","3348652110.7","","","","","","","","","","","",,SRM,SHLF2161661,,02/10/2010 23:16,TAUXE
318-U1359B-3H-3-A,318,U1359,B,3,H,3,A,0.00,25.00,20.5500,20.5500,20.54,20.54,"20","73","159.9","0.020602","73","73","159.9","159.9","0.020601","0.020602","-5.355E-7","73","2.002E-7","159.9","3.047E-6","0.020601","0","0","0","3348652116.1","3348652116.1","3348652116.1","","","","","","","","","","","",,SRM,SHLF2161661,,02/10/2010 23:16,TAUXE
318-U1359B-3H-3-A,318,U1359,B,3,H,3,A,0.00,30.00,20.6000,20.6000,20.59,20.59,"20","65.6","152.5","0.024244","65.6","65.6","152.5","152.5","0.024241","0.024243","-8.412E-7","65.6","4.483E-7","152.5","3.414E-6","0.024242","0","0","0","3348652121.4","3348652121.4","3348652121.4","","","","","","","","","","","",,SRM,SHLF2161661,,02/10/2010 23:16,TAUXE
318-U1359B-3H-3-A,318,U1359,B,3,H,3,A,0.00,35.00,20.6500,20.6500,20.64,20.64,"20","77.2","148.3","0.011624","77.2","77.2","148.3","148.2","0.011622","0.011624","-2.079E-7","77.1","1.317E-7","148.2","1.753E-6","0.011623","0","0","0","3348652126.8","3348652126.8","3348652126.8","","","","","","","","","","","",,SRM,SHLF2161661,,02/10/2010 23:16,TAUXE
318-U1359B-3H-3-A,318,U1359,B,3,H,3,A,0.00,40.00,20.7000,20.7000,20.69,20.69,"20","35.6","334.9","1.727E-3","35.6","35.5","334.9","334.8","1.726E-3","1.727E-3","1.203E-7","35.5","-5.79E-8","334.8","1.55E-7","1.725E-3","0","0","0","3348652132.1","3348652132.1","3348652132.1","","","","","","","","","","","",,SRM,SHLF2161661,,02/10/2010 23:16,TAUXE
318-U1359B-3H-3-A,318,U1359,B,3,H,3,A,0.00,45.00,20.7500,20.7500,20.74,20.74,"20","13.9","341.3","1.227E-3","13.9","13.8","341.3","341.3","1.227E-3","1.228E-3","1.068E-7","13.8","-3.697E-8","341.3","4.516E-8","1.226E-3","0","0","0","3348652137.5","3348652137.5","3348652137.5","","","","","","","","","","","",,SRM,SHLF2161661,,02/10/2010 23:16,TAUXE
318-U1359B-3H-3-A,318,U1359,B,3,H,3,A,0.00,50.00,20.8000,20.8000,20.79,20.79,"20","81.6","156.8","4.388E-3","81.6","81.6","156.9","156.9","4.385E-3","4.387E-3","-5.555E-8","81.6","2.427E-8","156.9","6.71E-7","4.386E-3","0","0","0","3348652142.8","3348652142.8","3348652142.8","","","","","","","","","","","",,SRM,SHLF2161661,,02/10/2010 23:16,TAUXE
318-U1359B-3H-3-A,318,U1359,B,3,H,3,A,0.00,55.00,20.8500,20.8500,20.84,20.84,"20","77.5","199.1","4.314E-3","77.5","77.5","199.2","199.2","4.311E-3","4.313E-3","-8.342E-8","77.5","-2.973E-8","199.2","6.509E-7","4.311E-3","0","0","0","3348652148.2","3348652148.2","3348652148.2","","","","","","","","","","","",,SRM,SHLF2161661,,02/10/2010 23:16,TAUXE
318-U1359B-3H-3-A,318,U1359,B,3,H,3,A,0.00,60.00,20.9000,20.9000,20.89,20.89,"20","77.4","314.1","1.883E-3","77.4","77.4","314.1","314.2","1.882E-3","1.883E-3","2.716E-8","77.4","-2.852E-8","314.2","2.84E-7","1.882E-3","0","0","0","3348652153.5","3348652153.5","3348652153.5","","","","","","","","","","","",,SRM,SHLF2161661,,02/10/2010 23:16,TAUXE
