tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	external_database_ids	instrument_codes	magn_moment	magn_volume	meas_field_ac	meas_n_orient	meas_temp	measurement	method_codes	quality	software_packages	specimen	standard	susc_chi_volume	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
	This study			266.2	42.4	XXX-UTESTA-002H_2A-10:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	6.739e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-10	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			266.5	34.2	XXX-UTESTA-002H_2A-10:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.979e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-10	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			266.6	35.1	XXX-UTESTA-002H_2A-10:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.880e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-10	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
	This study			274.9	77.4	XXX-UTESTA-002H_2A-100:LP-DIR-AF	LIMS	IODP-SRM	1.623e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-100	u		2015-04-10T11:36:00Z	0.000e+00	0	0	0	2.730e+02
	This study			279.3	67.7	XXX-UTESTA-002H_2A-100:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	9.987e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-100	u		2015-04-10T11:36:00Z	5.000e-03	0	0	0	2.730e+02
	This study			278.9	45	XXX-UTESTA-002H_2A-100:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.700e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-100	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			279	36.1	XXX-UTESTA-002H_2A-100:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.434e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-100	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			279.8	38.2	XXX-UTESTA-002H_2A-100:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.554e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-100	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
	This study			275.4	76.3	XXX-UTESTA-002H_2A-105:LP-DIR-AF	LIMS	IODP-SRM	1.826e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-105	u		2015-04-10T11:36:00Z	0.000e+00	0	0	0	2.730e+02
	This study			277.5	66.7	XXX-UTESTA-002H_2A-105:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.129e-06				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-105	u		2015-04-10T11:36:00Z	5.000e-03	0	0	0	2.730e+02
	This study			277.2	44.5	XXX-UTESTA-002H_2A-105:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.248e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-105	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			277	35.8	XXX-UTESTA-002H_2A-105:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.777e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-105	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			278.2	37.9	XXX-UTESTA-002H_2A-105:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.806e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-105	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
	This study			267.9	73.4	XXX-UTESTA-002H_2A-110:LP-DIR-AF	LIMS	IODP-SRM	1.743e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-110	u		2015-04-10T11:36:00Z	0.000e+00	0	0	0	2.730e+02
	This study			272.2	64.6	XXX-UTESTA-002H_2A-110:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.058e-06				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-110	u		2015-04-10T11:36:00Z	5.000e-03	0	0	0	2.730e+02
	This study			274.4	43.6	XXX-UTESTA-002H_2A-110:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.027e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-110	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			274.5	36	XXX-UTESTA-002H_2A-110:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.619e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-110	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			275.5	38.1	XXX-UTESTA-002H_2A-110:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.755e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-110	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
	This study			268	75.7	XXX-UTESTA-002H_2A-115:LP-DIR-AF	LIMS	IODP-SRM	1.448e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-115	u		2015-04-10T11:36:00Z	0.000e+00	0	0	0	2.730e+02
	This study			272.2	66.8	XXX-UTESTA-002H_2A-115:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	8.656e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-115	u		2015-04-10T11:36:00Z	5.000e-03	0	0	0	2.730e+02
	This study			274.6	47	XXX-UTESTA-002H_2A-115:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.128e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-115	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			274.8	40.2	XXX-UTESTA-002H_2A-115:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.993e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-115	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			275.5	43.4	XXX-UTESTA-002H_2A-115:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.268e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-115	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
	This study			270.8	74.6	XXX-UTESTA-002H_2A-120:LP-DIR-AF	LIMS	IODP-SRM	1.219e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-120	u		2015-04-10T11:36:00Z	0.000e+00	0	0	0	2.730e+02
	This study			273.9	64.8	XXX-UTESTA-002H_2A-120:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	7.382e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-120	u		2015-04-10T11:36:00Z	5.000e-03	0	0	0	2.730e+02
	This study			275.8	45.5	XXX-UTESTA-002H_2A-120:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.796e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-120	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			276	39.2	XXX-UTESTA-002H_2A-120:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.884e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-120	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			276.8	42.8	XXX-UTESTA-002H_2A-120:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.220e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-120	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
	This study			274.1	72.1	XXX-UTESTA-002H_2A-125:LP-DIR-AF	LIMS	IODP-SRM	1.064e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-125	u		2015-04-10T11:36:00Z	0.000e+00	0	0	0	2.730e+02
	This study			275.9	61.7	XXX-UTESTA-002H_2A-125:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	6.541e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-125	u		2015-04-10T11:36:00Z	5.000e-03	0	0	0	2.730e+02
	This study			276.8	42.1	XXX-UTESTA-002H_2A-125:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.617e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-125	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			276.8	36.2	XXX-UTESTA-002H_2A-125:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.856e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-125	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			277.5	39.3	XXX-UTESTA-002H_2A-125:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.245e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-125	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
	This study			270.7	72.9	XXX-UTESTA-002H_2A-130:LP-DIR-AF	LIMS	IODP-SRM	9.105e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-130	u		2015-04-10T11:36:00Z	0.000e+00	0	0	0	2.730e+02
	This study			273.4	63.1	XXX-UTESTA-002H_2A-130:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.490e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-130	u		2015-04-10T11:36:00Z	5.000e-03	0	0	0	2.730e+02
	This study			275.5	43.9	XXX-UTESTA-002H_2A-130:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.985e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-130	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			275.6	37.9	XXX-UTESTA-002H_2A-130:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.363e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-130	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			276.3	40.9	XXX-UTESTA-002H_2A-130:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.889e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-130	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
	This study			279.2	75.1	XXX-UTESTA-002H_2A-135:LP-DIR-AF	LIMS	IODP-SRM	8.363e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-135	u		2015-04-10T11:36:00Z	0.000e+00	0	0	0	2.730e+02
	This study			280.1	65	XXX-UTESTA-002H_2A-135:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.194e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-135	u		2015-04-10T11:36:00Z	5.000e-03	0	0	0	2.730e+02
	This study			278.7	45.3	XXX-UTESTA-002H_2A-135:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.774e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-135	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			278.5	39.1	XXX-UTESTA-002H_2A-135:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.206e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-135	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			279.3	43.6	XXX-UTESTA-002H_2A-135:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.683e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-135	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
	This study			285.5	74.8	XXX-UTESTA-002H_2A-140:LP-DIR-AF	LIMS	IODP-SRM	9.913e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-140	u		2015-04-10T11:36:00Z	0.000e+00	0	0	0	2.730e+02
	This study			284.3	65	XXX-UTESTA-002H_2A-140:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	6.071e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-140	u		2015-04-10T11:36:00Z	5.000e-03	0	0	0	2.730e+02
	This study			283.4	45.5	XXX-UTESTA-002H_2A-140:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.252e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-140	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			283.5	39.1	XXX-UTESTA-002H_2A-140:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.579e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-140	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			285.2	42.2	XXX-UTESTA-002H_2A-140:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.025e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-140	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
	This study			282.9	75.4	XXX-UTESTA-002H_2A-145:LP-DIR-AF	LIMS	IODP-SRM	1.041e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-145	u		2015-04-10T11:36:00Z	0.000e+00	0	0	0	2.730e+02
	This study			283.4	66.3	XXX-UTESTA-002H_2A-145:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	6.164e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-145	u		2015-04-10T11:36:00Z	5.000e-03	0	0	0	2.730e+02
	This study			283.5	47.6	XXX-UTESTA-002H_2A-145:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.157e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-145	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			283.4	41.1	XXX-UTESTA-002H_2A-145:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.436e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-145	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			285.8	44.8	XXX-UTESTA-002H_2A-145:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.897e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-145	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
	This study			263	75.7	XXX-UTESTA-002H_2A-15:LP-DIR-AF	LIMS	IODP-SRM	2.162e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-15	u		2015-04-10T11:36:00Z	0.000e+00	0	0	0	2.730e+02
	This study			267	64.8	XXX-UTESTA-002H_2A-15:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.375e-06				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-15	u		2015-04-10T11:36:00Z	5.000e-03	0	0	0	2.730e+02
	This study			266.6	43.5	XXX-UTESTA-002H_2A-15:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	7.109e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-15	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			266.4	36.1	XXX-UTESTA-002H_2A-15:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.257e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-15	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			266.1	37	XXX-UTESTA-002H_2A-15:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.078e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-15	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
	This study			276.7	74.8	XXX-UTESTA-002H_2A-150:LP-DIR-AF	LIMS	IODP-SRM	9.954e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-150	u		2015-04-10T11:36:00Z	0.000e+00	0	0	0	2.730e+02
	This study			277.4	64.6	XXX-UTESTA-002H_2A-150:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.764e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-150	u		2015-04-10T11:36:00Z	5.000e-03	0	0	0	2.730e+02
	This study			278.6	44.9	XXX-UTESTA-002H_2A-150:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.885e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-150	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			278.1	38	XXX-UTESTA-002H_2A-150:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.174e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-150	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			280.2	43.5	XXX-UTESTA-002H_2A-150:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.628e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-150	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
	This study			261.3	75.4	XXX-UTESTA-002H_2A-20:LP-DIR-AF	LIMS	IODP-SRM	2.205e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-20	u		2015-04-10T11:36:00Z	0.000e+00	0	0	0	2.730e+02
	This study			269.3	65.8	XXX-UTESTA-002H_2A-20:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.396e-06				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-20	u		2015-04-10T11:36:00Z	5.000e-03	0	0	0	2.730e+02
	This study			271	47.3	XXX-UTESTA-002H_2A-20:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	7.060e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-20	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			271.2	40.8	XXX-UTESTA-002H_2A-20:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.150e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-20	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			271.3	41.9	XXX-UTESTA-002H_2A-20:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.030e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-20	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
	This study			264.2	74.4	XXX-UTESTA-002H_2A-25:LP-DIR-AF	LIMS	IODP-SRM	1.853e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-25	u		2015-04-10T11:36:00Z	0.000e+00	0	0	0	2.730e+02
	This study			272.7	66	XXX-UTESTA-002H_2A-25:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.183e-06				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-25	u		2015-04-10T11:36:00Z	5.000e-03	0	0	0	2.730e+02
	This study			276.5	49.9	XXX-UTESTA-002H_2A-25:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	6.138e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-25	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			276.9	44.7	XXX-UTESTA-002H_2A-25:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.506e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-25	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			277.1	46.5	XXX-UTESTA-002H_2A-25:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.552e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-25	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
	This study			282.3	77.4	XXX-UTESTA-002H_2A-30:LP-DIR-AF	LIMS	IODP-SRM	1.877e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-30	u		2015-04-10T11:36:00Z	0.000e+00	0	0	0	2.730e+02
	This study			282.1	68.8	XXX-UTESTA-002H_2A-30:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.203e-06				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-30	u		2015-04-10T11:36:00Z	5.000e-03	0	0	0	2.730e+02
	This study			280.6	51.2	XXX-UTESTA-002H_2A-30:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	6.056e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-30	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			280.1	44.8	XXX-UTESTA-002H_2A-30:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.438e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-30	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			280.9	46.4	XXX-UTESTA-002H_2A-30:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.453e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-30	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
	This study			273.9	81.4	XXX-UTESTA-002H_2A-35:LP-DIR-AF	LIMS	IODP-SRM	2.192e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-35	u		2015-04-10T11:36:00Z	0.000e+00	0	0	0	2.730e+02
	This study			279	73.2	XXX-UTESTA-002H_2A-35:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.346e-06				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-35	u		2015-04-10T11:36:00Z	5.000e-03	0	0	0	2.730e+02
	This study			279.4	55.8	XXX-UTESTA-002H_2A-35:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	6.027e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-35	u		2015-04-10T11:37:00Z	1.000e-02	0	0	0	2.730e+02
	This study			278.8	48.1	XXX-UTESTA-002H_2A-35:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.166e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-35	u		2015-04-10T11:37:00Z	1.500e-02	0	0	0	2.730e+02
	This study			279.7	49.6	XXX-UTESTA-002H_2A-35:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.234e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-002H_2A-35	u		2015-04-10T11:37:00Z	2.000e-02	0	0	0	2.730e+02
