tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	external_database_ids	instrument_codes	magn_moment	magn_volume	meas_field_ac	meas_n_orient	meas_temp	measurement	method_codes	quality	software_packages	specimen	standard	susc_chi_volume	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
	This study			30.4	80.8	XXX-UTESTA-004H_4A-110:LP-DIR-AF	LIMS	IODP-SRM	3.808e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-110	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			26.8	77	XXX-UTESTA-004H_4A-110:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.154e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-110	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			27.8	64.5	XXX-UTESTA-004H_4A-110:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	7.338e-08				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-110	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
	This study			330.7	56.5	XXX-UTESTA-004H_4A-110:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.242e-08				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-110	u		2015-04-11T01:19:00Z	1.500e-02	0	0	0	2.730e+02
	This study			28.6	54.2	XXX-UTESTA-004H_4A-110:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.242e-08				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-110	u		2015-04-11T01:19:00Z	2.000e-02	0	0	0	2.730e+02
	This study			36	78.9	XXX-UTESTA-004H_4A-115:LP-DIR-AF	LIMS	IODP-SRM	5.041e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-115	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			35	73.8	XXX-UTESTA-004H_4A-115:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.844e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-115	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			32.9	55.4	XXX-UTESTA-004H_4A-115:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.046e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-115	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
	This study			3.1	50.2	XXX-UTESTA-004H_4A-115:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	6.172e-08				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-115	u		2015-04-11T01:19:00Z	1.500e-02	0	0	0	2.730e+02
	This study			31.1	43.8	XXX-UTESTA-004H_4A-115:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.229e-08				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-115	u		2015-04-11T01:19:00Z	2.000e-02	0	0	0	2.730e+02
	This study			42.5	83.6	XXX-UTESTA-004H_4A-120:LP-DIR-AF	LIMS	IODP-SRM	5.124e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-120	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			35.8	79.3	XXX-UTESTA-004H_4A-120:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.849e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-120	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			31.3	64.1	XXX-UTESTA-004H_4A-120:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	9.524e-08				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-120	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
	This study			346.1	58.9	XXX-UTESTA-004H_4A-120:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.314e-08				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-120	u		2015-04-11T01:19:00Z	1.500e-02	0	0	0	2.730e+02
	This study			32.7	53.4	XXX-UTESTA-004H_4A-120:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.157e-08				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-120	u		2015-04-11T01:19:00Z	2.000e-02	0	0	0	2.730e+02
	This study			36	72	XXX-UTESTA-004H_4A-125:LP-DIR-AF	LIMS	IODP-SRM	6.149e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-125	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			33.8	62.2	XXX-UTESTA-004H_4A-125:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.724e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-125	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			32.4	37.7	XXX-UTESTA-004H_4A-125:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.738e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-125	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
	This study			20.9	31.4	XXX-UTESTA-004H_4A-125:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.100e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-125	u		2015-04-11T01:19:00Z	1.500e-02	0	0	0	2.730e+02
	This study			32.1	26.2	XXX-UTESTA-004H_4A-125:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	9.608e-08				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-125	u		2015-04-11T01:19:00Z	2.000e-02	0	0	0	2.730e+02
	This study			33.5	69	XXX-UTESTA-004H_4A-130:LP-DIR-AF	LIMS	IODP-SRM	8.282e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-130	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			32.1	58.2	XXX-UTESTA-004H_4A-130:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.102e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-130	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			31.8	34.5	XXX-UTESTA-004H_4A-130:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.510e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-130	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
	This study			24.3	27.3	XXX-UTESTA-004H_4A-130:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.751e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-130	u		2015-04-11T01:19:00Z	1.500e-02	0	0	0	2.730e+02
	This study			32.1	24.7	XXX-UTESTA-004H_4A-130:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.439e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-130	u		2015-04-11T01:19:00Z	2.000e-02	0	0	0	2.730e+02
	This study			30.2	81.5	XXX-UTESTA-004H_4A-135:LP-DIR-AF	LIMS	IODP-SRM	6.948e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-135	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			26	77.1	XXX-UTESTA-004H_4A-135:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.897e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-135	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			25.8	59.2	XXX-UTESTA-004H_4A-135:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.309e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-135	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
	This study			358.1	50.1	XXX-UTESTA-004H_4A-135:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	7.640e-08				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-135	u		2015-04-11T01:19:00Z	1.500e-02	0	0	0	2.730e+02
	This study			26.5	46.2	XXX-UTESTA-004H_4A-135:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.716e-08				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-135	u		2015-04-11T01:19:00Z	2.000e-02	0	0	0	2.730e+02
	This study			27.7	84.2	XXX-UTESTA-004H_4A-140:LP-DIR-AF	LIMS	IODP-SRM	5.964e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-140	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			23.7	80.8	XXX-UTESTA-004H_4A-140:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.295e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-140	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			21.7	67.3	XXX-UTESTA-004H_4A-140:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	9.995e-08				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-140	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
	This study			329.9	55.9	XXX-UTESTA-004H_4A-140:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.413e-08				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-140	u		2015-04-11T01:19:00Z	1.500e-02	0	0	0	2.730e+02
	This study			20.5	54.4	XXX-UTESTA-004H_4A-140:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.806e-08				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-140	u		2015-04-11T01:19:00Z	2.000e-02	0	0	0	2.730e+02
	This study			31.4	82.2	XXX-UTESTA-004H_4A-145:LP-DIR-AF	LIMS	IODP-SRM	5.653e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-145	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			26	78.1	XXX-UTESTA-004H_4A-145:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.139e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-145	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			23.4	61.4	XXX-UTESTA-004H_4A-145:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	9.656e-08				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-145	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
	This study			340.9	50.4	XXX-UTESTA-004H_4A-145:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.260e-08				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-145	u		2015-04-11T01:19:00Z	1.500e-02	0	0	0	2.730e+02
	This study			23.4	46	XXX-UTESTA-004H_4A-145:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.886e-08				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-145	u		2015-04-11T01:19:00Z	2.000e-02	0	0	0	2.730e+02
	This study			48	87.2	XXX-UTESTA-004H_4A-15:LP-DIR-AF	LIMS	IODP-SRM	1.041e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-15	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			43.5	82.1	XXX-UTESTA-004H_4A-15:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	6.048e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-15	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			42.6	66.6	XXX-UTESTA-004H_4A-15:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.398e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-15	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
	This study			43.6	58.7	XXX-UTESTA-004H_4A-15:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.571e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-15	u		2015-04-11T01:19:00Z	1.500e-02	0	0	0	2.730e+02
	This study			44.6	58.1	XXX-UTESTA-004H_4A-15:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.260e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-15	u		2015-04-11T01:19:00Z	2.000e-02	0	0	0	2.730e+02
	This study			35.4	80.8	XXX-UTESTA-004H_4A-150:LP-DIR-AF	LIMS	IODP-SRM	4.920e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-150	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			29.6	76.1	XXX-UTESTA-004H_4A-150:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.744e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-150	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			27.4	56.5	XXX-UTESTA-004H_4A-150:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	8.787e-08				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-150	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
	This study			346	47.1	XXX-UTESTA-004H_4A-150:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.921e-08				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-150	u		2015-04-11T01:19:00Z	1.500e-02	0	0	0	2.730e+02
	This study			27.9	40.6	XXX-UTESTA-004H_4A-150:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.849e-08				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-150	u		2015-04-11T01:19:00Z	2.000e-02	0	0	0	2.730e+02
	This study			42.5	75.6	XXX-UTESTA-004H_4A-20:LP-DIR-AF	LIMS	IODP-SRM	7.878e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-20	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			40.3	68.2	XXX-UTESTA-004H_4A-20:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.882e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-20	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			39.3	51.4	XXX-UTESTA-004H_4A-20:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.295e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-20	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
	This study			38.7	45.9	XXX-UTESTA-004H_4A-20:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.597e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-20	u		2015-04-11T01:19:00Z	1.500e-02	0	0	0	2.730e+02
	This study			39.1	45.3	XXX-UTESTA-004H_4A-20:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.283e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-20	u		2015-04-11T01:19:00Z	2.000e-02	0	0	0	2.730e+02
	This study			42.7	70.9	XXX-UTESTA-004H_4A-25:LP-DIR-AF	LIMS	IODP-SRM	1.137e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-25	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			41.2	62.8	XXX-UTESTA-004H_4A-25:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	7.221e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-25	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			39.1	44.1	XXX-UTESTA-004H_4A-25:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.468e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-25	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
	This study			35.9	37.8	XXX-UTESTA-004H_4A-25:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.398e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-25	u		2015-04-11T01:19:00Z	1.500e-02	0	0	0	2.730e+02
	This study			38.8	36.8	XXX-UTESTA-004H_4A-25:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.924e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-25	u		2015-04-11T01:19:00Z	2.000e-02	0	0	0	2.730e+02
	This study			48.3	77.9	XXX-UTESTA-004H_4A-30:LP-DIR-AF	LIMS	IODP-SRM	1.538e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-30	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			44.4	72.7	XXX-UTESTA-004H_4A-30:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	9.332e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-30	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			42	56.8	XXX-UTESTA-004H_4A-30:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.868e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-30	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
	This study			36.4	50.8	XXX-UTESTA-004H_4A-30:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.449e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-30	u		2015-04-11T01:19:00Z	1.500e-02	0	0	0	2.730e+02
	This study			41.2	48.6	XXX-UTESTA-004H_4A-30:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.960e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-30	u		2015-04-11T01:19:00Z	2.000e-02	0	0	0	2.730e+02
	This study			40.1	83.5	XXX-UTESTA-004H_4A-35:LP-DIR-AF	LIMS	IODP-SRM	1.634e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-35	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			39	79.1	XXX-UTESTA-004H_4A-35:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	9.603e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-35	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			40.4	65.6	XXX-UTESTA-004H_4A-35:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.675e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-35	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
	This study			33.8	60.8	XXX-UTESTA-004H_4A-35:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.215e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-35	u		2015-04-11T01:19:00Z	1.500e-02	0	0	0	2.730e+02
	This study			40.9	58.4	XXX-UTESTA-004H_4A-35:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.743e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-35	u		2015-04-11T01:19:00Z	2.000e-02	0	0	0	2.730e+02
	This study			51.8	75.7	XXX-UTESTA-004H_4A-40:LP-DIR-AF	LIMS	IODP-SRM	1.548e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-40	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			49.3	67.7	XXX-UTESTA-004H_4A-40:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	9.488e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-40	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			48.2	48.9	XXX-UTESTA-004H_4A-40:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.212e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-40	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
	This study			45.5	42.3	XXX-UTESTA-004H_4A-40:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.779e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-40	u		2015-04-11T01:19:00Z	1.500e-02	0	0	0	2.730e+02
	This study			48.4	40.5	XXX-UTESTA-004H_4A-40:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.211e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-40	u		2015-04-11T01:19:00Z	2.000e-02	0	0	0	2.730e+02
	This study			49	72.4	XXX-UTESTA-004H_4A-45:LP-DIR-AF	LIMS	IODP-SRM	1.657e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-45	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			47.9	62.7	XXX-UTESTA-004H_4A-45:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.038e-06				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-45	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			48.5	41.2	XXX-UTESTA-004H_4A-45:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.112e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-45	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
	This study			46.5	34.5	XXX-UTESTA-004H_4A-45:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.556e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-45	u		2015-04-11T01:19:00Z	1.500e-02	0	0	0	2.730e+02
	This study			49	32.9	XXX-UTESTA-004H_4A-45:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.851e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-45	u		2015-04-11T01:19:00Z	2.000e-02	0	0	0	2.730e+02
	This study			56.9	75.3	XXX-UTESTA-004H_4A-5:LP-DIR-AF	LIMS	IODP-SRM	1.932e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-5	u		2015-04-11T01:18:00Z	0.000e+00	0	0	0	2.730e+02
	This study			53.6	69.3	XXX-UTESTA-004H_4A-5:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.174e-06				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-5	u		2015-04-11T01:18:00Z	5.000e-03	0	0	0	2.730e+02
	This study			51.8	52.2	XXX-UTESTA-004H_4A-5:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.823e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_4A-5	u		2015-04-11T01:19:00Z	1.000e-02	0	0	0	2.730e+02
