tab 	measurements
experiment	instrument_codes	magn_mass	magn_r2_det	meas_field_dc	meas_temp	measurement	method_codes	quality	sequence	specimen	standard	timestamp	treat_dc_field
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1472		0.2528	300.0	IRM-VSM3-LP-HYS-218847-152	LP-HYS	g	13364	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.146		0.2478	300.0	IRM-VSM3-LP-HYS-218847-153	LP-HYS	g	13365	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1448		0.2428	300.0	IRM-VSM3-LP-HYS-218847-154	LP-HYS	g	13366	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1435		0.2378	300.0	IRM-VSM3-LP-HYS-218847-155	LP-HYS	g	13367	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1422		0.2329	300.0	IRM-VSM3-LP-HYS-218847-156	LP-HYS	g	13368	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1408		0.2278	300.0	IRM-VSM3-LP-HYS-218847-157	LP-HYS	g	13369	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1395		0.2228	300.0	IRM-VSM3-LP-HYS-218847-158	LP-HYS	g	1337	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1381		0.2178	300.0	IRM-VSM3-LP-HYS-218847-159	LP-HYS	g	13371	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1368		0.2128	300.0	IRM-VSM3-LP-HYS-218847-160	LP-HYS	g	13372	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1354		0.2078	300.0	IRM-VSM3-LP-HYS-218847-161	LP-HYS	g	13373	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1339		0.2027	300.0	IRM-VSM3-LP-HYS-218847-162	LP-HYS	g	13374	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1325		0.1977	300.0	IRM-VSM3-LP-HYS-218847-163	LP-HYS	g	13375	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1311		0.1928	300.0	IRM-VSM3-LP-HYS-218847-164	LP-HYS	g	13376	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1296		0.1877	300.0	IRM-VSM3-LP-HYS-218847-165	LP-HYS	g	13377	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.128		0.1827	300.0	IRM-VSM3-LP-HYS-218847-166	LP-HYS	g	13378	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1265		0.1777	300.0	IRM-VSM3-LP-HYS-218847-167	LP-HYS	g	13379	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1249		0.1727	300.0	IRM-VSM3-LP-HYS-218847-168	LP-HYS	g	1338	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1233		0.1678	300.0	IRM-VSM3-LP-HYS-218847-169	LP-HYS	g	13381	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1216		0.1628	300.0	IRM-VSM3-LP-HYS-218847-170	LP-HYS	g	13382	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1198		0.1578	300.0	IRM-VSM3-LP-HYS-218847-171	LP-HYS	g	13383	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1181		0.1528	300.0	IRM-VSM3-LP-HYS-218847-172	LP-HYS	g	13384	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1163		0.1478	300.0	IRM-VSM3-LP-HYS-218847-173	LP-HYS	g	13385	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1144		0.1428	300.0	IRM-VSM3-LP-HYS-218847-174	LP-HYS	g	13386	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1125		0.1377	300.0	IRM-VSM3-LP-HYS-218847-175	LP-HYS	g	13387	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1105		0.1328	300.0	IRM-VSM3-LP-HYS-218847-176	LP-HYS	g	13388	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1085		0.1278	300.0	IRM-VSM3-LP-HYS-218847-177	LP-HYS	g	13389	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1064		0.1228	300.0	IRM-VSM3-LP-HYS-218847-178	LP-HYS	g	1339	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.1042		0.1177	300.0	IRM-VSM3-LP-HYS-218847-179	LP-HYS	g	13391	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.102		0.1127	300.0	IRM-VSM3-LP-HYS-218847-180	LP-HYS	g	13392	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.09981		0.1078	300.0	IRM-VSM3-LP-HYS-218847-181	LP-HYS	g	13393	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.0974		0.1027	300.0	IRM-VSM3-LP-HYS-218847-182	LP-HYS	g	13394	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.0949		0.09769	300.0	IRM-VSM3-LP-HYS-218847-183	LP-HYS	g	13395	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.09234		0.0927	300.0	IRM-VSM3-LP-HYS-218847-184	LP-HYS	g	13396	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.08972		0.08777	300.0	IRM-VSM3-LP-HYS-218847-185	LP-HYS	g	13397	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.08702		0.08285	300.0	IRM-VSM3-LP-HYS-218847-186	LP-HYS	g	13398	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.08413		0.07784	300.0	IRM-VSM3-LP-HYS-218847-187	LP-HYS	g	13399	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.0811		0.07279	300.0	IRM-VSM3-LP-HYS-218847-188	LP-HYS	g	134	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.07799		0.0678	300.0	IRM-VSM3-LP-HYS-218847-189	LP-HYS	g	13401	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.07475		0.06286	300.0	IRM-VSM3-LP-HYS-218847-190	LP-HYS	g	13402	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.0713		0.05782	300.0	IRM-VSM3-LP-HYS-218847-191	LP-HYS	g	13403	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.06768		0.05276	300.0	IRM-VSM3-LP-HYS-218847-192	LP-HYS	g	13404	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.06394		0.04778	300.0	IRM-VSM3-LP-HYS-218847-193	LP-HYS	g	13405	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.06005		0.04284	300.0	IRM-VSM3-LP-HYS-218847-194	LP-HYS	g	13406	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.05584		0.0378	300.0	IRM-VSM3-LP-HYS-218847-195	LP-HYS	g	13407	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.05138		0.03274	300.0	IRM-VSM3-LP-HYS-218847-196	LP-HYS	g	13408	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.04671		0.02776	300.0	IRM-VSM3-LP-HYS-218847-197	LP-HYS	g	13409	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.04179		0.02281	300.0	IRM-VSM3-LP-HYS-218847-198	LP-HYS	g	1341	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.0364		0.01777	300.0	IRM-VSM3-LP-HYS-218847-199	LP-HYS	g	13411	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.03057		0.01272	300.0	IRM-VSM3-LP-HYS-218847-200	LP-HYS	g	13412	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.02438		0.007731	300.0	IRM-VSM3-LP-HYS-218847-201	LP-HYS	g	13413	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.0177		0.002786	300.0	IRM-VSM3-LP-HYS-218847-202	LP-HYS	g	13414	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.0105		-0.002127	300.0	IRM-VSM3-LP-HYS-218847-203	LP-HYS	g	13415	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	0.002603		-0.007152	300.0	IRM-VSM3-LP-HYS-218847-204	LP-HYS	g	13416	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.0056		-0.01221	300.0	IRM-VSM3-LP-HYS-218847-205	LP-HYS	g	13417	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.01368		-0.01719	300.0	IRM-VSM3-LP-HYS-218847-206	LP-HYS	g	13418	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.02142		-0.02212	300.0	IRM-VSM3-LP-HYS-218847-207	LP-HYS	g	13419	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.0289		-0.02716	300.0	IRM-VSM3-LP-HYS-218847-208	LP-HYS	g	1342	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.03592		-0.03222	300.0	IRM-VSM3-LP-HYS-218847-209	LP-HYS	g	13421	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.04235		-0.03721	300.0	IRM-VSM3-LP-HYS-218847-210	LP-HYS	g	13422	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.04823		-0.04215	300.0	IRM-VSM3-LP-HYS-218847-211	LP-HYS	g	13423	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.05376		-0.04719	300.0	IRM-VSM3-LP-HYS-218847-212	LP-HYS	g	13424	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.0589		-0.05225	300.0	IRM-VSM3-LP-HYS-218847-213	LP-HYS	g	13425	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.06361		-0.05724	300.0	IRM-VSM3-LP-HYS-218847-214	LP-HYS	g	13426	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.06793		-0.06217	300.0	IRM-VSM3-LP-HYS-218847-215	LP-HYS	g	13427	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.07205		-0.06721	300.0	IRM-VSM3-LP-HYS-218847-216	LP-HYS	g	13428	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.07594		-0.07226	300.0	IRM-VSM3-LP-HYS-218847-217	LP-HYS	g	13429	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.07954		-0.07725	300.0	IRM-VSM3-LP-HYS-218847-218	LP-HYS	g	1343	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.08289		-0.08219	300.0	IRM-VSM3-LP-HYS-218847-219	LP-HYS	g	13431	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.08603		-0.0871	300.0	IRM-VSM3-LP-HYS-218847-220	LP-HYS	g	13432	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.08909		-0.09212	300.0	IRM-VSM3-LP-HYS-218847-221	LP-HYS	g	13433	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.092		-0.09717	300.0	IRM-VSM3-LP-HYS-218847-222	LP-HYS	g	13434	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.09475		-0.1022	300.0	IRM-VSM3-LP-HYS-218847-223	LP-HYS	g	13435	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.09735		-0.1071	300.0	IRM-VSM3-LP-HYS-218847-224	LP-HYS	g	13436	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.0999		-0.1121	300.0	IRM-VSM3-LP-HYS-218847-225	LP-HYS	g	13437	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1024		-0.1172	300.0	IRM-VSM3-LP-HYS-218847-226	LP-HYS	g	13438	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1047		-0.1222	300.0	IRM-VSM3-LP-HYS-218847-227	LP-HYS	g	13439	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1069		-0.1271	300.0	IRM-VSM3-LP-HYS-218847-228	LP-HYS	g	1344	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1091		-0.1322	300.0	IRM-VSM3-LP-HYS-218847-229	LP-HYS	g	13441	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1112		-0.1372	300.0	IRM-VSM3-LP-HYS-218847-230	LP-HYS	g	13442	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1132		-0.1422	300.0	IRM-VSM3-LP-HYS-218847-231	LP-HYS	g	13443	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1151		-0.1471	300.0	IRM-VSM3-LP-HYS-218847-232	LP-HYS	g	13444	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1171		-0.1522	300.0	IRM-VSM3-LP-HYS-218847-233	LP-HYS	g	13445	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1189		-0.1572	300.0	IRM-VSM3-LP-HYS-218847-234	LP-HYS	g	13446	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1207		-0.1622	300.0	IRM-VSM3-LP-HYS-218847-235	LP-HYS	g	13447	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1224		-0.1672	300.0	IRM-VSM3-LP-HYS-218847-236	LP-HYS	g	13448	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1241		-0.1721	300.0	IRM-VSM3-LP-HYS-218847-237	LP-HYS	g	13449	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1258		-0.1771	300.0	IRM-VSM3-LP-HYS-218847-238	LP-HYS	g	1345	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1274		-0.1821	300.0	IRM-VSM3-LP-HYS-218847-239	LP-HYS	g	13451	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.129		-0.1871	300.0	IRM-VSM3-LP-HYS-218847-240	LP-HYS	g	13452	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1305		-0.1921	300.0	IRM-VSM3-LP-HYS-218847-241	LP-HYS	g	13453	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.132		-0.1971	300.0	IRM-VSM3-LP-HYS-218847-242	LP-HYS	g	13454	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1335		-0.2022	300.0	IRM-VSM3-LP-HYS-218847-243	LP-HYS	g	13455	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.135		-0.2072	300.0	IRM-VSM3-LP-HYS-218847-244	LP-HYS	g	13456	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1364		-0.2121	300.0	IRM-VSM3-LP-HYS-218847-245	LP-HYS	g	13457	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1378		-0.2172	300.0	IRM-VSM3-LP-HYS-218847-246	LP-HYS	g	13458	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1391		-0.2222	300.0	IRM-VSM3-LP-HYS-218847-247	LP-HYS	g	13459	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1404		-0.2272	300.0	IRM-VSM3-LP-HYS-218847-248	LP-HYS	g	1346	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1417		-0.2322	300.0	IRM-VSM3-LP-HYS-218847-249	LP-HYS	g	13461	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1429		-0.2372	300.0	IRM-VSM3-LP-HYS-218847-250	LP-HYS	g	13462	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1442		-0.2423	300.0	IRM-VSM3-LP-HYS-218847-251	LP-HYS	g	13463	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1454		-0.2472	300.0	IRM-VSM3-LP-HYS-218847-252	LP-HYS	g	13464	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1467		-0.2522	300.0	IRM-VSM3-LP-HYS-218847-253	LP-HYS	g	13465	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.148		-0.2571	300.0	IRM-VSM3-LP-HYS-218847-254	LP-HYS	g	13466	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1492		-0.2621	300.0	IRM-VSM3-LP-HYS-218847-255	LP-HYS	g	13467	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1503		-0.2671	300.0	IRM-VSM3-LP-HYS-218847-256	LP-HYS	g	13468	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1515		-0.2721	300.0	IRM-VSM3-LP-HYS-218847-257	LP-HYS	g	13469	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1526		-0.2771	300.0	IRM-VSM3-LP-HYS-218847-258	LP-HYS	g	1347	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1537		-0.2821	300.0	IRM-VSM3-LP-HYS-218847-259	LP-HYS	g	13471	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1548		-0.2871	300.0	IRM-VSM3-LP-HYS-218847-260	LP-HYS	g	13472	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1559		-0.2921	300.0	IRM-VSM3-LP-HYS-218847-261	LP-HYS	g	13473	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.157		-0.2971	300.0	IRM-VSM3-LP-HYS-218847-262	LP-HYS	g	13474	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.158		-0.3021	300.0	IRM-VSM3-LP-HYS-218847-263	LP-HYS	g	13475	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1591		-0.3072	300.0	IRM-VSM3-LP-HYS-218847-264	LP-HYS	g	13476	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1601		-0.3122	300.0	IRM-VSM3-LP-HYS-218847-265	LP-HYS	g	13477	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1612		-0.3171	300.0	IRM-VSM3-LP-HYS-218847-266	LP-HYS	g	13478	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1622		-0.3221	300.0	IRM-VSM3-LP-HYS-218847-267	LP-HYS	g	13479	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1633		-0.3272	300.0	IRM-VSM3-LP-HYS-218847-268	LP-HYS	g	1348	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1644		-0.3322	300.0	IRM-VSM3-LP-HYS-218847-269	LP-HYS	g	13481	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1654		-0.3371	300.0	IRM-VSM3-LP-HYS-218847-270	LP-HYS	g	13482	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1664		-0.342	300.0	IRM-VSM3-LP-HYS-218847-271	LP-HYS	g	13483	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1674		-0.347	300.0	IRM-VSM3-LP-HYS-218847-272	LP-HYS	g	13484	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1684		-0.3521	300.0	IRM-VSM3-LP-HYS-218847-273	LP-HYS	g	13485	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1694		-0.3571	300.0	IRM-VSM3-LP-HYS-218847-274	LP-HYS	g	13486	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1703		-0.362	300.0	IRM-VSM3-LP-HYS-218847-275	LP-HYS	g	13487	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1713		-0.367	300.0	IRM-VSM3-LP-HYS-218847-276	LP-HYS	g	13488	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1723		-0.3721	300.0	IRM-VSM3-LP-HYS-218847-277	LP-HYS	g	13489	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1732		-0.3771	300.0	IRM-VSM3-LP-HYS-218847-278	LP-HYS	g	1349	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1741		-0.382	300.0	IRM-VSM3-LP-HYS-218847-279	LP-HYS	g	13491	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1751		-0.3871	300.0	IRM-VSM3-LP-HYS-218847-280	LP-HYS	g	13492	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1761		-0.3921	300.0	IRM-VSM3-LP-HYS-218847-281	LP-HYS	g	13493	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1771		-0.3971	300.0	IRM-VSM3-LP-HYS-218847-282	LP-HYS	g	13494	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.178		-0.402	300.0	IRM-VSM3-LP-HYS-218847-283	LP-HYS	g	13495	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.179		-0.4071	300.0	IRM-VSM3-LP-HYS-218847-284	LP-HYS	g	13496	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1799		-0.4122	300.0	IRM-VSM3-LP-HYS-218847-285	LP-HYS	g	13497	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1808		-0.4172	300.0	IRM-VSM3-LP-HYS-218847-286	LP-HYS	g	13498	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1817		-0.4221	300.0	IRM-VSM3-LP-HYS-218847-287	LP-HYS	g	13499	NED18-2c	u	2020:01:06:14:08:00.00	
IRM-VSM3-LP-HYS-218847	IRM-VSM3	-0.1826		-0.427	300.0	IRM-VSM3-LP-HYS-218847-288	LP-HYS	g	135	NED18-2c	u	2020:01:06:14:08:00.00	
