tab 	measurements
experiment	instrument_codes	magn_mass	magn_r2_det	meas_field_dc	meas_temp	measurement	method_codes	quality	sequence	specimen	standard	timestamp	treat_dc_field
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.194		0.8728	300.0	IRM-VSM3-LP-HYS-218849-778	LP-HYS	g	14792	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.1949		0.8778	300.0	IRM-VSM3-LP-HYS-218849-779	LP-HYS	g	14793	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.1958		0.8829	300.0	IRM-VSM3-LP-HYS-218849-780	LP-HYS	g	14794	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.1967		0.8879	300.0	IRM-VSM3-LP-HYS-218849-781	LP-HYS	g	14795	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.1975		0.8928	300.0	IRM-VSM3-LP-HYS-218849-782	LP-HYS	g	14796	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.1984		0.8978	300.0	IRM-VSM3-LP-HYS-218849-783	LP-HYS	g	14797	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.1992		0.9029	300.0	IRM-VSM3-LP-HYS-218849-784	LP-HYS	g	14798	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.2001		0.9079	300.0	IRM-VSM3-LP-HYS-218849-785	LP-HYS	g	14799	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.201		0.9128	300.0	IRM-VSM3-LP-HYS-218849-786	LP-HYS	g	148	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.2018		0.9177	300.0	IRM-VSM3-LP-HYS-218849-787	LP-HYS	g	14801	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.2027		0.9227	300.0	IRM-VSM3-LP-HYS-218849-788	LP-HYS	g	14802	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.2036		0.9278	300.0	IRM-VSM3-LP-HYS-218849-789	LP-HYS	g	14803	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.2044		0.9328	300.0	IRM-VSM3-LP-HYS-218849-790	LP-HYS	g	14804	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.2053		0.9377	300.0	IRM-VSM3-LP-HYS-218849-791	LP-HYS	g	14805	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.2062		0.9428	300.0	IRM-VSM3-LP-HYS-218849-792	LP-HYS	g	14806	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.2071		0.9478	300.0	IRM-VSM3-LP-HYS-218849-793	LP-HYS	g	14807	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.2079		0.9528	300.0	IRM-VSM3-LP-HYS-218849-794	LP-HYS	g	14808	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.2088		0.9577	300.0	IRM-VSM3-LP-HYS-218849-795	LP-HYS	g	14809	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.2097		0.9628	300.0	IRM-VSM3-LP-HYS-218849-796	LP-HYS	g	1481	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.2106		0.9678	300.0	IRM-VSM3-LP-HYS-218849-797	LP-HYS	g	14811	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.2114		0.9728	300.0	IRM-VSM3-LP-HYS-218849-798	LP-HYS	g	14812	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.2123		0.9778	300.0	IRM-VSM3-LP-HYS-218849-799	LP-HYS	g	14813	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.2132		0.9828	300.0	IRM-VSM3-LP-HYS-218849-800	LP-HYS	g	14814	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.214		0.9879	300.0	IRM-VSM3-LP-HYS-218849-801	LP-HYS	g	14815	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218849	IRM-VSM3	0.2161		1.0	300.0	IRM-VSM3-LP-HYS-218849-802	LP-HYS	g	14816	NED2-8c	u	2020:01:06:11:29:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2336		1.0	300.0	IRM-VSM3-LP-HYS-218853-1	LP-HYS	g	14817	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2334		0.9989	300.0	IRM-VSM3-LP-HYS-218853-2	LP-HYS	g	14818	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2327		0.996	300.0	IRM-VSM3-LP-HYS-218853-3	LP-HYS	g	14819	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2318		0.9919	300.0	IRM-VSM3-LP-HYS-218853-4	LP-HYS	g	1482	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2308		0.9873	300.0	IRM-VSM3-LP-HYS-218853-5	LP-HYS	g	14821	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2297		0.9825	300.0	IRM-VSM3-LP-HYS-218853-6	LP-HYS	g	14822	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2286		0.9777	300.0	IRM-VSM3-LP-HYS-218853-7	LP-HYS	g	14823	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2275		0.9727	300.0	IRM-VSM3-LP-HYS-218853-8	LP-HYS	g	14824	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2263		0.9676	300.0	IRM-VSM3-LP-HYS-218853-9	LP-HYS	g	14825	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2252		0.9626	300.0	IRM-VSM3-LP-HYS-218853-10	LP-HYS	g	14826	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.224		0.9577	300.0	IRM-VSM3-LP-HYS-218853-11	LP-HYS	g	14827	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2229		0.9527	300.0	IRM-VSM3-LP-HYS-218853-12	LP-HYS	g	14828	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2217		0.9476	300.0	IRM-VSM3-LP-HYS-218853-13	LP-HYS	g	14829	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2206		0.9426	300.0	IRM-VSM3-LP-HYS-218853-14	LP-HYS	g	1483	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2195		0.9377	300.0	IRM-VSM3-LP-HYS-218853-15	LP-HYS	g	14831	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2183		0.9327	300.0	IRM-VSM3-LP-HYS-218853-16	LP-HYS	g	14832	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2172		0.9276	300.0	IRM-VSM3-LP-HYS-218853-17	LP-HYS	g	14833	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.216		0.9226	300.0	IRM-VSM3-LP-HYS-218853-18	LP-HYS	g	14834	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2149		0.9177	300.0	IRM-VSM3-LP-HYS-218853-19	LP-HYS	g	14835	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2138		0.9128	300.0	IRM-VSM3-LP-HYS-218853-20	LP-HYS	g	14836	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2126		0.9077	300.0	IRM-VSM3-LP-HYS-218853-21	LP-HYS	g	14837	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2115		0.9027	300.0	IRM-VSM3-LP-HYS-218853-22	LP-HYS	g	14838	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2103		0.8977	300.0	IRM-VSM3-LP-HYS-218853-23	LP-HYS	g	14839	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2092		0.8928	300.0	IRM-VSM3-LP-HYS-218853-24	LP-HYS	g	1484	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2081		0.8877	300.0	IRM-VSM3-LP-HYS-218853-25	LP-HYS	g	14841	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2069		0.8827	300.0	IRM-VSM3-LP-HYS-218853-26	LP-HYS	g	14842	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2058		0.8777	300.0	IRM-VSM3-LP-HYS-218853-27	LP-HYS	g	14843	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2047		0.8727	300.0	IRM-VSM3-LP-HYS-218853-28	LP-HYS	g	14844	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2035		0.8677	300.0	IRM-VSM3-LP-HYS-218853-29	LP-HYS	g	14845	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2023		0.8627	300.0	IRM-VSM3-LP-HYS-218853-30	LP-HYS	g	14846	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2012		0.8577	300.0	IRM-VSM3-LP-HYS-218853-31	LP-HYS	g	14847	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.2001		0.8527	300.0	IRM-VSM3-LP-HYS-218853-32	LP-HYS	g	14848	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1989		0.8477	300.0	IRM-VSM3-LP-HYS-218853-33	LP-HYS	g	14849	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1978		0.8426	300.0	IRM-VSM3-LP-HYS-218853-34	LP-HYS	g	1485	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1966		0.8376	300.0	IRM-VSM3-LP-HYS-218853-35	LP-HYS	g	14851	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1955		0.8327	300.0	IRM-VSM3-LP-HYS-218853-36	LP-HYS	g	14852	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1944		0.8278	300.0	IRM-VSM3-LP-HYS-218853-37	LP-HYS	g	14853	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1933		0.8228	300.0	IRM-VSM3-LP-HYS-218853-38	LP-HYS	g	14854	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1921		0.8177	300.0	IRM-VSM3-LP-HYS-218853-39	LP-HYS	g	14855	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.191		0.8127	300.0	IRM-VSM3-LP-HYS-218853-40	LP-HYS	g	14856	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1898		0.8077	300.0	IRM-VSM3-LP-HYS-218853-41	LP-HYS	g	14857	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1887		0.8027	300.0	IRM-VSM3-LP-HYS-218853-42	LP-HYS	g	14858	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1875		0.7976	300.0	IRM-VSM3-LP-HYS-218853-43	LP-HYS	g	14859	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1864		0.7926	300.0	IRM-VSM3-LP-HYS-218853-44	LP-HYS	g	1486	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1853		0.7877	300.0	IRM-VSM3-LP-HYS-218853-45	LP-HYS	g	14861	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1841		0.7827	300.0	IRM-VSM3-LP-HYS-218853-46	LP-HYS	g	14862	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.183		0.7776	300.0	IRM-VSM3-LP-HYS-218853-47	LP-HYS	g	14863	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1818		0.7726	300.0	IRM-VSM3-LP-HYS-218853-48	LP-HYS	g	14864	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1807		0.7677	300.0	IRM-VSM3-LP-HYS-218853-49	LP-HYS	g	14865	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1795		0.7626	300.0	IRM-VSM3-LP-HYS-218853-50	LP-HYS	g	14866	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1784		0.7576	300.0	IRM-VSM3-LP-HYS-218853-51	LP-HYS	g	14867	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1772		0.7526	300.0	IRM-VSM3-LP-HYS-218853-52	LP-HYS	g	14868	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1761		0.7477	300.0	IRM-VSM3-LP-HYS-218853-53	LP-HYS	g	14869	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.175		0.7428	300.0	IRM-VSM3-LP-HYS-218853-54	LP-HYS	g	1487	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1738		0.7377	300.0	IRM-VSM3-LP-HYS-218853-55	LP-HYS	g	14871	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1727		0.7327	300.0	IRM-VSM3-LP-HYS-218853-56	LP-HYS	g	14872	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1715		0.7277	300.0	IRM-VSM3-LP-HYS-218853-57	LP-HYS	g	14873	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1704		0.7228	300.0	IRM-VSM3-LP-HYS-218853-58	LP-HYS	g	14874	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1693		0.7177	300.0	IRM-VSM3-LP-HYS-218853-59	LP-HYS	g	14875	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1681		0.7127	300.0	IRM-VSM3-LP-HYS-218853-60	LP-HYS	g	14876	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.167		0.7077	300.0	IRM-VSM3-LP-HYS-218853-61	LP-HYS	g	14877	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1659		0.7028	300.0	IRM-VSM3-LP-HYS-218853-62	LP-HYS	g	14878	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1647		0.6977	300.0	IRM-VSM3-LP-HYS-218853-63	LP-HYS	g	14879	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1636		0.6927	300.0	IRM-VSM3-LP-HYS-218853-64	LP-HYS	g	1488	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1624		0.6877	300.0	IRM-VSM3-LP-HYS-218853-65	LP-HYS	g	14881	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1613		0.6827	300.0	IRM-VSM3-LP-HYS-218853-66	LP-HYS	g	14882	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1602		0.6777	300.0	IRM-VSM3-LP-HYS-218853-67	LP-HYS	g	14883	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.159		0.6726	300.0	IRM-VSM3-LP-HYS-218853-68	LP-HYS	g	14884	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1579		0.6676	300.0	IRM-VSM3-LP-HYS-218853-69	LP-HYS	g	14885	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1567		0.6627	300.0	IRM-VSM3-LP-HYS-218853-70	LP-HYS	g	14886	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1556		0.6578	300.0	IRM-VSM3-LP-HYS-218853-71	LP-HYS	g	14887	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1545		0.6528	300.0	IRM-VSM3-LP-HYS-218853-72	LP-HYS	g	14888	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1533		0.6477	300.0	IRM-VSM3-LP-HYS-218853-73	LP-HYS	g	14889	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1522		0.6427	300.0	IRM-VSM3-LP-HYS-218853-74	LP-HYS	g	1489	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.151		0.6378	300.0	IRM-VSM3-LP-HYS-218853-75	LP-HYS	g	14891	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1499		0.6328	300.0	IRM-VSM3-LP-HYS-218853-76	LP-HYS	g	14892	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1487		0.6277	300.0	IRM-VSM3-LP-HYS-218853-77	LP-HYS	g	14893	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1476		0.6227	300.0	IRM-VSM3-LP-HYS-218853-78	LP-HYS	g	14894	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1464		0.6178	300.0	IRM-VSM3-LP-HYS-218853-79	LP-HYS	g	14895	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1453		0.6127	300.0	IRM-VSM3-LP-HYS-218853-80	LP-HYS	g	14896	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1442		0.6076	300.0	IRM-VSM3-LP-HYS-218853-81	LP-HYS	g	14897	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.143		0.6027	300.0	IRM-VSM3-LP-HYS-218853-82	LP-HYS	g	14898	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1419		0.5977	300.0	IRM-VSM3-LP-HYS-218853-83	LP-HYS	g	14899	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1407		0.5927	300.0	IRM-VSM3-LP-HYS-218853-84	LP-HYS	g	149	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1396		0.5876	300.0	IRM-VSM3-LP-HYS-218853-85	LP-HYS	g	14901	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1384		0.5826	300.0	IRM-VSM3-LP-HYS-218853-86	LP-HYS	g	14902	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1373		0.5777	300.0	IRM-VSM3-LP-HYS-218853-87	LP-HYS	g	14903	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1362		0.5728	300.0	IRM-VSM3-LP-HYS-218853-88	LP-HYS	g	14904	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.135		0.5677	300.0	IRM-VSM3-LP-HYS-218853-89	LP-HYS	g	14905	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1339		0.5627	300.0	IRM-VSM3-LP-HYS-218853-90	LP-HYS	g	14906	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1327		0.5577	300.0	IRM-VSM3-LP-HYS-218853-91	LP-HYS	g	14907	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1316		0.5528	300.0	IRM-VSM3-LP-HYS-218853-92	LP-HYS	g	14908	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1304		0.5477	300.0	IRM-VSM3-LP-HYS-218853-93	LP-HYS	g	14909	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1293		0.5427	300.0	IRM-VSM3-LP-HYS-218853-94	LP-HYS	g	1491	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1281		0.5377	300.0	IRM-VSM3-LP-HYS-218853-95	LP-HYS	g	14911	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.127		0.5327	300.0	IRM-VSM3-LP-HYS-218853-96	LP-HYS	g	14912	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1258		0.5277	300.0	IRM-VSM3-LP-HYS-218853-97	LP-HYS	g	14913	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1247		0.5226	300.0	IRM-VSM3-LP-HYS-218853-98	LP-HYS	g	14914	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1235		0.5177	300.0	IRM-VSM3-LP-HYS-218853-99	LP-HYS	g	14915	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1224		0.5127	300.0	IRM-VSM3-LP-HYS-218853-100	LP-HYS	g	14916	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1213		0.5078	300.0	IRM-VSM3-LP-HYS-218853-101	LP-HYS	g	14917	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1202		0.5028	300.0	IRM-VSM3-LP-HYS-218853-102	LP-HYS	g	14918	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.119		0.4977	300.0	IRM-VSM3-LP-HYS-218853-103	LP-HYS	g	14919	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1179		0.4928	300.0	IRM-VSM3-LP-HYS-218853-104	LP-HYS	g	1492	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1167		0.4878	300.0	IRM-VSM3-LP-HYS-218853-105	LP-HYS	g	14921	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1156		0.4828	300.0	IRM-VSM3-LP-HYS-218853-106	LP-HYS	g	14922	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1144		0.4777	300.0	IRM-VSM3-LP-HYS-218853-107	LP-HYS	g	14923	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1133		0.4727	300.0	IRM-VSM3-LP-HYS-218853-108	LP-HYS	g	14924	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1121		0.4678	300.0	IRM-VSM3-LP-HYS-218853-109	LP-HYS	g	14925	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.111		0.4628	300.0	IRM-VSM3-LP-HYS-218853-110	LP-HYS	g	14926	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1098		0.4577	300.0	IRM-VSM3-LP-HYS-218853-111	LP-HYS	g	14927	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1087		0.4527	300.0	IRM-VSM3-LP-HYS-218853-112	LP-HYS	g	14928	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1075		0.4478	300.0	IRM-VSM3-LP-HYS-218853-113	LP-HYS	g	14929	NED4-1c	u	2020:01:06:12:31:00.00	
IRM-VSM3-LP-HYS-218853	IRM-VSM3	0.1064		0.4427	300.0	IRM-VSM3-LP-HYS-218853-114	LP-HYS	g	1493	NED4-1c	u	2020:01:06:12:31:00.00	
